# _root_ وَ وَقَعَت الهَزَّةُ فِي الساعَةِ 10,30 بِ التَوْقِيتِ المَحَلِّيِّ ( 1,30 تغ ) فِي هٰذِهِ الجَزِيرَةِ الَّتِي تَقَعُ عَلَى بُعْدِ 150 كلم جَنُوبَ طُوكِيُو وَ تُؤْوِي 3100 نَسَمَةٍ .
#goldHeads=0,0,2,2,4,5,6,7,8,5,5,11,5,2,16,14,16,25,18,19,20,21,18,23,16,25,26,27,0,
#predictedHeads=0,0,2,2,4,5,2,7,8,7,10,11,10,2,16,14,16,16,18,19,20,21,21,23,20,25,26,27,0,
(10,7),(10,16),0.0268248 # DEPENDENCYPART_SIBL
(10,7),(10,26),-0.000867026 # DEPENDENCYPART_SIBL
(10,7),(10,28),0.0264527 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.0302707 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.0284569 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.0697047 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.234538 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.0343741 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.0623172 # DEPENDENCYPART_SIBL
(10,8),(10,26),0.079559 # DEPENDENCYPART_SIBL
(10,8),(10,28),0.0624241 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0231203 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0189868 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.0315277 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.0225897 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.0231534 # DEPENDENCYPART_SIBL
(10,9),(10,26),0.0152376 # DEPENDENCYPART_SIBL
(10,9),(10,28),0.0231489 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.054628 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.12419 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.115109 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.102194 # DEPENDENCYPART_SIBL
(10,11),(10,26),0.0202511 # DEPENDENCYPART_SIBL
(10,11),(10,28),0.101935 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.0973703 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.00962501 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.0204216 # DEPENDENCYPART_SIBL
(10,12),(10,26),-0.0279942 # DEPENDENCYPART_SIBL
(10,12),(10,28),-0.0204216 # DEPENDENCYPART_SIBL
(10,13),(10,14),0.117404 # DEPENDENCYPART_SIBL
(10,13),(10,16),0.0925929 # DEPENDENCYPART_SIBL
(10,13),(10,26),0.125463 # DEPENDENCYPART_SIBL
(10,13),(10,28),0.0926137 # DEPENDENCYPART_SIBL
(10,14),(10,16),0.0324784 # DEPENDENCYPART_SIBL
(10,14),(10,26),-0.0617505 # DEPENDENCYPART_SIBL
(10,14),(10,28),0.0321078 # DEPENDENCYPART_SIBL
(10,16),(10,26),0.0145957 # DEPENDENCYPART_SIBL
(10,16),(10,28),0.0112555 # DEPENDENCYPART_SIBL
(10,26),(10,28),0.00822863 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.00125807 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.0271702 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.0612381 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.00841767 # DEPENDENCYPART_SIBL
(11,8),(11,17),0.0150129 # DEPENDENCYPART_SIBL
(11,8),(11,18),0.0298988 # DEPENDENCYPART_SIBL
(11,8),(11,19),-0.00676406 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.191197 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.561739 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.0828321 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.13454 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.0989532 # DEPENDENCYPART_SIBL
(11,10),(11,19),0.114752 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.130573 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.0168592 # DEPENDENCYPART_SIBL
(11,12),(11,17),0.029755 # DEPENDENCYPART_SIBL
(11,12),(11,18),0.0685216 # DEPENDENCYPART_SIBL
(11,12),(11,19),0.0460674 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0312863 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.0047994 # DEPENDENCYPART_SIBL
(11,13),(11,18),0.0626217 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.00748845 # DEPENDENCYPART_SIBL
(11,14),(11,17),0.0829367 # DEPENDENCYPART_SIBL
(11,14),(11,18),0.0689971 # DEPENDENCYPART_SIBL
(11,14),(11,19),0.187106 # DEPENDENCYPART_SIBL
(11,17),(11,18),0.426139 # DEPENDENCYPART_SIBL
(11,17),(11,19),-0.00804265 # DEPENDENCYPART_SIBL
(11,18),(11,19),0.0255966 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.112667 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.244677 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.00162136 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.0174869 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.00164746 # DEPENDENCYPART_SIBL
(12,13),(12,16),0.0163458 # DEPENDENCYPART_SIBL
(13,2),(13,11),0.000851162 # DEPENDENCYPART_SIBL
(13,2),(13,12),0.0128654 # DEPENDENCYPART_SIBL
(13,2),(13,14),0.00275401 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.00234836 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.11435 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.00301361 # DEPENDENCYPART_SIBL
(14,1),(14,13),0.0647671 # DEPENDENCYPART_SIBL
(14,1),(14,15),-0.0300325 # DEPENDENCYPART_SIBL
(14,1),(14,16),0.00414394 # DEPENDENCYPART_SIBL
(14,1),(14,17),-0.0234865 # DEPENDENCYPART_SIBL
(14,1),(14,19),-0.0271655 # DEPENDENCYPART_SIBL
(14,1),(14,20),0.00548013 # DEPENDENCYPART_SIBL
(14,1),(14,25),0.00065427 # DEPENDENCYPART_SIBL
(14,1),(14,29),0.00705919 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.00764841 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0233979 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.0334032 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.0284688 # DEPENDENCYPART_SIBL
(14,13),(14,20),-0.0186739 # DEPENDENCYPART_SIBL
(14,13),(14,25),0.00454378 # DEPENDENCYPART_SIBL
(14,13),(14,29),0.093713 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.149271 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.110237 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.0507977 # DEPENDENCYPART_SIBL
(14,15),(14,20),-0.148664 # DEPENDENCYPART_SIBL
(14,15),(14,25),-0.213334 # DEPENDENCYPART_SIBL
(14,15),(14,29),-0.129057 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.0703755 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.0971172 # DEPENDENCYPART_SIBL
(14,16),(14,20),-0.110548 # DEPENDENCYPART_SIBL
(14,16),(14,25),-0.495765 # DEPENDENCYPART_SIBL
(14,16),(14,29),-0.147236 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.0776618 # DEPENDENCYPART_SIBL
(14,17),(14,20),-0.143681 # DEPENDENCYPART_SIBL
(14,17),(14,25),-0.222345 # DEPENDENCYPART_SIBL
(14,17),(14,29),-0.108278 # DEPENDENCYPART_SIBL
(14,19),(14,20),-0.00866908 # DEPENDENCYPART_SIBL
(14,19),(14,25),-0.121052 # DEPENDENCYPART_SIBL
(14,19),(14,29),-0.0866328 # DEPENDENCYPART_SIBL
(14,20),(14,25),-0.487565 # DEPENDENCYPART_SIBL
(14,20),(14,29),-0.137375 # DEPENDENCYPART_SIBL
(14,25),(14,29),0.00380094 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.0313476 # DEPENDENCYPART_SIBL
(15,16),(15,19),0.0516685 # DEPENDENCYPART_SIBL
(15,18),(15,19),0.0578621 # DEPENDENCYPART_SIBL
(16,2),(16,3),-0.0237425 # DEPENDENCYPART_SIBL
(16,2),(16,4),0.00228357 # DEPENDENCYPART_SIBL
(16,2),(16,5),-0.0237425 # DEPENDENCYPART_SIBL
(16,2),(16,7),-0.00317889 # DEPENDENCYPART_SIBL
(16,2),(16,8),-0.0237425 # DEPENDENCYPART_SIBL
(16,2),(16,9),-0.00994918 # DEPENDENCYPART_SIBL
(16,2),(16,10),-0.0124405 # DEPENDENCYPART_SIBL
(16,2),(16,13),-0.0112611 # DEPENDENCYPART_SIBL
(16,2),(16,14),0.00228357 # DEPENDENCYPART_SIBL
(16,2),(16,15),-0.0373098 # DEPENDENCYPART_SIBL
(16,2),(16,17),0.0597703 # DEPENDENCYPART_SIBL
(16,2),(16,18),0.10611 # DEPENDENCYPART_SIBL
(16,2),(16,19),-0.0458921 # DEPENDENCYPART_SIBL
(16,2),(16,20),0.00731434 # DEPENDENCYPART_SIBL
(16,2),(16,21),-0.022686 # DEPENDENCYPART_SIBL
(16,2),(16,22),0.0139404 # DEPENDENCYPART_SIBL
(16,2),(16,24),-0.0224602 # DEPENDENCYPART_SIBL
(16,2),(16,25),0.0118101 # DEPENDENCYPART_SIBL
(16,2),(16,26),0.103485 # DEPENDENCYPART_SIBL
(16,2),(16,27),-0.027751 # DEPENDENCYPART_SIBL
(16,3),(16,4),0.00266104 # DEPENDENCYPART_SIBL
(16,3),(16,5),-0.0992973 # DEPENDENCYPART_SIBL
(16,3),(16,7),-0.00541735 # DEPENDENCYPART_SIBL
(16,3),(16,8),-0.0991893 # DEPENDENCYPART_SIBL
(16,3),(16,9),-0.00666168 # DEPENDENCYPART_SIBL
(16,3),(16,10),-0.0300287 # DEPENDENCYPART_SIBL
(16,3),(16,13),-0.0268862 # DEPENDENCYPART_SIBL
(16,3),(16,14),0.00266104 # DEPENDENCYPART_SIBL
(16,3),(16,15),-0.0403583 # DEPENDENCYPART_SIBL
(16,3),(16,17),0.0611003 # DEPENDENCYPART_SIBL
(16,3),(16,18),0.0195711 # DEPENDENCYPART_SIBL
(16,3),(16,19),-0.0157032 # DEPENDENCYPART_SIBL
(16,3),(16,20),0.000323154 # DEPENDENCYPART_SIBL
(16,3),(16,21),-0.0425936 # DEPENDENCYPART_SIBL
(16,3),(16,22),0.00699354 # DEPENDENCYPART_SIBL
(16,3),(16,24),-0.00134537 # DEPENDENCYPART_SIBL
(16,3),(16,25),-0.0276038 # DEPENDENCYPART_SIBL
(16,3),(16,26),0.0195793 # DEPENDENCYPART_SIBL
(16,3),(16,27),-0.0425387 # DEPENDENCYPART_SIBL
(16,4),(16,5),-0.0255858 # DEPENDENCYPART_SIBL
(16,4),(16,7),-0.0669288 # DEPENDENCYPART_SIBL
(16,4),(16,8),-0.0325491 # DEPENDENCYPART_SIBL
(16,4),(16,9),-0.0268974 # DEPENDENCYPART_SIBL
(16,4),(16,10),-0.0462714 # DEPENDENCYPART_SIBL
(16,4),(16,13),-0.0401049 # DEPENDENCYPART_SIBL
(16,4),(16,14),-0.0503381 # DEPENDENCYPART_SIBL
(16,4),(16,15),-0.0570448 # DEPENDENCYPART_SIBL
(16,4),(16,17),0.0191173 # DEPENDENCYPART_SIBL
(16,4),(16,18),-0.0187146 # DEPENDENCYPART_SIBL
(16,4),(16,19),0.0138141 # DEPENDENCYPART_SIBL
(16,4),(16,20),0.0173891 # DEPENDENCYPART_SIBL
(16,4),(16,21),-0.0182689 # DEPENDENCYPART_SIBL
(16,4),(16,22),-0.00723894 # DEPENDENCYPART_SIBL
(16,4),(16,24),-0.0305 # DEPENDENCYPART_SIBL
(16,4),(16,25),-0.0355928 # DEPENDENCYPART_SIBL
(16,4),(16,26),-0.0175347 # DEPENDENCYPART_SIBL
(16,4),(16,27),-0.0181913 # DEPENDENCYPART_SIBL
(16,5),(16,7),-0.00541805 # DEPENDENCYPART_SIBL
(16,5),(16,8),-0.0992461 # DEPENDENCYPART_SIBL
(16,5),(16,9),-0.00666168 # DEPENDENCYPART_SIBL
(16,5),(16,10),-0.0300298 # DEPENDENCYPART_SIBL
(16,5),(16,13),-0.0268873 # DEPENDENCYPART_SIBL
(16,5),(16,14),0.00265964 # DEPENDENCYPART_SIBL
(16,5),(16,15),-0.0403989 # DEPENDENCYPART_SIBL
(16,5),(16,17),0.0610763 # DEPENDENCYPART_SIBL
(16,5),(16,18),0.0193964 # DEPENDENCYPART_SIBL
(16,5),(16,19),-0.0159774 # DEPENDENCYPART_SIBL
(16,5),(16,20),0.0162894 # DEPENDENCYPART_SIBL
(16,5),(16,21),-0.0425978 # DEPENDENCYPART_SIBL
(16,5),(16,22),0.00643427 # DEPENDENCYPART_SIBL
(16,5),(16,24),-0.00167091 # DEPENDENCYPART_SIBL
(16,5),(16,25),-0.0279658 # DEPENDENCYPART_SIBL
(16,5),(16,26),0.0194047 # DEPENDENCYPART_SIBL
(16,5),(16,27),-0.0425428 # DEPENDENCYPART_SIBL
(16,7),(16,8),0.0199941 # DEPENDENCYPART_SIBL
(16,7),(16,9),-0.0215659 # DEPENDENCYPART_SIBL
(16,7),(16,10),-0.0308456 # DEPENDENCYPART_SIBL
(16,7),(16,13),-0.0248357 # DEPENDENCYPART_SIBL
(16,7),(16,14),-0.044887 # DEPENDENCYPART_SIBL
(16,7),(16,15),-0.0246097 # DEPENDENCYPART_SIBL
(16,7),(16,17),0.0458648 # DEPENDENCYPART_SIBL
(16,7),(16,18),0.00345197 # DEPENDENCYPART_SIBL
(16,7),(16,19),0.0173795 # DEPENDENCYPART_SIBL
(16,7),(16,20),0.00224892 # DEPENDENCYPART_SIBL
(16,7),(16,21),-0.0199369 # DEPENDENCYPART_SIBL
(16,7),(16,22),-0.00600815 # DEPENDENCYPART_SIBL
(16,7),(16,24),-0.0160634 # DEPENDENCYPART_SIBL
(16,7),(16,25),-0.0322518 # DEPENDENCYPART_SIBL
(16,7),(16,26),0.00463192 # DEPENDENCYPART_SIBL
(16,7),(16,27),-0.0198653 # DEPENDENCYPART_SIBL
(16,8),(16,9),-0.00666168 # DEPENDENCYPART_SIBL
(16,8),(16,10),-0.0300287 # DEPENDENCYPART_SIBL
(16,8),(16,13),-0.0268862 # DEPENDENCYPART_SIBL
(16,8),(16,14),0.00266104 # DEPENDENCYPART_SIBL
(16,8),(16,15),-0.0403583 # DEPENDENCYPART_SIBL
(16,8),(16,17),0.0611003 # DEPENDENCYPART_SIBL
(16,8),(16,18),0.0195711 # DEPENDENCYPART_SIBL
(16,8),(16,19),-0.0157034 # DEPENDENCYPART_SIBL
(16,8),(16,20),0.000323154 # DEPENDENCYPART_SIBL
(16,8),(16,21),-0.0425936 # DEPENDENCYPART_SIBL
(16,8),(16,22),0.00699354 # DEPENDENCYPART_SIBL
(16,8),(16,24),-0.00134537 # DEPENDENCYPART_SIBL
(16,8),(16,25),-0.0276038 # DEPENDENCYPART_SIBL
(16,8),(16,26),0.0195793 # DEPENDENCYPART_SIBL
(16,8),(16,27),-0.0425387 # DEPENDENCYPART_SIBL
(16,9),(16,10),-0.0193887 # DEPENDENCYPART_SIBL
(16,9),(16,13),-0.0119866 # DEPENDENCYPART_SIBL
(16,9),(16,14),0.00728848 # DEPENDENCYPART_SIBL
(16,9),(16,15),-0.0243406 # DEPENDENCYPART_SIBL
(16,9),(16,17),0.0420954 # DEPENDENCYPART_SIBL
(16,9),(16,18),-0.000464103 # DEPENDENCYPART_SIBL
(16,9),(16,19),-0.0269331 # DEPENDENCYPART_SIBL
(16,9),(16,20),-0.0356172 # DEPENDENCYPART_SIBL
(16,9),(16,21),-0.0466375 # DEPENDENCYPART_SIBL
(16,9),(16,22),-0.00265824 # DEPENDENCYPART_SIBL
(16,9),(16,24),-0.0318119 # DEPENDENCYPART_SIBL
(16,9),(16,25),-0.0357302 # DEPENDENCYPART_SIBL
(16,9),(16,26),-0.000463748 # DEPENDENCYPART_SIBL
(16,9),(16,27),-0.0455386 # DEPENDENCYPART_SIBL
(16,10),(16,13),-0.0122099 # DEPENDENCYPART_SIBL
(16,10),(16,14),0.0018555 # DEPENDENCYPART_SIBL
(16,10),(16,15),0.0293348 # DEPENDENCYPART_SIBL
(16,10),(16,17),0.141476 # DEPENDENCYPART_SIBL
(16,10),(16,18),0.00917861 # DEPENDENCYPART_SIBL
(16,10),(16,19),0.0304159 # DEPENDENCYPART_SIBL
(16,10),(16,20),0.0412426 # DEPENDENCYPART_SIBL
(16,10),(16,21),0.014722 # DEPENDENCYPART_SIBL
(16,10),(16,22),0.106209 # DEPENDENCYPART_SIBL
(16,10),(16,24),0.055707 # DEPENDENCYPART_SIBL
(16,10),(16,25),-0.0126477 # DEPENDENCYPART_SIBL
(16,10),(16,26),0.00918325 # DEPENDENCYPART_SIBL
(16,10),(16,27),0.0147234 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.00110275 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.0153366 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.0665287 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.0449437 # DEPENDENCYPART_SIBL
(16,13),(16,19),-0.0438941 # DEPENDENCYPART_SIBL
(16,13),(16,20),-0.0625698 # DEPENDENCYPART_SIBL
(16,13),(16,21),-0.047584 # DEPENDENCYPART_SIBL
(16,13),(16,22),0.0296919 # DEPENDENCYPART_SIBL
(16,13),(16,24),-0.0201165 # DEPENDENCYPART_SIBL
(16,13),(16,25),-0.0512758 # DEPENDENCYPART_SIBL
(16,13),(16,26),-0.0449391 # DEPENDENCYPART_SIBL
(16,13),(16,27),-0.0475827 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.0570448 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.0191173 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.0187146 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.0138141 # DEPENDENCYPART_SIBL
(16,14),(16,20),0.0173891 # DEPENDENCYPART_SIBL
(16,14),(16,21),-0.0182689 # DEPENDENCYPART_SIBL
(16,14),(16,22),-0.00723894 # DEPENDENCYPART_SIBL
(16,14),(16,24),-0.0305 # DEPENDENCYPART_SIBL
(16,14),(16,25),-0.0355928 # DEPENDENCYPART_SIBL
(16,14),(16,26),-0.0175347 # DEPENDENCYPART_SIBL
(16,14),(16,27),-0.0181913 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.0329518 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.0365196 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.256903 # DEPENDENCYPART_SIBL
(16,15),(16,20),-0.104179 # DEPENDENCYPART_SIBL
(16,15),(16,21),-0.105042 # DEPENDENCYPART_SIBL
(16,15),(16,22),-0.064189 # DEPENDENCYPART_SIBL
(16,15),(16,24),-0.0975061 # DEPENDENCYPART_SIBL
(16,15),(16,25),-0.0647787 # DEPENDENCYPART_SIBL
(16,15),(16,26),-0.0364692 # DEPENDENCYPART_SIBL
(16,15),(16,27),-0.105025 # DEPENDENCYPART_SIBL
(16,17),(16,18),1.08862 # DEPENDENCYPART_SIBL
(16,17),(16,19),0.107798 # DEPENDENCYPART_SIBL
(16,17),(16,20),0.189849 # DEPENDENCYPART_SIBL
(16,17),(16,21),0.14006 # DEPENDENCYPART_SIBL
(16,17),(16,22),0.221224 # DEPENDENCYPART_SIBL
(16,17),(16,24),0.180594 # DEPENDENCYPART_SIBL
(16,17),(16,25),0.17708 # DEPENDENCYPART_SIBL
(16,17),(16,26),1.09291 # DEPENDENCYPART_SIBL
(16,17),(16,27),0.142532 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.0165735 # DEPENDENCYPART_SIBL
(16,18),(16,20),0.00247882 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.0206716 # DEPENDENCYPART_SIBL
(16,18),(16,22),-0.0255795 # DEPENDENCYPART_SIBL
(16,18),(16,24),-0.0236038 # DEPENDENCYPART_SIBL
(16,18),(16,25),-0.0855615 # DEPENDENCYPART_SIBL
(16,18),(16,26),0.00846517 # DEPENDENCYPART_SIBL
(16,18),(16,27),-0.0184583 # DEPENDENCYPART_SIBL
(16,19),(16,20),-0.00763179 # DEPENDENCYPART_SIBL
(16,19),(16,21),-0.0490195 # DEPENDENCYPART_SIBL
(16,19),(16,22),-0.0253006 # DEPENDENCYPART_SIBL
(16,19),(16,24),-0.0372312 # DEPENDENCYPART_SIBL
(16,19),(16,25),-0.0367448 # DEPENDENCYPART_SIBL
(16,19),(16,26),0.0344806 # DEPENDENCYPART_SIBL
(16,19),(16,27),-0.0451837 # DEPENDENCYPART_SIBL
(16,20),(16,21),-0.0636997 # DEPENDENCYPART_SIBL
(16,20),(16,22),-0.0664296 # DEPENDENCYPART_SIBL
(16,20),(16,24),-0.0169086 # DEPENDENCYPART_SIBL
(16,20),(16,25),-0.240324 # DEPENDENCYPART_SIBL
(16,20),(16,26),0.0227217 # DEPENDENCYPART_SIBL
(16,20),(16,27),-0.0593812 # DEPENDENCYPART_SIBL
(16,21),(16,22),-0.0234196 # DEPENDENCYPART_SIBL
(16,21),(16,24),-0.084121 # DEPENDENCYPART_SIBL
(16,21),(16,25),-0.127789 # DEPENDENCYPART_SIBL
(16,21),(16,26),0.00774574 # DEPENDENCYPART_SIBL
(16,21),(16,27),-0.1115 # DEPENDENCYPART_SIBL
(16,22),(16,24),-0.0398701 # DEPENDENCYPART_SIBL
(16,22),(16,25),-0.133093 # DEPENDENCYPART_SIBL
(16,22),(16,26),0.0578458 # DEPENDENCYPART_SIBL
(16,22),(16,27),-0.0513042 # DEPENDENCYPART_SIBL
(16,24),(16,25),-0.159319 # DEPENDENCYPART_SIBL
(16,24),(16,26),0.00891878 # DEPENDENCYPART_SIBL
(16,24),(16,27),-0.0544768 # DEPENDENCYPART_SIBL
(16,25),(16,26),0.126769 # DEPENDENCYPART_SIBL
(16,25),(16,27),0.0741211 # DEPENDENCYPART_SIBL
(16,26),(16,27),-0.0238403 # DEPENDENCYPART_SIBL
(17,1),(17,2),0.00417558 # DEPENDENCYPART_SIBL
(17,1),(17,15),0.0540787 # DEPENDENCYPART_SIBL
(17,1),(17,18),0.00257816 # DEPENDENCYPART_SIBL
(17,1),(17,19),-0.0518755 # DEPENDENCYPART_SIBL
(17,2),(17,15),0.00428004 # DEPENDENCYPART_SIBL
(17,2),(17,18),0.128901 # DEPENDENCYPART_SIBL
(17,2),(17,19),-0.0412802 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.103468 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.0720688 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.0574471 # DEPENDENCYPART_SIBL
(18,1),(18,3),-0.110354 # DEPENDENCYPART_SIBL
(18,1),(18,4),0.0170034 # DEPENDENCYPART_SIBL
(18,1),(18,5),-0.110357 # DEPENDENCYPART_SIBL
(18,1),(18,7),-0.0288071 # DEPENDENCYPART_SIBL
(18,1),(18,8),-0.110354 # DEPENDENCYPART_SIBL
(18,1),(18,11),-0.0483457 # DEPENDENCYPART_SIBL
(18,1),(18,14),0.0170034 # DEPENDENCYPART_SIBL
(18,1),(18,16),-0.110354 # DEPENDENCYPART_SIBL
(18,1),(18,17),-0.0183866 # DEPENDENCYPART_SIBL
(18,1),(18,19),-0.0352278 # DEPENDENCYPART_SIBL
(18,1),(18,20),-0.0015614 # DEPENDENCYPART_SIBL
(18,1),(18,21),-0.0349169 # DEPENDENCYPART_SIBL
(18,1),(18,23),-0.00405808 # DEPENDENCYPART_SIBL
(18,1),(18,24),-0.0300488 # DEPENDENCYPART_SIBL
(18,1),(18,25),-0.0389409 # DEPENDENCYPART_SIBL
(18,1),(18,26),0.0113099 # DEPENDENCYPART_SIBL
(18,1),(18,27),-0.0342957 # DEPENDENCYPART_SIBL
(18,1),(18,28),-0.0015614 # DEPENDENCYPART_SIBL
(18,1),(18,29),-0.0562926 # DEPENDENCYPART_SIBL
(18,3),(18,4),-0.0460788 # DEPENDENCYPART_SIBL
(18,3),(18,5),-0.227369 # DEPENDENCYPART_SIBL
(18,3),(18,7),-0.0199044 # DEPENDENCYPART_SIBL
(18,3),(18,8),-0.227261 # DEPENDENCYPART_SIBL
(18,3),(18,11),-0.0690372 # DEPENDENCYPART_SIBL
(18,3),(18,14),-0.0460788 # DEPENDENCYPART_SIBL
(18,3),(18,16),-0.227261 # DEPENDENCYPART_SIBL
(18,3),(18,17),-0.080323 # DEPENDENCYPART_SIBL
(18,3),(18,19),-0.00500172 # DEPENDENCYPART_SIBL
(18,3),(18,20),-0.0322931 # DEPENDENCYPART_SIBL
(18,3),(18,21),-0.0164695 # DEPENDENCYPART_SIBL
(18,3),(18,23),-0.0255184 # DEPENDENCYPART_SIBL
(18,3),(18,24),-0.0200799 # DEPENDENCYPART_SIBL
(18,3),(18,25),-0.0120787 # DEPENDENCYPART_SIBL
(18,3),(18,26),-0.0105009 # DEPENDENCYPART_SIBL
(18,3),(18,27),-0.0158065 # DEPENDENCYPART_SIBL
(18,3),(18,28),-0.0325502 # DEPENDENCYPART_SIBL
(18,3),(18,29),-0.028703 # DEPENDENCYPART_SIBL
(18,4),(18,5),-0.0772449 # DEPENDENCYPART_SIBL
(18,4),(18,7),-0.089488 # DEPENDENCYPART_SIBL
(18,4),(18,8),-0.0842081 # DEPENDENCYPART_SIBL
(18,4),(18,11),-0.0459217 # DEPENDENCYPART_SIBL
(18,4),(18,14),-0.0822207 # DEPENDENCYPART_SIBL
(18,4),(18,16),-0.0842081 # DEPENDENCYPART_SIBL
(18,4),(18,17),-0.0609159 # DEPENDENCYPART_SIBL
(18,4),(18,19),0.0201295 # DEPENDENCYPART_SIBL
(18,4),(18,20),0.0400452 # DEPENDENCYPART_SIBL
(18,4),(18,21),0.00458202 # DEPENDENCYPART_SIBL
(18,4),(18,23),0.0403361 # DEPENDENCYPART_SIBL
(18,4),(18,24),-0.00809912 # DEPENDENCYPART_SIBL
(18,4),(18,25),-0.00629565 # DEPENDENCYPART_SIBL
(18,4),(18,26),-0.0208885 # DEPENDENCYPART_SIBL
(18,4),(18,27),0.00533158 # DEPENDENCYPART_SIBL
(18,4),(18,28),0.0398277 # DEPENDENCYPART_SIBL
(18,4),(18,29),-0.0519244 # DEPENDENCYPART_SIBL
(18,5),(18,7),-0.0199051 # DEPENDENCYPART_SIBL
(18,5),(18,8),-0.227318 # DEPENDENCYPART_SIBL
(18,5),(18,11),-0.0690892 # DEPENDENCYPART_SIBL
(18,5),(18,14),-0.0460802 # DEPENDENCYPART_SIBL
(18,5),(18,16),-0.227318 # DEPENDENCYPART_SIBL
(18,5),(18,17),-0.0803433 # DEPENDENCYPART_SIBL
(18,5),(18,19),-0.00540478 # DEPENDENCYPART_SIBL
(18,5),(18,20),-0.0165168 # DEPENDENCYPART_SIBL
(18,5),(18,21),-0.0165793 # DEPENDENCYPART_SIBL
(18,5),(18,23),-0.00974179 # DEPENDENCYPART_SIBL
(18,5),(18,24),-0.0205102 # DEPENDENCYPART_SIBL
(18,5),(18,25),-0.0125464 # DEPENDENCYPART_SIBL
(18,5),(18,26),-0.0107813 # DEPENDENCYPART_SIBL
(18,5),(18,27),-0.0159164 # DEPENDENCYPART_SIBL
(18,5),(18,28),-0.0167736 # DEPENDENCYPART_SIBL
(18,5),(18,29),-0.0288377 # DEPENDENCYPART_SIBL
(18,7),(18,8),-0.0229304 # DEPENDENCYPART_SIBL
(18,7),(18,11),-0.019377 # DEPENDENCYPART_SIBL
