# _root_ تَجْدُرُ الإِشارَةُ إِلَى أَنَّ بونومى البالِغُ مِن العُمْرِ 44 عاماً , وَ هُوَ مُحام سابِقٌ , كانَ يَعْمَلُ رَئِيساً لِ مَجْلِسِ إِدارَةِ شَرِكَةِ / إِس آي أَي / المَسْؤُولَةِ عَن إِدارَةِ مَطارَيْ ليناتى ومالبينسا فِي مِيلانُو خِلالَ الفَتْرَةِ مِن 1997 ـ 1999 .
#goldHeads=0,1,2,3,6,12,6,7,8,9,10,4,14,12,14,15,14,17,18,19,20,21,22,27,27,27,23,27,23,29,30,31,34,32,32,35,29,37,38,41,39,41,0,
#predictedHeads=0,1,1,3,4,5,5,7,8,9,10,0,14,12,14,15,14,17,18,19,20,21,22,27,27,27,23,27,23,29,30,31,34,32,31,35,31,37,38,39,40,41,0,
(12,9),(12,17),-0.0308311 # DEPENDENCYPART_SIBL
(12,9),(12,18),-0.038906 # DEPENDENCYPART_SIBL
(12,9),(12,19),-0.00292924 # DEPENDENCYPART_SIBL
(12,9),(12,20),-0.00378894 # DEPENDENCYPART_SIBL
(12,9),(12,40),0.335535 # DEPENDENCYPART_SIBL
(12,9),(12,42),0.335533 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.0281939 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0268546 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.0639399 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.0111549 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.00862396 # DEPENDENCYPART_SIBL
(12,10),(12,17),0.00969246 # DEPENDENCYPART_SIBL
(12,10),(12,18),0.00351691 # DEPENDENCYPART_SIBL
(12,10),(12,19),0.0638965 # DEPENDENCYPART_SIBL
(12,10),(12,20),-0.000260177 # DEPENDENCYPART_SIBL
(12,10),(12,40),-0.00485786 # DEPENDENCYPART_SIBL
(12,10),(12,42),-0.0049283 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0674672 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0592118 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.04856 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.0035237 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.0365525 # DEPENDENCYPART_SIBL
(12,11),(12,18),-0.00419943 # DEPENDENCYPART_SIBL
(12,11),(12,19),-0.0606731 # DEPENDENCYPART_SIBL
(12,11),(12,20),-0.0555087 # DEPENDENCYPART_SIBL
(12,11),(12,40),-0.0330302 # DEPENDENCYPART_SIBL
(12,11),(12,42),-0.0346292 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.115599 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.114907 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.140612 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.0120571 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.0109445 # DEPENDENCYPART_SIBL
(12,13),(12,19),-0.109377 # DEPENDENCYPART_SIBL
(12,13),(12,20),-0.102207 # DEPENDENCYPART_SIBL
(12,13),(12,40),-0.124588 # DEPENDENCYPART_SIBL
(12,13),(12,42),-0.124588 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0036383 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.0854223 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.0299586 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.0387361 # DEPENDENCYPART_SIBL
(12,14),(12,19),0.0153332 # DEPENDENCYPART_SIBL
(12,14),(12,20),0.0313049 # DEPENDENCYPART_SIBL
(12,14),(12,40),0.00450513 # DEPENDENCYPART_SIBL
(12,14),(12,42),0.00365445 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.0607791 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.0695713 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.0623051 # DEPENDENCYPART_SIBL
(12,15),(12,19),-0.0493691 # DEPENDENCYPART_SIBL
(12,15),(12,20),0.0318072 # DEPENDENCYPART_SIBL
(12,15),(12,40),-0.0257856 # DEPENDENCYPART_SIBL
(12,15),(12,42),-0.0257856 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.0285879 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.0285926 # DEPENDENCYPART_SIBL
(12,16),(12,19),-0.0527956 # DEPENDENCYPART_SIBL
(12,16),(12,20),0.0152728 # DEPENDENCYPART_SIBL
(12,16),(12,40),0.00671734 # DEPENDENCYPART_SIBL
(12,16),(12,42),0.015551 # DEPENDENCYPART_SIBL
(12,17),(12,18),0.0923202 # DEPENDENCYPART_SIBL
(12,17),(12,19),0.0379587 # DEPENDENCYPART_SIBL
(12,17),(12,20),0.0940052 # DEPENDENCYPART_SIBL
(12,17),(12,40),0.067367 # DEPENDENCYPART_SIBL
(12,17),(12,42),0.0671107 # DEPENDENCYPART_SIBL
(12,18),(12,19),0.00585532 # DEPENDENCYPART_SIBL
(12,18),(12,20),0.0755052 # DEPENDENCYPART_SIBL
(12,18),(12,40),0.0277635 # DEPENDENCYPART_SIBL
(12,18),(12,42),0.0276354 # DEPENDENCYPART_SIBL
(12,19),(12,20),0.0256473 # DEPENDENCYPART_SIBL
(12,19),(12,40),0.00450513 # DEPENDENCYPART_SIBL
(12,19),(12,42),0.00365445 # DEPENDENCYPART_SIBL
(12,20),(12,40),-0.0458634 # DEPENDENCYPART_SIBL
(12,20),(12,42),-0.0464105 # DEPENDENCYPART_SIBL
(12,40),(12,42),0.00644896 # DEPENDENCYPART_SIBL
(14,1),(14,2),-0.0237425 # DEPENDENCYPART_SIBL
(14,1),(14,3),-0.00239546 # DEPENDENCYPART_SIBL
(14,1),(14,4),0.010435 # DEPENDENCYPART_SIBL
(14,1),(14,6),-0.00994918 # DEPENDENCYPART_SIBL
(14,1),(14,7),7.18512e-05 # DEPENDENCYPART_SIBL
(14,1),(14,8),-0.0237425 # DEPENDENCYPART_SIBL
(14,1),(14,10),-0.0237447 # DEPENDENCYPART_SIBL
(14,1),(14,11),-0.00977805 # DEPENDENCYPART_SIBL
(14,1),(14,12),0.00515014 # DEPENDENCYPART_SIBL
(14,1),(14,13),-0.00137477 # DEPENDENCYPART_SIBL
(14,1),(14,15),-0.0232878 # DEPENDENCYPART_SIBL
(14,1),(14,16),0.0214052 # DEPENDENCYPART_SIBL
(14,1),(14,17),0.0993302 # DEPENDENCYPART_SIBL
(14,1),(14,18),0.102107 # DEPENDENCYPART_SIBL
(14,1),(14,19),0.00722372 # DEPENDENCYPART_SIBL
(14,1),(14,20),-0.0120037 # DEPENDENCYPART_SIBL
(14,2),(14,3),-0.00279789 # DEPENDENCYPART_SIBL
(14,2),(14,4),0.0154068 # DEPENDENCYPART_SIBL
(14,2),(14,6),-0.00666135 # DEPENDENCYPART_SIBL
(14,2),(14,7),-0.0102363 # DEPENDENCYPART_SIBL
(14,2),(14,8),-0.0991893 # DEPENDENCYPART_SIBL
(14,2),(14,10),-0.0991915 # DEPENDENCYPART_SIBL
(14,2),(14,11),-0.0255917 # DEPENDENCYPART_SIBL
(14,2),(14,12),0.0196574 # DEPENDENCYPART_SIBL
(14,2),(14,13),0.0464091 # DEPENDENCYPART_SIBL
(14,2),(14,15),-0.0188812 # DEPENDENCYPART_SIBL
(14,2),(14,16),-0.0025013 # DEPENDENCYPART_SIBL
(14,2),(14,17),0.0110707 # DEPENDENCYPART_SIBL
(14,2),(14,18),0.0200739 # DEPENDENCYPART_SIBL
(14,2),(14,19),0.000217761 # DEPENDENCYPART_SIBL
(14,2),(14,20),0.018646 # DEPENDENCYPART_SIBL
(14,3),(14,4),0.032294 # DEPENDENCYPART_SIBL
(14,3),(14,6),-0.020305 # DEPENDENCYPART_SIBL
(14,3),(14,7),-0.0541365 # DEPENDENCYPART_SIBL
(14,3),(14,8),-0.0234714 # DEPENDENCYPART_SIBL
(14,3),(14,10),-0.0236525 # DEPENDENCYPART_SIBL
(14,3),(14,11),-0.0324212 # DEPENDENCYPART_SIBL
(14,3),(14,12),-0.00405849 # DEPENDENCYPART_SIBL
(14,3),(14,13),0.00435141 # DEPENDENCYPART_SIBL
(14,3),(14,15),-0.0294275 # DEPENDENCYPART_SIBL
(14,3),(14,16),-0.0213154 # DEPENDENCYPART_SIBL
(14,3),(14,17),-0.00940342 # DEPENDENCYPART_SIBL
(14,3),(14,18),-0.00230964 # DEPENDENCYPART_SIBL
(14,3),(14,19),-9.50817e-05 # DEPENDENCYPART_SIBL
(14,3),(14,20),0.0113093 # DEPENDENCYPART_SIBL
(14,4),(14,6),0.00134493 # DEPENDENCYPART_SIBL
(14,4),(14,7),0.0151073 # DEPENDENCYPART_SIBL
(14,4),(14,8),-0.0134064 # DEPENDENCYPART_SIBL
(14,4),(14,10),-0.0134087 # DEPENDENCYPART_SIBL
(14,4),(14,11),-0.0114066 # DEPENDENCYPART_SIBL
(14,4),(14,12),-0.0103575 # DEPENDENCYPART_SIBL
(14,4),(14,13),0.0686405 # DEPENDENCYPART_SIBL
(14,4),(14,15),-0.00337429 # DEPENDENCYPART_SIBL
(14,4),(14,16),0.020252 # DEPENDENCYPART_SIBL
(14,4),(14,17),0.00112475 # DEPENDENCYPART_SIBL
(14,4),(14,18),0.00297731 # DEPENDENCYPART_SIBL
(14,4),(14,19),0.00319077 # DEPENDENCYPART_SIBL
(14,4),(14,20),0.020422 # DEPENDENCYPART_SIBL
(14,6),(14,7),0.00958323 # DEPENDENCYPART_SIBL
(14,6),(14,8),-0.0170597 # DEPENDENCYPART_SIBL
(14,6),(14,10),-0.017062 # DEPENDENCYPART_SIBL
(14,6),(14,11),-0.0116956 # DEPENDENCYPART_SIBL
(14,6),(14,12),-0.00571854 # DEPENDENCYPART_SIBL
(14,6),(14,13),0.0111217 # DEPENDENCYPART_SIBL
(14,6),(14,15),0.102809 # DEPENDENCYPART_SIBL
(14,6),(14,16),-0.00919073 # DEPENDENCYPART_SIBL
(14,6),(14,17),-0.00404331 # DEPENDENCYPART_SIBL
(14,6),(14,18),0.000806279 # DEPENDENCYPART_SIBL
(14,6),(14,19),-0.0353256 # DEPENDENCYPART_SIBL
(14,6),(14,20),-0.0062222 # DEPENDENCYPART_SIBL
(14,7),(14,8),-0.0297467 # DEPENDENCYPART_SIBL
(14,7),(14,10),-0.0299273 # DEPENDENCYPART_SIBL
(14,7),(14,11),-0.0160117 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.0128465 # DEPENDENCYPART_SIBL
(14,7),(14,13),-0.0113421 # DEPENDENCYPART_SIBL
(14,7),(14,15),-0.0132242 # DEPENDENCYPART_SIBL
(14,7),(14,16),-0.0114906 # DEPENDENCYPART_SIBL
(14,7),(14,17),0.00644119 # DEPENDENCYPART_SIBL
(14,7),(14,18),0.0148739 # DEPENDENCYPART_SIBL
(14,7),(14,19),0.0135258 # DEPENDENCYPART_SIBL
(14,7),(14,20),0.0178369 # DEPENDENCYPART_SIBL
(14,8),(14,10),-0.0991915 # DEPENDENCYPART_SIBL
(14,8),(14,11),-0.0255917 # DEPENDENCYPART_SIBL
(14,8),(14,12),0.0196574 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.0464091 # DEPENDENCYPART_SIBL
(14,8),(14,15),-0.0188836 # DEPENDENCYPART_SIBL
(14,8),(14,16),-0.00251126 # DEPENDENCYPART_SIBL
(14,8),(14,17),0.0110499 # DEPENDENCYPART_SIBL
(14,8),(14,18),0.0200532 # DEPENDENCYPART_SIBL
(14,8),(14,19),0.000148476 # DEPENDENCYPART_SIBL
(14,8),(14,20),0.0186457 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.0257015 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.0196442 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.0463947 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.0191237 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.00301909 # DEPENDENCYPART_SIBL
(14,10),(14,17),0.0107751 # DEPENDENCYPART_SIBL
(14,10),(14,18),0.0197814 # DEPENDENCYPART_SIBL
(14,10),(14,19),0.00695731 # DEPENDENCYPART_SIBL
(14,10),(14,20),0.0163135 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.0294782 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.0551656 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.0786911 # DEPENDENCYPART_SIBL
(14,11),(14,16),0.154861 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.0251699 # DEPENDENCYPART_SIBL
(14,11),(14,18),-0.0337283 # DEPENDENCYPART_SIBL
(14,11),(14,19),-0.0424499 # DEPENDENCYPART_SIBL
(14,11),(14,20),0.0276503 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.0946307 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.0102871 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.00141926 # DEPENDENCYPART_SIBL
(14,12),(14,17),0.00482251 # DEPENDENCYPART_SIBL
(14,12),(14,18),0.0064122 # DEPENDENCYPART_SIBL
(14,12),(14,19),0.0085372 # DEPENDENCYPART_SIBL
(14,12),(14,20),0.00224162 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.00725979 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.0704716 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.0654736 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.0747064 # DEPENDENCYPART_SIBL
(14,13),(14,19),0.00592923 # DEPENDENCYPART_SIBL
(14,13),(14,20),0.0523387 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.062217 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.0101296 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.0447878 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.00890874 # DEPENDENCYPART_SIBL
(14,15),(14,20),0.0867738 # DEPENDENCYPART_SIBL
(14,16),(14,17),0.0269423 # DEPENDENCYPART_SIBL
(14,16),(14,18),0.0470396 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.00281624 # DEPENDENCYPART_SIBL
(14,16),(14,20),0.0113173 # DEPENDENCYPART_SIBL
(14,17),(14,18),0.00333142 # DEPENDENCYPART_SIBL
(14,17),(14,19),0.00379075 # DEPENDENCYPART_SIBL
(14,17),(14,20),-0.0120317 # DEPENDENCYPART_SIBL
(14,18),(14,19),0.0194485 # DEPENDENCYPART_SIBL
(14,18),(14,20),0.0211231 # DEPENDENCYPART_SIBL
(14,19),(14,20),-0.00511149 # DEPENDENCYPART_SIBL
(15,9),(15,13),0.0251101 # DEPENDENCYPART_SIBL
(15,9),(15,16),0.0238743 # DEPENDENCYPART_SIBL
(15,9),(15,17),-0.0101521 # DEPENDENCYPART_SIBL
(15,9),(15,20),0.0462591 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.0620915 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.111528 # DEPENDENCYPART_SIBL
(15,13),(15,20),0.110971 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.059819 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.0371319 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.00963012 # DEPENDENCYPART_SIBL
(16,1),(16,14),-0.0176451 # DEPENDENCYPART_SIBL
(16,1),(16,15),-0.0144177 # DEPENDENCYPART_SIBL
(16,1),(16,17),0.200205 # DEPENDENCYPART_SIBL
(16,1),(16,18),0.200768 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.00916384 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.114605 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.120367 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.0561997 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.0586089 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.025043 # DEPENDENCYPART_SIBL
(17,2),(17,3),-0.045017 # DEPENDENCYPART_SIBL
(17,2),(17,4),-0.0539092 # DEPENDENCYPART_SIBL
(17,2),(17,6),-0.0518851 # DEPENDENCYPART_SIBL
(17,2),(17,7),-0.0472298 # DEPENDENCYPART_SIBL
(17,2),(17,8),-0.230041 # DEPENDENCYPART_SIBL
(17,2),(17,9),-0.0698163 # DEPENDENCYPART_SIBL
(17,2),(17,10),-0.230208 # DEPENDENCYPART_SIBL
(17,2),(17,13),-0.0428732 # DEPENDENCYPART_SIBL
(17,2),(17,14),-0.230041 # DEPENDENCYPART_SIBL
(17,2),(17,15),-0.0518865 # DEPENDENCYPART_SIBL
(17,2),(17,16),-0.0293756 # DEPENDENCYPART_SIBL
(17,2),(17,18),-0.0112937 # DEPENDENCYPART_SIBL
(17,2),(17,19),-0.0166105 # DEPENDENCYPART_SIBL
(17,2),(17,20),-0.00258764 # DEPENDENCYPART_SIBL
(17,2),(17,21),-0.0173527 # DEPENDENCYPART_SIBL
(17,2),(17,22),-0.0154549 # DEPENDENCYPART_SIBL
(17,2),(17,23),-0.0180293 # DEPENDENCYPART_SIBL
(17,2),(17,24),-0.0228323 # DEPENDENCYPART_SIBL
(17,2),(17,29),-0.0207204 # DEPENDENCYPART_SIBL
(17,2),(17,30),-0.0360916 # DEPENDENCYPART_SIBL
(17,2),(17,31),-0.0154549 # DEPENDENCYPART_SIBL
(17,2),(17,33),0.0327978 # DEPENDENCYPART_SIBL
(17,2),(17,34),0.0327978 # DEPENDENCYPART_SIBL
(17,2),(17,37),0.00971933 # DEPENDENCYPART_SIBL
(17,2),(17,41),0.0308464 # DEPENDENCYPART_SIBL
(17,2),(17,43),-0.0301379 # DEPENDENCYPART_SIBL
(17,3),(17,4),0.025886 # DEPENDENCYPART_SIBL
(17,3),(17,6),-0.0392306 # DEPENDENCYPART_SIBL
(17,3),(17,7),-0.0850995 # DEPENDENCYPART_SIBL
(17,3),(17,8),-0.0801447 # DEPENDENCYPART_SIBL
(17,3),(17,9),-0.038222 # DEPENDENCYPART_SIBL
(17,3),(17,10),-0.0806572 # DEPENDENCYPART_SIBL
(17,3),(17,13),-0.0559324 # DEPENDENCYPART_SIBL
(17,3),(17,14),-0.0801442 # DEPENDENCYPART_SIBL
(17,3),(17,15),-0.0392306 # DEPENDENCYPART_SIBL
(17,3),(17,16),-0.0372196 # DEPENDENCYPART_SIBL
(17,3),(17,18),-0.0274694 # DEPENDENCYPART_SIBL
(17,3),(17,19),0.0023356 # DEPENDENCYPART_SIBL
(17,3),(17,20),-0.0626433 # DEPENDENCYPART_SIBL
(17,3),(17,21),0.00163653 # DEPENDENCYPART_SIBL
(17,3),(17,22),0.00255544 # DEPENDENCYPART_SIBL
(17,3),(17,23),0.00480465 # DEPENDENCYPART_SIBL
(17,3),(17,24),-0.076525 # DEPENDENCYPART_SIBL
(17,3),(17,29),-0.0526955 # DEPENDENCYPART_SIBL
(17,3),(17,30),-0.0315572 # DEPENDENCYPART_SIBL
(17,3),(17,31),0.00255544 # DEPENDENCYPART_SIBL
(17,3),(17,33),0.0331179 # DEPENDENCYPART_SIBL
(17,3),(17,34),0.0331179 # DEPENDENCYPART_SIBL
(17,3),(17,37),-0.0464336 # DEPENDENCYPART_SIBL
(17,3),(17,41),0.028609 # DEPENDENCYPART_SIBL
(17,3),(17,43),-0.074015 # DEPENDENCYPART_SIBL
(17,4),(17,6),-0.04538 # DEPENDENCYPART_SIBL
(17,4),(17,7),0.000503476 # DEPENDENCYPART_SIBL
(17,4),(17,8),-0.100927 # DEPENDENCYPART_SIBL
(17,4),(17,9),-0.042262 # DEPENDENCYPART_SIBL
(17,4),(17,10),-0.101094 # DEPENDENCYPART_SIBL
(17,4),(17,13),-0.0256864 # DEPENDENCYPART_SIBL
(17,4),(17,14),-0.100927 # DEPENDENCYPART_SIBL
(17,4),(17,15),-0.04538 # DEPENDENCYPART_SIBL
(17,4),(17,16),-0.0425971 # DEPENDENCYPART_SIBL
(17,4),(17,18),-0.0360367 # DEPENDENCYPART_SIBL
(17,4),(17,19),-0.00158006 # DEPENDENCYPART_SIBL
(17,4),(17,20),-0.0446599 # DEPENDENCYPART_SIBL
(17,4),(17,21),-0.000279777 # DEPENDENCYPART_SIBL
(17,4),(17,22),0.000141847 # DEPENDENCYPART_SIBL
(17,4),(17,23),0.000936544 # DEPENDENCYPART_SIBL
(17,4),(17,24),-0.0660301 # DEPENDENCYPART_SIBL
(17,4),(17,29),-0.0433135 # DEPENDENCYPART_SIBL
(17,4),(17,30),-0.0724016 # DEPENDENCYPART_SIBL
(17,4),(17,31),0.000141847 # DEPENDENCYPART_SIBL
(17,4),(17,33),-0.00644217 # DEPENDENCYPART_SIBL
(17,4),(17,34),-0.00644217 # DEPENDENCYPART_SIBL
(17,4),(17,37),-0.0398305 # DEPENDENCYPART_SIBL
(17,4),(17,41),-0.00377041 # DEPENDENCYPART_SIBL
(17,4),(17,43),-0.0789614 # DEPENDENCYPART_SIBL
(17,6),(17,7),0.00419625 # DEPENDENCYPART_SIBL
(17,6),(17,8),-0.0723587 # DEPENDENCYPART_SIBL
(17,6),(17,9),-0.0175218 # DEPENDENCYPART_SIBL
(17,6),(17,10),-0.0725256 # DEPENDENCYPART_SIBL
(17,6),(17,13),-0.0420315 # DEPENDENCYPART_SIBL
(17,6),(17,14),-0.0723587 # DEPENDENCYPART_SIBL
(17,6),(17,15),-0.0352888 # DEPENDENCYPART_SIBL
(17,6),(17,16),-0.0148213 # DEPENDENCYPART_SIBL
(17,6),(17,18),-0.0216132 # DEPENDENCYPART_SIBL
(17,6),(17,19),0.00166577 # DEPENDENCYPART_SIBL
(17,6),(17,20),-0.0263096 # DEPENDENCYPART_SIBL
(17,6),(17,21),0.00389547 # DEPENDENCYPART_SIBL
(17,6),(17,22),0.0033902 # DEPENDENCYPART_SIBL
(17,6),(17,23),0.00401948 # DEPENDENCYPART_SIBL
(17,6),(17,24),-0.0504127 # DEPENDENCYPART_SIBL
(17,6),(17,29),0.103496 # DEPENDENCYPART_SIBL
(17,6),(17,30),-0.0361982 # DEPENDENCYPART_SIBL
(17,6),(17,31),0.0033902 # DEPENDENCYPART_SIBL
(17,6),(17,33),0.00558492 # DEPENDENCYPART_SIBL
(17,6),(17,34),0.00558492 # DEPENDENCYPART_SIBL
(17,6),(17,37),-0.0151948 # DEPENDENCYPART_SIBL
(17,6),(17,41),0.00409923 # DEPENDENCYPART_SIBL
(17,6),(17,43),-0.04552 # DEPENDENCYPART_SIBL
(17,7),(17,8),-0.0708254 # DEPENDENCYPART_SIBL
(17,7),(17,9),-0.026584 # DEPENDENCYPART_SIBL
(17,7),(17,10),-0.0713374 # DEPENDENCYPART_SIBL
(17,7),(17,13),-0.0556744 # DEPENDENCYPART_SIBL
(17,7),(17,14),-0.0708245 # DEPENDENCYPART_SIBL
(17,7),(17,15),-0.0329588 # DEPENDENCYPART_SIBL
(17,7),(17,16),0.0178164 # DEPENDENCYPART_SIBL
(17,7),(17,18),-0.0144401 # DEPENDENCYPART_SIBL
(17,7),(17,19),0.00716997 # DEPENDENCYPART_SIBL
(17,7),(17,20),-0.0439426 # DEPENDENCYPART_SIBL
(17,7),(17,21),0.00666662 # DEPENDENCYPART_SIBL
(17,7),(17,22),0.00738472 # DEPENDENCYPART_SIBL
(17,7),(17,23),0.00963899 # DEPENDENCYPART_SIBL
(17,7),(17,24),-0.0652956 # DEPENDENCYPART_SIBL
(17,7),(17,29),-0.0285219 # DEPENDENCYPART_SIBL
(17,7),(17,30),-0.0286465 # DEPENDENCYPART_SIBL
(17,7),(17,31),0.00738472 # DEPENDENCYPART_SIBL
(17,7),(17,33),0.0587174 # DEPENDENCYPART_SIBL
(17,7),(17,34),0.0587174 # DEPENDENCYPART_SIBL
(17,7),(17,37),-0.0448391 # DEPENDENCYPART_SIBL
(17,7),(17,41),0.0542207 # DEPENDENCYPART_SIBL
(17,7),(17,43),-0.0628067 # DEPENDENCYPART_SIBL
(17,8),(17,9),-0.0698163 # DEPENDENCYPART_SIBL
(17,8),(17,10),-0.230208 # DEPENDENCYPART_SIBL
(17,8),(17,13),-0.0428732 # DEPENDENCYPART_SIBL
(17,8),(17,14),-0.230041 # DEPENDENCYPART_SIBL
(17,8),(17,15),-0.0518865 # DEPENDENCYPART_SIBL
(17,8),(17,16),-0.0293756 # DEPENDENCYPART_SIBL
(17,8),(17,18),-0.0113082 # DEPENDENCYPART_SIBL
(17,8),(17,19),-0.0166735 # DEPENDENCYPART_SIBL
(17,8),(17,20),-0.00257888 # DEPENDENCYPART_SIBL
(17,8),(17,21),-0.0174157 # DEPENDENCYPART_SIBL
(17,8),(17,22),-0.015518 # DEPENDENCYPART_SIBL
(17,8),(17,23),-0.0180924 # DEPENDENCYPART_SIBL
(17,8),(17,24),-0.0228361 # DEPENDENCYPART_SIBL
(17,8),(17,29),-0.0207162 # DEPENDENCYPART_SIBL
(17,8),(17,30),-0.0360831 # DEPENDENCYPART_SIBL
(17,8),(17,31),-0.015518 # DEPENDENCYPART_SIBL
(17,8),(17,33),0.0328099 # DEPENDENCYPART_SIBL
(17,8),(17,34),0.0328099 # DEPENDENCYPART_SIBL
(17,8),(17,37),0.00972936 # DEPENDENCYPART_SIBL
(17,8),(17,41),0.0308586 # DEPENDENCYPART_SIBL
(17,8),(17,43),-0.0301416 # DEPENDENCYPART_SIBL
(17,9),(17,10),-0.0609129 # DEPENDENCYPART_SIBL
(17,9),(17,13),-0.0169922 # DEPENDENCYPART_SIBL
(17,9),(17,14),-0.0607454 # DEPENDENCYPART_SIBL
(17,9),(17,15),0.000399877 # DEPENDENCYPART_SIBL
(17,9),(17,16),-0.0124985 # DEPENDENCYPART_SIBL
(17,9),(17,18),-0.065385 # DEPENDENCYPART_SIBL
(17,9),(17,19),-0.0323815 # DEPENDENCYPART_SIBL
(17,9),(17,20),-0.0368445 # DEPENDENCYPART_SIBL
(17,9),(17,21),-0.0301444 # DEPENDENCYPART_SIBL
(17,9),(17,22),-0.0306684 # DEPENDENCYPART_SIBL
(17,9),(17,23),-0.0301162 # DEPENDENCYPART_SIBL
(17,9),(17,24),-0.0316418 # DEPENDENCYPART_SIBL
(17,9),(17,29),-0.0443904 # DEPENDENCYPART_SIBL
(17,9),(17,30),-0.0346356 # DEPENDENCYPART_SIBL
(17,9),(17,31),-0.0306684 # DEPENDENCYPART_SIBL
(17,9),(17,33),-0.0173317 # DEPENDENCYPART_SIBL
(17,9),(17,34),-0.0173317 # DEPENDENCYPART_SIBL
(17,9),(17,37),-0.0236613 # DEPENDENCYPART_SIBL
(17,9),(17,41),-0.0188837 # DEPENDENCYPART_SIBL
(17,9),(17,43),-0.0478684 # DEPENDENCYPART_SIBL
(17,10),(17,13),-0.0428804 # DEPENDENCYPART_SIBL
(17,10),(17,14),-0.230043 # DEPENDENCYPART_SIBL
(17,10),(17,15),-0.0518887 # DEPENDENCYPART_SIBL
(17,10),(17,16),-0.0294837 # DEPENDENCYPART_SIBL
(17,10),(17,18),-0.0153093 # DEPENDENCYPART_SIBL
(17,10),(17,19),-0.0148279 # DEPENDENCYPART_SIBL
(17,10),(17,20),-0.0106896 # DEPENDENCYPART_SIBL
(17,10),(17,21),-0.0155701 # DEPENDENCYPART_SIBL
(17,10),(17,22),-0.0136724 # DEPENDENCYPART_SIBL
(17,10),(17,23),-0.0162468 # DEPENDENCYPART_SIBL
(17,10),(17,24),-0.0270808 # DEPENDENCYPART_SIBL
(17,10),(17,29),-0.0246932 # DEPENDENCYPART_SIBL
(17,10),(17,30),-0.0433633 # DEPENDENCYPART_SIBL
(17,10),(17,31),-0.0136724 # DEPENDENCYPART_SIBL
(17,10),(17,33),0.0282017 # DEPENDENCYPART_SIBL
(17,10),(17,34),0.0282017 # DEPENDENCYPART_SIBL
