# _root_ تَوَقَّعَت الحُكُومَةُ المِصْرِيَّةُ زِيادَةً فِي حَجْمِ مُوازَنَةِ السَنَةِ المُقْبِلَةِ بِ نِسْبَةِ 13 فِي المِئَةِ إِلَى 140 بِلْيُونَ جُنَيْهٍ ( 33 بِلْيُونَ دُولارٍ ) اِرْتِفاعاً مِن 8,126 بِلْيُونَ جُنَيْهٍ ( 7,29 بِلْيُونَ دُولارٍ ) لِ المُوازَنَةِ الحالِيَّةِ . وَ شَدَّدَ وَزِيرُ المالِ مِدْحَت حَسانَيْن فِي تَصْرِيحٍ لِ » الحَياَةِ « عَلَى ضَرُورَةِ أَن تَتَحَوَّلَ مُوازَنَةُ الدَوْلَةِ إِلَى » مُوازَنَةِ مَوارِدَ وَ بَرامِجَ وَ أَداءٍ وَ لَيْسَت مُوازَنَةِ إِنْفاقٍ « مُشِيراً إِلَى أَنَّ المُشْكِلَةَ تَكْمُنُ فِي تَراجُعِ حَجْمِ الإِيراداتِ وَ اِرْتِفاعِ حَجْمِ الإِنْفاقِ سَنَوِيّاً .
#goldHeads=0,1,2,1,4,5,6,7,8,4,10,11,12,13,4,19,16,17,15,19,20,21,19,4,24,29,26,27,25,29,30,31,29,24,34,35,0,0,0,39,40,43,40,39,44,45,48,46,48,39,50,51,52,53,54,53,64,64,60,58,60,60,60,56,66,64,66,64,39,69,70,73,71,73,78,75,76,74,78,79,80,78,0,
#predictedHeads=0,1,2,1,1,5,6,7,8,1,10,11,12,13,1,19,16,17,15,19,20,21,19,19,24,29,26,27,25,29,30,31,29,1,34,35,0,0,0,39,40,43,40,39,44,45,48,46,48,39,50,51,52,53,54,53,58,56,60,58,60,60,60,60,64,65,66,58,39,69,70,73,71,73,74,75,78,76,78,79,80,39,0,
(39,5),(39,42),-0.00809912 # DEPENDENCYPART_SIBL
(39,5),(39,43),-0.00809912 # DEPENDENCYPART_SIBL
(39,5),(39,44),-0.0467543 # DEPENDENCYPART_SIBL
(39,5),(39,45),0.0400325 # DEPENDENCYPART_SIBL
(39,5),(39,46),-0.00700049 # DEPENDENCYPART_SIBL
(39,5),(39,47),-0.0319346 # DEPENDENCYPART_SIBL
(39,5),(39,48),-0.00858413 # DEPENDENCYPART_SIBL
(39,5),(39,49),-0.0264902 # DEPENDENCYPART_SIBL
(39,5),(39,50),0.0155539 # DEPENDENCYPART_SIBL
(39,5),(39,51),0.0396462 # DEPENDENCYPART_SIBL
(39,5),(39,52),-0.0131976 # DEPENDENCYPART_SIBL
(39,5),(39,53),-0.0204064 # DEPENDENCYPART_SIBL
(39,5),(39,54),0.0400342 # DEPENDENCYPART_SIBL
(39,5),(39,55),0.0400058 # DEPENDENCYPART_SIBL
(39,5),(39,56),-0.00789512 # DEPENDENCYPART_SIBL
(39,5),(39,58),0.0400342 # DEPENDENCYPART_SIBL
(39,5),(39,59),0.0400342 # DEPENDENCYPART_SIBL
(39,5),(39,69),0.00202996 # DEPENDENCYPART_SIBL
(39,5),(39,82),0.00472088 # DEPENDENCYPART_SIBL
(39,30),(39,35),-0.0587352 # DEPENDENCYPART_SIBL
(39,30),(39,37),-0.0123601 # DEPENDENCYPART_SIBL
(39,30),(39,38),-0.0243162 # DEPENDENCYPART_SIBL
(39,30),(39,40),-0.058763 # DEPENDENCYPART_SIBL
(39,30),(39,41),-0.0529879 # DEPENDENCYPART_SIBL
(39,30),(39,42),-0.0637671 # DEPENDENCYPART_SIBL
(39,30),(39,43),-0.0637671 # DEPENDENCYPART_SIBL
(39,30),(39,44),-0.030288 # DEPENDENCYPART_SIBL
(39,30),(39,45),-0.0529885 # DEPENDENCYPART_SIBL
(39,30),(39,46),-0.0251413 # DEPENDENCYPART_SIBL
(39,30),(39,47),-0.0307136 # DEPENDENCYPART_SIBL
(39,30),(39,48),-0.0637671 # DEPENDENCYPART_SIBL
(39,30),(39,49),-0.00720616 # DEPENDENCYPART_SIBL
(39,30),(39,50),-0.0198558 # DEPENDENCYPART_SIBL
(39,30),(39,51),-0.0533249 # DEPENDENCYPART_SIBL
(39,30),(39,52),0.00400381 # DEPENDENCYPART_SIBL
(39,30),(39,53),-0.0582687 # DEPENDENCYPART_SIBL
(39,30),(39,54),-0.0529869 # DEPENDENCYPART_SIBL
(39,30),(39,55),-0.0529869 # DEPENDENCYPART_SIBL
(39,30),(39,56),-0.0411741 # DEPENDENCYPART_SIBL
(39,30),(39,58),-0.0529869 # DEPENDENCYPART_SIBL
(39,30),(39,59),-0.0529869 # DEPENDENCYPART_SIBL
(39,30),(39,69),-0.0545738 # DEPENDENCYPART_SIBL
(39,30),(39,82),-0.0442367 # DEPENDENCYPART_SIBL
(39,35),(39,37),-0.0187351 # DEPENDENCYPART_SIBL
(39,35),(39,38),-0.0698714 # DEPENDENCYPART_SIBL
(39,35),(39,40),-0.02818 # DEPENDENCYPART_SIBL
(39,35),(39,41),-0.0301696 # DEPENDENCYPART_SIBL
(39,35),(39,42),-0.017367 # DEPENDENCYPART_SIBL
(39,35),(39,43),-0.017367 # DEPENDENCYPART_SIBL
(39,35),(39,44),-0.0073537 # DEPENDENCYPART_SIBL
(39,35),(39,45),-0.0320772 # DEPENDENCYPART_SIBL
(39,35),(39,46),0.00679866 # DEPENDENCYPART_SIBL
(39,35),(39,47),-0.00130754 # DEPENDENCYPART_SIBL
(39,35),(39,48),-0.0183977 # DEPENDENCYPART_SIBL
(39,35),(39,49),0.0179801 # DEPENDENCYPART_SIBL
(39,35),(39,50),-0.0014895 # DEPENDENCYPART_SIBL
(39,35),(39,51),-0.0326362 # DEPENDENCYPART_SIBL
(39,35),(39,52),0.0700804 # DEPENDENCYPART_SIBL
(39,35),(39,53),-0.00730586 # DEPENDENCYPART_SIBL
(39,35),(39,54),-0.0301675 # DEPENDENCYPART_SIBL
(39,35),(39,55),-0.0339553 # DEPENDENCYPART_SIBL
(39,35),(39,56),0.00816516 # DEPENDENCYPART_SIBL
(39,35),(39,58),-0.0301675 # DEPENDENCYPART_SIBL
(39,35),(39,59),-0.0301675 # DEPENDENCYPART_SIBL
(39,35),(39,69),-0.017166 # DEPENDENCYPART_SIBL
(39,35),(39,82),-0.00508213 # DEPENDENCYPART_SIBL
(39,37),(39,38),0.00879777 # DEPENDENCYPART_SIBL
(39,37),(39,40),-0.0802108 # DEPENDENCYPART_SIBL
(39,37),(39,41),-0.0556005 # DEPENDENCYPART_SIBL
(39,37),(39,42),-0.0325874 # DEPENDENCYPART_SIBL
(39,37),(39,43),-0.0325874 # DEPENDENCYPART_SIBL
(39,37),(39,44),-0.0899993 # DEPENDENCYPART_SIBL
(39,37),(39,45),-0.0556012 # DEPENDENCYPART_SIBL
(39,37),(39,46),-0.0384561 # DEPENDENCYPART_SIBL
(39,37),(39,47),0.0423754 # DEPENDENCYPART_SIBL
(39,37),(39,48),-0.0327955 # DEPENDENCYPART_SIBL
(39,37),(39,49),0.365417 # DEPENDENCYPART_SIBL
(39,37),(39,50),-0.0385414 # DEPENDENCYPART_SIBL
(39,37),(39,51),-0.0561206 # DEPENDENCYPART_SIBL
(39,37),(39,52),0.0289289 # DEPENDENCYPART_SIBL
(39,37),(39,53),-0.0574974 # DEPENDENCYPART_SIBL
(39,37),(39,54),-0.0555996 # DEPENDENCYPART_SIBL
(39,37),(39,55),-0.0564214 # DEPENDENCYPART_SIBL
(39,37),(39,56),-0.0981572 # DEPENDENCYPART_SIBL
(39,37),(39,58),-0.0555996 # DEPENDENCYPART_SIBL
(39,37),(39,59),-0.0555996 # DEPENDENCYPART_SIBL
(39,37),(39,69),-0.0910408 # DEPENDENCYPART_SIBL
(39,37),(39,82),-0.0783325 # DEPENDENCYPART_SIBL
(39,38),(39,40),-0.0253455 # DEPENDENCYPART_SIBL
(39,38),(39,41),-0.00994212 # DEPENDENCYPART_SIBL
(39,38),(39,42),-0.0381377 # DEPENDENCYPART_SIBL
(39,38),(39,43),-0.0381377 # DEPENDENCYPART_SIBL
(39,38),(39,44),-0.0318029 # DEPENDENCYPART_SIBL
(39,38),(39,45),-0.00994603 # DEPENDENCYPART_SIBL
(39,38),(39,46),-0.0470332 # DEPENDENCYPART_SIBL
(39,38),(39,47),-0.0388365 # DEPENDENCYPART_SIBL
(39,38),(39,48),-0.0381424 # DEPENDENCYPART_SIBL
(39,38),(39,49),-0.0148913 # DEPENDENCYPART_SIBL
(39,38),(39,50),-0.0558363 # DEPENDENCYPART_SIBL
(39,38),(39,51),-0.011259 # DEPENDENCYPART_SIBL
(39,38),(39,52),0.0524408 # DEPENDENCYPART_SIBL
(39,38),(39,53),0.00370323 # DEPENDENCYPART_SIBL
(39,38),(39,54),-0.00994116 # DEPENDENCYPART_SIBL
(39,38),(39,55),-0.0108009 # DEPENDENCYPART_SIBL
(39,38),(39,56),-0.0522346 # DEPENDENCYPART_SIBL
(39,38),(39,58),-0.00994116 # DEPENDENCYPART_SIBL
(39,38),(39,59),-0.00994116 # DEPENDENCYPART_SIBL
(39,38),(39,69),-0.040468 # DEPENDENCYPART_SIBL
(39,38),(39,82),-0.0214962 # DEPENDENCYPART_SIBL
(39,40),(39,41),-0.0761366 # DEPENDENCYPART_SIBL
(39,40),(39,42),-0.066281 # DEPENDENCYPART_SIBL
(39,40),(39,43),-0.0662024 # DEPENDENCYPART_SIBL
(39,40),(39,44),0.034322 # DEPENDENCYPART_SIBL
(39,40),(39,45),-0.0744406 # DEPENDENCYPART_SIBL
(39,40),(39,46),-0.0235182 # DEPENDENCYPART_SIBL
(39,40),(39,47),-0.13406 # DEPENDENCYPART_SIBL
(39,40),(39,48),-0.0703995 # DEPENDENCYPART_SIBL
(39,40),(39,49),-0.0821501 # DEPENDENCYPART_SIBL
(39,40),(39,50),0.0243828 # DEPENDENCYPART_SIBL
(39,40),(39,51),-0.0792978 # DEPENDENCYPART_SIBL
(39,40),(39,52),-0.0996142 # DEPENDENCYPART_SIBL
(39,40),(39,53),-0.0532514 # DEPENDENCYPART_SIBL
(39,40),(39,54),-0.0743941 # DEPENDENCYPART_SIBL
(39,40),(39,55),-0.0807806 # DEPENDENCYPART_SIBL
(39,40),(39,56),0.00834901 # DEPENDENCYPART_SIBL
(39,40),(39,58),-0.0743941 # DEPENDENCYPART_SIBL
(39,40),(39,59),-0.0743941 # DEPENDENCYPART_SIBL
(39,40),(39,69),-0.0169123 # DEPENDENCYPART_SIBL
(39,40),(39,82),0.0195092 # DEPENDENCYPART_SIBL
(39,41),(39,42),-0.0243907 # DEPENDENCYPART_SIBL
(39,41),(39,43),-0.024312 # DEPENDENCYPART_SIBL
(39,41),(39,44),0.00178635 # DEPENDENCYPART_SIBL
(39,41),(39,45),-0.0580062 # DEPENDENCYPART_SIBL
(39,41),(39,46),-0.0234999 # DEPENDENCYPART_SIBL
(39,41),(39,47),-0.090362 # DEPENDENCYPART_SIBL
(39,41),(39,48),-0.0285092 # DEPENDENCYPART_SIBL
(39,41),(39,49),-0.0370012 # DEPENDENCYPART_SIBL
(39,41),(39,50),0.0138433 # DEPENDENCYPART_SIBL
(39,41),(39,51),-0.0628633 # DEPENDENCYPART_SIBL
(39,41),(39,52),-0.0660156 # DEPENDENCYPART_SIBL
(39,41),(39,53),-0.0427817 # DEPENDENCYPART_SIBL
(39,41),(39,54),-0.0579597 # DEPENDENCYPART_SIBL
(39,41),(39,55),-0.0643461 # DEPENDENCYPART_SIBL
(39,41),(39,56),-0.0165226 # DEPENDENCYPART_SIBL
(39,41),(39,58),-0.0579597 # DEPENDENCYPART_SIBL
(39,41),(39,59),-0.0579597 # DEPENDENCYPART_SIBL
(39,41),(39,69),-0.0277012 # DEPENDENCYPART_SIBL
(39,41),(39,82),0.00872026 # DEPENDENCYPART_SIBL
(39,42),(39,43),-0.0506587 # DEPENDENCYPART_SIBL
(39,42),(39,44),-0.0259046 # DEPENDENCYPART_SIBL
(39,42),(39,45),-0.0337889 # DEPENDENCYPART_SIBL
(39,42),(39,46),0.0214848 # DEPENDENCYPART_SIBL
(39,42),(39,47),-0.0115921 # DEPENDENCYPART_SIBL
(39,42),(39,48),-0.052493 # DEPENDENCYPART_SIBL
(39,42),(39,49),0.00721699 # DEPENDENCYPART_SIBL
(39,42),(39,50),0.00677007 # DEPENDENCYPART_SIBL
(39,42),(39,51),-0.0347196 # DEPENDENCYPART_SIBL
(39,42),(39,52),-0.0465945 # DEPENDENCYPART_SIBL
(39,42),(39,53),-0.0281061 # DEPENDENCYPART_SIBL
(39,42),(39,54),-0.0337309 # DEPENDENCYPART_SIBL
(39,42),(39,55),-0.0337309 # DEPENDENCYPART_SIBL
(39,42),(39,56),-0.0663006 # DEPENDENCYPART_SIBL
(39,42),(39,58),-0.0337309 # DEPENDENCYPART_SIBL
(39,42),(39,59),-0.0337309 # DEPENDENCYPART_SIBL
(39,42),(39,69),0.0689202 # DEPENDENCYPART_SIBL
(39,42),(39,82),0.0468638 # DEPENDENCYPART_SIBL
(39,43),(39,44),-0.0259043 # DEPENDENCYPART_SIBL
(39,43),(39,45),-0.0337889 # DEPENDENCYPART_SIBL
(39,43),(39,46),0.0214854 # DEPENDENCYPART_SIBL
(39,43),(39,47),-0.0115921 # DEPENDENCYPART_SIBL
(39,43),(39,48),-0.0523992 # DEPENDENCYPART_SIBL
(39,43),(39,49),0.00721699 # DEPENDENCYPART_SIBL
(39,43),(39,50),0.00677038 # DEPENDENCYPART_SIBL
(39,43),(39,51),-0.0347196 # DEPENDENCYPART_SIBL
(39,43),(39,52),-0.0465612 # DEPENDENCYPART_SIBL
(39,43),(39,53),-0.0281061 # DEPENDENCYPART_SIBL
(39,43),(39,54),-0.0337309 # DEPENDENCYPART_SIBL
(39,43),(39,55),-0.0337309 # DEPENDENCYPART_SIBL
(39,43),(39,56),-0.0663003 # DEPENDENCYPART_SIBL
(39,43),(39,58),-0.0337309 # DEPENDENCYPART_SIBL
(39,43),(39,59),-0.0337309 # DEPENDENCYPART_SIBL
(39,43),(39,69),0.0689202 # DEPENDENCYPART_SIBL
(39,43),(39,82),0.0468638 # DEPENDENCYPART_SIBL
(39,44),(39,45),0.0226002 # DEPENDENCYPART_SIBL
(39,44),(39,46),-0.054856 # DEPENDENCYPART_SIBL
(39,44),(39,47),-0.0419412 # DEPENDENCYPART_SIBL
(39,44),(39,48),-0.000472239 # DEPENDENCYPART_SIBL
(39,44),(39,49),0.0222319 # DEPENDENCYPART_SIBL
(39,44),(39,50),0.0363848 # DEPENDENCYPART_SIBL
(39,44),(39,51),0.0219997 # DEPENDENCYPART_SIBL
(39,44),(39,52),0.0130558 # DEPENDENCYPART_SIBL
(39,44),(39,53),-0.13159 # DEPENDENCYPART_SIBL
(39,44),(39,54),0.0239444 # DEPENDENCYPART_SIBL
(39,44),(39,55),0.0235515 # DEPENDENCYPART_SIBL
(39,44),(39,56),-0.0758784 # DEPENDENCYPART_SIBL
(39,44),(39,58),0.0239444 # DEPENDENCYPART_SIBL
(39,44),(39,59),0.0239444 # DEPENDENCYPART_SIBL
(39,44),(39,69),-0.031298 # DEPENDENCYPART_SIBL
(39,44),(39,82),-0.0134982 # DEPENDENCYPART_SIBL
(39,45),(39,46),-0.0226358 # DEPENDENCYPART_SIBL
(39,45),(39,47),-0.09035 # DEPENDENCYPART_SIBL
(39,45),(39,48),-0.0360591 # DEPENDENCYPART_SIBL
(39,45),(39,49),-0.0370143 # DEPENDENCYPART_SIBL
(39,45),(39,50),0.0150856 # DEPENDENCYPART_SIBL
(39,45),(39,51),-0.0624941 # DEPENDENCYPART_SIBL
(39,45),(39,52),-0.0658728 # DEPENDENCYPART_SIBL
(39,45),(39,53),-0.0424391 # DEPENDENCYPART_SIBL
(39,45),(39,54),-0.0575905 # DEPENDENCYPART_SIBL
(39,45),(39,55),-0.0639769 # DEPENDENCYPART_SIBL
(39,45),(39,56),-0.0153449 # DEPENDENCYPART_SIBL
(39,45),(39,58),-0.0575905 # DEPENDENCYPART_SIBL
(39,45),(39,59),-0.0575905 # DEPENDENCYPART_SIBL
(39,45),(39,69),-0.0241233 # DEPENDENCYPART_SIBL
(39,45),(39,82),0.0122982 # DEPENDENCYPART_SIBL
(39,46),(39,47),-0.0151253 # DEPENDENCYPART_SIBL
(39,46),(39,48),-0.0434223 # DEPENDENCYPART_SIBL
(39,46),(39,49),0.0832157 # DEPENDENCYPART_SIBL
(39,46),(39,50),-0.186663 # DEPENDENCYPART_SIBL
(39,46),(39,51),-0.0485513 # DEPENDENCYPART_SIBL
(39,46),(39,52),0.0239255 # DEPENDENCYPART_SIBL
(39,46),(39,53),-0.10526 # DEPENDENCYPART_SIBL
(39,46),(39,54),-0.0466149 # DEPENDENCYPART_SIBL
(39,46),(39,55),-0.0469021 # DEPENDENCYPART_SIBL
(39,46),(39,56),-0.263934 # DEPENDENCYPART_SIBL
(39,46),(39,58),-0.0466149 # DEPENDENCYPART_SIBL
(39,46),(39,59),-0.0466149 # DEPENDENCYPART_SIBL
(39,46),(39,69),0.00685059 # DEPENDENCYPART_SIBL
(39,46),(39,82),0.0161665 # DEPENDENCYPART_SIBL
(39,47),(39,48),-0.0424373 # DEPENDENCYPART_SIBL
(39,47),(39,49),-0.0501832 # DEPENDENCYPART_SIBL
(39,47),(39,50),-0.114994 # DEPENDENCYPART_SIBL
(39,47),(39,51),-0.0684379 # DEPENDENCYPART_SIBL
(39,47),(39,52),-0.0641321 # DEPENDENCYPART_SIBL
(39,47),(39,53),-0.0292358 # DEPENDENCYPART_SIBL
(39,47),(39,54),-0.0670474 # DEPENDENCYPART_SIBL
(39,47),(39,55),-0.067059 # DEPENDENCYPART_SIBL
(39,47),(39,56),-0.0792589 # DEPENDENCYPART_SIBL
(39,47),(39,58),-0.0670474 # DEPENDENCYPART_SIBL
(39,47),(39,59),-0.0670474 # DEPENDENCYPART_SIBL
(39,47),(39,69),0.000470492 # DEPENDENCYPART_SIBL
(39,47),(39,82),-0.0144855 # DEPENDENCYPART_SIBL
(39,48),(39,49),0.00352419 # DEPENDENCYPART_SIBL
(39,48),(39,50),0.00567809 # DEPENDENCYPART_SIBL
(39,48),(39,51),-0.0363755 # DEPENDENCYPART_SIBL
(39,48),(39,52),-0.0425324 # DEPENDENCYPART_SIBL
(39,48),(39,53),-0.0286804 # DEPENDENCYPART_SIBL
(39,48),(39,54),-0.0353868 # DEPENDENCYPART_SIBL
(39,48),(39,55),-0.0353868 # DEPENDENCYPART_SIBL
(39,48),(39,56),-0.0673926 # DEPENDENCYPART_SIBL
(39,48),(39,58),-0.0353868 # DEPENDENCYPART_SIBL
(39,48),(39,59),-0.0353868 # DEPENDENCYPART_SIBL
(39,48),(39,69),0.0751937 # DEPENDENCYPART_SIBL
(39,48),(39,82),0.0531382 # DEPENDENCYPART_SIBL
(39,49),(39,50),-0.0595201 # DEPENDENCYPART_SIBL
(39,49),(39,51),-0.0355944 # DEPENDENCYPART_SIBL
(39,49),(39,52),-0.0411376 # DEPENDENCYPART_SIBL
(39,49),(39,53),-0.0144754 # DEPENDENCYPART_SIBL
(39,49),(39,54),-0.034228 # DEPENDENCYPART_SIBL
(39,49),(39,55),-0.0342474 # DEPENDENCYPART_SIBL
(39,49),(39,56),-0.0391445 # DEPENDENCYPART_SIBL
(39,49),(39,58),-0.034228 # DEPENDENCYPART_SIBL
(39,49),(39,59),-0.034228 # DEPENDENCYPART_SIBL
(39,49),(39,69),0.0254225 # DEPENDENCYPART_SIBL
(39,49),(39,82),0.0110912 # DEPENDENCYPART_SIBL
(39,50),(39,51),-0.0460501 # DEPENDENCYPART_SIBL
(39,50),(39,52),-0.0413578 # DEPENDENCYPART_SIBL
(39,50),(39,53),-0.0993468 # DEPENDENCYPART_SIBL
(39,50),(39,54),-0.0433839 # DEPENDENCYPART_SIBL
(39,50),(39,55),-0.0436686 # DEPENDENCYPART_SIBL
(39,50),(39,56),-0.188206 # DEPENDENCYPART_SIBL
(39,50),(39,58),-0.0433839 # DEPENDENCYPART_SIBL
(39,50),(39,59),-0.0433839 # DEPENDENCYPART_SIBL
(39,50),(39,69),0.107475 # DEPENDENCYPART_SIBL
(39,50),(39,82),0.11594 # DEPENDENCYPART_SIBL
(39,51),(39,52),-0.0669818 # DEPENDENCYPART_SIBL
(39,51),(39,53),-0.042541 # DEPENDENCYPART_SIBL
(39,51),(39,54),-0.0617677 # DEPENDENCYPART_SIBL
(39,51),(39,55),-0.0681541 # DEPENDENCYPART_SIBL
(39,51),(39,56),-0.0154094 # DEPENDENCYPART_SIBL
(39,51),(39,58),-0.0617677 # DEPENDENCYPART_SIBL
(39,51),(39,59),-0.0617677 # DEPENDENCYPART_SIBL
(39,51),(39,69),-0.0242259 # DEPENDENCYPART_SIBL
(39,51),(39,82),0.0121956 # DEPENDENCYPART_SIBL
(39,52),(39,53),-0.080222 # DEPENDENCYPART_SIBL
(39,52),(39,54),-0.0533407 # DEPENDENCYPART_SIBL
(39,52),(39,55),-0.0601565 # DEPENDENCYPART_SIBL
(39,52),(39,56),-0.0624958 # DEPENDENCYPART_SIBL
(39,52),(39,58),-0.0533407 # DEPENDENCYPART_SIBL
(39,52),(39,59),-0.0533407 # DEPENDENCYPART_SIBL
(39,52),(39,69),0.126986 # DEPENDENCYPART_SIBL
(39,52),(39,82),0.0566608 # DEPENDENCYPART_SIBL
(39,53),(39,54),-0.043279 # DEPENDENCYPART_SIBL
(39,53),(39,55),-0.0432792 # DEPENDENCYPART_SIBL
(39,53),(39,56),-0.0656014 # DEPENDENCYPART_SIBL
(39,53),(39,58),-0.043279 # DEPENDENCYPART_SIBL
(39,53),(39,59),-0.043279 # DEPENDENCYPART_SIBL
(39,53),(39,69),-0.00659126 # DEPENDENCYPART_SIBL
(39,53),(39,82),-0.0227359 # DEPENDENCYPART_SIBL
(39,54),(39,55),-0.0639769 # DEPENDENCYPART_SIBL
(39,54),(39,56),-0.014661 # DEPENDENCYPART_SIBL
(39,54),(39,58),-0.0575904 # DEPENDENCYPART_SIBL
(39,54),(39,59),-0.0575904 # DEPENDENCYPART_SIBL
(39,54),(39,69),-0.0241233 # DEPENDENCYPART_SIBL
(39,54),(39,82),0.0122982 # DEPENDENCYPART_SIBL
(39,55),(39,56),0.0118857 # DEPENDENCYPART_SIBL
(39,55),(39,58),-0.0626952 # DEPENDENCYPART_SIBL
(39,55),(39,59),-0.0626952 # DEPENDENCYPART_SIBL
(39,55),(39,69),-0.0271471 # DEPENDENCYPART_SIBL
(39,55),(39,82),0.00927437 # DEPENDENCYPART_SIBL
(39,56),(39,58),-0.0910679 # DEPENDENCYPART_SIBL
(39,56),(39,59),-0.0910679 # DEPENDENCYPART_SIBL
(39,56),(39,69),0.0218068 # DEPENDENCYPART_SIBL
(39,56),(39,82),0.032287 # DEPENDENCYPART_SIBL
(39,58),(39,59),-0.0575904 # DEPENDENCYPART_SIBL
(39,58),(39,69),-0.0241233 # DEPENDENCYPART_SIBL
(39,58),(39,82),0.0122982 # DEPENDENCYPART_SIBL
(39,59),(39,69),-0.0241233 # DEPENDENCYPART_SIBL
(39,59),(39,82),0.0122982 # DEPENDENCYPART_SIBL
(39,69),(39,82),-0.0323695 # DEPENDENCYPART_SIBL
(40,41),(40,42),0.0277438 # DEPENDENCYPART_SIBL
(40,41),(40,43),0.0280039 # DEPENDENCYPART_SIBL
(40,41),(40,44),0.0177813 # DEPENDENCYPART_SIBL
(40,41),(40,45),-0.145305 # DEPENDENCYPART_SIBL
(40,41),(40,46),-0.0578684 # DEPENDENCYPART_SIBL
(40,41),(40,47),-0.117812 # DEPENDENCYPART_SIBL
(40,41),(40,48),0.00968737 # DEPENDENCYPART_SIBL
(40,41),(40,49),-0.0314991 # DEPENDENCYPART_SIBL
(40,41),(40,50),-0.0549539 # DEPENDENCYPART_SIBL
(40,41),(40,51),-0.147778 # DEPENDENCYPART_SIBL
(40,41),(40,52),-0.0937179 # DEPENDENCYPART_SIBL
(40,42),(40,43),-0.101492 # DEPENDENCYPART_SIBL
(40,42),(40,44),-0.0662244 # DEPENDENCYPART_SIBL
(40,42),(40,45),-0.0673094 # DEPENDENCYPART_SIBL
(40,42),(40,46),-0.0500105 # DEPENDENCYPART_SIBL
(40,42),(40,47),-0.0788162 # DEPENDENCYPART_SIBL
(40,42),(40,48),-0.115537 # DEPENDENCYPART_SIBL
(40,42),(40,49),-0.0329901 # DEPENDENCYPART_SIBL
(40,42),(40,50),-0.133112 # DEPENDENCYPART_SIBL
(40,42),(40,51),-0.0662278 # DEPENDENCYPART_SIBL
(40,42),(40,52),-0.113849 # DEPENDENCYPART_SIBL
(40,43),(40,44),-0.0662235 # DEPENDENCYPART_SIBL
(40,43),(40,45),-0.0673091 # DEPENDENCYPART_SIBL
(40,43),(40,46),-0.050009 # DEPENDENCYPART_SIBL
(40,43),(40,47),-0.0788159 # DEPENDENCYPART_SIBL
(40,43),(40,48),-0.115443 # DEPENDENCYPART_SIBL
(40,43),(40,49),-0.0329899 # DEPENDENCYPART_SIBL
(40,43),(40,50),-0.133111 # DEPENDENCYPART_SIBL
(40,43),(40,51),-0.0662275 # DEPENDENCYPART_SIBL
(40,43),(40,52),-0.113815 # DEPENDENCYPART_SIBL
(40,44),(40,45),0.00333147 # DEPENDENCYPART_SIBL
(40,44),(40,46),-0.0445028 # DEPENDENCYPART_SIBL
(40,44),(40,47),-0.0674748 # DEPENDENCYPART_SIBL
(40,44),(40,48),-0.0247779 # DEPENDENCYPART_SIBL
(40,44),(40,49),0.00985921 # DEPENDENCYPART_SIBL
(40,44),(40,50),0.0189863 # DEPENDENCYPART_SIBL
(40,44),(40,51),0.00678513 # DEPENDENCYPART_SIBL
(40,44),(40,52),0.000201752 # DEPENDENCYPART_SIBL
(40,45),(40,46),-0.0584203 # DEPENDENCYPART_SIBL
(40,45),(40,47),-0.122642 # DEPENDENCYPART_SIBL
(40,45),(40,48),-0.0161889 # DEPENDENCYPART_SIBL
(40,45),(40,49),-0.0363795 # DEPENDENCYPART_SIBL
(40,45),(40,50),-0.05476 # DEPENDENCYPART_SIBL
(40,45),(40,51),-0.152201 # DEPENDENCYPART_SIBL
(40,45),(40,52),-0.0983026 # DEPENDENCYPART_SIBL
(40,46),(40,47),-0.0126333 # DEPENDENCYPART_SIBL
(40,46),(40,48),-0.00318413 # DEPENDENCYPART_SIBL
(40,46),(40,49),0.105279 # DEPENDENCYPART_SIBL
(40,46),(40,50),-0.0196097 # DEPENDENCYPART_SIBL
(40,46),(40,51),-0.00353575 # DEPENDENCYPART_SIBL
(40,46),(40,52),0.0108615 # DEPENDENCYPART_SIBL
(40,47),(40,48),-0.0141744 # DEPENDENCYPART_SIBL
(40,47),(40,49),0.0107432 # DEPENDENCYPART_SIBL
(40,47),(40,50),-0.156971 # DEPENDENCYPART_SIBL
(40,47),(40,51),-0.063239 # DEPENDENCYPART_SIBL
(40,47),(40,52),-0.099165 # DEPENDENCYPART_SIBL
(40,48),(40,49),-0.0285603 # DEPENDENCYPART_SIBL
(40,48),(40,50),-0.124901 # DEPENDENCYPART_SIBL
(40,48),(40,51),-0.0579084 # DEPENDENCYPART_SIBL
(40,48),(40,52),-0.0941816 # DEPENDENCYPART_SIBL
(40,49),(40,50),-0.115261 # DEPENDENCYPART_SIBL
(40,49),(40,51),-0.0460629 # DEPENDENCYPART_SIBL
(40,49),(40,52),-0.111498 # DEPENDENCYPART_SIBL
(40,50),(40,51),-0.0438456 # DEPENDENCYPART_SIBL
(40,50),(40,52),-0.00874467 # DEPENDENCYPART_SIBL
(40,51),(40,52),-0.0971758 # DEPENDENCYPART_SIBL
(41,42),(41,43),-0.101361 # DEPENDENCYPART_SIBL
(41,42),(41,44),-0.0154263 # DEPENDENCYPART_SIBL
(41,42),(41,45),-0.0272212 # DEPENDENCYPART_SIBL
(41,42),(41,46),-0.00453588 # DEPENDENCYPART_SIBL
