# _root_ القاهِرَةُ - » الحَياَةُ « - زادَت مُعَدَّلاتُ » الدَوْلَرَةِ « داخِلَ الاِقْتِصادِ المِصْرِيِّ عَلَى نَحْوٍ باتٍّ يَزْعَجُ الحُكُومَةَ الَّتِي خَفَّضَت مَطْلَعَ الشَهْرِ الماضِي قِيمَةَ الجُنَيْهِ فِي مُواجَهَةِ الدُولارِ ، وَ بَدَأَت هٰذِهِ المُعَدَّلاتُ تَقْتَرِبُ مِن حاجِزِ عامِ 1994 فِي بِدايَةِ بَرْنامَجِ الإِصْلاحِ الاِقْتِصادِيِّ . وَ أَشارَ تَقْرِيرٌ لِ وِزارَةِ الاِقْتِصادِ إِلَى أَنَّ مُعَدَّلَ » الدَوْلَرَةِ « تَجاوَزَ 22 فِي المِئَةِ مِن إِجْمالِيِّ حَجْمِ السُيُولَةِ وَ هُوَ فِي سَبِيلِ هُ إِلَى الصُعُودِ تَدْرِيجاً بِ مُعَدَّلٍ يُراوِحُ بَيْنَ 3,0 وَ 4,0 فِي المِئَةِ شَهْرِيّاً .
#goldHeads=0,0,4,0,4,0,31,7,10,8,10,7,12,13,7,15,16,17,18,19,19,21,22,23,21,25,21,27,27,29,0,31,34,32,32,35,36,37,38,32,40,41,42,43,0,0,0,47,48,49,50,47,52,58,56,54,56,53,58,59,60,59,62,63,64,67,68,58,68,69,69,71,72,72,74,75,76,79,77,79,79,81,79,0,
#predictedHeads=0,0,4,0,4,0,0,7,10,8,10,7,12,13,7,15,16,16,18,19,31,21,22,23,21,25,26,27,28,29,0,31,34,32,32,35,36,37,38,32,40,41,42,43,0,0,0,47,48,49,50,47,52,58,56,54,56,53,58,59,60,59,62,63,64,68,68,64,68,69,69,71,72,73,74,75,76,79,77,79,80,81,76,0,
(35,10),(35,37),-0.0297057 # DEPENDENCYPART_SIBL
(35,10),(35,38),-0.0308132 # DEPENDENCYPART_SIBL
(35,10),(35,39),-0.0134211 # DEPENDENCYPART_SIBL
(35,10),(35,40),-0.00336086 # DEPENDENCYPART_SIBL
(35,10),(35,41),-0.0297776 # DEPENDENCYPART_SIBL
(35,10),(35,42),-0.0342101 # DEPENDENCYPART_SIBL
(35,10),(35,43),-0.030556 # DEPENDENCYPART_SIBL
(35,10),(35,44),-0.012461 # DEPENDENCYPART_SIBL
(35,10),(35,45),-0.0260033 # DEPENDENCYPART_SIBL
(35,10),(35,46),-0.0093352 # DEPENDENCYPART_SIBL
(35,10),(35,49),0.0107903 # DEPENDENCYPART_SIBL
(35,10),(35,52),0.0121459 # DEPENDENCYPART_SIBL
(35,12),(35,15),-0.0608489 # DEPENDENCYPART_SIBL
(35,12),(35,19),-0.0564 # DEPENDENCYPART_SIBL
(35,12),(35,22),-0.0592722 # DEPENDENCYPART_SIBL
(35,12),(35,23),-0.0592849 # DEPENDENCYPART_SIBL
(35,12),(35,25),-0.0592793 # DEPENDENCYPART_SIBL
(35,12),(35,28),-0.0592573 # DEPENDENCYPART_SIBL
(35,12),(35,29),-0.0594057 # DEPENDENCYPART_SIBL
(35,12),(35,31),-0.00797771 # DEPENDENCYPART_SIBL
(35,12),(35,33),-0.0413296 # DEPENDENCYPART_SIBL
(35,12),(35,34),-0.0592573 # DEPENDENCYPART_SIBL
(35,12),(35,36),-0.0315098 # DEPENDENCYPART_SIBL
(35,12),(35,37),0.00914937 # DEPENDENCYPART_SIBL
(35,12),(35,38),0.00895773 # DEPENDENCYPART_SIBL
(35,12),(35,39),-0.00400472 # DEPENDENCYPART_SIBL
(35,12),(35,40),-0.0450136 # DEPENDENCYPART_SIBL
(35,12),(35,41),0.00914937 # DEPENDENCYPART_SIBL
(35,12),(35,42),0.00892102 # DEPENDENCYPART_SIBL
(35,12),(35,43),0.00914506 # DEPENDENCYPART_SIBL
(35,12),(35,44),-0.0252211 # DEPENDENCYPART_SIBL
(35,12),(35,45),-0.0517198 # DEPENDENCYPART_SIBL
(35,12),(35,46),-0.0120972 # DEPENDENCYPART_SIBL
(35,12),(35,49),-0.000259059 # DEPENDENCYPART_SIBL
(35,12),(35,52),-0.0123067 # DEPENDENCYPART_SIBL
(35,15),(35,19),-0.0359371 # DEPENDENCYPART_SIBL
(35,15),(35,22),-0.0388092 # DEPENDENCYPART_SIBL
(35,15),(35,23),-0.038822 # DEPENDENCYPART_SIBL
(35,15),(35,25),-0.0388164 # DEPENDENCYPART_SIBL
(35,15),(35,28),-0.0387943 # DEPENDENCYPART_SIBL
(35,15),(35,29),-0.0389449 # DEPENDENCYPART_SIBL
(35,15),(35,31),0.00737634 # DEPENDENCYPART_SIBL
(35,15),(35,33),-0.0431347 # DEPENDENCYPART_SIBL
(35,15),(35,34),-0.0387943 # DEPENDENCYPART_SIBL
(35,15),(35,36),-0.0841859 # DEPENDENCYPART_SIBL
(35,15),(35,37),-0.0148416 # DEPENDENCYPART_SIBL
(35,15),(35,38),-0.0150333 # DEPENDENCYPART_SIBL
(35,15),(35,39),-0.0344539 # DEPENDENCYPART_SIBL
(35,15),(35,40),-0.100728 # DEPENDENCYPART_SIBL
(35,15),(35,41),-0.0148416 # DEPENDENCYPART_SIBL
(35,15),(35,42),-0.01507 # DEPENDENCYPART_SIBL
(35,15),(35,43),-0.0148459 # DEPENDENCYPART_SIBL
(35,15),(35,44),-0.0567654 # DEPENDENCYPART_SIBL
(35,15),(35,45),-0.0729 # DEPENDENCYPART_SIBL
(35,15),(35,46),-0.0406296 # DEPENDENCYPART_SIBL
(35,15),(35,49),-0.0411606 # DEPENDENCYPART_SIBL
(35,15),(35,52),-0.0457997 # DEPENDENCYPART_SIBL
(35,19),(35,22),-0.223358 # DEPENDENCYPART_SIBL
(35,19),(35,23),-0.223658 # DEPENDENCYPART_SIBL
(35,19),(35,25),-0.224108 # DEPENDENCYPART_SIBL
(35,19),(35,28),-0.223176 # DEPENDENCYPART_SIBL
(35,19),(35,29),-0.223176 # DEPENDENCYPART_SIBL
(35,19),(35,31),-0.0673719 # DEPENDENCYPART_SIBL
(35,19),(35,33),-0.0767358 # DEPENDENCYPART_SIBL
(35,19),(35,34),-0.223176 # DEPENDENCYPART_SIBL
(35,19),(35,36),-0.00802609 # DEPENDENCYPART_SIBL
(35,19),(35,37),-0.0304828 # DEPENDENCYPART_SIBL
(35,19),(35,38),-0.0315903 # DEPENDENCYPART_SIBL
(35,19),(35,39),-0.0167745 # DEPENDENCYPART_SIBL
(35,19),(35,40),-0.00384268 # DEPENDENCYPART_SIBL
(35,19),(35,41),-0.0305547 # DEPENDENCYPART_SIBL
(35,19),(35,42),-0.0349872 # DEPENDENCYPART_SIBL
(35,19),(35,43),-0.0313331 # DEPENDENCYPART_SIBL
(35,19),(35,44),-0.0342987 # DEPENDENCYPART_SIBL
(35,19),(35,45),-0.0211478 # DEPENDENCYPART_SIBL
(35,19),(35,46),-0.0135034 # DEPENDENCYPART_SIBL
(35,19),(35,49),0.00965136 # DEPENDENCYPART_SIBL
(35,19),(35,52),0.0283766 # DEPENDENCYPART_SIBL
(35,22),(35,23),-0.227933 # DEPENDENCYPART_SIBL
(35,22),(35,25),-0.228382 # DEPENDENCYPART_SIBL
(35,22),(35,28),-0.22745 # DEPENDENCYPART_SIBL
(35,22),(35,29),-0.22745 # DEPENDENCYPART_SIBL
(35,22),(35,31),-0.0700597 # DEPENDENCYPART_SIBL
(35,22),(35,33),-0.0810421 # DEPENDENCYPART_SIBL
(35,22),(35,34),-0.22745 # DEPENDENCYPART_SIBL
(35,22),(35,36),-0.00352176 # DEPENDENCYPART_SIBL
(35,22),(35,37),-0.0300491 # DEPENDENCYPART_SIBL
(35,22),(35,38),-0.0311566 # DEPENDENCYPART_SIBL
(35,22),(35,39),-0.0137861 # DEPENDENCYPART_SIBL
(35,22),(35,40),-0.00429794 # DEPENDENCYPART_SIBL
(35,22),(35,41),-0.030121 # DEPENDENCYPART_SIBL
(35,22),(35,42),-0.0345535 # DEPENDENCYPART_SIBL
(35,22),(35,43),-0.0308994 # DEPENDENCYPART_SIBL
(35,22),(35,44),-0.0135077 # DEPENDENCYPART_SIBL
(35,22),(35,45),-0.0275075 # DEPENDENCYPART_SIBL
(35,22),(35,46),-0.00986473 # DEPENDENCYPART_SIBL
(35,22),(35,49),0.00948009 # DEPENDENCYPART_SIBL
(35,22),(35,52),0.0110443 # DEPENDENCYPART_SIBL
(35,23),(35,25),-0.228497 # DEPENDENCYPART_SIBL
(35,23),(35,28),-0.227564 # DEPENDENCYPART_SIBL
(35,23),(35,29),-0.227564 # DEPENDENCYPART_SIBL
(35,23),(35,31),-0.0698718 # DEPENDENCYPART_SIBL
(35,23),(35,33),-0.0808538 # DEPENDENCYPART_SIBL
(35,23),(35,34),-0.227564 # DEPENDENCYPART_SIBL
(35,23),(35,36),-0.00261625 # DEPENDENCYPART_SIBL
(35,23),(35,37),-0.03388 # DEPENDENCYPART_SIBL
(35,23),(35,38),-0.0349875 # DEPENDENCYPART_SIBL
(35,23),(35,39),-0.0134211 # DEPENDENCYPART_SIBL
(35,23),(35,40),-0.00340863 # DEPENDENCYPART_SIBL
(35,23),(35,41),-0.0339519 # DEPENDENCYPART_SIBL
(35,23),(35,42),-0.0383844 # DEPENDENCYPART_SIBL
(35,23),(35,43),-0.0347302 # DEPENDENCYPART_SIBL
(35,23),(35,44),-0.0138031 # DEPENDENCYPART_SIBL
(35,23),(35,45),-0.0260041 # DEPENDENCYPART_SIBL
(35,23),(35,46),-0.00938178 # DEPENDENCYPART_SIBL
(35,23),(35,49),0.0107415 # DEPENDENCYPART_SIBL
(35,23),(35,52),0.0120984 # DEPENDENCYPART_SIBL
(35,25),(35,28),-0.225445 # DEPENDENCYPART_SIBL
(35,25),(35,29),-0.225445 # DEPENDENCYPART_SIBL
(35,25),(35,31),-0.0678086 # DEPENDENCYPART_SIBL
(35,25),(35,33),-0.079562 # DEPENDENCYPART_SIBL
(35,25),(35,34),-0.225445 # DEPENDENCYPART_SIBL
(35,25),(35,36),0.00321615 # DEPENDENCYPART_SIBL
(35,25),(35,37),-0.0253267 # DEPENDENCYPART_SIBL
(35,25),(35,38),-0.0264343 # DEPENDENCYPART_SIBL
(35,25),(35,39),-0.00726222 # DEPENDENCYPART_SIBL
(35,25),(35,40),-0.00440777 # DEPENDENCYPART_SIBL
(35,25),(35,41),-0.0253986 # DEPENDENCYPART_SIBL
(35,25),(35,42),-0.0298311 # DEPENDENCYPART_SIBL
(35,25),(35,43),-0.026177 # DEPENDENCYPART_SIBL
(35,25),(35,44),-0.00206362 # DEPENDENCYPART_SIBL
(35,25),(35,45),-0.0214267 # DEPENDENCYPART_SIBL
(35,25),(35,46),-0.00353865 # DEPENDENCYPART_SIBL
(35,25),(35,49),0.0170221 # DEPENDENCYPART_SIBL
(35,25),(35,52),0.0248199 # DEPENDENCYPART_SIBL
(35,28),(35,29),-0.227261 # DEPENDENCYPART_SIBL
(35,28),(35,31),-0.0698714 # DEPENDENCYPART_SIBL
(35,28),(35,33),-0.0808538 # DEPENDENCYPART_SIBL
(35,28),(35,34),-0.227261 # DEPENDENCYPART_SIBL
(35,28),(35,36),-0.00281255 # DEPENDENCYPART_SIBL
(35,28),(35,37),-0.0316293 # DEPENDENCYPART_SIBL
(35,28),(35,38),-0.0327368 # DEPENDENCYPART_SIBL
(35,28),(35,39),-0.0134211 # DEPENDENCYPART_SIBL
(35,28),(35,40),-0.00360483 # DEPENDENCYPART_SIBL
(35,28),(35,41),-0.0317012 # DEPENDENCYPART_SIBL
(35,28),(35,42),-0.0361337 # DEPENDENCYPART_SIBL
(35,28),(35,43),-0.0324796 # DEPENDENCYPART_SIBL
(35,28),(35,44),-0.0124623 # DEPENDENCYPART_SIBL
(35,28),(35,45),-0.0259908 # DEPENDENCYPART_SIBL
(35,28),(35,46),-0.0100153 # DEPENDENCYPART_SIBL
(35,28),(35,49),0.0105445 # DEPENDENCYPART_SIBL
(35,28),(35,52),0.0117878 # DEPENDENCYPART_SIBL
(35,29),(35,31),-0.069873 # DEPENDENCYPART_SIBL
(35,29),(35,33),-0.0808538 # DEPENDENCYPART_SIBL
(35,29),(35,34),-0.227261 # DEPENDENCYPART_SIBL
(35,29),(35,36),-0.00383292 # DEPENDENCYPART_SIBL
(35,29),(35,37),-0.0329738 # DEPENDENCYPART_SIBL
(35,29),(35,38),-0.0340813 # DEPENDENCYPART_SIBL
(35,29),(35,39),-0.0139088 # DEPENDENCYPART_SIBL
(35,29),(35,40),-0.00462523 # DEPENDENCYPART_SIBL
(35,29),(35,41),-0.0330457 # DEPENDENCYPART_SIBL
(35,29),(35,42),-0.0374781 # DEPENDENCYPART_SIBL
(35,29),(35,43),-0.033824 # DEPENDENCYPART_SIBL
(35,29),(35,44),-0.012461 # DEPENDENCYPART_SIBL
(35,29),(35,45),-0.0259927 # DEPENDENCYPART_SIBL
(35,29),(35,46),-0.00945349 # DEPENDENCYPART_SIBL
(35,29),(35,49),0.00952573 # DEPENDENCYPART_SIBL
(35,29),(35,52),0.00963512 # DEPENDENCYPART_SIBL
(35,31),(35,33),-0.0252309 # DEPENDENCYPART_SIBL
(35,31),(35,34),-0.110354 # DEPENDENCYPART_SIBL
(35,31),(35,36),0.000413177 # DEPENDENCYPART_SIBL
(35,31),(35,37),-0.00155434 # DEPENDENCYPART_SIBL
(35,31),(35,38),-0.00166594 # DEPENDENCYPART_SIBL
(35,31),(35,39),-0.0345006 # DEPENDENCYPART_SIBL
(35,31),(35,40),-0.01577 # DEPENDENCYPART_SIBL
(35,31),(35,41),-0.00155435 # DEPENDENCYPART_SIBL
(35,31),(35,42),-0.00172551 # DEPENDENCYPART_SIBL
(35,31),(35,43),-0.00155464 # DEPENDENCYPART_SIBL
(35,31),(35,44),-0.0165772 # DEPENDENCYPART_SIBL
(35,31),(35,45),-0.0562925 # DEPENDENCYPART_SIBL
(35,31),(35,46),-0.0389256 # DEPENDENCYPART_SIBL
(35,31),(35,49),-0.0310003 # DEPENDENCYPART_SIBL
(35,31),(35,52),-0.0362017 # DEPENDENCYPART_SIBL
(35,33),(35,34),-0.0824933 # DEPENDENCYPART_SIBL
(35,33),(35,36),-0.0544351 # DEPENDENCYPART_SIBL
(35,33),(35,37),-0.00209645 # DEPENDENCYPART_SIBL
(35,33),(35,38),-0.00217504 # DEPENDENCYPART_SIBL
(35,33),(35,39),0.00159361 # DEPENDENCYPART_SIBL
(35,33),(35,40),-0.0708468 # DEPENDENCYPART_SIBL
(35,33),(35,41),-0.00210031 # DEPENDENCYPART_SIBL
(35,33),(35,42),-0.0023338 # DEPENDENCYPART_SIBL
(35,33),(35,43),-0.00209649 # DEPENDENCYPART_SIBL
(35,33),(35,44),-0.0159598 # DEPENDENCYPART_SIBL
(35,33),(35,45),-0.0299412 # DEPENDENCYPART_SIBL
(35,33),(35,46),0.0138549 # DEPENDENCYPART_SIBL
(35,33),(35,49),-0.0357271 # DEPENDENCYPART_SIBL
(35,33),(35,52),-0.0327912 # DEPENDENCYPART_SIBL
(35,34),(35,36),-0.00255765 # DEPENDENCYPART_SIBL
(35,34),(35,37),-0.0295662 # DEPENDENCYPART_SIBL
(35,34),(35,38),-0.0306738 # DEPENDENCYPART_SIBL
(35,34),(35,39),-0.0134211 # DEPENDENCYPART_SIBL
(35,34),(35,40),-0.00334999 # DEPENDENCYPART_SIBL
(35,34),(35,41),-0.0296381 # DEPENDENCYPART_SIBL
(35,34),(35,42),-0.0340706 # DEPENDENCYPART_SIBL
(35,34),(35,43),-0.0304165 # DEPENDENCYPART_SIBL
(35,34),(35,44),-0.012461 # DEPENDENCYPART_SIBL
(35,34),(35,45),-0.0259901 # DEPENDENCYPART_SIBL
(35,34),(35,46),-0.0093352 # DEPENDENCYPART_SIBL
(35,34),(35,49),0.0108011 # DEPENDENCYPART_SIBL
(35,34),(35,52),0.0121676 # DEPENDENCYPART_SIBL
(35,36),(35,37),-0.0144443 # DEPENDENCYPART_SIBL
(35,36),(35,38),-0.0165959 # DEPENDENCYPART_SIBL
(35,36),(35,39),-0.0936991 # DEPENDENCYPART_SIBL
(35,36),(35,40),-0.158573 # DEPENDENCYPART_SIBL
(35,36),(35,41),-0.0144483 # DEPENDENCYPART_SIBL
(35,36),(35,42),-0.0159506 # DEPENDENCYPART_SIBL
(35,36),(35,43),-0.0148372 # DEPENDENCYPART_SIBL
(35,36),(35,44),-0.00977416 # DEPENDENCYPART_SIBL
(35,36),(35,45),-0.0899773 # DEPENDENCYPART_SIBL
(35,36),(35,46),-0.118769 # DEPENDENCYPART_SIBL
(35,36),(35,49),-0.0636818 # DEPENDENCYPART_SIBL
(35,36),(35,52),-0.0534851 # DEPENDENCYPART_SIBL
(35,37),(35,38),-0.0533848 # DEPENDENCYPART_SIBL
(35,37),(35,39),-0.000399663 # DEPENDENCYPART_SIBL
(35,37),(35,40),0.00571005 # DEPENDENCYPART_SIBL
(35,37),(35,41),-0.0489529 # DEPENDENCYPART_SIBL
(35,37),(35,42),-0.0529105 # DEPENDENCYPART_SIBL
(35,37),(35,43),-0.0490322 # DEPENDENCYPART_SIBL
(35,37),(35,44),-0.01428 # DEPENDENCYPART_SIBL
(35,37),(35,45),-0.079596 # DEPENDENCYPART_SIBL
(35,37),(35,46),-0.314155 # DEPENDENCYPART_SIBL
(35,37),(35,49),-0.00879115 # DEPENDENCYPART_SIBL
(35,37),(35,52),-0.00152838 # DEPENDENCYPART_SIBL
(35,38),(35,39),-0.00374323 # DEPENDENCYPART_SIBL
(35,38),(35,40),0.0046836 # DEPENDENCYPART_SIBL
(35,38),(35,41),-0.0489587 # DEPENDENCYPART_SIBL
(35,38),(35,42),-0.0529163 # DEPENDENCYPART_SIBL
(35,38),(35,43),-0.049038 # DEPENDENCYPART_SIBL
(35,38),(35,44),-0.0142833 # DEPENDENCYPART_SIBL
(35,38),(35,45),-0.0806188 # DEPENDENCYPART_SIBL
(35,38),(35,46),-0.31418 # DEPENDENCYPART_SIBL
(35,38),(35,49),-0.00981715 # DEPENDENCYPART_SIBL
(35,38),(35,52),-0.00290716 # DEPENDENCYPART_SIBL
(35,39),(35,40),0.0472737 # DEPENDENCYPART_SIBL
(35,39),(35,41),-0.0102658 # DEPENDENCYPART_SIBL
(35,39),(35,42),-0.0104322 # DEPENDENCYPART_SIBL
(35,39),(35,43),-0.0102653 # DEPENDENCYPART_SIBL
(35,39),(35,44),-0.0376749 # DEPENDENCYPART_SIBL
(35,39),(35,45),-0.0283914 # DEPENDENCYPART_SIBL
(35,39),(35,46),-0.153768 # DEPENDENCYPART_SIBL
(35,39),(35,49),0.036953 # DEPENDENCYPART_SIBL
(35,39),(35,52),-0.041571 # DEPENDENCYPART_SIBL
(35,40),(35,41),0.0284306 # DEPENDENCYPART_SIBL
(35,40),(35,42),0.0270783 # DEPENDENCYPART_SIBL
(35,40),(35,43),0.0280435 # DEPENDENCYPART_SIBL
(35,40),(35,44),-0.0543506 # DEPENDENCYPART_SIBL
(35,40),(35,45),-0.103959 # DEPENDENCYPART_SIBL
(35,40),(35,46),-0.0947382 # DEPENDENCYPART_SIBL
(35,40),(35,49),-0.0393287 # DEPENDENCYPART_SIBL
(35,40),(35,52),-0.0601229 # DEPENDENCYPART_SIBL
(35,41),(35,42),-0.053752 # DEPENDENCYPART_SIBL
(35,41),(35,43),-0.0498737 # DEPENDENCYPART_SIBL
(35,41),(35,44),-0.0142808 # DEPENDENCYPART_SIBL
(35,41),(35,45),-0.079762 # DEPENDENCYPART_SIBL
(35,41),(35,46),-0.314155 # DEPENDENCYPART_SIBL
(35,41),(35,49),-0.00879189 # DEPENDENCYPART_SIBL
(35,41),(35,52),-0.00152912 # DEPENDENCYPART_SIBL
(35,42),(35,43),-0.054894 # DEPENDENCYPART_SIBL
(35,42),(35,44),-0.0144591 # DEPENDENCYPART_SIBL
(35,42),(35,45),-0.079768 # DEPENDENCYPART_SIBL
(35,42),(35,46),-0.314747 # DEPENDENCYPART_SIBL
(35,42),(35,49),-0.0129499 # DEPENDENCYPART_SIBL
(35,42),(35,52),-0.00206983 # DEPENDENCYPART_SIBL
(35,43),(35,44),-0.0138386 # DEPENDENCYPART_SIBL
(35,43),(35,45),-0.0801882 # DEPENDENCYPART_SIBL
(35,43),(35,46),-0.30832 # DEPENDENCYPART_SIBL
(35,43),(35,49),-0.0132773 # DEPENDENCYPART_SIBL
(35,43),(35,52),-0.00478604 # DEPENDENCYPART_SIBL
(35,44),(35,45),-0.0816192 # DEPENDENCYPART_SIBL
(35,44),(35,46),-0.160669 # DEPENDENCYPART_SIBL
(35,44),(35,49),0.0119903 # DEPENDENCYPART_SIBL
(35,44),(35,52),-0.119973 # DEPENDENCYPART_SIBL
(35,45),(35,46),0.266264 # DEPENDENCYPART_SIBL
(35,45),(35,49),0.00424035 # DEPENDENCYPART_SIBL
(35,45),(35,52),-0.00260351 # DEPENDENCYPART_SIBL
(35,46),(35,49),0.125533 # DEPENDENCYPART_SIBL
(35,46),(35,52),0.0250741 # DEPENDENCYPART_SIBL
(35,49),(35,52),-0.239366 # DEPENDENCYPART_SIBL
(36,34),(36,35),0.00593738 # DEPENDENCYPART_SIBL
(36,34),(36,37),-0.032551 # DEPENDENCYPART_SIBL
(36,34),(36,38),-0.0382656 # DEPENDENCYPART_SIBL
(36,34),(36,39),0.00149206 # DEPENDENCYPART_SIBL
(36,34),(36,41),-0.0327696 # DEPENDENCYPART_SIBL
(36,34),(36,46),-0.0240004 # DEPENDENCYPART_SIBL
(36,35),(36,37),-0.00317118 # DEPENDENCYPART_SIBL
(36,35),(36,38),-0.00688885 # DEPENDENCYPART_SIBL
(36,35),(36,39),0.00395944 # DEPENDENCYPART_SIBL
(36,35),(36,41),-0.00324648 # DEPENDENCYPART_SIBL
(36,35),(36,46),0.00328195 # DEPENDENCYPART_SIBL
(36,37),(36,38),0.0152526 # DEPENDENCYPART_SIBL
(36,37),(36,39),-0.0856805 # DEPENDENCYPART_SIBL
(36,37),(36,41),0.0321883 # DEPENDENCYPART_SIBL
(36,37),(36,46),-0.330114 # DEPENDENCYPART_SIBL
(36,38),(36,39),-0.0958688 # DEPENDENCYPART_SIBL
(36,38),(36,41),0.0282411 # DEPENDENCYPART_SIBL
(36,38),(36,46),-0.334087 # DEPENDENCYPART_SIBL
(36,39),(36,41),-0.00446237 # DEPENDENCYPART_SIBL
(36,39),(36,46),-0.18974 # DEPENDENCYPART_SIBL
(36,41),(36,46),-0.33112 # DEPENDENCYPART_SIBL
(37,38),(37,39),-0.0675818 # DEPENDENCYPART_SIBL
(37,38),(37,40),0.0714208 # DEPENDENCYPART_SIBL
(37,38),(37,41),-0.104166 # DEPENDENCYPART_SIBL
(37,38),(37,42),-0.109921 # DEPENDENCYPART_SIBL
(37,38),(37,44),0.0208487 # DEPENDENCYPART_SIBL
(37,39),(37,40),0.0552235 # DEPENDENCYPART_SIBL
(37,39),(37,41),-0.018716 # DEPENDENCYPART_SIBL
(37,39),(37,42),-0.0203 # DEPENDENCYPART_SIBL
(37,39),(37,44),-0.011392 # DEPENDENCYPART_SIBL
(37,40),(37,41),0.0500797 # DEPENDENCYPART_SIBL
(37,40),(37,42),0.0461285 # DEPENDENCYPART_SIBL
(37,40),(37,44),-0.0172738 # DEPENDENCYPART_SIBL
(37,41),(37,42),-0.108793 # DEPENDENCYPART_SIBL
(37,41),(37,44),0.0228146 # DEPENDENCYPART_SIBL
(37,42),(37,44),0.0169295 # DEPENDENCYPART_SIBL
(38,37),(38,39),-0.04276 # DEPENDENCYPART_SIBL
(38,37),(38,40),0.0161218 # DEPENDENCYPART_SIBL
(38,37),(38,41),0.00018694 # DEPENDENCYPART_SIBL
(38,37),(38,42),-0.0046944 # DEPENDENCYPART_SIBL
(38,37),(38,43),-0.00262641 # DEPENDENCYPART_SIBL
(38,37),(38,44),-0.0194663 # DEPENDENCYPART_SIBL
(38,37),(38,47),0.0172468 # DEPENDENCYPART_SIBL
(38,39),(38,40),0.0437345 # DEPENDENCYPART_SIBL
(38,39),(38,41),-0.0298097 # DEPENDENCYPART_SIBL
(38,39),(38,42),-0.0313936 # DEPENDENCYPART_SIBL
(38,39),(38,43),-0.0302813 # DEPENDENCYPART_SIBL
(38,39),(38,44),-0.0187932 # DEPENDENCYPART_SIBL
(38,39),(38,47),-0.00332346 # DEPENDENCYPART_SIBL
(38,40),(38,41),0.0455608 # DEPENDENCYPART_SIBL
(38,40),(38,42),0.0416096 # DEPENDENCYPART_SIBL
(38,40),(38,43),0.0443093 # DEPENDENCYPART_SIBL
(38,40),(38,44),-0.0180998 # DEPENDENCYPART_SIBL
(38,40),(38,47),0.00422533 # DEPENDENCYPART_SIBL
(38,41),(38,42),-0.1132 # DEPENDENCYPART_SIBL
(38,41),(38,43),-0.108077 # DEPENDENCYPART_SIBL
(38,41),(38,44),0.021889 # DEPENDENCYPART_SIBL
(38,41),(38,47),0.0227967 # DEPENDENCYPART_SIBL
(38,42),(38,43),-0.123883 # DEPENDENCYPART_SIBL
(38,42),(38,44),0.016004 # DEPENDENCYPART_SIBL
(38,42),(38,47),0.0171258 # DEPENDENCYPART_SIBL
(38,43),(38,44),0.0192158 # DEPENDENCYPART_SIBL
(38,43),(38,47),0.0102479 # DEPENDENCYPART_SIBL
(38,44),(38,47),-0.00056382 # DEPENDENCYPART_SIBL
(39,34),(39,36),0.00567527 # DEPENDENCYPART_SIBL
(39,34),(39,37),-0.0852489 # DEPENDENCYPART_SIBL
(39,34),(39,38),-0.0853209 # DEPENDENCYPART_SIBL
(39,34),(39,40),0.0084062 # DEPENDENCYPART_SIBL
(39,34),(39,41),0.0310746 # DEPENDENCYPART_SIBL
(39,34),(39,42),0.0268109 # DEPENDENCYPART_SIBL
(39,34),(39,43),0.0302962 # DEPENDENCYPART_SIBL
(39,34),(39,44),0.00180849 # DEPENDENCYPART_SIBL
(39,34),(39,45),0.0121345 # DEPENDENCYPART_SIBL
(39,34),(39,47),0.0290161 # DEPENDENCYPART_SIBL
(39,36),(39,37),0.0136189 # DEPENDENCYPART_SIBL
(39,36),(39,38),0.0133391 # DEPENDENCYPART_SIBL
(39,36),(39,40),-0.071006 # DEPENDENCYPART_SIBL
(39,36),(39,41),-0.0128381 # DEPENDENCYPART_SIBL
(39,36),(39,42),-0.0128789 # DEPENDENCYPART_SIBL
(39,36),(39,43),-0.0128424 # DEPENDENCYPART_SIBL
(39,36),(39,44),-0.00882894 # DEPENDENCYPART_SIBL
(39,36),(39,45),-0.041364 # DEPENDENCYPART_SIBL
(39,36),(39,47),0.00121056 # DEPENDENCYPART_SIBL
(39,37),(39,38),-0.0853209 # DEPENDENCYPART_SIBL
(39,37),(39,40),0.0084062 # DEPENDENCYPART_SIBL
(39,37),(39,41),0.0310746 # DEPENDENCYPART_SIBL
(39,37),(39,42),0.0268109 # DEPENDENCYPART_SIBL
(39,37),(39,43),0.0302962 # DEPENDENCYPART_SIBL
(39,37),(39,44),0.00180849 # DEPENDENCYPART_SIBL
(39,37),(39,45),0.0121345 # DEPENDENCYPART_SIBL
(39,37),(39,47),0.0290161 # DEPENDENCYPART_SIBL
(39,38),(39,40),0.00397566 # DEPENDENCYPART_SIBL
(39,38),(39,41),0.0247861 # DEPENDENCYPART_SIBL
(39,38),(39,42),0.0205224 # DEPENDENCYPART_SIBL
(39,38),(39,43),0.0240078 # DEPENDENCYPART_SIBL
(39,38),(39,44),-0.00103614 # DEPENDENCYPART_SIBL
(39,38),(39,45),0.0106645 # DEPENDENCYPART_SIBL
(39,38),(39,47),0.0271417 # DEPENDENCYPART_SIBL
(39,40),(39,41),0.0779831 # DEPENDENCYPART_SIBL
(39,40),(39,42),0.0767989 # DEPENDENCYPART_SIBL
(39,40),(39,43),0.0775944 # DEPENDENCYPART_SIBL
(39,40),(39,44),0.0259485 # DEPENDENCYPART_SIBL
