# _root_ وَ يُشَكِّلُ هٰذا الخَفْضُ , بِ الإِضافَةِ إِلَى ثَلاثَةِ آلافِ آخَرِينَ فِي مارِس الماضِي , نِسْبَةَ 11 بِ المِائَةِ مِن مَجْمُوعِ عَدَدِ العامِلِينَ عَلَى أَجْهِزَةِ الفَحْصِ وَ البالِغِ 55600 شَخْصٍ . وَ مِن المُتَوَقَّعِ أَن تُوَفِّرَ إِدارَةُ أَمْنِ النَقْلِ مَبْلَغاً يَقْرَبُ مِن 280 مِلْيُونَ دُولارٍ أَمْرِيكِيٍّ .
#goldHeads=0,0,4,8,4,8,8,2,8,9,10,11,12,13,14,2,16,17,18,17,20,21,22,23,24,25,28,22,28,29,0,0,0,33,33,35,36,37,38,36,40,41,42,43,44,45,0,
#predictedHeads=0,0,4,2,4,2,6,7,8,9,10,9,12,13,16,2,16,17,18,17,20,21,22,23,24,25,25,27,28,29,0,0,29,33,33,35,36,37,38,36,40,41,42,43,44,45,0,
(27,5),(27,25),-0.0133603 # DEPENDENCYPART_SIBL
(27,5),(27,26),-0.0133603 # DEPENDENCYPART_SIBL
(27,5),(27,28),-0.039735 # DEPENDENCYPART_SIBL
(27,5),(27,29),-0.0330302 # DEPENDENCYPART_SIBL
(27,5),(27,30),-0.0619201 # DEPENDENCYPART_SIBL
(27,5),(27,31),-0.116426 # DEPENDENCYPART_SIBL
(27,5),(27,32),-0.0514545 # DEPENDENCYPART_SIBL
(27,5),(27,33),-0.0534636 # DEPENDENCYPART_SIBL
(27,5),(27,34),-0.0609197 # DEPENDENCYPART_SIBL
(27,5),(27,35),-0.0605026 # DEPENDENCYPART_SIBL
(27,5),(27,36),-0.00441197 # DEPENDENCYPART_SIBL
(27,5),(27,37),-0.0595281 # DEPENDENCYPART_SIBL
(27,5),(27,38),-0.0596885 # DEPENDENCYPART_SIBL
(27,5),(27,39),-0.0485044 # DEPENDENCYPART_SIBL
(27,5),(27,40),-0.0592118 # DEPENDENCYPART_SIBL
(27,5),(27,41),-0.00441197 # DEPENDENCYPART_SIBL
(27,5),(27,42),-0.0534636 # DEPENDENCYPART_SIBL
(27,5),(27,43),-0.0330302 # DEPENDENCYPART_SIBL
(27,5),(27,44),-0.082739 # DEPENDENCYPART_SIBL
(27,5),(27,45),-0.0507164 # DEPENDENCYPART_SIBL
(27,6),(27,7),0.0385562 # DEPENDENCYPART_SIBL
(27,6),(27,8),-0.0859896 # DEPENDENCYPART_SIBL
(27,6),(27,9),-0.0213041 # DEPENDENCYPART_SIBL
(27,6),(27,10),-0.0205994 # DEPENDENCYPART_SIBL
(27,6),(27,11),-0.0227379 # DEPENDENCYPART_SIBL
(27,6),(27,12),-0.0827331 # DEPENDENCYPART_SIBL
(27,6),(27,13),-0.083701 # DEPENDENCYPART_SIBL
(27,6),(27,14),-0.0784977 # DEPENDENCYPART_SIBL
(27,6),(27,15),-0.0366404 # DEPENDENCYPART_SIBL
(27,6),(27,16),-0.0208988 # DEPENDENCYPART_SIBL
(27,6),(27,17),-0.0346592 # DEPENDENCYPART_SIBL
(27,6),(27,18),-0.0822463 # DEPENDENCYPART_SIBL
(27,6),(27,19),-0.0238843 # DEPENDENCYPART_SIBL
(27,6),(27,20),-0.0929971 # DEPENDENCYPART_SIBL
(27,6),(27,21),-0.0206287 # DEPENDENCYPART_SIBL
(27,6),(27,22),-0.0206087 # DEPENDENCYPART_SIBL
(27,6),(27,23),-0.0206014 # DEPENDENCYPART_SIBL
(27,6),(27,24),-0.08924 # DEPENDENCYPART_SIBL
(27,6),(27,25),-0.0205994 # DEPENDENCYPART_SIBL
(27,6),(27,26),-0.0205994 # DEPENDENCYPART_SIBL
(27,6),(27,28),-0.0271339 # DEPENDENCYPART_SIBL
(27,6),(27,29),-0.0190695 # DEPENDENCYPART_SIBL
(27,6),(27,30),-0.0658577 # DEPENDENCYPART_SIBL
(27,6),(27,31),-0.0468413 # DEPENDENCYPART_SIBL
(27,6),(27,32),-0.0284922 # DEPENDENCYPART_SIBL
(27,6),(27,33),0.0588114 # DEPENDENCYPART_SIBL
(27,6),(27,34),-0.0649596 # DEPENDENCYPART_SIBL
(27,6),(27,35),-0.0550614 # DEPENDENCYPART_SIBL
(27,6),(27,36),-0.025551 # DEPENDENCYPART_SIBL
(27,6),(27,37),-0.0638655 # DEPENDENCYPART_SIBL
(27,6),(27,38),-0.0635848 # DEPENDENCYPART_SIBL
(27,6),(27,39),-0.052446 # DEPENDENCYPART_SIBL
(27,6),(27,40),-0.0631491 # DEPENDENCYPART_SIBL
(27,6),(27,41),-0.0255521 # DEPENDENCYPART_SIBL
(27,6),(27,42),0.0588114 # DEPENDENCYPART_SIBL
(27,6),(27,43),-0.0190695 # DEPENDENCYPART_SIBL
(27,6),(27,44),-0.0780266 # DEPENDENCYPART_SIBL
(27,6),(27,45),-0.0391343 # DEPENDENCYPART_SIBL
(27,7),(27,8),-0.0151147 # DEPENDENCYPART_SIBL
(27,7),(27,9),-0.194384 # DEPENDENCYPART_SIBL
(27,7),(27,10),-0.193982 # DEPENDENCYPART_SIBL
(27,7),(27,11),-0.196121 # DEPENDENCYPART_SIBL
(27,7),(27,12),-0.0150184 # DEPENDENCYPART_SIBL
(27,7),(27,13),-0.0915418 # DEPENDENCYPART_SIBL
(27,7),(27,14),-0.0228988 # DEPENDENCYPART_SIBL
(27,7),(27,15),-0.0280482 # DEPENDENCYPART_SIBL
(27,7),(27,16),-0.19428 # DEPENDENCYPART_SIBL
(27,7),(27,17),-0.029996 # DEPENDENCYPART_SIBL
(27,7),(27,18),-0.0216873 # DEPENDENCYPART_SIBL
(27,7),(27,19),-0.194232 # DEPENDENCYPART_SIBL
(27,7),(27,20),-0.03387 # DEPENDENCYPART_SIBL
(27,7),(27,21),-0.194011 # DEPENDENCYPART_SIBL
(27,7),(27,22),-0.193988 # DEPENDENCYPART_SIBL
(27,7),(27,23),-0.193982 # DEPENDENCYPART_SIBL
(27,7),(27,24),-0.0361665 # DEPENDENCYPART_SIBL
(27,7),(27,25),-0.193982 # DEPENDENCYPART_SIBL
(27,7),(27,26),-0.193982 # DEPENDENCYPART_SIBL
(27,7),(27,28),0.00165955 # DEPENDENCYPART_SIBL
(27,7),(27,29),-0.0185978 # DEPENDENCYPART_SIBL
(27,7),(27,30),0.0441177 # DEPENDENCYPART_SIBL
(27,7),(27,31),-0.0274995 # DEPENDENCYPART_SIBL
(27,7),(27,32),0.00918657 # DEPENDENCYPART_SIBL
(27,7),(27,33),-0.016284 # DEPENDENCYPART_SIBL
(27,7),(27,34),0.0436648 # DEPENDENCYPART_SIBL
(27,7),(27,35),-0.00428336 # DEPENDENCYPART_SIBL
(27,7),(27,36),-0.00736002 # DEPENDENCYPART_SIBL
(27,7),(27,37),0.0468244 # DEPENDENCYPART_SIBL
(27,7),(27,38),0.0460331 # DEPENDENCYPART_SIBL
(27,7),(27,39),0.0741526 # DEPENDENCYPART_SIBL
(27,7),(27,40),0.0472208 # DEPENDENCYPART_SIBL
(27,7),(27,41),-0.00736002 # DEPENDENCYPART_SIBL
(27,7),(27,42),-0.016284 # DEPENDENCYPART_SIBL
(27,7),(27,43),-0.0185978 # DEPENDENCYPART_SIBL
(27,7),(27,44),0.0224222 # DEPENDENCYPART_SIBL
(27,7),(27,45),0.0658027 # DEPENDENCYPART_SIBL
(27,8),(27,9),-0.0457637 # DEPENDENCYPART_SIBL
(27,8),(27,10),-0.04521 # DEPENDENCYPART_SIBL
(27,8),(27,11),-0.0473486 # DEPENDENCYPART_SIBL
(27,8),(27,12),-0.0694522 # DEPENDENCYPART_SIBL
(27,8),(27,13),-0.0724115 # DEPENDENCYPART_SIBL
(27,8),(27,14),-0.0660625 # DEPENDENCYPART_SIBL
(27,8),(27,15),-0.045293 # DEPENDENCYPART_SIBL
(27,8),(27,16),-0.0455095 # DEPENDENCYPART_SIBL
(27,8),(27,17),-0.0251598 # DEPENDENCYPART_SIBL
(27,8),(27,18),-0.0691765 # DEPENDENCYPART_SIBL
(27,8),(27,19),-0.0470698 # DEPENDENCYPART_SIBL
(27,8),(27,20),-0.0800544 # DEPENDENCYPART_SIBL
(27,8),(27,21),-0.0452394 # DEPENDENCYPART_SIBL
(27,8),(27,22),-0.0452177 # DEPENDENCYPART_SIBL
(27,8),(27,23),-0.0452121 # DEPENDENCYPART_SIBL
(27,8),(27,24),-0.0758629 # DEPENDENCYPART_SIBL
(27,8),(27,25),-0.04521 # DEPENDENCYPART_SIBL
(27,8),(27,26),-0.04521 # DEPENDENCYPART_SIBL
(27,8),(27,28),-0.00939596 # DEPENDENCYPART_SIBL
(27,8),(27,29),-0.0193754 # DEPENDENCYPART_SIBL
(27,8),(27,30),-0.0632745 # DEPENDENCYPART_SIBL
(27,8),(27,31),-0.0640603 # DEPENDENCYPART_SIBL
(27,8),(27,32),-0.0363539 # DEPENDENCYPART_SIBL
(27,8),(27,33),0.00417836 # DEPENDENCYPART_SIBL
(27,8),(27,34),-0.0623764 # DEPENDENCYPART_SIBL
(27,8),(27,35),-0.0568956 # DEPENDENCYPART_SIBL
(27,8),(27,36),-0.0178248 # DEPENDENCYPART_SIBL
(27,8),(27,37),-0.0612823 # DEPENDENCYPART_SIBL
(27,8),(27,38),-0.0610016 # DEPENDENCYPART_SIBL
(27,8),(27,39),-0.0498628 # DEPENDENCYPART_SIBL
(27,8),(27,40),-0.0605659 # DEPENDENCYPART_SIBL
(27,8),(27,41),-0.0178271 # DEPENDENCYPART_SIBL
(27,8),(27,42),0.00417836 # DEPENDENCYPART_SIBL
(27,8),(27,43),-0.0193754 # DEPENDENCYPART_SIBL
(27,8),(27,44),-0.0751755 # DEPENDENCYPART_SIBL
(27,8),(27,45),-0.0385287 # DEPENDENCYPART_SIBL
(27,9),(27,10),-0.194362 # DEPENDENCYPART_SIBL
(27,9),(27,11),-0.1965 # DEPENDENCYPART_SIBL
(27,9),(27,12),-0.0153997 # DEPENDENCYPART_SIBL
(27,9),(27,13),-0.0919214 # DEPENDENCYPART_SIBL
(27,9),(27,14),-0.0232792 # DEPENDENCYPART_SIBL
(27,9),(27,15),-0.0289904 # DEPENDENCYPART_SIBL
(27,9),(27,16),-0.19466 # DEPENDENCYPART_SIBL
(27,9),(27,17),-0.0303756 # DEPENDENCYPART_SIBL
(27,9),(27,18),-0.0220685 # DEPENDENCYPART_SIBL
(27,9),(27,19),-0.194612 # DEPENDENCYPART_SIBL
(27,9),(27,20),-0.0342509 # DEPENDENCYPART_SIBL
(27,9),(27,21),-0.194391 # DEPENDENCYPART_SIBL
(27,9),(27,22),-0.194368 # DEPENDENCYPART_SIBL
(27,9),(27,23),-0.194362 # DEPENDENCYPART_SIBL
(27,9),(27,24),-0.0365477 # DEPENDENCYPART_SIBL
(27,9),(27,25),-0.194362 # DEPENDENCYPART_SIBL
(27,9),(27,26),-0.194362 # DEPENDENCYPART_SIBL
(27,9),(27,28),0.013708 # DEPENDENCYPART_SIBL
(27,9),(27,29),-0.00559423 # DEPENDENCYPART_SIBL
(27,9),(27,30),0.0696655 # DEPENDENCYPART_SIBL
(27,9),(27,31),-0.0144982 # DEPENDENCYPART_SIBL
(27,9),(27,32),0.0117545 # DEPENDENCYPART_SIBL
(27,9),(27,33),-0.00789437 # DEPENDENCYPART_SIBL
(27,9),(27,34),0.0692126 # DEPENDENCYPART_SIBL
(27,9),(27,35),0.0014346 # DEPENDENCYPART_SIBL
(27,9),(27,36),0.00550457 # DEPENDENCYPART_SIBL
(27,9),(27,37),0.0723722 # DEPENDENCYPART_SIBL
(27,9),(27,38),0.0715809 # DEPENDENCYPART_SIBL
(27,9),(27,39),0.0997003 # DEPENDENCYPART_SIBL
(27,9),(27,40),0.0727685 # DEPENDENCYPART_SIBL
(27,9),(27,41),0.00550457 # DEPENDENCYPART_SIBL
(27,9),(27,42),-0.00789437 # DEPENDENCYPART_SIBL
(27,9),(27,43),-0.00559423 # DEPENDENCYPART_SIBL
(27,9),(27,44),0.04797 # DEPENDENCYPART_SIBL
(27,9),(27,45),0.0913505 # DEPENDENCYPART_SIBL
(27,10),(27,11),-0.196143 # DEPENDENCYPART_SIBL
(27,10),(27,12),-0.0150395 # DEPENDENCYPART_SIBL
(27,10),(27,13),-0.0915641 # DEPENDENCYPART_SIBL
(27,10),(27,14),-0.0229211 # DEPENDENCYPART_SIBL
(27,10),(27,15),-0.0281043 # DEPENDENCYPART_SIBL
(27,10),(27,16),-0.194303 # DEPENDENCYPART_SIBL
(27,10),(27,17),-0.0300183 # DEPENDENCYPART_SIBL
(27,10),(27,18),-0.0217083 # DEPENDENCYPART_SIBL
(27,10),(27,19),-0.194254 # DEPENDENCYPART_SIBL
(27,10),(27,20),-0.0338907 # DEPENDENCYPART_SIBL
(27,10),(27,21),-0.194034 # DEPENDENCYPART_SIBL
(27,10),(27,22),-0.19401 # DEPENDENCYPART_SIBL
(27,10),(27,23),-0.194004 # DEPENDENCYPART_SIBL
(27,10),(27,24),-0.0361876 # DEPENDENCYPART_SIBL
(27,10),(27,25),-0.194004 # DEPENDENCYPART_SIBL
(27,10),(27,26),-0.194004 # DEPENDENCYPART_SIBL
(27,10),(27,28),-0.00329192 # DEPENDENCYPART_SIBL
(27,10),(27,29),-0.0240268 # DEPENDENCYPART_SIBL
(27,10),(27,30),0.0221527 # DEPENDENCYPART_SIBL
(27,10),(27,31),-0.0323266 # DEPENDENCYPART_SIBL
(27,10),(27,32),-0.00867784 # DEPENDENCYPART_SIBL
(27,10),(27,33),-0.0257679 # DEPENDENCYPART_SIBL
(27,10),(27,34),0.0216998 # DEPENDENCYPART_SIBL
(27,10),(27,35),-0.0181667 # DEPENDENCYPART_SIBL
(27,10),(27,36),-0.0128144 # DEPENDENCYPART_SIBL
(27,10),(27,37),0.0248594 # DEPENDENCYPART_SIBL
(27,10),(27,38),0.0240681 # DEPENDENCYPART_SIBL
(27,10),(27,39),0.0521875 # DEPENDENCYPART_SIBL
(27,10),(27,40),0.0252557 # DEPENDENCYPART_SIBL
(27,10),(27,41),-0.0128144 # DEPENDENCYPART_SIBL
(27,10),(27,42),-0.0257679 # DEPENDENCYPART_SIBL
(27,10),(27,43),-0.0240268 # DEPENDENCYPART_SIBL
(27,10),(27,44),0.000457179 # DEPENDENCYPART_SIBL
(27,10),(27,45),0.0438377 # DEPENDENCYPART_SIBL
(27,11),(27,12),-0.015017 # DEPENDENCYPART_SIBL
(27,11),(27,13),-0.0915416 # DEPENDENCYPART_SIBL
(27,11),(27,14),-0.0228986 # DEPENDENCYPART_SIBL
(27,11),(27,15),-0.028048 # DEPENDENCYPART_SIBL
(27,11),(27,16),-0.19428 # DEPENDENCYPART_SIBL
(27,11),(27,17),-0.0299958 # DEPENDENCYPART_SIBL
(27,11),(27,18),-0.0216858 # DEPENDENCYPART_SIBL
(27,11),(27,19),-0.194232 # DEPENDENCYPART_SIBL
(27,11),(27,20),-0.0338682 # DEPENDENCYPART_SIBL
(27,11),(27,21),-0.194011 # DEPENDENCYPART_SIBL
(27,11),(27,22),-0.193988 # DEPENDENCYPART_SIBL
(27,11),(27,23),-0.193982 # DEPENDENCYPART_SIBL
(27,11),(27,24),-0.0361651 # DEPENDENCYPART_SIBL
(27,11),(27,25),-0.193982 # DEPENDENCYPART_SIBL
(27,11),(27,26),-0.193982 # DEPENDENCYPART_SIBL
(27,11),(27,28),-0.0140714 # DEPENDENCYPART_SIBL
(27,11),(27,29),-0.0343392 # DEPENDENCYPART_SIBL
(27,11),(27,30),-0.000573434 # DEPENDENCYPART_SIBL
(27,11),(27,31),-0.0432423 # DEPENDENCYPART_SIBL
(27,11),(27,32),-0.0316158 # DEPENDENCYPART_SIBL
(27,11),(27,33),-0.0361244 # DEPENDENCYPART_SIBL
(27,11),(27,34),-0.00102632 # DEPENDENCYPART_SIBL
(27,11),(27,35),-0.0360857 # DEPENDENCYPART_SIBL
(27,11),(27,36),-0.0230983 # DEPENDENCYPART_SIBL
(27,11),(27,37),0.00213325 # DEPENDENCYPART_SIBL
(27,11),(27,38),0.00134195 # DEPENDENCYPART_SIBL
(27,11),(27,39),0.0294614 # DEPENDENCYPART_SIBL
(27,11),(27,40),0.0025296 # DEPENDENCYPART_SIBL
(27,11),(27,41),-0.0230983 # DEPENDENCYPART_SIBL
(27,11),(27,42),-0.0361244 # DEPENDENCYPART_SIBL
(27,11),(27,43),-0.0343392 # DEPENDENCYPART_SIBL
(27,11),(27,44),-0.0222689 # DEPENDENCYPART_SIBL
(27,11),(27,45),0.0211115 # DEPENDENCYPART_SIBL
(27,12),(27,13),-0.0684136 # DEPENDENCYPART_SIBL
(27,12),(27,14),-0.0597474 # DEPENDENCYPART_SIBL
(27,12),(27,15),-0.0441425 # DEPENDENCYPART_SIBL
(27,12),(27,16),-0.0311157 # DEPENDENCYPART_SIBL
(27,12),(27,17),-0.0156265 # DEPENDENCYPART_SIBL
(27,12),(27,18),-0.0615375 # DEPENDENCYPART_SIBL
(27,12),(27,19),-0.0324478 # DEPENDENCYPART_SIBL
(27,12),(27,20),-0.0740678 # DEPENDENCYPART_SIBL
(27,12),(27,21),-0.0305462 # DEPENDENCYPART_SIBL
(27,12),(27,22),-0.0305245 # DEPENDENCYPART_SIBL
(27,12),(27,23),-0.0305189 # DEPENDENCYPART_SIBL
(27,12),(27,24),-0.0683708 # DEPENDENCYPART_SIBL
(27,12),(27,25),-0.0305168 # DEPENDENCYPART_SIBL
(27,12),(27,26),-0.0305168 # DEPENDENCYPART_SIBL
(27,12),(27,28),0.0343417 # DEPENDENCYPART_SIBL
(27,12),(27,29),-0.0158424 # DEPENDENCYPART_SIBL
(27,12),(27,30),-0.0343229 # DEPENDENCYPART_SIBL
(27,12),(27,31),-0.0637691 # DEPENDENCYPART_SIBL
(27,12),(27,32),-0.0344757 # DEPENDENCYPART_SIBL
(27,12),(27,33),0.020169 # DEPENDENCYPART_SIBL
(27,12),(27,34),-0.0334664 # DEPENDENCYPART_SIBL
(27,12),(27,35),-0.037119 # DEPENDENCYPART_SIBL
(27,12),(27,36),-0.0217772 # DEPENDENCYPART_SIBL
(27,12),(27,37),-0.0326542 # DEPENDENCYPART_SIBL
(27,12),(27,38),-0.03205 # DEPENDENCYPART_SIBL
(27,12),(27,39),-0.0209112 # DEPENDENCYPART_SIBL
(27,12),(27,40),-0.0316142 # DEPENDENCYPART_SIBL
(27,12),(27,41),-0.0217783 # DEPENDENCYPART_SIBL
(27,12),(27,42),0.020169 # DEPENDENCYPART_SIBL
(27,12),(27,43),-0.0158424 # DEPENDENCYPART_SIBL
(27,12),(27,44),-0.0459097 # DEPENDENCYPART_SIBL
(27,12),(27,45),-0.00750452 # DEPENDENCYPART_SIBL
(27,13),(27,14),-0.0593615 # DEPENDENCYPART_SIBL
(27,13),(27,15),-0.0224443 # DEPENDENCYPART_SIBL
(27,13),(27,16),-0.0198153 # DEPENDENCYPART_SIBL
(27,13),(27,17),-0.0286891 # DEPENDENCYPART_SIBL
(27,13),(27,18),-0.00760758 # DEPENDENCYPART_SIBL
(27,13),(27,19),-0.0200571 # DEPENDENCYPART_SIBL
(27,13),(27,20),-0.0253665 # DEPENDENCYPART_SIBL
(27,13),(27,21),-0.0198447 # DEPENDENCYPART_SIBL
(27,13),(27,22),-0.0198213 # DEPENDENCYPART_SIBL
(27,13),(27,23),-0.0198153 # DEPENDENCYPART_SIBL
(27,13),(27,24),-0.0228616 # DEPENDENCYPART_SIBL
(27,13),(27,25),-0.0198153 # DEPENDENCYPART_SIBL
(27,13),(27,26),-0.0198153 # DEPENDENCYPART_SIBL
(27,13),(27,28),-0.0232871 # DEPENDENCYPART_SIBL
(27,13),(27,29),-0.0378284 # DEPENDENCYPART_SIBL
(27,13),(27,30),0.000159219 # DEPENDENCYPART_SIBL
(27,13),(27,31),-0.103517 # DEPENDENCYPART_SIBL
(27,13),(27,32),0.00261671 # DEPENDENCYPART_SIBL
(27,13),(27,33),-0.0808977 # DEPENDENCYPART_SIBL
(27,13),(27,34),0.00300166 # DEPENDENCYPART_SIBL
(27,13),(27,35),-0.0392988 # DEPENDENCYPART_SIBL
(27,13),(27,36),-0.0388073 # DEPENDENCYPART_SIBL
(27,13),(27,37),0.00438091 # DEPENDENCYPART_SIBL
(27,13),(27,38),0.00427435 # DEPENDENCYPART_SIBL
(27,13),(27,39),0.0143457 # DEPENDENCYPART_SIBL
(27,13),(27,40),0.00471013 # DEPENDENCYPART_SIBL
(27,13),(27,41),-0.0388073 # DEPENDENCYPART_SIBL
(27,13),(27,42),-0.0808977 # DEPENDENCYPART_SIBL
(27,13),(27,43),-0.0378284 # DEPENDENCYPART_SIBL
(27,13),(27,44),-0.0206911 # DEPENDENCYPART_SIBL
(27,13),(27,45),0.0208128 # DEPENDENCYPART_SIBL
(27,14),(27,15),-0.041568 # DEPENDENCYPART_SIBL
(27,14),(27,16),-0.0644297 # DEPENDENCYPART_SIBL
(27,14),(27,17),-0.0379692 # DEPENDENCYPART_SIBL
(27,14),(27,18),-0.0349865 # DEPENDENCYPART_SIBL
(27,14),(27,19),-0.0646714 # DEPENDENCYPART_SIBL
(27,14),(27,20),-0.0319503 # DEPENDENCYPART_SIBL
(27,14),(27,21),-0.064459 # DEPENDENCYPART_SIBL
(27,14),(27,22),-0.0644356 # DEPENDENCYPART_SIBL
(27,14),(27,23),-0.0644297 # DEPENDENCYPART_SIBL
(27,14),(27,24),-0.0449782 # DEPENDENCYPART_SIBL
(27,14),(27,25),-0.0644297 # DEPENDENCYPART_SIBL
(27,14),(27,26),-0.0644297 # DEPENDENCYPART_SIBL
(27,14),(27,28),0.336849 # DEPENDENCYPART_SIBL
(27,14),(27,29),-0.0295158 # DEPENDENCYPART_SIBL
(27,14),(27,30),-0.0533996 # DEPENDENCYPART_SIBL
(27,14),(27,31),-0.048418 # DEPENDENCYPART_SIBL
(27,14),(27,32),-0.02703 # DEPENDENCYPART_SIBL
(27,14),(27,33),0.0199762 # DEPENDENCYPART_SIBL
(27,14),(27,34),-0.0525011 # DEPENDENCYPART_SIBL
(27,14),(27,35),-0.0462706 # DEPENDENCYPART_SIBL
(27,14),(27,36),-0.0398627 # DEPENDENCYPART_SIBL
(27,14),(27,37),-0.0510075 # DEPENDENCYPART_SIBL
(27,14),(27,38),-0.0511272 # DEPENDENCYPART_SIBL
(27,14),(27,39),-0.0400625 # DEPENDENCYPART_SIBL
(27,14),(27,40),-0.0506914 # DEPENDENCYPART_SIBL
(27,14),(27,41),-0.0398627 # DEPENDENCYPART_SIBL
(27,14),(27,42),0.0199762 # DEPENDENCYPART_SIBL
(27,14),(27,43),-0.0295158 # DEPENDENCYPART_SIBL
(27,14),(27,44),-0.0767347 # DEPENDENCYPART_SIBL
(27,14),(27,45),-0.0346347 # DEPENDENCYPART_SIBL
(27,15),(27,16),-0.0133603 # DEPENDENCYPART_SIBL
(27,15),(27,17),0.00119164 # DEPENDENCYPART_SIBL
(27,15),(27,18),-0.00435837 # DEPENDENCYPART_SIBL
(27,15),(27,19),-0.013602 # DEPENDENCYPART_SIBL
(27,15),(27,20),-0.0185104 # DEPENDENCYPART_SIBL
(27,15),(27,21),-0.0133897 # DEPENDENCYPART_SIBL
(27,15),(27,22),-0.0133721 # DEPENDENCYPART_SIBL
(27,15),(27,23),-0.0133603 # DEPENDENCYPART_SIBL
(27,15),(27,24),-0.0268291 # DEPENDENCYPART_SIBL
(27,15),(27,25),-0.0133603 # DEPENDENCYPART_SIBL
(27,15),(27,26),-0.0133603 # DEPENDENCYPART_SIBL
(27,15),(27,28),-0.039735 # DEPENDENCYPART_SIBL
(27,15),(27,29),-0.0330302 # DEPENDENCYPART_SIBL
(27,15),(27,30),-0.0619201 # DEPENDENCYPART_SIBL
(27,15),(27,31),-0.116426 # DEPENDENCYPART_SIBL
(27,15),(27,32),-0.0514545 # DEPENDENCYPART_SIBL
(27,15),(27,33),-0.0534636 # DEPENDENCYPART_SIBL
(27,15),(27,34),-0.0609197 # DEPENDENCYPART_SIBL
(27,15),(27,35),-0.0605026 # DEPENDENCYPART_SIBL
(27,15),(27,36),-0.00441197 # DEPENDENCYPART_SIBL
(27,15),(27,37),-0.0595281 # DEPENDENCYPART_SIBL
(27,15),(27,38),-0.0596885 # DEPENDENCYPART_SIBL
(27,15),(27,39),-0.0485044 # DEPENDENCYPART_SIBL
(27,15),(27,40),-0.0592118 # DEPENDENCYPART_SIBL
(27,15),(27,41),-0.00441197 # DEPENDENCYPART_SIBL
(27,15),(27,42),-0.0534636 # DEPENDENCYPART_SIBL
(27,15),(27,43),-0.0330302 # DEPENDENCYPART_SIBL
(27,15),(27,44),-0.082739 # DEPENDENCYPART_SIBL
(27,15),(27,45),-0.0507164 # DEPENDENCYPART_SIBL
(27,16),(27,17),-0.0299958 # DEPENDENCYPART_SIBL
(27,16),(27,18),-0.0216883 # DEPENDENCYPART_SIBL
(27,16),(27,19),-0.194232 # DEPENDENCYPART_SIBL
(27,16),(27,20),-0.0338694 # DEPENDENCYPART_SIBL
(27,16),(27,21),-0.194011 # DEPENDENCYPART_SIBL
(27,16),(27,22),-0.193988 # DEPENDENCYPART_SIBL
(27,16),(27,23),-0.193982 # DEPENDENCYPART_SIBL
(27,16),(27,24),-0.0361663 # DEPENDENCYPART_SIBL
(27,16),(27,25),-0.193982 # DEPENDENCYPART_SIBL
(27,16),(27,26),-0.193982 # DEPENDENCYPART_SIBL
(27,16),(27,28),0.00275189 # DEPENDENCYPART_SIBL
(27,16),(27,29),-0.0143826 # DEPENDENCYPART_SIBL
(27,16),(27,30),0.0397199 # DEPENDENCYPART_SIBL
(27,16),(27,31),-0.027585 # DEPENDENCYPART_SIBL
(27,16),(27,32),-0.0010292 # DEPENDENCYPART_SIBL
(27,16),(27,33),-0.0212146 # DEPENDENCYPART_SIBL
(27,16),(27,34),0.039267 # DEPENDENCYPART_SIBL
(27,16),(27,35),-0.0109176 # DEPENDENCYPART_SIBL
(27,16),(27,36),-0.00627506 # DEPENDENCYPART_SIBL
(27,16),(27,37),0.0424266 # DEPENDENCYPART_SIBL
(27,16),(27,38),0.0416353 # DEPENDENCYPART_SIBL
(27,16),(27,39),0.0697548 # DEPENDENCYPART_SIBL
(27,16),(27,40),0.0428229 # DEPENDENCYPART_SIBL
(27,16),(27,41),-0.00627506 # DEPENDENCYPART_SIBL
(27,16),(27,42),-0.0212146 # DEPENDENCYPART_SIBL
(27,16),(27,43),-0.0143826 # DEPENDENCYPART_SIBL
(27,16),(27,44),0.0180244 # DEPENDENCYPART_SIBL
(27,16),(27,45),0.0614049 # DEPENDENCYPART_SIBL
(27,17),(27,18),-0.0391188 # DEPENDENCYPART_SIBL
(27,17),(27,19),-0.0569162 # DEPENDENCYPART_SIBL
(27,17),(27,20),-0.0502528 # DEPENDENCYPART_SIBL
(27,17),(27,21),-0.0566966 # DEPENDENCYPART_SIBL
(27,17),(27,22),-0.0566733 # DEPENDENCYPART_SIBL
(27,17),(27,23),-0.0566673 # DEPENDENCYPART_SIBL
(27,17),(27,24),-0.0475094 # DEPENDENCYPART_SIBL
(27,17),(27,25),-0.0566673 # DEPENDENCYPART_SIBL
(27,17),(27,26),-0.0566673 # DEPENDENCYPART_SIBL
(27,17),(27,28),0.0332597 # DEPENDENCYPART_SIBL
(27,17),(27,29),0.358842 # DEPENDENCYPART_SIBL
(27,17),(27,30),0.0166627 # DEPENDENCYPART_SIBL
(27,17),(27,31),-0.0149584 # DEPENDENCYPART_SIBL
(27,17),(27,32),0.0424404 # DEPENDENCYPART_SIBL
(27,17),(27,33),0.0188562 # DEPENDENCYPART_SIBL
(27,17),(27,34),0.019631 # DEPENDENCYPART_SIBL
(27,17),(27,35),0.0236222 # DEPENDENCYPART_SIBL
(27,17),(27,36),-0.0300469 # DEPENDENCYPART_SIBL
