# _root_ خَصَّصَت الحُكُومَةُ المِصْرِيَّةُ 5,2 بِلْيُونِ جُنَيْهٍ ( 585 مِلْيُونَ دُولارٍ ) لِ إِصْلاحِ شَرِكَةِ الحَدِيدِ وَ الصُلْبِ وَ 5,1 بِلْيُونٍ ( 153 مِلْيُونَ دُولارٍ ) لِ إِصْلاحِ قِطاعِ الغَزْلِ وَ النَسِيجِ فِي الوَقْتِ الَّذِي سَ تَمْتَنِعُ عَن بَيْعِ 115 شَرِكَةً تابِعَةً سابِقاً لِ وِزارَةِ الاِقْتِصادِ قَبْلَ إِلْغائِ ها .
#goldHeads=18,1,2,7,4,5,1,7,8,9,7,1,12,13,16,14,16,32,21,19,18,21,22,23,21,18,26,27,30,28,30,0,32,32,36,32,36,37,38,39,40,41,41,43,44,41,46,47,0,
#predictedHeads=0,1,2,7,4,5,1,7,8,9,7,1,12,13,16,14,16,16,21,19,14,21,22,23,21,1,26,27,30,28,30,31,32,33,36,33,36,37,38,39,40,41,38,43,44,36,46,47,0,
(18,3),(18,17),-0.0470199 # DEPENDENCYPART_SIBL
(18,3),(18,19),-0.0169022 # DEPENDENCYPART_SIBL
(18,3),(18,20),-0.0391852 # DEPENDENCYPART_SIBL
(18,3),(18,21),-0.0152499 # DEPENDENCYPART_SIBL
(18,3),(18,22),-0.0169021 # DEPENDENCYPART_SIBL
(18,3),(18,23),-0.0652285 # DEPENDENCYPART_SIBL
(18,3),(18,24),-0.0231285 # DEPENDENCYPART_SIBL
(18,3),(18,25),0.00364025 # DEPENDENCYPART_SIBL
(18,3),(18,26),-0.0142639 # DEPENDENCYPART_SIBL
(18,3),(18,27),-0.039706 # DEPENDENCYPART_SIBL
(18,3),(18,28),-0.034048 # DEPENDENCYPART_SIBL
(18,3),(18,29),-0.0528132 # DEPENDENCYPART_SIBL
(18,3),(18,30),-0.0142254 # DEPENDENCYPART_SIBL
(18,3),(18,31),-0.0283364 # DEPENDENCYPART_SIBL
(18,3),(18,32),-0.0225577 # DEPENDENCYPART_SIBL
(18,3),(18,33),-0.0392933 # DEPENDENCYPART_SIBL
(18,3),(18,36),-0.0142206 # DEPENDENCYPART_SIBL
(18,3),(18,39),-0.0169021 # DEPENDENCYPART_SIBL
(18,4),(18,5),-0.0562736 # DEPENDENCYPART_SIBL
(18,4),(18,6),-0.0567681 # DEPENDENCYPART_SIBL
(18,4),(18,7),-0.0217285 # DEPENDENCYPART_SIBL
(18,4),(18,8),-0.0432256 # DEPENDENCYPART_SIBL
(18,4),(18,9),-0.0580232 # DEPENDENCYPART_SIBL
(18,4),(18,10),-0.0613882 # DEPENDENCYPART_SIBL
(18,4),(18,11),-0.0328959 # DEPENDENCYPART_SIBL
(18,4),(18,13),-0.0564885 # DEPENDENCYPART_SIBL
(18,4),(18,14),-0.0606854 # DEPENDENCYPART_SIBL
(18,4),(18,15),-0.062865 # DEPENDENCYPART_SIBL
(18,4),(18,16),-0.0158568 # DEPENDENCYPART_SIBL
(18,4),(18,17),-0.0388637 # DEPENDENCYPART_SIBL
(18,4),(18,19),0.335565 # DEPENDENCYPART_SIBL
(18,4),(18,20),-0.00293158 # DEPENDENCYPART_SIBL
(18,4),(18,21),-0.0104429 # DEPENDENCYPART_SIBL
(18,4),(18,22),0.335565 # DEPENDENCYPART_SIBL
(18,4),(18,23),-0.0288742 # DEPENDENCYPART_SIBL
(18,4),(18,24),0.0228291 # DEPENDENCYPART_SIBL
(18,4),(18,25),0.0515971 # DEPENDENCYPART_SIBL
(18,4),(18,26),-0.00370566 # DEPENDENCYPART_SIBL
(18,4),(18,27),-0.00345241 # DEPENDENCYPART_SIBL
(18,4),(18,28),0.00220561 # DEPENDENCYPART_SIBL
(18,4),(18,29),-0.0165596 # DEPENDENCYPART_SIBL
(18,4),(18,30),0.00273663 # DEPENDENCYPART_SIBL
(18,4),(18,31),0.00773863 # DEPENDENCYPART_SIBL
(18,4),(18,32),0.0288922 # DEPENDENCYPART_SIBL
(18,4),(18,33),-0.00303311 # DEPENDENCYPART_SIBL
(18,4),(18,36),-0.0412 # DEPENDENCYPART_SIBL
(18,4),(18,39),0.335565 # DEPENDENCYPART_SIBL
(18,5),(18,6),-0.194522 # DEPENDENCYPART_SIBL
(18,5),(18,7),-0.0053721 # DEPENDENCYPART_SIBL
(18,5),(18,8),-0.0276228 # DEPENDENCYPART_SIBL
(18,5),(18,9),-0.195721 # DEPENDENCYPART_SIBL
(18,5),(18,10),-0.196931 # DEPENDENCYPART_SIBL
(18,5),(18,11),-0.0199524 # DEPENDENCYPART_SIBL
(18,5),(18,13),-0.194221 # DEPENDENCYPART_SIBL
(18,5),(18,14),-0.198418 # DEPENDENCYPART_SIBL
(18,5),(18,15),-0.200612 # DEPENDENCYPART_SIBL
(18,5),(18,16),-0.00993169 # DEPENDENCYPART_SIBL
(18,5),(18,17),-0.147975 # DEPENDENCYPART_SIBL
(18,5),(18,19),-0.0179321 # DEPENDENCYPART_SIBL
(18,5),(18,20),0.0352291 # DEPENDENCYPART_SIBL
(18,5),(18,21),0.000885148 # DEPENDENCYPART_SIBL
(18,5),(18,22),-0.017932 # DEPENDENCYPART_SIBL
(18,5),(18,23),0.0103931 # DEPENDENCYPART_SIBL
(18,5),(18,24),0.053792 # DEPENDENCYPART_SIBL
(18,5),(18,25),0.0415222 # DEPENDENCYPART_SIBL
(18,5),(18,26),-0.0108374 # DEPENDENCYPART_SIBL
(18,5),(18,27),0.0339278 # DEPENDENCYPART_SIBL
(18,5),(18,28),0.0479574 # DEPENDENCYPART_SIBL
(18,5),(18,29),0.00115907 # DEPENDENCYPART_SIBL
(18,5),(18,30),-0.000265824 # DEPENDENCYPART_SIBL
(18,5),(18,31),0.0649898 # DEPENDENCYPART_SIBL
(18,5),(18,32),-0.0107735 # DEPENDENCYPART_SIBL
(18,5),(18,33),0.0349656 # DEPENDENCYPART_SIBL
(18,5),(18,36),-0.0068636 # DEPENDENCYPART_SIBL
(18,5),(18,39),-0.017932 # DEPENDENCYPART_SIBL
(18,6),(18,7),-0.00778684 # DEPENDENCYPART_SIBL
(18,6),(18,8),-0.0288301 # DEPENDENCYPART_SIBL
(18,6),(18,9),-0.197035 # DEPENDENCYPART_SIBL
(18,6),(18,10),-0.198244 # DEPENDENCYPART_SIBL
(18,6),(18,11),-0.0223632 # DEPENDENCYPART_SIBL
(18,6),(18,13),-0.195535 # DEPENDENCYPART_SIBL
(18,6),(18,14),-0.199731 # DEPENDENCYPART_SIBL
(18,6),(18,15),-0.201926 # DEPENDENCYPART_SIBL
(18,6),(18,16),-0.0111368 # DEPENDENCYPART_SIBL
(18,6),(18,17),-0.149288 # DEPENDENCYPART_SIBL
(18,6),(18,19),-0.0416435 # DEPENDENCYPART_SIBL
(18,6),(18,20),-0.00899922 # DEPENDENCYPART_SIBL
(18,6),(18,21),-0.0231249 # DEPENDENCYPART_SIBL
(18,6),(18,22),-0.0416433 # DEPENDENCYPART_SIBL
(18,6),(18,23),-0.0343978 # DEPENDENCYPART_SIBL
(18,6),(18,24),0.00875294 # DEPENDENCYPART_SIBL
(18,6),(18,25),0.0155761 # DEPENDENCYPART_SIBL
(18,6),(18,26),-0.0330336 # DEPENDENCYPART_SIBL
(18,6),(18,27),-0.0103006 # DEPENDENCYPART_SIBL
(18,6),(18,28),0.00372899 # DEPENDENCYPART_SIBL
(18,6),(18,29),-0.0430693 # DEPENDENCYPART_SIBL
(18,6),(18,30),-0.0299647 # DEPENDENCYPART_SIBL
(18,6),(18,31),0.0207701 # DEPENDENCYPART_SIBL
(18,6),(18,32),-0.032974 # DEPENDENCYPART_SIBL
(18,6),(18,33),-0.00926272 # DEPENDENCYPART_SIBL
(18,6),(18,36),-0.0302446 # DEPENDENCYPART_SIBL
(18,6),(18,39),-0.0416433 # DEPENDENCYPART_SIBL
(18,7),(18,8),0.0328304 # DEPENDENCYPART_SIBL
(18,7),(18,9),0.0175631 # DEPENDENCYPART_SIBL
(18,7),(18,10),0.0190987 # DEPENDENCYPART_SIBL
(18,7),(18,11),0.0164488 # DEPENDENCYPART_SIBL
(18,7),(18,13),0.0212973 # DEPENDENCYPART_SIBL
(18,7),(18,14),0.0107622 # DEPENDENCYPART_SIBL
(18,7),(18,15),0.0110299 # DEPENDENCYPART_SIBL
(18,7),(18,16),0.101888 # DEPENDENCYPART_SIBL
(18,7),(18,17),0.0392699 # DEPENDENCYPART_SIBL
(18,7),(18,19),0.0199904 # DEPENDENCYPART_SIBL
(18,7),(18,20),0.0186676 # DEPENDENCYPART_SIBL
(18,7),(18,21),0.0281261 # DEPENDENCYPART_SIBL
(18,7),(18,22),0.0199905 # DEPENDENCYPART_SIBL
(18,7),(18,23),-0.0134907 # DEPENDENCYPART_SIBL
(18,7),(18,24),0.025817 # DEPENDENCYPART_SIBL
(18,7),(18,25),0.279304 # DEPENDENCYPART_SIBL
(18,7),(18,26),0.00872176 # DEPENDENCYPART_SIBL
(18,7),(18,27),0.0180985 # DEPENDENCYPART_SIBL
(18,7),(18,28),0.0181837 # DEPENDENCYPART_SIBL
(18,7),(18,29),0.00503873 # DEPENDENCYPART_SIBL
(18,7),(18,30),-0.0200912 # DEPENDENCYPART_SIBL
(18,7),(18,31),0.0293778 # DEPENDENCYPART_SIBL
(18,7),(18,32),-0.0161195 # DEPENDENCYPART_SIBL
(18,7),(18,33),0.0160644 # DEPENDENCYPART_SIBL
(18,7),(18,36),0.0399741 # DEPENDENCYPART_SIBL
(18,7),(18,39),0.0199905 # DEPENDENCYPART_SIBL
(18,8),(18,9),-0.0580232 # DEPENDENCYPART_SIBL
(18,8),(18,10),-0.0613882 # DEPENDENCYPART_SIBL
(18,8),(18,11),-0.0328959 # DEPENDENCYPART_SIBL
(18,8),(18,13),-0.0564885 # DEPENDENCYPART_SIBL
(18,8),(18,14),-0.0606854 # DEPENDENCYPART_SIBL
(18,8),(18,15),-0.062865 # DEPENDENCYPART_SIBL
(18,8),(18,16),-0.0158568 # DEPENDENCYPART_SIBL
(18,8),(18,17),-0.0388637 # DEPENDENCYPART_SIBL
(18,8),(18,19),0.335565 # DEPENDENCYPART_SIBL
(18,8),(18,20),-0.00292918 # DEPENDENCYPART_SIBL
(18,8),(18,21),-0.0104373 # DEPENDENCYPART_SIBL
(18,8),(18,22),0.335565 # DEPENDENCYPART_SIBL
(18,8),(18,23),-0.0288718 # DEPENDENCYPART_SIBL
(18,8),(18,24),0.0228315 # DEPENDENCYPART_SIBL
(18,8),(18,25),0.0516027 # DEPENDENCYPART_SIBL
(18,8),(18,26),-0.00370566 # DEPENDENCYPART_SIBL
(18,8),(18,27),-0.00345002 # DEPENDENCYPART_SIBL
(18,8),(18,28),0.00220801 # DEPENDENCYPART_SIBL
(18,8),(18,29),-0.0165572 # DEPENDENCYPART_SIBL
(18,8),(18,30),0.00273663 # DEPENDENCYPART_SIBL
(18,8),(18,31),0.00774103 # DEPENDENCYPART_SIBL
(18,8),(18,32),0.0288922 # DEPENDENCYPART_SIBL
(18,8),(18,33),-0.00303071 # DEPENDENCYPART_SIBL
(18,8),(18,36),-0.0412 # DEPENDENCYPART_SIBL
(18,8),(18,39),0.335565 # DEPENDENCYPART_SIBL
(18,9),(18,10),-0.197425 # DEPENDENCYPART_SIBL
(18,9),(18,11),-0.0216125 # DEPENDENCYPART_SIBL
(18,9),(18,13),-0.19471 # DEPENDENCYPART_SIBL
(18,9),(18,14),-0.198907 # DEPENDENCYPART_SIBL
(18,9),(18,15),-0.201101 # DEPENDENCYPART_SIBL
(18,9),(18,16),-0.0104334 # DEPENDENCYPART_SIBL
(18,9),(18,17),-0.148463 # DEPENDENCYPART_SIBL
(18,9),(18,19),-0.034417 # DEPENDENCYPART_SIBL
(18,9),(18,20),-0.00418548 # DEPENDENCYPART_SIBL
(18,9),(18,21),-0.0161267 # DEPENDENCYPART_SIBL
(18,9),(18,22),-0.0344169 # DEPENDENCYPART_SIBL
(18,9),(18,23),-0.0349091 # DEPENDENCYPART_SIBL
(18,9),(18,24),0.0143937 # DEPENDENCYPART_SIBL
(18,9),(18,25),0.0246731 # DEPENDENCYPART_SIBL
(18,9),(18,26),-0.0272114 # DEPENDENCYPART_SIBL
(18,9),(18,27),-0.00548709 # DEPENDENCYPART_SIBL
(18,9),(18,28),0.00854273 # DEPENDENCYPART_SIBL
(18,9),(18,29),-0.0382557 # DEPENDENCYPART_SIBL
(18,9),(18,30),-0.0209004 # DEPENDENCYPART_SIBL
(18,9),(18,31),0.0255837 # DEPENDENCYPART_SIBL
(18,9),(18,32),-0.0271393 # DEPENDENCYPART_SIBL
(18,9),(18,33),-0.00444899 # DEPENDENCYPART_SIBL
(18,9),(18,36),-0.0231222 # DEPENDENCYPART_SIBL
(18,9),(18,39),-0.0344169 # DEPENDENCYPART_SIBL
(18,10),(18,11),-0.0200132 # DEPENDENCYPART_SIBL
(18,10),(18,13),-0.194282 # DEPENDENCYPART_SIBL
(18,10),(18,14),-0.198478 # DEPENDENCYPART_SIBL
(18,10),(18,15),-0.200673 # DEPENDENCYPART_SIBL
(18,10),(18,16),-0.00999013 # DEPENDENCYPART_SIBL
(18,10),(18,17),-0.148035 # DEPENDENCYPART_SIBL
(18,10),(18,19),-0.0416447 # DEPENDENCYPART_SIBL
(18,10),(18,20),-0.0120166 # DEPENDENCYPART_SIBL
(18,10),(18,21),-0.0229857 # DEPENDENCYPART_SIBL
(18,10),(18,22),-0.0416446 # DEPENDENCYPART_SIBL
(18,10),(18,23),-0.0368152 # DEPENDENCYPART_SIBL
(18,10),(18,24),0.00655008 # DEPENDENCYPART_SIBL
(18,10),(18,25),0.0179775 # DEPENDENCYPART_SIBL
(18,10),(18,26),-0.0359904 # DEPENDENCYPART_SIBL
(18,10),(18,27),-0.0133179 # DEPENDENCYPART_SIBL
(18,10),(18,28),0.00071164 # DEPENDENCYPART_SIBL
(18,10),(18,29),-0.0460866 # DEPENDENCYPART_SIBL
(18,10),(18,30),-0.0326663 # DEPENDENCYPART_SIBL
(18,10),(18,31),0.0177528 # DEPENDENCYPART_SIBL
(18,10),(18,32),-0.0359275 # DEPENDENCYPART_SIBL
(18,10),(18,33),-0.0122801 # DEPENDENCYPART_SIBL
(18,10),(18,36),-0.0306691 # DEPENDENCYPART_SIBL
(18,10),(18,39),-0.0416446 # DEPENDENCYPART_SIBL
(18,11),(18,13),-0.0147895 # DEPENDENCYPART_SIBL
(18,11),(18,14),-0.0253245 # DEPENDENCYPART_SIBL
(18,11),(18,15),-0.0250568 # DEPENDENCYPART_SIBL
(18,11),(18,16),0.0619188 # DEPENDENCYPART_SIBL
(18,11),(18,17),0.00318322 # DEPENDENCYPART_SIBL
(18,11),(18,19),-0.0419767 # DEPENDENCYPART_SIBL
(18,11),(18,20),-0.078003 # DEPENDENCYPART_SIBL
(18,11),(18,21),-0.0955507 # DEPENDENCYPART_SIBL
(18,11),(18,22),-0.0419766 # DEPENDENCYPART_SIBL
(18,11),(18,23),-0.10153 # DEPENDENCYPART_SIBL
(18,11),(18,24),-0.0695076 # DEPENDENCYPART_SIBL
(18,11),(18,25),0.054006 # DEPENDENCYPART_SIBL
(18,11),(18,26),-0.0621349 # DEPENDENCYPART_SIBL
(18,11),(18,27),-0.0785722 # DEPENDENCYPART_SIBL
(18,11),(18,28),-0.0756789 # DEPENDENCYPART_SIBL
(18,11),(18,29),-0.0916319 # DEPENDENCYPART_SIBL
(18,11),(18,30),-0.0433328 # DEPENDENCYPART_SIBL
(18,11),(18,31),-0.0672929 # DEPENDENCYPART_SIBL
(18,11),(18,32),-0.0767538 # DEPENDENCYPART_SIBL
(18,11),(18,33),-0.0806063 # DEPENDENCYPART_SIBL
(18,11),(18,36),-0.0198822 # DEPENDENCYPART_SIBL
(18,11),(18,39),-0.0419766 # DEPENDENCYPART_SIBL
(18,13),(18,14),-0.198411 # DEPENDENCYPART_SIBL
(18,13),(18,15),-0.200605 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.00992954 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.147967 # DEPENDENCYPART_SIBL
(18,13),(18,19),-0.0252893 # DEPENDENCYPART_SIBL
(18,13),(18,20),0.0165031 # DEPENDENCYPART_SIBL
(18,13),(18,21),-0.00660394 # DEPENDENCYPART_SIBL
(18,13),(18,22),-0.0252892 # DEPENDENCYPART_SIBL
(18,13),(18,23),-0.00829544 # DEPENDENCYPART_SIBL
(18,13),(18,24),0.035085 # DEPENDENCYPART_SIBL
(18,13),(18,25),0.0342868 # DEPENDENCYPART_SIBL
(18,13),(18,26),-0.0185356 # DEPENDENCYPART_SIBL
(18,13),(18,27),0.0152017 # DEPENDENCYPART_SIBL
(18,13),(18,28),0.0292313 # DEPENDENCYPART_SIBL
(18,13),(18,29),-0.0186506 # DEPENDENCYPART_SIBL
(18,13),(18,30),-0.00793435 # DEPENDENCYPART_SIBL
(18,13),(18,31),0.0447455 # DEPENDENCYPART_SIBL
(18,13),(18,32),-0.0184717 # DEPENDENCYPART_SIBL
(18,13),(18,33),0.0162396 # DEPENDENCYPART_SIBL
(18,13),(18,36),-0.0140483 # DEPENDENCYPART_SIBL
(18,13),(18,39),-0.0252892 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.206672 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.0130233 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.154034 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.030118 # DEPENDENCYPART_SIBL
(18,14),(18,20),0.00808075 # DEPENDENCYPART_SIBL
(18,14),(18,21),-0.0171787 # DEPENDENCYPART_SIBL
(18,14),(18,22),-0.0301179 # DEPENDENCYPART_SIBL
(18,14),(18,23),-0.0168242 # DEPENDENCYPART_SIBL
(18,14),(18,24),0.0266015 # DEPENDENCYPART_SIBL
(18,14),(18,25),0.0233098 # DEPENDENCYPART_SIBL
(18,14),(18,26),-0.0247669 # DEPENDENCYPART_SIBL
(18,14),(18,27),0.0067794 # DEPENDENCYPART_SIBL
(18,14),(18,28),0.020809 # DEPENDENCYPART_SIBL
(18,14),(18,29),-0.0259893 # DEPENDENCYPART_SIBL
(18,14),(18,30),-0.013254 # DEPENDENCYPART_SIBL
(18,14),(18,31),0.0374909 # DEPENDENCYPART_SIBL
(18,14),(18,32),-0.0240849 # DEPENDENCYPART_SIBL
(18,14),(18,33),0.00781725 # DEPENDENCYPART_SIBL
(18,14),(18,36),-0.0189304 # DEPENDENCYPART_SIBL
(18,14),(18,39),-0.0301179 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.00246881 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.0816221 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.0130363 # DEPENDENCYPART_SIBL
(18,15),(18,20),0.0770595 # DEPENDENCYPART_SIBL
(18,15),(18,21),0.0002711 # DEPENDENCYPART_SIBL
(18,15),(18,22),-0.0130362 # DEPENDENCYPART_SIBL
(18,15),(18,23),0.0522495 # DEPENDENCYPART_SIBL
(18,15),(18,24),0.0949179 # DEPENDENCYPART_SIBL
(18,15),(18,25),0.0410306 # DEPENDENCYPART_SIBL
(18,15),(18,26),-0.0156712 # DEPENDENCYPART_SIBL
(18,15),(18,27),0.0757582 # DEPENDENCYPART_SIBL
(18,15),(18,28),0.0897871 # DEPENDENCYPART_SIBL
(18,15),(18,29),0.0355219 # DEPENDENCYPART_SIBL
(18,15),(18,30),-0.0392394 # DEPENDENCYPART_SIBL
(18,15),(18,31),0.0974017 # DEPENDENCYPART_SIBL
(18,15),(18,32),-0.0154583 # DEPENDENCYPART_SIBL
(18,15),(18,33),0.076796 # DEPENDENCYPART_SIBL
(18,15),(18,36),-0.00646727 # DEPENDENCYPART_SIBL
(18,15),(18,39),-0.0130362 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.0182851 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.00839147 # DEPENDENCYPART_SIBL
(18,16),(18,20),0.00273818 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.0108567 # DEPENDENCYPART_SIBL
(18,16),(18,22),-0.0083914 # DEPENDENCYPART_SIBL
(18,16),(18,23),-0.0224873 # DEPENDENCYPART_SIBL
(18,16),(18,24),0.0188253 # DEPENDENCYPART_SIBL
(18,16),(18,25),0.0373839 # DEPENDENCYPART_SIBL
(18,16),(18,26),-0.0316577 # DEPENDENCYPART_SIBL
(18,16),(18,27),0.00220676 # DEPENDENCYPART_SIBL
(18,16),(18,28),0.00757387 # DEPENDENCYPART_SIBL
(18,16),(18,29),-0.0108898 # DEPENDENCYPART_SIBL
(18,16),(18,30),0.00187429 # DEPENDENCYPART_SIBL
(18,16),(18,31),0.0135869 # DEPENDENCYPART_SIBL
(18,16),(18,32),-0.0463312 # DEPENDENCYPART_SIBL
(18,16),(18,33),-0.00087546 # DEPENDENCYPART_SIBL
(18,16),(18,36),0.0111171 # DEPENDENCYPART_SIBL
(18,16),(18,39),-0.0083914 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.0278098 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.0119086 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.0096244 # DEPENDENCYPART_SIBL
(18,17),(18,22),-0.0278097 # DEPENDENCYPART_SIBL
(18,17),(18,23),-0.0131781 # DEPENDENCYPART_SIBL
(18,17),(18,24),0.0304086 # DEPENDENCYPART_SIBL
(18,17),(18,25),0.0309337 # DEPENDENCYPART_SIBL
(18,17),(18,26),-0.0237126 # DEPENDENCYPART_SIBL
(18,17),(18,27),0.0106073 # DEPENDENCYPART_SIBL
(18,17),(18,28),0.0246363 # DEPENDENCYPART_SIBL
(18,17),(18,29),-0.022162 # DEPENDENCYPART_SIBL
(18,17),(18,30),-0.0137826 # DEPENDENCYPART_SIBL
(18,17),(18,31),0.0416765 # DEPENDENCYPART_SIBL
(18,17),(18,32),-0.0232012 # DEPENDENCYPART_SIBL
(18,17),(18,33),0.0116451 # DEPENDENCYPART_SIBL
(18,17),(18,36),-0.0176451 # DEPENDENCYPART_SIBL
(18,17),(18,39),-0.0278097 # DEPENDENCYPART_SIBL
(18,19),(18,20),0.0410744 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.0218309 # DEPENDENCYPART_SIBL
(18,19),(18,22),0.00643631 # DEPENDENCYPART_SIBL
(18,19),(18,23),0.00714118 # DEPENDENCYPART_SIBL
(18,19),(18,24),0.103387 # DEPENDENCYPART_SIBL
(18,19),(18,25),0.0185858 # DEPENDENCYPART_SIBL
(18,19),(18,26),0.0616445 # DEPENDENCYPART_SIBL
(18,19),(18,27),0.0413335 # DEPENDENCYPART_SIBL
(18,19),(18,28),0.0413735 # DEPENDENCYPART_SIBL
(18,19),(18,29),0.0254938 # DEPENDENCYPART_SIBL
(18,19),(18,30),0.0214541 # DEPENDENCYPART_SIBL
(18,19),(18,31),-0.00101788 # DEPENDENCYPART_SIBL
(18,19),(18,32),0.0461545 # DEPENDENCYPART_SIBL
(18,19),(18,33),0.0414511 # DEPENDENCYPART_SIBL
(18,19),(18,36),-0.0238783 # DEPENDENCYPART_SIBL
(18,19),(18,39),0.00643631 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.077947 # DEPENDENCYPART_SIBL
(18,20),(18,22),0.00450513 # DEPENDENCYPART_SIBL
(18,20),(18,23),-0.0185459 # DEPENDENCYPART_SIBL
(18,20),(18,24),0.0185722 # DEPENDENCYPART_SIBL
(18,20),(18,25),0.0281733 # DEPENDENCYPART_SIBL
(18,20),(18,26),0.0339281 # DEPENDENCYPART_SIBL
(18,20),(18,27),0.0148374 # DEPENDENCYPART_SIBL
(18,20),(18,28),0.0109088 # DEPENDENCYPART_SIBL
(18,20),(18,29),-0.0127801 # DEPENDENCYPART_SIBL
(18,20),(18,30),0.0361869 # DEPENDENCYPART_SIBL
(18,20),(18,31),-0.0537099 # DEPENDENCYPART_SIBL
(18,20),(18,32),0.0262177 # DEPENDENCYPART_SIBL
(18,20),(18,33),0.0140725 # DEPENDENCYPART_SIBL
(18,20),(18,36),-0.0269584 # DEPENDENCYPART_SIBL
(18,20),(18,39),0.00450513 # DEPENDENCYPART_SIBL
(18,21),(18,22),0.0121266 # DEPENDENCYPART_SIBL
(18,21),(18,23),0.022912 # DEPENDENCYPART_SIBL
(18,21),(18,24),0.0529969 # DEPENDENCYPART_SIBL
(18,21),(18,25),0.160809 # DEPENDENCYPART_SIBL
(18,21),(18,26),0.0230127 # DEPENDENCYPART_SIBL
(18,21),(18,27),0.0308496 # DEPENDENCYPART_SIBL
(18,21),(18,28),0.030772 # DEPENDENCYPART_SIBL
(18,21),(18,29),0.0150095 # DEPENDENCYPART_SIBL
(18,21),(18,30),0.00421197 # DEPENDENCYPART_SIBL
(18,21),(18,31),-0.0115182 # DEPENDENCYPART_SIBL
(18,21),(18,32),-0.0222898 # DEPENDENCYPART_SIBL
(18,21),(18,33),0.0309547 # DEPENDENCYPART_SIBL
(18,21),(18,36),-0.0118807 # DEPENDENCYPART_SIBL
(18,21),(18,39),0.0121266 # DEPENDENCYPART_SIBL
(18,22),(18,23),0.00722424 # DEPENDENCYPART_SIBL
(18,22),(18,24),0.10347 # DEPENDENCYPART_SIBL
(18,22),(18,25),0.0186022 # DEPENDENCYPART_SIBL
(18,22),(18,26),0.0567439 # DEPENDENCYPART_SIBL
(18,22),(18,27),0.0414166 # DEPENDENCYPART_SIBL
(18,22),(18,28),0.0414566 # DEPENDENCYPART_SIBL
(18,22),(18,29),0.0255768 # DEPENDENCYPART_SIBL
(18,22),(18,30),0.0214705 # DEPENDENCYPART_SIBL
(18,22),(18,31),-0.000934825 # DEPENDENCYPART_SIBL
(18,22),(18,32),0.0412539 # DEPENDENCYPART_SIBL
(18,22),(18,33),0.0415342 # DEPENDENCYPART_SIBL
(18,22),(18,36),-0.0238619 # DEPENDENCYPART_SIBL
(18,22),(18,39),0.00645269 # DEPENDENCYPART_SIBL
(18,23),(18,24),-0.00817916 # DEPENDENCYPART_SIBL
(18,23),(18,25),-0.00362679 # DEPENDENCYPART_SIBL
(18,23),(18,26),0.0289637 # DEPENDENCYPART_SIBL
(18,23),(18,27),-0.00946755 # DEPENDENCYPART_SIBL
(18,23),(18,28),-0.0133961 # DEPENDENCYPART_SIBL
(18,23),(18,29),-0.0370851 # DEPENDENCYPART_SIBL
(18,23),(18,30),0.0182013 # DEPENDENCYPART_SIBL
(18,23),(18,31),-0.0780149 # DEPENDENCYPART_SIBL
(18,23),(18,32),0.00798644 # DEPENDENCYPART_SIBL
(18,23),(18,33),-0.0102324 # DEPENDENCYPART_SIBL
(18,23),(18,36),-0.0391722 # DEPENDENCYPART_SIBL
(18,23),(18,39),-0.00423568 # DEPENDENCYPART_SIBL
(18,24),(18,25),0.00173512 # DEPENDENCYPART_SIBL
(18,24),(18,26),0.0363558 # DEPENDENCYPART_SIBL
(18,24),(18,27),-0.0005892 # DEPENDENCYPART_SIBL
(18,24),(18,28),-0.0045178 # DEPENDENCYPART_SIBL
(18,24),(18,29),-0.0282067 # DEPENDENCYPART_SIBL
(18,24),(18,30),0.0211641 # DEPENDENCYPART_SIBL
(18,24),(18,31),-0.0691365 # DEPENDENCYPART_SIBL
(18,24),(18,32),0.00365591 # DEPENDENCYPART_SIBL
(18,24),(18,33),-0.00135408 # DEPENDENCYPART_SIBL
(18,24),(18,36),-0.0327037 # DEPENDENCYPART_SIBL
(18,24),(18,39),-0.00287435 # DEPENDENCYPART_SIBL
(18,25),(18,26),0.0346892 # DEPENDENCYPART_SIBL
(18,25),(18,27),-0.0458163 # DEPENDENCYPART_SIBL
(18,25),(18,28),-0.0458872 # DEPENDENCYPART_SIBL
(18,25),(18,29),-0.0616564 # DEPENDENCYPART_SIBL
