sentence,n,depth,max degree,deg0,deg1,deg2,deg3,deg4,deg5,deg6,deg7,deg8,deg > 9
7592,26,9,5,12,9,2,1,1,1,0,0,0,0
7593,34,6,8,22,6,1,1,2,0,1,0,1,0
7594,15,8,3,6,5,3,1,0,0,0,0,0,0
7595,23,7,6,11,8,1,2,0,0,1,0,0,0
7596,23,12,6,10,9,2,1,0,0,1,0,0,0
7597,29,11,7,14,7,7,0,0,0,0,1,0,0
7598,28,13,3,11,10,4,3,0,0,0,0,0,0
7599,26,8,6,15,4,3,3,0,0,1,0,0,0
7600,8,4,5,5,2,0,0,0,1,0,0,0,0
7601,30,11,6,13,12,2,1,1,0,1,0,0,0
7602,27,9,5,14,7,2,2,1,1,0,0,0,0
7603,18,6,4,10,2,4,1,1,0,0,0,0,0
7604,20,5,5,9,8,0,2,0,1,0,0,0,0
7605,7,4,4,4,2,0,0,1,0,0,0,0,0
7606,25,7,6,14,6,1,2,1,0,1,0,0,0
7607,21,6,6,12,3,4,1,0,0,1,0,0,0
7608,16,7,6,7,7,1,0,0,0,1,0,0,0
7609,24,7,5,12,6,3,2,0,1,0,0,0,0
7610,36,13,4,16,11,4,4,1,0,0,0,0,0
7611,27,8,5,14,7,2,2,1,1,0,0,0,0
7612,51,11,5,24,15,6,3,1,2,0,0,0,0
7613,26,9,5,11,10,2,2,0,1,0,0,0,0
7614,31,8,5,14,9,6,0,1,1,0,0,0,0
7615,13,5,5,8,1,3,0,0,1,0,0,0,0
7616,26,13,4,10,10,4,1,1,0,0,0,0,0
7617,20,5,6,13,4,0,0,1,1,1,0,0,0
7618,30,12,6,12,13,3,0,1,0,1,0,0,0
7619,29,14,5,11,12,4,1,0,1,0,0,0,0
7620,47,16,5,18,19,6,2,1,1,0,0,0,0
7621,28,12,6,15,6,3,3,0,0,1,0,0,0
7622,18,8,5,9,5,2,1,0,1,0,0,0,0
7623,21,7,4,12,3,3,1,2,0,0,0,0,0
7624,25,9,4,10,9,4,1,1,0,0,0,0,0
7625,37,13,6,19,10,3,3,0,1,1,0,0,0
7626,19,7,4,10,3,4,1,1,0,0,0,0,0
7627,54,14,8,30,13,4,2,3,0,1,0,1,0
7628,38,16,4,16,12,6,3,1,0,0,0,0,0
7629,36,12,6,17,11,4,2,1,0,1,0,0,0
7630,6,3,3,3,2,0,1,0,0,0,0,0,0
7631,45,14,6,22,13,6,1,0,2,1,0,0,0
7632,12,6,3,5,4,2,1,0,0,0,0,0,0
7633,10,6,4,5,3,1,0,1,0,0,0,0,0
7634,28,8,3,14,7,1,6,0,0,0,0,0,0
7635,20,8,5,10,6,2,0,1,1,0,0,0,0
7636,9,4,5,5,3,0,0,0,1,0,0,0,0
7637,12,6,3,5,4,2,1,0,0,0,0,0,0
7638,17,8,4,9,4,1,2,1,0,0,0,0,0
7639,48,14,7,22,14,8,2,1,0,0,1,0,0
7640,54,16,6,22,17,13,0,1,0,1,0,0,0
7641,37,10,5,18,9,6,2,1,1,0,0,0,0
7642,35,8,6,18,7,6,3,0,0,1,0,0,0
7643,27,9,5,14,7,2,2,1,1,0,0,0,0
7644,26,11,4,12,7,4,2,1,0,0,0,0,0
7645,32,7,6,20,4,2,3,2,0,1,0,0,0
7646,10,5,4,6,1,2,0,1,0,0,0,0,0
7647,13,6,3,6,4,1,2,0,0,0,0,0,0
7648,11,5,3,6,2,1,2,0,0,0,0,0,0
7649,30,12,3,12,11,3,4,0,0,0,0,0,0
7650,36,8,7,19,10,1,4,1,0,0,1,0,0
7651,18,6,5,11,4,0,0,2,1,0,0,0,0
7652,41,8,7,25,10,0,2,0,1,2,1,0,0
7653,34,15,5,14,13,3,3,0,1,0,0,0,0
7654,25,7,6,15,4,3,1,0,1,1,0,0,0
7655,8,3,5,6,0,1,0,0,1,0,0,0,0
7656,22,8,4,11,5,3,2,1,0,0,0,0,0
7657,29,12,5,12,11,3,2,0,1,0,0,0,0
7658,16,10,3,6,7,1,2,0,0,0,0,0,0
7659,21,7,5,11,5,3,0,1,1,0,0,0,0
7660,34,9,5,16,11,4,0,1,2,0,0,0,0
7661,44,16,7,20,16,3,3,0,1,0,1,0,0
7662,17,5,5,9,5,0,2,0,1,0,0,0,0
7663,18,6,5,9,6,0,2,0,1,0,0,0,0
7664,23,5,6,12,6,2,2,0,0,1,0,0,0
7665,9,4,5,6,1,1,0,0,1,0,0,0,0
7666,12,4,5,8,1,1,1,0,1,0,0,0,0
7667,36,9,6,17,11,4,2,1,0,1,0,0,0
7668,30,9,7,15,9,4,0,0,1,0,1,0,0
7669,37,11,5,16,12,5,3,0,1,0,0,0,0
7670,17,8,5,8,6,1,1,0,1,0,0,0,0
7671,43,10,5,22,9,7,2,2,1,0,0,0,0
7672,10,5,3,4,4,1,1,0,0,0,0,0,0
7673,27,9,4,12,10,1,2,2,0,0,0,0,0
7674,29,9,7,12,12,3,1,0,0,0,1,0,0
7675,20,8,4,10,6,0,3,1,0,0,0,0,0
7676,30,11,4,17,5,1,6,1,0,0,0,0,0
7677,24,9,4,11,8,2,1,2,0,0,0,0,0
7678,11,6,3,5,4,0,2,0,0,0,0,0,0
7679,37,11,4,18,10,4,2,3,0,0,0,0,0
7680,17,6,6,9,6,0,0,1,0,1,0,0,0
7681,28,10,4,13,8,3,3,1,0,0,0,0,0
7682,19,7,3,8,7,1,3,0,0,0,0,0,0
7683,9,5,3,5,2,0,2,0,0,0,0,0,0
7684,27,9,5,10,12,3,1,0,1,0,0,0,0
7685,37,8,6,17,13,2,3,1,0,1,0,0,0
7686,28,11,5,14,8,2,2,1,1,0,0,0,0
7687,23,8,5,13,4,3,1,1,1,0,0,0,0
7688,27,10,5,12,8,5,1,0,1,0,0,0,0
7689,20,7,3,8,6,5,1,0,0,0,0,0,0
7690,24,12,3,12,4,5,3,0,0,0,0,0,0
7691,23,6,5,13,5,1,2,1,1,0,0,0,0
7692,34,8,6,19,5,5,4,0,0,1,0,0,0
7693,33,13,4,18,5,4,5,1,0,0,0,0,0
7694,36,7,7,18,11,3,2,0,1,0,1,0,0
7695,6,3,3,3,2,0,1,0,0,0,0,0,0
7696,28,8,4,14,7,3,2,2,0,0,0,0,0
7697,7,3,4,4,2,0,0,1,0,0,0,0,0
7698,24,10,4,11,7,3,2,1,0,0,0,0,0
7699,9,4,3,5,1,2,1,0,0,0,0,0,0
7700,24,9,5,11,7,4,1,0,1,0,0,0,0
7701,28,7,6,17,5,2,1,1,1,1,0,0,0
7702,27,9,4,13,8,2,2,2,0,0,0,0,0
7703,30,12,7,13,12,2,2,0,0,0,1,0,0
7704,10,5,3,5,2,2,1,0,0,0,0,0,0
7705,22,9,5,8,10,3,0,0,1,0,0,0,0
7706,23,8,5,10,9,2,0,1,1,0,0,0,0
7707,36,11,6,18,9,5,2,1,0,1,0,0,0
7708,24,10,4,10,8,4,1,1,0,0,0,0,0
7709,28,12,5,15,5,4,3,0,1,0,0,0,0
7710,34,10,7,15,11,6,1,0,0,0,1,0,0
7711,16,7,5,8,5,1,1,0,1,0,0,0,0
7712,21,8,5,11,5,2,2,0,1,0,0,0,0
7713,26,11,5,11,8,6,0,0,1,0,0,0,0
7714,18,8,5,8,6,3,0,0,1,0,0,0,0
7715,25,8,5,12,8,1,3,0,1,0,0,0,0
7716,36,12,3,15,10,8,3,0,0,0,0,0,0
7717,24,8,5,12,7,2,1,1,1,0,0,0,0
7718,21,6,5,9,8,2,1,0,1,0,0,0,0
7719,25,7,6,16,3,2,1,2,0,1,0,0,0
7720,13,7,5,6,5,1,0,0,1,0,0,0,0
7721,6,3,3,4,0,1,1,0,0,0,0,0,0
7722,24,6,5,13,6,2,1,0,2,0,0,0,0
7723,20,7,6,9,8,1,1,0,0,1,0,0,0
7724,14,4,9,10,2,1,0,0,0,0,0,0,1
7725,11,4,5,8,1,0,0,1,1,0,0,0,0
7726,25,9,5,11,8,4,1,0,1,0,0,0,0
7727,8,3,4,6,0,0,1,1,0,0,0,0,0
7728,2,2,1,1,1,0,0,0,0,0,0,0,0
7729,21,7,4,11,5,2,1,2,0,0,0,0,0
7730,49,9,5,29,6,5,6,1,2,0,0,0,0
7731,4,2,3,3,0,0,1,0,0,0,0,0,0
7732,2,2,1,1,1,0,0,0,0,0,0,0,0
7733,26,6,5,15,5,1,3,1,1,0,0,0,0
7734,4,2,3,3,0,0,1,0,0,0,0,0,0
7735,1,1,1,1,0,0,0,0,0,0,0,0,0
7736,7,5,3,3,3,0,1,0,0,0,0,0,0
7737,4,2,3,3,0,0,1,0,0,0,0,0,0
7738,8,4,3,5,1,0,2,0,0,0,0,0,0
7739,23,10,5,10,10,0,1,1,1,0,0,0,0
7740,30,12,5,14,9,3,3,0,1,0,0,0,0
7741,18,6,4,10,3,2,2,1,0,0,0,0,0
7742,43,12,8,22,12,4,2,2,0,0,0,1,0
7743,13,6,4,5,6,1,0,1,0,0,0,0,0
7744,46,10,5,22,10,11,1,0,2,0,0,0,0
7745,11,5,4,5,4,1,0,1,0,0,0,0,0
7746,20,8,6,9,8,1,1,0,0,1,0,0,0
7747,18,7,4,6,9,2,0,1,0,0,0,0,0
7748,31,12,6,14,11,4,0,0,1,1,0,0,0
7749,9,4,5,5,3,0,0,0,1,0,0,0,0
7750,8,5,2,3,3,2,0,0,0,0,0,0,0
7751,18,6,5,11,2,3,0,1,1,0,0,0,0
7752,29,10,4,12,9,6,1,1,0,0,0,0,0
7753,30,12,5,14,11,1,1,2,1,0,0,0,0
7754,62,11,6,31,17,7,2,3,0,2,0,0,0
7755,24,7,8,14,5,2,2,0,0,0,0,1,0
7756,22,6,5,13,4,1,2,1,1,0,0,0,0
7757,25,10,5,11,7,6,0,0,1,0,0,0,0
7758,16,8,4,7,6,1,1,1,0,0,0,0,0
7759,38,10,6,18,12,3,3,1,0,1,0,0,0
7760,35,12,6,17,10,4,2,1,0,1,0,0,0
7761,6,3,2,3,1,2,0,0,0,0,0,0,0
7762,39,9,6,20,11,5,0,0,1,2,0,0,0
7763,17,8,3,8,4,3,2,0,0,0,0,0,0
7764,20,5,4,10,6,1,1,2,0,0,0,0,0
7765,31,12,10,15,11,3,1,0,0,0,0,0,1
7766,56,12,5,24,19,6,5,1,1,0,0,0,0
7767,20,7,4,12,4,0,1,3,0,0,0,0,0
7768,37,10,6,19,10,4,1,1,1,1,0,0,0
7769,26,8,4,15,5,1,2,3,0,0,0,0,0
7770,43,12,6,18,15,6,3,0,0,1,0,0,0
7771,3,3,1,1,2,0,0,0,0,0,0,0,0
7772,25,6,5,11,9,3,0,1,1,0,0,0,0
7773,21,9,4,9,7,3,1,1,0,0,0,0,0
7774,45,10,4,20,11,10,3,1,0,0,0,0,0
7775,25,13,4,12,6,5,0,2,0,0,0,0,0
7776,33,8,5,17,8,2,5,0,1,0,0,0,0
7777,73,21,5,33,21,9,8,1,1,0,0,0,0
7778,7,3,4,4,2,0,0,1,0,0,0,0,0
7779,43,8,11,26,8,4,1,3,0,0,0,0,1
7780,15,5,5,9,2,2,1,0,1,0,0,0,0
7781,16,5,8,10,3,2,0,0,0,0,0,1,0
7782,32,16,3,12,11,7,2,0,0,0,0,0,0
7783,5,3,3,3,1,0,1,0,0,0,0,0,0
7784,35,8,4,18,10,2,0,5,0,0,0,0,0
7785,12,5,4,7,2,1,1,1,0,0,0,0,0
7786,18,7,3,7,6,4,1,0,0,0,0,0,0
7787,25,7,7,13,6,4,1,0,0,0,1,0,0
7788,33,9,6,17,8,5,1,0,1,1,0,0,0
7789,19,8,3,7,8,2,2,0,0,0,0,0,0
7790,58,14,6,28,14,12,1,0,2,1,0,0,0
7791,14,8,3,7,3,2,2,0,0,0,0,0,0
7792,20,4,7,13,4,0,1,0,1,0,1,0,0
7793,14,6,6,8,3,2,0,0,0,1,0,0,0
7794,10,7,3,4,4,1,1,0,0,0,0,0,0
7795,39,11,6,16,15,5,1,1,0,1,0,0,0
7796,35,10,5,15,11,6,2,0,1,0,0,0,0
7797,19,7,7,11,4,2,1,0,0,0,1,0,0
7798,7,3,4,5,0,1,0,1,0,0,0,0,0
7799,7,3,3,4,1,1,1,0,0,0,0,0,0
7800,15,5,5,8,3,3,0,0,1,0,0,0,0
7801,20,11,5,10,5,3,1,0,1,0,0,0,0
7802,17,8,5,8,5,3,0,0,1,0,0,0,0
7803,20,7,5,12,3,1,3,0,1,0,0,0,0
7804,23,10,4,11,6,3,2,1,0,0,0,0,0
7805,5,4,2,2,2,1,0,0,0,0,0,0,0
7806,13,9,3,5,5,2,1,0,0,0,0,0,0
7807,22,7,5,13,4,2,1,0,2,0,0,0,0
7808,26,11,6,13,7,3,2,0,0,1,0,0,0
7809,26,12,3,11,6,8,1,0,0,0,0,0,0
7810,14,6,3,7,3,2,2,0,0,0,0,0,0
7811,45,11,8,26,10,2,3,2,1,0,0,1,0
7812,36,8,6,18,12,1,2,1,1,1,0,0,0
7813,15,9,4,6,6,2,0,1,0,0,0,0,0
7814,19,7,4,11,4,0,2,2,0,0,0,0,0
7815,38,10,6,19,11,4,1,1,1,1,0,0,0
7816,21,9,4,8,10,1,0,2,0,0,0,0,0
7817,23,6,6,14,5,1,0,1,1,1,0,0,0
7818,15,8,4,7,5,1,1,1,0,0,0,0,0
7819,33,11,5,15,10,5,1,1,1,0,0,0,0
7820,8,4,5,5,2,0,0,0,1,0,0,0,0
7821,13,4,6,8,2,2,0,0,0,1,0,0,0
7822,11,5,5,6,3,1,0,0,1,0,0,0,0
7823,23,7,8,10,10,2,0,0,0,0,0,1,0
7824,31,6,8,17,9,2,0,1,1,0,0,1,0
7825,12,4,5,8,2,0,0,1,1,0,0,0,0
7826,24,11,4,11,8,2,1,2,0,0,0,0,0
7827,20,10,5,9,6,4,0,0,1,0,0,0,0
7828,17,6,4,8,4,4,0,1,0,0,0,0,0
7829,39,11,7,20,12,2,2,1,1,0,1,0,0
7830,21,9,5,10,6,3,1,0,1,0,0,0,0
7831,37,10,8,20,10,2,2,2,0,0,0,1,0
7832,23,9,5,12,5,3,2,0,1,0,0,0,0
7833,37,7,8,22,7,1,5,1,0,0,0,1,0
7834,27,10,5,14,7,2,2,1,1,0,0,0,0
7835,31,9,5,17,7,2,3,0,2,0,0,0,0
7836,13,5,3,6,4,1,2,0,0,0,0,0,0
7837,46,11,8,25,11,5,3,0,0,0,1,1,0
7838,15,8,3,6,5,3,1,0,0,0,0,0,0
7839,35,10,4,14,13,5,1,2,0,0,0,0,0
7840,8,4,4,4,3,0,0,1,0,0,0,0,0
7841,44,10,5,18,17,5,2,0,2,0,0,0,0
7842,7,3,5,5,1,0,0,0,1,0,0,0,0
7843,7,4,3,4,1,1,1,0,0,0,0,0,0
7844,12,5,3,6,3,1,2,0,0,0,0,0,0
7845,21,7,3,11,5,0,5,0,0,0,0,0,0
7846,20,6,5,10,5,3,1,0,1,0,0,0,0
7847,26,9,6,12,7,6,0,0,0,1,0,0,0
7848,18,7,5,9,5,2,1,0,1,0,0,0,0
7849,14,7,4,6,6,0,1,1,0,0,0,0,0
7850,21,7,5,10,7,2,0,1,1,0,0,0,0
7851,34,13,7,17,10,3,2,1,0,0,1,0,0
7852,19,6,5,10,4,3,1,0,1,0,0,0,0
7853,30,10,5,14,8,5,2,0,1,0,0,0,0
7854,34,8,6,18,7,5,2,1,0,1,0,0,0
7855,13,6,5,8,1,3,0,0,1,0,0,0,0
7856,9,4,4,5,2,1,0,1,0,0,0,0,0
7857,24,8,4,12,5,5,0,2,0,0,0,0,0
7858,13,4,6,7,4,1,0,0,0,1,0,0,0
7859,14,9,5,6,6,1,0,0,1,0,0,0,0
7860,13,5,5,6,5,1,0,0,1,0,0,0,0
7861,13,7,4,6,4,2,0,1,0,0,0,0,0
7862,29,10,7,13,11,2,2,0,0,0,1,0,0
7863,24,9,6,12,7,2,2,0,0,1,0,0,0
7864,23,7,8,15,3,1,3,0,0,0,0,1,0
7865,23,9,7,12,6,3,1,0,0,0,1,0,0
7866,44,12,7,19,15,7,1,1,0,0,1,0,0
7867,16,7,5,10,3,1,0,0,2,0,0,0,0
7868,22,8,5,11,5,4,1,0,1,0,0,0,0
7869,16,5,4,9,3,1,2,1,0,0,0,0,0
7870,19,7,5,9,6,2,1,0,1,0,0,0,0
7871,21,6,7,9,10,0,1,0,0,0,1,0,0
7872,28,9,6,16,5,4,0,2,0,1,0,0,0
7873,30,9,5,13,10,4,2,0,1,0,0,0,0
7874,18,6,6,10,5,1,0,1,0,1,0,0,0
7875,27,9,5,12,9,3,2,0,1,0,0,0,0
7876,24,11,4,12,6,2,3,1,0,0,0,0,0
7877,19,11,3,7,8,2,2,0,0,0,0,0,0
7878,14,5,6,9,1,3,0,0,0,1,0,0,0
7879,18,6,5,9,5,2,1,0,1,0,0,0,0
7880,29,7,8,21,2,1,1,2,1,0,0,1,0
7881,18,5,6,11,3,1,2,0,0,1,0,0,0
7882,38,15,5,13,19,3,1,1,1,0,0,0,0
7883,32,11,4,14,12,1,3,2,0,0,0,0,0
7884,17,8,3,6,7,3,1,0,0,0,0,0,0
7885,36,9,8,20,9,1,4,1,0,0,0,1,0
7886,11,4,3,6,2,1,2,0,0,0,0,0,0
7887,12,5,3,6,2,3,1,0,0,0,0,0,0
7888,34,10,6,17,10,3,2,0,1,1,0,0,0
7889,10,4,6,7,1,1,0,0,0,1,0,0,0
7890,48,15,5,25,11,5,3,3,1,0,0,0,0
7891,52,12,6,26,13,7,3,1,1,1,0,0,0
7892,42,10,5,22,9,6,2,1,2,0,0,0,0
7893,11,4,6,7,2,1,0,0,0,1,0,0,0
7894,32,9,7,17,6,6,2,0,0,0,1,0,0
7895,40,15,5,17,13,7,1,1,1,0,0,0,0
7896,35,12,4,14,13,4,3,1,0,0,0,0,0
7897,58,14,9,29,15,7,5,1,0,0,0,0,1
7898,25,9,5,12,8,2,1,1,1,0,0,0,0
7899,6,3,3,4,0,1,1,0,0,0,0,0,0
7900,23,6,6,12,7,1,1,1,0,1,0,0,0
7901,7,4,4,4,2,0,0,1,0,0,0,0,0
7902,14,4,5,9,3,0,0,0,2,0,0,0,0
7903,25,7,4,14,4,3,2,2,0,0,0,0,0
7904,17,8,3,6,8,1,2,0,0,0,0,0,0
7905,10,4,3,7,0,0,3,0,0,0,0,0,0
7906,6,3,4,4,1,0,0,1,0,0,0,0,0
7907,15,6,5,8,4,1,1,0,1,0,0,0,0
7908,10,3,5,8,0,0,0,1,1,0,0,0,0
7909,11,5,4,5,4,1,0,1,0,0,0,0,0
7910,59,5,17,34,8,15,1,0,0,0,0,0,1
7911,33,8,10,17,10,3,2,0,0,0,0,0,1
7912,29,4,12,17,6,5,0,0,0,0,0,0,1
7913,28,10,5,13,9,2,3,0,1,0,0,0,0
7914,7,3,3,4,1,1,1,0,0,0,0,0,0
7915,22,4,9,13,4,4,0,0,0,0,0,0,1
7916,33,4,14,20,6,6,0,0,0,0,0,0,1
7917,12,4,7,9,0,2,0,0,0,0,1,0,0
7918,64,4,15,51,6,0,0,0,0,0,6,0,1
7919,32,4,13,18,8,5,0,0,0,0,0,0,1
7920,21,8,4,9,7,3,1,1,0,0,0,0,0
7921,24,4,13,13,10,0,0,0,0,0,0,0,1
7922,15,4,6,9,3,1,1,0,0,1,0,0,0
7923,47,12,6,27,10,4,2,0,2,2,0,0,0
7924,11,3,7,9,0,0,1,0,0,0,1,0,0
7925,12,8,3,5,5,0,2,0,0,0,0,0,0
7926,20,5,6,14,2,0,2,0,1,1,0,0,0
7927,6,3,3,4,0,1,1,0,0,0,0,0,0
7928,9,3,5,7,0,0,1,0,1,0,0,0,0
7929,36,8,7,21,8,1,3,1,1,0,1,0,0
7930,6,3,3,4,0,1,1,0,0,0,0,0,0
7931,9,3,7,7,1,0,0,0,0,0,1,0,0
7932,20,5,9,12,5,1,1,0,0,0,0,0,1
7933,28,10,4,13,8,3,3,1,0,0,0,0,0
7934,9,6,3,3,5,0,1,0,0,0,0,0,0
7935,11,5,3,4,5,1,1,0,0,0,0,0,0
7936,27,8,7,12,10,3,1,0,0,0,1,0,0
7937,20,8,5,10,6,1,2,0,1,0,0,0,0
7938,9,4,3,4,3,1,1,0,0,0,0,0,0
7939,12,5,5,7,2,2,0,0,1,0,0,0,0
7940,62,8,8,36,11,8,1,3,1,1,0,1,0
7941,16,7,5,9,3,2,1,0,1,0,0,0,0
7942,34,9,6,17,11,3,0,1,0,2,0,0,0
7943,15,8,3,7,4,2,2,0,0,0,0,0,0
7944,6,3,3,3,2,0,1,0,0,0,0,0,0
7945,45,8,10,23,13,6,0,1,1,0,0,0,1
7946,20,9,4,12,2,2,3,1,0,0,0,0,0
7947,28,7,5,17,4,3,1,1,2,0,0,0,0
7948,19,9,5,10,5,1,2,0,1,0,0,0,0
7949,19,4,8,13,1,3,1,0,0,0,0,1,0
7950,25,7,6,14,5,2,3,0,0,1,0,0,0
7951,33,6,8,19,7,3,1,2,0,0,0,1,0
7952,26,8,6,12,10,1,1,1,0,1,0,0,0
7953,32,8,5,19,4,5,1,1,2,0,0,0,0
7954,14,9,3,6,5,1,2,0,0,0,0,0,0
7955,16,5,4,9,3,2,0,2,0,0,0,0,0
7956,19,6,4,10,3,4,1,1,0,0,0,0,0
7957,19,7,5,10,5,1,2,0,1,0,0,0,0
7958,43,13,7,21,13,4,2,2,0,0,1,0,0
7959,13,5,4,6,5,0,1,1,0,0,0,0,0
7960,18,5,7,11,3,2,1,0,0,0,1,0,0
7961,23,11,7,12,7,2,0,1,0,0,1,0,0
7962,24,8,4,12,6,2,3,1,0,0,0,0,0
7963,27,7,6,17,3,2,3,1,0,1,0,0,0
7964,13,6,5,7,3,2,0,0,1,0,0,0,0
7965,32,9,7,17,9,1,3,1,0,0,1,0,0
7966,35,6,7,19,9,2,3,0,1,0,1,0,0
7967,32,10,6,14,12,3,1,1,0,1,0,0,0
7968,11,4,5,8,1,0,0,1,1,0,0,0,0
7969,46,9,6,25,11,5,1,1,1,2,0,0,0
7970,29,7,7,14,10,2,1,1,0,0,1,0,0
7971,29,9,5,17,4,5,0,1,2,0,0,0,0
7972,29,7,9,15,9,3,0,1,0,0,0,0,1
7973,25,6,6,14,5,3,1,1,0,1,0,0,0
7974,35,10,8,15,14,4,0,1,0,0,0,1,0
7975,6,3,3,3,2,0,1,0,0,0,0,0,0
7976,17,5,8,10,4,2,0,0,0,0,0,1,0
7977,38,13,5,18,11,4,3,1,1,0,0,0,0
7978,26,11,4,12,8,2,3,1,0,0,0,0,0
7979,30,10,5,15,9,2,1,2,1,0,0,0,0
7980,25,9,5,14,3,6,0,1,1,0,0,0,0
7981,33,9,6,17,7,5,3,0,0,1,0,0,0
7982,25,11,5,12,9,1,1,0,2,0,0,0,0
7983,31,12,6,16,8,3,2,1,0,1,0,0,0
7984,26,10,5,13,7,3,1,1,1,0,0,0,0
7985,14,7,3,7,3,2,2,0,0,0,0,0,0
7986,37,8,6,17,13,3,2,0,1,1,0,0,0
7987,11,4,4,7,1,1,1,1,0,0,0,0,0
7988,30,8,5,17,5,4,1,2,1,0,0,0,0
7989,18,8,6,10,4,2,1,0,0,1,0,0,0
7990,35,13,6,17,10,3,4,0,0,1,0,0,0
7991,16,5,6,9,5,0,0,1,0,1,0,0,0
7992,26,7,9,15,7,2,0,0,1,0,0,0,1
7993,31,8,5,13,11,4,2,0,1,0,0,0,0
7994,10,6,3,4,4,1,1,0,0,0,0,0,0
7995,34,9,5,18,6,6,2,1,1,0,0,0,0
7996,44,11,7,24,9,5,4,0,1,0,1,0,0
7997,23,6,4,12,5,2,3,1,0,0,0,0,0
7998,11,4,7,7,3,0,0,0,0,0,1,0,0
7999,16,10,3,5,8,2,1,0,0,0,0,0,0
8000,26,10,3,11,9,2,4,0,0,0,0,0,0
8001,23,12,4,11,7,1,3,1,0,0,0,0,0
8002,10,6,3,5,3,0,2,0,0,0,0,0,0
8003,13,5,3,8,1,1,3,0,0,0,0,0,0
8004,29,8,6,15,8,3,1,0,1,1,0,0,0
8005,23,11,4,10,8,3,0,2,0,0,0,0,0
8006,16,7,3,5,8,2,1,0,0,0,0,0,0
8007,31,13,6,14,10,4,2,0,0,1,0,0,0
8008,20,6,5,8,8,3,0,0,1,0,0,0,0
8009,24,10,4,12,7,1,2,2,0,0,0,0,0
8010,20,6,5,10,5,3,1,0,1,0,0,0,0
8011,33,15,6,15,12,3,0,2,0,1,0,0,0
8012,42,18,9,19,16,4,0,2,0,0,0,0,1
8013,48,12,7,22,16,6,1,1,1,0,1,0,0
8014,28,7,7,16,7,0,3,1,0,0,1,0,0
8015,20,7,5,11,5,0,3,0,1,0,0,0,0
8016,19,8,5,9,5,4,0,0,1,0,0,0,0
8017,29,9,5,15,6,4,3,0,1,0,0,0,0
8018,27,9,6,14,8,1,2,1,0,1,0,0,0
8019,18,4,6,12,2,2,0,0,1,1,0,0,0
8020,26,10,5,10,10,5,0,0,1,0,0,0,0
8021,37,6,9,25,3,4,2,1,0,1,0,0,1
8022,9,3,4,5,2,1,0,1,0,0,0,0,0
8023,8,3,4,6,0,0,1,1,0,0,0,0,0
8024,22,4,6,15,2,2,1,0,0,2,0,0,0
8025,17,7,5,10,3,1,2,0,1,0,0,0,0
8026,12,4,4,7,2,1,1,1,0,0,0,0,0
8027,23,8,5,11,7,3,0,1,1,0,0,0,0
8028,23,12,3,9,8,4,2,0,0,0,0,0,0
8029,5,2,4,4,0,0,0,1,0,0,0,0,0
8030,15,4,5,10,1,2,0,1,1,0,0,0,0
8031,18,8,6,11,3,1,2,0,0,1,0,0,0
8032,31,13,4,15,7,6,1,2,0,0,0,0,0
8033,22,9,5,11,6,2,2,0,1,0,0,0,0
8034,42,11,5,20,11,6,3,1,1,0,0,0,0
8035,20,10,5,9,6,4,0,0,1,0,0,0,0
8036,34,14,5,16,11,3,1,2,1,0,0,0,0
8037,37,14,4,16,12,5,2,2,0,0,0,0,0
8038,22,9,5,11,6,3,0,1,1,0,0,0,0
8039,26,8,6,17,2,2,3,1,0,1,0,0,0
8040,13,4,6,10,1,0,0,0,1,1,0,0,0
8041,33,8,5,16,8,6,1,1,1,0,0,0,0
8042,29,11,5,15,7,3,2,1,1,0,0,0,0
8043,14,7,3,7,3,2,2,0,0,0,0,0,0
8044,21,8,5,11,3,6,0,0,1,0,0,0,0
8045,25,8,4,12,7,3,1,2,0,0,0,0,0
8046,29,9,5,14,10,1,2,0,2,0,0,0,0
8047,32,11,3,14,8,7,3,0,0,0,0,0,0
8048,23,12,3,11,5,4,3,0,0,0,0,0,0
8049,21,10,4,9,7,3,1,1,0,0,0,0,0
8050,15,9,3,6,6,1,2,0,0,0,0,0,0
8051,35,13,5,14,14,3,3,0,1,0,0,0,0
8052,83,14,6,37,27,11,3,3,0,2,0,0,0
8053,41,13,6,17,15,6,1,1,0,1,0,0,0
8054,45,12,8,25,10,6,0,1,2,0,0,1,0
8055,32,9,5,16,7,5,3,0,1,0,0,0,0
8056,47,13,6,24,11,6,3,2,0,1,0,0,0
8057,44,16,4,20,11,9,2,2,0,0,0,0,0
8058,14,5,6,9,2,1,1,0,0,1,0,0,0
8059,12,4,6,8,2,0,1,0,0,1,0,0,0
8060,34,16,4,12,15,5,0,2,0,0,0,0,0
8061,29,9,5,16,6,3,2,0,2,0,0,0,0
8062,49,13,5,22,16,5,3,2,1,0,0,0,0
8063,17,9,3,7,5,4,1,0,0,0,0,0,0
8064,29,10,5,15,9,1,0,3,1,0,0,0,0
8065,22,8,5,12,5,2,1,1,1,0,0,0,0
8066,16,8,3,6,7,1,2,0,0,0,0,0,0
8067,38,12,8,18,12,4,3,0,0,0,0,1,0
8068,26,11,6,14,7,2,1,0,1,1,0,0,0
8069,33,13,4,16,7,6,3,1,0,0,0,0,0
8070,46,9,5,23,10,7,4,1,1,0,0,0,0
8071,19,8,5,11,3,3,0,1,1,0,0,0,0
