# _root_ Bir konuda bilgi _ verirken veya bir gerçeği _ savunurken , _ türlü kanıtlardan _ _ faydalanan , bunları bilimsel biçimde _ inceleyen gazete ve dergi yazılarına makale _ denir .
#goldHeads=2,4,4,5,6,10,8,9,10,16,0,13,14,16,16,17,18,23,22,21,22,23,24,25,26,27,30,30,30,31,0,
#predictedHeads=2,4,4,5,6,7,8,9,10,30,0,13,14,16,16,17,18,24,22,21,22,23,24,25,26,27,30,30,30,31,0,
(23,12),(23,21),-0.320112 # DEPENDENCYPART_SIBL
(23,12),(23,22),-0.679666 # DEPENDENCYPART_SIBL
(23,14),(23,15),-0.157047 # DEPENDENCYPART_SIBL
(23,14),(23,18),-0.00656632 # DEPENDENCYPART_SIBL
(23,14),(23,20),0.0840482 # DEPENDENCYPART_SIBL
(23,14),(23,21),0.0339781 # DEPENDENCYPART_SIBL
(23,14),(23,22),0.0453222 # DEPENDENCYPART_SIBL
(23,15),(23,18),-0.128658 # DEPENDENCYPART_SIBL
(23,15),(23,20),-0.174549 # DEPENDENCYPART_SIBL
(23,15),(23,21),-0.320112 # DEPENDENCYPART_SIBL
(23,15),(23,22),-0.679666 # DEPENDENCYPART_SIBL
(23,18),(23,20),0.0625518 # DEPENDENCYPART_SIBL
(23,18),(23,21),0.0394847 # DEPENDENCYPART_SIBL
(23,18),(23,22),-0.201851 # DEPENDENCYPART_SIBL
(23,20),(23,21),0.0802669 # DEPENDENCYPART_SIBL
(23,20),(23,22),0.0290115 # DEPENDENCYPART_SIBL
(23,21),(23,22),0.0566119 # DEPENDENCYPART_SIBL
(24,7),(24,10),-0.0147695 # DEPENDENCYPART_SIBL
(24,7),(24,12),0.088669 # DEPENDENCYPART_SIBL
(24,7),(24,13),0.0354713 # DEPENDENCYPART_SIBL
(24,7),(24,14),0.150332 # DEPENDENCYPART_SIBL
(24,7),(24,15),0.088669 # DEPENDENCYPART_SIBL
(24,7),(24,17),0.066533 # DEPENDENCYPART_SIBL
(24,7),(24,18),-0.030321 # DEPENDENCYPART_SIBL
(24,7),(24,19),0.0271158 # DEPENDENCYPART_SIBL
(24,7),(24,20),0.0738157 # DEPENDENCYPART_SIBL
(24,7),(24,21),0.144134 # DEPENDENCYPART_SIBL
(24,7),(24,22),-0.068981 # DEPENDENCYPART_SIBL
(24,7),(24,23),0.0665314 # DEPENDENCYPART_SIBL
(24,7),(24,25),-0.059502 # DEPENDENCYPART_SIBL
(24,7),(24,26),0.0816647 # DEPENDENCYPART_SIBL
(24,7),(24,27),0.0816647 # DEPENDENCYPART_SIBL
(24,7),(24,28),0.0816647 # DEPENDENCYPART_SIBL
(24,7),(24,29),0.00425294 # DEPENDENCYPART_SIBL
(24,10),(24,12),-0.0113173 # DEPENDENCYPART_SIBL
(24,10),(24,13),0.021073 # DEPENDENCYPART_SIBL
(24,10),(24,14),0.113097 # DEPENDENCYPART_SIBL
(24,10),(24,15),-0.0113173 # DEPENDENCYPART_SIBL
(24,10),(24,17),0.0258693 # DEPENDENCYPART_SIBL
(24,10),(24,18),-0.044443 # DEPENDENCYPART_SIBL
(24,10),(24,19),0.0690844 # DEPENDENCYPART_SIBL
(24,10),(24,20),0.0264805 # DEPENDENCYPART_SIBL
(24,10),(24,21),0.116406 # DEPENDENCYPART_SIBL
(24,10),(24,22),-0.00315027 # DEPENDENCYPART_SIBL
(24,10),(24,23),0.0258671 # DEPENDENCYPART_SIBL
(24,10),(24,25),-0.086342 # DEPENDENCYPART_SIBL
(24,10),(24,26),0.0390386 # DEPENDENCYPART_SIBL
(24,10),(24,27),0.0390386 # DEPENDENCYPART_SIBL
(24,10),(24,28),0.0390386 # DEPENDENCYPART_SIBL
(24,10),(24,29),-0.0368512 # DEPENDENCYPART_SIBL
(24,12),(24,13),-0.300239 # DEPENDENCYPART_SIBL
(24,12),(24,14),-0.439026 # DEPENDENCYPART_SIBL
(24,12),(24,15),-0.934919 # DEPENDENCYPART_SIBL
(24,12),(24,17),-0.327106 # DEPENDENCYPART_SIBL
(24,12),(24,18),-0.274376 # DEPENDENCYPART_SIBL
(24,12),(24,19),-0.171181 # DEPENDENCYPART_SIBL
(24,12),(24,20),-0.335287 # DEPENDENCYPART_SIBL
(24,12),(24,21),-0.430605 # DEPENDENCYPART_SIBL
(24,12),(24,22),-0.783676 # DEPENDENCYPART_SIBL
(24,12),(24,23),-0.327111 # DEPENDENCYPART_SIBL
(24,12),(24,25),-0.306923 # DEPENDENCYPART_SIBL
(24,12),(24,26),-0.0363278 # DEPENDENCYPART_SIBL
(24,12),(24,27),-0.0363278 # DEPENDENCYPART_SIBL
(24,12),(24,28),-0.0363278 # DEPENDENCYPART_SIBL
(24,12),(24,29),-0.0734496 # DEPENDENCYPART_SIBL
(24,13),(24,14),0.112689 # DEPENDENCYPART_SIBL
(24,13),(24,15),-0.0590716 # DEPENDENCYPART_SIBL
(24,13),(24,17),0.091055 # DEPENDENCYPART_SIBL
(24,13),(24,18),-0.0225098 # DEPENDENCYPART_SIBL
(24,13),(24,19),0.114243 # DEPENDENCYPART_SIBL
(24,13),(24,20),0.103036 # DEPENDENCYPART_SIBL
(24,13),(24,21),0.105449 # DEPENDENCYPART_SIBL
(24,13),(24,22),-0.00770974 # DEPENDENCYPART_SIBL
(24,13),(24,23),0.0910535 # DEPENDENCYPART_SIBL
(24,13),(24,25),-0.126994 # DEPENDENCYPART_SIBL
(24,13),(24,26),0.0947339 # DEPENDENCYPART_SIBL
(24,13),(24,27),0.0947339 # DEPENDENCYPART_SIBL
(24,13),(24,28),0.0947339 # DEPENDENCYPART_SIBL
(24,13),(24,29),-0.00620959 # DEPENDENCYPART_SIBL
(24,14),(24,15),-0.16734 # DEPENDENCYPART_SIBL
(24,14),(24,17),0.0915241 # DEPENDENCYPART_SIBL
(24,14),(24,18),-0.0656379 # DEPENDENCYPART_SIBL
(24,14),(24,19),0.0585877 # DEPENDENCYPART_SIBL
(24,14),(24,20),0.0833439 # DEPENDENCYPART_SIBL
(24,14),(24,21),0.00140654 # DEPENDENCYPART_SIBL
(24,14),(24,22),0.0269906 # DEPENDENCYPART_SIBL
(24,14),(24,23),0.0915201 # DEPENDENCYPART_SIBL
(24,14),(24,25),-0.123427 # DEPENDENCYPART_SIBL
(24,14),(24,26),-0.0209518 # DEPENDENCYPART_SIBL
(24,14),(24,27),-0.0209518 # DEPENDENCYPART_SIBL
(24,14),(24,28),-0.0209518 # DEPENDENCYPART_SIBL
(24,14),(24,29),-0.0536802 # DEPENDENCYPART_SIBL
(24,15),(24,17),-0.327106 # DEPENDENCYPART_SIBL
(24,15),(24,18),-0.274376 # DEPENDENCYPART_SIBL
(24,15),(24,19),-0.171181 # DEPENDENCYPART_SIBL
(24,15),(24,20),-0.335287 # DEPENDENCYPART_SIBL
(24,15),(24,21),-0.430605 # DEPENDENCYPART_SIBL
(24,15),(24,22),-0.783676 # DEPENDENCYPART_SIBL
(24,15),(24,23),-0.327111 # DEPENDENCYPART_SIBL
(24,15),(24,25),-0.306923 # DEPENDENCYPART_SIBL
(24,15),(24,26),-0.0363278 # DEPENDENCYPART_SIBL
(24,15),(24,27),-0.0363278 # DEPENDENCYPART_SIBL
(24,15),(24,28),-0.0363278 # DEPENDENCYPART_SIBL
(24,15),(24,29),-0.0734496 # DEPENDENCYPART_SIBL
(24,17),(24,18),-0.030237 # DEPENDENCYPART_SIBL
(24,17),(24,19),0.100163 # DEPENDENCYPART_SIBL
(24,17),(24,20),0.107174 # DEPENDENCYPART_SIBL
(24,17),(24,21),0.0817218 # DEPENDENCYPART_SIBL
(24,17),(24,22),-0.0133275 # DEPENDENCYPART_SIBL
(24,17),(24,23),0.0951913 # DEPENDENCYPART_SIBL
(24,17),(24,25),-0.126994 # DEPENDENCYPART_SIBL
(24,17),(24,26),0.0947404 # DEPENDENCYPART_SIBL
(24,17),(24,27),0.0947404 # DEPENDENCYPART_SIBL
(24,17),(24,28),0.0947404 # DEPENDENCYPART_SIBL
(24,17),(24,29),-0.00620933 # DEPENDENCYPART_SIBL
(24,18),(24,19),0.0760661 # DEPENDENCYPART_SIBL
(24,18),(24,20),0.0219767 # DEPENDENCYPART_SIBL
(24,18),(24,21),0.00358598 # DEPENDENCYPART_SIBL
(24,18),(24,22),-0.228157 # DEPENDENCYPART_SIBL
(24,18),(24,23),0.0212642 # DEPENDENCYPART_SIBL
(24,18),(24,25),-0.0890269 # DEPENDENCYPART_SIBL
(24,18),(24,26),0.0422724 # DEPENDENCYPART_SIBL
(24,18),(24,27),0.0422724 # DEPENDENCYPART_SIBL
(24,18),(24,28),0.0422724 # DEPENDENCYPART_SIBL
(24,18),(24,29),-0.0569933 # DEPENDENCYPART_SIBL
(24,19),(24,20),0.0935013 # DEPENDENCYPART_SIBL
(24,19),(24,21),0.0278018 # DEPENDENCYPART_SIBL
(24,19),(24,22),-0.0392487 # DEPENDENCYPART_SIBL
(24,19),(24,23),0.0919529 # DEPENDENCYPART_SIBL
(24,19),(24,25),-0.0755335 # DEPENDENCYPART_SIBL
(24,19),(24,26),0.00865245 # DEPENDENCYPART_SIBL
(24,19),(24,27),0.00865245 # DEPENDENCYPART_SIBL
(24,19),(24,28),0.00865245 # DEPENDENCYPART_SIBL
(24,19),(24,29),-0.0247271 # DEPENDENCYPART_SIBL
(24,20),(24,21),0.0521974 # DEPENDENCYPART_SIBL
(24,20),(24,22),-0.00555946 # DEPENDENCYPART_SIBL
(24,20),(24,23),0.0691178 # DEPENDENCYPART_SIBL
(24,20),(24,25),-0.126598 # DEPENDENCYPART_SIBL
(24,20),(24,26),0.0922111 # DEPENDENCYPART_SIBL
(24,20),(24,27),0.0922111 # DEPENDENCYPART_SIBL
(24,20),(24,28),0.0922111 # DEPENDENCYPART_SIBL
(24,20),(24,29),-0.00831821 # DEPENDENCYPART_SIBL
(24,21),(24,22),0.0390683 # DEPENDENCYPART_SIBL
(24,21),(24,23),0.0914295 # DEPENDENCYPART_SIBL
(24,21),(24,25),-0.123427 # DEPENDENCYPART_SIBL
(24,21),(24,26),-0.0209518 # DEPENDENCYPART_SIBL
(24,21),(24,27),-0.0209518 # DEPENDENCYPART_SIBL
(24,21),(24,28),-0.0209518 # DEPENDENCYPART_SIBL
(24,21),(24,29),-0.0536812 # DEPENDENCYPART_SIBL
(24,22),(24,23),-0.346607 # DEPENDENCYPART_SIBL
(24,22),(24,25),-0.253241 # DEPENDENCYPART_SIBL
(24,22),(24,26),0.0257743 # DEPENDENCYPART_SIBL
(24,22),(24,27),0.0257743 # DEPENDENCYPART_SIBL
(24,22),(24,28),0.0257743 # DEPENDENCYPART_SIBL
(24,22),(24,29),-0.0470434 # DEPENDENCYPART_SIBL
(24,23),(24,25),-0.126994 # DEPENDENCYPART_SIBL
(24,23),(24,26),0.094734 # DEPENDENCYPART_SIBL
(24,23),(24,27),0.094734 # DEPENDENCYPART_SIBL
(24,23),(24,28),0.094734 # DEPENDENCYPART_SIBL
(24,23),(24,29),-0.00620939 # DEPENDENCYPART_SIBL
(24,25),(24,26),-0.0423235 # DEPENDENCYPART_SIBL
(24,25),(24,27),-0.0423235 # DEPENDENCYPART_SIBL
(24,25),(24,28),-0.0423235 # DEPENDENCYPART_SIBL
(24,25),(24,29),-0.0584283 # DEPENDENCYPART_SIBL
(24,26),(24,27),-0.0253263 # DEPENDENCYPART_SIBL
(24,26),(24,28),-0.0253263 # DEPENDENCYPART_SIBL
(24,26),(24,29),-0.0226956 # DEPENDENCYPART_SIBL
(24,27),(24,28),-0.0253263 # DEPENDENCYPART_SIBL
(24,27),(24,29),-0.0226956 # DEPENDENCYPART_SIBL
(24,28),(24,29),-0.0226956 # DEPENDENCYPART_SIBL
(25,21),(25,22),-0.0593782 # DEPENDENCYPART_SIBL
(25,21),(25,24),-0.352054 # DEPENDENCYPART_SIBL
(25,21),(25,26),-0.0280538 # DEPENDENCYPART_SIBL
(25,21),(25,27),-0.0280538 # DEPENDENCYPART_SIBL
(25,22),(25,24),-0.346854 # DEPENDENCYPART_SIBL
(25,22),(25,26),-0.0181713 # DEPENDENCYPART_SIBL
(25,22),(25,27),-0.0181713 # DEPENDENCYPART_SIBL
(25,24),(25,26),-0.0280538 # DEPENDENCYPART_SIBL
(25,24),(25,27),-0.0280538 # DEPENDENCYPART_SIBL
(25,26),(25,27),-0.0427065 # DEPENDENCYPART_SIBL
(26,17),(26,19),0.100163 # DEPENDENCYPART_SIBL
(26,17),(26,20),0.107174 # DEPENDENCYPART_SIBL
(26,17),(26,21),0.0817218 # DEPENDENCYPART_SIBL
(26,17),(26,22),-0.0133275 # DEPENDENCYPART_SIBL
(26,17),(26,23),0.0951913 # DEPENDENCYPART_SIBL
(26,17),(26,24),0.088962 # DEPENDENCYPART_SIBL
(26,17),(26,25),-0.00768989 # DEPENDENCYPART_SIBL
(26,17),(26,27),0.0947404 # DEPENDENCYPART_SIBL
(26,17),(26,28),0.0947404 # DEPENDENCYPART_SIBL
(26,17),(26,29),-0.00620933 # DEPENDENCYPART_SIBL
(26,19),(26,20),0.0935013 # DEPENDENCYPART_SIBL
(26,19),(26,21),0.0278018 # DEPENDENCYPART_SIBL
(26,19),(26,22),-0.0392487 # DEPENDENCYPART_SIBL
(26,19),(26,23),0.0919529 # DEPENDENCYPART_SIBL
(26,19),(26,24),0.0305963 # DEPENDENCYPART_SIBL
(26,19),(26,25),-0.0299239 # DEPENDENCYPART_SIBL
(26,19),(26,27),0.00865245 # DEPENDENCYPART_SIBL
(26,19),(26,28),0.00865245 # DEPENDENCYPART_SIBL
(26,19),(26,29),-0.0247271 # DEPENDENCYPART_SIBL
(26,20),(26,21),0.0521974 # DEPENDENCYPART_SIBL
(26,20),(26,22),-0.00555946 # DEPENDENCYPART_SIBL
(26,20),(26,23),0.0691178 # DEPENDENCYPART_SIBL
(26,20),(26,24),0.0594377 # DEPENDENCYPART_SIBL
(26,20),(26,25),-0.0210141 # DEPENDENCYPART_SIBL
(26,20),(26,27),0.0922111 # DEPENDENCYPART_SIBL
(26,20),(26,28),0.0922111 # DEPENDENCYPART_SIBL
(26,20),(26,29),-0.00831821 # DEPENDENCYPART_SIBL
(26,21),(26,22),0.0390683 # DEPENDENCYPART_SIBL
(26,21),(26,23),0.0914295 # DEPENDENCYPART_SIBL
(26,21),(26,24),-0.00125694 # DEPENDENCYPART_SIBL
(26,21),(26,25),-0.0358978 # DEPENDENCYPART_SIBL
(26,21),(26,27),-0.0209518 # DEPENDENCYPART_SIBL
(26,21),(26,28),-0.0209518 # DEPENDENCYPART_SIBL
(26,21),(26,29),-0.0536812 # DEPENDENCYPART_SIBL
(26,22),(26,23),-0.346607 # DEPENDENCYPART_SIBL
(26,22),(26,24),-0.331033 # DEPENDENCYPART_SIBL
(26,22),(26,25),-0.135266 # DEPENDENCYPART_SIBL
(26,22),(26,27),0.0257743 # DEPENDENCYPART_SIBL
(26,22),(26,28),0.0257743 # DEPENDENCYPART_SIBL
(26,22),(26,29),-0.0470434 # DEPENDENCYPART_SIBL
(26,23),(26,24),0.0889539 # DEPENDENCYPART_SIBL
(26,23),(26,25),-0.00769345 # DEPENDENCYPART_SIBL
(26,23),(26,27),0.094734 # DEPENDENCYPART_SIBL
(26,23),(26,28),0.094734 # DEPENDENCYPART_SIBL
(26,23),(26,29),-0.00620939 # DEPENDENCYPART_SIBL
(26,24),(26,25),-0.0358976 # DEPENDENCYPART_SIBL
(26,24),(26,27),-0.0209518 # DEPENDENCYPART_SIBL
(26,24),(26,28),-0.0209518 # DEPENDENCYPART_SIBL
(26,24),(26,29),-0.0536802 # DEPENDENCYPART_SIBL
(26,25),(26,27),-0.0019562 # DEPENDENCYPART_SIBL
(26,25),(26,28),-0.0019562 # DEPENDENCYPART_SIBL
(26,25),(26,29),-0.0268717 # DEPENDENCYPART_SIBL
(26,27),(26,28),-0.0253263 # DEPENDENCYPART_SIBL
(26,27),(26,29),-0.0226956 # DEPENDENCYPART_SIBL
(26,28),(26,29),-0.0226956 # DEPENDENCYPART_SIBL
(27,17),(27,18),-0.030237 # DEPENDENCYPART_SIBL
(27,17),(27,19),0.100163 # DEPENDENCYPART_SIBL
(27,17),(27,20),0.107174 # DEPENDENCYPART_SIBL
(27,17),(27,21),0.0817218 # DEPENDENCYPART_SIBL
(27,17),(27,22),-0.0133275 # DEPENDENCYPART_SIBL
(27,17),(27,23),0.0951913 # DEPENDENCYPART_SIBL
(27,17),(27,24),0.088962 # DEPENDENCYPART_SIBL
(27,17),(27,25),-0.00768989 # DEPENDENCYPART_SIBL
(27,17),(27,26),0.088962 # DEPENDENCYPART_SIBL
(27,17),(27,28),0.0947404 # DEPENDENCYPART_SIBL
(27,17),(27,29),-0.00620933 # DEPENDENCYPART_SIBL
(27,18),(27,19),0.0760661 # DEPENDENCYPART_SIBL
(27,18),(27,20),0.0219767 # DEPENDENCYPART_SIBL
(27,18),(27,21),0.00358598 # DEPENDENCYPART_SIBL
(27,18),(27,22),-0.228157 # DEPENDENCYPART_SIBL
(27,18),(27,23),0.0212642 # DEPENDENCYPART_SIBL
(27,18),(27,24),0.00649166 # DEPENDENCYPART_SIBL
(27,18),(27,25),-0.0371264 # DEPENDENCYPART_SIBL
(27,18),(27,26),0.00649166 # DEPENDENCYPART_SIBL
(27,18),(27,28),0.0422724 # DEPENDENCYPART_SIBL
(27,18),(27,29),-0.0569933 # DEPENDENCYPART_SIBL
(27,19),(27,20),0.0935013 # DEPENDENCYPART_SIBL
(27,19),(27,21),0.0278018 # DEPENDENCYPART_SIBL
(27,19),(27,22),-0.0392487 # DEPENDENCYPART_SIBL
(27,19),(27,23),0.0919529 # DEPENDENCYPART_SIBL
(27,19),(27,24),0.0305963 # DEPENDENCYPART_SIBL
(27,19),(27,25),-0.0299239 # DEPENDENCYPART_SIBL
(27,19),(27,26),0.0305963 # DEPENDENCYPART_SIBL
(27,19),(27,28),0.00865245 # DEPENDENCYPART_SIBL
(27,19),(27,29),-0.0247271 # DEPENDENCYPART_SIBL
(27,20),(27,21),0.0521974 # DEPENDENCYPART_SIBL
(27,20),(27,22),-0.00555946 # DEPENDENCYPART_SIBL
(27,20),(27,23),0.0691178 # DEPENDENCYPART_SIBL
(27,20),(27,24),0.0594377 # DEPENDENCYPART_SIBL
(27,20),(27,25),-0.0210141 # DEPENDENCYPART_SIBL
(27,20),(27,26),0.0594377 # DEPENDENCYPART_SIBL
(27,20),(27,28),0.0922111 # DEPENDENCYPART_SIBL
(27,20),(27,29),-0.00831821 # DEPENDENCYPART_SIBL
(27,21),(27,22),0.0390683 # DEPENDENCYPART_SIBL
(27,21),(27,23),0.0914295 # DEPENDENCYPART_SIBL
(27,21),(27,24),-0.00125694 # DEPENDENCYPART_SIBL
(27,21),(27,25),-0.0358978 # DEPENDENCYPART_SIBL
(27,21),(27,26),-0.00125694 # DEPENDENCYPART_SIBL
(27,21),(27,28),-0.0209518 # DEPENDENCYPART_SIBL
(27,21),(27,29),-0.0536812 # DEPENDENCYPART_SIBL
(27,22),(27,23),-0.346607 # DEPENDENCYPART_SIBL
(27,22),(27,24),-0.331033 # DEPENDENCYPART_SIBL
(27,22),(27,25),-0.135266 # DEPENDENCYPART_SIBL
(27,22),(27,26),-0.331033 # DEPENDENCYPART_SIBL
(27,22),(27,28),0.0257743 # DEPENDENCYPART_SIBL
(27,22),(27,29),-0.0470434 # DEPENDENCYPART_SIBL
(27,23),(27,24),0.0889539 # DEPENDENCYPART_SIBL
(27,23),(27,25),-0.00769345 # DEPENDENCYPART_SIBL
(27,23),(27,26),0.0889539 # DEPENDENCYPART_SIBL
(27,23),(27,28),0.094734 # DEPENDENCYPART_SIBL
(27,23),(27,29),-0.00620939 # DEPENDENCYPART_SIBL
(27,24),(27,25),-0.0358976 # DEPENDENCYPART_SIBL
(27,24),(27,26),-0.0070149 # DEPENDENCYPART_SIBL
(27,24),(27,28),-0.0209518 # DEPENDENCYPART_SIBL
(27,24),(27,29),-0.0536802 # DEPENDENCYPART_SIBL
(27,25),(27,26),0.0636399 # DEPENDENCYPART_SIBL
(27,25),(27,28),-0.0019562 # DEPENDENCYPART_SIBL
(27,25),(27,29),-0.0268717 # DEPENDENCYPART_SIBL
(27,26),(27,28),-0.0209518 # DEPENDENCYPART_SIBL
(27,26),(27,29),-0.0536802 # DEPENDENCYPART_SIBL
(27,28),(27,29),-0.0226956 # DEPENDENCYPART_SIBL
(28,17),(28,19),0.105358 # DEPENDENCYPART_SIBL
(28,17),(28,20),0.133149 # DEPENDENCYPART_SIBL
(28,17),(28,21),0.0869169 # DEPENDENCYPART_SIBL
(28,17),(28,22),-0.00813237 # DEPENDENCYPART_SIBL
(28,17),(28,23),0.110777 # DEPENDENCYPART_SIBL
(28,17),(28,24),0.0941572 # DEPENDENCYPART_SIBL
(28,17),(28,25),-0.00249476 # DEPENDENCYPART_SIBL
(28,17),(28,26),0.0941572 # DEPENDENCYPART_SIBL
(28,17),(28,27),0.0941572 # DEPENDENCYPART_SIBL
(28,17),(28,29),-0.00620933 # DEPENDENCYPART_SIBL
(28,19),(28,20),0.103892 # DEPENDENCYPART_SIBL
(28,19),(28,21),0.0278018 # DEPENDENCYPART_SIBL
(28,19),(28,22),-0.0392487 # DEPENDENCYPART_SIBL
(28,19),(28,23),0.0971481 # DEPENDENCYPART_SIBL
(28,19),(28,24),0.0305963 # DEPENDENCYPART_SIBL
(28,19),(28,25),-0.0299239 # DEPENDENCYPART_SIBL
(28,19),(28,26),0.0305963 # DEPENDENCYPART_SIBL
(28,19),(28,27),0.0305963 # DEPENDENCYPART_SIBL
(28,19),(28,29),-0.0247271 # DEPENDENCYPART_SIBL
(28,20),(28,21),0.0573926 # DEPENDENCYPART_SIBL
(28,20),(28,22),-0.000364331 # DEPENDENCYPART_SIBL
(28,20),(28,23),0.0847032 # DEPENDENCYPART_SIBL
(28,20),(28,24),0.0646328 # DEPENDENCYPART_SIBL
(28,20),(28,25),-0.015819 # DEPENDENCYPART_SIBL
(28,20),(28,26),0.0646328 # DEPENDENCYPART_SIBL
(28,20),(28,27),0.0646328 # DEPENDENCYPART_SIBL
(28,20),(28,29),-0.00831821 # DEPENDENCYPART_SIBL
(28,21),(28,22),0.0390683 # DEPENDENCYPART_SIBL
(28,21),(28,23),0.0966247 # DEPENDENCYPART_SIBL
(28,21),(28,24),-0.00125694 # DEPENDENCYPART_SIBL
(28,21),(28,25),-0.0358978 # DEPENDENCYPART_SIBL
(28,21),(28,26),-0.00125694 # DEPENDENCYPART_SIBL
(28,21),(28,27),-0.00125694 # DEPENDENCYPART_SIBL
(28,21),(28,29),-0.0536812 # DEPENDENCYPART_SIBL
(28,22),(28,23),-0.341412 # DEPENDENCYPART_SIBL
(28,22),(28,24),-0.331033 # DEPENDENCYPART_SIBL
(28,22),(28,25),-0.135266 # DEPENDENCYPART_SIBL
(28,22),(28,26),-0.331033 # DEPENDENCYPART_SIBL
(28,22),(28,27),-0.331033 # DEPENDENCYPART_SIBL
(28,22),(28,29),-0.0470434 # DEPENDENCYPART_SIBL
(28,23),(28,24),0.094149 # DEPENDENCYPART_SIBL
(28,23),(28,25),-0.00249832 # DEPENDENCYPART_SIBL
(28,23),(28,26),0.094149 # DEPENDENCYPART_SIBL
(28,23),(28,27),0.094149 # DEPENDENCYPART_SIBL
(28,23),(28,29),-0.00620939 # DEPENDENCYPART_SIBL
(28,24),(28,25),-0.0358976 # DEPENDENCYPART_SIBL
(28,24),(28,26),-0.0070149 # DEPENDENCYPART_SIBL
(28,24),(28,27),-0.0070149 # DEPENDENCYPART_SIBL
(28,24),(28,29),-0.0536802 # DEPENDENCYPART_SIBL
(28,25),(28,26),0.0636399 # DEPENDENCYPART_SIBL
(28,25),(28,27),0.0636399 # DEPENDENCYPART_SIBL
(28,25),(28,29),-0.0268717 # DEPENDENCYPART_SIBL
(28,26),(28,27),-0.0070149 # DEPENDENCYPART_SIBL
(28,26),(28,29),-0.0536802 # DEPENDENCYPART_SIBL
(28,27),(28,29),-0.0536802 # DEPENDENCYPART_SIBL
(29,5),(29,10),0.0404182 # DEPENDENCYPART_SIBL
(29,5),(29,14),0.114706 # DEPENDENCYPART_SIBL
(29,5),(29,19),0.0822538 # DEPENDENCYPART_SIBL
(29,5),(29,20),0.0347249 # DEPENDENCYPART_SIBL
(29,5),(29,21),0.147659 # DEPENDENCYPART_SIBL
(29,5),(29,22),-0.171739 # DEPENDENCYPART_SIBL
(29,5),(29,23),0.0376398 # DEPENDENCYPART_SIBL
(29,5),(29,24),0.114706 # DEPENDENCYPART_SIBL
(29,5),(29,25),-0.0907195 # DEPENDENCYPART_SIBL
(29,5),(29,26),0.114706 # DEPENDENCYPART_SIBL
(29,5),(29,27),0.114706 # DEPENDENCYPART_SIBL
(29,5),(29,28),0.114706 # DEPENDENCYPART_SIBL
(29,5),(29,30),-0.0244838 # DEPENDENCYPART_SIBL
(29,10),(29,14),0.114706 # DEPENDENCYPART_SIBL
(29,10),(29,19),0.0822538 # DEPENDENCYPART_SIBL
(29,10),(29,20),0.0347249 # DEPENDENCYPART_SIBL
(29,10),(29,21),0.147659 # DEPENDENCYPART_SIBL
(29,10),(29,22),-0.171739 # DEPENDENCYPART_SIBL
(29,10),(29,23),0.0376398 # DEPENDENCYPART_SIBL
(29,10),(29,24),0.114706 # DEPENDENCYPART_SIBL
(29,10),(29,25),-0.0907195 # DEPENDENCYPART_SIBL
(29,10),(29,26),0.114706 # DEPENDENCYPART_SIBL
(29,10),(29,27),0.114706 # DEPENDENCYPART_SIBL
(29,10),(29,28),0.114706 # DEPENDENCYPART_SIBL
(29,10),(29,30),-0.0244838 # DEPENDENCYPART_SIBL
(29,14),(29,19),0.0797612 # DEPENDENCYPART_SIBL
(29,14),(29,20),0.0737714 # DEPENDENCYPART_SIBL
(29,14),(29,21),0.0578387 # DEPENDENCYPART_SIBL
(29,14),(29,22),-0.07014 # DEPENDENCYPART_SIBL
(29,14),(29,23),0.0841307 # DEPENDENCYPART_SIBL
(29,14),(29,24),0.0108336 # DEPENDENCYPART_SIBL
(29,14),(29,25),-0.0508589 # DEPENDENCYPART_SIBL
(29,14),(29,26),0.0108336 # DEPENDENCYPART_SIBL
(29,14),(29,27),0.0108336 # DEPENDENCYPART_SIBL
(29,14),(29,28),0.00918111 # DEPENDENCYPART_SIBL
(29,14),(29,30),0.00649932 # DEPENDENCYPART_SIBL
(29,19),(29,20),0.0459958 # DEPENDENCYPART_SIBL
(29,19),(29,21),0.0597422 # DEPENDENCYPART_SIBL
(29,19),(29,22),-0.147025 # DEPENDENCYPART_SIBL
(29,19),(29,23),0.0484432 # DEPENDENCYPART_SIBL
(29,19),(29,24),0.0389961 # DEPENDENCYPART_SIBL
(29,19),(29,25),-0.0712121 # DEPENDENCYPART_SIBL
(29,19),(29,26),0.0389961 # DEPENDENCYPART_SIBL
(29,19),(29,27),0.0389961 # DEPENDENCYPART_SIBL
(29,19),(29,28),0.038996 # DEPENDENCYPART_SIBL
(29,19),(29,30),0.0113346 # DEPENDENCYPART_SIBL
(29,20),(29,21),0.0500936 # DEPENDENCYPART_SIBL
(29,20),(29,22),-0.000144486 # DEPENDENCYPART_SIBL
(29,20),(29,23),0.0572006 # DEPENDENCYPART_SIBL
(29,20),(29,24),0.0330475 # DEPENDENCYPART_SIBL
(29,20),(29,25),-0.0635558 # DEPENDENCYPART_SIBL
(29,20),(29,26),0.0330475 # DEPENDENCYPART_SIBL
(29,20),(29,27),0.0330475 # DEPENDENCYPART_SIBL
(29,20),(29,28),0.0232322 # DEPENDENCYPART_SIBL
(29,20),(29,30),-0.0101831 # DEPENDENCYPART_SIBL
(29,21),(29,22),-0.0237423 # DEPENDENCYPART_SIBL
(29,21),(29,23),0.10304 # DEPENDENCYPART_SIBL
(29,21),(29,24),0.044084 # DEPENDENCYPART_SIBL
