# _root_ Bilim , _ Aydınlanma mücadelesinde , _ insanlığın _ elindeki en _ önemli kazanımlardan _ _ biridir .
#goldHeads=17,0,4,5,17,0,8,10,10,14,13,13,14,17,16,17,18,0,
#predictedHeads=17,0,4,5,17,0,8,9,10,14,13,13,14,17,16,17,18,0,
(13,10),(13,14),0.0140146 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.0850077 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.0233681 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.0222719 # DEPENDENCYPART_SIBL
(14,1),(14,2),-0.0853911 # DEPENDENCYPART_SIBL
(14,1),(14,4),-0.0511804 # DEPENDENCYPART_SIBL
(14,1),(14,5),-0.0511804 # DEPENDENCYPART_SIBL
(14,1),(14,6),-0.0853911 # DEPENDENCYPART_SIBL
(14,1),(14,7),-0.204754 # DEPENDENCYPART_SIBL
(14,1),(14,8),-0.0516392 # DEPENDENCYPART_SIBL
(14,1),(14,9),-0.204754 # DEPENDENCYPART_SIBL
(14,1),(14,10),0.0618196 # DEPENDENCYPART_SIBL
(14,1),(14,11),0.029661 # DEPENDENCYPART_SIBL
(14,1),(14,12),-0.204754 # DEPENDENCYPART_SIBL
(14,1),(14,13),0.116496 # DEPENDENCYPART_SIBL
(14,1),(14,15),-0.0431647 # DEPENDENCYPART_SIBL
(14,1),(14,16),-0.0678656 # DEPENDENCYPART_SIBL
(14,2),(14,4),0.00649166 # DEPENDENCYPART_SIBL
(14,2),(14,5),0.00649166 # DEPENDENCYPART_SIBL
(14,2),(14,6),-0.0839136 # DEPENDENCYPART_SIBL
(14,2),(14,7),-0.319127 # DEPENDENCYPART_SIBL
(14,2),(14,8),0.00603287 # DEPENDENCYPART_SIBL
(14,2),(14,9),-0.319127 # DEPENDENCYPART_SIBL
(14,2),(14,10),0.0212114 # DEPENDENCYPART_SIBL
(14,2),(14,11),9.10927e-05 # DEPENDENCYPART_SIBL
(14,2),(14,12),-0.319127 # DEPENDENCYPART_SIBL
(14,2),(14,13),0.0283268 # DEPENDENCYPART_SIBL
(14,2),(14,15),-0.036629 # DEPENDENCYPART_SIBL
(14,2),(14,16),-0.0142751 # DEPENDENCYPART_SIBL
(14,4),(14,5),-0.0070149 # DEPENDENCYPART_SIBL
(14,4),(14,6),-0.0656379 # DEPENDENCYPART_SIBL
(14,4),(14,7),-0.16734 # DEPENDENCYPART_SIBL
(14,4),(14,8),-0.00747369 # DEPENDENCYPART_SIBL
(14,4),(14,9),-0.16734 # DEPENDENCYPART_SIBL
(14,4),(14,10),0.0914682 # DEPENDENCYPART_SIBL
(14,4),(14,11),0.0501983 # DEPENDENCYPART_SIBL
(14,4),(14,12),-0.16734 # DEPENDENCYPART_SIBL
(14,4),(14,13),0.146389 # DEPENDENCYPART_SIBL
(14,4),(14,15),-0.0429459 # DEPENDENCYPART_SIBL
(14,4),(14,16),-0.0676383 # DEPENDENCYPART_SIBL
(14,5),(14,6),-0.0656379 # DEPENDENCYPART_SIBL
(14,5),(14,7),-0.16734 # DEPENDENCYPART_SIBL
(14,5),(14,8),-0.00747369 # DEPENDENCYPART_SIBL
(14,5),(14,9),-0.16734 # DEPENDENCYPART_SIBL
(14,5),(14,10),0.0914682 # DEPENDENCYPART_SIBL
(14,5),(14,11),0.0501983 # DEPENDENCYPART_SIBL
(14,5),(14,12),-0.16734 # DEPENDENCYPART_SIBL
(14,5),(14,13),0.146389 # DEPENDENCYPART_SIBL
(14,5),(14,15),-0.0429459 # DEPENDENCYPART_SIBL
(14,5),(14,16),-0.0676383 # DEPENDENCYPART_SIBL
(14,6),(14,7),-0.319127 # DEPENDENCYPART_SIBL
(14,6),(14,8),0.00603287 # DEPENDENCYPART_SIBL
(14,6),(14,9),-0.319127 # DEPENDENCYPART_SIBL
(14,6),(14,10),0.0212114 # DEPENDENCYPART_SIBL
(14,6),(14,11),9.10927e-05 # DEPENDENCYPART_SIBL
(14,6),(14,12),-0.319127 # DEPENDENCYPART_SIBL
(14,6),(14,13),0.0283268 # DEPENDENCYPART_SIBL
(14,6),(14,15),-0.036629 # DEPENDENCYPART_SIBL
(14,6),(14,16),-0.0142751 # DEPENDENCYPART_SIBL
(14,7),(14,8),-0.439485 # DEPENDENCYPART_SIBL
(14,7),(14,9),-0.934919 # DEPENDENCYPART_SIBL
(14,7),(14,10),-0.327164 # DEPENDENCYPART_SIBL
(14,7),(14,11),-0.215028 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.934919 # DEPENDENCYPART_SIBL
(14,7),(14,13),-0.279148 # DEPENDENCYPART_SIBL
(14,7),(14,15),-0.035886 # DEPENDENCYPART_SIBL
(14,7),(14,16),-0.0885942 # DEPENDENCYPART_SIBL
(14,8),(14,9),-0.152239 # DEPENDENCYPART_SIBL
(14,8),(14,10),0.0998251 # DEPENDENCYPART_SIBL
(14,8),(14,11),0.0547275 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.152239 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.154746 # DEPENDENCYPART_SIBL
(14,8),(14,15),-0.0429459 # DEPENDENCYPART_SIBL
(14,8),(14,16),-0.0676383 # DEPENDENCYPART_SIBL
(14,9),(14,10),-0.327164 # DEPENDENCYPART_SIBL
(14,9),(14,11),-0.215028 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.934919 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.279148 # DEPENDENCYPART_SIBL
(14,9),(14,15),-0.035886 # DEPENDENCYPART_SIBL
(14,9),(14,16),-0.0885942 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.0244307 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.0782389 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.122472 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.0123316 # DEPENDENCYPART_SIBL
(14,10),(14,16),0.0428016 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.0442372 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.0165992 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.0257632 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.000527788 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.279148 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.035886 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.0885942 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0113314 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.0437301 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.0382712 # DEPENDENCYPART_SIBL
(15,7),(15,8),-0.355919 # DEPENDENCYPART_SIBL
(15,7),(15,9),-1.12859 # DEPENDENCYPART_SIBL
(15,7),(15,11),-0.201649 # DEPENDENCYPART_SIBL
(15,7),(15,12),-1.12859 # DEPENDENCYPART_SIBL
(15,7),(15,13),-0.138923 # DEPENDENCYPART_SIBL
(15,7),(15,14),-0.35546 # DEPENDENCYPART_SIBL
(15,8),(15,9),-0.334994 # DEPENDENCYPART_SIBL
(15,8),(15,11),0.0566285 # DEPENDENCYPART_SIBL
(15,8),(15,12),-0.334994 # DEPENDENCYPART_SIBL
(15,8),(15,13),0.205241 # DEPENDENCYPART_SIBL
(15,8),(15,14),0.0964054 # DEPENDENCYPART_SIBL
(15,9),(15,11),-0.201649 # DEPENDENCYPART_SIBL
(15,9),(15,12),-1.12859 # DEPENDENCYPART_SIBL
(15,9),(15,13),-0.138923 # DEPENDENCYPART_SIBL
(15,9),(15,14),-0.35546 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.125199 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.0409417 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.217325 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.138923 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.35546 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.181048 # DEPENDENCYPART_SIBL
(16,1),(16,4),0.0359412 # DEPENDENCYPART_SIBL
(16,1),(16,5),0.0359412 # DEPENDENCYPART_SIBL
(16,1),(16,6),-0.00429891 # DEPENDENCYPART_SIBL
(16,1),(16,7),-0.356193 # DEPENDENCYPART_SIBL
(16,1),(16,8),0.0350236 # DEPENDENCYPART_SIBL
(16,1),(16,9),-0.356193 # DEPENDENCYPART_SIBL
(16,1),(16,10),0.183132 # DEPENDENCYPART_SIBL
(16,1),(16,11),0.0713924 # DEPENDENCYPART_SIBL
(16,1),(16,12),-0.356193 # DEPENDENCYPART_SIBL
(16,1),(16,13),0.236241 # DEPENDENCYPART_SIBL
(16,1),(16,14),0.0359412 # DEPENDENCYPART_SIBL
(16,1),(16,15),-0.208943 # DEPENDENCYPART_SIBL
(16,4),(16,5),0.0744605 # DEPENDENCYPART_SIBL
(16,4),(16,6),0.0103456 # DEPENDENCYPART_SIBL
(16,4),(16,7),-0.324425 # DEPENDENCYPART_SIBL
(16,4),(16,8),0.073543 # DEPENDENCYPART_SIBL
(16,4),(16,9),-0.324425 # DEPENDENCYPART_SIBL
(16,4),(16,10),0.202738 # DEPENDENCYPART_SIBL
(16,4),(16,11),0.0918678 # DEPENDENCYPART_SIBL
(16,4),(16,12),-0.324425 # DEPENDENCYPART_SIBL
(16,4),(16,13),0.256092 # DEPENDENCYPART_SIBL
(16,4),(16,14),0.0744605 # DEPENDENCYPART_SIBL
(16,4),(16,15),-0.196088 # DEPENDENCYPART_SIBL
(16,5),(16,6),0.0103456 # DEPENDENCYPART_SIBL
(16,5),(16,7),-0.324425 # DEPENDENCYPART_SIBL
(16,5),(16,8),0.073543 # DEPENDENCYPART_SIBL
(16,5),(16,9),-0.324425 # DEPENDENCYPART_SIBL
(16,5),(16,10),0.202738 # DEPENDENCYPART_SIBL
(16,5),(16,11),0.0918678 # DEPENDENCYPART_SIBL
(16,5),(16,12),-0.324425 # DEPENDENCYPART_SIBL
(16,5),(16,13),0.256092 # DEPENDENCYPART_SIBL
(16,5),(16,14),0.0744605 # DEPENDENCYPART_SIBL
(16,5),(16,15),-0.196088 # DEPENDENCYPART_SIBL
(16,6),(16,7),-0.531517 # DEPENDENCYPART_SIBL
(16,6),(16,8),-0.00334263 # DEPENDENCYPART_SIBL
(16,6),(16,9),-0.531517 # DEPENDENCYPART_SIBL
(16,6),(16,10),0.0291783 # DEPENDENCYPART_SIBL
(16,6),(16,11),-0.0298771 # DEPENDENCYPART_SIBL
(16,6),(16,12),-0.531517 # DEPENDENCYPART_SIBL
(16,6),(16,13),0.0352968 # DEPENDENCYPART_SIBL
(16,6),(16,14),-0.00242505 # DEPENDENCYPART_SIBL
(16,6),(16,15),-0.499857 # DEPENDENCYPART_SIBL
(16,7),(16,8),-0.455032 # DEPENDENCYPART_SIBL
(16,7),(16,9),-1.18857 # DEPENDENCYPART_SIBL
(16,7),(16,10),-0.297136 # DEPENDENCYPART_SIBL
(16,7),(16,11),-0.245779 # DEPENDENCYPART_SIBL
(16,7),(16,12),-1.18857 # DEPENDENCYPART_SIBL
(16,7),(16,13),-0.250688 # DEPENDENCYPART_SIBL
(16,7),(16,14),-0.454115 # DEPENDENCYPART_SIBL
(16,7),(16,15),-1.03153 # DEPENDENCYPART_SIBL
(16,8),(16,9),-0.310461 # DEPENDENCYPART_SIBL
(16,8),(16,10),0.209188 # DEPENDENCYPART_SIBL
(16,8),(16,11),0.0952593 # DEPENDENCYPART_SIBL
(16,8),(16,12),-0.310461 # DEPENDENCYPART_SIBL
(16,8),(16,13),0.262542 # DEPENDENCYPART_SIBL
(16,8),(16,14),0.083197 # DEPENDENCYPART_SIBL
(16,8),(16,15),-0.184411 # DEPENDENCYPART_SIBL
(16,9),(16,10),-0.297136 # DEPENDENCYPART_SIBL
(16,9),(16,11),-0.245779 # DEPENDENCYPART_SIBL
(16,9),(16,12),-1.18857 # DEPENDENCYPART_SIBL
(16,9),(16,13),-0.250688 # DEPENDENCYPART_SIBL
(16,9),(16,14),-0.454115 # DEPENDENCYPART_SIBL
(16,9),(16,15),-1.03153 # DEPENDENCYPART_SIBL
(16,10),(16,11),0.0970303 # DEPENDENCYPART_SIBL
(16,10),(16,12),-0.0926907 # DEPENDENCYPART_SIBL
(16,10),(16,13),0.184619 # DEPENDENCYPART_SIBL
(16,10),(16,14),0.180889 # DEPENDENCYPART_SIBL
(16,10),(16,15),-0.117339 # DEPENDENCYPART_SIBL
(16,11),(16,12),-0.120944 # DEPENDENCYPART_SIBL
(16,11),(16,13),0.0605513 # DEPENDENCYPART_SIBL
(16,11),(16,14),0.169764 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.238316 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.250688 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.454115 # DEPENDENCYPART_SIBL
(16,12),(16,15),-1.03153 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.183938 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.0944199 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.196088 # DEPENDENCYPART_SIBL
(17,1),(17,2),-0.165042 # DEPENDENCYPART_SIBL
(17,1),(17,3),0.0261948 # DEPENDENCYPART_SIBL
(17,1),(17,4),-0.104135 # DEPENDENCYPART_SIBL
(17,1),(17,5),-0.104135 # DEPENDENCYPART_SIBL
(17,1),(17,6),-0.165042 # DEPENDENCYPART_SIBL
(17,1),(17,7),-0.0756391 # DEPENDENCYPART_SIBL
(17,1),(17,8),-0.104397 # DEPENDENCYPART_SIBL
(17,1),(17,9),-0.0756391 # DEPENDENCYPART_SIBL
(17,1),(17,11),-0.0697352 # DEPENDENCYPART_SIBL
(17,1),(17,12),-0.0756391 # DEPENDENCYPART_SIBL
(17,1),(17,13),-0.0236757 # DEPENDENCYPART_SIBL
(17,1),(17,14),-0.104135 # DEPENDENCYPART_SIBL
(17,1),(17,15),-0.00704257 # DEPENDENCYPART_SIBL
(17,1),(17,16),-0.0756391 # DEPENDENCYPART_SIBL
(17,2),(17,3),-0.13294 # DEPENDENCYPART_SIBL
(17,2),(17,4),0.0214278 # DEPENDENCYPART_SIBL
(17,2),(17,5),0.0214278 # DEPENDENCYPART_SIBL
(17,2),(17,6),-0.241759 # DEPENDENCYPART_SIBL
(17,2),(17,7),-0.217742 # DEPENDENCYPART_SIBL
(17,2),(17,8),0.0211661 # DEPENDENCYPART_SIBL
(17,2),(17,9),-0.217742 # DEPENDENCYPART_SIBL
(17,2),(17,11),-0.0190346 # DEPENDENCYPART_SIBL
(17,2),(17,12),-0.217742 # DEPENDENCYPART_SIBL
(17,2),(17,13),-0.00191857 # DEPENDENCYPART_SIBL
(17,2),(17,14),0.0214278 # DEPENDENCYPART_SIBL
(17,2),(17,15),-0.220887 # DEPENDENCYPART_SIBL
(17,2),(17,16),-0.217742 # DEPENDENCYPART_SIBL
(17,3),(17,4),-0.553839 # DEPENDENCYPART_SIBL
(17,3),(17,5),-0.553839 # DEPENDENCYPART_SIBL
(17,3),(17,6),-0.444497 # DEPENDENCYPART_SIBL
(17,3),(17,7),-0.943691 # DEPENDENCYPART_SIBL
(17,3),(17,8),-0.5541 # DEPENDENCYPART_SIBL
(17,3),(17,9),-0.943691 # DEPENDENCYPART_SIBL
(17,3),(17,11),-0.382501 # DEPENDENCYPART_SIBL
(17,3),(17,12),-0.943691 # DEPENDENCYPART_SIBL
(17,3),(17,13),-0.507879 # DEPENDENCYPART_SIBL
(17,3),(17,14),-0.553839 # DEPENDENCYPART_SIBL
(17,3),(17,15),-0.890237 # DEPENDENCYPART_SIBL
(17,3),(17,16),-0.943691 # DEPENDENCYPART_SIBL
(17,4),(17,5),-0.0706418 # DEPENDENCYPART_SIBL
(17,4),(17,6),-0.157828 # DEPENDENCYPART_SIBL
(17,4),(17,7),-0.0532037 # DEPENDENCYPART_SIBL
(17,4),(17,8),-0.0709035 # DEPENDENCYPART_SIBL
(17,4),(17,9),-0.0532037 # DEPENDENCYPART_SIBL
(17,4),(17,11),-0.0622379 # DEPENDENCYPART_SIBL
(17,4),(17,12),-0.0532037 # DEPENDENCYPART_SIBL
(17,4),(17,13),-0.0151565 # DEPENDENCYPART_SIBL
(17,4),(17,14),-0.0706418 # DEPENDENCYPART_SIBL
(17,4),(17,15),-0.00970339 # DEPENDENCYPART_SIBL
(17,4),(17,16),-0.0532037 # DEPENDENCYPART_SIBL
(17,5),(17,6),-0.157828 # DEPENDENCYPART_SIBL
(17,5),(17,7),-0.0532037 # DEPENDENCYPART_SIBL
(17,5),(17,8),-0.0709035 # DEPENDENCYPART_SIBL
(17,5),(17,9),-0.0532037 # DEPENDENCYPART_SIBL
(17,5),(17,11),-0.0622379 # DEPENDENCYPART_SIBL
(17,5),(17,12),-0.0532037 # DEPENDENCYPART_SIBL
(17,5),(17,13),-0.0151565 # DEPENDENCYPART_SIBL
(17,5),(17,14),-0.0706418 # DEPENDENCYPART_SIBL
(17,5),(17,15),-0.00970339 # DEPENDENCYPART_SIBL
(17,5),(17,16),-0.0532037 # DEPENDENCYPART_SIBL
(17,6),(17,7),-0.217742 # DEPENDENCYPART_SIBL
(17,6),(17,8),0.0211661 # DEPENDENCYPART_SIBL
(17,6),(17,9),-0.217742 # DEPENDENCYPART_SIBL
(17,6),(17,11),-0.0190346 # DEPENDENCYPART_SIBL
(17,6),(17,12),-0.217742 # DEPENDENCYPART_SIBL
(17,6),(17,13),-0.00191857 # DEPENDENCYPART_SIBL
(17,6),(17,14),0.0214278 # DEPENDENCYPART_SIBL
(17,6),(17,15),-0.220887 # DEPENDENCYPART_SIBL
(17,6),(17,16),-0.217742 # DEPENDENCYPART_SIBL
(17,7),(17,8),-0.621192 # DEPENDENCYPART_SIBL
(17,7),(17,9),-0.957584 # DEPENDENCYPART_SIBL
(17,7),(17,11),-0.431067 # DEPENDENCYPART_SIBL
(17,7),(17,12),-0.957584 # DEPENDENCYPART_SIBL
(17,7),(17,13),-0.454485 # DEPENDENCYPART_SIBL
(17,7),(17,14),-0.620931 # DEPENDENCYPART_SIBL
(17,7),(17,15),-0.797 # DEPENDENCYPART_SIBL
(17,7),(17,16),-0.957584 # DEPENDENCYPART_SIBL
(17,8),(17,9),-0.0513807 # DEPENDENCYPART_SIBL
(17,8),(17,11),-0.0636787 # DEPENDENCYPART_SIBL
(17,8),(17,12),-0.0513807 # DEPENDENCYPART_SIBL
(17,8),(17,13),-0.01476 # DEPENDENCYPART_SIBL
(17,8),(17,14),-0.0703768 # DEPENDENCYPART_SIBL
(17,8),(17,15),-0.00774879 # DEPENDENCYPART_SIBL
(17,8),(17,16),-0.0513807 # DEPENDENCYPART_SIBL
(17,9),(17,11),-0.431067 # DEPENDENCYPART_SIBL
(17,9),(17,12),-0.957584 # DEPENDENCYPART_SIBL
(17,9),(17,13),-0.454485 # DEPENDENCYPART_SIBL
(17,9),(17,14),-0.620931 # DEPENDENCYPART_SIBL
(17,9),(17,15),-0.797 # DEPENDENCYPART_SIBL
(17,9),(17,16),-0.957584 # DEPENDENCYPART_SIBL
(17,11),(17,12),-0.279547 # DEPENDENCYPART_SIBL
(17,11),(17,13),-0.113931 # DEPENDENCYPART_SIBL
(17,11),(17,14),-0.166837 # DEPENDENCYPART_SIBL
(17,11),(17,15),-0.219842 # DEPENDENCYPART_SIBL
(17,11),(17,16),-0.279547 # DEPENDENCYPART_SIBL
(17,12),(17,13),-0.454485 # DEPENDENCYPART_SIBL
(17,12),(17,14),-0.620931 # DEPENDENCYPART_SIBL
(17,12),(17,15),-0.797 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.957584 # DEPENDENCYPART_SIBL
(17,13),(17,14),-0.0512033 # DEPENDENCYPART_SIBL
(17,13),(17,15),0.00912646 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.0452735 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.00970339 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.0532037 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.951543 # DEPENDENCYPART_SIBL
(18,1),(18,2),-0.0660407 # DEPENDENCYPART_SIBL
(18,1),(18,3),-0.0495742 # DEPENDENCYPART_SIBL
(18,1),(18,5),-0.0434523 # DEPENDENCYPART_SIBL
(18,1),(18,6),-0.0660407 # DEPENDENCYPART_SIBL
(18,1),(18,8),-0.0434523 # DEPENDENCYPART_SIBL
(18,1),(18,9),-0.130163 # DEPENDENCYPART_SIBL
(18,1),(18,10),-0.0127417 # DEPENDENCYPART_SIBL
(18,1),(18,11),-0.0437662 # DEPENDENCYPART_SIBL
(18,1),(18,12),-0.130163 # DEPENDENCYPART_SIBL
(18,1),(18,13),0.0029351 # DEPENDENCYPART_SIBL
(18,1),(18,14),-0.0434523 # DEPENDENCYPART_SIBL
(18,1),(18,15),-0.0994508 # DEPENDENCYPART_SIBL
(18,1),(18,16),-0.130163 # DEPENDENCYPART_SIBL
(18,1),(18,17),0.0371364 # DEPENDENCYPART_SIBL
(18,2),(18,3),-0.168714 # DEPENDENCYPART_SIBL
(18,2),(18,5),0.0773112 # DEPENDENCYPART_SIBL
(18,2),(18,6),-0.0750983 # DEPENDENCYPART_SIBL
(18,2),(18,8),0.0773112 # DEPENDENCYPART_SIBL
(18,2),(18,9),-0.117092 # DEPENDENCYPART_SIBL
(18,2),(18,10),0.00831249 # DEPENDENCYPART_SIBL
(18,2),(18,11),-0.0351813 # DEPENDENCYPART_SIBL
(18,2),(18,12),-0.117092 # DEPENDENCYPART_SIBL
(18,2),(18,13),-0.00253714 # DEPENDENCYPART_SIBL
(18,2),(18,14),0.0773112 # DEPENDENCYPART_SIBL
(18,2),(18,15),-0.18609 # DEPENDENCYPART_SIBL
(18,2),(18,16),-0.117092 # DEPENDENCYPART_SIBL
(18,2),(18,17),0.025689 # DEPENDENCYPART_SIBL
(18,3),(18,5),-0.472193 # DEPENDENCYPART_SIBL
(18,3),(18,6),-0.25053 # DEPENDENCYPART_SIBL
(18,3),(18,8),-0.472193 # DEPENDENCYPART_SIBL
(18,3),(18,9),-0.807224 # DEPENDENCYPART_SIBL
(18,3),(18,10),-0.352023 # DEPENDENCYPART_SIBL
(18,3),(18,11),-0.235485 # DEPENDENCYPART_SIBL
(18,3),(18,12),-0.807224 # DEPENDENCYPART_SIBL
(18,3),(18,13),-0.356551 # DEPENDENCYPART_SIBL
(18,3),(18,14),-0.472193 # DEPENDENCYPART_SIBL
(18,3),(18,15),-0.68705 # DEPENDENCYPART_SIBL
(18,3),(18,16),-0.807224 # DEPENDENCYPART_SIBL
(18,3),(18,17),-0.696399 # DEPENDENCYPART_SIBL
(18,5),(18,6),-0.065657 # DEPENDENCYPART_SIBL
(18,5),(18,8),-0.0258927 # DEPENDENCYPART_SIBL
(18,5),(18,9),-0.119944 # DEPENDENCYPART_SIBL
(18,5),(18,10),-0.00844226 # DEPENDENCYPART_SIBL
(18,5),(18,11),-0.042602 # DEPENDENCYPART_SIBL
(18,5),(18,12),-0.119944 # DEPENDENCYPART_SIBL
(18,5),(18,13),0.00735688 # DEPENDENCYPART_SIBL
(18,5),(18,14),-0.0258927 # DEPENDENCYPART_SIBL
(18,5),(18,15),-0.102492 # DEPENDENCYPART_SIBL
(18,5),(18,16),-0.119944 # DEPENDENCYPART_SIBL
(18,5),(18,17),0.0428143 # DEPENDENCYPART_SIBL
(18,6),(18,8),0.0773112 # DEPENDENCYPART_SIBL
(18,6),(18,9),-0.117092 # DEPENDENCYPART_SIBL
(18,6),(18,10),0.00831249 # DEPENDENCYPART_SIBL
(18,6),(18,11),-0.0351813 # DEPENDENCYPART_SIBL
(18,6),(18,12),-0.117092 # DEPENDENCYPART_SIBL
(18,6),(18,13),-0.00253714 # DEPENDENCYPART_SIBL
(18,6),(18,14),0.0773112 # DEPENDENCYPART_SIBL
(18,6),(18,15),-0.18609 # DEPENDENCYPART_SIBL
(18,6),(18,16),-0.117092 # DEPENDENCYPART_SIBL
(18,6),(18,17),0.025689 # DEPENDENCYPART_SIBL
(18,8),(18,9),-0.115333 # DEPENDENCYPART_SIBL
(18,8),(18,10),-0.00655386 # DEPENDENCYPART_SIBL
(18,8),(18,11),-0.042602 # DEPENDENCYPART_SIBL
(18,8),(18,12),-0.115333 # DEPENDENCYPART_SIBL
(18,8),(18,13),0.00924528 # DEPENDENCYPART_SIBL
(18,8),(18,14),-0.0235425 # DEPENDENCYPART_SIBL
(18,8),(18,15),-0.0983423 # DEPENDENCYPART_SIBL
(18,8),(18,16),-0.115333 # DEPENDENCYPART_SIBL
(18,8),(18,17),0.041664 # DEPENDENCYPART_SIBL
(18,9),(18,10),-0.175936 # DEPENDENCYPART_SIBL
(18,9),(18,11),-0.129021 # DEPENDENCYPART_SIBL
(18,9),(18,12),-0.601632 # DEPENDENCYPART_SIBL
(18,9),(18,13),-0.16448 # DEPENDENCYPART_SIBL
(18,9),(18,14),-0.245213 # DEPENDENCYPART_SIBL
(18,9),(18,15),-0.532353 # DEPENDENCYPART_SIBL
(18,9),(18,16),-0.601632 # DEPENDENCYPART_SIBL
(18,9),(18,17),-0.215737 # DEPENDENCYPART_SIBL
(18,10),(18,11),-0.029493 # DEPENDENCYPART_SIBL
(18,10),(18,12),-0.157969 # DEPENDENCYPART_SIBL
(18,10),(18,13),-0.0307171 # DEPENDENCYPART_SIBL
(18,10),(18,14),-0.102224 # DEPENDENCYPART_SIBL
(18,10),(18,15),-0.0910007 # DEPENDENCYPART_SIBL
(18,10),(18,16),-0.157969 # DEPENDENCYPART_SIBL
(18,10),(18,17),-0.0449238 # DEPENDENCYPART_SIBL
(18,11),(18,12),-0.194932 # DEPENDENCYPART_SIBL
(18,11),(18,13),-0.125053 # DEPENDENCYPART_SIBL
(18,11),(18,14),-0.103316 # DEPENDENCYPART_SIBL
(18,11),(18,15),-0.210994 # DEPENDENCYPART_SIBL
(18,11),(18,16),-0.194932 # DEPENDENCYPART_SIBL
(18,11),(18,17),-0.095899 # DEPENDENCYPART_SIBL
(18,12),(18,13),-0.16448 # DEPENDENCYPART_SIBL
(18,12),(18,14),-0.245213 # DEPENDENCYPART_SIBL
(18,12),(18,15),-0.532353 # DEPENDENCYPART_SIBL
(18,12),(18,16),-0.601632 # DEPENDENCYPART_SIBL
(18,12),(18,17),-0.215737 # DEPENDENCYPART_SIBL
(18,13),(18,14),-0.104449 # DEPENDENCYPART_SIBL
(18,13),(18,15),-0.0835182 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.153304 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.0403866 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.102492 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.119944 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.0428143 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.637871 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.303473 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.215737 # DEPENDENCYPART_SIBL
(0,2),(2,1),-0.68648 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-1.06925 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.0410094 # DEPENDENCYPART_GRANDPAR
(0,2),(2,17),-0.737882 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),-1.85811 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.735455 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-1.01269 # DEPENDENCYPART_GRANDPAR
(0,6),(6,17),-0.737882 # DEPENDENCYPART_GRANDPAR
(0,18),(18,1),0.0997897 # DEPENDENCYPART_GRANDPAR
(0,18),(18,2),0.180766 # DEPENDENCYPART_GRANDPAR
(0,18),(18,3),-0.889487 # DEPENDENCYPART_GRANDPAR
(0,18),(18,5),-0.226033 # DEPENDENCYPART_GRANDPAR
