# _root_ Gündüz ayrı iş , gece ayrı iş ; can mı dayanır , diye _ söylendi saatine _ bakarken .
#goldHeads=3,3,4,7,7,7,8,0,11,9,12,13,15,15,19,17,18,15,0,
#predictedHeads=3,3,4,0,7,7,8,0,11,9,12,13,14,15,19,17,18,15,0,
(9,12),(9,15),-0.0409097 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.0502287 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.0354609 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.0263773 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.0354609 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.0304353 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.0381079 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.0320893 # DEPENDENCYPART_SIBL
(10,4),(10,7),0.0101637 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.0567778 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.0289044 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.0272957 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.0187347 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.033479 # DEPENDENCYPART_SIBL
(11,1),(11,2),-0.0183292 # DEPENDENCYPART_SIBL
(11,1),(11,3),-0.087144 # DEPENDENCYPART_SIBL
(11,1),(11,4),-0.159054 # DEPENDENCYPART_SIBL
(11,1),(11,5),-0.0431243 # DEPENDENCYPART_SIBL
(11,1),(11,6),-0.0183292 # DEPENDENCYPART_SIBL
(11,1),(11,7),-0.087144 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.172377 # DEPENDENCYPART_SIBL
(11,1),(11,9),-0.0585858 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.0667214 # DEPENDENCYPART_SIBL
(11,1),(11,12),-0.0647261 # DEPENDENCYPART_SIBL
(11,1),(11,13),0.0531748 # DEPENDENCYPART_SIBL
(11,1),(11,14),-0.0760747 # DEPENDENCYPART_SIBL
(11,1),(11,15),-0.00852899 # DEPENDENCYPART_SIBL
(11,1),(11,16),-0.000606833 # DEPENDENCYPART_SIBL
(11,1),(11,17),-0.0760747 # DEPENDENCYPART_SIBL
(11,1),(11,18),0.0226325 # DEPENDENCYPART_SIBL
(11,1),(11,19),-0.071472 # DEPENDENCYPART_SIBL
(11,2),(11,3),-0.0770062 # DEPENDENCYPART_SIBL
(11,2),(11,4),-0.169451 # DEPENDENCYPART_SIBL
(11,2),(11,5),-0.0310462 # DEPENDENCYPART_SIBL
(11,2),(11,6),0.0235094 # DEPENDENCYPART_SIBL
(11,2),(11,7),-0.0770062 # DEPENDENCYPART_SIBL
(11,2),(11,8),-0.146067 # DEPENDENCYPART_SIBL
(11,2),(11,9),-0.0550014 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.0247443 # DEPENDENCYPART_SIBL
(11,2),(11,12),-0.0851222 # DEPENDENCYPART_SIBL
(11,2),(11,13),0.000410848 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.0708121 # DEPENDENCYPART_SIBL
(11,2),(11,15),-0.00974102 # DEPENDENCYPART_SIBL
(11,2),(11,16),0.00343642 # DEPENDENCYPART_SIBL
(11,2),(11,17),-0.0708121 # DEPENDENCYPART_SIBL
(11,2),(11,18),-0.0218989 # DEPENDENCYPART_SIBL
(11,2),(11,19),-0.102623 # DEPENDENCYPART_SIBL
(11,3),(11,4),-0.19172 # DEPENDENCYPART_SIBL
(11,3),(11,5),-0.109212 # DEPENDENCYPART_SIBL
(11,3),(11,6),-0.0706973 # DEPENDENCYPART_SIBL
(11,3),(11,7),-0.153512 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.205043 # DEPENDENCYPART_SIBL
(11,3),(11,9),-0.124954 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.100338 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.0673697 # DEPENDENCYPART_SIBL
(11,3),(11,13),0.050533 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.0822708 # DEPENDENCYPART_SIBL
(11,3),(11,15),-0.0147201 # DEPENDENCYPART_SIBL
(11,3),(11,16),-0.00574905 # DEPENDENCYPART_SIBL
(11,3),(11,17),-0.0822708 # DEPENDENCYPART_SIBL
(11,3),(11,18),0.0194247 # DEPENDENCYPART_SIBL
(11,3),(11,19),-0.0741157 # DEPENDENCYPART_SIBL
(11,4),(11,5),0.00747299 # DEPENDENCYPART_SIBL
(11,4),(11,6),0.022483 # DEPENDENCYPART_SIBL
(11,4),(11,7),-0.0385069 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.200645 # DEPENDENCYPART_SIBL
(11,4),(11,9),0.0152837 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.00489631 # DEPENDENCYPART_SIBL
(11,4),(11,12),0.0899436 # DEPENDENCYPART_SIBL
(11,4),(11,13),-0.00402826 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.117494 # DEPENDENCYPART_SIBL
(11,4),(11,15),-0.0200769 # DEPENDENCYPART_SIBL
(11,4),(11,16),-0.00827072 # DEPENDENCYPART_SIBL
(11,4),(11,17),-0.117494 # DEPENDENCYPART_SIBL
(11,4),(11,18),0.132382 # DEPENDENCYPART_SIBL
(11,4),(11,19),-0.0680033 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.0252941 # DEPENDENCYPART_SIBL
(11,5),(11,7),-0.00227698 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.131335 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.0262812 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.0257999 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.0511747 # DEPENDENCYPART_SIBL
(11,5),(11,13),0.0667252 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.0625519 # DEPENDENCYPART_SIBL
(11,5),(11,15),0.00499379 # DEPENDENCYPART_SIBL
(11,5),(11,16),0.026834 # DEPENDENCYPART_SIBL
(11,5),(11,17),-0.0625519 # DEPENDENCYPART_SIBL
(11,5),(11,18),0.040293 # DEPENDENCYPART_SIBL
(11,5),(11,19),-0.0579196 # DEPENDENCYPART_SIBL
(11,6),(11,7),-0.0770062 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.146067 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.0550014 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.0247443 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.0851222 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.000410848 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.0708121 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.00974102 # DEPENDENCYPART_SIBL
(11,6),(11,16),0.00343642 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.0708121 # DEPENDENCYPART_SIBL
(11,6),(11,18),-0.0218989 # DEPENDENCYPART_SIBL
(11,6),(11,19),-0.102623 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.205043 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.124954 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.100338 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0673697 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.050533 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.0822708 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.0147201 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.00574905 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.0822708 # DEPENDENCYPART_SIBL
(11,7),(11,18),0.0194247 # DEPENDENCYPART_SIBL
(11,7),(11,19),-0.0741157 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.0524265 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.00585813 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0147984 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.00532303 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0894044 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.0199817 # DEPENDENCYPART_SIBL
(11,8),(11,16),0.00573836 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.0894044 # DEPENDENCYPART_SIBL
(11,8),(11,18),0.0545828 # DEPENDENCYPART_SIBL
(11,8),(11,19),-0.087684 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.0688777 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0647261 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.0531748 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0760747 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.00852899 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.00183813 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.0760747 # DEPENDENCYPART_SIBL
(11,9),(11,18),0.0226325 # DEPENDENCYPART_SIBL
(11,9),(11,19),-0.071472 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0652735 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0118644 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0615267 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.0203663 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.0431896 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.0615267 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.0213579 # DEPENDENCYPART_SIBL
(11,10),(11,19),-0.084196 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0502818 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0632698 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0497824 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0957602 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.0632698 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.0437099 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.0276293 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0347782 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.0201103 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.00524739 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.0347782 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.0244146 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.0323942 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.0487545 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.0793073 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.0598273 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.0513618 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.0957621 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.0500265 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.0383289 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.0309497 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.0599024 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.0310266 # DEPENDENCYPART_SIBL
(11,16),(11,18),0.0113068 # DEPENDENCYPART_SIBL
(11,16),(11,19),-0.00773257 # DEPENDENCYPART_SIBL
(11,17),(11,18),-0.0513618 # DEPENDENCYPART_SIBL
(11,17),(11,19),-0.0957621 # DEPENDENCYPART_SIBL
(11,18),(11,19),-0.0257081 # DEPENDENCYPART_SIBL
(12,2),(12,6),-0.105105 # DEPENDENCYPART_SIBL
(12,2),(12,8),-0.0710998 # DEPENDENCYPART_SIBL
(12,2),(12,9),-0.133649 # DEPENDENCYPART_SIBL
(12,2),(12,11),-0.00787646 # DEPENDENCYPART_SIBL
(12,2),(12,13),0.0369474 # DEPENDENCYPART_SIBL
(12,2),(12,14),-0.0423428 # DEPENDENCYPART_SIBL
(12,2),(12,15),-0.0182543 # DEPENDENCYPART_SIBL
(12,2),(12,17),-0.0423428 # DEPENDENCYPART_SIBL
(12,6),(12,8),-0.0710998 # DEPENDENCYPART_SIBL
(12,6),(12,9),-0.133649 # DEPENDENCYPART_SIBL
(12,6),(12,11),-0.00787646 # DEPENDENCYPART_SIBL
(12,6),(12,13),0.0369474 # DEPENDENCYPART_SIBL
(12,6),(12,14),-0.0423428 # DEPENDENCYPART_SIBL
(12,6),(12,15),-0.0182543 # DEPENDENCYPART_SIBL
(12,6),(12,17),-0.0423428 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.0152636 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.110426 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.0126066 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.0830831 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.0606817 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.0830831 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.0254387 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.0276249 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.0586023 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.0336206 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.0586023 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0632718 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.163558 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.139969 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.163558 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0281497 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.025297 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.0281497 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0286604 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.0301275 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.0265617 # DEPENDENCYPART_SIBL
(13,7),(13,8),-0.171276 # DEPENDENCYPART_SIBL
(13,7),(13,9),-0.235037 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.0399489 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.156674 # DEPENDENCYPART_SIBL
(13,7),(13,16),-0.0200895 # DEPENDENCYPART_SIBL
(13,8),(13,9),-0.0592234 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.0344144 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.0910786 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.0205832 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.0313638 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.15616 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.0137708 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.209914 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.00544872 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.0290831 # DEPENDENCYPART_SIBL
(14,1),(14,3),-0.00565668 # DEPENDENCYPART_SIBL
(14,1),(14,5),0.0286191 # DEPENDENCYPART_SIBL
(14,1),(14,7),-0.00565668 # DEPENDENCYPART_SIBL
(14,1),(14,9),0.0228896 # DEPENDENCYPART_SIBL
(14,1),(14,10),-0.0182663 # DEPENDENCYPART_SIBL
(14,1),(14,11),0.150983 # DEPENDENCYPART_SIBL
(14,1),(14,12),-0.0830706 # DEPENDENCYPART_SIBL
(14,1),(14,13),-0.0013878 # DEPENDENCYPART_SIBL
(14,1),(14,15),0.00520062 # DEPENDENCYPART_SIBL
(14,1),(14,16),0.0103279 # DEPENDENCYPART_SIBL
(14,1),(14,17),-0.0699033 # DEPENDENCYPART_SIBL
(14,1),(14,18),-0.00277362 # DEPENDENCYPART_SIBL
(14,3),(14,5),-0.0364401 # DEPENDENCYPART_SIBL
(14,3),(14,7),-0.0709961 # DEPENDENCYPART_SIBL
(14,3),(14,9),-0.0424498 # DEPENDENCYPART_SIBL
(14,3),(14,10),-0.0540432 # DEPENDENCYPART_SIBL
(14,3),(14,11),0.0907654 # DEPENDENCYPART_SIBL
(14,3),(14,12),-0.117896 # DEPENDENCYPART_SIBL
(14,3),(14,13),-0.0378663 # DEPENDENCYPART_SIBL
(14,3),(14,15),-0.0018926 # DEPENDENCYPART_SIBL
(14,3),(14,16),0.00366502 # DEPENDENCYPART_SIBL
(14,3),(14,17),-0.0770016 # DEPENDENCYPART_SIBL
(14,3),(14,18),-0.00716705 # DEPENDENCYPART_SIBL
(14,5),(14,7),0.0935852 # DEPENDENCYPART_SIBL
(14,5),(14,9),0.122132 # DEPENDENCYPART_SIBL
(14,5),(14,10),0.0321443 # DEPENDENCYPART_SIBL
(14,5),(14,11),0.221798 # DEPENDENCYPART_SIBL
(14,5),(14,12),-0.0340471 # DEPENDENCYPART_SIBL
(14,5),(14,13),0.0790257 # DEPENDENCYPART_SIBL
(14,5),(14,15),0.0247186 # DEPENDENCYPART_SIBL
(14,5),(14,16),0.0497791 # DEPENDENCYPART_SIBL
(14,5),(14,17),-0.0503854 # DEPENDENCYPART_SIBL
(14,5),(14,18),0.0208792 # DEPENDENCYPART_SIBL
(14,7),(14,9),-0.0424498 # DEPENDENCYPART_SIBL
(14,7),(14,10),-0.0540432 # DEPENDENCYPART_SIBL
(14,7),(14,11),0.0907654 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.117896 # DEPENDENCYPART_SIBL
(14,7),(14,13),-0.0378663 # DEPENDENCYPART_SIBL
(14,7),(14,15),-0.0018926 # DEPENDENCYPART_SIBL
(14,7),(14,16),0.00366502 # DEPENDENCYPART_SIBL
(14,7),(14,17),-0.0770016 # DEPENDENCYPART_SIBL
(14,7),(14,18),-0.00716705 # DEPENDENCYPART_SIBL
(14,9),(14,10),-0.0205876 # DEPENDENCYPART_SIBL
(14,9),(14,11),0.142677 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.0837226 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.00326646 # DEPENDENCYPART_SIBL
(14,9),(14,15),0.00520062 # DEPENDENCYPART_SIBL
(14,9),(14,16),0.0127729 # DEPENDENCYPART_SIBL
(14,9),(14,17),-0.0699033 # DEPENDENCYPART_SIBL
(14,9),(14,18),-0.00277362 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.0208583 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.0818043 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.0195869 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.029954 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.0637061 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.0763951 # DEPENDENCYPART_SIBL
(14,10),(14,18),-0.0372839 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.1158 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.0259217 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.0204004 # DEPENDENCYPART_SIBL
(14,11),(14,16),0.0139057 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.0854085 # DEPENDENCYPART_SIBL
(14,11),(14,18),0.0386384 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.010823 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.0176163 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.0108194 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.120576 # DEPENDENCYPART_SIBL
(14,12),(14,18),0.136123 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0293482 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.112192 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.0235497 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.0864451 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.024303 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.0420653 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.0359792 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.0253089 # DEPENDENCYPART_SIBL
(14,16),(14,18),0.0133232 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.0566717 # DEPENDENCYPART_SIBL
(15,1),(15,2),-0.0359211 # DEPENDENCYPART_SIBL
(15,1),(15,3),-0.124192 # DEPENDENCYPART_SIBL
(15,1),(15,4),-0.176646 # DEPENDENCYPART_SIBL
(15,1),(15,5),-0.0801721 # DEPENDENCYPART_SIBL
(15,1),(15,6),-0.0359211 # DEPENDENCYPART_SIBL
(15,1),(15,7),-0.124192 # DEPENDENCYPART_SIBL
(15,1),(15,8),-0.189968 # DEPENDENCYPART_SIBL
(15,1),(15,9),-0.0956336 # DEPENDENCYPART_SIBL
(15,1),(15,10),-0.084313 # DEPENDENCYPART_SIBL
(15,1),(15,11),-0.0232189 # DEPENDENCYPART_SIBL
(15,1),(15,12),-0.176646 # DEPENDENCYPART_SIBL
(15,1),(15,13),-0.159762 # DEPENDENCYPART_SIBL
(15,1),(15,14),-0.0257251 # DEPENDENCYPART_SIBL
(15,1),(15,16),-0.0197915 # DEPENDENCYPART_SIBL
(15,1),(15,17),-0.0776359 # DEPENDENCYPART_SIBL
(15,1),(15,18),0.0210712 # DEPENDENCYPART_SIBL
(15,2),(15,3),-0.0882268 # DEPENDENCYPART_SIBL
(15,2),(15,4),-0.169451 # DEPENDENCYPART_SIBL
(15,2),(15,5),-0.0422669 # DEPENDENCYPART_SIBL
(15,2),(15,6),0.0235092 # DEPENDENCYPART_SIBL
(15,2),(15,7),-0.0882268 # DEPENDENCYPART_SIBL
(15,2),(15,8),-0.146067 # DEPENDENCYPART_SIBL
(15,2),(15,9),-0.0662221 # DEPENDENCYPART_SIBL
(15,2),(15,10),-0.0247443 # DEPENDENCYPART_SIBL
(15,2),(15,11),-0.033338 # DEPENDENCYPART_SIBL
(15,2),(15,12),-0.169451 # DEPENDENCYPART_SIBL
(15,2),(15,13),-0.141032 # DEPENDENCYPART_SIBL
(15,2),(15,14),-0.0540689 # DEPENDENCYPART_SIBL
(15,2),(15,16),-0.0126258 # DEPENDENCYPART_SIBL
(15,2),(15,17),-0.0708121 # DEPENDENCYPART_SIBL
(15,2),(15,18),-0.0218989 # DEPENDENCYPART_SIBL
(15,3),(15,4),-0.209312 # DEPENDENCYPART_SIBL
(15,3),(15,5),-0.14626 # DEPENDENCYPART_SIBL
(15,3),(15,6),-0.0882892 # DEPENDENCYPART_SIBL
(15,3),(15,7),-0.19056 # DEPENDENCYPART_SIBL
(15,3),(15,8),-0.222634 # DEPENDENCYPART_SIBL
(15,3),(15,9),-0.162001 # DEPENDENCYPART_SIBL
(15,3),(15,10),-0.11793 # DEPENDENCYPART_SIBL
(15,3),(15,11),-0.0774751 # DEPENDENCYPART_SIBL
(15,3),(15,12),-0.209312 # DEPENDENCYPART_SIBL
(15,3),(15,13),-0.19408 # DEPENDENCYPART_SIBL
(15,3),(15,14),-0.11103 # DEPENDENCYPART_SIBL
(15,3),(15,16),-0.0249337 # DEPENDENCYPART_SIBL
(15,3),(15,17),-0.083832 # DEPENDENCYPART_SIBL
(15,3),(15,18),0.0178634 # DEPENDENCYPART_SIBL
(15,4),(15,5),0.00493341 # DEPENDENCYPART_SIBL
(15,4),(15,6),0.0274656 # DEPENDENCYPART_SIBL
(15,4),(15,7),-0.0410464 # DEPENDENCYPART_SIBL
(15,4),(15,8),-0.195662 # DEPENDENCYPART_SIBL
(15,4),(15,9),0.0127441 # DEPENDENCYPART_SIBL
(15,4),(15,10),8.685e-05 # DEPENDENCYPART_SIBL
(15,4),(15,11),0.103768 # DEPENDENCYPART_SIBL
(15,4),(15,12),-0.236776 # DEPENDENCYPART_SIBL
(15,4),(15,13),-0.0380962 # DEPENDENCYPART_SIBL
(15,4),(15,14),-0.144809 # DEPENDENCYPART_SIBL
(15,4),(15,16),-0.0243329 # DEPENDENCYPART_SIBL
(15,4),(15,17),-0.117494 # DEPENDENCYPART_SIBL
(15,4),(15,18),0.132382 # DEPENDENCYPART_SIBL
(15,5),(15,6),0.00770225 # DEPENDENCYPART_SIBL
(15,5),(15,7),-0.0393248 # DEPENDENCYPART_SIBL
(15,5),(15,8),-0.148927 # DEPENDENCYPART_SIBL
(15,5),(15,9),-0.0107666 # DEPENDENCYPART_SIBL
(15,5),(15,10),-0.0433915 # DEPENDENCYPART_SIBL
(15,5),(15,11),0.0315975 # DEPENDENCYPART_SIBL
(15,5),(15,12),-0.136711 # DEPENDENCYPART_SIBL
(15,5),(15,13),-0.0888372 # DEPENDENCYPART_SIBL
(15,5),(15,14),0.0433532 # DEPENDENCYPART_SIBL
(15,5),(15,16),0.00764933 # DEPENDENCYPART_SIBL
(15,5),(15,17),-0.0641131 # DEPENDENCYPART_SIBL
(15,5),(15,18),0.0387318 # DEPENDENCYPART_SIBL
(15,6),(15,7),-0.0882268 # DEPENDENCYPART_SIBL
(15,6),(15,8),-0.146067 # DEPENDENCYPART_SIBL
(15,6),(15,9),-0.0662221 # DEPENDENCYPART_SIBL
(15,6),(15,10),-0.0247443 # DEPENDENCYPART_SIBL
(15,6),(15,11),-0.033338 # DEPENDENCYPART_SIBL
(15,6),(15,12),-0.169451 # DEPENDENCYPART_SIBL
(15,6),(15,13),-0.141032 # DEPENDENCYPART_SIBL
(15,6),(15,14),-0.0540689 # DEPENDENCYPART_SIBL
(15,6),(15,16),-0.0126258 # DEPENDENCYPART_SIBL
(15,6),(15,17),-0.0708121 # DEPENDENCYPART_SIBL
(15,6),(15,18),-0.0218989 # DEPENDENCYPART_SIBL
(15,7),(15,8),-0.222634 # DEPENDENCYPART_SIBL
(15,7),(15,9),-0.162001 # DEPENDENCYPART_SIBL
(15,7),(15,10),-0.11793 # DEPENDENCYPART_SIBL
(15,7),(15,11),-0.0774751 # DEPENDENCYPART_SIBL
(15,7),(15,12),-0.209312 # DEPENDENCYPART_SIBL
(15,7),(15,13),-0.19408 # DEPENDENCYPART_SIBL
(15,7),(15,14),-0.11103 # DEPENDENCYPART_SIBL
(15,7),(15,16),-0.0249337 # DEPENDENCYPART_SIBL
(15,7),(15,17),-0.083832 # DEPENDENCYPART_SIBL
(15,7),(15,18),0.0178634 # DEPENDENCYPART_SIBL
(15,8),(15,9),0.0455456 # DEPENDENCYPART_SIBL
(15,8),(15,10),0.00834888 # DEPENDENCYPART_SIBL
(15,8),(15,11),0.0409109 # DEPENDENCYPART_SIBL
(15,8),(15,12),-0.134363 # DEPENDENCYPART_SIBL
(15,8),(15,13),-0.0623455 # DEPENDENCYPART_SIBL
(15,8),(15,14),-0.111871 # DEPENDENCYPART_SIBL
(15,8),(15,16),-0.0103238 # DEPENDENCYPART_SIBL
(15,8),(15,17),-0.0894044 # DEPENDENCYPART_SIBL
(15,8),(15,18),0.0545828 # DEPENDENCYPART_SIBL
(15,9),(15,10),-0.0864694 # DEPENDENCYPART_SIBL
(15,9),(15,11),-0.0313595 # DEPENDENCYPART_SIBL
(15,9),(15,12),-0.177133 # DEPENDENCYPART_SIBL
(15,9),(15,13),-0.161475 # DEPENDENCYPART_SIBL
(15,9),(15,14),-0.0402185 # DEPENDENCYPART_SIBL
(15,9),(15,16),-0.0173466 # DEPENDENCYPART_SIBL
(15,9),(15,17),-0.0776359 # DEPENDENCYPART_SIBL
(15,9),(15,18),0.0210712 # DEPENDENCYPART_SIBL
(15,10),(15,11),-0.0311536 # DEPENDENCYPART_SIBL
(15,10),(15,12),-0.113084 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.0815266 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.0470593 # DEPENDENCYPART_SIBL
(15,10),(15,16),-0.0592518 # DEPENDENCYPART_SIBL
(15,10),(15,17),-0.0615267 # DEPENDENCYPART_SIBL
(15,10),(15,18),-0.0213579 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.172338 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.0746483 # DEPENDENCYPART_SIBL
