# _root_ Prens , " Rapunzel , Rapunzel ! _ Uzat altın _ sarısı saçlarını ! " diye _ seslenince , cadı Rapunzel'den _ kestiği saç örgüsünü _ uzatmış aşağıya .
#goldHeads=17,0,0,5,6,9,0,9,14,12,12,13,0,16,0,17,18,27,0,27,22,23,25,25,27,27,29,27,0,
#predictedHeads=12,0,0,12,0,12,0,9,12,12,12,13,16,0,0,17,18,27,0,21,22,23,24,25,27,27,29,26,0,
(24,11),(24,20),-0.343049 # DEPENDENCYPART_SIBL
(24,11),(24,21),-0.343049 # DEPENDENCYPART_SIBL
(24,11),(24,22),-0.823994 # DEPENDENCYPART_SIBL
(24,11),(24,23),-0.323438 # DEPENDENCYPART_SIBL
(24,11),(24,25),0.0793644 # DEPENDENCYPART_SIBL
(24,11),(24,26),-0.0259788 # DEPENDENCYPART_SIBL
(24,11),(24,28),0.079324 # DEPENDENCYPART_SIBL
(24,20),(24,21),-0.0107059 # DEPENDENCYPART_SIBL
(24,20),(24,22),0.0306479 # DEPENDENCYPART_SIBL
(24,20),(24,23),0.109126 # DEPENDENCYPART_SIBL
(24,20),(24,25),-0.0217415 # DEPENDENCYPART_SIBL
(24,20),(24,26),-0.0536802 # DEPENDENCYPART_SIBL
(24,20),(24,28),-0.0217421 # DEPENDENCYPART_SIBL
(24,21),(24,22),0.0269906 # DEPENDENCYPART_SIBL
(24,21),(24,23),0.0915241 # DEPENDENCYPART_SIBL
(24,21),(24,25),-0.0209518 # DEPENDENCYPART_SIBL
(24,21),(24,26),-0.0536802 # DEPENDENCYPART_SIBL
(24,21),(24,28),-0.0209523 # DEPENDENCYPART_SIBL
(24,22),(24,23),-0.346606 # DEPENDENCYPART_SIBL
(24,22),(24,25),0.0257743 # DEPENDENCYPART_SIBL
(24,22),(24,26),-0.0470434 # DEPENDENCYPART_SIBL
(24,22),(24,28),0.0257738 # DEPENDENCYPART_SIBL
(24,23),(24,25),0.0947404 # DEPENDENCYPART_SIBL
(24,23),(24,26),-0.00620933 # DEPENDENCYPART_SIBL
(24,23),(24,28),0.0947 # DEPENDENCYPART_SIBL
(24,25),(24,26),-0.0226956 # DEPENDENCYPART_SIBL
(24,25),(24,28),-0.0253263 # DEPENDENCYPART_SIBL
(24,26),(24,28),-0.0322674 # DEPENDENCYPART_SIBL
(25,11),(25,19),-0.238975 # DEPENDENCYPART_SIBL
(25,11),(25,20),-0.343049 # DEPENDENCYPART_SIBL
(25,11),(25,21),-0.343049 # DEPENDENCYPART_SIBL
(25,11),(25,22),-0.823994 # DEPENDENCYPART_SIBL
(25,11),(25,23),-0.323438 # DEPENDENCYPART_SIBL
(25,11),(25,24),-0.343049 # DEPENDENCYPART_SIBL
(25,11),(25,26),-0.0259788 # DEPENDENCYPART_SIBL
(25,11),(25,28),0.079324 # DEPENDENCYPART_SIBL
(25,19),(25,20),0.00649166 # DEPENDENCYPART_SIBL
(25,19),(25,21),0.00649166 # DEPENDENCYPART_SIBL
(25,19),(25,22),-0.228157 # DEPENDENCYPART_SIBL
(25,19),(25,23),0.0212658 # DEPENDENCYPART_SIBL
(25,19),(25,24),0.00649166 # DEPENDENCYPART_SIBL
(25,19),(25,26),-0.0569933 # DEPENDENCYPART_SIBL
(25,19),(25,28),0.042167 # DEPENDENCYPART_SIBL
(25,20),(25,21),-0.0107059 # DEPENDENCYPART_SIBL
(25,20),(25,22),0.0306479 # DEPENDENCYPART_SIBL
(25,20),(25,23),0.109126 # DEPENDENCYPART_SIBL
(25,20),(25,24),-0.0107059 # DEPENDENCYPART_SIBL
(25,20),(25,26),-0.0536802 # DEPENDENCYPART_SIBL
(25,20),(25,28),-0.0217421 # DEPENDENCYPART_SIBL
(25,21),(25,22),0.0269906 # DEPENDENCYPART_SIBL
(25,21),(25,23),0.0915241 # DEPENDENCYPART_SIBL
(25,21),(25,24),-0.0070149 # DEPENDENCYPART_SIBL
(25,21),(25,26),-0.0536802 # DEPENDENCYPART_SIBL
(25,21),(25,28),-0.0209523 # DEPENDENCYPART_SIBL
(25,22),(25,23),-0.346606 # DEPENDENCYPART_SIBL
(25,22),(25,24),-0.331033 # DEPENDENCYPART_SIBL
(25,22),(25,26),-0.0470434 # DEPENDENCYPART_SIBL
(25,22),(25,28),0.0257738 # DEPENDENCYPART_SIBL
(25,23),(25,24),0.088962 # DEPENDENCYPART_SIBL
(25,23),(25,26),-0.00620933 # DEPENDENCYPART_SIBL
(25,23),(25,28),0.0947 # DEPENDENCYPART_SIBL
(25,24),(25,26),-0.0536802 # DEPENDENCYPART_SIBL
(25,24),(25,28),-0.0209523 # DEPENDENCYPART_SIBL
(25,26),(25,28),-0.0322674 # DEPENDENCYPART_SIBL
(26,12),(26,13),-0.00177138 # DEPENDENCYPART_SIBL
(26,12),(26,18),0.0692708 # DEPENDENCYPART_SIBL
(26,12),(26,20),-0.00945286 # DEPENDENCYPART_SIBL
(26,12),(26,21),-0.00945286 # DEPENDENCYPART_SIBL
(26,12),(26,22),-0.0963105 # DEPENDENCYPART_SIBL
(26,12),(26,23),0.0745567 # DEPENDENCYPART_SIBL
(26,12),(26,24),-0.00945286 # DEPENDENCYPART_SIBL
(26,12),(26,25),-0.00945286 # DEPENDENCYPART_SIBL
(26,12),(26,27),0.00620379 # DEPENDENCYPART_SIBL
(26,12),(26,28),0.0122573 # DEPENDENCYPART_SIBL
(26,13),(26,18),0.0775623 # DEPENDENCYPART_SIBL
(26,13),(26,20),0.00775361 # DEPENDENCYPART_SIBL
(26,13),(26,21),0.00775361 # DEPENDENCYPART_SIBL
(26,13),(26,22),-0.0732426 # DEPENDENCYPART_SIBL
(26,13),(26,23),0.0794244 # DEPENDENCYPART_SIBL
(26,13),(26,24),0.00775361 # DEPENDENCYPART_SIBL
(26,13),(26,25),0.00775361 # DEPENDENCYPART_SIBL
(26,13),(26,27),0.00662862 # DEPENDENCYPART_SIBL
(26,13),(26,28),0.0126821 # DEPENDENCYPART_SIBL
(26,18),(26,20),0.114706 # DEPENDENCYPART_SIBL
(26,18),(26,21),0.114706 # DEPENDENCYPART_SIBL
(26,18),(26,22),-0.171739 # DEPENDENCYPART_SIBL
(26,18),(26,23),0.0376401 # DEPENDENCYPART_SIBL
(26,18),(26,24),0.114706 # DEPENDENCYPART_SIBL
(26,18),(26,25),0.114706 # DEPENDENCYPART_SIBL
(26,18),(26,27),-0.0243546 # DEPENDENCYPART_SIBL
(26,18),(26,28),0.00565632 # DEPENDENCYPART_SIBL
(26,20),(26,21),0.00511575 # DEPENDENCYPART_SIBL
(26,20),(26,22),-0.0710198 # DEPENDENCYPART_SIBL
(26,20),(26,23),0.0901499 # DEPENDENCYPART_SIBL
(26,20),(26,24),0.00511575 # DEPENDENCYPART_SIBL
(26,20),(26,25),0.00511575 # DEPENDENCYPART_SIBL
(26,20),(26,27),0.00602503 # DEPENDENCYPART_SIBL
(26,20),(26,28),0.0106852 # DEPENDENCYPART_SIBL
(26,21),(26,22),-0.07014 # DEPENDENCYPART_SIBL
(26,21),(26,23),0.0841319 # DEPENDENCYPART_SIBL
(26,21),(26,24),0.0108336 # DEPENDENCYPART_SIBL
(26,21),(26,25),0.0108336 # DEPENDENCYPART_SIBL
(26,21),(26,27),0.00662862 # DEPENDENCYPART_SIBL
(26,21),(26,28),0.0126821 # DEPENDENCYPART_SIBL
(26,22),(26,23),-0.525061 # DEPENDENCYPART_SIBL
(26,22),(26,24),-0.563221 # DEPENDENCYPART_SIBL
(26,22),(26,25),-0.563221 # DEPENDENCYPART_SIBL
(26,22),(26,27),-0.0433137 # DEPENDENCYPART_SIBL
(26,22),(26,28),0.000398964 # DEPENDENCYPART_SIBL
(26,23),(26,24),0.0447493 # DEPENDENCYPART_SIBL
(26,23),(26,25),0.0447493 # DEPENDENCYPART_SIBL
(26,23),(26,27),-0.0100539 # DEPENDENCYPART_SIBL
(26,23),(26,28),0.00300116 # DEPENDENCYPART_SIBL
(26,24),(26,25),0.0108336 # DEPENDENCYPART_SIBL
(26,24),(26,27),0.00662862 # DEPENDENCYPART_SIBL
(26,24),(26,28),0.0126821 # DEPENDENCYPART_SIBL
(26,25),(26,27),0.00662862 # DEPENDENCYPART_SIBL
(26,25),(26,28),0.0126821 # DEPENDENCYPART_SIBL
(26,27),(26,28),-0.024303 # DEPENDENCYPART_SIBL
(27,1),(27,2),-0.154708 # DEPENDENCYPART_SIBL
(27,1),(27,3),-0.109807 # DEPENDENCYPART_SIBL
(27,1),(27,4),-0.0803084 # DEPENDENCYPART_SIBL
(27,1),(27,5),-0.154708 # DEPENDENCYPART_SIBL
(27,1),(27,6),-0.0803084 # DEPENDENCYPART_SIBL
(27,1),(27,7),-0.127496 # DEPENDENCYPART_SIBL
(27,1),(27,8),0.0527743 # DEPENDENCYPART_SIBL
(27,1),(27,9),0.0263884 # DEPENDENCYPART_SIBL
(27,1),(27,10),-0.0872513 # DEPENDENCYPART_SIBL
(27,1),(27,12),-0.0891633 # DEPENDENCYPART_SIBL
(27,1),(27,13),-0.0726269 # DEPENDENCYPART_SIBL
(27,1),(27,14),-0.127496 # DEPENDENCYPART_SIBL
(27,1),(27,15),-0.109807 # DEPENDENCYPART_SIBL
(27,1),(27,16),-0.131559 # DEPENDENCYPART_SIBL
(27,1),(27,17),0.0527743 # DEPENDENCYPART_SIBL
(27,1),(27,18),0.0272119 # DEPENDENCYPART_SIBL
(27,1),(27,19),-0.154708 # DEPENDENCYPART_SIBL
(27,1),(27,20),-0.0803084 # DEPENDENCYPART_SIBL
(27,1),(27,21),-0.0803084 # DEPENDENCYPART_SIBL
(27,1),(27,22),0.0527743 # DEPENDENCYPART_SIBL
(27,1),(27,23),-0.0297407 # DEPENDENCYPART_SIBL
(27,1),(27,24),-0.0803084 # DEPENDENCYPART_SIBL
(27,1),(27,25),-0.0803084 # DEPENDENCYPART_SIBL
(27,1),(27,26),0.0527743 # DEPENDENCYPART_SIBL
(27,1),(27,28),0.00174741 # DEPENDENCYPART_SIBL
(27,2),(27,3),-0.227745 # DEPENDENCYPART_SIBL
(27,2),(27,4),0.0214278 # DEPENDENCYPART_SIBL
(27,2),(27,5),-0.241759 # DEPENDENCYPART_SIBL
(27,2),(27,6),0.0214278 # DEPENDENCYPART_SIBL
(27,2),(27,7),-0.180149 # DEPENDENCYPART_SIBL
(27,2),(27,8),-0.13294 # DEPENDENCYPART_SIBL
(27,2),(27,9),0.106229 # DEPENDENCYPART_SIBL
(27,2),(27,10),0.020803 # DEPENDENCYPART_SIBL
(27,2),(27,12),0.0187016 # DEPENDENCYPART_SIBL
(27,2),(27,13),0.0239883 # DEPENDENCYPART_SIBL
(27,2),(27,14),-0.180149 # DEPENDENCYPART_SIBL
(27,2),(27,15),-0.227745 # DEPENDENCYPART_SIBL
(27,2),(27,16),-0.0371484 # DEPENDENCYPART_SIBL
(27,2),(27,17),-0.13294 # DEPENDENCYPART_SIBL
(27,2),(27,18),0.0298296 # DEPENDENCYPART_SIBL
(27,2),(27,19),-0.241759 # DEPENDENCYPART_SIBL
(27,2),(27,20),0.0214278 # DEPENDENCYPART_SIBL
(27,2),(27,21),0.0214278 # DEPENDENCYPART_SIBL
(27,2),(27,22),-0.13294 # DEPENDENCYPART_SIBL
(27,2),(27,23),0.0182829 # DEPENDENCYPART_SIBL
(27,2),(27,24),0.0214278 # DEPENDENCYPART_SIBL
(27,2),(27,25),0.0214278 # DEPENDENCYPART_SIBL
(27,2),(27,26),-0.13294 # DEPENDENCYPART_SIBL
(27,2),(27,28),-0.00857182 # DEPENDENCYPART_SIBL
(27,3),(27,4),-0.133544 # DEPENDENCYPART_SIBL
(27,3),(27,5),-0.214662 # DEPENDENCYPART_SIBL
(27,3),(27,6),-0.133544 # DEPENDENCYPART_SIBL
(27,3),(27,7),-0.1886 # DEPENDENCYPART_SIBL
(27,3),(27,8),-0.209357 # DEPENDENCYPART_SIBL
(27,3),(27,9),-0.0510611 # DEPENDENCYPART_SIBL
(27,3),(27,10),-0.134133 # DEPENDENCYPART_SIBL
(27,3),(27,12),-0.13627 # DEPENDENCYPART_SIBL
(27,3),(27,13),-0.130984 # DEPENDENCYPART_SIBL
(27,3),(27,14),-0.1886 # DEPENDENCYPART_SIBL
(27,3),(27,15),-0.220025 # DEPENDENCYPART_SIBL
(27,3),(27,16),-0.167381 # DEPENDENCYPART_SIBL
(27,3),(27,17),-0.209357 # DEPENDENCYPART_SIBL
(27,3),(27,18),-0.0768148 # DEPENDENCYPART_SIBL
(27,3),(27,19),-0.214662 # DEPENDENCYPART_SIBL
(27,3),(27,20),-0.133544 # DEPENDENCYPART_SIBL
(27,3),(27,21),-0.133544 # DEPENDENCYPART_SIBL
(27,3),(27,22),-0.209357 # DEPENDENCYPART_SIBL
(27,3),(27,23),-0.0733695 # DEPENDENCYPART_SIBL
(27,3),(27,24),-0.133544 # DEPENDENCYPART_SIBL
(27,3),(27,25),-0.133544 # DEPENDENCYPART_SIBL
(27,3),(27,26),-0.209357 # DEPENDENCYPART_SIBL
(27,3),(27,28),-0.00172824 # DEPENDENCYPART_SIBL
(27,4),(27,5),-0.157828 # DEPENDENCYPART_SIBL
(27,4),(27,6),-0.0706418 # DEPENDENCYPART_SIBL
(27,4),(27,7),-0.130616 # DEPENDENCYPART_SIBL
(27,4),(27,8),0.0317593 # DEPENDENCYPART_SIBL
(27,4),(27,9),0.0143212 # DEPENDENCYPART_SIBL
(27,4),(27,10),-0.0775848 # DEPENDENCYPART_SIBL
(27,4),(27,12),-0.0794968 # DEPENDENCYPART_SIBL
(27,4),(27,13),-0.0629603 # DEPENDENCYPART_SIBL
(27,4),(27,14),-0.130616 # DEPENDENCYPART_SIBL
(27,4),(27,15),-0.112927 # DEPENDENCYPART_SIBL
(27,4),(27,16),-0.134679 # DEPENDENCYPART_SIBL
(27,4),(27,17),0.0317593 # DEPENDENCYPART_SIBL
(27,4),(27,18),0.0175142 # DEPENDENCYPART_SIBL
(27,4),(27,19),-0.157828 # DEPENDENCYPART_SIBL
(27,4),(27,20),-0.0706418 # DEPENDENCYPART_SIBL
(27,4),(27,21),-0.0706418 # DEPENDENCYPART_SIBL
(27,4),(27,22),0.0317593 # DEPENDENCYPART_SIBL
(27,4),(27,23),-0.0271415 # DEPENDENCYPART_SIBL
(27,4),(27,24),-0.0706418 # DEPENDENCYPART_SIBL
(27,4),(27,25),-0.0706418 # DEPENDENCYPART_SIBL
(27,4),(27,26),0.0317593 # DEPENDENCYPART_SIBL
(27,4),(27,28),0.00174741 # DEPENDENCYPART_SIBL
(27,5),(27,6),0.0214278 # DEPENDENCYPART_SIBL
(27,5),(27,7),-0.180149 # DEPENDENCYPART_SIBL
(27,5),(27,8),-0.13294 # DEPENDENCYPART_SIBL
(27,5),(27,9),0.106229 # DEPENDENCYPART_SIBL
(27,5),(27,10),0.020803 # DEPENDENCYPART_SIBL
(27,5),(27,12),0.0187016 # DEPENDENCYPART_SIBL
(27,5),(27,13),0.0239883 # DEPENDENCYPART_SIBL
(27,5),(27,14),-0.180149 # DEPENDENCYPART_SIBL
(27,5),(27,15),-0.227745 # DEPENDENCYPART_SIBL
(27,5),(27,16),-0.0371484 # DEPENDENCYPART_SIBL
(27,5),(27,17),-0.13294 # DEPENDENCYPART_SIBL
(27,5),(27,18),0.0298296 # DEPENDENCYPART_SIBL
(27,5),(27,19),-0.241759 # DEPENDENCYPART_SIBL
(27,5),(27,20),0.0214278 # DEPENDENCYPART_SIBL
(27,5),(27,21),0.0214278 # DEPENDENCYPART_SIBL
(27,5),(27,22),-0.13294 # DEPENDENCYPART_SIBL
(27,5),(27,23),0.0182829 # DEPENDENCYPART_SIBL
(27,5),(27,24),0.0214278 # DEPENDENCYPART_SIBL
(27,5),(27,25),0.0214278 # DEPENDENCYPART_SIBL
(27,5),(27,26),-0.13294 # DEPENDENCYPART_SIBL
(27,5),(27,28),-0.00857182 # DEPENDENCYPART_SIBL
(27,6),(27,7),-0.130616 # DEPENDENCYPART_SIBL
(27,6),(27,8),0.0317593 # DEPENDENCYPART_SIBL
(27,6),(27,9),0.0143212 # DEPENDENCYPART_SIBL
(27,6),(27,10),-0.0775848 # DEPENDENCYPART_SIBL
(27,6),(27,12),-0.0794968 # DEPENDENCYPART_SIBL
(27,6),(27,13),-0.0629603 # DEPENDENCYPART_SIBL
(27,6),(27,14),-0.130616 # DEPENDENCYPART_SIBL
(27,6),(27,15),-0.112927 # DEPENDENCYPART_SIBL
(27,6),(27,16),-0.134679 # DEPENDENCYPART_SIBL
(27,6),(27,17),0.0317593 # DEPENDENCYPART_SIBL
(27,6),(27,18),0.0175142 # DEPENDENCYPART_SIBL
(27,6),(27,19),-0.157828 # DEPENDENCYPART_SIBL
(27,6),(27,20),-0.0706418 # DEPENDENCYPART_SIBL
(27,6),(27,21),-0.0706418 # DEPENDENCYPART_SIBL
(27,6),(27,22),0.0317593 # DEPENDENCYPART_SIBL
(27,6),(27,23),-0.0271415 # DEPENDENCYPART_SIBL
(27,6),(27,24),-0.0706418 # DEPENDENCYPART_SIBL
(27,6),(27,25),-0.0706418 # DEPENDENCYPART_SIBL
(27,6),(27,26),0.0317593 # DEPENDENCYPART_SIBL
(27,6),(27,28),0.00174741 # DEPENDENCYPART_SIBL
(27,7),(27,8),-0.145336 # DEPENDENCYPART_SIBL
(27,7),(27,9),0.0191859 # DEPENDENCYPART_SIBL
(27,7),(27,10),0.0148788 # DEPENDENCYPART_SIBL
(27,7),(27,12),0.0127411 # DEPENDENCYPART_SIBL
(27,7),(27,13),0.0180279 # DEPENDENCYPART_SIBL
(27,7),(27,14),-0.145544 # DEPENDENCYPART_SIBL
(27,7),(27,15),-0.171662 # DEPENDENCYPART_SIBL
(27,7),(27,16),-0.124363 # DEPENDENCYPART_SIBL
(27,7),(27,17),-0.145336 # DEPENDENCYPART_SIBL
(27,7),(27,18),-0.0135906 # DEPENDENCYPART_SIBL
(27,7),(27,19),-0.168707 # DEPENDENCYPART_SIBL
(27,7),(27,20),0.0154674 # DEPENDENCYPART_SIBL
(27,7),(27,21),0.0154674 # DEPENDENCYPART_SIBL
(27,7),(27,22),-0.145336 # DEPENDENCYPART_SIBL
(27,7),(27,23),-0.0322295 # DEPENDENCYPART_SIBL
(27,7),(27,24),0.0154674 # DEPENDENCYPART_SIBL
(27,7),(27,25),0.0154674 # DEPENDENCYPART_SIBL
(27,7),(27,26),-0.145336 # DEPENDENCYPART_SIBL
(27,7),(27,28),-0.0536527 # DEPENDENCYPART_SIBL
(27,8),(27,9),-0.641515 # DEPENDENCYPART_SIBL
(27,8),(27,10),-0.554391 # DEPENDENCYPART_SIBL
(27,8),(27,12),-0.556565 # DEPENDENCYPART_SIBL
(27,8),(27,13),-0.551278 # DEPENDENCYPART_SIBL
(27,8),(27,14),-0.418045 # DEPENDENCYPART_SIBL
(27,8),(27,15),-0.423741 # DEPENDENCYPART_SIBL
(27,8),(27,16),-0.381396 # DEPENDENCYPART_SIBL
(27,8),(27,17),-1.03137 # DEPENDENCYPART_SIBL
(27,8),(27,18),-0.353132 # DEPENDENCYPART_SIBL
(27,8),(27,19),-0.444497 # DEPENDENCYPART_SIBL
(27,8),(27,20),-0.553839 # DEPENDENCYPART_SIBL
(27,8),(27,21),-0.553839 # DEPENDENCYPART_SIBL
(27,8),(27,22),-1.03137 # DEPENDENCYPART_SIBL
(27,8),(27,23),-0.500385 # DEPENDENCYPART_SIBL
(27,8),(27,24),-0.553839 # DEPENDENCYPART_SIBL
(27,8),(27,25),-0.553839 # DEPENDENCYPART_SIBL
(27,8),(27,26),-1.03137 # DEPENDENCYPART_SIBL
(27,8),(27,28),-0.00345076 # DEPENDENCYPART_SIBL
(27,9),(27,10),-0.00410194 # DEPENDENCYPART_SIBL
(27,9),(27,12),-0.00627597 # DEPENDENCYPART_SIBL
(27,9),(27,13),-0.000989233 # DEPENDENCYPART_SIBL
(27,9),(27,14),-0.144186 # DEPENDENCYPART_SIBL
(27,9),(27,15),-0.149794 # DEPENDENCYPART_SIBL
(27,9),(27,16),-0.0667519 # DEPENDENCYPART_SIBL
(27,9),(27,17),-0.113543 # DEPENDENCYPART_SIBL
(27,9),(27,18),0.0155428 # DEPENDENCYPART_SIBL
(27,9),(27,19),-0.170371 # DEPENDENCYPART_SIBL
(27,9),(27,20),-0.00354973 # DEPENDENCYPART_SIBL
(27,9),(27,21),-0.00354973 # DEPENDENCYPART_SIBL
(27,9),(27,22),-0.113543 # DEPENDENCYPART_SIBL
(27,9),(27,23),-0.0671796 # DEPENDENCYPART_SIBL
(27,9),(27,24),-0.00354973 # DEPENDENCYPART_SIBL
(27,9),(27,25),-0.00354973 # DEPENDENCYPART_SIBL
(27,9),(27,26),-0.113543 # DEPENDENCYPART_SIBL
(27,9),(27,28),0.00366282 # DEPENDENCYPART_SIBL
(27,10),(27,12),-0.0837525 # DEPENDENCYPART_SIBL
(27,10),(27,13),-0.067216 # DEPENDENCYPART_SIBL
(27,10),(27,14),-0.131973 # DEPENDENCYPART_SIBL
(27,10),(27,15),-0.114285 # DEPENDENCYPART_SIBL
(27,10),(27,16),-0.136035 # DEPENDENCYPART_SIBL
(27,10),(27,17),0.0268478 # DEPENDENCYPART_SIBL
(27,10),(27,18),0.0157972 # DEPENDENCYPART_SIBL
(27,10),(27,19),-0.159185 # DEPENDENCYPART_SIBL
(27,10),(27,20),-0.0748975 # DEPENDENCYPART_SIBL
(27,10),(27,21),-0.0748975 # DEPENDENCYPART_SIBL
(27,10),(27,22),0.0268478 # DEPENDENCYPART_SIBL
(27,10),(27,23),-0.0299478 # DEPENDENCYPART_SIBL
(27,10),(27,24),-0.0748975 # DEPENDENCYPART_SIBL
(27,10),(27,25),-0.0748975 # DEPENDENCYPART_SIBL
(27,10),(27,26),0.0268478 # DEPENDENCYPART_SIBL
(27,10),(27,28),0.00139183 # DEPENDENCYPART_SIBL
(27,12),(27,13),-0.0832201 # DEPENDENCYPART_SIBL
(27,12),(27,14),-0.140177 # DEPENDENCYPART_SIBL
(27,12),(27,15),-0.122489 # DEPENDENCYPART_SIBL
(27,12),(27,16),-0.145287 # DEPENDENCYPART_SIBL
(27,12),(27,17),0.00560209 # DEPENDENCYPART_SIBL
(27,12),(27,18),0.0045285 # DEPENDENCYPART_SIBL
(27,12),(27,19),-0.167389 # DEPENDENCYPART_SIBL
(27,12),(27,20),-0.0909016 # DEPENDENCYPART_SIBL
(27,12),(27,21),-0.0909016 # DEPENDENCYPART_SIBL
(27,12),(27,22),0.00560209 # DEPENDENCYPART_SIBL
(27,12),(27,23),-0.0367033 # DEPENDENCYPART_SIBL
(27,12),(27,24),-0.0909016 # DEPENDENCYPART_SIBL
(27,12),(27,25),-0.0909016 # DEPENDENCYPART_SIBL
(27,12),(27,26),0.00560209 # DEPENDENCYPART_SIBL
(27,12),(27,28),0.00132258 # DEPENDENCYPART_SIBL
(27,13),(27,14),-0.135323 # DEPENDENCYPART_SIBL
(27,13),(27,15),-0.117634 # DEPENDENCYPART_SIBL
(27,13),(27,16),-0.139386 # DEPENDENCYPART_SIBL
(27,13),(27,17),0.0286567 # DEPENDENCYPART_SIBL
(27,13),(27,18),0.0128067 # DEPENDENCYPART_SIBL
(27,13),(27,19),-0.162535 # DEPENDENCYPART_SIBL
(27,13),(27,20),-0.0737218 # DEPENDENCYPART_SIBL
(27,13),(27,21),-0.0737218 # DEPENDENCYPART_SIBL
(27,13),(27,22),0.0286567 # DEPENDENCYPART_SIBL
(27,13),(27,23),-0.031849 # DEPENDENCYPART_SIBL
(27,13),(27,24),-0.0737218 # DEPENDENCYPART_SIBL
(27,13),(27,25),-0.0737218 # DEPENDENCYPART_SIBL
(27,13),(27,26),0.0286567 # DEPENDENCYPART_SIBL
(27,13),(27,28),0.00174741 # DEPENDENCYPART_SIBL
(27,14),(27,15),-0.171662 # DEPENDENCYPART_SIBL
(27,14),(27,16),-0.124363 # DEPENDENCYPART_SIBL
(27,14),(27,17),-0.145336 # DEPENDENCYPART_SIBL
(27,14),(27,18),-0.0135906 # DEPENDENCYPART_SIBL
(27,14),(27,19),-0.168707 # DEPENDENCYPART_SIBL
(27,14),(27,20),0.0154674 # DEPENDENCYPART_SIBL
(27,14),(27,21),0.0154674 # DEPENDENCYPART_SIBL
(27,14),(27,22),-0.145336 # DEPENDENCYPART_SIBL
(27,14),(27,23),-0.0322295 # DEPENDENCYPART_SIBL
(27,14),(27,24),0.0154674 # DEPENDENCYPART_SIBL
(27,14),(27,25),0.0154674 # DEPENDENCYPART_SIBL
(27,14),(27,26),-0.145336 # DEPENDENCYPART_SIBL
(27,14),(27,28),-0.0536527 # DEPENDENCYPART_SIBL
(27,15),(27,16),-0.167381 # DEPENDENCYPART_SIBL
(27,15),(27,17),-0.209357 # DEPENDENCYPART_SIBL
(27,15),(27,18),-0.0768148 # DEPENDENCYPART_SIBL
(27,15),(27,19),-0.214662 # DEPENDENCYPART_SIBL
(27,15),(27,20),-0.133544 # DEPENDENCYPART_SIBL
(27,15),(27,21),-0.133544 # DEPENDENCYPART_SIBL
(27,15),(27,22),-0.209357 # DEPENDENCYPART_SIBL
(27,15),(27,23),-0.0733695 # DEPENDENCYPART_SIBL
(27,15),(27,24),-0.133544 # DEPENDENCYPART_SIBL
(27,15),(27,25),-0.133544 # DEPENDENCYPART_SIBL
(27,15),(27,26),-0.209357 # DEPENDENCYPART_SIBL
(27,15),(27,28),-0.00172824 # DEPENDENCYPART_SIBL
(27,16),(27,17),-0.0948918 # DEPENDENCYPART_SIBL
(27,16),(27,18),-0.0540655 # DEPENDENCYPART_SIBL
(27,16),(27,19),-0.236058 # DEPENDENCYPART_SIBL
(27,16),(27,20),-0.0669871 # DEPENDENCYPART_SIBL
(27,16),(27,21),-0.0669871 # DEPENDENCYPART_SIBL
(27,16),(27,22),-0.0948918 # DEPENDENCYPART_SIBL
(27,16),(27,23),-0.129556 # DEPENDENCYPART_SIBL
(27,16),(27,24),-0.0669871 # DEPENDENCYPART_SIBL
(27,16),(27,25),-0.0669871 # DEPENDENCYPART_SIBL
(27,16),(27,26),-0.0948918 # DEPENDENCYPART_SIBL
(27,16),(27,28),0.0797809 # DEPENDENCYPART_SIBL
(27,17),(27,18),-0.353132 # DEPENDENCYPART_SIBL
(27,17),(27,19),-0.444497 # DEPENDENCYPART_SIBL
(27,17),(27,20),-0.553839 # DEPENDENCYPART_SIBL
(27,17),(27,21),-0.553839 # DEPENDENCYPART_SIBL
(27,17),(27,22),-1.03137 # DEPENDENCYPART_SIBL
(27,17),(27,23),-0.500385 # DEPENDENCYPART_SIBL
(27,17),(27,24),-0.553839 # DEPENDENCYPART_SIBL
(27,17),(27,25),-0.553839 # DEPENDENCYPART_SIBL
(27,17),(27,26),-1.03137 # DEPENDENCYPART_SIBL
(27,17),(27,28),-0.00345076 # DEPENDENCYPART_SIBL
(27,18),(27,19),-0.19659 # DEPENDENCYPART_SIBL
(27,18),(27,20),-0.0283853 # DEPENDENCYPART_SIBL
(27,18),(27,21),-0.0283853 # DEPENDENCYPART_SIBL
(27,18),(27,22),-0.0880322 # DEPENDENCYPART_SIBL
(27,18),(27,23),-0.0357632 # DEPENDENCYPART_SIBL
(27,18),(27,24),-0.0283853 # DEPENDENCYPART_SIBL
(27,18),(27,25),-0.0283853 # DEPENDENCYPART_SIBL
(27,18),(27,26),-0.0880322 # DEPENDENCYPART_SIBL
(27,18),(27,28),0.0430628 # DEPENDENCYPART_SIBL
(27,19),(27,20),0.0214278 # DEPENDENCYPART_SIBL
(27,19),(27,21),0.0214278 # DEPENDENCYPART_SIBL
(27,19),(27,22),-0.13294 # DEPENDENCYPART_SIBL
(27,19),(27,23),0.0182829 # DEPENDENCYPART_SIBL
(27,19),(27,24),0.0214278 # DEPENDENCYPART_SIBL
(27,19),(27,25),0.0214278 # DEPENDENCYPART_SIBL
