# _root_ Ama , doların _ hızlı _ düşüşü enflasyonu _ _ artırırken , yumuşak inişi _ _ _ sertleştirebilecektir .
#goldHeads=19,0,6,5,7,7,10,10,10,11,18,0,14,18,16,17,18,19,0,
#predictedHeads=19,0,7,5,7,7,11,10,10,11,18,0,14,18,16,17,18,19,0,
(10,6),(10,11),-0.0189307 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.118712 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.00978489 # DEPENDENCYPART_SIBL
(10,6),(10,14),0.000490241 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.116215 # DEPENDENCYPART_SIBL
(10,6),(10,17),-0.116215 # DEPENDENCYPART_SIBL
(10,6),(10,18),-0.0433137 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.0142898 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.07014 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.00277362 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.0373243 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.0217318 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.0127734 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.0699033 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.0699033 # DEPENDENCYPART_SIBL
(10,7),(10,18),0.00662862 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.0632519 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.00277362 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0373243 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.0217318 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.0127734 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.0699033 # DEPENDENCYPART_SIBL
(10,8),(10,17),-0.0699033 # DEPENDENCYPART_SIBL
(10,8),(10,18),0.00662862 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0189307 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.118712 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.00978489 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.000490241 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.116215 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.116215 # DEPENDENCYPART_SIBL
(10,9),(10,18),-0.0433137 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.00105554 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0141183 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.0208506 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.0222972 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.0222972 # DEPENDENCYPART_SIBL
(10,11),(10,18),-0.0105343 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0414895 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0728687 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.0683883 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.0683883 # DEPENDENCYPART_SIBL
(10,12),(10,18),-0.0540562 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.0264958 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.0417258 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.0417258 # DEPENDENCYPART_SIBL
(10,13),(10,18),-0.0301258 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.0253089 # DEPENDENCYPART_SIBL
(10,14),(10,17),-0.0253089 # DEPENDENCYPART_SIBL
(10,14),(10,18),-0.00562024 # DEPENDENCYPART_SIBL
(10,16),(10,17),-0.0638517 # DEPENDENCYPART_SIBL
(10,16),(10,18),-0.0518793 # DEPENDENCYPART_SIBL
(10,17),(10,18),-0.0518793 # DEPENDENCYPART_SIBL
(11,3),(11,4),0.0342269 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.0547689 # DEPENDENCYPART_SIBL
(11,3),(11,8),0.0582251 # DEPENDENCYPART_SIBL
(11,3),(11,10),0.156911 # DEPENDENCYPART_SIBL
(11,4),(11,7),-0.156384 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.152928 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.380883 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.0582251 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.156911 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.163799 # DEPENDENCYPART_SIBL
(12,1),(12,2),0.0866681 # DEPENDENCYPART_SIBL
(12,1),(12,5),0.0784392 # DEPENDENCYPART_SIBL
(12,1),(12,6),0.21509 # DEPENDENCYPART_SIBL
(12,1),(12,7),0.0467617 # DEPENDENCYPART_SIBL
(12,1),(12,8),0.0467617 # DEPENDENCYPART_SIBL
(12,1),(12,9),0.21509 # DEPENDENCYPART_SIBL
(12,1),(12,10),0.21509 # DEPENDENCYPART_SIBL
(12,1),(12,11),0.0592874 # DEPENDENCYPART_SIBL
(12,1),(12,14),0.0111851 # DEPENDENCYPART_SIBL
(12,1),(12,16),-0.0315382 # DEPENDENCYPART_SIBL
(12,1),(12,17),-0.0315382 # DEPENDENCYPART_SIBL
(12,1),(12,18),-0.0232184 # DEPENDENCYPART_SIBL
(12,1),(12,19),-0.018356 # DEPENDENCYPART_SIBL
(12,2),(12,5),-0.0388096 # DEPENDENCYPART_SIBL
(12,2),(12,6),-0.103363 # DEPENDENCYPART_SIBL
(12,2),(12,7),0.0370901 # DEPENDENCYPART_SIBL
(12,2),(12,8),0.0370901 # DEPENDENCYPART_SIBL
(12,2),(12,9),-0.103363 # DEPENDENCYPART_SIBL
(12,2),(12,10),-0.103363 # DEPENDENCYPART_SIBL
(12,2),(12,11),0.00741786 # DEPENDENCYPART_SIBL
(12,2),(12,14),-0.0279063 # DEPENDENCYPART_SIBL
(12,2),(12,16),-0.111055 # DEPENDENCYPART_SIBL
(12,2),(12,17),-0.111055 # DEPENDENCYPART_SIBL
(12,2),(12,18),-0.0740256 # DEPENDENCYPART_SIBL
(12,2),(12,19),-0.0445988 # DEPENDENCYPART_SIBL
(12,5),(12,6),-0.0422478 # DEPENDENCYPART_SIBL
(12,5),(12,7),-0.129178 # DEPENDENCYPART_SIBL
(12,5),(12,8),-0.129344 # DEPENDENCYPART_SIBL
(12,5),(12,9),-0.0422478 # DEPENDENCYPART_SIBL
(12,5),(12,10),-0.0422478 # DEPENDENCYPART_SIBL
(12,5),(12,11),-0.0232413 # DEPENDENCYPART_SIBL
(12,5),(12,14),0.0236983 # DEPENDENCYPART_SIBL
(12,5),(12,16),-0.0423502 # DEPENDENCYPART_SIBL
(12,5),(12,17),-0.0423502 # DEPENDENCYPART_SIBL
(12,5),(12,18),-0.0182618 # DEPENDENCYPART_SIBL
(12,5),(12,19),-0.0081988 # DEPENDENCYPART_SIBL
(12,6),(12,7),-0.408986 # DEPENDENCYPART_SIBL
(12,6),(12,8),-0.408986 # DEPENDENCYPART_SIBL
(12,6),(12,9),-0.788511 # DEPENDENCYPART_SIBL
(12,6),(12,10),-0.788511 # DEPENDENCYPART_SIBL
(12,6),(12,11),-0.144268 # DEPENDENCYPART_SIBL
(12,6),(12,14),-0.0668854 # DEPENDENCYPART_SIBL
(12,6),(12,16),-0.166193 # DEPENDENCYPART_SIBL
(12,6),(12,17),-0.166193 # DEPENDENCYPART_SIBL
(12,6),(12,18),-0.138055 # DEPENDENCYPART_SIBL
(12,6),(12,19),-0.0812621 # DEPENDENCYPART_SIBL
(12,7),(12,8),-0.0813143 # DEPENDENCYPART_SIBL
(12,7),(12,9),-0.056173 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.056173 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.0262556 # DEPENDENCYPART_SIBL
(12,7),(12,14),0.00262664 # DEPENDENCYPART_SIBL
(12,7),(12,16),-0.0586021 # DEPENDENCYPART_SIBL
(12,7),(12,17),-0.0586021 # DEPENDENCYPART_SIBL
(12,7),(12,18),-0.033615 # DEPENDENCYPART_SIBL
(12,7),(12,19),0.0249933 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.049285 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.049285 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.0262556 # DEPENDENCYPART_SIBL
(12,8),(12,14),0.00262664 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.0586021 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.0586021 # DEPENDENCYPART_SIBL
(12,8),(12,18),-0.033615 # DEPENDENCYPART_SIBL
(12,8),(12,19),0.0249933 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.788511 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.144268 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.0668854 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.166193 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.166193 # DEPENDENCYPART_SIBL
(12,9),(12,18),-0.138055 # DEPENDENCYPART_SIBL
(12,9),(12,19),-0.0812621 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.144268 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0668854 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.166193 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.166193 # DEPENDENCYPART_SIBL
(12,10),(12,18),-0.138055 # DEPENDENCYPART_SIBL
(12,10),(12,19),-0.0812621 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0107081 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.0760477 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.0760477 # DEPENDENCYPART_SIBL
(12,11),(12,18),-0.062359 # DEPENDENCYPART_SIBL
(12,11),(12,19),-0.0388999 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.0374247 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.0374247 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.032302 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.0173388 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.0301275 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.0286604 # DEPENDENCYPART_SIBL
(12,16),(12,19),-0.0619313 # DEPENDENCYPART_SIBL
(12,17),(12,18),-0.0286604 # DEPENDENCYPART_SIBL
(12,17),(12,19),-0.0619313 # DEPENDENCYPART_SIBL
(12,18),(12,19),-0.0431921 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.893201 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.169927 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.171623 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.0453467 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.169927 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.171623 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.0453467 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.03516 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.0288782 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.00274103 # DEPENDENCYPART_SIBL
(14,5),(14,7),0.0866512 # DEPENDENCYPART_SIBL
(14,5),(14,8),0.0896084 # DEPENDENCYPART_SIBL
(14,5),(14,9),-0.0164804 # DEPENDENCYPART_SIBL
(14,5),(14,10),-0.0164804 # DEPENDENCYPART_SIBL
(14,5),(14,11),0.0613864 # DEPENDENCYPART_SIBL
(14,5),(14,12),-0.0319578 # DEPENDENCYPART_SIBL
(14,5),(14,13),0.100661 # DEPENDENCYPART_SIBL
(14,5),(14,15),-0.0123884 # DEPENDENCYPART_SIBL
(14,5),(14,16),-0.00628138 # DEPENDENCYPART_SIBL
(14,5),(14,17),-0.00628138 # DEPENDENCYPART_SIBL
(14,7),(14,8),0.00740941 # DEPENDENCYPART_SIBL
(14,7),(14,9),0.0312127 # DEPENDENCYPART_SIBL
(14,7),(14,10),0.0312127 # DEPENDENCYPART_SIBL
(14,7),(14,11),0.120208 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.0614159 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.105179 # DEPENDENCYPART_SIBL
(14,7),(14,15),-0.0429459 # DEPENDENCYPART_SIBL
(14,7),(14,16),-0.0536802 # DEPENDENCYPART_SIBL
(14,7),(14,17),-0.0536802 # DEPENDENCYPART_SIBL
(14,8),(14,9),0.0484328 # DEPENDENCYPART_SIBL
(14,8),(14,10),0.0484328 # DEPENDENCYPART_SIBL
(14,8),(14,11),0.123652 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.0579719 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.108623 # DEPENDENCYPART_SIBL
(14,8),(14,15),-0.0429459 # DEPENDENCYPART_SIBL
(14,8),(14,16),-0.0536802 # DEPENDENCYPART_SIBL
(14,8),(14,17),-0.0536802 # DEPENDENCYPART_SIBL
(14,9),(14,10),-0.847465 # DEPENDENCYPART_SIBL
(14,9),(14,11),-0.168064 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.227738 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.341394 # DEPENDENCYPART_SIBL
(14,9),(14,15),0.0478564 # DEPENDENCYPART_SIBL
(14,9),(14,16),-0.0470434 # DEPENDENCYPART_SIBL
(14,9),(14,17),-0.0470434 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.168064 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.227738 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.341394 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.0478564 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.0470434 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.0470434 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.044443 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.0310808 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.0221884 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.0368512 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.0368512 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.0264758 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.036629 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.0569933 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.0569933 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0123564 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.00623418 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.00623418 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.0357053 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.0357053 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.035505 # DEPENDENCYPART_SIBL
(15,10),(15,11),-0.206319 # DEPENDENCYPART_SIBL
(15,10),(15,12),-0.186826 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.250741 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.300632 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.0496638 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.104724 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.275833 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.0709357 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.0310232 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.182406 # DEPENDENCYPART_SIBL
(16,1),(16,7),0.0901203 # DEPENDENCYPART_SIBL
(16,1),(16,8),0.0901203 # DEPENDENCYPART_SIBL
(16,1),(16,9),-0.0833651 # DEPENDENCYPART_SIBL
(16,1),(16,10),-0.0833651 # DEPENDENCYPART_SIBL
(16,1),(16,11),0.0539733 # DEPENDENCYPART_SIBL
(16,1),(16,12),-0.0123996 # DEPENDENCYPART_SIBL
(16,1),(16,13),0.0479428 # DEPENDENCYPART_SIBL
(16,1),(16,14),0.0901203 # DEPENDENCYPART_SIBL
(16,1),(16,15),-0.196956 # DEPENDENCYPART_SIBL
(16,1),(16,17),-0.0964891 # DEPENDENCYPART_SIBL
(16,1),(16,18),-0.0482256 # DEPENDENCYPART_SIBL
(16,7),(16,8),0.0142898 # DEPENDENCYPART_SIBL
(16,7),(16,9),-0.07014 # DEPENDENCYPART_SIBL
(16,7),(16,10),-0.07014 # DEPENDENCYPART_SIBL
(16,7),(16,11),0.0822698 # DEPENDENCYPART_SIBL
(16,7),(16,12),-0.081844 # DEPENDENCYPART_SIBL
(16,7),(16,13),0.0841284 # DEPENDENCYPART_SIBL
(16,7),(16,14),0.0105248 # DEPENDENCYPART_SIBL
(16,7),(16,15),-0.136991 # DEPENDENCYPART_SIBL
(16,7),(16,17),-0.0699033 # DEPENDENCYPART_SIBL
(16,7),(16,18),0.00662862 # DEPENDENCYPART_SIBL
(16,8),(16,9),-0.0632519 # DEPENDENCYPART_SIBL
(16,8),(16,10),-0.0632519 # DEPENDENCYPART_SIBL
(16,8),(16,11),0.0822698 # DEPENDENCYPART_SIBL
(16,8),(16,12),-0.081844 # DEPENDENCYPART_SIBL
(16,8),(16,13),0.0841284 # DEPENDENCYPART_SIBL
(16,8),(16,14),0.0105248 # DEPENDENCYPART_SIBL
(16,8),(16,15),-0.133547 # DEPENDENCYPART_SIBL
(16,8),(16,17),-0.0699033 # DEPENDENCYPART_SIBL
(16,8),(16,18),0.00662862 # DEPENDENCYPART_SIBL
(16,9),(16,10),-1.19892 # DEPENDENCYPART_SIBL
(16,9),(16,11),-0.389524 # DEPENDENCYPART_SIBL
(16,9),(16,12),-0.459699 # DEPENDENCYPART_SIBL
(16,9),(16,13),-0.525064 # DEPENDENCYPART_SIBL
(16,9),(16,14),-0.563221 # DEPENDENCYPART_SIBL
(16,9),(16,15),-1.07697 # DEPENDENCYPART_SIBL
(16,9),(16,17),-0.116215 # DEPENDENCYPART_SIBL
(16,9),(16,18),-0.0433137 # DEPENDENCYPART_SIBL
(16,10),(16,11),-0.389524 # DEPENDENCYPART_SIBL
(16,10),(16,12),-0.459699 # DEPENDENCYPART_SIBL
(16,10),(16,13),-0.525064 # DEPENDENCYPART_SIBL
(16,10),(16,14),-0.563221 # DEPENDENCYPART_SIBL
(16,10),(16,15),-1.07697 # DEPENDENCYPART_SIBL
(16,10),(16,17),-0.116215 # DEPENDENCYPART_SIBL
(16,10),(16,18),-0.0433137 # DEPENDENCYPART_SIBL
(16,11),(16,12),-0.111767 # DEPENDENCYPART_SIBL
(16,11),(16,13),0.0376369 # DEPENDENCYPART_SIBL
(16,11),(16,14),0.114706 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.239055 # DEPENDENCYPART_SIBL
(16,11),(16,17),-0.0839802 # DEPENDENCYPART_SIBL
(16,11),(16,18),-0.0243546 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.0262458 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.0125111 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.416392 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.120576 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.0162046 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.0425812 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.0395305 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.0781796 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.0100539 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.137766 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0699033 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.00662862 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.108986 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.0343789 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.0518793 # DEPENDENCYPART_SIBL
(17,1),(17,3),0.0901203 # DEPENDENCYPART_SIBL
(17,1),(17,4),-0.154782 # DEPENDENCYPART_SIBL
(17,1),(17,7),0.0901203 # DEPENDENCYPART_SIBL
(17,1),(17,8),0.0901203 # DEPENDENCYPART_SIBL
(17,1),(17,9),-0.0833651 # DEPENDENCYPART_SIBL
(17,1),(17,10),-0.0833651 # DEPENDENCYPART_SIBL
(17,1),(17,11),0.0539733 # DEPENDENCYPART_SIBL
(17,1),(17,12),-0.0123996 # DEPENDENCYPART_SIBL
(17,1),(17,13),0.0479428 # DEPENDENCYPART_SIBL
(17,1),(17,14),0.0901203 # DEPENDENCYPART_SIBL
(17,1),(17,15),-0.196956 # DEPENDENCYPART_SIBL
(17,1),(17,16),-0.0833651 # DEPENDENCYPART_SIBL
(17,1),(17,18),-0.0482256 # DEPENDENCYPART_SIBL
(17,3),(17,4),-0.210289 # DEPENDENCYPART_SIBL
(17,3),(17,7),0.0108336 # DEPENDENCYPART_SIBL
(17,3),(17,8),0.0142898 # DEPENDENCYPART_SIBL
(17,3),(17,9),-0.07014 # DEPENDENCYPART_SIBL
(17,3),(17,10),-0.07014 # DEPENDENCYPART_SIBL
(17,3),(17,11),0.0822698 # DEPENDENCYPART_SIBL
(17,3),(17,12),-0.081844 # DEPENDENCYPART_SIBL
(17,3),(17,13),0.0841284 # DEPENDENCYPART_SIBL
(17,3),(17,14),0.0105248 # DEPENDENCYPART_SIBL
(17,3),(17,15),-0.136991 # DEPENDENCYPART_SIBL
(17,3),(17,16),-0.07014 # DEPENDENCYPART_SIBL
(17,3),(17,18),0.00662862 # DEPENDENCYPART_SIBL
(17,4),(17,7),-0.636019 # DEPENDENCYPART_SIBL
(17,4),(17,8),-0.632563 # DEPENDENCYPART_SIBL
(17,4),(17,9),-1.07945 # DEPENDENCYPART_SIBL
(17,4),(17,10),-1.07945 # DEPENDENCYPART_SIBL
(17,4),(17,11),-0.358825 # DEPENDENCYPART_SIBL
(17,4),(17,12),-0.425743 # DEPENDENCYPART_SIBL
(17,4),(17,13),-0.43032 # DEPENDENCYPART_SIBL
(17,4),(17,14),-0.636328 # DEPENDENCYPART_SIBL
(17,4),(17,15),-1.00553 # DEPENDENCYPART_SIBL
(17,4),(17,16),-1.07945 # DEPENDENCYPART_SIBL
(17,4),(17,18),-0.0176964 # DEPENDENCYPART_SIBL
(17,7),(17,8),0.0142898 # DEPENDENCYPART_SIBL
(17,7),(17,9),-0.07014 # DEPENDENCYPART_SIBL
(17,7),(17,10),-0.07014 # DEPENDENCYPART_SIBL
(17,7),(17,11),0.0822698 # DEPENDENCYPART_SIBL
(17,7),(17,12),-0.081844 # DEPENDENCYPART_SIBL
(17,7),(17,13),0.0841284 # DEPENDENCYPART_SIBL
(17,7),(17,14),0.0105248 # DEPENDENCYPART_SIBL
(17,7),(17,15),-0.136991 # DEPENDENCYPART_SIBL
(17,7),(17,16),-0.07014 # DEPENDENCYPART_SIBL
(17,7),(17,18),0.00662862 # DEPENDENCYPART_SIBL
(17,8),(17,9),-0.0632519 # DEPENDENCYPART_SIBL
(17,8),(17,10),-0.0632519 # DEPENDENCYPART_SIBL
(17,8),(17,11),0.0822698 # DEPENDENCYPART_SIBL
(17,8),(17,12),-0.081844 # DEPENDENCYPART_SIBL
(17,8),(17,13),0.0841284 # DEPENDENCYPART_SIBL
(17,8),(17,14),0.0105248 # DEPENDENCYPART_SIBL
(17,8),(17,15),-0.133547 # DEPENDENCYPART_SIBL
(17,8),(17,16),-0.0632519 # DEPENDENCYPART_SIBL
(17,8),(17,18),0.00662862 # DEPENDENCYPART_SIBL
(17,9),(17,10),-1.19892 # DEPENDENCYPART_SIBL
(17,9),(17,11),-0.389524 # DEPENDENCYPART_SIBL
(17,9),(17,12),-0.459699 # DEPENDENCYPART_SIBL
(17,9),(17,13),-0.525064 # DEPENDENCYPART_SIBL
(17,9),(17,14),-0.563221 # DEPENDENCYPART_SIBL
(17,9),(17,15),-1.07697 # DEPENDENCYPART_SIBL
(17,9),(17,16),-1.19892 # DEPENDENCYPART_SIBL
(17,9),(17,18),-0.0433137 # DEPENDENCYPART_SIBL
(17,10),(17,11),-0.389524 # DEPENDENCYPART_SIBL
(17,10),(17,12),-0.459699 # DEPENDENCYPART_SIBL
(17,10),(17,13),-0.525064 # DEPENDENCYPART_SIBL
(17,10),(17,14),-0.563221 # DEPENDENCYPART_SIBL
(17,10),(17,15),-1.07697 # DEPENDENCYPART_SIBL
(17,10),(17,16),-1.19892 # DEPENDENCYPART_SIBL
(17,10),(17,18),-0.0433137 # DEPENDENCYPART_SIBL
(17,11),(17,12),-0.111767 # DEPENDENCYPART_SIBL
(17,11),(17,13),0.0376369 # DEPENDENCYPART_SIBL
(17,11),(17,14),0.114706 # DEPENDENCYPART_SIBL
(17,11),(17,15),-0.239055 # DEPENDENCYPART_SIBL
(17,11),(17,16),-0.171739 # DEPENDENCYPART_SIBL
(17,11),(17,18),-0.0243546 # DEPENDENCYPART_SIBL
(17,12),(17,13),0.0262458 # DEPENDENCYPART_SIBL
(17,12),(17,14),0.0125111 # DEPENDENCYPART_SIBL
(17,12),(17,15),-0.416392 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.428719 # DEPENDENCYPART_SIBL
(17,12),(17,18),-0.0162046 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.0425812 # DEPENDENCYPART_SIBL
(17,13),(17,15),-0.0395305 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.00796957 # DEPENDENCYPART_SIBL
(17,13),(17,18),-0.0100539 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.137766 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.0716897 # DEPENDENCYPART_SIBL
(17,14),(17,18),0.00662862 # DEPENDENCYPART_SIBL
(17,15),(17,16),-1.01726 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.0343789 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.0433137 # DEPENDENCYPART_SIBL
(18,1),(18,2),-0.102409 # DEPENDENCYPART_SIBL
(18,1),(18,3),0.0125246 # DEPENDENCYPART_SIBL
(18,1),(18,4),-0.0572718 # DEPENDENCYPART_SIBL
(18,1),(18,5),0.0253091 # DEPENDENCYPART_SIBL
(18,1),(18,6),0.0253535 # DEPENDENCYPART_SIBL
(18,1),(18,7),0.0125246 # DEPENDENCYPART_SIBL
(18,1),(18,8),0.0125246 # DEPENDENCYPART_SIBL
(18,1),(18,9),0.0253535 # DEPENDENCYPART_SIBL
(18,1),(18,10),0.0253535 # DEPENDENCYPART_SIBL
(18,1),(18,11),-0.00747367 # DEPENDENCYPART_SIBL
(18,1),(18,12),-0.102409 # DEPENDENCYPART_SIBL
(18,1),(18,13),0.0228173 # DEPENDENCYPART_SIBL
(18,1),(18,14),0.0125246 # DEPENDENCYPART_SIBL
(18,1),(18,15),-0.0469771 # DEPENDENCYPART_SIBL
(18,1),(18,16),0.0253535 # DEPENDENCYPART_SIBL
(18,1),(18,17),0.0253535 # DEPENDENCYPART_SIBL
(18,2),(18,3),0.0214278 # DEPENDENCYPART_SIBL
(18,2),(18,4),-0.217742 # DEPENDENCYPART_SIBL
(18,2),(18,5),0.0192864 # DEPENDENCYPART_SIBL
(18,2),(18,6),-0.13294 # DEPENDENCYPART_SIBL
(18,2),(18,7),0.0214278 # DEPENDENCYPART_SIBL
(18,2),(18,8),0.0214278 # DEPENDENCYPART_SIBL
(18,2),(18,9),-0.13294 # DEPENDENCYPART_SIBL
(18,2),(18,10),-0.13294 # DEPENDENCYPART_SIBL
(18,2),(18,11),0.0298296 # DEPENDENCYPART_SIBL
(18,2),(18,12),-0.241759 # DEPENDENCYPART_SIBL
(18,2),(18,13),0.0182786 # DEPENDENCYPART_SIBL
(18,2),(18,14),0.0214278 # DEPENDENCYPART_SIBL
(18,2),(18,15),-0.220887 # DEPENDENCYPART_SIBL
(18,2),(18,16),-0.13294 # DEPENDENCYPART_SIBL
