# _root_ Netameli uçaklardan _ sonuncusunun _ _ iade_edilişiyle birlikte , deve _ kurban_eden ve _ kanlı deve parçalarıyla personele fotoğraflar _ _ _ çektirten kişi , başka nasıl biri _ olabilir ?
#goldHeads=2,4,4,6,6,7,8,11,0,11,12,13,23,15,17,17,22,22,22,21,22,23,24,30,0,27,28,30,30,31,0,
#predictedHeads=2,6,4,6,6,7,8,11,0,11,12,13,14,15,16,17,22,19,22,21,22,23,24,30,0,27,28,30,30,31,0,
(24,21),(24,22),-0.848152 # DEPENDENCYPART_SIBL
(24,21),(24,23),-0.349005 # DEPENDENCYPART_SIBL
(24,21),(24,25),-0.0827886 # DEPENDENCYPART_SIBL
(24,21),(24,26),0.0914503 # DEPENDENCYPART_SIBL
(24,21),(24,27),0.0901889 # DEPENDENCYPART_SIBL
(24,21),(24,29),-0.0470993 # DEPENDENCYPART_SIBL
(24,21),(24,30),-0.0020804 # DEPENDENCYPART_SIBL
(24,22),(24,23),-0.349005 # DEPENDENCYPART_SIBL
(24,22),(24,25),-0.0827886 # DEPENDENCYPART_SIBL
(24,22),(24,26),0.0914503 # DEPENDENCYPART_SIBL
(24,22),(24,27),0.0901889 # DEPENDENCYPART_SIBL
(24,22),(24,29),-0.0470993 # DEPENDENCYPART_SIBL
(24,22),(24,30),-0.0020804 # DEPENDENCYPART_SIBL
(24,23),(24,25),-0.0482513 # DEPENDENCYPART_SIBL
(24,23),(24,26),0.0370145 # DEPENDENCYPART_SIBL
(24,23),(24,27),0.0490551 # DEPENDENCYPART_SIBL
(24,23),(24,29),-0.00729934 # DEPENDENCYPART_SIBL
(24,23),(24,30),0.0446394 # DEPENDENCYPART_SIBL
(24,25),(24,26),-0.0259771 # DEPENDENCYPART_SIBL
(24,25),(24,27),-0.0259771 # DEPENDENCYPART_SIBL
(24,25),(24,29),-0.0486369 # DEPENDENCYPART_SIBL
(24,25),(24,30),-0.0409097 # DEPENDENCYPART_SIBL
(24,26),(24,27),-0.0173517 # DEPENDENCYPART_SIBL
(24,26),(24,29),-0.0308116 # DEPENDENCYPART_SIBL
(24,26),(24,30),-0.0252252 # DEPENDENCYPART_SIBL
(24,27),(24,29),-0.0309205 # DEPENDENCYPART_SIBL
(24,27),(24,30),-0.025334 # DEPENDENCYPART_SIBL
(24,29),(24,30),-0.0294243 # DEPENDENCYPART_SIBL
(25,5),(25,6),-0.788511 # DEPENDENCYPART_SIBL
(25,5),(25,11),-0.788511 # DEPENDENCYPART_SIBL
(25,5),(25,12),-0.380117 # DEPENDENCYPART_SIBL
(25,5),(25,15),-0.380117 # DEPENDENCYPART_SIBL
(25,5),(25,18),-0.408986 # DEPENDENCYPART_SIBL
(25,5),(25,19),-0.408986 # DEPENDENCYPART_SIBL
(25,5),(25,20),-0.788511 # DEPENDENCYPART_SIBL
(25,5),(25,21),-0.788511 # DEPENDENCYPART_SIBL
(25,5),(25,22),-0.788511 # DEPENDENCYPART_SIBL
(25,5),(25,23),-0.380117 # DEPENDENCYPART_SIBL
(25,5),(25,24),-0.406452 # DEPENDENCYPART_SIBL
(25,5),(25,29),-0.166193 # DEPENDENCYPART_SIBL
(25,5),(25,30),-0.138079 # DEPENDENCYPART_SIBL
(25,5),(25,31),-0.107878 # DEPENDENCYPART_SIBL
(25,6),(25,11),-0.788511 # DEPENDENCYPART_SIBL
(25,6),(25,12),-0.380117 # DEPENDENCYPART_SIBL
(25,6),(25,15),-0.380117 # DEPENDENCYPART_SIBL
(25,6),(25,18),-0.408986 # DEPENDENCYPART_SIBL
(25,6),(25,19),-0.408986 # DEPENDENCYPART_SIBL
(25,6),(25,20),-0.788511 # DEPENDENCYPART_SIBL
(25,6),(25,21),-0.788511 # DEPENDENCYPART_SIBL
(25,6),(25,22),-0.788511 # DEPENDENCYPART_SIBL
(25,6),(25,23),-0.380117 # DEPENDENCYPART_SIBL
(25,6),(25,24),-0.406452 # DEPENDENCYPART_SIBL
(25,6),(25,29),-0.166193 # DEPENDENCYPART_SIBL
(25,6),(25,30),-0.138079 # DEPENDENCYPART_SIBL
(25,6),(25,31),-0.107878 # DEPENDENCYPART_SIBL
(25,11),(25,12),-0.380117 # DEPENDENCYPART_SIBL
(25,11),(25,15),-0.380117 # DEPENDENCYPART_SIBL
(25,11),(25,18),-0.408986 # DEPENDENCYPART_SIBL
(25,11),(25,19),-0.408986 # DEPENDENCYPART_SIBL
(25,11),(25,20),-0.788511 # DEPENDENCYPART_SIBL
(25,11),(25,21),-0.788511 # DEPENDENCYPART_SIBL
(25,11),(25,22),-0.788511 # DEPENDENCYPART_SIBL
(25,11),(25,23),-0.380117 # DEPENDENCYPART_SIBL
(25,11),(25,24),-0.406452 # DEPENDENCYPART_SIBL
(25,11),(25,29),-0.166193 # DEPENDENCYPART_SIBL
(25,11),(25,30),-0.138079 # DEPENDENCYPART_SIBL
(25,11),(25,31),-0.107878 # DEPENDENCYPART_SIBL
(25,12),(25,15),-0.114683 # DEPENDENCYPART_SIBL
(25,12),(25,18),-0.128882 # DEPENDENCYPART_SIBL
(25,12),(25,19),-0.128882 # DEPENDENCYPART_SIBL
(25,12),(25,20),-0.0490471 # DEPENDENCYPART_SIBL
(25,12),(25,21),-0.0490471 # DEPENDENCYPART_SIBL
(25,12),(25,22),-0.0490471 # DEPENDENCYPART_SIBL
(25,12),(25,23),-0.114683 # DEPENDENCYPART_SIBL
(25,12),(25,24),-0.129719 # DEPENDENCYPART_SIBL
(25,12),(25,29),-0.0423426 # DEPENDENCYPART_SIBL
(25,12),(25,30),-0.0182542 # DEPENDENCYPART_SIBL
(25,12),(25,31),-0.0259536 # DEPENDENCYPART_SIBL
(25,15),(25,18),-0.129795 # DEPENDENCYPART_SIBL
(25,15),(25,19),-0.129795 # DEPENDENCYPART_SIBL
(25,15),(25,20),-0.0499646 # DEPENDENCYPART_SIBL
(25,15),(25,21),-0.0499646 # DEPENDENCYPART_SIBL
(25,15),(25,22),-0.0499646 # DEPENDENCYPART_SIBL
(25,15),(25,23),-0.116961 # DEPENDENCYPART_SIBL
(25,15),(25,24),-0.130632 # DEPENDENCYPART_SIBL
(25,15),(25,29),-0.0423426 # DEPENDENCYPART_SIBL
(25,15),(25,30),-0.0182542 # DEPENDENCYPART_SIBL
(25,15),(25,31),-0.0259536 # DEPENDENCYPART_SIBL
(25,18),(25,19),-0.0847705 # DEPENDENCYPART_SIBL
(25,18),(25,20),-0.056173 # DEPENDENCYPART_SIBL
(25,18),(25,21),-0.056173 # DEPENDENCYPART_SIBL
(25,18),(25,22),-0.056173 # DEPENDENCYPART_SIBL
(25,18),(25,23),-0.107445 # DEPENDENCYPART_SIBL
(25,18),(25,24),-0.0954322 # DEPENDENCYPART_SIBL
(25,18),(25,29),-0.0586021 # DEPENDENCYPART_SIBL
(25,18),(25,30),-0.0336152 # DEPENDENCYPART_SIBL
(25,18),(25,31),-0.00656127 # DEPENDENCYPART_SIBL
(25,19),(25,20),-0.056173 # DEPENDENCYPART_SIBL
(25,19),(25,21),-0.056173 # DEPENDENCYPART_SIBL
(25,19),(25,22),-0.056173 # DEPENDENCYPART_SIBL
(25,19),(25,23),-0.107445 # DEPENDENCYPART_SIBL
(25,19),(25,24),-0.0954322 # DEPENDENCYPART_SIBL
(25,19),(25,29),-0.0586021 # DEPENDENCYPART_SIBL
(25,19),(25,30),-0.0336152 # DEPENDENCYPART_SIBL
(25,19),(25,31),-0.00656127 # DEPENDENCYPART_SIBL
(25,20),(25,21),-0.788511 # DEPENDENCYPART_SIBL
(25,20),(25,22),-0.788511 # DEPENDENCYPART_SIBL
(25,20),(25,23),-0.380117 # DEPENDENCYPART_SIBL
(25,20),(25,24),-0.406452 # DEPENDENCYPART_SIBL
(25,20),(25,29),-0.166193 # DEPENDENCYPART_SIBL
(25,20),(25,30),-0.138079 # DEPENDENCYPART_SIBL
(25,20),(25,31),-0.107878 # DEPENDENCYPART_SIBL
(25,21),(25,22),-0.788511 # DEPENDENCYPART_SIBL
(25,21),(25,23),-0.380117 # DEPENDENCYPART_SIBL
(25,21),(25,24),-0.406452 # DEPENDENCYPART_SIBL
(25,21),(25,29),-0.166193 # DEPENDENCYPART_SIBL
(25,21),(25,30),-0.138079 # DEPENDENCYPART_SIBL
(25,21),(25,31),-0.107878 # DEPENDENCYPART_SIBL
(25,22),(25,23),-0.380117 # DEPENDENCYPART_SIBL
(25,22),(25,24),-0.406452 # DEPENDENCYPART_SIBL
(25,22),(25,29),-0.166193 # DEPENDENCYPART_SIBL
(25,22),(25,30),-0.138079 # DEPENDENCYPART_SIBL
(25,22),(25,31),-0.107878 # DEPENDENCYPART_SIBL
(25,23),(25,24),-0.129719 # DEPENDENCYPART_SIBL
(25,23),(25,29),-0.0423426 # DEPENDENCYPART_SIBL
(25,23),(25,30),-0.0182542 # DEPENDENCYPART_SIBL
(25,23),(25,31),-0.0259536 # DEPENDENCYPART_SIBL
(25,24),(25,29),-0.0586022 # DEPENDENCYPART_SIBL
(25,24),(25,30),-0.0336153 # DEPENDENCYPART_SIBL
(25,24),(25,31),-0.00656127 # DEPENDENCYPART_SIBL
(25,29),(25,30),-0.0286604 # DEPENDENCYPART_SIBL
(25,29),(25,31),-0.052852 # DEPENDENCYPART_SIBL
(25,30),(25,31),-0.0394522 # DEPENDENCYPART_SIBL
(26,22),(26,23),-0.226064 # DEPENDENCYPART_SIBL
(26,22),(26,24),-0.27976 # DEPENDENCYPART_SIBL
(26,22),(26,25),-0.171624 # DEPENDENCYPART_SIBL
(26,23),(26,24),0.0992486 # DEPENDENCYPART_SIBL
(26,23),(26,25),-0.00607831 # DEPENDENCYPART_SIBL
(26,24),(26,25),-0.0106628 # DEPENDENCYPART_SIBL
(27,20),(27,21),-0.893201 # DEPENDENCYPART_SIBL
(27,20),(27,22),-0.893201 # DEPENDENCYPART_SIBL
(27,20),(27,24),-0.284994 # DEPENDENCYPART_SIBL
(27,20),(27,25),-0.171623 # DEPENDENCYPART_SIBL
(27,20),(27,26),-0.219991 # DEPENDENCYPART_SIBL
(27,21),(27,22),-0.893201 # DEPENDENCYPART_SIBL
(27,21),(27,24),-0.284994 # DEPENDENCYPART_SIBL
(27,21),(27,25),-0.171623 # DEPENDENCYPART_SIBL
(27,21),(27,26),-0.219991 # DEPENDENCYPART_SIBL
(27,22),(27,24),-0.284994 # DEPENDENCYPART_SIBL
(27,22),(27,25),-0.171623 # DEPENDENCYPART_SIBL
(27,22),(27,26),-0.219991 # DEPENDENCYPART_SIBL
(27,24),(27,25),-0.0211894 # DEPENDENCYPART_SIBL
(27,24),(27,26),0.0789099 # DEPENDENCYPART_SIBL
(27,25),(27,26),0.0159723 # DEPENDENCYPART_SIBL
(28,24),(28,27),0.116571 # DEPENDENCYPART_SIBL
(28,24),(28,31),-0.00203269 # DEPENDENCYPART_SIBL
(28,27),(28,31),-0.0176063 # DEPENDENCYPART_SIBL
(29,7),(29,16),0.0108336 # DEPENDENCYPART_SIBL
(29,7),(29,17),0.0108336 # DEPENDENCYPART_SIBL
(29,7),(29,18),0.0108336 # DEPENDENCYPART_SIBL
(29,7),(29,19),0.0108336 # DEPENDENCYPART_SIBL
(29,7),(29,20),-0.07014 # DEPENDENCYPART_SIBL
(29,7),(29,21),-0.07014 # DEPENDENCYPART_SIBL
(29,7),(29,22),-0.07014 # DEPENDENCYPART_SIBL
(29,7),(29,23),0.0841319 # DEPENDENCYPART_SIBL
(29,7),(29,24),-0.0377875 # DEPENDENCYPART_SIBL
(29,7),(29,25),-0.081844 # DEPENDENCYPART_SIBL
(29,7),(29,26),0.0102987 # DEPENDENCYPART_SIBL
(29,7),(29,27),0.148765 # DEPENDENCYPART_SIBL
(29,7),(29,28),0.0814895 # DEPENDENCYPART_SIBL
(29,7),(29,30),0.00657948 # DEPENDENCYPART_SIBL
(29,7),(29,31),-0.0499143 # DEPENDENCYPART_SIBL
(29,16),(29,17),0.0108336 # DEPENDENCYPART_SIBL
(29,16),(29,18),0.0108336 # DEPENDENCYPART_SIBL
(29,16),(29,19),0.0108336 # DEPENDENCYPART_SIBL
(29,16),(29,20),-0.07014 # DEPENDENCYPART_SIBL
(29,16),(29,21),-0.07014 # DEPENDENCYPART_SIBL
(29,16),(29,22),-0.07014 # DEPENDENCYPART_SIBL
(29,16),(29,23),0.0841319 # DEPENDENCYPART_SIBL
(29,16),(29,24),-0.0377875 # DEPENDENCYPART_SIBL
(29,16),(29,25),-0.081844 # DEPENDENCYPART_SIBL
(29,16),(29,26),0.0102987 # DEPENDENCYPART_SIBL
(29,16),(29,27),0.148765 # DEPENDENCYPART_SIBL
(29,16),(29,28),0.0814895 # DEPENDENCYPART_SIBL
(29,16),(29,30),0.00657948 # DEPENDENCYPART_SIBL
(29,16),(29,31),-0.0499143 # DEPENDENCYPART_SIBL
(29,17),(29,18),0.0108336 # DEPENDENCYPART_SIBL
(29,17),(29,19),0.0108336 # DEPENDENCYPART_SIBL
(29,17),(29,20),-0.07014 # DEPENDENCYPART_SIBL
(29,17),(29,21),-0.07014 # DEPENDENCYPART_SIBL
(29,17),(29,22),-0.07014 # DEPENDENCYPART_SIBL
(29,17),(29,23),0.0841319 # DEPENDENCYPART_SIBL
(29,17),(29,24),-0.0377875 # DEPENDENCYPART_SIBL
(29,17),(29,25),-0.081844 # DEPENDENCYPART_SIBL
(29,17),(29,26),0.0102987 # DEPENDENCYPART_SIBL
(29,17),(29,27),0.148765 # DEPENDENCYPART_SIBL
(29,17),(29,28),0.0814895 # DEPENDENCYPART_SIBL
(29,17),(29,30),0.00657948 # DEPENDENCYPART_SIBL
(29,17),(29,31),-0.0499143 # DEPENDENCYPART_SIBL
(29,18),(29,19),0.0108336 # DEPENDENCYPART_SIBL
(29,18),(29,20),-0.07014 # DEPENDENCYPART_SIBL
(29,18),(29,21),-0.07014 # DEPENDENCYPART_SIBL
(29,18),(29,22),-0.07014 # DEPENDENCYPART_SIBL
(29,18),(29,23),0.0841319 # DEPENDENCYPART_SIBL
(29,18),(29,24),-0.0377875 # DEPENDENCYPART_SIBL
(29,18),(29,25),-0.081844 # DEPENDENCYPART_SIBL
(29,18),(29,26),0.0102987 # DEPENDENCYPART_SIBL
(29,18),(29,27),0.148765 # DEPENDENCYPART_SIBL
(29,18),(29,28),0.0814895 # DEPENDENCYPART_SIBL
(29,18),(29,30),0.00657948 # DEPENDENCYPART_SIBL
(29,18),(29,31),-0.0499143 # DEPENDENCYPART_SIBL
(29,19),(29,20),-0.07014 # DEPENDENCYPART_SIBL
(29,19),(29,21),-0.07014 # DEPENDENCYPART_SIBL
(29,19),(29,22),-0.07014 # DEPENDENCYPART_SIBL
(29,19),(29,23),0.0841319 # DEPENDENCYPART_SIBL
(29,19),(29,24),-0.0377875 # DEPENDENCYPART_SIBL
(29,19),(29,25),-0.081844 # DEPENDENCYPART_SIBL
(29,19),(29,26),0.0102987 # DEPENDENCYPART_SIBL
(29,19),(29,27),0.148765 # DEPENDENCYPART_SIBL
(29,19),(29,28),0.0814895 # DEPENDENCYPART_SIBL
(29,19),(29,30),0.00657948 # DEPENDENCYPART_SIBL
(29,19),(29,31),-0.0499143 # DEPENDENCYPART_SIBL
(29,20),(29,21),-1.19892 # DEPENDENCYPART_SIBL
(29,20),(29,22),-1.19892 # DEPENDENCYPART_SIBL
(29,20),(29,23),-0.525061 # DEPENDENCYPART_SIBL
(29,20),(29,24),-0.585946 # DEPENDENCYPART_SIBL
(29,20),(29,25),-0.459699 # DEPENDENCYPART_SIBL
(29,20),(29,26),-0.573249 # DEPENDENCYPART_SIBL
(29,20),(29,27),-0.47544 # DEPENDENCYPART_SIBL
(29,20),(29,28),-0.295037 # DEPENDENCYPART_SIBL
(29,20),(29,30),-0.0434327 # DEPENDENCYPART_SIBL
(29,20),(29,31),-0.121373 # DEPENDENCYPART_SIBL
(29,21),(29,22),-1.19892 # DEPENDENCYPART_SIBL
(29,21),(29,23),-0.525061 # DEPENDENCYPART_SIBL
(29,21),(29,24),-0.585946 # DEPENDENCYPART_SIBL
(29,21),(29,25),-0.459699 # DEPENDENCYPART_SIBL
(29,21),(29,26),-0.573249 # DEPENDENCYPART_SIBL
(29,21),(29,27),-0.47544 # DEPENDENCYPART_SIBL
(29,21),(29,28),-0.295037 # DEPENDENCYPART_SIBL
(29,21),(29,30),-0.0434327 # DEPENDENCYPART_SIBL
(29,21),(29,31),-0.121373 # DEPENDENCYPART_SIBL
(29,22),(29,23),-0.525061 # DEPENDENCYPART_SIBL
(29,22),(29,24),-0.585946 # DEPENDENCYPART_SIBL
(29,22),(29,25),-0.459699 # DEPENDENCYPART_SIBL
(29,22),(29,26),-0.573249 # DEPENDENCYPART_SIBL
(29,22),(29,27),-0.47544 # DEPENDENCYPART_SIBL
(29,22),(29,28),-0.295037 # DEPENDENCYPART_SIBL
(29,22),(29,30),-0.0434327 # DEPENDENCYPART_SIBL
(29,22),(29,31),-0.121373 # DEPENDENCYPART_SIBL
(29,23),(29,24),0.0160792 # DEPENDENCYPART_SIBL
(29,23),(29,25),-0.107532 # DEPENDENCYPART_SIBL
(29,23),(29,26),0.0219579 # DEPENDENCYPART_SIBL
(29,23),(29,27),0.0991259 # DEPENDENCYPART_SIBL
(29,23),(29,28),0.0787802 # DEPENDENCYPART_SIBL
(29,23),(29,30),-0.0101026 # DEPENDENCYPART_SIBL
(29,23),(29,31),-0.0954686 # DEPENDENCYPART_SIBL
(29,24),(29,25),-0.0896802 # DEPENDENCYPART_SIBL
(29,24),(29,26),0.0173885 # DEPENDENCYPART_SIBL
(29,24),(29,27),0.155855 # DEPENDENCYPART_SIBL
(29,24),(29,28),0.0907577 # DEPENDENCYPART_SIBL
(29,24),(29,30),0.00383889 # DEPENDENCYPART_SIBL
(29,24),(29,31),-0.0526549 # DEPENDENCYPART_SIBL
(29,25),(29,26),-0.0829195 # DEPENDENCYPART_SIBL
(29,25),(29,27),0.0219906 # DEPENDENCYPART_SIBL
(29,25),(29,28),0.0277784 # DEPENDENCYPART_SIBL
(29,25),(29,30),-0.0162534 # DEPENDENCYPART_SIBL
(29,25),(29,31),-0.026679 # DEPENDENCYPART_SIBL
(29,26),(29,27),0.0540327 # DEPENDENCYPART_SIBL
(29,26),(29,28),0.0459507 # DEPENDENCYPART_SIBL
(29,26),(29,30),-0.0110646 # DEPENDENCYPART_SIBL
(29,26),(29,31),-0.0904088 # DEPENDENCYPART_SIBL
(29,27),(29,28),0.0340999 # DEPENDENCYPART_SIBL
(29,27),(29,30),0.0110993 # DEPENDENCYPART_SIBL
(29,27),(29,31),-0.0755178 # DEPENDENCYPART_SIBL
(29,28),(29,30),-0.0054303 # DEPENDENCYPART_SIBL
(29,28),(29,31),-0.108746 # DEPENDENCYPART_SIBL
(29,30),(29,31),-0.0555206 # DEPENDENCYPART_SIBL
(30,2),(30,4),-0.0131599 # DEPENDENCYPART_SIBL
(30,2),(30,5),0.0708964 # DEPENDENCYPART_SIBL
(30,2),(30,6),0.0708964 # DEPENDENCYPART_SIBL
(30,2),(30,7),-0.0131599 # DEPENDENCYPART_SIBL
(30,2),(30,8),0.00413244 # DEPENDENCYPART_SIBL
(30,2),(30,9),-0.13796 # DEPENDENCYPART_SIBL
(30,2),(30,10),-0.0131599 # DEPENDENCYPART_SIBL
(30,2),(30,11),0.0708964 # DEPENDENCYPART_SIBL
(30,2),(30,13),-0.0739771 # DEPENDENCYPART_SIBL
(30,2),(30,14),0.0210008 # DEPENDENCYPART_SIBL
(30,2),(30,15),-0.0073758 # DEPENDENCYPART_SIBL
(30,2),(30,16),-0.0131599 # DEPENDENCYPART_SIBL
(30,2),(30,17),-0.0131599 # DEPENDENCYPART_SIBL
(30,2),(30,18),-0.0131599 # DEPENDENCYPART_SIBL
(30,2),(30,19),-0.0131599 # DEPENDENCYPART_SIBL
(30,2),(30,20),0.0708964 # DEPENDENCYPART_SIBL
(30,2),(30,21),0.0708964 # DEPENDENCYPART_SIBL
(30,2),(30,22),0.0708964 # DEPENDENCYPART_SIBL
(30,2),(30,23),-0.00737576 # DEPENDENCYPART_SIBL
(30,2),(30,24),-0.0522375 # DEPENDENCYPART_SIBL
(30,2),(30,25),-0.13796 # DEPENDENCYPART_SIBL
(30,2),(30,26),-0.0758692 # DEPENDENCYPART_SIBL
(30,2),(30,27),0.0490678 # DEPENDENCYPART_SIBL
(30,2),(30,28),-0.00770213 # DEPENDENCYPART_SIBL
(30,2),(30,29),0.0708964 # DEPENDENCYPART_SIBL
(30,2),(30,31),-0.0723447 # DEPENDENCYPART_SIBL
(30,4),(30,5),0.0708964 # DEPENDENCYPART_SIBL
(30,4),(30,6),0.0708964 # DEPENDENCYPART_SIBL
(30,4),(30,7),-0.0131599 # DEPENDENCYPART_SIBL
(30,4),(30,8),0.00413244 # DEPENDENCYPART_SIBL
(30,4),(30,9),-0.13796 # DEPENDENCYPART_SIBL
(30,4),(30,10),-0.0131599 # DEPENDENCYPART_SIBL
(30,4),(30,11),0.0708964 # DEPENDENCYPART_SIBL
(30,4),(30,13),-0.0739771 # DEPENDENCYPART_SIBL
(30,4),(30,14),0.0210008 # DEPENDENCYPART_SIBL
(30,4),(30,15),-0.0073758 # DEPENDENCYPART_SIBL
(30,4),(30,16),-0.0131599 # DEPENDENCYPART_SIBL
(30,4),(30,17),-0.0131599 # DEPENDENCYPART_SIBL
(30,4),(30,18),-0.0131599 # DEPENDENCYPART_SIBL
(30,4),(30,19),-0.0131599 # DEPENDENCYPART_SIBL
(30,4),(30,20),0.0708964 # DEPENDENCYPART_SIBL
(30,4),(30,21),0.0708964 # DEPENDENCYPART_SIBL
(30,4),(30,22),0.0708964 # DEPENDENCYPART_SIBL
(30,4),(30,23),-0.00737576 # DEPENDENCYPART_SIBL
(30,4),(30,24),-0.0522375 # DEPENDENCYPART_SIBL
(30,4),(30,25),-0.13796 # DEPENDENCYPART_SIBL
(30,4),(30,26),-0.0758692 # DEPENDENCYPART_SIBL
(30,4),(30,27),0.0490678 # DEPENDENCYPART_SIBL
(30,4),(30,28),-0.00770213 # DEPENDENCYPART_SIBL
(30,4),(30,29),0.0708964 # DEPENDENCYPART_SIBL
(30,4),(30,31),-0.0723447 # DEPENDENCYPART_SIBL
(30,5),(30,6),-1.10236 # DEPENDENCYPART_SIBL
(30,5),(30,7),-0.570968 # DEPENDENCYPART_SIBL
(30,5),(30,8),-0.399625 # DEPENDENCYPART_SIBL
(30,5),(30,9),-0.478169 # DEPENDENCYPART_SIBL
(30,5),(30,10),-0.570968 # DEPENDENCYPART_SIBL
(30,5),(30,11),-1.10236 # DEPENDENCYPART_SIBL
(30,5),(30,13),-0.358707 # DEPENDENCYPART_SIBL
(30,5),(30,14),-0.975404 # DEPENDENCYPART_SIBL
(30,5),(30,15),-0.534159 # DEPENDENCYPART_SIBL
(30,5),(30,16),-0.570968 # DEPENDENCYPART_SIBL
(30,5),(30,17),-0.570968 # DEPENDENCYPART_SIBL
(30,5),(30,18),-0.570968 # DEPENDENCYPART_SIBL
(30,5),(30,19),-0.570968 # DEPENDENCYPART_SIBL
(30,5),(30,20),-1.10236 # DEPENDENCYPART_SIBL
(30,5),(30,21),-1.10236 # DEPENDENCYPART_SIBL
(30,5),(30,22),-1.10236 # DEPENDENCYPART_SIBL
(30,5),(30,23),-0.534159 # DEPENDENCYPART_SIBL
(30,5),(30,24),-0.586061 # DEPENDENCYPART_SIBL
(30,5),(30,25),-0.478169 # DEPENDENCYPART_SIBL
(30,5),(30,26),-0.579441 # DEPENDENCYPART_SIBL
(30,5),(30,27),-0.487725 # DEPENDENCYPART_SIBL
(30,5),(30,28),-0.33219 # DEPENDENCYPART_SIBL
(30,5),(30,29),-1.10236 # DEPENDENCYPART_SIBL
(30,5),(30,31),-0.140765 # DEPENDENCYPART_SIBL
(30,6),(30,7),-0.570968 # DEPENDENCYPART_SIBL
(30,6),(30,8),-0.399625 # DEPENDENCYPART_SIBL
(30,6),(30,9),-0.478169 # DEPENDENCYPART_SIBL
(30,6),(30,10),-0.570968 # DEPENDENCYPART_SIBL
(30,6),(30,11),-1.10236 # DEPENDENCYPART_SIBL
(30,6),(30,13),-0.358707 # DEPENDENCYPART_SIBL
(30,6),(30,14),-0.975404 # DEPENDENCYPART_SIBL
(30,6),(30,15),-0.534159 # DEPENDENCYPART_SIBL
(30,6),(30,16),-0.570968 # DEPENDENCYPART_SIBL
(30,6),(30,17),-0.570968 # DEPENDENCYPART_SIBL
(30,6),(30,18),-0.570968 # DEPENDENCYPART_SIBL
(30,6),(30,19),-0.570968 # DEPENDENCYPART_SIBL
(30,6),(30,20),-1.10236 # DEPENDENCYPART_SIBL
(30,6),(30,21),-1.10236 # DEPENDENCYPART_SIBL
(30,6),(30,22),-1.10236 # DEPENDENCYPART_SIBL
(30,6),(30,23),-0.534159 # DEPENDENCYPART_SIBL
(30,6),(30,24),-0.586061 # DEPENDENCYPART_SIBL
(30,6),(30,25),-0.478169 # DEPENDENCYPART_SIBL
(30,6),(30,26),-0.579441 # DEPENDENCYPART_SIBL
(30,6),(30,27),-0.487725 # DEPENDENCYPART_SIBL
(30,6),(30,28),-0.33219 # DEPENDENCYPART_SIBL
(30,6),(30,29),-1.10236 # DEPENDENCYPART_SIBL
(30,6),(30,31),-0.140765 # DEPENDENCYPART_SIBL
(30,7),(30,8),0.00413244 # DEPENDENCYPART_SIBL
(30,7),(30,9),-0.13796 # DEPENDENCYPART_SIBL
(30,7),(30,10),-0.0131599 # DEPENDENCYPART_SIBL
(30,7),(30,11),0.0708964 # DEPENDENCYPART_SIBL
(30,7),(30,13),-0.0739771 # DEPENDENCYPART_SIBL
(30,7),(30,14),0.0210008 # DEPENDENCYPART_SIBL
(30,7),(30,15),-0.0073758 # DEPENDENCYPART_SIBL
(30,7),(30,16),-0.0131599 # DEPENDENCYPART_SIBL
(30,7),(30,17),-0.0131599 # DEPENDENCYPART_SIBL
(30,7),(30,18),-0.0131599 # DEPENDENCYPART_SIBL
(30,7),(30,19),-0.0131599 # DEPENDENCYPART_SIBL
(30,7),(30,20),0.0708964 # DEPENDENCYPART_SIBL
(30,7),(30,21),0.0708964 # DEPENDENCYPART_SIBL
(30,7),(30,22),0.0708964 # DEPENDENCYPART_SIBL
(30,7),(30,23),-0.00737576 # DEPENDENCYPART_SIBL
(30,7),(30,24),-0.0522375 # DEPENDENCYPART_SIBL
(30,7),(30,25),-0.13796 # DEPENDENCYPART_SIBL
(30,7),(30,26),-0.0758692 # DEPENDENCYPART_SIBL
(30,7),(30,27),0.0490678 # DEPENDENCYPART_SIBL
(30,7),(30,28),-0.00770213 # DEPENDENCYPART_SIBL
(30,7),(30,29),0.0708964 # DEPENDENCYPART_SIBL
(30,7),(30,31),-0.0723447 # DEPENDENCYPART_SIBL
(30,8),(30,9),-0.202745 # DEPENDENCYPART_SIBL
(30,8),(30,10),0.00197938 # DEPENDENCYPART_SIBL
(30,8),(30,11),-0.0767333 # DEPENDENCYPART_SIBL
(30,8),(30,13),-0.147719 # DEPENDENCYPART_SIBL
(30,8),(30,14),-0.075524 # DEPENDENCYPART_SIBL
(30,8),(30,15),-0.053478 # DEPENDENCYPART_SIBL
(30,8),(30,16),0.00197938 # DEPENDENCYPART_SIBL
(30,8),(30,17),0.00197938 # DEPENDENCYPART_SIBL
(30,8),(30,18),0.00197938 # DEPENDENCYPART_SIBL
(30,8),(30,19),0.00197938 # DEPENDENCYPART_SIBL
(30,8),(30,20),-0.0767333 # DEPENDENCYPART_SIBL
(30,8),(30,21),-0.0767333 # DEPENDENCYPART_SIBL
(30,8),(30,22),-0.0767333 # DEPENDENCYPART_SIBL
(30,8),(30,23),-0.053478 # DEPENDENCYPART_SIBL
(30,8),(30,24),-0.0186151 # DEPENDENCYPART_SIBL
(30,8),(30,25),-0.202745 # DEPENDENCYPART_SIBL
