# _root_ " O zaman , " demiş cadı sesini biraz daha _ _ alçaltarak , " _ alabilirsin , canı ne kadar çekiyorsa _ alabilirsin .
#goldHeads=0,3,4,6,0,14,6,12,10,12,12,13,6,17,0,17,18,24,22,21,22,24,24,25,0,
#predictedHeads=0,3,12,0,0,17,8,12,10,12,12,13,6,0,0,17,18,24,22,21,22,24,24,25,0,
(17,8),(17,21),0.0566624 # DEPENDENCYPART_SIBL
(17,8),(17,22),-0.00733316 # DEPENDENCYPART_SIBL
(17,8),(17,24),-0.00733316 # DEPENDENCYPART_SIBL
(17,8),(17,25),-0.071913 # DEPENDENCYPART_SIBL
(17,9),(17,10),-0.157401 # DEPENDENCYPART_SIBL
(17,9),(17,11),-0.165457 # DEPENDENCYPART_SIBL
(17,9),(17,12),-0.165457 # DEPENDENCYPART_SIBL
(17,9),(17,13),-0.0796951 # DEPENDENCYPART_SIBL
(17,9),(17,14),-0.223183 # DEPENDENCYPART_SIBL
(17,9),(17,15),-0.107717 # DEPENDENCYPART_SIBL
(17,9),(17,16),-0.165457 # DEPENDENCYPART_SIBL
(17,9),(17,18),-0.0852868 # DEPENDENCYPART_SIBL
(17,9),(17,19),0.0263596 # DEPENDENCYPART_SIBL
(17,9),(17,20),-0.080204 # DEPENDENCYPART_SIBL
(17,9),(17,21),-0.0310547 # DEPENDENCYPART_SIBL
(17,9),(17,22),-0.035314 # DEPENDENCYPART_SIBL
(17,9),(17,24),-0.035314 # DEPENDENCYPART_SIBL
(17,9),(17,25),-0.106133 # DEPENDENCYPART_SIBL
(17,10),(17,11),-0.0723811 # DEPENDENCYPART_SIBL
(17,10),(17,12),-0.0723811 # DEPENDENCYPART_SIBL
(17,10),(17,13),-0.0848042 # DEPENDENCYPART_SIBL
(17,10),(17,14),-0.216475 # DEPENDENCYPART_SIBL
(17,10),(17,15),-0.100333 # DEPENDENCYPART_SIBL
(17,10),(17,16),-0.0723811 # DEPENDENCYPART_SIBL
(17,10),(17,18),-0.0851417 # DEPENDENCYPART_SIBL
(17,10),(17,19),0.0330531 # DEPENDENCYPART_SIBL
(17,10),(17,20),-0.0751293 # DEPENDENCYPART_SIBL
(17,10),(17,21),-0.0202833 # DEPENDENCYPART_SIBL
(17,10),(17,22),-0.0341062 # DEPENDENCYPART_SIBL
(17,10),(17,24),-0.0341062 # DEPENDENCYPART_SIBL
(17,10),(17,25),-0.105163 # DEPENDENCYPART_SIBL
(17,11),(17,12),-1.03137 # DEPENDENCYPART_SIBL
(17,11),(17,13),-0.353132 # DEPENDENCYPART_SIBL
(17,11),(17,14),-0.444497 # DEPENDENCYPART_SIBL
(17,11),(17,15),-0.423741 # DEPENDENCYPART_SIBL
(17,11),(17,16),-1.03137 # DEPENDENCYPART_SIBL
(17,11),(17,18),-0.122943 # DEPENDENCYPART_SIBL
(17,11),(17,19),-0.00335949 # DEPENDENCYPART_SIBL
(17,11),(17,20),-0.00425084 # DEPENDENCYPART_SIBL
(17,11),(17,21),-0.0433688 # DEPENDENCYPART_SIBL
(17,11),(17,22),-0.0410904 # DEPENDENCYPART_SIBL
(17,11),(17,24),-0.0410904 # DEPENDENCYPART_SIBL
(17,11),(17,25),-0.123219 # DEPENDENCYPART_SIBL
(17,12),(17,13),-0.353132 # DEPENDENCYPART_SIBL
(17,12),(17,14),-0.444497 # DEPENDENCYPART_SIBL
(17,12),(17,15),-0.423741 # DEPENDENCYPART_SIBL
(17,12),(17,16),-1.03137 # DEPENDENCYPART_SIBL
(17,12),(17,18),-0.122943 # DEPENDENCYPART_SIBL
(17,12),(17,19),-0.00335949 # DEPENDENCYPART_SIBL
(17,12),(17,20),-0.00425084 # DEPENDENCYPART_SIBL
(17,12),(17,21),-0.0433688 # DEPENDENCYPART_SIBL
(17,12),(17,22),-0.0410904 # DEPENDENCYPART_SIBL
(17,12),(17,24),-0.0410904 # DEPENDENCYPART_SIBL
(17,12),(17,25),-0.123219 # DEPENDENCYPART_SIBL
(17,13),(17,14),-0.19659 # DEPENDENCYPART_SIBL
(17,13),(17,15),-0.0811249 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.0880322 # DEPENDENCYPART_SIBL
(17,13),(17,18),-0.0722775 # DEPENDENCYPART_SIBL
(17,13),(17,19),0.0431541 # DEPENDENCYPART_SIBL
(17,13),(17,20),-0.0636493 # DEPENDENCYPART_SIBL
(17,13),(17,21),-0.00929607 # DEPENDENCYPART_SIBL
(17,13),(17,22),-0.0225233 # DEPENDENCYPART_SIBL
(17,13),(17,24),-0.0225233 # DEPENDENCYPART_SIBL
(17,13),(17,25),-0.0932325 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.227745 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.13294 # DEPENDENCYPART_SIBL
(17,14),(17,18),0.0899436 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.00827074 # DEPENDENCYPART_SIBL
(17,14),(17,20),0.140493 # DEPENDENCYPART_SIBL
(17,14),(17,21),0.0185589 # DEPENDENCYPART_SIBL
(17,14),(17,22),-0.0186727 # DEPENDENCYPART_SIBL
(17,14),(17,24),-0.0186727 # DEPENDENCYPART_SIBL
(17,14),(17,25),-0.0680033 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.209357 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.0145759 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.00153206 # DEPENDENCYPART_SIBL
(17,15),(17,20),0.0860026 # DEPENDENCYPART_SIBL
(17,15),(17,21),0.00807927 # DEPENDENCYPART_SIBL
(17,15),(17,22),-0.0186157 # DEPENDENCYPART_SIBL
(17,15),(17,24),-0.0186157 # DEPENDENCYPART_SIBL
(17,15),(17,25),-0.0880956 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.122943 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.00335949 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.00425084 # DEPENDENCYPART_SIBL
(17,16),(17,21),-0.0433688 # DEPENDENCYPART_SIBL
(17,16),(17,22),-0.0410904 # DEPENDENCYPART_SIBL
(17,16),(17,24),-0.0410904 # DEPENDENCYPART_SIBL
(17,16),(17,25),-0.123219 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.0957602 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.0397204 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.0654467 # DEPENDENCYPART_SIBL
(17,18),(17,22),-0.0497678 # DEPENDENCYPART_SIBL
(17,18),(17,24),-0.0497678 # DEPENDENCYPART_SIBL
(17,18),(17,25),-0.0276293 # DEPENDENCYPART_SIBL
(17,19),(17,20),0.0152891 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.0377912 # DEPENDENCYPART_SIBL
(17,19),(17,22),-0.0123033 # DEPENDENCYPART_SIBL
(17,19),(17,24),-0.0123033 # DEPENDENCYPART_SIBL
(17,19),(17,25),-0.00773257 # DEPENDENCYPART_SIBL
(17,20),(17,21),-0.0470296 # DEPENDENCYPART_SIBL
(17,20),(17,22),-0.00463008 # DEPENDENCYPART_SIBL
(17,20),(17,24),-0.00463008 # DEPENDENCYPART_SIBL
(17,20),(17,25),-0.0292055 # DEPENDENCYPART_SIBL
(17,21),(17,22),-0.0301164 # DEPENDENCYPART_SIBL
(17,21),(17,24),-0.0301164 # DEPENDENCYPART_SIBL
(17,21),(17,25),-0.0378153 # DEPENDENCYPART_SIBL
(17,22),(17,24),-0.0279786 # DEPENDENCYPART_SIBL
(17,22),(17,25),-0.0599024 # DEPENDENCYPART_SIBL
(17,24),(17,25),-0.0599024 # DEPENDENCYPART_SIBL
(18,11),(18,12),-0.788511 # DEPENDENCYPART_SIBL
(18,11),(18,15),-0.169379 # DEPENDENCYPART_SIBL
(18,11),(18,16),-0.788511 # DEPENDENCYPART_SIBL
(18,11),(18,17),-0.455969 # DEPENDENCYPART_SIBL
(18,11),(18,19),-0.0668854 # DEPENDENCYPART_SIBL
(18,11),(18,20),-0.0531161 # DEPENDENCYPART_SIBL
(18,11),(18,21),-0.0756007 # DEPENDENCYPART_SIBL
(18,11),(18,25),-0.0812621 # DEPENDENCYPART_SIBL
(18,12),(18,15),-0.169379 # DEPENDENCYPART_SIBL
(18,12),(18,16),-0.788511 # DEPENDENCYPART_SIBL
(18,12),(18,17),-0.455969 # DEPENDENCYPART_SIBL
(18,12),(18,19),-0.0668854 # DEPENDENCYPART_SIBL
(18,12),(18,20),-0.0531161 # DEPENDENCYPART_SIBL
(18,12),(18,21),-0.0756007 # DEPENDENCYPART_SIBL
(18,12),(18,25),-0.0812621 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.0490533 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.0889438 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.0196039 # DEPENDENCYPART_SIBL
(18,15),(18,20),0.0568012 # DEPENDENCYPART_SIBL
(18,15),(18,21),-0.00650006 # DEPENDENCYPART_SIBL
(18,15),(18,25),-0.0363236 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.455969 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.0668854 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.0531161 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.0756007 # DEPENDENCYPART_SIBL
(18,16),(18,25),-0.0812621 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.0645292 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.0214526 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.0626374 # DEPENDENCYPART_SIBL
(18,17),(18,25),-0.0650751 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.0144227 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.0304497 # DEPENDENCYPART_SIBL
(18,19),(18,25),-0.0173388 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.0123734 # DEPENDENCYPART_SIBL
(18,20),(18,25),-0.013935 # DEPENDENCYPART_SIBL
(18,21),(18,25),-0.0259265 # DEPENDENCYPART_SIBL
(19,2),(19,17),0.0824509 # DEPENDENCYPART_SIBL
(19,2),(19,18),-0.0332714 # DEPENDENCYPART_SIBL
(19,2),(19,20),-0.0423816 # DEPENDENCYPART_SIBL
(19,2),(19,21),-0.0377423 # DEPENDENCYPART_SIBL
(19,2),(19,22),-0.00637079 # DEPENDENCYPART_SIBL
(19,2),(19,23),-0.0411687 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.0190006 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.041151 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.00503117 # DEPENDENCYPART_SIBL
(19,17),(19,22),0.0121885 # DEPENDENCYPART_SIBL
(19,17),(19,23),-0.0272739 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.142806 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.00517505 # DEPENDENCYPART_SIBL
(19,18),(19,22),-0.000445715 # DEPENDENCYPART_SIBL
(19,18),(19,23),-0.0569933 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.0374176 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.0278297 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.033558 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.0286764 # DEPENDENCYPART_SIBL
(19,21),(19,23),-0.0384675 # DEPENDENCYPART_SIBL
(19,22),(19,23),-0.0304975 # DEPENDENCYPART_SIBL
(20,13),(20,18),-0.0237644 # DEPENDENCYPART_SIBL
(20,13),(20,19),0.13466 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.125847 # DEPENDENCYPART_SIBL
(21,13),(21,14),-0.084051 # DEPENDENCYPART_SIBL
(21,13),(21,15),-0.0592335 # DEPENDENCYPART_SIBL
(21,13),(21,17),-0.000508381 # DEPENDENCYPART_SIBL
(21,13),(21,18),-0.084051 # DEPENDENCYPART_SIBL
(21,13),(21,19),-0.0473046 # DEPENDENCYPART_SIBL
(21,13),(21,20),-0.0578701 # DEPENDENCYPART_SIBL
(21,14),(21,15),-0.132988 # DEPENDENCYPART_SIBL
(21,14),(21,17),0.00658132 # DEPENDENCYPART_SIBL
(21,14),(21,18),-0.0891333 # DEPENDENCYPART_SIBL
(21,14),(21,19),-0.00907405 # DEPENDENCYPART_SIBL
(21,14),(21,20),-0.0391072 # DEPENDENCYPART_SIBL
(21,15),(21,17),-0.0151254 # DEPENDENCYPART_SIBL
(21,15),(21,18),-0.039374 # DEPENDENCYPART_SIBL
(21,15),(21,19),-0.0824437 # DEPENDENCYPART_SIBL
(21,15),(21,20),-0.0444858 # DEPENDENCYPART_SIBL
(21,17),(21,18),-0.12523 # DEPENDENCYPART_SIBL
(21,17),(21,19),-0.117548 # DEPENDENCYPART_SIBL
(21,17),(21,20),-0.0332832 # DEPENDENCYPART_SIBL
(21,18),(21,19),-0.00907405 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.0391072 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.111971 # DEPENDENCYPART_SIBL
(22,1),(22,3),-0.136236 # DEPENDENCYPART_SIBL
(22,1),(22,4),-0.214662 # DEPENDENCYPART_SIBL
(22,1),(22,5),-0.220025 # DEPENDENCYPART_SIBL
(22,1),(22,8),-0.125404 # DEPENDENCYPART_SIBL
(22,1),(22,13),-0.0768148 # DEPENDENCYPART_SIBL
(22,1),(22,14),-0.214662 # DEPENDENCYPART_SIBL
(22,1),(22,15),-0.220025 # DEPENDENCYPART_SIBL
(22,1),(22,16),-0.209357 # DEPENDENCYPART_SIBL
(22,1),(22,17),-0.0510611 # DEPENDENCYPART_SIBL
(22,1),(22,18),-0.214662 # DEPENDENCYPART_SIBL
(22,1),(22,19),-0.117044 # DEPENDENCYPART_SIBL
(22,1),(22,20),-0.100553 # DEPENDENCYPART_SIBL
(22,1),(22,21),-0.0371122 # DEPENDENCYPART_SIBL
(22,1),(22,23),-0.0894255 # DEPENDENCYPART_SIBL
(22,1),(22,24),-0.0186157 # DEPENDENCYPART_SIBL
(22,1),(22,25),-0.0880956 # DEPENDENCYPART_SIBL
(22,3),(22,4),-0.153202 # DEPENDENCYPART_SIBL
(22,3),(22,5),-0.108182 # DEPENDENCYPART_SIBL
(22,3),(22,8),0.0148598 # DEPENDENCYPART_SIBL
(22,3),(22,13),0.0499997 # DEPENDENCYPART_SIBL
(22,3),(22,14),-0.153202 # DEPENDENCYPART_SIBL
(22,3),(22,15),-0.108182 # DEPENDENCYPART_SIBL
(22,3),(22,16),0.0822808 # DEPENDENCYPART_SIBL
(22,3),(22,17),0.042563 # DEPENDENCYPART_SIBL
(22,3),(22,18),-0.153202 # DEPENDENCYPART_SIBL
(22,3),(22,19),0.0175617 # DEPENDENCYPART_SIBL
(22,3),(22,20),0.00867732 # DEPENDENCYPART_SIBL
(22,3),(22,21),0.0690909 # DEPENDENCYPART_SIBL
(22,3),(22,23),-0.0686401 # DEPENDENCYPART_SIBL
(22,3),(22,24),0.000321169 # DEPENDENCYPART_SIBL
(22,3),(22,25),-0.0640527 # DEPENDENCYPART_SIBL
(22,4),(22,5),-0.227745 # DEPENDENCYPART_SIBL
(22,4),(22,8),0.0295678 # DEPENDENCYPART_SIBL
(22,4),(22,13),0.0298296 # DEPENDENCYPART_SIBL
(22,4),(22,14),-0.241759 # DEPENDENCYPART_SIBL
(22,4),(22,15),-0.227745 # DEPENDENCYPART_SIBL
(22,4),(22,16),-0.13294 # DEPENDENCYPART_SIBL
(22,4),(22,17),0.106229 # DEPENDENCYPART_SIBL
(22,4),(22,18),-0.241759 # DEPENDENCYPART_SIBL
(22,4),(22,19),0.0369733 # DEPENDENCYPART_SIBL
(22,4),(22,20),-0.0218531 # DEPENDENCYPART_SIBL
(22,4),(22,21),0.0992172 # DEPENDENCYPART_SIBL
(22,4),(22,23),-0.117494 # DEPENDENCYPART_SIBL
(22,4),(22,24),-0.0186727 # DEPENDENCYPART_SIBL
(22,4),(22,25),-0.0680033 # DEPENDENCYPART_SIBL
(22,5),(22,8),-0.125404 # DEPENDENCYPART_SIBL
(22,5),(22,13),-0.0768148 # DEPENDENCYPART_SIBL
(22,5),(22,14),-0.214662 # DEPENDENCYPART_SIBL
(22,5),(22,15),-0.220025 # DEPENDENCYPART_SIBL
(22,5),(22,16),-0.209357 # DEPENDENCYPART_SIBL
(22,5),(22,17),-0.0510611 # DEPENDENCYPART_SIBL
(22,5),(22,18),-0.214662 # DEPENDENCYPART_SIBL
(22,5),(22,19),-0.117044 # DEPENDENCYPART_SIBL
(22,5),(22,20),-0.100553 # DEPENDENCYPART_SIBL
(22,5),(22,21),-0.0371122 # DEPENDENCYPART_SIBL
(22,5),(22,23),-0.0894255 # DEPENDENCYPART_SIBL
(22,5),(22,24),-0.0186157 # DEPENDENCYPART_SIBL
(22,5),(22,25),-0.0880956 # DEPENDENCYPART_SIBL
(22,8),(22,13),0.00841263 # DEPENDENCYPART_SIBL
(22,8),(22,14),-0.166929 # DEPENDENCYPART_SIBL
(22,8),(22,15),-0.122027 # DEPENDENCYPART_SIBL
(22,8),(22,16),-0.0138764 # DEPENDENCYPART_SIBL
(22,8),(22,17),-0.0130473 # DEPENDENCYPART_SIBL
(22,8),(22,18),-0.166929 # DEPENDENCYPART_SIBL
(22,8),(22,19),-0.0506758 # DEPENDENCYPART_SIBL
(22,8),(22,20),-0.0334828 # DEPENDENCYPART_SIBL
(22,8),(22,21),0.0413349 # DEPENDENCYPART_SIBL
(22,8),(22,23),-0.0762939 # DEPENDENCYPART_SIBL
(22,8),(22,24),-0.00733316 # DEPENDENCYPART_SIBL
(22,8),(22,25),-0.071913 # DEPENDENCYPART_SIBL
(22,13),(22,14),-0.19659 # DEPENDENCYPART_SIBL
(22,13),(22,15),-0.0811249 # DEPENDENCYPART_SIBL
(22,13),(22,16),-0.0880322 # DEPENDENCYPART_SIBL
(22,13),(22,17),0.00185364 # DEPENDENCYPART_SIBL
(22,13),(22,18),-0.19659 # DEPENDENCYPART_SIBL
(22,13),(22,19),-0.0109316 # DEPENDENCYPART_SIBL
(22,13),(22,20),-0.0417797 # DEPENDENCYPART_SIBL
(22,13),(22,21),-0.0406363 # DEPENDENCYPART_SIBL
(22,13),(22,23),-0.0766993 # DEPENDENCYPART_SIBL
(22,13),(22,24),-0.0225233 # DEPENDENCYPART_SIBL
(22,13),(22,25),-0.0932325 # DEPENDENCYPART_SIBL
(22,14),(22,15),-0.227745 # DEPENDENCYPART_SIBL
(22,14),(22,16),-0.13294 # DEPENDENCYPART_SIBL
(22,14),(22,17),0.106229 # DEPENDENCYPART_SIBL
(22,14),(22,18),-0.241759 # DEPENDENCYPART_SIBL
(22,14),(22,19),0.0369733 # DEPENDENCYPART_SIBL
(22,14),(22,20),-0.0218531 # DEPENDENCYPART_SIBL
(22,14),(22,21),0.0992172 # DEPENDENCYPART_SIBL
(22,14),(22,23),-0.117494 # DEPENDENCYPART_SIBL
(22,14),(22,24),-0.0186727 # DEPENDENCYPART_SIBL
(22,14),(22,25),-0.0680033 # DEPENDENCYPART_SIBL
(22,15),(22,16),-0.209357 # DEPENDENCYPART_SIBL
(22,15),(22,17),-0.0510611 # DEPENDENCYPART_SIBL
(22,15),(22,18),-0.214662 # DEPENDENCYPART_SIBL
(22,15),(22,19),-0.117044 # DEPENDENCYPART_SIBL
(22,15),(22,20),-0.100553 # DEPENDENCYPART_SIBL
(22,15),(22,21),-0.0371122 # DEPENDENCYPART_SIBL
(22,15),(22,23),-0.0894255 # DEPENDENCYPART_SIBL
(22,15),(22,24),-0.0186157 # DEPENDENCYPART_SIBL
(22,15),(22,25),-0.0880956 # DEPENDENCYPART_SIBL
(22,16),(22,17),-0.641515 # DEPENDENCYPART_SIBL
(22,16),(22,18),-0.444497 # DEPENDENCYPART_SIBL
(22,16),(22,19),-0.52389 # DEPENDENCYPART_SIBL
(22,16),(22,20),-0.345977 # DEPENDENCYPART_SIBL
(22,16),(22,21),-0.295129 # DEPENDENCYPART_SIBL
(22,16),(22,23),-0.107125 # DEPENDENCYPART_SIBL
(22,16),(22,24),-0.0410904 # DEPENDENCYPART_SIBL
(22,16),(22,25),-0.123219 # DEPENDENCYPART_SIBL
(22,17),(22,18),-0.170371 # DEPENDENCYPART_SIBL
(22,17),(22,19),0.0263989 # DEPENDENCYPART_SIBL
(22,17),(22,20),0.0230475 # DEPENDENCYPART_SIBL
(22,17),(22,21),0.031676 # DEPENDENCYPART_SIBL
(22,17),(22,23),-0.0926049 # DEPENDENCYPART_SIBL
(22,17),(22,24),-0.0330524 # DEPENDENCYPART_SIBL
(22,17),(22,25),-0.0907017 # DEPENDENCYPART_SIBL
(22,18),(22,19),0.0369733 # DEPENDENCYPART_SIBL
(22,18),(22,20),-0.0218531 # DEPENDENCYPART_SIBL
(22,18),(22,21),0.0992172 # DEPENDENCYPART_SIBL
(22,18),(22,23),-0.117494 # DEPENDENCYPART_SIBL
(22,18),(22,24),-0.0186727 # DEPENDENCYPART_SIBL
(22,18),(22,25),-0.0680033 # DEPENDENCYPART_SIBL
(22,19),(22,20),-0.0215932 # DEPENDENCYPART_SIBL
(22,19),(22,21),0.0512499 # DEPENDENCYPART_SIBL
(22,19),(22,23),-0.0760759 # DEPENDENCYPART_SIBL
(22,19),(22,24),-0.00711516 # DEPENDENCYPART_SIBL
(22,19),(22,25),-0.071472 # DEPENDENCYPART_SIBL
(22,20),(22,21),-0.126359 # DEPENDENCYPART_SIBL
(22,20),(22,23),-0.0774784 # DEPENDENCYPART_SIBL
(22,20),(22,24),-0.0232272 # DEPENDENCYPART_SIBL
(22,20),(22,25),-0.0865659 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.0393844 # DEPENDENCYPART_SIBL
(22,21),(22,24),0.008258 # DEPENDENCYPART_SIBL
(22,21),(22,25),-0.0648298 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.0487399 # DEPENDENCYPART_SIBL
(22,23),(22,25),-0.0957621 # DEPENDENCYPART_SIBL
(22,24),(22,25),-0.0599024 # DEPENDENCYPART_SIBL
(23,18),(23,19),0.0280553 # DEPENDENCYPART_SIBL
(23,18),(23,20),-0.0629429 # DEPENDENCYPART_SIBL
(23,18),(23,21),0.149097 # DEPENDENCYPART_SIBL
(23,18),(23,22),0.0139238 # DEPENDENCYPART_SIBL
(23,18),(23,24),-0.0162046 # DEPENDENCYPART_SIBL
(23,18),(23,25),-0.0642176 # DEPENDENCYPART_SIBL
(23,19),(23,20),0.00472481 # DEPENDENCYPART_SIBL
(23,19),(23,21),0.16781 # DEPENDENCYPART_SIBL
(23,19),(23,22),0.150644 # DEPENDENCYPART_SIBL
(23,19),(23,24),0.00662737 # DEPENDENCYPART_SIBL
(23,19),(23,25),-0.0505711 # DEPENDENCYPART_SIBL
(23,20),(23,21),-0.0153924 # DEPENDENCYPART_SIBL
(23,20),(23,22),0.00311884 # DEPENDENCYPART_SIBL
(23,20),(23,24),-0.019639 # DEPENDENCYPART_SIBL
(23,20),(23,25),-0.0755695 # DEPENDENCYPART_SIBL
(23,21),(23,22),0.0982764 # DEPENDENCYPART_SIBL
(23,21),(23,24),0.0180999 # DEPENDENCYPART_SIBL
(23,21),(23,25),-0.0469781 # DEPENDENCYPART_SIBL
(23,22),(23,24),-0.0189887 # DEPENDENCYPART_SIBL
(23,22),(23,25),-0.0703965 # DEPENDENCYPART_SIBL
(23,24),(23,25),-0.0648523 # DEPENDENCYPART_SIBL
(24,1),(24,3),-0.136236 # DEPENDENCYPART_SIBL
(24,1),(24,4),-0.214662 # DEPENDENCYPART_SIBL
(24,1),(24,5),-0.220025 # DEPENDENCYPART_SIBL
(24,1),(24,6),-0.051129 # DEPENDENCYPART_SIBL
(24,1),(24,7),-0.133544 # DEPENDENCYPART_SIBL
(24,1),(24,8),-0.125404 # DEPENDENCYPART_SIBL
(24,1),(24,9),-0.136351 # DEPENDENCYPART_SIBL
(24,1),(24,10),-0.118093 # DEPENDENCYPART_SIBL
(24,1),(24,11),-0.209357 # DEPENDENCYPART_SIBL
(24,1),(24,12),-0.209357 # DEPENDENCYPART_SIBL
(24,1),(24,13),-0.0768148 # DEPENDENCYPART_SIBL
(24,1),(24,14),-0.214662 # DEPENDENCYPART_SIBL
(24,1),(24,15),-0.220025 # DEPENDENCYPART_SIBL
(24,1),(24,16),-0.209357 # DEPENDENCYPART_SIBL
(24,1),(24,17),-0.0510611 # DEPENDENCYPART_SIBL
(24,1),(24,18),-0.214662 # DEPENDENCYPART_SIBL
(24,1),(24,19),-0.117044 # DEPENDENCYPART_SIBL
(24,1),(24,20),-0.100553 # DEPENDENCYPART_SIBL
(24,1),(24,21),-0.0371122 # DEPENDENCYPART_SIBL
(24,1),(24,22),-0.0510611 # DEPENDENCYPART_SIBL
(24,1),(24,23),-0.209357 # DEPENDENCYPART_SIBL
(24,1),(24,25),-0.0880956 # DEPENDENCYPART_SIBL
(24,3),(24,4),-0.153202 # DEPENDENCYPART_SIBL
(24,3),(24,5),-0.108182 # DEPENDENCYPART_SIBL
(24,3),(24,6),0.0424472 # DEPENDENCYPART_SIBL
(24,3),(24,7),-0.011504 # DEPENDENCYPART_SIBL
(24,3),(24,8),0.0148598 # DEPENDENCYPART_SIBL
(24,3),(24,9),-0.0326776 # DEPENDENCYPART_SIBL
(24,3),(24,10),0.0193572 # DEPENDENCYPART_SIBL
(24,3),(24,11),0.0822808 # DEPENDENCYPART_SIBL
(24,3),(24,12),0.0822808 # DEPENDENCYPART_SIBL
(24,3),(24,13),0.0499997 # DEPENDENCYPART_SIBL
(24,3),(24,14),-0.153202 # DEPENDENCYPART_SIBL
(24,3),(24,15),-0.108182 # DEPENDENCYPART_SIBL
(24,3),(24,16),0.0822808 # DEPENDENCYPART_SIBL
(24,3),(24,17),0.042563 # DEPENDENCYPART_SIBL
(24,3),(24,18),-0.153202 # DEPENDENCYPART_SIBL
(24,3),(24,19),0.0175617 # DEPENDENCYPART_SIBL
(24,3),(24,20),0.00867732 # DEPENDENCYPART_SIBL
(24,3),(24,21),0.0690909 # DEPENDENCYPART_SIBL
(24,3),(24,22),0.042563 # DEPENDENCYPART_SIBL
(24,3),(24,23),0.0822808 # DEPENDENCYPART_SIBL
(24,3),(24,25),-0.0640527 # DEPENDENCYPART_SIBL
(24,4),(24,5),-0.227745 # DEPENDENCYPART_SIBL
(24,4),(24,6),0.106161 # DEPENDENCYPART_SIBL
(24,4),(24,7),0.0214278 # DEPENDENCYPART_SIBL
(24,4),(24,8),0.0295678 # DEPENDENCYPART_SIBL
(24,4),(24,9),-0.0533865 # DEPENDENCYPART_SIBL
(24,4),(24,10),-0.0150277 # DEPENDENCYPART_SIBL
(24,4),(24,11),-0.13294 # DEPENDENCYPART_SIBL
(24,4),(24,12),-0.13294 # DEPENDENCYPART_SIBL
(24,4),(24,13),0.0298296 # DEPENDENCYPART_SIBL
(24,4),(24,14),-0.241759 # DEPENDENCYPART_SIBL
(24,4),(24,15),-0.227745 # DEPENDENCYPART_SIBL
(24,4),(24,16),-0.13294 # DEPENDENCYPART_SIBL
(24,4),(24,17),0.106229 # DEPENDENCYPART_SIBL
(24,4),(24,18),-0.241759 # DEPENDENCYPART_SIBL
(24,4),(24,19),0.0369733 # DEPENDENCYPART_SIBL
(24,4),(24,20),-0.0218531 # DEPENDENCYPART_SIBL
(24,4),(24,21),0.0992172 # DEPENDENCYPART_SIBL
(24,4),(24,22),0.106229 # DEPENDENCYPART_SIBL
(24,4),(24,23),-0.13294 # DEPENDENCYPART_SIBL
(24,4),(24,25),-0.0680033 # DEPENDENCYPART_SIBL
(24,5),(24,6),-0.051129 # DEPENDENCYPART_SIBL
(24,5),(24,7),-0.133544 # DEPENDENCYPART_SIBL
(24,5),(24,8),-0.125404 # DEPENDENCYPART_SIBL
