# _root_ İş Güvencesi , İş Kanunu ile birlikte _ ele_alınsın , SSK primleri _ _ düşürülsün .
#goldHeads=2,9,0,5,6,7,9,9,10,15,12,15,14,15,16,0,
#predictedHeads=2,9,0,5,6,9,9,9,10,15,12,15,14,15,16,0,
(9,3),(9,7),0.10387 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.13294 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.0899436 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.00827072 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.00827072 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.117494 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.117494 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.0186727 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.0680033 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.0894934 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.0830014 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.0258721 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.0155746 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.064769 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.00179584 # DEPENDENCYPART_SIBL
(9,4),(9,12),0.00179584 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.0761175 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.0761175 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.00715676 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.0715149 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.0894361 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.0194374 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.0231381 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0647437 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.00178595 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.00178595 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0760922 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0760922 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.00713148 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.0714896 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.0599861 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.00501272 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.062281 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.0117011 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.0117011 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0492163 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0492163 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.00183574 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.0741643 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.00220883 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0665625 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.00161886 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.00161886 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0530443 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0530443 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.00569503 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.0784427 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.122943 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.00335948 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.00335948 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.107125 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.107125 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.0410904 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.123219 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0957602 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0957602 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0632698 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0632698 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0497678 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.0276293 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0572542 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0310266 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0310266 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0123033 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.00773257 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0310266 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0310266 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.0123033 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.00773257 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.0598273 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.0487399 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.0957621 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.0487399 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.0957621 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.0599024 # DEPENDENCYPART_SIBL
(10,4),(10,5),-0.0901784 # DEPENDENCYPART_SIBL
(10,4),(10,6),0.0208577 # DEPENDENCYPART_SIBL
(10,4),(10,7),-0.00817977 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.062571 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.029741 # DEPENDENCYPART_SIBL
(10,4),(10,11),0.00262664 # DEPENDENCYPART_SIBL
(10,4),(10,12),0.00262664 # DEPENDENCYPART_SIBL
(10,4),(10,13),-0.0586021 # DEPENDENCYPART_SIBL
(10,4),(10,14),-0.0586021 # DEPENDENCYPART_SIBL
(10,4),(10,15),-0.033615 # DEPENDENCYPART_SIBL
(10,4),(10,16),0.0249933 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.0235314 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.005506 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.0581375 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.031789 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.00260906 # DEPENDENCYPART_SIBL
(10,5),(10,12),0.00260906 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.0586021 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.0586021 # DEPENDENCYPART_SIBL
(10,5),(10,15),-0.033615 # DEPENDENCYPART_SIBL
(10,5),(10,16),0.0249933 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.0288877 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.016504 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.0524606 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0166236 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0166236 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.0590025 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.0590025 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.0485052 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.0208194 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.0432739 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.074766 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.020863 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.020863 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.0584148 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.0584148 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.0479339 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.0204481 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.455969 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0668854 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0668854 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.166193 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.166193 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.138055 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.0812621 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0645292 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0645292 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.163558 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.163558 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.139969 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.0650751 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0337201 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0374247 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0374247 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.032302 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.0173388 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0374247 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0374247 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.032302 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.0173388 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.0301275 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.0286604 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.0619313 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.0286604 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.0619313 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.0431921 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.359898 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.227738 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.0257743 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0470434 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0470434 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.0190006 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.0411503 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0272739 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0272739 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0422724 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0569933 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0569933 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0226956 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0226956 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.035505 # DEPENDENCYPART_SIBL
(12,5),(12,6),0.147824 # DEPENDENCYPART_SIBL
(12,5),(12,7),0.120484 # DEPENDENCYPART_SIBL
(12,5),(12,8),0.0250215 # DEPENDENCYPART_SIBL
(12,5),(12,9),0.186581 # DEPENDENCYPART_SIBL
(12,5),(12,10),-0.0656429 # DEPENDENCYPART_SIBL
(12,5),(12,11),-0.0122285 # DEPENDENCYPART_SIBL
(12,5),(12,13),-0.0536802 # DEPENDENCYPART_SIBL
(12,5),(12,14),-0.0536802 # DEPENDENCYPART_SIBL
(12,6),(12,7),0.0432682 # DEPENDENCYPART_SIBL
(12,6),(12,8),0.0267117 # DEPENDENCYPART_SIBL
(12,6),(12,9),0.148741 # DEPENDENCYPART_SIBL
(12,6),(12,10),-0.0280248 # DEPENDENCYPART_SIBL
(12,6),(12,11),0.190911 # DEPENDENCYPART_SIBL
(12,6),(12,13),-0.00105092 # DEPENDENCYPART_SIBL
(12,6),(12,14),-0.00105092 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.0548123 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.15207 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.0357053 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.148303 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.0190552 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.0190552 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.359898 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.227738 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.331036 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.0470434 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.0470434 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.0190006 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.100976 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.0272739 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.0272739 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.00648568 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0569933 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0569933 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0536815 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0536815 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.035505 # DEPENDENCYPART_SIBL
(13,5),(13,6),0.23866 # DEPENDENCYPART_SIBL
(13,5),(13,7),0.102211 # DEPENDENCYPART_SIBL
(13,5),(13,8),-0.0825132 # DEPENDENCYPART_SIBL
(13,5),(13,9),0.140574 # DEPENDENCYPART_SIBL
(13,5),(13,10),-0.090063 # DEPENDENCYPART_SIBL
(13,5),(13,11),-0.0127316 # DEPENDENCYPART_SIBL
(13,5),(13,12),-0.00630126 # DEPENDENCYPART_SIBL
(13,5),(13,14),-0.0699385 # DEPENDENCYPART_SIBL
(13,5),(13,15),0.00659346 # DEPENDENCYPART_SIBL
(13,6),(13,7),0.00712479 # DEPENDENCYPART_SIBL
(13,6),(13,8),-0.126465 # DEPENDENCYPART_SIBL
(13,6),(13,9),0.0405593 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.173926 # DEPENDENCYPART_SIBL
(13,6),(13,11),0.0617572 # DEPENDENCYPART_SIBL
(13,6),(13,12),0.0653477 # DEPENDENCYPART_SIBL
(13,6),(13,14),-0.0521585 # DEPENDENCYPART_SIBL
(13,6),(13,15),0.00102751 # DEPENDENCYPART_SIBL
(13,7),(13,8),-0.1102 # DEPENDENCYPART_SIBL
(13,7),(13,9),0.0649013 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.13482 # DEPENDENCYPART_SIBL
(13,7),(13,11),0.103907 # DEPENDENCYPART_SIBL
(13,7),(13,12),0.107497 # DEPENDENCYPART_SIBL
(13,7),(13,14),-0.0574021 # DEPENDENCYPART_SIBL
(13,7),(13,15),-0.00424736 # DEPENDENCYPART_SIBL
(13,8),(13,9),-0.647001 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.459699 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.566082 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.563221 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.116215 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.0433137 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.1158 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.0807705 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.0836311 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.0854085 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.0189887 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.00964672 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.0125111 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.120576 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.0162046 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.00657025 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.0699099 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.00662206 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0699033 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.00662862 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0518793 # DEPENDENCYPART_SIBL
(14,1),(14,2),-0.0136934 # DEPENDENCYPART_SIBL
(14,1),(14,4),-0.0118222 # DEPENDENCYPART_SIBL
(14,1),(14,5),-0.0190829 # DEPENDENCYPART_SIBL
(14,1),(14,6),0.22743 # DEPENDENCYPART_SIBL
(14,1),(14,7),0.0909807 # DEPENDENCYPART_SIBL
(14,1),(14,8),-0.0935524 # DEPENDENCYPART_SIBL
(14,1),(14,9),0.132609 # DEPENDENCYPART_SIBL
(14,1),(14,10),-0.0946015 # DEPENDENCYPART_SIBL
(14,1),(14,11),-0.0180973 # DEPENDENCYPART_SIBL
(14,1),(14,12),-0.011667 # DEPENDENCYPART_SIBL
(14,1),(14,13),-0.0935524 # DEPENDENCYPART_SIBL
(14,1),(14,15),0.00657811 # DEPENDENCYPART_SIBL
(14,2),(14,4),0.00564827 # DEPENDENCYPART_SIBL
(14,2),(14,5),-0.00161247 # DEPENDENCYPART_SIBL
(14,2),(14,6),0.24093 # DEPENDENCYPART_SIBL
(14,2),(14,7),0.10448 # DEPENDENCYPART_SIBL
(14,2),(14,8),-0.0876135 # DEPENDENCYPART_SIBL
(14,2),(14,9),0.138979 # DEPENDENCYPART_SIBL
(14,2),(14,10),-0.0865817 # DEPENDENCYPART_SIBL
(14,2),(14,11),-0.000626863 # DEPENDENCYPART_SIBL
(14,2),(14,12),0.00580347 # DEPENDENCYPART_SIBL
(14,2),(14,13),-0.0876135 # DEPENDENCYPART_SIBL
(14,2),(14,15),0.00655276 # DEPENDENCYPART_SIBL
(14,4),(14,5),-0.0190829 # DEPENDENCYPART_SIBL
(14,4),(14,6),0.22743 # DEPENDENCYPART_SIBL
(14,4),(14,7),0.0909807 # DEPENDENCYPART_SIBL
(14,4),(14,8),-0.0935524 # DEPENDENCYPART_SIBL
(14,4),(14,9),0.132609 # DEPENDENCYPART_SIBL
(14,4),(14,10),-0.0946015 # DEPENDENCYPART_SIBL
(14,4),(14,11),-0.0180973 # DEPENDENCYPART_SIBL
(14,4),(14,12),-0.011667 # DEPENDENCYPART_SIBL
(14,4),(14,13),-0.0935524 # DEPENDENCYPART_SIBL
(14,4),(14,15),0.00657811 # DEPENDENCYPART_SIBL
(14,5),(14,6),0.23866 # DEPENDENCYPART_SIBL
(14,5),(14,7),0.102211 # DEPENDENCYPART_SIBL
(14,5),(14,8),-0.0825132 # DEPENDENCYPART_SIBL
(14,5),(14,9),0.140574 # DEPENDENCYPART_SIBL
(14,5),(14,10),-0.090063 # DEPENDENCYPART_SIBL
(14,5),(14,11),-0.0127316 # DEPENDENCYPART_SIBL
(14,5),(14,12),-0.00630126 # DEPENDENCYPART_SIBL
(14,5),(14,13),-0.0825132 # DEPENDENCYPART_SIBL
(14,5),(14,15),0.00659346 # DEPENDENCYPART_SIBL
(14,6),(14,7),0.00712479 # DEPENDENCYPART_SIBL
(14,6),(14,8),-0.126465 # DEPENDENCYPART_SIBL
(14,6),(14,9),0.0405593 # DEPENDENCYPART_SIBL
(14,6),(14,10),-0.173926 # DEPENDENCYPART_SIBL
(14,6),(14,11),0.0617572 # DEPENDENCYPART_SIBL
(14,6),(14,12),0.0653477 # DEPENDENCYPART_SIBL
(14,6),(14,13),-0.126465 # DEPENDENCYPART_SIBL
(14,6),(14,15),0.00102751 # DEPENDENCYPART_SIBL
(14,7),(14,8),-0.1102 # DEPENDENCYPART_SIBL
(14,7),(14,9),0.0649013 # DEPENDENCYPART_SIBL
(14,7),(14,10),-0.13482 # DEPENDENCYPART_SIBL
(14,7),(14,11),0.103907 # DEPENDENCYPART_SIBL
(14,7),(14,12),0.107497 # DEPENDENCYPART_SIBL
(14,7),(14,13),-0.1102 # DEPENDENCYPART_SIBL
(14,7),(14,15),-0.00424736 # DEPENDENCYPART_SIBL
(14,8),(14,9),-0.647001 # DEPENDENCYPART_SIBL
(14,8),(14,10),-0.459699 # DEPENDENCYPART_SIBL
(14,8),(14,11),-0.566082 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.563221 # DEPENDENCYPART_SIBL
(14,8),(14,13),-1.19892 # DEPENDENCYPART_SIBL
(14,8),(14,15),-0.0433137 # DEPENDENCYPART_SIBL
(14,9),(14,10),-0.1158 # DEPENDENCYPART_SIBL
(14,9),(14,11),0.0807705 # DEPENDENCYPART_SIBL
(14,9),(14,12),0.0836311 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.189601 # DEPENDENCYPART_SIBL
(14,9),(14,15),-0.0189887 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.00964672 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.0125111 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.428719 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.0162046 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.00657025 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.0739014 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.00662206 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.07014 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.00662862 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0433137 # DEPENDENCYPART_SIBL
(15,1),(15,2),-0.0843244 # DEPENDENCYPART_SIBL
(15,1),(15,3),-0.163962 # DEPENDENCYPART_SIBL
(15,1),(15,4),-0.0828891 # DEPENDENCYPART_SIBL
(15,1),(15,5),-0.0873431 # DEPENDENCYPART_SIBL
(15,1),(15,6),0.0838152 # DEPENDENCYPART_SIBL
(15,1),(15,7),-0.0250583 # DEPENDENCYPART_SIBL
(15,1),(15,8),0.0227494 # DEPENDENCYPART_SIBL
(15,1),(15,9),0.00716835 # DEPENDENCYPART_SIBL
(15,1),(15,10),-0.163962 # DEPENDENCYPART_SIBL
(15,1),(15,11),-0.0866135 # DEPENDENCYPART_SIBL
(15,1),(15,12),-0.0828021 # DEPENDENCYPART_SIBL
(15,1),(15,13),0.0227494 # DEPENDENCYPART_SIBL
(15,1),(15,14),0.0227494 # DEPENDENCYPART_SIBL
(15,1),(15,16),-0.0715149 # DEPENDENCYPART_SIBL
(15,2),(15,3),-0.159867 # DEPENDENCYPART_SIBL
(15,2),(15,4),-0.0716962 # DEPENDENCYPART_SIBL
(15,2),(15,5),-0.0761502 # DEPENDENCYPART_SIBL
(15,2),(15,6),0.0914419 # DEPENDENCYPART_SIBL
(15,2),(15,7),-0.0174316 # DEPENDENCYPART_SIBL
(15,2),(15,8),0.0251409 # DEPENDENCYPART_SIBL
(15,2),(15,9),0.00999091 # DEPENDENCYPART_SIBL
(15,2),(15,10),-0.159867 # DEPENDENCYPART_SIBL
(15,2),(15,11),-0.0754207 # DEPENDENCYPART_SIBL
(15,2),(15,12),-0.0716093 # DEPENDENCYPART_SIBL
(15,2),(15,13),0.0251409 # DEPENDENCYPART_SIBL
(15,2),(15,14),0.0251409 # DEPENDENCYPART_SIBL
(15,2),(15,16),-0.0715448 # DEPENDENCYPART_SIBL
(15,3),(15,4),0.0311687 # DEPENDENCYPART_SIBL
(15,3),(15,5),0.0296693 # DEPENDENCYPART_SIBL
(15,3),(15,6),0.0732681 # DEPENDENCYPART_SIBL
(15,3),(15,7),0.109649 # DEPENDENCYPART_SIBL
(15,3),(15,8),-0.117774 # DEPENDENCYPART_SIBL
(15,3),(15,9),0.117477 # DEPENDENCYPART_SIBL
(15,3),(15,10),-0.23598 # DEPENDENCYPART_SIBL
(15,3),(15,11),0.0297841 # DEPENDENCYPART_SIBL
(15,3),(15,12),0.0312182 # DEPENDENCYPART_SIBL
(15,3),(15,13),-0.117774 # DEPENDENCYPART_SIBL
(15,3),(15,14),-0.117774 # DEPENDENCYPART_SIBL
(15,3),(15,16),-0.0680033 # DEPENDENCYPART_SIBL
(15,4),(15,5),-0.0873431 # DEPENDENCYPART_SIBL
(15,4),(15,6),0.0838152 # DEPENDENCYPART_SIBL
(15,4),(15,7),-0.0250583 # DEPENDENCYPART_SIBL
(15,4),(15,8),0.0227494 # DEPENDENCYPART_SIBL
(15,4),(15,9),0.00716835 # DEPENDENCYPART_SIBL
(15,4),(15,10),-0.163962 # DEPENDENCYPART_SIBL
(15,4),(15,11),-0.0866135 # DEPENDENCYPART_SIBL
(15,4),(15,12),-0.0828021 # DEPENDENCYPART_SIBL
(15,4),(15,13),0.0227494 # DEPENDENCYPART_SIBL
(15,4),(15,14),0.0227494 # DEPENDENCYPART_SIBL
(15,4),(15,16),-0.0715149 # DEPENDENCYPART_SIBL
(15,5),(15,6),0.0902499 # DEPENDENCYPART_SIBL
(15,5),(15,7),-0.0186236 # DEPENDENCYPART_SIBL
(15,5),(15,8),0.0303128 # DEPENDENCYPART_SIBL
(15,5),(15,9),0.0116575 # DEPENDENCYPART_SIBL
(15,5),(15,10),-0.162211 # DEPENDENCYPART_SIBL
(15,5),(15,11),-0.0850238 # DEPENDENCYPART_SIBL
(15,5),(15,12),-0.0812125 # DEPENDENCYPART_SIBL
(15,5),(15,13),0.0303128 # DEPENDENCYPART_SIBL
(15,5),(15,14),0.0303128 # DEPENDENCYPART_SIBL
(15,5),(15,16),-0.0714896 # DEPENDENCYPART_SIBL
(15,6),(15,7),-0.0599861 # DEPENDENCYPART_SIBL
(15,6),(15,8),0.00974485 # DEPENDENCYPART_SIBL
(15,6),(15,9),-0.00804845 # DEPENDENCYPART_SIBL
(15,6),(15,10),-0.207086 # DEPENDENCYPART_SIBL
(15,6),(15,11),0.018617 # DEPENDENCYPART_SIBL
(15,6),(15,12),0.0205356 # DEPENDENCYPART_SIBL
(15,6),(15,13),0.00974485 # DEPENDENCYPART_SIBL
(15,6),(15,14),0.00974485 # DEPENDENCYPART_SIBL
(15,6),(15,16),-0.0741643 # DEPENDENCYPART_SIBL
(15,7),(15,8),0.00694097 # DEPENDENCYPART_SIBL
(15,7),(15,9),-0.00277493 # DEPENDENCYPART_SIBL
(15,7),(15,10),-0.18933 # DEPENDENCYPART_SIBL
(15,7),(15,11),0.0326964 # DEPENDENCYPART_SIBL
(15,7),(15,12),0.0346149 # DEPENDENCYPART_SIBL
(15,7),(15,13),0.00694097 # DEPENDENCYPART_SIBL
(15,7),(15,14),0.00694097 # DEPENDENCYPART_SIBL
(15,7),(15,16),-0.0784427 # DEPENDENCYPART_SIBL
(15,8),(15,9),-0.639151 # DEPENDENCYPART_SIBL
(15,8),(15,10),-0.444498 # DEPENDENCYPART_SIBL
(15,8),(15,11),-0.553935 # DEPENDENCYPART_SIBL
(15,8),(15,12),-0.552504 # DEPENDENCYPART_SIBL
(15,8),(15,13),-1.02664 # DEPENDENCYPART_SIBL
(15,8),(15,14),-1.02664 # DEPENDENCYPART_SIBL
(15,8),(15,16),-0.123219 # DEPENDENCYPART_SIBL
(15,9),(15,10),-0.170372 # DEPENDENCYPART_SIBL
(15,9),(15,11),-0.00364566 # DEPENDENCYPART_SIBL
(15,9),(15,12),-0.00221535 # DEPENDENCYPART_SIBL
(15,9),(15,13),-0.108812 # DEPENDENCYPART_SIBL
(15,9),(15,14),-0.108812 # DEPENDENCYPART_SIBL
(15,9),(15,16),-0.0907017 # DEPENDENCYPART_SIBL
(15,10),(15,11),0.0297841 # DEPENDENCYPART_SIBL
(15,10),(15,12),0.0312182 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.117774 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.117774 # DEPENDENCYPART_SIBL
(15,10),(15,16),-0.0680033 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.0708686 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.0367654 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.0367654 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.0714733 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.038934 # DEPENDENCYPART_SIBL
