# _root_ Sayın Bila bana , bu _ konuşmayla ilgili izlenimlerini köşesinde _ yazacağını ifade_etti , _ dediği gibi de yaptı .
#goldHeads=2,19,13,0,7,7,8,9,12,12,12,13,14,19,16,17,19,17,20,0,
#predictedHeads=2,13,13,0,7,7,8,9,11,11,12,13,14,19,16,17,19,17,20,0,
(10,7),(10,19),-0.00699361 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.033246 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.053587 # DEPENDENCYPART_SIBL
(10,8),(10,19),-0.00683056 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0536802 # DEPENDENCYPART_SIBL
(10,9),(10,19),-0.00699361 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.0294243 # DEPENDENCYPART_SIBL
(11,2),(11,3),0.132178 # DEPENDENCYPART_SIBL
(11,2),(11,4),-0.0817432 # DEPENDENCYPART_SIBL
(11,2),(11,5),-0.0918192 # DEPENDENCYPART_SIBL
(11,2),(11,6),-0.0584239 # DEPENDENCYPART_SIBL
(11,2),(11,7),0.0186108 # DEPENDENCYPART_SIBL
(11,2),(11,8),-0.093142 # DEPENDENCYPART_SIBL
(11,2),(11,9),0.0186108 # DEPENDENCYPART_SIBL
(11,2),(11,10),0.0135885 # DEPENDENCYPART_SIBL
(11,2),(11,12),0.0127105 # DEPENDENCYPART_SIBL
(11,2),(11,13),0.00659622 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.037348 # DEPENDENCYPART_SIBL
(11,2),(11,15),-0.069927 # DEPENDENCYPART_SIBL
(11,2),(11,17),0.00154772 # DEPENDENCYPART_SIBL
(11,2),(11,19),0.00660493 # DEPENDENCYPART_SIBL
(11,2),(11,20),-0.0505948 # DEPENDENCYPART_SIBL
(11,3),(11,4),-0.184876 # DEPENDENCYPART_SIBL
(11,3),(11,5),-0.0970164 # DEPENDENCYPART_SIBL
(11,3),(11,6),-0.151512 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.0689761 # DEPENDENCYPART_SIBL
(11,3),(11,8),0.0111783 # DEPENDENCYPART_SIBL
(11,3),(11,9),0.0689761 # DEPENDENCYPART_SIBL
(11,3),(11,10),0.06548 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.0901785 # DEPENDENCYPART_SIBL
(11,3),(11,13),-0.0162381 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.108604 # DEPENDENCYPART_SIBL
(11,3),(11,15),-0.0711705 # DEPENDENCYPART_SIBL
(11,3),(11,17),-0.0633587 # DEPENDENCYPART_SIBL
(11,3),(11,19),-0.0162344 # DEPENDENCYPART_SIBL
(11,3),(11,20),-0.125368 # DEPENDENCYPART_SIBL
(11,4),(11,5),-0.118564 # DEPENDENCYPART_SIBL
(11,4),(11,6),-0.428719 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.0125111 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.0478809 # DEPENDENCYPART_SIBL
(11,4),(11,9),0.0125111 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.00900692 # DEPENDENCYPART_SIBL
(11,4),(11,12),0.0108194 # DEPENDENCYPART_SIBL
(11,4),(11,13),-0.0162082 # DEPENDENCYPART_SIBL
(11,4),(11,14),0.0908939 # DEPENDENCYPART_SIBL
(11,4),(11,15),-0.120576 # DEPENDENCYPART_SIBL
(11,4),(11,17),-0.0155361 # DEPENDENCYPART_SIBL
(11,4),(11,19),-0.0162046 # DEPENDENCYPART_SIBL
(11,4),(11,20),-0.0642176 # DEPENDENCYPART_SIBL
(11,5),(11,6),-0.0365098 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.029967 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.0260701 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.029967 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.0264708 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.0497135 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.0481519 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.105767 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.102311 # DEPENDENCYPART_SIBL
(11,5),(11,17),-0.0672583 # DEPENDENCYPART_SIBL
(11,5),(11,19),-0.0481483 # DEPENDENCYPART_SIBL
(11,5),(11,20),-0.118463 # DEPENDENCYPART_SIBL
(11,6),(11,7),-0.563221 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.622813 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.563221 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.566717 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.000490241 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.0433173 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.118712 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.116215 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.0893374 # DEPENDENCYPART_SIBL
(11,6),(11,19),-0.0433137 # DEPENDENCYPART_SIBL
(11,6),(11,20),-0.119174 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.100919 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.0108336 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.00581131 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.0127734 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.00661991 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.0373243 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.0699033 # DEPENDENCYPART_SIBL
(11,7),(11,17),0.00157141 # DEPENDENCYPART_SIBL
(11,7),(11,19),0.00662862 # DEPENDENCYPART_SIBL
(11,7),(11,20),-0.0505711 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.0335807 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.0285584 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.00921448 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.00304035 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.04087 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.0735178 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.00279397 # DEPENDENCYPART_SIBL
(11,8),(11,19),0.00304906 # DEPENDENCYPART_SIBL
(11,8),(11,20),-0.0541171 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.00581131 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.0127734 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.00661991 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0373243 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.0699033 # DEPENDENCYPART_SIBL
(11,9),(11,17),0.00157141 # DEPENDENCYPART_SIBL
(11,9),(11,19),0.00662862 # DEPENDENCYPART_SIBL
(11,9),(11,20),-0.0505711 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0127724 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.00661887 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0373254 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.0699044 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.00157037 # DEPENDENCYPART_SIBL
(11,10),(11,19),0.00662758 # DEPENDENCYPART_SIBL
(11,10),(11,20),-0.0505722 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.00562832 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.0726346 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0253089 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.0113868 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.00562024 # DEPENDENCYPART_SIBL
(11,12),(11,20),-0.0049745 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0324766 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.0420653 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.0505184 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.0308301 # DEPENDENCYPART_SIBL
(11,13),(11,20),-0.0648523 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.0683883 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.0657292 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.0540562 # DEPENDENCYPART_SIBL
(11,14),(11,20),-0.0341533 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.0667085 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.0518793 # DEPENDENCYPART_SIBL
(11,15),(11,20),-0.101043 # DEPENDENCYPART_SIBL
(11,17),(11,19),-0.0269938 # DEPENDENCYPART_SIBL
(11,17),(11,20),-0.0415259 # DEPENDENCYPART_SIBL
(11,19),(11,20),-0.0648523 # DEPENDENCYPART_SIBL
(12,4),(12,7),0.00649166 # DEPENDENCYPART_SIBL
(12,4),(12,8),0.0134412 # DEPENDENCYPART_SIBL
(12,4),(12,9),0.00649166 # DEPENDENCYPART_SIBL
(12,4),(12,10),0.00648567 # DEPENDENCYPART_SIBL
(12,4),(12,11),-0.228157 # DEPENDENCYPART_SIBL
(12,7),(12,8),-0.00126445 # DEPENDENCYPART_SIBL
(12,7),(12,9),-0.0070149 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.00504599 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.0269906 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.036472 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.0384409 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.0954617 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.00504599 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.0269906 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.034424 # DEPENDENCYPART_SIBL
(13,1),(13,2),-0.0450438 # DEPENDENCYPART_SIBL
(13,1),(13,3),-0.0114656 # DEPENDENCYPART_SIBL
(13,1),(13,4),-0.168615 # DEPENDENCYPART_SIBL
(13,1),(13,5),0.00671462 # DEPENDENCYPART_SIBL
(13,1),(13,6),-0.0104939 # DEPENDENCYPART_SIBL
(13,1),(13,7),-0.0450438 # DEPENDENCYPART_SIBL
(13,1),(13,8),-0.0775264 # DEPENDENCYPART_SIBL
(13,1),(13,9),-0.0450438 # DEPENDENCYPART_SIBL
(13,1),(13,10),-0.0467927 # DEPENDENCYPART_SIBL
(13,1),(13,11),-0.0104939 # DEPENDENCYPART_SIBL
(13,1),(13,12),-0.0450438 # DEPENDENCYPART_SIBL
(13,1),(13,14),-0.0841084 # DEPENDENCYPART_SIBL
(13,1),(13,15),-0.0697983 # DEPENDENCYPART_SIBL
(13,1),(13,17),-0.00713147 # DEPENDENCYPART_SIBL
(13,1),(13,19),-0.00732302 # DEPENDENCYPART_SIBL
(13,1),(13,20),-0.10161 # DEPENDENCYPART_SIBL
(13,2),(13,3),0.0363905 # DEPENDENCYPART_SIBL
(13,2),(13,4),-0.154423 # DEPENDENCYPART_SIBL
(13,2),(13,5),-0.123378 # DEPENDENCYPART_SIBL
(13,2),(13,6),0.0465935 # DEPENDENCYPART_SIBL
(13,2),(13,7),-0.0550462 # DEPENDENCYPART_SIBL
(13,2),(13,8),-0.124841 # DEPENDENCYPART_SIBL
(13,2),(13,9),-0.0550462 # DEPENDENCYPART_SIBL
(13,2),(13,10),-0.0565739 # DEPENDENCYPART_SIBL
(13,2),(13,11),0.0465935 # DEPENDENCYPART_SIBL
(13,2),(13,12),-0.0550462 # DEPENDENCYPART_SIBL
(13,2),(13,14),-0.0647418 # DEPENDENCYPART_SIBL
(13,2),(13,15),-0.0760903 # DEPENDENCYPART_SIBL
(13,2),(13,17),0.0383967 # DEPENDENCYPART_SIBL
(13,2),(13,19),-0.00712959 # DEPENDENCYPART_SIBL
(13,2),(13,20),-0.0714877 # DEPENDENCYPART_SIBL
(13,3),(13,4),-0.256916 # DEPENDENCYPART_SIBL
(13,3),(13,5),-0.149411 # DEPENDENCYPART_SIBL
(13,3),(13,6),-0.0485927 # DEPENDENCYPART_SIBL
(13,3),(13,7),-0.054438 # DEPENDENCYPART_SIBL
(13,3),(13,8),-0.0868292 # DEPENDENCYPART_SIBL
(13,3),(13,9),-0.054438 # DEPENDENCYPART_SIBL
(13,3),(13,10),-0.0561868 # DEPENDENCYPART_SIBL
(13,3),(13,11),-0.0485927 # DEPENDENCYPART_SIBL
(13,3),(13,12),-0.054438 # DEPENDENCYPART_SIBL
(13,3),(13,14),-0.12411 # DEPENDENCYPART_SIBL
(13,3),(13,15),-0.0752838 # DEPENDENCYPART_SIBL
(13,3),(13,17),-0.0391829 # DEPENDENCYPART_SIBL
(13,3),(13,19),-0.0256837 # DEPENDENCYPART_SIBL
(13,3),(13,20),-0.139947 # DEPENDENCYPART_SIBL
(13,4),(13,5),-0.0594271 # DEPENDENCYPART_SIBL
(13,4),(13,6),-0.134781 # DEPENDENCYPART_SIBL
(13,4),(13,7),0.0207898 # DEPENDENCYPART_SIBL
(13,4),(13,8),-0.0142002 # DEPENDENCYPART_SIBL
(13,4),(13,9),0.0207898 # DEPENDENCYPART_SIBL
(13,4),(13,10),0.0190329 # DEPENDENCYPART_SIBL
(13,4),(13,11),-0.134781 # DEPENDENCYPART_SIBL
(13,4),(13,12),0.0207898 # DEPENDENCYPART_SIBL
(13,4),(13,14),0.0899436 # DEPENDENCYPART_SIBL
(13,4),(13,15),-0.117494 # DEPENDENCYPART_SIBL
(13,4),(13,17),0.00267761 # DEPENDENCYPART_SIBL
(13,4),(13,19),-0.0186727 # DEPENDENCYPART_SIBL
(13,4),(13,20),-0.0680033 # DEPENDENCYPART_SIBL
(13,5),(13,6),0.0495554 # DEPENDENCYPART_SIBL
(13,5),(13,7),-0.00915892 # DEPENDENCYPART_SIBL
(13,5),(13,8),-0.039794 # DEPENDENCYPART_SIBL
(13,5),(13,9),-0.00915892 # DEPENDENCYPART_SIBL
(13,5),(13,10),-0.0109078 # DEPENDENCYPART_SIBL
(13,5),(13,11),0.0495554 # DEPENDENCYPART_SIBL
(13,5),(13,12),-0.00915892 # DEPENDENCYPART_SIBL
(13,5),(13,14),-0.0901645 # DEPENDENCYPART_SIBL
(13,5),(13,15),-0.0760459 # DEPENDENCYPART_SIBL
(13,5),(13,17),-0.0223354 # DEPENDENCYPART_SIBL
(13,5),(13,19),-0.027219 # DEPENDENCYPART_SIBL
(13,5),(13,20),-0.102378 # DEPENDENCYPART_SIBL
(13,6),(13,7),-0.551027 # DEPENDENCYPART_SIBL
(13,6),(13,8),-0.585216 # DEPENDENCYPART_SIBL
(13,6),(13,9),-0.551027 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.552775 # DEPENDENCYPART_SIBL
(13,6),(13,11),-1.03148 # DEPENDENCYPART_SIBL
(13,6),(13,12),-0.551027 # DEPENDENCYPART_SIBL
(13,6),(13,14),-0.122943 # DEPENDENCYPART_SIBL
(13,6),(13,15),-0.107125 # DEPENDENCYPART_SIBL
(13,6),(13,17),-0.0630966 # DEPENDENCYPART_SIBL
(13,6),(13,19),-0.0410904 # DEPENDENCYPART_SIBL
(13,6),(13,20),-0.123219 # DEPENDENCYPART_SIBL
(13,7),(13,8),-0.132679 # DEPENDENCYPART_SIBL
(13,7),(13,9),-0.062884 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.0644118 # DEPENDENCYPART_SIBL
(13,7),(13,11),0.0348237 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.062884 # DEPENDENCYPART_SIBL
(13,7),(13,14),-0.0647261 # DEPENDENCYPART_SIBL
(13,7),(13,15),-0.0760747 # DEPENDENCYPART_SIBL
(13,7),(13,17),0.0384124 # DEPENDENCYPART_SIBL
(13,7),(13,19),-0.0071139 # DEPENDENCYPART_SIBL
(13,7),(13,20),-0.071472 # DEPENDENCYPART_SIBL
(13,8),(13,9),-0.035494 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.0370217 # DEPENDENCYPART_SIBL
(13,8),(13,11),0.0606237 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.035494 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.0677787 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.079196 # DEPENDENCYPART_SIBL
(13,8),(13,17),0.0347901 # DEPENDENCYPART_SIBL
(13,8),(13,19),-0.0102003 # DEPENDENCYPART_SIBL
(13,8),(13,20),-0.0745249 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.0644118 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.0348237 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.062884 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.0647261 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.0760747 # DEPENDENCYPART_SIBL
(13,9),(13,17),0.0384124 # DEPENDENCYPART_SIBL
(13,9),(13,19),-0.0071139 # DEPENDENCYPART_SIBL
(13,9),(13,20),-0.071472 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.0422549 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.0628903 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.0647272 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.0760757 # DEPENDENCYPART_SIBL
(13,10),(13,17),0.0384114 # DEPENDENCYPART_SIBL
(13,10),(13,19),-0.00711495 # DEPENDENCYPART_SIBL
(13,10),(13,20),-0.0714731 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.551027 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.122943 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.107125 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.0630966 # DEPENDENCYPART_SIBL
(13,11),(13,19),-0.0410904 # DEPENDENCYPART_SIBL
(13,11),(13,20),-0.123219 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0647261 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0760747 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.0384124 # DEPENDENCYPART_SIBL
(13,12),(13,19),-0.0071139 # DEPENDENCYPART_SIBL
(13,12),(13,20),-0.071472 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0632698 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.0600044 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.0497678 # DEPENDENCYPART_SIBL
(13,14),(13,20),-0.0276293 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.0621381 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.0487399 # DEPENDENCYPART_SIBL
(13,15),(13,20),-0.0957621 # DEPENDENCYPART_SIBL
(13,17),(13,19),-0.0247646 # DEPENDENCYPART_SIBL
(13,17),(13,20),-0.0371218 # DEPENDENCYPART_SIBL
(13,19),(13,20),-0.0599024 # DEPENDENCYPART_SIBL
(14,5),(14,6),-0.0235918 # DEPENDENCYPART_SIBL
(14,5),(14,7),-0.0432106 # DEPENDENCYPART_SIBL
(14,5),(14,8),-0.0441286 # DEPENDENCYPART_SIBL
(14,5),(14,10),-0.0432106 # DEPENDENCYPART_SIBL
(14,5),(14,11),-0.0235918 # DEPENDENCYPART_SIBL
(14,5),(14,13),0.00214658 # DEPENDENCYPART_SIBL
(14,5),(14,15),-0.0554132 # DEPENDENCYPART_SIBL
(14,5),(14,17),0.0122454 # DEPENDENCYPART_SIBL
(14,5),(14,19),-0.041652 # DEPENDENCYPART_SIBL
(14,5),(14,20),-0.0222444 # DEPENDENCYPART_SIBL
(14,6),(14,7),-0.408986 # DEPENDENCYPART_SIBL
(14,6),(14,8),-0.411679 # DEPENDENCYPART_SIBL
(14,6),(14,10),-0.408986 # DEPENDENCYPART_SIBL
(14,6),(14,11),-0.788511 # DEPENDENCYPART_SIBL
(14,6),(14,13),-0.456097 # DEPENDENCYPART_SIBL
(14,6),(14,15),-0.166193 # DEPENDENCYPART_SIBL
(14,6),(14,17),-0.0665685 # DEPENDENCYPART_SIBL
(14,6),(14,19),-0.138055 # DEPENDENCYPART_SIBL
(14,6),(14,20),-0.0812621 # DEPENDENCYPART_SIBL
(14,7),(14,8),-0.100708 # DEPENDENCYPART_SIBL
(14,7),(14,10),-0.0828016 # DEPENDENCYPART_SIBL
(14,7),(14,11),-0.056173 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.0321392 # DEPENDENCYPART_SIBL
(14,7),(14,15),-0.0586021 # DEPENDENCYPART_SIBL
(14,7),(14,17),0.0345686 # DEPENDENCYPART_SIBL
(14,7),(14,19),-0.033615 # DEPENDENCYPART_SIBL
(14,7),(14,20),0.0249933 # DEPENDENCYPART_SIBL
(14,8),(14,10),-0.0753631 # DEPENDENCYPART_SIBL
(14,8),(14,11),-0.0385726 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.0444365 # DEPENDENCYPART_SIBL
(14,8),(14,15),-0.0588117 # DEPENDENCYPART_SIBL
(14,8),(14,17),0.033968 # DEPENDENCYPART_SIBL
(14,8),(14,19),-0.0337897 # DEPENDENCYPART_SIBL
(14,8),(14,20),0.0248516 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.0487399 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.0358558 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.0586021 # DEPENDENCYPART_SIBL
(14,10),(14,17),0.0345686 # DEPENDENCYPART_SIBL
(14,10),(14,19),-0.033615 # DEPENDENCYPART_SIBL
(14,10),(14,20),0.0249933 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.456097 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.166193 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.0665685 # DEPENDENCYPART_SIBL
(14,11),(14,19),-0.138055 # DEPENDENCYPART_SIBL
(14,11),(14,20),-0.0812621 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.163558 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.052199 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.139969 # DEPENDENCYPART_SIBL
(14,13),(14,20),-0.0650751 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.0230148 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.0286604 # DEPENDENCYPART_SIBL
(14,15),(14,20),-0.0619313 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.0253306 # DEPENDENCYPART_SIBL
(14,17),(14,20),-0.0259676 # DEPENDENCYPART_SIBL
(14,19),(14,20),-0.0431921 # DEPENDENCYPART_SIBL
(15,2),(15,5),-0.0918192 # DEPENDENCYPART_SIBL
(15,2),(15,7),0.0186108 # DEPENDENCYPART_SIBL
(15,2),(15,8),-0.093142 # DEPENDENCYPART_SIBL
(15,2),(15,9),0.0186108 # DEPENDENCYPART_SIBL
(15,2),(15,10),0.0135885 # DEPENDENCYPART_SIBL
(15,2),(15,12),0.0186108 # DEPENDENCYPART_SIBL
(15,2),(15,13),0.162595 # DEPENDENCYPART_SIBL
(15,2),(15,14),-0.0817432 # DEPENDENCYPART_SIBL
(15,2),(15,17),0.00154772 # DEPENDENCYPART_SIBL
(15,2),(15,18),0.17199 # DEPENDENCYPART_SIBL
(15,2),(15,19),0.00660493 # DEPENDENCYPART_SIBL
(15,5),(15,7),0.029967 # DEPENDENCYPART_SIBL
(15,5),(15,8),-0.0260701 # DEPENDENCYPART_SIBL
(15,5),(15,9),0.029967 # DEPENDENCYPART_SIBL
(15,5),(15,10),0.0264708 # DEPENDENCYPART_SIBL
(15,5),(15,12),0.029967 # DEPENDENCYPART_SIBL
(15,5),(15,13),-0.0111487 # DEPENDENCYPART_SIBL
(15,5),(15,14),-0.0917949 # DEPENDENCYPART_SIBL
(15,5),(15,17),-0.0672583 # DEPENDENCYPART_SIBL
(15,5),(15,18),0.0622663 # DEPENDENCYPART_SIBL
(15,5),(15,19),-0.0481483 # DEPENDENCYPART_SIBL
(15,7),(15,8),-0.100919 # DEPENDENCYPART_SIBL
(15,7),(15,9),0.0108336 # DEPENDENCYPART_SIBL
(15,7),(15,10),0.00581131 # DEPENDENCYPART_SIBL
(15,7),(15,12),0.0108336 # DEPENDENCYPART_SIBL
(15,7),(15,13),0.150857 # DEPENDENCYPART_SIBL
(15,7),(15,14),-0.081844 # DEPENDENCYPART_SIBL
(15,7),(15,17),0.00157141 # DEPENDENCYPART_SIBL
(15,7),(15,18),0.172014 # DEPENDENCYPART_SIBL
(15,7),(15,19),0.00662862 # DEPENDENCYPART_SIBL
(15,8),(15,9),0.0335807 # DEPENDENCYPART_SIBL
(15,8),(15,10),0.0285584 # DEPENDENCYPART_SIBL
(15,8),(15,12),0.0335807 # DEPENDENCYPART_SIBL
(15,8),(15,13),0.171691 # DEPENDENCYPART_SIBL
(15,8),(15,14),-0.0744604 # DEPENDENCYPART_SIBL
(15,8),(15,17),-0.00279397 # DEPENDENCYPART_SIBL
(15,8),(15,18),0.174218 # DEPENDENCYPART_SIBL
(15,8),(15,19),0.00304906 # DEPENDENCYPART_SIBL
(15,9),(15,10),0.00581131 # DEPENDENCYPART_SIBL
(15,9),(15,12),0.0108336 # DEPENDENCYPART_SIBL
(15,9),(15,13),0.150857 # DEPENDENCYPART_SIBL
(15,9),(15,14),-0.081844 # DEPENDENCYPART_SIBL
(15,9),(15,17),0.00157141 # DEPENDENCYPART_SIBL
(15,9),(15,18),0.172014 # DEPENDENCYPART_SIBL
(15,9),(15,19),0.00662862 # DEPENDENCYPART_SIBL
(15,10),(15,12),0.0108274 # DEPENDENCYPART_SIBL
(15,10),(15,13),0.154571 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.081846 # DEPENDENCYPART_SIBL
(15,10),(15,17),0.00157037 # DEPENDENCYPART_SIBL
(15,10),(15,18),0.172013 # DEPENDENCYPART_SIBL
(15,10),(15,19),0.00662758 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.150857 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.081844 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.00157141 # DEPENDENCYPART_SIBL
(15,12),(15,18),0.172014 # DEPENDENCYPART_SIBL
(15,12),(15,19),0.00662862 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.1158 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.0422118 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.0928517 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.0189887 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0155361 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.0906114 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.0162046 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.0473089 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.0269938 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.0678284 # DEPENDENCYPART_SIBL
(16,2),(16,4),-0.0182104 # DEPENDENCYPART_SIBL
(16,2),(16,8),-0.000243924 # DEPENDENCYPART_SIBL
(16,2),(16,9),0.0157072 # DEPENDENCYPART_SIBL
(16,2),(16,10),0.0251076 # DEPENDENCYPART_SIBL
(16,2),(16,14),-0.0182104 # DEPENDENCYPART_SIBL
(16,2),(16,15),0.00891366 # DEPENDENCYPART_SIBL
(16,4),(16,8),0.0350573 # DEPENDENCYPART_SIBL
(16,4),(16,9),0.0399399 # DEPENDENCYPART_SIBL
(16,4),(16,10),0.0436448 # DEPENDENCYPART_SIBL
(16,4),(16,14),-0.0918896 # DEPENDENCYPART_SIBL
(16,4),(16,15),-0.22269 # DEPENDENCYPART_SIBL
(16,8),(16,9),0.0175307 # DEPENDENCYPART_SIBL
(16,8),(16,10),0.0269311 # DEPENDENCYPART_SIBL
(16,8),(16,14),-0.0203292 # DEPENDENCYPART_SIBL
(16,8),(16,15),0.0198869 # DEPENDENCYPART_SIBL
