# _root_ Böyle _ önemli bir görevin başına _ _ getirilen kişi , eski _ sakallı fotoğrafından da _ anlaşılıyor ki , bir bütün bürokrasiye _ _ yayılan zihniyetin bir örneği _ olabilir .
#goldHeads=3,3,5,5,6,8,8,9,10,31,0,15,14,15,18,15,18,31,18,0,22,23,25,25,26,27,29,29,31,31,32,0,
#predictedHeads=3,3,5,5,6,8,8,9,10,18,0,13,14,15,18,15,18,20,18,31,22,23,25,25,26,27,29,29,31,31,32,0,
(23,3),(23,14),0.101625 # DEPENDENCYPART_SIBL
(23,3),(23,16),0.00963847 # DEPENDENCYPART_SIBL
(23,3),(23,17),0.0165061 # DEPENDENCYPART_SIBL
(23,3),(23,18),0.168898 # DEPENDENCYPART_SIBL
(23,3),(23,19),0.0121248 # DEPENDENCYPART_SIBL
(23,3),(23,20),-0.0236707 # DEPENDENCYPART_SIBL
(23,3),(23,21),0.204738 # DEPENDENCYPART_SIBL
(23,3),(23,22),0.111054 # DEPENDENCYPART_SIBL
(23,3),(23,24),-0.00523254 # DEPENDENCYPART_SIBL
(23,3),(23,25),-0.00523254 # DEPENDENCYPART_SIBL
(23,3),(23,28),-0.00579862 # DEPENDENCYPART_SIBL
(23,3),(23,29),0.095684 # DEPENDENCYPART_SIBL
(23,9),(23,11),-0.0181748 # DEPENDENCYPART_SIBL
(23,9),(23,12),0.109575 # DEPENDENCYPART_SIBL
(23,9),(23,14),0.105923 # DEPENDENCYPART_SIBL
(23,9),(23,16),0.0149292 # DEPENDENCYPART_SIBL
(23,9),(23,17),-0.00126528 # DEPENDENCYPART_SIBL
(23,9),(23,18),0.162503 # DEPENDENCYPART_SIBL
(23,9),(23,19),0.0174156 # DEPENDENCYPART_SIBL
(23,9),(23,20),-0.0181748 # DEPENDENCYPART_SIBL
(23,9),(23,21),0.219326 # DEPENDENCYPART_SIBL
(23,9),(23,22),0.115352 # DEPENDENCYPART_SIBL
(23,9),(23,24),-0.00620933 # DEPENDENCYPART_SIBL
(23,9),(23,25),-0.00620933 # DEPENDENCYPART_SIBL
(23,9),(23,28),-0.00668235 # DEPENDENCYPART_SIBL
(23,9),(23,29),0.0947404 # DEPENDENCYPART_SIBL
(23,11),(23,12),-0.0208793 # DEPENDENCYPART_SIBL
(23,11),(23,14),0.017853 # DEPENDENCYPART_SIBL
(23,11),(23,16),-0.0659634 # DEPENDENCYPART_SIBL
(23,11),(23,17),-0.228157 # DEPENDENCYPART_SIBL
(23,11),(23,18),0.0974612 # DEPENDENCYPART_SIBL
(23,11),(23,19),-0.0559148 # DEPENDENCYPART_SIBL
(23,11),(23,20),-0.0839136 # DEPENDENCYPART_SIBL
(23,11),(23,21),-0.0428451 # DEPENDENCYPART_SIBL
(23,11),(23,22),-0.00264019 # DEPENDENCYPART_SIBL
(23,11),(23,24),-0.0569933 # DEPENDENCYPART_SIBL
(23,11),(23,25),-0.0569933 # DEPENDENCYPART_SIBL
(23,11),(23,28),0.000884396 # DEPENDENCYPART_SIBL
(23,11),(23,29),0.0422724 # DEPENDENCYPART_SIBL
(23,12),(23,14),0.0733059 # DEPENDENCYPART_SIBL
(23,12),(23,16),-0.0160761 # DEPENDENCYPART_SIBL
(23,12),(23,17),-0.0398779 # DEPENDENCYPART_SIBL
(23,12),(23,18),0.128236 # DEPENDENCYPART_SIBL
(23,12),(23,19),-0.0135897 # DEPENDENCYPART_SIBL
(23,12),(23,20),-0.048983 # DEPENDENCYPART_SIBL
(23,12),(23,21),0.175925 # DEPENDENCYPART_SIBL
(23,12),(23,22),0.0827353 # DEPENDENCYPART_SIBL
(23,12),(23,24),-0.00220499 # DEPENDENCYPART_SIBL
(23,12),(23,25),-0.00220499 # DEPENDENCYPART_SIBL
(23,12),(23,28),-0.00267759 # DEPENDENCYPART_SIBL
(23,12),(23,29),0.0891943 # DEPENDENCYPART_SIBL
(23,14),(23,16),0.00247499 # DEPENDENCYPART_SIBL
(23,14),(23,17),-0.0145034 # DEPENDENCYPART_SIBL
(23,14),(23,18),0.149265 # DEPENDENCYPART_SIBL
(23,14),(23,19),0.00496137 # DEPENDENCYPART_SIBL
(23,14),(23,20),-0.0306289 # DEPENDENCYPART_SIBL
(23,14),(23,21),0.195378 # DEPENDENCYPART_SIBL
(23,14),(23,22),0.102898 # DEPENDENCYPART_SIBL
(23,14),(23,24),-0.00620933 # DEPENDENCYPART_SIBL
(23,14),(23,25),-0.00620933 # DEPENDENCYPART_SIBL
(23,14),(23,28),-0.00668235 # DEPENDENCYPART_SIBL
(23,14),(23,29),0.0970163 # DEPENDENCYPART_SIBL
(23,16),(23,17),-0.185853 # DEPENDENCYPART_SIBL
(23,16),(23,18),0.0507806 # DEPENDENCYPART_SIBL
(23,16),(23,19),-0.0915597 # DEPENDENCYPART_SIBL
(23,16),(23,20),0.026165 # DEPENDENCYPART_SIBL
(23,16),(23,21),-0.0374691 # DEPENDENCYPART_SIBL
(23,16),(23,22),0.0402643 # DEPENDENCYPART_SIBL
(23,16),(23,24),-0.0234248 # DEPENDENCYPART_SIBL
(23,16),(23,25),-0.0234248 # DEPENDENCYPART_SIBL
(23,16),(23,28),-0.0164677 # DEPENDENCYPART_SIBL
(23,16),(23,29),-0.0156638 # DEPENDENCYPART_SIBL
(23,17),(23,18),-0.359898 # DEPENDENCYPART_SIBL
(23,17),(23,19),-0.154182 # DEPENDENCYPART_SIBL
(23,17),(23,20),-0.227738 # DEPENDENCYPART_SIBL
(23,17),(23,21),-0.15227 # DEPENDENCYPART_SIBL
(23,17),(23,22),-0.345575 # DEPENDENCYPART_SIBL
(23,17),(23,24),-0.0470434 # DEPENDENCYPART_SIBL
(23,17),(23,25),-0.0470434 # DEPENDENCYPART_SIBL
(23,17),(23,28),-0.021566 # DEPENDENCYPART_SIBL
(23,17),(23,29),0.0257743 # DEPENDENCYPART_SIBL
(23,18),(23,19),0.0561818 # DEPENDENCYPART_SIBL
(23,18),(23,20),-0.0190006 # DEPENDENCYPART_SIBL
(23,18),(23,21),0.156954 # DEPENDENCYPART_SIBL
(23,18),(23,22),0.0730554 # DEPENDENCYPART_SIBL
(23,18),(23,24),-0.0272739 # DEPENDENCYPART_SIBL
(23,18),(23,25),-0.0272739 # DEPENDENCYPART_SIBL
(23,18),(23,28),0.00860455 # DEPENDENCYPART_SIBL
(23,18),(23,29),0.0411503 # DEPENDENCYPART_SIBL
(23,19),(23,20),0.0182078 # DEPENDENCYPART_SIBL
(23,19),(23,21),-0.0432674 # DEPENDENCYPART_SIBL
(23,19),(23,22),0.00838722 # DEPENDENCYPART_SIBL
(23,19),(23,24),-0.026813 # DEPENDENCYPART_SIBL
(23,19),(23,25),-0.026813 # DEPENDENCYPART_SIBL
(23,19),(23,28),-0.0195037 # DEPENDENCYPART_SIBL
(23,19),(23,29),-0.00907875 # DEPENDENCYPART_SIBL
(23,20),(23,21),-0.0428451 # DEPENDENCYPART_SIBL
(23,20),(23,22),-0.00264019 # DEPENDENCYPART_SIBL
(23,20),(23,24),-0.0569933 # DEPENDENCYPART_SIBL
(23,20),(23,25),-0.0569933 # DEPENDENCYPART_SIBL
(23,20),(23,28),0.000884396 # DEPENDENCYPART_SIBL
(23,20),(23,29),0.0422724 # DEPENDENCYPART_SIBL
(23,21),(23,22),0.0137502 # DEPENDENCYPART_SIBL
(23,21),(23,24),0.00123653 # DEPENDENCYPART_SIBL
(23,21),(23,25),0.00123653 # DEPENDENCYPART_SIBL
(23,21),(23,28),0.0202113 # DEPENDENCYPART_SIBL
(23,21),(23,29),0.0959587 # DEPENDENCYPART_SIBL
(23,22),(23,24),-0.0143298 # DEPENDENCYPART_SIBL
(23,22),(23,25),-0.0143298 # DEPENDENCYPART_SIBL
(23,22),(23,28),-0.00919618 # DEPENDENCYPART_SIBL
(23,22),(23,29),0.089211 # DEPENDENCYPART_SIBL
(23,24),(23,25),-0.035505 # DEPENDENCYPART_SIBL
(23,24),(23,28),-0.0283391 # DEPENDENCYPART_SIBL
(23,24),(23,29),-0.0322674 # DEPENDENCYPART_SIBL
(23,25),(23,28),-0.0283391 # DEPENDENCYPART_SIBL
(23,25),(23,29),-0.0322674 # DEPENDENCYPART_SIBL
(23,28),(23,29),-0.0111905 # DEPENDENCYPART_SIBL
(24,10),(24,15),0.0532969 # DEPENDENCYPART_SIBL
(24,10),(24,17),-0.0677859 # DEPENDENCYPART_SIBL
(24,10),(24,18),0.153036 # DEPENDENCYPART_SIBL
(24,10),(24,20),-0.0896802 # DEPENDENCYPART_SIBL
(24,10),(24,21),0.0857283 # DEPENDENCYPART_SIBL
(24,10),(24,22),0.0719922 # DEPENDENCYPART_SIBL
(24,10),(24,23),0.0532969 # DEPENDENCYPART_SIBL
(24,10),(24,27),0.0086922 # DEPENDENCYPART_SIBL
(24,10),(24,29),0.0086922 # DEPENDENCYPART_SIBL
(24,10),(24,30),-0.0726439 # DEPENDENCYPART_SIBL
(24,15),(24,17),-0.07014 # DEPENDENCYPART_SIBL
(24,15),(24,18),0.150983 # DEPENDENCYPART_SIBL
(24,15),(24,20),-0.081844 # DEPENDENCYPART_SIBL
(24,15),(24,21),0.0738227 # DEPENDENCYPART_SIBL
(24,15),(24,22),0.0649024 # DEPENDENCYPART_SIBL
(24,15),(24,23),0.0108336 # DEPENDENCYPART_SIBL
(24,15),(24,27),0.0127734 # DEPENDENCYPART_SIBL
(24,15),(24,29),0.0127734 # DEPENDENCYPART_SIBL
(24,15),(24,30),-0.0699033 # DEPENDENCYPART_SIBL
(24,17),(24,18),-0.647001 # DEPENDENCYPART_SIBL
(24,17),(24,20),-0.459699 # DEPENDENCYPART_SIBL
(24,17),(24,21),-0.403562 # DEPENDENCYPART_SIBL
(24,17),(24,22),-0.539073 # DEPENDENCYPART_SIBL
(24,17),(24,23),-0.563221 # DEPENDENCYPART_SIBL
(24,17),(24,27),0.000490241 # DEPENDENCYPART_SIBL
(24,17),(24,29),0.000490241 # DEPENDENCYPART_SIBL
(24,17),(24,30),-0.116215 # DEPENDENCYPART_SIBL
(24,18),(24,20),-0.1158 # DEPENDENCYPART_SIBL
(24,18),(24,21),0.0629625 # DEPENDENCYPART_SIBL
(24,18),(24,22),-0.0246249 # DEPENDENCYPART_SIBL
(24,18),(24,23),0.0836311 # DEPENDENCYPART_SIBL
(24,18),(24,27),0.0139057 # DEPENDENCYPART_SIBL
(24,18),(24,29),0.0139057 # DEPENDENCYPART_SIBL
(24,18),(24,30),-0.0854085 # DEPENDENCYPART_SIBL
(24,20),(24,21),-0.0291562 # DEPENDENCYPART_SIBL
(24,20),(24,22),-0.0226392 # DEPENDENCYPART_SIBL
(24,20),(24,23),0.0125111 # DEPENDENCYPART_SIBL
(24,20),(24,27),0.0108194 # DEPENDENCYPART_SIBL
(24,20),(24,29),0.0108194 # DEPENDENCYPART_SIBL
(24,20),(24,30),-0.120576 # DEPENDENCYPART_SIBL
(24,21),(24,22),-0.0313849 # DEPENDENCYPART_SIBL
(24,21),(24,23),0.108496 # DEPENDENCYPART_SIBL
(24,21),(24,27),0.0383696 # DEPENDENCYPART_SIBL
(24,21),(24,29),0.0383696 # DEPENDENCYPART_SIBL
(24,21),(24,30),-0.0854468 # DEPENDENCYPART_SIBL
(24,22),(24,23),0.0560002 # DEPENDENCYPART_SIBL
(24,22),(24,27),-0.00800038 # DEPENDENCYPART_SIBL
(24,22),(24,29),-0.00800038 # DEPENDENCYPART_SIBL
(24,22),(24,30),-0.0974997 # DEPENDENCYPART_SIBL
(24,23),(24,27),0.0127734 # DEPENDENCYPART_SIBL
(24,23),(24,29),0.0127734 # DEPENDENCYPART_SIBL
(24,23),(24,30),-0.0699033 # DEPENDENCYPART_SIBL
(24,27),(24,29),-0.00121166 # DEPENDENCYPART_SIBL
(24,27),(24,30),-0.0253089 # DEPENDENCYPART_SIBL
(24,29),(24,30),-0.0253089 # DEPENDENCYPART_SIBL
(25,5),(25,6),0.0351001 # DEPENDENCYPART_SIBL
(25,5),(25,10),-0.0377875 # DEPENDENCYPART_SIBL
(25,5),(25,13),-0.210289 # DEPENDENCYPART_SIBL
(25,5),(25,15),0.0108336 # DEPENDENCYPART_SIBL
(25,5),(25,17),-0.07014 # DEPENDENCYPART_SIBL
(25,5),(25,18),0.150983 # DEPENDENCYPART_SIBL
(25,5),(25,19),-0.0503054 # DEPENDENCYPART_SIBL
(25,5),(25,20),-0.081844 # DEPENDENCYPART_SIBL
(25,5),(25,21),0.0738227 # DEPENDENCYPART_SIBL
(25,5),(25,22),0.0649024 # DEPENDENCYPART_SIBL
(25,5),(25,23),0.0108336 # DEPENDENCYPART_SIBL
(25,5),(25,24),-0.07014 # DEPENDENCYPART_SIBL
(25,5),(25,27),0.0127734 # DEPENDENCYPART_SIBL
(25,5),(25,29),0.0127734 # DEPENDENCYPART_SIBL
(25,5),(25,30),-0.0699033 # DEPENDENCYPART_SIBL
(25,6),(25,10),-0.06071 # DEPENDENCYPART_SIBL
(25,6),(25,13),-0.244575 # DEPENDENCYPART_SIBL
(25,6),(25,15),-0.0120888 # DEPENDENCYPART_SIBL
(25,6),(25,17),-0.123498 # DEPENDENCYPART_SIBL
(25,6),(25,18),0.108988 # DEPENDENCYPART_SIBL
(25,6),(25,19),-0.0704444 # DEPENDENCYPART_SIBL
(25,6),(25,20),-0.10199 # DEPENDENCYPART_SIBL
(25,6),(25,21),0.0515201 # DEPENDENCYPART_SIBL
(25,6),(25,22),0.0439867 # DEPENDENCYPART_SIBL
(25,6),(25,23),-0.0120888 # DEPENDENCYPART_SIBL
(25,6),(25,24),-0.123498 # DEPENDENCYPART_SIBL
(25,6),(25,27),0.0144176 # DEPENDENCYPART_SIBL
(25,6),(25,29),0.0144176 # DEPENDENCYPART_SIBL
(25,6),(25,30),-0.0693555 # DEPENDENCYPART_SIBL
(25,10),(25,13),-0.167525 # DEPENDENCYPART_SIBL
(25,10),(25,15),0.0532969 # DEPENDENCYPART_SIBL
(25,10),(25,17),-0.0677859 # DEPENDENCYPART_SIBL
(25,10),(25,18),0.153036 # DEPENDENCYPART_SIBL
(25,10),(25,19),-0.0410674 # DEPENDENCYPART_SIBL
(25,10),(25,20),-0.0896802 # DEPENDENCYPART_SIBL
(25,10),(25,21),0.0857283 # DEPENDENCYPART_SIBL
(25,10),(25,22),0.0719922 # DEPENDENCYPART_SIBL
(25,10),(25,23),0.0532969 # DEPENDENCYPART_SIBL
(25,10),(25,24),-0.0677859 # DEPENDENCYPART_SIBL
(25,10),(25,27),0.0086922 # DEPENDENCYPART_SIBL
(25,10),(25,29),0.0086922 # DEPENDENCYPART_SIBL
(25,10),(25,30),-0.0726439 # DEPENDENCYPART_SIBL
(25,13),(25,15),-0.636019 # DEPENDENCYPART_SIBL
(25,13),(25,17),-1.07945 # DEPENDENCYPART_SIBL
(25,13),(25,18),-0.504241 # DEPENDENCYPART_SIBL
(25,13),(25,19),-0.397839 # DEPENDENCYPART_SIBL
(25,13),(25,20),-0.425743 # DEPENDENCYPART_SIBL
(25,13),(25,21),-0.392701 # DEPENDENCYPART_SIBL
(25,13),(25,22),-0.449545 # DEPENDENCYPART_SIBL
(25,13),(25,23),-0.636019 # DEPENDENCYPART_SIBL
(25,13),(25,24),-1.07945 # DEPENDENCYPART_SIBL
(25,13),(25,27),-0.000642045 # DEPENDENCYPART_SIBL
(25,13),(25,29),-0.000642045 # DEPENDENCYPART_SIBL
(25,13),(25,30),-0.10071 # DEPENDENCYPART_SIBL
(25,15),(25,17),-0.07014 # DEPENDENCYPART_SIBL
(25,15),(25,18),0.150983 # DEPENDENCYPART_SIBL
(25,15),(25,19),-0.0503054 # DEPENDENCYPART_SIBL
(25,15),(25,20),-0.081844 # DEPENDENCYPART_SIBL
(25,15),(25,21),0.0738227 # DEPENDENCYPART_SIBL
(25,15),(25,22),0.0649024 # DEPENDENCYPART_SIBL
(25,15),(25,23),0.0108336 # DEPENDENCYPART_SIBL
(25,15),(25,24),-0.07014 # DEPENDENCYPART_SIBL
(25,15),(25,27),0.0127734 # DEPENDENCYPART_SIBL
(25,15),(25,29),0.0127734 # DEPENDENCYPART_SIBL
(25,15),(25,30),-0.0699033 # DEPENDENCYPART_SIBL
(25,17),(25,18),-0.647001 # DEPENDENCYPART_SIBL
(25,17),(25,19),-0.371756 # DEPENDENCYPART_SIBL
(25,17),(25,20),-0.459699 # DEPENDENCYPART_SIBL
(25,17),(25,21),-0.403562 # DEPENDENCYPART_SIBL
(25,17),(25,22),-0.539073 # DEPENDENCYPART_SIBL
(25,17),(25,23),-0.563221 # DEPENDENCYPART_SIBL
(25,17),(25,24),-1.19892 # DEPENDENCYPART_SIBL
(25,17),(25,27),0.000490241 # DEPENDENCYPART_SIBL
(25,17),(25,29),0.000490241 # DEPENDENCYPART_SIBL
(25,17),(25,30),-0.116215 # DEPENDENCYPART_SIBL
(25,18),(25,19),-0.0242226 # DEPENDENCYPART_SIBL
(25,18),(25,20),-0.1158 # DEPENDENCYPART_SIBL
(25,18),(25,21),0.0629625 # DEPENDENCYPART_SIBL
(25,18),(25,22),-0.0246249 # DEPENDENCYPART_SIBL
(25,18),(25,23),0.0836311 # DEPENDENCYPART_SIBL
(25,18),(25,24),-0.189601 # DEPENDENCYPART_SIBL
(25,18),(25,27),0.0139057 # DEPENDENCYPART_SIBL
(25,18),(25,29),0.0139057 # DEPENDENCYPART_SIBL
(25,18),(25,30),-0.0854085 # DEPENDENCYPART_SIBL
(25,19),(25,20),-0.0386797 # DEPENDENCYPART_SIBL
(25,19),(25,21),-0.0880303 # DEPENDENCYPART_SIBL
(25,19),(25,22),-0.0381538 # DEPENDENCYPART_SIBL
(25,19),(25,23),0.0518018 # DEPENDENCYPART_SIBL
(25,19),(25,24),-0.301894 # DEPENDENCYPART_SIBL
(25,19),(25,27),-0.0645527 # DEPENDENCYPART_SIBL
(25,19),(25,29),-0.0645527 # DEPENDENCYPART_SIBL
(25,19),(25,30),-0.0894141 # DEPENDENCYPART_SIBL
(25,20),(25,21),-0.0291562 # DEPENDENCYPART_SIBL
(25,20),(25,22),-0.0226392 # DEPENDENCYPART_SIBL
(25,20),(25,23),0.0125111 # DEPENDENCYPART_SIBL
(25,20),(25,24),-0.428719 # DEPENDENCYPART_SIBL
(25,20),(25,27),0.0108194 # DEPENDENCYPART_SIBL
(25,20),(25,29),0.0108194 # DEPENDENCYPART_SIBL
(25,20),(25,30),-0.120576 # DEPENDENCYPART_SIBL
(25,21),(25,22),-0.0313849 # DEPENDENCYPART_SIBL
(25,21),(25,23),0.108496 # DEPENDENCYPART_SIBL
(25,21),(25,24),-0.250282 # DEPENDENCYPART_SIBL
(25,21),(25,27),0.0383696 # DEPENDENCYPART_SIBL
(25,21),(25,29),0.0383696 # DEPENDENCYPART_SIBL
(25,21),(25,30),-0.0854468 # DEPENDENCYPART_SIBL
(25,22),(25,23),0.0560002 # DEPENDENCYPART_SIBL
(25,22),(25,24),0.00185151 # DEPENDENCYPART_SIBL
(25,22),(25,27),-0.00800038 # DEPENDENCYPART_SIBL
(25,22),(25,29),-0.00800038 # DEPENDENCYPART_SIBL
(25,22),(25,30),-0.0974997 # DEPENDENCYPART_SIBL
(25,23),(25,24),-0.07014 # DEPENDENCYPART_SIBL
(25,23),(25,27),0.0127734 # DEPENDENCYPART_SIBL
(25,23),(25,29),0.0127734 # DEPENDENCYPART_SIBL
(25,23),(25,30),-0.0699033 # DEPENDENCYPART_SIBL
(25,24),(25,27),0.000490241 # DEPENDENCYPART_SIBL
(25,24),(25,29),0.000490241 # DEPENDENCYPART_SIBL
(25,24),(25,30),-0.116215 # DEPENDENCYPART_SIBL
(25,27),(25,29),-0.00121166 # DEPENDENCYPART_SIBL
(25,27),(25,30),-0.0253089 # DEPENDENCYPART_SIBL
(25,29),(25,30),-0.0253089 # DEPENDENCYPART_SIBL
(26,15),(26,19),-0.035611 # DEPENDENCYPART_SIBL
(26,15),(26,20),-0.0163507 # DEPENDENCYPART_SIBL
(26,15),(26,21),0.0920842 # DEPENDENCYPART_SIBL
(26,15),(26,22),0.0765584 # DEPENDENCYPART_SIBL
(26,15),(26,23),0.0137174 # DEPENDENCYPART_SIBL
(26,15),(26,24),0.00495798 # DEPENDENCYPART_SIBL
(26,15),(26,25),0.00495798 # DEPENDENCYPART_SIBL
(26,19),(26,20),0.00367107 # DEPENDENCYPART_SIBL
(26,19),(26,21),-0.0838685 # DEPENDENCYPART_SIBL
(26,19),(26,22),0.0354107 # DEPENDENCYPART_SIBL
(26,19),(26,23),0.0405762 # DEPENDENCYPART_SIBL
(26,19),(26,24),-0.205208 # DEPENDENCYPART_SIBL
(26,19),(26,25),-0.205208 # DEPENDENCYPART_SIBL
(26,20),(26,21),-0.0971485 # DEPENDENCYPART_SIBL
(26,20),(26,22),0.040351 # DEPENDENCYPART_SIBL
(26,20),(26,23),0.0399399 # DEPENDENCYPART_SIBL
(26,20),(26,24),-0.22269 # DEPENDENCYPART_SIBL
(26,20),(26,25),-0.22269 # DEPENDENCYPART_SIBL
(26,21),(26,22),0.0348128 # DEPENDENCYPART_SIBL
(26,21),(26,23),0.156983 # DEPENDENCYPART_SIBL
(26,21),(26,24),-0.133998 # DEPENDENCYPART_SIBL
(26,21),(26,25),-0.133998 # DEPENDENCYPART_SIBL
(26,22),(26,23),0.106969 # DEPENDENCYPART_SIBL
(26,22),(26,24),0.0116178 # DEPENDENCYPART_SIBL
(26,22),(26,25),0.0116178 # DEPENDENCYPART_SIBL
(26,23),(26,24),0.00495798 # DEPENDENCYPART_SIBL
(26,23),(26,25),0.00495798 # DEPENDENCYPART_SIBL
(26,24),(26,25),-0.893201 # DEPENDENCYPART_SIBL
(27,12),(27,14),0.0733059 # DEPENDENCYPART_SIBL
(27,12),(27,20),-0.048983 # DEPENDENCYPART_SIBL
(27,12),(27,22),0.0827353 # DEPENDENCYPART_SIBL
(27,12),(27,23),0.0318855 # DEPENDENCYPART_SIBL
(27,12),(27,24),-0.0398779 # DEPENDENCYPART_SIBL
(27,12),(27,25),-0.0398779 # DEPENDENCYPART_SIBL
(27,12),(27,26),0.0746382 # DEPENDENCYPART_SIBL
(27,12),(27,28),-0.00267759 # DEPENDENCYPART_SIBL
(27,12),(27,29),0.0891943 # DEPENDENCYPART_SIBL
(27,12),(27,30),-0.00220499 # DEPENDENCYPART_SIBL
(27,14),(27,20),-0.0306289 # DEPENDENCYPART_SIBL
(27,14),(27,22),0.102898 # DEPENDENCYPART_SIBL
(27,14),(27,23),0.0885701 # DEPENDENCYPART_SIBL
(27,14),(27,24),-0.0145034 # DEPENDENCYPART_SIBL
(27,14),(27,25),-0.0145034 # DEPENDENCYPART_SIBL
(27,14),(27,26),0.0948009 # DEPENDENCYPART_SIBL
(27,14),(27,28),-0.00668235 # DEPENDENCYPART_SIBL
(27,14),(27,29),0.0970163 # DEPENDENCYPART_SIBL
(27,14),(27,30),-0.00620933 # DEPENDENCYPART_SIBL
(27,20),(27,22),-0.00264019 # DEPENDENCYPART_SIBL
(27,20),(27,23),0.00649166 # DEPENDENCYPART_SIBL
(27,20),(27,24),-0.228157 # DEPENDENCYPART_SIBL
(27,20),(27,25),-0.228157 # DEPENDENCYPART_SIBL
(27,20),(27,26),0.0212658 # DEPENDENCYPART_SIBL
(27,20),(27,28),0.000884396 # DEPENDENCYPART_SIBL
(27,20),(27,29),0.0422724 # DEPENDENCYPART_SIBL
(27,20),(27,30),-0.0569933 # DEPENDENCYPART_SIBL
(27,22),(27,23),0.0992743 # DEPENDENCYPART_SIBL
(27,22),(27,24),-0.00206978 # DEPENDENCYPART_SIBL
(27,22),(27,25),-0.00206978 # DEPENDENCYPART_SIBL
(27,22),(27,26),0.0822676 # DEPENDENCYPART_SIBL
(27,22),(27,28),-0.00919618 # DEPENDENCYPART_SIBL
(27,22),(27,29),0.089211 # DEPENDENCYPART_SIBL
(27,22),(27,30),-0.0143298 # DEPENDENCYPART_SIBL
(27,23),(27,24),0.0269906 # DEPENDENCYPART_SIBL
(27,23),(27,25),0.0269906 # DEPENDENCYPART_SIBL
(27,23),(27,26),0.0915241 # DEPENDENCYPART_SIBL
(27,23),(27,28),-0.0106294 # DEPENDENCYPART_SIBL
(27,23),(27,29),-0.0209518 # DEPENDENCYPART_SIBL
(27,23),(27,30),-0.0536802 # DEPENDENCYPART_SIBL
(27,24),(27,25),-0.847465 # DEPENDENCYPART_SIBL
(27,24),(27,26),-0.346606 # DEPENDENCYPART_SIBL
(27,24),(27,28),-0.021566 # DEPENDENCYPART_SIBL
(27,24),(27,29),0.0257743 # DEPENDENCYPART_SIBL
(27,24),(27,30),-0.0470434 # DEPENDENCYPART_SIBL
(27,25),(27,26),-0.346606 # DEPENDENCYPART_SIBL
(27,25),(27,28),-0.021566 # DEPENDENCYPART_SIBL
(27,25),(27,29),0.0257743 # DEPENDENCYPART_SIBL
(27,25),(27,30),-0.0470434 # DEPENDENCYPART_SIBL
(27,26),(27,28),-0.00668235 # DEPENDENCYPART_SIBL
(27,26),(27,29),0.0947404 # DEPENDENCYPART_SIBL
(27,26),(27,30),-0.00620933 # DEPENDENCYPART_SIBL
(27,28),(27,29),-0.0111905 # DEPENDENCYPART_SIBL
(27,28),(27,30),-0.0194515 # DEPENDENCYPART_SIBL
(27,29),(27,30),-0.0226956 # DEPENDENCYPART_SIBL
(29,21),(29,22),0.0137502 # DEPENDENCYPART_SIBL
(29,21),(29,23),0.204872 # DEPENDENCYPART_SIBL
(29,21),(29,24),-0.0163039 # DEPENDENCYPART_SIBL
(29,21),(29,25),-0.0163039 # DEPENDENCYPART_SIBL
(29,21),(29,26),0.0160663 # DEPENDENCYPART_SIBL
(29,21),(29,27),0.204872 # DEPENDENCYPART_SIBL
(29,21),(29,28),-0.0131725 # DEPENDENCYPART_SIBL
(29,21),(29,30),0.00123653 # DEPENDENCYPART_SIBL
(29,22),(29,23),0.0992743 # DEPENDENCYPART_SIBL
(29,22),(29,24),-0.00206978 # DEPENDENCYPART_SIBL
(29,22),(29,25),-0.00206978 # DEPENDENCYPART_SIBL
(29,22),(29,26),0.0822676 # DEPENDENCYPART_SIBL
(29,22),(29,27),0.0992743 # DEPENDENCYPART_SIBL
(29,22),(29,28),0.313567 # DEPENDENCYPART_SIBL
(29,22),(29,30),-0.0143298 # DEPENDENCYPART_SIBL
(29,23),(29,24),0.0269906 # DEPENDENCYPART_SIBL
(29,23),(29,25),0.0269906 # DEPENDENCYPART_SIBL
(29,23),(29,26),0.0915241 # DEPENDENCYPART_SIBL
(29,23),(29,27),-0.0070149 # DEPENDENCYPART_SIBL
(29,23),(29,28),0.0943036 # DEPENDENCYPART_SIBL
(29,23),(29,30),-0.0536802 # DEPENDENCYPART_SIBL
(29,24),(29,25),-0.847465 # DEPENDENCYPART_SIBL
(29,24),(29,26),-0.346606 # DEPENDENCYPART_SIBL
(29,24),(29,27),-0.331033 # DEPENDENCYPART_SIBL
(29,24),(29,28),-0.138428 # DEPENDENCYPART_SIBL
(29,24),(29,30),-0.0470434 # DEPENDENCYPART_SIBL
(29,25),(29,26),-0.346606 # DEPENDENCYPART_SIBL
(29,25),(29,27),-0.331033 # DEPENDENCYPART_SIBL
(29,25),(29,28),-0.138428 # DEPENDENCYPART_SIBL
(29,25),(29,30),-0.0470434 # DEPENDENCYPART_SIBL
(29,26),(29,27),0.088962 # DEPENDENCYPART_SIBL
(29,26),(29,28),0.306476 # DEPENDENCYPART_SIBL
(29,26),(29,30),-0.00620933 # DEPENDENCYPART_SIBL
(29,27),(29,28),0.0943036 # DEPENDENCYPART_SIBL
(29,27),(29,30),-0.0536802 # DEPENDENCYPART_SIBL
(29,28),(29,30),0.00425294 # DEPENDENCYPART_SIBL
(30,10),(30,15),0.0532969 # DEPENDENCYPART_SIBL
(30,10),(30,21),0.0857283 # DEPENDENCYPART_SIBL
