# _root_ Bir gün düşünmüş , iki gün düşünmüş , işin içinden _ _ çıkamayacağını _ _ kestirince doğru kıza gitmiş .
#goldHeads=2,3,4,7,6,7,8,19,10,12,12,13,15,15,16,19,19,19,20,0,
#predictedHeads=2,3,4,7,6,7,8,19,10,12,12,13,15,15,16,19,19,19,20,0,
(8,4),(8,7),0.0885875 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.111055 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.0279063 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.111055 # DEPENDENCYPART_SIBL
(8,4),(8,18),-0.0279121 # DEPENDENCYPART_SIBL
(8,4),(8,19),-0.0745767 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.00590457 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.0917197 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.057205 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.00998461 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.057205 # DEPENDENCYPART_SIBL
(8,5),(8,18),-0.00998461 # DEPENDENCYPART_SIBL
(8,5),(8,19),-0.0461137 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.00504808 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0587176 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.011527 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.0587176 # DEPENDENCYPART_SIBL
(8,6),(8,18),0.0111656 # DEPENDENCYPART_SIBL
(8,6),(8,19),-0.0338757 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.163558 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.0645292 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.163558 # DEPENDENCYPART_SIBL
(8,7),(8,18),-0.0645397 # DEPENDENCYPART_SIBL
(8,7),(8,19),-0.140332 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.0169632 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.0301275 # DEPENDENCYPART_SIBL
(8,12),(8,18),-0.0169632 # DEPENDENCYPART_SIBL
(8,12),(8,19),-0.0286604 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.0374247 # DEPENDENCYPART_SIBL
(8,13),(8,18),-0.0337202 # DEPENDENCYPART_SIBL
(8,13),(8,19),-0.032302 # DEPENDENCYPART_SIBL
(8,15),(8,18),-0.0169632 # DEPENDENCYPART_SIBL
(8,15),(8,19),-0.0286604 # DEPENDENCYPART_SIBL
(8,18),(8,19),-0.032302 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.0146389 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.00356199 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.0467737 # DEPENDENCYPART_SIBL
(9,1),(9,11),0.0257711 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.0826151 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.0204309 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.0017719 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0190009 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0272739 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0569933 # DEPENDENCYPART_SIBL
(10,2),(10,3),0.179357 # DEPENDENCYPART_SIBL
(10,2),(10,5),0.0726659 # DEPENDENCYPART_SIBL
(10,2),(10,6),-0.0188575 # DEPENDENCYPART_SIBL
(10,2),(10,7),0.179357 # DEPENDENCYPART_SIBL
(10,2),(10,8),-0.0697776 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.00659933 # DEPENDENCYPART_SIBL
(10,2),(10,11),-0.0552123 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.0552123 # DEPENDENCYPART_SIBL
(10,3),(10,5),0.0821351 # DEPENDENCYPART_SIBL
(10,3),(10,6),0.0848645 # DEPENDENCYPART_SIBL
(10,3),(10,7),0.11477 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.0190033 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.104211 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.0272739 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.0272739 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.0775744 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.0825954 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.0204309 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.101846 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.0017719 # DEPENDENCYPART_SIBL
(10,5),(10,12),0.0017719 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.179357 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.0697776 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.00659933 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0552123 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0552123 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.0190033 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.104211 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0272739 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.0272739 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.00972767 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0569933 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0569933 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0537373 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0537373 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.035505 # DEPENDENCYPART_SIBL
(11,1),(11,5),-0.135153 # DEPENDENCYPART_SIBL
(11,1),(11,6),0.0148407 # DEPENDENCYPART_SIBL
(11,1),(11,7),-0.183753 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.183168 # DEPENDENCYPART_SIBL
(11,1),(11,9),-0.00690006 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.00555061 # DEPENDENCYPART_SIBL
(11,1),(11,13),0.0622036 # DEPENDENCYPART_SIBL
(11,1),(11,14),-0.0283143 # DEPENDENCYPART_SIBL
(11,1),(11,15),-0.0283143 # DEPENDENCYPART_SIBL
(11,1),(11,16),0.0590719 # DEPENDENCYPART_SIBL
(11,1),(11,17),0.0146036 # DEPENDENCYPART_SIBL
(11,1),(11,18),0.0621561 # DEPENDENCYPART_SIBL
(11,1),(11,19),0.0233436 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.0331339 # DEPENDENCYPART_SIBL
(11,5),(11,7),-0.0415547 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.133868 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.010897 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.0122465 # DEPENDENCYPART_SIBL
(11,5),(11,13),0.0344079 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.0280507 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.0280507 # DEPENDENCYPART_SIBL
(11,5),(11,16),0.0380709 # DEPENDENCYPART_SIBL
(11,5),(11,17),0.0126589 # DEPENDENCYPART_SIBL
(11,5),(11,18),0.0343605 # DEPENDENCYPART_SIBL
(11,5),(11,19),0.0210898 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.139456 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.0826292 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.0584797 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.0574194 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.0383338 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.0627172 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.0627172 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.00019776 # DEPENDENCYPART_SIBL
(11,6),(11,17),0.0296983 # DEPENDENCYPART_SIBL
(11,6),(11,18),0.0379113 # DEPENDENCYPART_SIBL
(11,6),(11,19),0.0136119 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.1158 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.0824016 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.0817769 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.0139057 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.0854085 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.0854085 # DEPENDENCYPART_SIBL
(11,7),(11,16),0.0386384 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.0107565 # DEPENDENCYPART_SIBL
(11,7),(11,18),0.0138308 # DEPENDENCYPART_SIBL
(11,7),(11,19),-0.0192642 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.0112825 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.0122857 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.0108194 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.120576 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.120576 # DEPENDENCYPART_SIBL
(11,8),(11,16),0.136123 # DEPENDENCYPART_SIBL
(11,8),(11,17),0.0275941 # DEPENDENCYPART_SIBL
(11,8),(11,18),0.0107573 # DEPENDENCYPART_SIBL
(11,8),(11,19),-0.0172192 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.00968497 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.00550732 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0723246 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.0723246 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.00525198 # DEPENDENCYPART_SIBL
(11,9),(11,17),0.0216043 # DEPENDENCYPART_SIBL
(11,9),(11,18),0.00508483 # DEPENDENCYPART_SIBL
(11,9),(11,19),0.00400446 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0127733 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0699033 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.0699033 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.00322808 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.0240256 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.0123508 # DEPENDENCYPART_SIBL
(11,10),(11,19),0.0064257 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0253089 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.0253089 # DEPENDENCYPART_SIBL
(11,13),(11,16),0.0133232 # DEPENDENCYPART_SIBL
(11,13),(11,17),0.0188654 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.0012121 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.00562024 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.0638517 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.0566717 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.0506434 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.0540477 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.0518793 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.0566717 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.0506434 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.0540477 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.0518793 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.0291148 # DEPENDENCYPART_SIBL
(11,16),(11,18),0.0208505 # DEPENDENCYPART_SIBL
(11,16),(11,19),-0.0105343 # DEPENDENCYPART_SIBL
(11,17),(11,18),0.0222563 # DEPENDENCYPART_SIBL
(11,17),(11,19),-0.0222324 # DEPENDENCYPART_SIBL
(11,18),(11,19),-0.00562024 # DEPENDENCYPART_SIBL
(12,1),(12,2),0.0148407 # DEPENDENCYPART_SIBL
(12,1),(12,3),-0.183753 # DEPENDENCYPART_SIBL
(12,1),(12,4),-0.183168 # DEPENDENCYPART_SIBL
(12,1),(12,5),-0.135153 # DEPENDENCYPART_SIBL
(12,1),(12,6),0.0148407 # DEPENDENCYPART_SIBL
(12,1),(12,7),-0.183753 # DEPENDENCYPART_SIBL
(12,1),(12,8),-0.183168 # DEPENDENCYPART_SIBL
(12,1),(12,9),-0.00690006 # DEPENDENCYPART_SIBL
(12,1),(12,10),-0.00555061 # DEPENDENCYPART_SIBL
(12,1),(12,11),-0.206528 # DEPENDENCYPART_SIBL
(12,1),(12,13),0.0622036 # DEPENDENCYPART_SIBL
(12,1),(12,14),-0.0283143 # DEPENDENCYPART_SIBL
(12,1),(12,16),0.0590719 # DEPENDENCYPART_SIBL
(12,1),(12,17),0.0146036 # DEPENDENCYPART_SIBL
(12,1),(12,18),0.0621561 # DEPENDENCYPART_SIBL
(12,2),(12,3),0.139456 # DEPENDENCYPART_SIBL
(12,2),(12,4),-0.0826292 # DEPENDENCYPART_SIBL
(12,2),(12,5),0.00788397 # DEPENDENCYPART_SIBL
(12,2),(12,6),0.0860711 # DEPENDENCYPART_SIBL
(12,2),(12,7),0.139456 # DEPENDENCYPART_SIBL
(12,2),(12,8),-0.0826292 # DEPENDENCYPART_SIBL
(12,2),(12,9),0.0584797 # DEPENDENCYPART_SIBL
(12,2),(12,10),0.0574194 # DEPENDENCYPART_SIBL
(12,2),(12,11),-0.103183 # DEPENDENCYPART_SIBL
(12,2),(12,13),0.0383338 # DEPENDENCYPART_SIBL
(12,2),(12,14),-0.0627172 # DEPENDENCYPART_SIBL
(12,2),(12,16),-0.00019776 # DEPENDENCYPART_SIBL
(12,2),(12,17),0.0296983 # DEPENDENCYPART_SIBL
(12,2),(12,18),0.0379113 # DEPENDENCYPART_SIBL
(12,3),(12,4),-0.1158 # DEPENDENCYPART_SIBL
(12,3),(12,5),-0.00735041 # DEPENDENCYPART_SIBL
(12,3),(12,6),0.112387 # DEPENDENCYPART_SIBL
(12,3),(12,7),0.0078112 # DEPENDENCYPART_SIBL
(12,3),(12,8),-0.1158 # DEPENDENCYPART_SIBL
(12,3),(12,9),0.0824016 # DEPENDENCYPART_SIBL
(12,3),(12,10),0.0817769 # DEPENDENCYPART_SIBL
(12,3),(12,11),-0.18994 # DEPENDENCYPART_SIBL
(12,3),(12,13),0.0139057 # DEPENDENCYPART_SIBL
(12,3),(12,14),-0.0854085 # DEPENDENCYPART_SIBL
(12,3),(12,16),0.0386384 # DEPENDENCYPART_SIBL
(12,3),(12,17),-0.0107565 # DEPENDENCYPART_SIBL
(12,3),(12,18),0.0138308 # DEPENDENCYPART_SIBL
(12,4),(12,5),-0.0141563 # DEPENDENCYPART_SIBL
(12,4),(12,6),0.0966252 # DEPENDENCYPART_SIBL
(12,4),(12,7),0.0139209 # DEPENDENCYPART_SIBL
(12,4),(12,8),-0.227892 # DEPENDENCYPART_SIBL
(12,4),(12,9),0.0112825 # DEPENDENCYPART_SIBL
(12,4),(12,10),0.0122857 # DEPENDENCYPART_SIBL
(12,4),(12,11),-0.428719 # DEPENDENCYPART_SIBL
(12,4),(12,13),0.0108194 # DEPENDENCYPART_SIBL
(12,4),(12,14),-0.120576 # DEPENDENCYPART_SIBL
(12,4),(12,16),0.136123 # DEPENDENCYPART_SIBL
(12,4),(12,17),0.0275941 # DEPENDENCYPART_SIBL
(12,4),(12,18),0.0107573 # DEPENDENCYPART_SIBL
(12,5),(12,6),0.0331339 # DEPENDENCYPART_SIBL
(12,5),(12,7),-0.0415547 # DEPENDENCYPART_SIBL
(12,5),(12,8),-0.133868 # DEPENDENCYPART_SIBL
(12,5),(12,9),0.010897 # DEPENDENCYPART_SIBL
(12,5),(12,10),0.0122465 # DEPENDENCYPART_SIBL
(12,5),(12,11),-0.144105 # DEPENDENCYPART_SIBL
(12,5),(12,13),0.0344079 # DEPENDENCYPART_SIBL
(12,5),(12,14),-0.0280507 # DEPENDENCYPART_SIBL
(12,5),(12,16),0.0380709 # DEPENDENCYPART_SIBL
(12,5),(12,17),0.0126589 # DEPENDENCYPART_SIBL
(12,5),(12,18),0.0343605 # DEPENDENCYPART_SIBL
(12,6),(12,7),0.139456 # DEPENDENCYPART_SIBL
(12,6),(12,8),-0.0826292 # DEPENDENCYPART_SIBL
(12,6),(12,9),0.0584797 # DEPENDENCYPART_SIBL
(12,6),(12,10),0.0574194 # DEPENDENCYPART_SIBL
(12,6),(12,11),-0.103183 # DEPENDENCYPART_SIBL
(12,6),(12,13),0.0383338 # DEPENDENCYPART_SIBL
(12,6),(12,14),-0.0627172 # DEPENDENCYPART_SIBL
(12,6),(12,16),-0.00019776 # DEPENDENCYPART_SIBL
(12,6),(12,17),0.0296983 # DEPENDENCYPART_SIBL
(12,6),(12,18),0.0379113 # DEPENDENCYPART_SIBL
(12,7),(12,8),-0.1158 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.0824016 # DEPENDENCYPART_SIBL
(12,7),(12,10),0.0817769 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.18994 # DEPENDENCYPART_SIBL
(12,7),(12,13),0.0139057 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.0854085 # DEPENDENCYPART_SIBL
(12,7),(12,16),0.0386384 # DEPENDENCYPART_SIBL
(12,7),(12,17),-0.0107565 # DEPENDENCYPART_SIBL
(12,7),(12,18),0.0138308 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.0112825 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.0122857 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.428719 # DEPENDENCYPART_SIBL
(12,8),(12,13),0.0108194 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.120576 # DEPENDENCYPART_SIBL
(12,8),(12,16),0.136123 # DEPENDENCYPART_SIBL
(12,8),(12,17),0.0275941 # DEPENDENCYPART_SIBL
(12,8),(12,18),0.0107573 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.00968497 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.0720085 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.00550732 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.0723246 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.00525198 # DEPENDENCYPART_SIBL
(12,9),(12,17),0.0216043 # DEPENDENCYPART_SIBL
(12,9),(12,18),0.00508483 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.076372 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.0127733 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0699033 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.00322808 # DEPENDENCYPART_SIBL
(12,10),(12,17),0.0240256 # DEPENDENCYPART_SIBL
(12,10),(12,18),0.0123508 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.000490241 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.116215 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.0189307 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.0441599 # DEPENDENCYPART_SIBL
(12,11),(12,18),0.000409859 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0253089 # DEPENDENCYPART_SIBL
(12,13),(12,16),0.0133232 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.0188654 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.0012121 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.0566717 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.0506434 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.0540477 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.0291148 # DEPENDENCYPART_SIBL
(12,16),(12,18),0.0208505 # DEPENDENCYPART_SIBL
(12,17),(12,18),0.0222563 # DEPENDENCYPART_SIBL
(13,2),(13,4),-0.0694114 # DEPENDENCYPART_SIBL
(13,2),(13,6),-0.0184912 # DEPENDENCYPART_SIBL
(13,2),(13,8),-0.0694114 # DEPENDENCYPART_SIBL
(13,2),(13,9),0.00696553 # DEPENDENCYPART_SIBL
(13,2),(13,10),0.00235149 # DEPENDENCYPART_SIBL
(13,2),(13,12),0.038359 # DEPENDENCYPART_SIBL
(13,4),(13,6),0.0497582 # DEPENDENCYPART_SIBL
(13,4),(13,8),-0.0839136 # DEPENDENCYPART_SIBL
(13,4),(13,9),0.00972767 # DEPENDENCYPART_SIBL
(13,4),(13,10),0.00562589 # DEPENDENCYPART_SIBL
(13,4),(13,12),-0.228157 # DEPENDENCYPART_SIBL
(13,6),(13,8),-0.0694114 # DEPENDENCYPART_SIBL
(13,6),(13,9),0.00696553 # DEPENDENCYPART_SIBL
(13,6),(13,10),0.00235149 # DEPENDENCYPART_SIBL
(13,6),(13,12),0.038359 # DEPENDENCYPART_SIBL
(13,8),(13,9),0.00972767 # DEPENDENCYPART_SIBL
(13,8),(13,10),0.00562589 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.228157 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.00683088 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.0225438 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.0257195 # DEPENDENCYPART_SIBL
(14,8),(14,9),0.0112825 # DEPENDENCYPART_SIBL
(14,8),(14,10),0.0122857 # DEPENDENCYPART_SIBL
(14,8),(14,11),-0.428719 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.428719 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.0125111 # DEPENDENCYPART_SIBL
(14,8),(14,16),0.136123 # DEPENDENCYPART_SIBL
(14,8),(14,17),0.0275941 # DEPENDENCYPART_SIBL
(14,8),(14,18),0.0107573 # DEPENDENCYPART_SIBL
(14,8),(14,19),-0.0172192 # DEPENDENCYPART_SIBL
(14,9),(14,10),0.00968497 # DEPENDENCYPART_SIBL
(14,9),(14,11),-0.0720085 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.0720085 # DEPENDENCYPART_SIBL
(14,9),(14,13),0.0119738 # DEPENDENCYPART_SIBL
(14,9),(14,16),-0.00525198 # DEPENDENCYPART_SIBL
(14,9),(14,17),0.0216043 # DEPENDENCYPART_SIBL
(14,9),(14,18),0.00508483 # DEPENDENCYPART_SIBL
(14,9),(14,19),0.00400446 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.076372 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.076372 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.000652811 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.00322808 # DEPENDENCYPART_SIBL
(14,10),(14,17),0.0240256 # DEPENDENCYPART_SIBL
(14,10),(14,18),0.0123508 # DEPENDENCYPART_SIBL
(14,10),(14,19),0.0064257 # DEPENDENCYPART_SIBL
(14,11),(14,12),-1.19892 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.563221 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.0189307 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.0441599 # DEPENDENCYPART_SIBL
(14,11),(14,18),0.000409859 # DEPENDENCYPART_SIBL
(14,11),(14,19),-0.0435892 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.563221 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.0189307 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.0441599 # DEPENDENCYPART_SIBL
(14,12),(14,18),0.000409859 # DEPENDENCYPART_SIBL
(14,12),(14,19),-0.0435892 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.00277362 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.0240256 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.0123509 # DEPENDENCYPART_SIBL
(14,13),(14,19),0.0064257 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.0291148 # DEPENDENCYPART_SIBL
(14,16),(14,18),0.0208505 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.0105343 # DEPENDENCYPART_SIBL
(14,17),(14,18),0.0222563 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.0222324 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.00562024 # DEPENDENCYPART_SIBL
(15,2),(15,3),0.139456 # DEPENDENCYPART_SIBL
(15,2),(15,4),-0.0826292 # DEPENDENCYPART_SIBL
(15,2),(15,5),0.00788397 # DEPENDENCYPART_SIBL
(15,2),(15,6),0.0860711 # DEPENDENCYPART_SIBL
(15,2),(15,7),0.139456 # DEPENDENCYPART_SIBL
(15,2),(15,8),-0.0826292 # DEPENDENCYPART_SIBL
(15,2),(15,9),0.0584797 # DEPENDENCYPART_SIBL
(15,2),(15,10),0.0574194 # DEPENDENCYPART_SIBL
(15,2),(15,11),-0.103183 # DEPENDENCYPART_SIBL
(15,2),(15,12),-0.103183 # DEPENDENCYPART_SIBL
(15,2),(15,13),0.0597083 # DEPENDENCYPART_SIBL
(15,2),(15,14),-0.103183 # DEPENDENCYPART_SIBL
(15,2),(15,16),-0.00019776 # DEPENDENCYPART_SIBL
(15,2),(15,17),0.0296983 # DEPENDENCYPART_SIBL
(15,2),(15,18),0.0379113 # DEPENDENCYPART_SIBL
(15,2),(15,19),0.0136119 # DEPENDENCYPART_SIBL
(15,3),(15,4),-0.1158 # DEPENDENCYPART_SIBL
(15,3),(15,5),-0.00735041 # DEPENDENCYPART_SIBL
(15,3),(15,6),0.112387 # DEPENDENCYPART_SIBL
(15,3),(15,7),0.0078112 # DEPENDENCYPART_SIBL
(15,3),(15,8),-0.1158 # DEPENDENCYPART_SIBL
(15,3),(15,9),0.0824016 # DEPENDENCYPART_SIBL
(15,3),(15,10),0.0817769 # DEPENDENCYPART_SIBL
(15,3),(15,11),-0.18994 # DEPENDENCYPART_SIBL
(15,3),(15,12),-0.18994 # DEPENDENCYPART_SIBL
(15,3),(15,13),0.0836302 # DEPENDENCYPART_SIBL
(15,3),(15,14),-0.18994 # DEPENDENCYPART_SIBL
(15,3),(15,16),0.0386384 # DEPENDENCYPART_SIBL
(15,3),(15,17),-0.0107565 # DEPENDENCYPART_SIBL
(15,3),(15,18),0.0138308 # DEPENDENCYPART_SIBL
(15,3),(15,19),-0.0192642 # DEPENDENCYPART_SIBL
(15,4),(15,5),-0.0141563 # DEPENDENCYPART_SIBL
(15,4),(15,6),0.0966252 # DEPENDENCYPART_SIBL
(15,4),(15,7),0.0139209 # DEPENDENCYPART_SIBL
(15,4),(15,8),-0.227892 # DEPENDENCYPART_SIBL
(15,4),(15,9),0.0112825 # DEPENDENCYPART_SIBL
(15,4),(15,10),0.0122857 # DEPENDENCYPART_SIBL
(15,4),(15,11),-0.428719 # DEPENDENCYPART_SIBL
(15,4),(15,12),-0.428719 # DEPENDENCYPART_SIBL
(15,4),(15,13),0.0125111 # DEPENDENCYPART_SIBL
(15,4),(15,14),-0.428719 # DEPENDENCYPART_SIBL
(15,4),(15,16),0.136123 # DEPENDENCYPART_SIBL
(15,4),(15,17),0.0275941 # DEPENDENCYPART_SIBL
(15,4),(15,18),0.0107573 # DEPENDENCYPART_SIBL
(15,4),(15,19),-0.0172192 # DEPENDENCYPART_SIBL
(15,5),(15,6),0.0331339 # DEPENDENCYPART_SIBL
(15,5),(15,7),-0.0415547 # DEPENDENCYPART_SIBL
(15,5),(15,8),-0.133868 # DEPENDENCYPART_SIBL
(15,5),(15,9),0.010897 # DEPENDENCYPART_SIBL
(15,5),(15,10),0.0122465 # DEPENDENCYPART_SIBL
(15,5),(15,11),-0.144105 # DEPENDENCYPART_SIBL
(15,5),(15,12),-0.144105 # DEPENDENCYPART_SIBL
(15,5),(15,13),0.0121256 # DEPENDENCYPART_SIBL
(15,5),(15,14),-0.144105 # DEPENDENCYPART_SIBL
(15,5),(15,16),0.0380709 # DEPENDENCYPART_SIBL
(15,5),(15,17),0.0126589 # DEPENDENCYPART_SIBL
(15,5),(15,18),0.0343605 # DEPENDENCYPART_SIBL
(15,5),(15,19),0.0210898 # DEPENDENCYPART_SIBL
