# _root_ _ DYP_Genel_Başkanlığı için Türkiye turuna _ çıkan Elazığ_Milletvekili_Mehmet Ağar , hakkında _ _ _ çıkarılan şaibe söylentilerinin arkasında başka hesaplar _ olduğunu _ savunarak , " _ Benim için şu anda hukuki problem _ yok .
#goldHeads=2,3,7,5,7,7,8,9,24,0,15,13,14,15,17,17,18,22,20,22,22,24,24,35,0,0,28,35,35,31,35,33,35,35,36,0,
#predictedHeads=2,3,6,5,6,7,8,9,11,0,14,13,14,15,17,17,18,21,20,21,22,23,24,27,0,0,28,29,35,31,35,33,35,35,36,0,
(23,9),(23,29),0.0805274 # DEPENDENCYPART_SIBL
(23,9),(23,31),0.00866671 # DEPENDENCYPART_SIBL
(23,9),(23,33),0.0127734 # DEPENDENCYPART_SIBL
(23,11),(23,15),0.149742 # DEPENDENCYPART_SIBL
(23,11),(23,16),0.0713906 # DEPENDENCYPART_SIBL
(23,11),(23,17),0.0713906 # DEPENDENCYPART_SIBL
(23,11),(23,18),0.0710641 # DEPENDENCYPART_SIBL
(23,11),(23,19),0.0774474 # DEPENDENCYPART_SIBL
(23,11),(23,20),0.0713906 # DEPENDENCYPART_SIBL
(23,11),(23,21),-0.0228089 # DEPENDENCYPART_SIBL
(23,11),(23,22),0.0718665 # DEPENDENCYPART_SIBL
(23,11),(23,24),-0.00278326 # DEPENDENCYPART_SIBL
(23,11),(23,25),-0.037334 # DEPENDENCYPART_SIBL
(23,11),(23,27),-0.0570442 # DEPENDENCYPART_SIBL
(23,11),(23,28),-0.00083961 # DEPENDENCYPART_SIBL
(23,11),(23,29),0.0805178 # DEPENDENCYPART_SIBL
(23,11),(23,31),0.00864466 # DEPENDENCYPART_SIBL
(23,11),(23,33),0.0127514 # DEPENDENCYPART_SIBL
(23,15),(23,16),0.0443585 # DEPENDENCYPART_SIBL
(23,15),(23,17),0.0443585 # DEPENDENCYPART_SIBL
(23,15),(23,18),0.0440595 # DEPENDENCYPART_SIBL
(23,15),(23,19),0.0215856 # DEPENDENCYPART_SIBL
(23,15),(23,20),0.0443585 # DEPENDENCYPART_SIBL
(23,15),(23,21),-0.00873227 # DEPENDENCYPART_SIBL
(23,15),(23,22),0.0481463 # DEPENDENCYPART_SIBL
(23,15),(23,24),-0.0227729 # DEPENDENCYPART_SIBL
(23,15),(23,25),-0.0801922 # DEPENDENCYPART_SIBL
(23,15),(23,27),-0.0639908 # DEPENDENCYPART_SIBL
(23,15),(23,28),-0.0243067 # DEPENDENCYPART_SIBL
(23,15),(23,29),-0.0135268 # DEPENDENCYPART_SIBL
(23,15),(23,31),0.00112479 # DEPENDENCYPART_SIBL
(23,15),(23,33),0.00317052 # DEPENDENCYPART_SIBL
(23,16),(23,17),0.0108336 # DEPENDENCYPART_SIBL
(23,16),(23,18),0.0105072 # DEPENDENCYPART_SIBL
(23,16),(23,19),0.0102987 # DEPENDENCYPART_SIBL
(23,16),(23,20),0.0108336 # DEPENDENCYPART_SIBL
(23,16),(23,21),-0.07014 # DEPENDENCYPART_SIBL
(23,16),(23,22),0.0113096 # DEPENDENCYPART_SIBL
(23,16),(23,24),-0.00277362 # DEPENDENCYPART_SIBL
(23,16),(23,25),-0.0373243 # DEPENDENCYPART_SIBL
(23,16),(23,27),-0.0570346 # DEPENDENCYPART_SIBL
(23,16),(23,28),-0.000708599 # DEPENDENCYPART_SIBL
(23,16),(23,29),0.0805274 # DEPENDENCYPART_SIBL
(23,16),(23,31),0.00866671 # DEPENDENCYPART_SIBL
(23,16),(23,33),0.0127734 # DEPENDENCYPART_SIBL
(23,17),(23,18),0.0105072 # DEPENDENCYPART_SIBL
(23,17),(23,19),0.0102987 # DEPENDENCYPART_SIBL
(23,17),(23,20),0.0108336 # DEPENDENCYPART_SIBL
(23,17),(23,21),-0.07014 # DEPENDENCYPART_SIBL
(23,17),(23,22),0.0113096 # DEPENDENCYPART_SIBL
(23,17),(23,24),-0.00277362 # DEPENDENCYPART_SIBL
(23,17),(23,25),-0.0373243 # DEPENDENCYPART_SIBL
(23,17),(23,27),-0.0570346 # DEPENDENCYPART_SIBL
(23,17),(23,28),-0.000708599 # DEPENDENCYPART_SIBL
(23,17),(23,29),0.0805274 # DEPENDENCYPART_SIBL
(23,17),(23,31),0.00866671 # DEPENDENCYPART_SIBL
(23,17),(23,33),0.0127734 # DEPENDENCYPART_SIBL
(23,18),(23,19),0.0172835 # DEPENDENCYPART_SIBL
(23,18),(23,20),0.0285965 # DEPENDENCYPART_SIBL
(23,18),(23,21),-0.0648778 # DEPENDENCYPART_SIBL
(23,18),(23,22),0.0290724 # DEPENDENCYPART_SIBL
(23,18),(23,24),-0.00277364 # DEPENDENCYPART_SIBL
(23,18),(23,25),-0.0373243 # DEPENDENCYPART_SIBL
(23,18),(23,27),-0.0570346 # DEPENDENCYPART_SIBL
(23,18),(23,28),-0.000708615 # DEPENDENCYPART_SIBL
(23,18),(23,29),0.0805274 # DEPENDENCYPART_SIBL
(23,18),(23,31),0.00797554 # DEPENDENCYPART_SIBL
(23,18),(23,33),0.0120823 # DEPENDENCYPART_SIBL
(23,19),(23,20),0.0028753 # DEPENDENCYPART_SIBL
(23,19),(23,21),-0.064775 # DEPENDENCYPART_SIBL
(23,19),(23,22),0.00666314 # DEPENDENCYPART_SIBL
(23,19),(23,24),-0.0246237 # DEPENDENCYPART_SIBL
(23,19),(23,25),-0.0692614 # DEPENDENCYPART_SIBL
(23,19),(23,27),-0.0647366 # DEPENDENCYPART_SIBL
(23,19),(23,28),-0.0252036 # DEPENDENCYPART_SIBL
(23,19),(23,29),-0.0158562 # DEPENDENCYPART_SIBL
(23,19),(23,31),6.89624e-05 # DEPENDENCYPART_SIBL
(23,19),(23,33),0.00211469 # DEPENDENCYPART_SIBL
(23,20),(23,21),-0.07014 # DEPENDENCYPART_SIBL
(23,20),(23,22),0.0113096 # DEPENDENCYPART_SIBL
(23,20),(23,24),-0.00277362 # DEPENDENCYPART_SIBL
(23,20),(23,25),-0.0373243 # DEPENDENCYPART_SIBL
(23,20),(23,27),-0.0570346 # DEPENDENCYPART_SIBL
(23,20),(23,28),-0.000708599 # DEPENDENCYPART_SIBL
(23,20),(23,29),0.0805274 # DEPENDENCYPART_SIBL
(23,20),(23,31),0.00866671 # DEPENDENCYPART_SIBL
(23,20),(23,33),0.0127734 # DEPENDENCYPART_SIBL
(23,21),(23,22),-0.565198 # DEPENDENCYPART_SIBL
(23,21),(23,24),-0.0189307 # DEPENDENCYPART_SIBL
(23,21),(23,25),-0.118712 # DEPENDENCYPART_SIBL
(23,21),(23,27),0.0059154 # DEPENDENCYPART_SIBL
(23,21),(23,28),-0.064739 # DEPENDENCYPART_SIBL
(23,21),(23,29),-0.0466934 # DEPENDENCYPART_SIBL
(23,21),(23,31),-0.00157928 # DEPENDENCYPART_SIBL
(23,21),(23,33),0.000490241 # DEPENDENCYPART_SIBL
(23,22),(23,24),-0.00504296 # DEPENDENCYPART_SIBL
(23,22),(23,25),-0.0387441 # DEPENDENCYPART_SIBL
(23,22),(23,27),-0.0583916 # DEPENDENCYPART_SIBL
(23,22),(23,28),-0.00206944 # DEPENDENCYPART_SIBL
(23,22),(23,29),0.0791736 # DEPENDENCYPART_SIBL
(23,22),(23,31),0.0107605 # DEPENDENCYPART_SIBL
(23,22),(23,33),0.0148673 # DEPENDENCYPART_SIBL
(23,24),(23,25),-0.00105554 # DEPENDENCYPART_SIBL
(23,24),(23,27),0.0190822 # DEPENDENCYPART_SIBL
(23,24),(23,28),-0.0148663 # DEPENDENCYPART_SIBL
(23,24),(23,29),-0.0440538 # DEPENDENCYPART_SIBL
(23,24),(23,31),0.0208506 # DEPENDENCYPART_SIBL
(23,24),(23,33),0.0208506 # DEPENDENCYPART_SIBL
(23,25),(23,27),-0.03904 # DEPENDENCYPART_SIBL
(23,25),(23,28),-0.0566111 # DEPENDENCYPART_SIBL
(23,25),(23,29),-0.0639466 # DEPENDENCYPART_SIBL
(23,25),(23,31),-0.0728687 # DEPENDENCYPART_SIBL
(23,25),(23,33),-0.0728687 # DEPENDENCYPART_SIBL
(23,27),(23,28),-0.0389185 # DEPENDENCYPART_SIBL
(23,27),(23,29),-0.0412013 # DEPENDENCYPART_SIBL
(23,27),(23,31),0.00616877 # DEPENDENCYPART_SIBL
(23,27),(23,33),0.00616877 # DEPENDENCYPART_SIBL
(23,28),(23,29),-0.0459615 # DEPENDENCYPART_SIBL
(23,28),(23,31),-0.0248451 # DEPENDENCYPART_SIBL
(23,28),(23,33),-0.0248451 # DEPENDENCYPART_SIBL
(23,29),(23,31),0.0169327 # DEPENDENCYPART_SIBL
(23,29),(23,33),0.0169327 # DEPENDENCYPART_SIBL
(23,31),(23,33),-0.00121402 # DEPENDENCYPART_SIBL
(24,9),(24,11),0.0604949 # DEPENDENCYPART_SIBL
(24,9),(24,16),0.0590613 # DEPENDENCYPART_SIBL
(24,9),(24,17),0.0590613 # DEPENDENCYPART_SIBL
(24,9),(24,18),0.0590507 # DEPENDENCYPART_SIBL
(24,9),(24,20),0.0590613 # DEPENDENCYPART_SIBL
(24,9),(24,22),0.0518804 # DEPENDENCYPART_SIBL
(24,9),(24,23),0.16662 # DEPENDENCYPART_SIBL
(24,9),(24,27),-0.00185642 # DEPENDENCYPART_SIBL
(24,11),(24,16),0.0605223 # DEPENDENCYPART_SIBL
(24,11),(24,17),0.0605223 # DEPENDENCYPART_SIBL
(24,11),(24,18),0.0605117 # DEPENDENCYPART_SIBL
(24,11),(24,20),0.0605223 # DEPENDENCYPART_SIBL
(24,11),(24,22),0.0533414 # DEPENDENCYPART_SIBL
(24,11),(24,23),0.16567 # DEPENDENCYPART_SIBL
(24,11),(24,27),-0.00185642 # DEPENDENCYPART_SIBL
(24,16),(24,17),0.0547689 # DEPENDENCYPART_SIBL
(24,16),(24,18),0.0547583 # DEPENDENCYPART_SIBL
(24,16),(24,20),0.0547689 # DEPENDENCYPART_SIBL
(24,16),(24,22),0.047588 # DEPENDENCYPART_SIBL
(24,16),(24,23),0.156911 # DEPENDENCYPART_SIBL
(24,16),(24,27),-0.00185642 # DEPENDENCYPART_SIBL
(24,17),(24,18),0.0547583 # DEPENDENCYPART_SIBL
(24,17),(24,20),0.0547689 # DEPENDENCYPART_SIBL
(24,17),(24,22),0.047588 # DEPENDENCYPART_SIBL
(24,17),(24,23),0.156911 # DEPENDENCYPART_SIBL
(24,17),(24,27),-0.00185642 # DEPENDENCYPART_SIBL
(24,18),(24,20),0.0574752 # DEPENDENCYPART_SIBL
(24,18),(24,22),0.0502943 # DEPENDENCYPART_SIBL
(24,18),(24,23),0.154751 # DEPENDENCYPART_SIBL
(24,18),(24,27),-0.00185642 # DEPENDENCYPART_SIBL
(24,20),(24,22),0.047588 # DEPENDENCYPART_SIBL
(24,20),(24,23),0.156911 # DEPENDENCYPART_SIBL
(24,20),(24,27),-0.00185642 # DEPENDENCYPART_SIBL
(24,22),(24,23),0.15171 # DEPENDENCYPART_SIBL
(24,22),(24,27),-0.00186059 # DEPENDENCYPART_SIBL
(24,23),(24,27),-0.0651192 # DEPENDENCYPART_SIBL
(25,6),(25,12),-0.788511 # DEPENDENCYPART_SIBL
(25,6),(25,13),-0.788511 # DEPENDENCYPART_SIBL
(25,6),(25,14),-0.788511 # DEPENDENCYPART_SIBL
(25,6),(25,15),-0.380124 # DEPENDENCYPART_SIBL
(25,6),(25,18),-0.408986 # DEPENDENCYPART_SIBL
(25,6),(25,19),-0.382714 # DEPENDENCYPART_SIBL
(25,6),(25,20),-0.408986 # DEPENDENCYPART_SIBL
(25,6),(25,21),-0.788511 # DEPENDENCYPART_SIBL
(25,6),(25,23),-0.788511 # DEPENDENCYPART_SIBL
(25,6),(25,24),-0.144268 # DEPENDENCYPART_SIBL
(25,6),(25,26),-0.0927511 # DEPENDENCYPART_SIBL
(25,6),(25,28),-0.142752 # DEPENDENCYPART_SIBL
(25,6),(25,29),-0.0725647 # DEPENDENCYPART_SIBL
(25,6),(25,35),-0.138752 # DEPENDENCYPART_SIBL
(25,12),(25,13),-0.788511 # DEPENDENCYPART_SIBL
(25,12),(25,14),-0.788511 # DEPENDENCYPART_SIBL
(25,12),(25,15),-0.380124 # DEPENDENCYPART_SIBL
(25,12),(25,18),-0.408986 # DEPENDENCYPART_SIBL
(25,12),(25,19),-0.382714 # DEPENDENCYPART_SIBL
(25,12),(25,20),-0.408986 # DEPENDENCYPART_SIBL
(25,12),(25,21),-0.788511 # DEPENDENCYPART_SIBL
(25,12),(25,23),-0.788511 # DEPENDENCYPART_SIBL
(25,12),(25,24),-0.144268 # DEPENDENCYPART_SIBL
(25,12),(25,26),-0.0927511 # DEPENDENCYPART_SIBL
(25,12),(25,28),-0.142752 # DEPENDENCYPART_SIBL
(25,12),(25,29),-0.0725647 # DEPENDENCYPART_SIBL
(25,12),(25,35),-0.138752 # DEPENDENCYPART_SIBL
(25,13),(25,14),-0.788511 # DEPENDENCYPART_SIBL
(25,13),(25,15),-0.380124 # DEPENDENCYPART_SIBL
(25,13),(25,18),-0.408986 # DEPENDENCYPART_SIBL
(25,13),(25,19),-0.382714 # DEPENDENCYPART_SIBL
(25,13),(25,20),-0.408986 # DEPENDENCYPART_SIBL
(25,13),(25,21),-0.788511 # DEPENDENCYPART_SIBL
(25,13),(25,23),-0.788511 # DEPENDENCYPART_SIBL
(25,13),(25,24),-0.144268 # DEPENDENCYPART_SIBL
(25,13),(25,26),-0.0927511 # DEPENDENCYPART_SIBL
(25,13),(25,28),-0.142752 # DEPENDENCYPART_SIBL
(25,13),(25,29),-0.0725647 # DEPENDENCYPART_SIBL
(25,13),(25,35),-0.138752 # DEPENDENCYPART_SIBL
(25,14),(25,15),-0.380124 # DEPENDENCYPART_SIBL
(25,14),(25,18),-0.408986 # DEPENDENCYPART_SIBL
(25,14),(25,19),-0.382714 # DEPENDENCYPART_SIBL
(25,14),(25,20),-0.408986 # DEPENDENCYPART_SIBL
(25,14),(25,21),-0.788511 # DEPENDENCYPART_SIBL
(25,14),(25,23),-0.788511 # DEPENDENCYPART_SIBL
(25,14),(25,24),-0.144268 # DEPENDENCYPART_SIBL
(25,14),(25,26),-0.0927511 # DEPENDENCYPART_SIBL
(25,14),(25,28),-0.142752 # DEPENDENCYPART_SIBL
(25,14),(25,29),-0.0725647 # DEPENDENCYPART_SIBL
(25,14),(25,35),-0.138752 # DEPENDENCYPART_SIBL
(25,15),(25,18),-0.128905 # DEPENDENCYPART_SIBL
(25,15),(25,19),-0.113336 # DEPENDENCYPART_SIBL
(25,15),(25,20),-0.128902 # DEPENDENCYPART_SIBL
(25,15),(25,21),-0.0492197 # DEPENDENCYPART_SIBL
(25,15),(25,23),-0.0492197 # DEPENDENCYPART_SIBL
(25,15),(25,24),-0.0233282 # DEPENDENCYPART_SIBL
(25,15),(25,26),-0.0122996 # DEPENDENCYPART_SIBL
(25,15),(25,28),-0.019397 # DEPENDENCYPART_SIBL
(25,15),(25,29),0.0295558 # DEPENDENCYPART_SIBL
(25,15),(25,35),-0.0202855 # DEPENDENCYPART_SIBL
(25,18),(25,19),-0.121887 # DEPENDENCYPART_SIBL
(25,18),(25,20),-0.0829271 # DEPENDENCYPART_SIBL
(25,18),(25,21),-0.0600596 # DEPENDENCYPART_SIBL
(25,18),(25,23),-0.0600596 # DEPENDENCYPART_SIBL
(25,18),(25,24),-0.0273228 # DEPENDENCYPART_SIBL
(25,18),(25,26),0.00553778 # DEPENDENCYPART_SIBL
(25,18),(25,28),-0.0293347 # DEPENDENCYPART_SIBL
(25,18),(25,29),0.0442668 # DEPENDENCYPART_SIBL
(25,18),(25,35),-0.0449873 # DEPENDENCYPART_SIBL
(25,19),(25,20),-0.142588 # DEPENDENCYPART_SIBL
(25,19),(25,21),-0.0746584 # DEPENDENCYPART_SIBL
(25,19),(25,23),-0.0746584 # DEPENDENCYPART_SIBL
(25,19),(25,24),-0.0314542 # DEPENDENCYPART_SIBL
(25,19),(25,26),-0.00851921 # DEPENDENCYPART_SIBL
(25,19),(25,28),-0.0215732 # DEPENDENCYPART_SIBL
(25,19),(25,29),0.025947 # DEPENDENCYPART_SIBL
(25,19),(25,35),-0.0224618 # DEPENDENCYPART_SIBL
(25,20),(25,21),-0.056173 # DEPENDENCYPART_SIBL
(25,20),(25,23),-0.056173 # DEPENDENCYPART_SIBL
(25,20),(25,24),-0.0262556 # DEPENDENCYPART_SIBL
(25,20),(25,26),0.00692004 # DEPENDENCYPART_SIBL
(25,20),(25,28),-0.0279525 # DEPENDENCYPART_SIBL
(25,20),(25,29),0.045649 # DEPENDENCYPART_SIBL
(25,20),(25,35),-0.0436051 # DEPENDENCYPART_SIBL
(25,21),(25,23),-0.788511 # DEPENDENCYPART_SIBL
(25,21),(25,24),-0.144268 # DEPENDENCYPART_SIBL
(25,21),(25,26),-0.0927511 # DEPENDENCYPART_SIBL
(25,21),(25,28),-0.142752 # DEPENDENCYPART_SIBL
(25,21),(25,29),-0.0725647 # DEPENDENCYPART_SIBL
(25,21),(25,35),-0.138752 # DEPENDENCYPART_SIBL
(25,23),(25,24),-0.144268 # DEPENDENCYPART_SIBL
(25,23),(25,26),-0.0927511 # DEPENDENCYPART_SIBL
(25,23),(25,28),-0.142752 # DEPENDENCYPART_SIBL
(25,23),(25,29),-0.0725647 # DEPENDENCYPART_SIBL
(25,23),(25,35),-0.138752 # DEPENDENCYPART_SIBL
(25,24),(25,26),-0.0372518 # DEPENDENCYPART_SIBL
(25,24),(25,28),-0.0652969 # DEPENDENCYPART_SIBL
(25,24),(25,29),-0.0155973 # DEPENDENCYPART_SIBL
(25,24),(25,35),-0.063749 # DEPENDENCYPART_SIBL
(25,26),(25,28),-0.0299814 # DEPENDENCYPART_SIBL
(25,26),(25,29),-0.0222311 # DEPENDENCYPART_SIBL
(25,26),(25,35),-0.0300189 # DEPENDENCYPART_SIBL
(25,28),(25,29),-0.0223917 # DEPENDENCYPART_SIBL
(25,28),(25,35),-0.0255376 # DEPENDENCYPART_SIBL
(25,29),(25,35),-0.025364 # DEPENDENCYPART_SIBL
(26,6),(26,21),-0.770197 # DEPENDENCYPART_SIBL
(26,6),(26,23),-0.770197 # DEPENDENCYPART_SIBL
(26,6),(26,24),-0.130621 # DEPENDENCYPART_SIBL
(26,6),(26,25),-0.159675 # DEPENDENCYPART_SIBL
(26,6),(26,28),-0.076244 # DEPENDENCYPART_SIBL
(26,6),(26,29),-0.0327258 # DEPENDENCYPART_SIBL
(26,6),(26,31),-0.0203589 # DEPENDENCYPART_SIBL
(26,6),(26,33),-0.0203462 # DEPENDENCYPART_SIBL
(26,6),(26,35),-0.0722328 # DEPENDENCYPART_SIBL
(26,21),(26,23),-0.770197 # DEPENDENCYPART_SIBL
(26,21),(26,24),-0.130621 # DEPENDENCYPART_SIBL
(26,21),(26,25),-0.159675 # DEPENDENCYPART_SIBL
(26,21),(26,28),-0.076244 # DEPENDENCYPART_SIBL
(26,21),(26,29),-0.0327258 # DEPENDENCYPART_SIBL
(26,21),(26,31),-0.0203589 # DEPENDENCYPART_SIBL
(26,21),(26,33),-0.0203462 # DEPENDENCYPART_SIBL
(26,21),(26,35),-0.0722328 # DEPENDENCYPART_SIBL
(26,23),(26,24),-0.130621 # DEPENDENCYPART_SIBL
(26,23),(26,25),-0.159675 # DEPENDENCYPART_SIBL
(26,23),(26,28),-0.076244 # DEPENDENCYPART_SIBL
(26,23),(26,29),-0.0327258 # DEPENDENCYPART_SIBL
(26,23),(26,31),-0.0203589 # DEPENDENCYPART_SIBL
(26,23),(26,33),-0.0203462 # DEPENDENCYPART_SIBL
(26,23),(26,35),-0.0722328 # DEPENDENCYPART_SIBL
(26,24),(26,25),-0.0648252 # DEPENDENCYPART_SIBL
(26,24),(26,28),-0.0445157 # DEPENDENCYPART_SIBL
(26,24),(26,29),-0.00905101 # DEPENDENCYPART_SIBL
(26,24),(26,31),-0.00533264 # DEPENDENCYPART_SIBL
(26,24),(26,33),-0.00529731 # DEPENDENCYPART_SIBL
(26,24),(26,35),-0.0429557 # DEPENDENCYPART_SIBL
(26,25),(26,28),-0.0519278 # DEPENDENCYPART_SIBL
(26,25),(26,29),0.00100626 # DEPENDENCYPART_SIBL
(26,25),(26,31),-0.0230778 # DEPENDENCYPART_SIBL
(26,25),(26,33),-0.0230675 # DEPENDENCYPART_SIBL
(26,25),(26,35),-0.0528163 # DEPENDENCYPART_SIBL
(26,28),(26,29),-0.021243 # DEPENDENCYPART_SIBL
(26,28),(26,31),-0.0200927 # DEPENDENCYPART_SIBL
(26,28),(26,33),-0.0200927 # DEPENDENCYPART_SIBL
(26,28),(26,35),-0.0231291 # DEPENDENCYPART_SIBL
(26,29),(26,31),-0.00230876 # DEPENDENCYPART_SIBL
(26,29),(26,33),-0.00230876 # DEPENDENCYPART_SIBL
(26,29),(26,35),-0.0241731 # DEPENDENCYPART_SIBL
(26,31),(26,33),-0.0431461 # DEPENDENCYPART_SIBL
(26,31),(26,35),-0.0300291 # DEPENDENCYPART_SIBL
(26,33),(26,35),-0.0300267 # DEPENDENCYPART_SIBL
(27,24),(27,25),0.0648654 # DEPENDENCYPART_SIBL
(27,24),(27,26),0.103689 # DEPENDENCYPART_SIBL
(27,25),(27,26),-0.0548374 # DEPENDENCYPART_SIBL
(28,1),(28,2),-0.62957 # DEPENDENCYPART_SIBL
(28,1),(28,5),-0.62957 # DEPENDENCYPART_SIBL
(28,1),(28,12),-0.903589 # DEPENDENCYPART_SIBL
(28,1),(28,14),-0.903589 # DEPENDENCYPART_SIBL
(28,1),(28,15),-0.465448 # DEPENDENCYPART_SIBL
(28,1),(28,16),-0.62957 # DEPENDENCYPART_SIBL
(28,1),(28,17),-0.62957 # DEPENDENCYPART_SIBL
(28,1),(28,18),-0.629739 # DEPENDENCYPART_SIBL
(28,1),(28,20),-0.62957 # DEPENDENCYPART_SIBL
(28,1),(28,21),-0.903589 # DEPENDENCYPART_SIBL
(28,1),(28,22),-0.636373 # DEPENDENCYPART_SIBL
(28,1),(28,23),-0.903589 # DEPENDENCYPART_SIBL
(28,1),(28,24),-0.355357 # DEPENDENCYPART_SIBL
(28,1),(28,25),-0.436149 # DEPENDENCYPART_SIBL
(28,1),(28,26),-0.391071 # DEPENDENCYPART_SIBL
(28,1),(28,27),-0.69227 # DEPENDENCYPART_SIBL
(28,1),(28,31),-0.017156 # DEPENDENCYPART_SIBL
(28,1),(28,33),-0.0130409 # DEPENDENCYPART_SIBL
(28,2),(28,5),-0.0792811 # DEPENDENCYPART_SIBL
(28,2),(28,12),0.0142355 # DEPENDENCYPART_SIBL
(28,2),(28,14),0.0142355 # DEPENDENCYPART_SIBL
(28,2),(28,15),-0.0322397 # DEPENDENCYPART_SIBL
(28,2),(28,16),-0.0792811 # DEPENDENCYPART_SIBL
(28,2),(28,17),-0.0792811 # DEPENDENCYPART_SIBL
(28,2),(28,18),-0.0794496 # DEPENDENCYPART_SIBL
(28,2),(28,20),-0.0792811 # DEPENDENCYPART_SIBL
(28,2),(28,21),0.0142355 # DEPENDENCYPART_SIBL
(28,2),(28,22),-0.084139 # DEPENDENCYPART_SIBL
(28,2),(28,23),0.0142355 # DEPENDENCYPART_SIBL
(28,2),(28,24),0.0133174 # DEPENDENCYPART_SIBL
(28,2),(28,25),-0.162024 # DEPENDENCYPART_SIBL
(28,2),(28,26),-0.117123 # DEPENDENCYPART_SIBL
(28,2),(28,27),-0.0348439 # DEPENDENCYPART_SIBL
(28,2),(28,31),-0.00522684 # DEPENDENCYPART_SIBL
(28,2),(28,33),-0.00112012 # DEPENDENCYPART_SIBL
(28,5),(28,12),0.0142355 # DEPENDENCYPART_SIBL
(28,5),(28,14),0.0142355 # DEPENDENCYPART_SIBL
(28,5),(28,15),-0.0322397 # DEPENDENCYPART_SIBL
(28,5),(28,16),-0.0792811 # DEPENDENCYPART_SIBL
(28,5),(28,17),-0.0792811 # DEPENDENCYPART_SIBL
(28,5),(28,18),-0.0794496 # DEPENDENCYPART_SIBL
(28,5),(28,20),-0.0792811 # DEPENDENCYPART_SIBL
(28,5),(28,21),0.0142355 # DEPENDENCYPART_SIBL
(28,5),(28,22),-0.084139 # DEPENDENCYPART_SIBL
(28,5),(28,23),0.0142355 # DEPENDENCYPART_SIBL
(28,5),(28,24),0.0133174 # DEPENDENCYPART_SIBL
(28,5),(28,25),-0.162024 # DEPENDENCYPART_SIBL
(28,5),(28,26),-0.117123 # DEPENDENCYPART_SIBL
(28,5),(28,27),-0.0348439 # DEPENDENCYPART_SIBL
(28,5),(28,31),-0.00522684 # DEPENDENCYPART_SIBL
(28,5),(28,33),-0.00112012 # DEPENDENCYPART_SIBL
(28,12),(28,14),-1.04535 # DEPENDENCYPART_SIBL
(28,12),(28,15),-0.502087 # DEPENDENCYPART_SIBL
(28,12),(28,16),-0.55739 # DEPENDENCYPART_SIBL
(28,12),(28,17),-0.55739 # DEPENDENCYPART_SIBL
(28,12),(28,18),-0.557538 # DEPENDENCYPART_SIBL
(28,12),(28,20),-0.55739 # DEPENDENCYPART_SIBL
(28,12),(28,21),-1.04535 # DEPENDENCYPART_SIBL
(28,12),(28,22),-0.565685 # DEPENDENCYPART_SIBL
(28,12),(28,23),-1.04535 # DEPENDENCYPART_SIBL
(28,12),(28,24),-0.354455 # DEPENDENCYPART_SIBL
(28,12),(28,25),-0.445819 # DEPENDENCYPART_SIBL
(28,12),(28,26),-0.425064 # DEPENDENCYPART_SIBL
(28,12),(28,27),-0.72839 # DEPENDENCYPART_SIBL
(28,12),(28,31),-0.0102683 # DEPENDENCYPART_SIBL
(28,12),(28,33),-0.00819877 # DEPENDENCYPART_SIBL
(28,14),(28,15),-0.502087 # DEPENDENCYPART_SIBL
(28,14),(28,16),-0.55739 # DEPENDENCYPART_SIBL
(28,14),(28,17),-0.55739 # DEPENDENCYPART_SIBL
(28,14),(28,18),-0.557538 # DEPENDENCYPART_SIBL
(28,14),(28,20),-0.55739 # DEPENDENCYPART_SIBL
(28,14),(28,21),-1.04535 # DEPENDENCYPART_SIBL
(28,14),(28,22),-0.565685 # DEPENDENCYPART_SIBL
(28,14),(28,23),-1.04535 # DEPENDENCYPART_SIBL
(28,14),(28,24),-0.354455 # DEPENDENCYPART_SIBL
(28,14),(28,25),-0.445819 # DEPENDENCYPART_SIBL
(28,14),(28,26),-0.425064 # DEPENDENCYPART_SIBL
(28,14),(28,27),-0.72839 # DEPENDENCYPART_SIBL
(28,14),(28,31),-0.0102683 # DEPENDENCYPART_SIBL
(28,14),(28,33),-0.00819877 # DEPENDENCYPART_SIBL
(28,15),(28,16),-0.0537431 # DEPENDENCYPART_SIBL
(28,15),(28,17),-0.0537431 # DEPENDENCYPART_SIBL
(28,15),(28,18),-0.0538939 # DEPENDENCYPART_SIBL
(28,15),(28,20),-0.0537431 # DEPENDENCYPART_SIBL
(28,15),(28,21),-0.0291127 # DEPENDENCYPART_SIBL
(28,15),(28,22),-0.0561429 # DEPENDENCYPART_SIBL
(28,15),(28,23),-0.0291127 # DEPENDENCYPART_SIBL
(28,15),(28,24),0.0223695 # DEPENDENCYPART_SIBL
(28,15),(28,25),-0.172237 # DEPENDENCYPART_SIBL
(28,15),(28,26),-0.145711 # DEPENDENCYPART_SIBL
(28,15),(28,27),-0.035563 # DEPENDENCYPART_SIBL
(28,15),(28,31),0.00443847 # DEPENDENCYPART_SIBL
(28,15),(28,33),0.0064842 # DEPENDENCYPART_SIBL
(28,16),(28,17),-0.0792811 # DEPENDENCYPART_SIBL
(28,16),(28,18),-0.0794496 # DEPENDENCYPART_SIBL
(28,16),(28,20),-0.0792811 # DEPENDENCYPART_SIBL
(28,16),(28,21),0.0142355 # DEPENDENCYPART_SIBL
(28,16),(28,22),-0.084139 # DEPENDENCYPART_SIBL
