# _root_ Kendi yaşam alanını güvence altında _ gören _ Papalık , bunun _ verdiği _ rahatlıkla , yakın geçmişte Darwin'le bile _ barışmakta bir beis görmemiştir .
#goldHeads=3,3,6,5,6,7,8,9,25,0,12,13,14,15,25,0,18,21,21,19,22,25,24,25,26,0,
#predictedHeads=3,3,6,5,6,7,9,9,12,0,12,13,15,15,25,0,18,21,21,21,22,25,24,25,26,0,
(12,5),(12,8),-0.213098 # DEPENDENCYPART_SIBL
(12,5),(12,9),0.0249124 # DEPENDENCYPART_SIBL
(12,5),(12,10),-0.0848533 # DEPENDENCYPART_SIBL
(12,5),(12,11),0.0599404 # DEPENDENCYPART_SIBL
(12,5),(12,14),-0.0983142 # DEPENDENCYPART_SIBL
(12,5),(12,18),0.0126703 # DEPENDENCYPART_SIBL
(12,5),(12,19),0.0126703 # DEPENDENCYPART_SIBL
(12,5),(12,20),0.093652 # DEPENDENCYPART_SIBL
(12,5),(12,21),-0.0699703 # DEPENDENCYPART_SIBL
(12,5),(12,22),0.0126703 # DEPENDENCYPART_SIBL
(12,5),(12,25),0.00656171 # DEPENDENCYPART_SIBL
(12,6),(12,7),-0.530825 # DEPENDENCYPART_SIBL
(12,6),(12,8),-1.11514 # DEPENDENCYPART_SIBL
(12,6),(12,9),-0.563221 # DEPENDENCYPART_SIBL
(12,6),(12,10),-0.459699 # DEPENDENCYPART_SIBL
(12,6),(12,11),-0.33324 # DEPENDENCYPART_SIBL
(12,6),(12,14),-0.0631166 # DEPENDENCYPART_SIBL
(12,6),(12,18),0.000490241 # DEPENDENCYPART_SIBL
(12,6),(12,19),0.000490241 # DEPENDENCYPART_SIBL
(12,6),(12,20),0.02878 # DEPENDENCYPART_SIBL
(12,6),(12,21),-0.116215 # DEPENDENCYPART_SIBL
(12,6),(12,22),0.000490241 # DEPENDENCYPART_SIBL
(12,6),(12,25),-0.0433137 # DEPENDENCYPART_SIBL
(12,7),(12,8),-0.0585682 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.0477954 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.107532 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.0688756 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.102677 # DEPENDENCYPART_SIBL
(12,7),(12,18),0.00317042 # DEPENDENCYPART_SIBL
(12,7),(12,19),0.00317042 # DEPENDENCYPART_SIBL
(12,7),(12,20),0.0549556 # DEPENDENCYPART_SIBL
(12,7),(12,21),-0.0781797 # DEPENDENCYPART_SIBL
(12,7),(12,22),0.00317042 # DEPENDENCYPART_SIBL
(12,7),(12,25),-0.0100539 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.636019 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.425743 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.311894 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.108439 # DEPENDENCYPART_SIBL
(12,8),(12,18),-0.000642045 # DEPENDENCYPART_SIBL
(12,8),(12,19),-0.000642045 # DEPENDENCYPART_SIBL
(12,8),(12,20),0.0476048 # DEPENDENCYPART_SIBL
(12,8),(12,21),-0.10071 # DEPENDENCYPART_SIBL
(12,8),(12,22),-0.000642045 # DEPENDENCYPART_SIBL
(12,8),(12,25),-0.0176964 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.081844 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.0625244 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.0982638 # DEPENDENCYPART_SIBL
(12,9),(12,18),0.0127734 # DEPENDENCYPART_SIBL
(12,9),(12,19),0.0127734 # DEPENDENCYPART_SIBL
(12,9),(12,20),0.0937025 # DEPENDENCYPART_SIBL
(12,9),(12,21),-0.0699033 # DEPENDENCYPART_SIBL
(12,9),(12,22),0.0127734 # DEPENDENCYPART_SIBL
(12,9),(12,25),0.00662862 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.00981508 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.133554 # DEPENDENCYPART_SIBL
(12,10),(12,18),0.0108194 # DEPENDENCYPART_SIBL
(12,10),(12,19),0.0108194 # DEPENDENCYPART_SIBL
(12,10),(12,20),0.178803 # DEPENDENCYPART_SIBL
(12,10),(12,21),-0.120576 # DEPENDENCYPART_SIBL
(12,10),(12,22),0.0108194 # DEPENDENCYPART_SIBL
(12,10),(12,25),-0.0162046 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0404974 # DEPENDENCYPART_SIBL
(12,11),(12,18),-0.0551711 # DEPENDENCYPART_SIBL
(12,11),(12,19),-0.0551711 # DEPENDENCYPART_SIBL
(12,11),(12,20),-0.0489564 # DEPENDENCYPART_SIBL
(12,11),(12,21),-0.0552527 # DEPENDENCYPART_SIBL
(12,11),(12,22),-0.0551711 # DEPENDENCYPART_SIBL
(12,11),(12,25),-0.000332843 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.0562402 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.0562402 # DEPENDENCYPART_SIBL
(12,14),(12,20),-0.0563916 # DEPENDENCYPART_SIBL
(12,14),(12,21),-0.0635122 # DEPENDENCYPART_SIBL
(12,14),(12,22),-0.0562402 # DEPENDENCYPART_SIBL
(12,14),(12,25),-0.051175 # DEPENDENCYPART_SIBL
(12,18),(12,19),-0.00121166 # DEPENDENCYPART_SIBL
(12,18),(12,20),0.0212127 # DEPENDENCYPART_SIBL
(12,18),(12,21),-0.0253089 # DEPENDENCYPART_SIBL
(12,18),(12,22),-0.00121166 # DEPENDENCYPART_SIBL
(12,18),(12,25),-0.00562024 # DEPENDENCYPART_SIBL
(12,19),(12,20),0.0212127 # DEPENDENCYPART_SIBL
(12,19),(12,21),-0.0253089 # DEPENDENCYPART_SIBL
(12,19),(12,22),-0.00121166 # DEPENDENCYPART_SIBL
(12,19),(12,25),-0.00562024 # DEPENDENCYPART_SIBL
(12,20),(12,21),-0.0240775 # DEPENDENCYPART_SIBL
(12,20),(12,22),0.0194186 # DEPENDENCYPART_SIBL
(12,20),(12,25),-0.0123146 # DEPENDENCYPART_SIBL
(12,21),(12,22),-0.0540475 # DEPENDENCYPART_SIBL
(12,21),(12,25),-0.0518793 # DEPENDENCYPART_SIBL
(12,22),(12,25),-0.00562024 # DEPENDENCYPART_SIBL
(13,5),(13,8),-0.156534 # DEPENDENCYPART_SIBL
(13,5),(13,9),0.0402989 # DEPENDENCYPART_SIBL
(13,5),(13,10),-0.00231822 # DEPENDENCYPART_SIBL
(13,5),(13,12),0.0190124 # DEPENDENCYPART_SIBL
(13,8),(13,9),-0.339583 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.136579 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.715659 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.0144868 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.00932927 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.231925 # DEPENDENCYPART_SIBL
(14,8),(14,11),-0.0912594 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.91342 # DEPENDENCYPART_SIBL
(14,8),(14,13),-0.151803 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.129325 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.161864 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.245971 # DEPENDENCYPART_SIBL
(15,4),(15,5),-0.00642273 # DEPENDENCYPART_SIBL
(15,4),(15,7),0.0905322 # DEPENDENCYPART_SIBL
(15,4),(15,8),-0.16734 # DEPENDENCYPART_SIBL
(15,4),(15,9),-0.0070149 # DEPENDENCYPART_SIBL
(15,4),(15,10),-0.0656379 # DEPENDENCYPART_SIBL
(15,4),(15,11),0.0406912 # DEPENDENCYPART_SIBL
(15,4),(15,12),0.0269906 # DEPENDENCYPART_SIBL
(15,4),(15,13),0.0803419 # DEPENDENCYPART_SIBL
(15,4),(15,14),-0.0688005 # DEPENDENCYPART_SIBL
(15,4),(15,16),-0.0314854 # DEPENDENCYPART_SIBL
(15,4),(15,17),0.000543205 # DEPENDENCYPART_SIBL
(15,4),(15,19),-0.0209518 # DEPENDENCYPART_SIBL
(15,4),(15,21),-0.0536802 # DEPENDENCYPART_SIBL
(15,4),(15,23),-0.0106294 # DEPENDENCYPART_SIBL
(15,4),(15,25),-0.00699361 # DEPENDENCYPART_SIBL
(15,5),(15,7),0.0789967 # DEPENDENCYPART_SIBL
(15,5),(15,8),-0.183416 # DEPENDENCYPART_SIBL
(15,5),(15,9),-0.00974933 # DEPENDENCYPART_SIBL
(15,5),(15,10),-0.0731232 # DEPENDENCYPART_SIBL
(15,5),(15,11),0.0334896 # DEPENDENCYPART_SIBL
(15,5),(15,12),-0.00378114 # DEPENDENCYPART_SIBL
(15,5),(15,13),0.0688063 # DEPENDENCYPART_SIBL
(15,5),(15,14),-0.093678 # DEPENDENCYPART_SIBL
(15,5),(15,16),-0.0315135 # DEPENDENCYPART_SIBL
(15,5),(15,17),0.00052657 # DEPENDENCYPART_SIBL
(15,5),(15,19),-0.0209885 # DEPENDENCYPART_SIBL
(15,5),(15,21),-0.0537297 # DEPENDENCYPART_SIBL
(15,5),(15,23),-0.010646 # DEPENDENCYPART_SIBL
(15,5),(15,25),-0.00704307 # DEPENDENCYPART_SIBL
(15,7),(15,8),-0.0669179 # DEPENDENCYPART_SIBL
(15,7),(15,9),0.0968504 # DEPENDENCYPART_SIBL
(15,7),(15,10),-0.0284408 # DEPENDENCYPART_SIBL
(15,7),(15,11),0.0916796 # DEPENDENCYPART_SIBL
(15,7),(15,12),-0.0115313 # DEPENDENCYPART_SIBL
(15,7),(15,13),0.0869469 # DEPENDENCYPART_SIBL
(15,7),(15,14),-0.0692791 # DEPENDENCYPART_SIBL
(15,7),(15,16),-0.0480302 # DEPENDENCYPART_SIBL
(15,7),(15,17),0.0386117 # DEPENDENCYPART_SIBL
(15,7),(15,19),0.0937447 # DEPENDENCYPART_SIBL
(15,7),(15,21),-0.00720492 # DEPENDENCYPART_SIBL
(15,7),(15,23),-0.00767784 # DEPENDENCYPART_SIBL
(15,7),(15,25),0.0447339 # DEPENDENCYPART_SIBL
(15,8),(15,9),-0.439026 # DEPENDENCYPART_SIBL
(15,8),(15,10),-0.274376 # DEPENDENCYPART_SIBL
(15,8),(15,11),-0.189078 # DEPENDENCYPART_SIBL
(15,8),(15,12),-0.783676 # DEPENDENCYPART_SIBL
(15,8),(15,13),-0.338291 # DEPENDENCYPART_SIBL
(15,8),(15,14),-0.822999 # DEPENDENCYPART_SIBL
(15,8),(15,16),-0.0754861 # DEPENDENCYPART_SIBL
(15,8),(15,17),0.013183 # DEPENDENCYPART_SIBL
(15,8),(15,19),-0.0363278 # DEPENDENCYPART_SIBL
(15,8),(15,21),-0.0734496 # DEPENDENCYPART_SIBL
(15,8),(15,23),-0.0407999 # DEPENDENCYPART_SIBL
(15,8),(15,25),-0.0211832 # DEPENDENCYPART_SIBL
(15,9),(15,10),-0.0656379 # DEPENDENCYPART_SIBL
(15,9),(15,11),0.0406912 # DEPENDENCYPART_SIBL
(15,9),(15,12),0.0269906 # DEPENDENCYPART_SIBL
(15,9),(15,13),0.0803419 # DEPENDENCYPART_SIBL
(15,9),(15,14),-0.0688005 # DEPENDENCYPART_SIBL
(15,9),(15,16),-0.0314854 # DEPENDENCYPART_SIBL
(15,9),(15,17),0.000543205 # DEPENDENCYPART_SIBL
(15,9),(15,19),-0.0209518 # DEPENDENCYPART_SIBL
(15,9),(15,21),-0.0536802 # DEPENDENCYPART_SIBL
(15,9),(15,23),-0.0106294 # DEPENDENCYPART_SIBL
(15,9),(15,25),-0.00699361 # DEPENDENCYPART_SIBL
(15,10),(15,11),0.0848293 # DEPENDENCYPART_SIBL
(15,10),(15,12),-0.228157 # DEPENDENCYPART_SIBL
(15,10),(15,13),0.00949272 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.304353 # DEPENDENCYPART_SIBL
(15,10),(15,16),-0.0185161 # DEPENDENCYPART_SIBL
(15,10),(15,17),0.0199186 # DEPENDENCYPART_SIBL
(15,10),(15,19),0.0422724 # DEPENDENCYPART_SIBL
(15,10),(15,21),-0.0569933 # DEPENDENCYPART_SIBL
(15,10),(15,23),0.000884396 # DEPENDENCYPART_SIBL
(15,10),(15,25),-0.000445715 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.0393234 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.0599199 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.0514565 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.0635973 # DEPENDENCYPART_SIBL
(15,11),(15,17),0.0566005 # DEPENDENCYPART_SIBL
(15,11),(15,19),0.00374512 # DEPENDENCYPART_SIBL
(15,11),(15,21),-0.0247688 # DEPENDENCYPART_SIBL
(15,11),(15,23),-0.0349246 # DEPENDENCYPART_SIBL
(15,11),(15,25),0.00508329 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.347356 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.834172 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.082585 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.0928987 # DEPENDENCYPART_SIBL
(15,12),(15,19),0.0257743 # DEPENDENCYPART_SIBL
(15,12),(15,21),-0.0470434 # DEPENDENCYPART_SIBL
(15,12),(15,23),-0.021566 # DEPENDENCYPART_SIBL
(15,12),(15,25),-0.00200102 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.0844952 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0465399 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.040102 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.0952194 # DEPENDENCYPART_SIBL
(15,13),(15,21),-0.00571492 # DEPENDENCYPART_SIBL
(15,13),(15,23),-0.00618756 # DEPENDENCYPART_SIBL
(15,13),(15,25),0.0462239 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0910354 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.052247 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.0793644 # DEPENDENCYPART_SIBL
(15,14),(15,21),-0.0259788 # DEPENDENCYPART_SIBL
(15,14),(15,23),-0.0368529 # DEPENDENCYPART_SIBL
(15,14),(15,25),0.0315399 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.0259771 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.057548 # DEPENDENCYPART_SIBL
(15,16),(15,21),-0.0486369 # DEPENDENCYPART_SIBL
(15,16),(15,23),-0.0337618 # DEPENDENCYPART_SIBL
(15,16),(15,25),-0.0409097 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.0232643 # DEPENDENCYPART_SIBL
(15,17),(15,21),-0.0306978 # DEPENDENCYPART_SIBL
(15,17),(15,23),-0.0273861 # DEPENDENCYPART_SIBL
(15,17),(15,25),-0.0251113 # DEPENDENCYPART_SIBL
(15,19),(15,21),-0.0226956 # DEPENDENCYPART_SIBL
(15,19),(15,23),-0.00554582 # DEPENDENCYPART_SIBL
(15,19),(15,25),-0.0125873 # DEPENDENCYPART_SIBL
(15,21),(15,23),-0.0283391 # DEPENDENCYPART_SIBL
(15,21),(15,25),-0.0294243 # DEPENDENCYPART_SIBL
(15,23),(15,25),-0.0142738 # DEPENDENCYPART_SIBL
(16,6),(16,7),-0.380117 # DEPENDENCYPART_SIBL
(16,6),(16,10),-0.159751 # DEPENDENCYPART_SIBL
(16,6),(16,12),-0.788511 # DEPENDENCYPART_SIBL
(16,6),(16,14),-0.712658 # DEPENDENCYPART_SIBL
(16,6),(16,15),-0.408986 # DEPENDENCYPART_SIBL
(16,6),(16,18),-0.0668854 # DEPENDENCYPART_SIBL
(16,6),(16,19),-0.0668854 # DEPENDENCYPART_SIBL
(16,6),(16,21),-0.166193 # DEPENDENCYPART_SIBL
(16,6),(16,25),-0.138055 # DEPENDENCYPART_SIBL
(16,7),(16,10),-0.0788776 # DEPENDENCYPART_SIBL
(16,7),(16,12),-0.0490471 # DEPENDENCYPART_SIBL
(16,7),(16,14),-0.168165 # DEPENDENCYPART_SIBL
(16,7),(16,15),-0.125836 # DEPENDENCYPART_SIBL
(16,7),(16,18),0.0236982 # DEPENDENCYPART_SIBL
(16,7),(16,19),0.0236982 # DEPENDENCYPART_SIBL
(16,7),(16,21),-0.0423427 # DEPENDENCYPART_SIBL
(16,7),(16,25),-0.0182542 # DEPENDENCYPART_SIBL
(16,10),(16,12),-0.103363 # DEPENDENCYPART_SIBL
(16,10),(16,14),-0.229276 # DEPENDENCYPART_SIBL
(16,10),(16,15),0.0370901 # DEPENDENCYPART_SIBL
(16,10),(16,18),-0.0279063 # DEPENDENCYPART_SIBL
(16,10),(16,19),-0.0279063 # DEPENDENCYPART_SIBL
(16,10),(16,21),-0.111055 # DEPENDENCYPART_SIBL
(16,10),(16,25),-0.0740256 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.712658 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.408986 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.0668854 # DEPENDENCYPART_SIBL
(16,12),(16,19),-0.0668854 # DEPENDENCYPART_SIBL
(16,12),(16,21),-0.166193 # DEPENDENCYPART_SIBL
(16,12),(16,25),-0.138055 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.351056 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.0213421 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.0213421 # DEPENDENCYPART_SIBL
(16,14),(16,21),-0.044978 # DEPENDENCYPART_SIBL
(16,14),(16,25),-0.0163406 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.00262664 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.00262664 # DEPENDENCYPART_SIBL
(16,15),(16,21),-0.0586021 # DEPENDENCYPART_SIBL
(16,15),(16,25),-0.033615 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.0337201 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.0374247 # DEPENDENCYPART_SIBL
(16,18),(16,25),-0.032302 # DEPENDENCYPART_SIBL
(16,19),(16,21),-0.0374247 # DEPENDENCYPART_SIBL
(16,19),(16,25),-0.032302 # DEPENDENCYPART_SIBL
(16,21),(16,25),-0.0286604 # DEPENDENCYPART_SIBL
(17,11),(17,12),-0.0344767 # DEPENDENCYPART_SIBL
(17,11),(17,14),0.00185838 # DEPENDENCYPART_SIBL
(17,11),(17,15),0.0559288 # DEPENDENCYPART_SIBL
(17,11),(17,16),-0.0177078 # DEPENDENCYPART_SIBL
(17,11),(17,18),-0.0245934 # DEPENDENCYPART_SIBL
(17,11),(17,24),-0.0245934 # DEPENDENCYPART_SIBL
(17,12),(17,14),-0.665864 # DEPENDENCYPART_SIBL
(17,12),(17,15),-0.277438 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.157512 # DEPENDENCYPART_SIBL
(17,12),(17,18),-0.0453799 # DEPENDENCYPART_SIBL
(17,12),(17,24),-0.0453799 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.262451 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.127362 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.0211142 # DEPENDENCYPART_SIBL
(17,14),(17,24),-0.0211142 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.0189891 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.0573132 # DEPENDENCYPART_SIBL
(17,15),(17,24),0.0573132 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.00276316 # DEPENDENCYPART_SIBL
(17,16),(17,24),-0.00276316 # DEPENDENCYPART_SIBL
(17,18),(17,24),-0.0237327 # DEPENDENCYPART_SIBL
(18,7),(18,9),0.0968504 # DEPENDENCYPART_SIBL
(18,7),(18,10),-0.0284408 # DEPENDENCYPART_SIBL
(18,7),(18,11),0.0916796 # DEPENDENCYPART_SIBL
(18,7),(18,12),-0.0115313 # DEPENDENCYPART_SIBL
(18,7),(18,13),0.0869469 # DEPENDENCYPART_SIBL
(18,7),(18,14),-0.0692791 # DEPENDENCYPART_SIBL
(18,7),(18,15),0.0968504 # DEPENDENCYPART_SIBL
(18,7),(18,16),-0.0284408 # DEPENDENCYPART_SIBL
(18,7),(18,17),0.0922791 # DEPENDENCYPART_SIBL
(18,7),(18,19),0.0937443 # DEPENDENCYPART_SIBL
(18,7),(18,20),0.114171 # DEPENDENCYPART_SIBL
(18,7),(18,21),-0.00720626 # DEPENDENCYPART_SIBL
(18,7),(18,22),0.0937443 # DEPENDENCYPART_SIBL
(18,7),(18,23),-0.00767828 # DEPENDENCYPART_SIBL
(18,7),(18,24),0.0937443 # DEPENDENCYPART_SIBL
(18,9),(18,10),-0.065638 # DEPENDENCYPART_SIBL
(18,9),(18,11),0.0406912 # DEPENDENCYPART_SIBL
(18,9),(18,12),0.0269906 # DEPENDENCYPART_SIBL
(18,9),(18,13),0.0803418 # DEPENDENCYPART_SIBL
(18,9),(18,14),-0.0688005 # DEPENDENCYPART_SIBL
(18,9),(18,15),-0.00701492 # DEPENDENCYPART_SIBL
(18,9),(18,16),-0.065638 # DEPENDENCYPART_SIBL
(18,9),(18,17),0.0870022 # DEPENDENCYPART_SIBL
(18,9),(18,19),-0.0209518 # DEPENDENCYPART_SIBL
(18,9),(18,20),0.0991487 # DEPENDENCYPART_SIBL
(18,9),(18,21),-0.0536807 # DEPENDENCYPART_SIBL
(18,9),(18,22),-0.0209518 # DEPENDENCYPART_SIBL
(18,9),(18,23),-0.0106294 # DEPENDENCYPART_SIBL
(18,9),(18,24),-0.0209518 # DEPENDENCYPART_SIBL
(18,10),(18,11),0.0848293 # DEPENDENCYPART_SIBL
(18,10),(18,12),-0.228157 # DEPENDENCYPART_SIBL
(18,10),(18,13),0.00949271 # DEPENDENCYPART_SIBL
(18,10),(18,14),-0.304353 # DEPENDENCYPART_SIBL
(18,10),(18,15),0.00649166 # DEPENDENCYPART_SIBL
(18,10),(18,16),-0.0839136 # DEPENDENCYPART_SIBL
(18,10),(18,17),0.0200866 # DEPENDENCYPART_SIBL
(18,10),(18,19),0.0422724 # DEPENDENCYPART_SIBL
(18,10),(18,20),0.237869 # DEPENDENCYPART_SIBL
(18,10),(18,21),-0.0569938 # DEPENDENCYPART_SIBL
(18,10),(18,22),0.0422724 # DEPENDENCYPART_SIBL
(18,10),(18,23),0.000884396 # DEPENDENCYPART_SIBL
(18,10),(18,24),0.0422724 # DEPENDENCYPART_SIBL
(18,11),(18,12),-0.0393234 # DEPENDENCYPART_SIBL
(18,11),(18,13),0.0599199 # DEPENDENCYPART_SIBL
(18,11),(18,14),-0.0514566 # DEPENDENCYPART_SIBL
(18,11),(18,15),0.00414654 # DEPENDENCYPART_SIBL
(18,11),(18,16),-0.0411635 # DEPENDENCYPART_SIBL
(18,11),(18,17),0.064438 # DEPENDENCYPART_SIBL
(18,11),(18,19),0.00374512 # DEPENDENCYPART_SIBL
(18,11),(18,20),0.0252353 # DEPENDENCYPART_SIBL
(18,11),(18,21),-0.0247693 # DEPENDENCYPART_SIBL
(18,11),(18,22),0.00374512 # DEPENDENCYPART_SIBL
(18,11),(18,23),-0.0349246 # DEPENDENCYPART_SIBL
(18,11),(18,24),0.00374512 # DEPENDENCYPART_SIBL
(18,12),(18,13),-0.347356 # DEPENDENCYPART_SIBL
(18,12),(18,14),-0.834172 # DEPENDENCYPART_SIBL
(18,12),(18,15),-0.331033 # DEPENDENCYPART_SIBL
(18,12),(18,16),-0.227738 # DEPENDENCYPART_SIBL
(18,12),(18,17),-0.349992 # DEPENDENCYPART_SIBL
(18,12),(18,19),0.0257743 # DEPENDENCYPART_SIBL
(18,12),(18,20),0.0514291 # DEPENDENCYPART_SIBL
(18,12),(18,21),-0.0470438 # DEPENDENCYPART_SIBL
(18,12),(18,22),0.0257743 # DEPENDENCYPART_SIBL
(18,12),(18,23),-0.021566 # DEPENDENCYPART_SIBL
(18,12),(18,24),0.0257743 # DEPENDENCYPART_SIBL
(18,13),(18,14),-0.0844952 # DEPENDENCYPART_SIBL
(18,13),(18,15),0.0948444 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.0308189 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.0846737 # DEPENDENCYPART_SIBL
(18,13),(18,19),0.095219 # DEPENDENCYPART_SIBL
(18,13),(18,20),0.115654 # DEPENDENCYPART_SIBL
(18,13),(18,21),-0.00571626 # DEPENDENCYPART_SIBL
(18,13),(18,22),0.095219 # DEPENDENCYPART_SIBL
(18,13),(18,23),-0.006188 # DEPENDENCYPART_SIBL
(18,13),(18,24),0.095219 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.343049 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.238975 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.325648 # DEPENDENCYPART_SIBL
(18,14),(18,19),0.0793639 # DEPENDENCYPART_SIBL
(18,14),(18,20),0.0600647 # DEPENDENCYPART_SIBL
(18,14),(18,21),-0.0259801 # DEPENDENCYPART_SIBL
(18,14),(18,22),0.0793639 # DEPENDENCYPART_SIBL
(18,14),(18,23),-0.0368533 # DEPENDENCYPART_SIBL
(18,14),(18,24),0.0793639 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.065638 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.0870022 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.0209518 # DEPENDENCYPART_SIBL
(18,15),(18,20),0.0991487 # DEPENDENCYPART_SIBL
(18,15),(18,21),-0.0536807 # DEPENDENCYPART_SIBL
(18,15),(18,22),-0.0209518 # DEPENDENCYPART_SIBL
(18,15),(18,23),-0.0106294 # DEPENDENCYPART_SIBL
(18,15),(18,24),-0.0209518 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.0200866 # DEPENDENCYPART_SIBL
(18,16),(18,19),0.0422724 # DEPENDENCYPART_SIBL
(18,16),(18,20),0.237869 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.0569938 # DEPENDENCYPART_SIBL
(18,16),(18,22),0.0422724 # DEPENDENCYPART_SIBL
(18,16),(18,23),0.000884396 # DEPENDENCYPART_SIBL
(18,16),(18,24),0.0422724 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.0942744 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.114921 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.00646316 # DEPENDENCYPART_SIBL
(18,17),(18,22),0.0942744 # DEPENDENCYPART_SIBL
(18,17),(18,23),-0.00692756 # DEPENDENCYPART_SIBL
(18,17),(18,24),0.0942744 # DEPENDENCYPART_SIBL
(18,19),(18,20),0.0187423 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.0226956 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.0253263 # DEPENDENCYPART_SIBL
(18,19),(18,23),-0.00554582 # DEPENDENCYPART_SIBL
(18,19),(18,24),-0.0253263 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.0331363 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.00556696 # DEPENDENCYPART_SIBL
(18,20),(18,23),-0.0312181 # DEPENDENCYPART_SIBL
(18,20),(18,24),-0.00556696 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.0322674 # DEPENDENCYPART_SIBL
(18,21),(18,23),-0.0283391 # DEPENDENCYPART_SIBL
(18,21),(18,24),-0.0322674 # DEPENDENCYPART_SIBL
(18,22),(18,23),-0.00554582 # DEPENDENCYPART_SIBL
(18,22),(18,24),-0.0253263 # DEPENDENCYPART_SIBL
(18,23),(18,24),-0.0111905 # DEPENDENCYPART_SIBL
(19,7),(19,14),-0.0692791 # DEPENDENCYPART_SIBL
