# _root_ Bu _ gerçeklik içinde bir nesne gibi _ bakabiliriz ona , öznel bir nesne , bir _ gerçeklik _ görünüşü var .
#goldHeads=2,3,4,8,6,7,8,9,11,8,0,14,14,19,0,17,18,19,20,21,22,0,
#predictedHeads=3,3,4,8,6,7,8,9,11,9,0,14,14,20,0,17,18,20,20,21,22,0,
(9,2),(9,10),0.014199 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.118857 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.0259317 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.000617533 # DEPENDENCYPART_SIBL
(9,2),(9,15),-0.118857 # DEPENDENCYPART_SIBL
(9,2),(9,17),-0.0695744 # DEPENDENCYPART_SIBL
(9,2),(9,18),-0.000636959 # DEPENDENCYPART_SIBL
(9,2),(9,19),-0.0843179 # DEPENDENCYPART_SIBL
(9,2),(9,20),-0.000617533 # DEPENDENCYPART_SIBL
(9,2),(9,21),-0.0185814 # DEPENDENCYPART_SIBL
(9,3),(9,4),-0.0480053 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.0172491 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.0831089 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.00763012 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.0201272 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.00589768 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.064769 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.0346672 # DEPENDENCYPART_SIBL
(9,3),(9,14),0.00177883 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.064769 # DEPENDENCYPART_SIBL
(9,3),(9,17),-0.0671819 # DEPENDENCYPART_SIBL
(9,3),(9,18),0.00174508 # DEPENDENCYPART_SIBL
(9,3),(9,19),-0.0761315 # DEPENDENCYPART_SIBL
(9,3),(9,20),0.00177883 # DEPENDENCYPART_SIBL
(9,3),(9,21),-0.0117841 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.0101929 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.0459083 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.000566188 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.0689799 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.00329547 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0656618 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0355587 # DEPENDENCYPART_SIBL
(9,4),(9,14),0.00048372 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.0656618 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.068477 # DEPENDENCYPART_SIBL
(9,4),(9,18),0.000449966 # DEPENDENCYPART_SIBL
(9,4),(9,19),-0.0770117 # DEPENDENCYPART_SIBL
(9,4),(9,20),0.00048372 # DEPENDENCYPART_SIBL
(9,4),(9,21),-0.0126643 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.010491 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.11872 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.0469401 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.0435305 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.0932746 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.0197286 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.00539094 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.0932746 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.0443236 # DEPENDENCYPART_SIBL
(9,5),(9,18),0.00537151 # DEPENDENCYPART_SIBL
(9,5),(9,19),-0.0650633 # DEPENDENCYPART_SIBL
(9,5),(9,20),0.00539094 # DEPENDENCYPART_SIBL
(9,5),(9,21),-0.0183908 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.00598421 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0317593 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.00594056 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0647261 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.034623 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.00183869 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.0647261 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.0671221 # DEPENDENCYPART_SIBL
(9,6),(9,18),0.00180494 # DEPENDENCYPART_SIBL
(9,6),(9,19),-0.0760747 # DEPENDENCYPART_SIBL
(9,6),(9,20),0.00183869 # DEPENDENCYPART_SIBL
(9,6),(9,21),-0.0117273 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.100537 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.0499002 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0837829 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0232795 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0311758 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.0837829 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.0792272 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.0311952 # DEPENDENCYPART_SIBL
(9,7),(9,19),-0.0704077 # DEPENDENCYPART_SIBL
(9,7),(9,20),-0.0311758 # DEPENDENCYPART_SIBL
(9,7),(9,21),-0.0252465 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0656433 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.122943 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.00848269 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.00335948 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.122943 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.0693936 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.00339047 # DEPENDENCYPART_SIBL
(9,8),(9,19),-0.107125 # DEPENDENCYPART_SIBL
(9,8),(9,20),-0.00335948 # DEPENDENCYPART_SIBL
(9,8),(9,21),-0.0430558 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.0105731 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.0189945 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.000464309 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.0105731 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.00992685 # DEPENDENCYPART_SIBL
(9,10),(9,18),0.000464309 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.0251057 # DEPENDENCYPART_SIBL
(9,10),(9,20),0.000464309 # DEPENDENCYPART_SIBL
(9,10),(9,21),-0.0160102 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0378146 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0957602 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.0183824 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.109262 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.0957602 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.0632698 # DEPENDENCYPART_SIBL
(9,11),(9,20),-0.0957602 # DEPENDENCYPART_SIBL
(9,11),(9,21),-0.0508808 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0550189 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.0162322 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.0658909 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.0550189 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.0395326 # DEPENDENCYPART_SIBL
(9,12),(9,20),-0.0550189 # DEPENDENCYPART_SIBL
(9,12),(9,21),-0.0297736 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.0708375 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.0759775 # DEPENDENCYPART_SIBL
(9,14),(9,18),-0.0572542 # DEPENDENCYPART_SIBL
(9,14),(9,19),-0.0310266 # DEPENDENCYPART_SIBL
(9,14),(9,20),-0.0572542 # DEPENDENCYPART_SIBL
(9,14),(9,21),-0.0154558 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.109262 # DEPENDENCYPART_SIBL
(9,15),(9,18),-0.0957602 # DEPENDENCYPART_SIBL
(9,15),(9,19),-0.0632698 # DEPENDENCYPART_SIBL
(9,15),(9,20),-0.0957602 # DEPENDENCYPART_SIBL
(9,15),(9,21),-0.0508808 # DEPENDENCYPART_SIBL
(9,17),(9,18),-0.086535 # DEPENDENCYPART_SIBL
(9,17),(9,19),-0.0525251 # DEPENDENCYPART_SIBL
(9,17),(9,20),-0.086535 # DEPENDENCYPART_SIBL
(9,17),(9,21),-0.0362171 # DEPENDENCYPART_SIBL
(9,18),(9,19),-0.0310333 # DEPENDENCYPART_SIBL
(9,18),(9,20),-0.057261 # DEPENDENCYPART_SIBL
(9,18),(9,21),-0.0154626 # DEPENDENCYPART_SIBL
(9,19),(9,20),-0.0793073 # DEPENDENCYPART_SIBL
(9,19),(9,21),-0.0498528 # DEPENDENCYPART_SIBL
(9,20),(9,21),-0.0154558 # DEPENDENCYPART_SIBL
(11,1),(11,2),-0.0359891 # DEPENDENCYPART_SIBL
(11,1),(11,3),-0.0432174 # DEPENDENCYPART_SIBL
(11,1),(11,4),-0.051687 # DEPENDENCYPART_SIBL
(11,1),(11,5),-0.0690133 # DEPENDENCYPART_SIBL
(11,1),(11,6),-0.0432106 # DEPENDENCYPART_SIBL
(11,1),(11,7),-0.000694875 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.0235918 # DEPENDENCYPART_SIBL
(11,1),(11,9),0.00227433 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.0256981 # DEPENDENCYPART_SIBL
(11,1),(11,19),-0.0554132 # DEPENDENCYPART_SIBL
(11,1),(11,21),-0.042775 # DEPENDENCYPART_SIBL
(11,2),(11,3),-0.351062 # DEPENDENCYPART_SIBL
(11,2),(11,4),-0.349181 # DEPENDENCYPART_SIBL
(11,2),(11,5),-0.0506715 # DEPENDENCYPART_SIBL
(11,2),(11,6),-0.351056 # DEPENDENCYPART_SIBL
(11,2),(11,7),-0.107148 # DEPENDENCYPART_SIBL
(11,2),(11,8),-0.565076 # DEPENDENCYPART_SIBL
(11,2),(11,9),-0.250477 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.10681 # DEPENDENCYPART_SIBL
(11,2),(11,19),-0.044978 # DEPENDENCYPART_SIBL
(11,2),(11,21),-0.0183494 # DEPENDENCYPART_SIBL
(11,3),(11,4),-0.0839822 # DEPENDENCYPART_SIBL
(11,3),(11,5),-0.0805476 # DEPENDENCYPART_SIBL
(11,3),(11,6),-0.0886791 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.0186466 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.060195 # DEPENDENCYPART_SIBL
(11,3),(11,9),0.0319334 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.0734496 # DEPENDENCYPART_SIBL
(11,3),(11,19),-0.0586171 # DEPENDENCYPART_SIBL
(11,3),(11,21),-0.0361356 # DEPENDENCYPART_SIBL
(11,4),(11,5),-0.0873973 # DEPENDENCYPART_SIBL
(11,4),(11,6),-0.0776825 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.0127487 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.0495949 # DEPENDENCYPART_SIBL
(11,4),(11,9),0.0320058 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.0796447 # DEPENDENCYPART_SIBL
(11,4),(11,19),-0.0586078 # DEPENDENCYPART_SIBL
(11,4),(11,21),-0.0361262 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.0182491 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.0183099 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.00474098 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.00840351 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.003704 # DEPENDENCYPART_SIBL
(11,5),(11,19),-0.0561971 # DEPENDENCYPART_SIBL
(11,5),(11,21),-0.0434006 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.0149318 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.056173 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.0325191 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.073421 # DEPENDENCYPART_SIBL
(11,6),(11,19),-0.0586021 # DEPENDENCYPART_SIBL
(11,6),(11,21),-0.0361206 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.0200106 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.0559243 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.0011505 # DEPENDENCYPART_SIBL
(11,7),(11,19),-0.0628658 # DEPENDENCYPART_SIBL
(11,7),(11,21),-0.0530816 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.455969 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.184867 # DEPENDENCYPART_SIBL
(11,8),(11,19),-0.166193 # DEPENDENCYPART_SIBL
(11,8),(11,21),-0.139145 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.136205 # DEPENDENCYPART_SIBL
(11,9),(11,19),-0.163558 # DEPENDENCYPART_SIBL
(11,9),(11,21),-0.141057 # DEPENDENCYPART_SIBL
(11,10),(11,19),-0.0436227 # DEPENDENCYPART_SIBL
(11,10),(11,21),-0.0326216 # DEPENDENCYPART_SIBL
(11,19),(11,21),-0.0286611 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.41983 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.10033 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.171623 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.0453404 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.0670519 # DEPENDENCYPART_SIBL
(12,8),(12,18),-0.0453462 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.0387106 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.0495311 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.0102393 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.0262154 # DEPENDENCYPART_SIBL
(12,9),(12,18),-0.0102451 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.0315538 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0281734 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.0354725 # DEPENDENCYPART_SIBL
(12,10),(12,18),-0.0281734 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.00273477 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.0361888 # DEPENDENCYPART_SIBL
(12,11),(12,18),-0.00274773 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.0284791 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.0237327 # DEPENDENCYPART_SIBL
(12,17),(12,18),-0.0307996 # DEPENDENCYPART_SIBL
(14,1),(14,2),-0.0735354 # DEPENDENCYPART_SIBL
(14,1),(14,5),-0.0487758 # DEPENDENCYPART_SIBL
(14,1),(14,6),0.0372873 # DEPENDENCYPART_SIBL
(14,1),(14,7),-0.0608212 # DEPENDENCYPART_SIBL
(14,1),(14,8),-0.148119 # DEPENDENCYPART_SIBL
(14,1),(14,9),-0.00839622 # DEPENDENCYPART_SIBL
(14,1),(14,10),0.0165107 # DEPENDENCYPART_SIBL
(14,1),(14,11),-0.0502509 # DEPENDENCYPART_SIBL
(14,1),(14,12),0.0666162 # DEPENDENCYPART_SIBL
(14,1),(14,13),-0.0487758 # DEPENDENCYPART_SIBL
(14,1),(14,15),-0.0944989 # DEPENDENCYPART_SIBL
(14,1),(14,16),-0.0335787 # DEPENDENCYPART_SIBL
(14,1),(14,17),-0.0341479 # DEPENDENCYPART_SIBL
(14,1),(14,18),0.0033628 # DEPENDENCYPART_SIBL
(14,1),(14,21),-0.0150594 # DEPENDENCYPART_SIBL
(14,2),(14,5),0.00539237 # DEPENDENCYPART_SIBL
(14,2),(14,6),-0.343049 # DEPENDENCYPART_SIBL
(14,2),(14,7),-0.255009 # DEPENDENCYPART_SIBL
(14,2),(14,8),-0.823994 # DEPENDENCYPART_SIBL
(14,2),(14,9),-0.324658 # DEPENDENCYPART_SIBL
(14,2),(14,10),-0.126964 # DEPENDENCYPART_SIBL
(14,2),(14,11),-0.238975 # DEPENDENCYPART_SIBL
(14,2),(14,12),-0.323017 # DEPENDENCYPART_SIBL
(14,2),(14,13),0.00539237 # DEPENDENCYPART_SIBL
(14,2),(14,15),-0.0910354 # DEPENDENCYPART_SIBL
(14,2),(14,16),-0.0368529 # DEPENDENCYPART_SIBL
(14,2),(14,17),0.0218457 # DEPENDENCYPART_SIBL
(14,2),(14,18),0.0793644 # DEPENDENCYPART_SIBL
(14,2),(14,21),0.0248607 # DEPENDENCYPART_SIBL
(14,5),(14,6),0.150332 # DEPENDENCYPART_SIBL
(14,5),(14,7),-0.0477092 # DEPENDENCYPART_SIBL
(14,5),(14,8),-0.068981 # DEPENDENCYPART_SIBL
(14,5),(14,9),-0.00731757 # DEPENDENCYPART_SIBL
(14,5),(14,10),0.025421 # DEPENDENCYPART_SIBL
(14,5),(14,11),-0.030321 # DEPENDENCYPART_SIBL
(14,5),(14,12),0.0664516 # DEPENDENCYPART_SIBL
(14,5),(14,13),-0.135241 # DEPENDENCYPART_SIBL
(14,5),(14,15),-0.0739834 # DEPENDENCYPART_SIBL
(14,5),(14,16),0.0107783 # DEPENDENCYPART_SIBL
(14,5),(14,17),0.0424453 # DEPENDENCYPART_SIBL
(14,5),(14,18),0.0816647 # DEPENDENCYPART_SIBL
(14,5),(14,21),0.0371495 # DEPENDENCYPART_SIBL
(14,6),(14,7),0.0886548 # DEPENDENCYPART_SIBL
(14,6),(14,8),0.0269906 # DEPENDENCYPART_SIBL
(14,6),(14,9),0.187315 # DEPENDENCYPART_SIBL
(14,6),(14,10),0.0709164 # DEPENDENCYPART_SIBL
(14,6),(14,11),-0.0656379 # DEPENDENCYPART_SIBL
(14,6),(14,12),0.0960152 # DEPENDENCYPART_SIBL
(14,6),(14,13),0.0943036 # DEPENDENCYPART_SIBL
(14,6),(14,15),-0.0314854 # DEPENDENCYPART_SIBL
(14,6),(14,16),-0.0106294 # DEPENDENCYPART_SIBL
(14,6),(14,17),-0.0676383 # DEPENDENCYPART_SIBL
(14,6),(14,18),-0.0209589 # DEPENDENCYPART_SIBL
(14,6),(14,21),-0.0137716 # DEPENDENCYPART_SIBL
(14,7),(14,8),-0.0183383 # DEPENDENCYPART_SIBL
(14,7),(14,9),0.146566 # DEPENDENCYPART_SIBL
(14,7),(14,10),0.124855 # DEPENDENCYPART_SIBL
(14,7),(14,11),-0.00337986 # DEPENDENCYPART_SIBL
(14,7),(14,12),0.0358144 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.273096 # DEPENDENCYPART_SIBL
(14,7),(14,15),-0.0434844 # DEPENDENCYPART_SIBL
(14,7),(14,16),-0.00243186 # DEPENDENCYPART_SIBL
(14,7),(14,17),-0.00835673 # DEPENDENCYPART_SIBL
(14,7),(14,18),0.0208427 # DEPENDENCYPART_SIBL
(14,7),(14,21),0.00635373 # DEPENDENCYPART_SIBL
(14,8),(14,9),-0.359898 # DEPENDENCYPART_SIBL
(14,8),(14,10),-0.0879932 # DEPENDENCYPART_SIBL
(14,8),(14,11),-0.227738 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.345667 # DEPENDENCYPART_SIBL
(14,8),(14,13),-0.138428 # DEPENDENCYPART_SIBL
(14,8),(14,15),-0.082585 # DEPENDENCYPART_SIBL
(14,8),(14,16),-0.021566 # DEPENDENCYPART_SIBL
(14,8),(14,17),-0.019268 # DEPENDENCYPART_SIBL
(14,8),(14,18),0.0257685 # DEPENDENCYPART_SIBL
(14,8),(14,21),-0.00583466 # DEPENDENCYPART_SIBL
(14,9),(14,10),0.141776 # DEPENDENCYPART_SIBL
(14,9),(14,11),-0.0190006 # DEPENDENCYPART_SIBL
(14,9),(14,12),0.0729641 # DEPENDENCYPART_SIBL
(14,9),(14,13),0.162656 # DEPENDENCYPART_SIBL
(14,9),(14,15),-0.0385844 # DEPENDENCYPART_SIBL
(14,9),(14,16),0.00860455 # DEPENDENCYPART_SIBL
(14,9),(14,17),0.00168782 # DEPENDENCYPART_SIBL
(14,9),(14,18),0.0411445 # DEPENDENCYPART_SIBL
(14,9),(14,21),0.00835656 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.0347079 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.0809013 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.0391227 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.0641217 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.035449 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.0307761 # DEPENDENCYPART_SIBL
(14,10),(14,18),-0.000924789 # DEPENDENCYPART_SIBL
(14,10),(14,21),0.000953035 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.0219919 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.0803326 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.0185161 # DEPENDENCYPART_SIBL
(14,11),(14,16),0.000884396 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.0142751 # DEPENDENCYPART_SIBL
(14,11),(14,18),0.0422595 # DEPENDENCYPART_SIBL
(14,11),(14,21),-0.00394542 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.306475 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.0470347 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.00668235 # DEPENDENCYPART_SIBL
(14,12),(14,17),0.0428016 # DEPENDENCYPART_SIBL
(14,12),(14,18),0.0947404 # DEPENDENCYPART_SIBL
(14,12),(14,21),0.0390519 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0739834 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.0107783 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.0424453 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.0816647 # DEPENDENCYPART_SIBL
(14,13),(14,21),0.0371495 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.0337618 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.0652752 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.057548 # DEPENDENCYPART_SIBL
(14,15),(14,21),-0.0409097 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.0163682 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.0111905 # DEPENDENCYPART_SIBL
(14,16),(14,21),-0.0142738 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.0343011 # DEPENDENCYPART_SIBL
(14,17),(14,21),-0.0181689 # DEPENDENCYPART_SIBL
(14,18),(14,21),-0.0136071 # DEPENDENCYPART_SIBL
(15,2),(15,8),-0.565076 # DEPENDENCYPART_SIBL
(15,2),(15,9),-0.250477 # DEPENDENCYPART_SIBL
(15,2),(15,11),-0.10971 # DEPENDENCYPART_SIBL
(15,2),(15,12),-0.285161 # DEPENDENCYPART_SIBL
(15,2),(15,13),-0.0506715 # DEPENDENCYPART_SIBL
(15,2),(15,14),-0.351056 # DEPENDENCYPART_SIBL
(15,2),(15,17),-0.00729526 # DEPENDENCYPART_SIBL
(15,2),(15,18),0.0213421 # DEPENDENCYPART_SIBL
(15,2),(15,19),-0.044978 # DEPENDENCYPART_SIBL
(15,2),(15,21),-0.0183494 # DEPENDENCYPART_SIBL
(15,2),(15,22),-0.024371 # DEPENDENCYPART_SIBL
(15,8),(15,9),-0.455969 # DEPENDENCYPART_SIBL
(15,8),(15,11),-0.159751 # DEPENDENCYPART_SIBL
(15,8),(15,12),-0.380117 # DEPENDENCYPART_SIBL
(15,8),(15,13),-0.200916 # DEPENDENCYPART_SIBL
(15,8),(15,14),-0.408986 # DEPENDENCYPART_SIBL
(15,8),(15,17),-0.0950234 # DEPENDENCYPART_SIBL
(15,8),(15,18),-0.0668912 # DEPENDENCYPART_SIBL
(15,8),(15,19),-0.166193 # DEPENDENCYPART_SIBL
(15,8),(15,21),-0.139145 # DEPENDENCYPART_SIBL
(15,8),(15,22),-0.0812621 # DEPENDENCYPART_SIBL
(15,9),(15,11),-0.128918 # DEPENDENCYPART_SIBL
(15,9),(15,12),-0.209899 # DEPENDENCYPART_SIBL
(15,9),(15,13),-0.119556 # DEPENDENCYPART_SIBL
(15,9),(15,14),-0.186812 # DEPENDENCYPART_SIBL
(15,9),(15,17),-0.0881183 # DEPENDENCYPART_SIBL
(15,9),(15,18),-0.064535 # DEPENDENCYPART_SIBL
(15,9),(15,19),-0.163558 # DEPENDENCYPART_SIBL
(15,9),(15,21),-0.141057 # DEPENDENCYPART_SIBL
(15,9),(15,22),-0.0650751 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.0374294 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.0622017 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.0370901 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.0649361 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.0279192 # DEPENDENCYPART_SIBL
(15,11),(15,19),-0.111055 # DEPENDENCYPART_SIBL
(15,11),(15,21),-0.0744464 # DEPENDENCYPART_SIBL
(15,11),(15,22),-0.0445988 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.030687 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.128883 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.000390135 # DEPENDENCYPART_SIBL
(15,12),(15,18),0.0236983 # DEPENDENCYPART_SIBL
(15,12),(15,19),-0.0423426 # DEPENDENCYPART_SIBL
(15,12),(15,21),-0.0202621 # DEPENDENCYPART_SIBL
(15,12),(15,22),-0.00818398 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.0182491 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.0166876 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.00206105 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.0561971 # DEPENDENCYPART_SIBL
(15,13),(15,21),-0.0434006 # DEPENDENCYPART_SIBL
(15,13),(15,22),-0.0334553 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0223605 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.00261948 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.0586021 # DEPENDENCYPART_SIBL
(15,14),(15,21),-0.0361206 # DEPENDENCYPART_SIBL
(15,14),(15,22),0.0249933 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.0409912 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.0409906 # DEPENDENCYPART_SIBL
(15,17),(15,21),-0.0364455 # DEPENDENCYPART_SIBL
(15,17),(15,22),-0.036078 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.0374247 # DEPENDENCYPART_SIBL
(15,18),(15,21),-0.0333225 # DEPENDENCYPART_SIBL
(15,18),(15,22),-0.0173408 # DEPENDENCYPART_SIBL
(15,19),(15,21),-0.0286611 # DEPENDENCYPART_SIBL
(15,19),(15,22),-0.0619313 # DEPENDENCYPART_SIBL
(15,21),(15,22),-0.0432203 # DEPENDENCYPART_SIBL
(17,1),(17,5),-0.0427056 # DEPENDENCYPART_SIBL
(17,1),(17,7),0.0980413 # DEPENDENCYPART_SIBL
(17,1),(17,10),0.0768888 # DEPENDENCYPART_SIBL
(17,1),(17,12),0.136614 # DEPENDENCYPART_SIBL
(17,1),(17,13),-0.0427056 # DEPENDENCYPART_SIBL
(17,1),(17,14),0.0792567 # DEPENDENCYPART_SIBL
(17,1),(17,15),-0.00272735 # DEPENDENCYPART_SIBL
(17,1),(17,16),-0.0427056 # DEPENDENCYPART_SIBL
(17,1),(17,18),-0.0135517 # DEPENDENCYPART_SIBL
