# _root_ Ormanda atını oradan oraya sürmüş ve kuleye varmış sonunda . Fakat sağa bakmış , sola bakmış , ne merdiven görmüş ne de yukarıya _ _ çıkılacak başka bir şey .
#goldHeads=5,5,5,5,6,8,8,10,8,13,13,13,14,16,16,17,20,19,20,30,29,21,24,25,26,29,29,29,18,0,
#predictedHeads=2,5,5,5,6,8,8,10,8,0,30,13,14,16,16,17,20,29,20,21,26,21,25,25,26,29,29,29,30,0,
(20,10),(20,16),-0.00104545 # DEPENDENCYPART_SIBL
(20,10),(20,17),-0.170474 # DEPENDENCYPART_SIBL
(20,10),(20,18),-0.0948333 # DEPENDENCYPART_SIBL
(20,10),(20,19),-0.0402727 # DEPENDENCYPART_SIBL
(20,10),(20,21),-0.0209131 # DEPENDENCYPART_SIBL
(20,10),(20,22),-0.00663545 # DEPENDENCYPART_SIBL
(20,10),(20,23),0.027247 # DEPENDENCYPART_SIBL
(20,10),(20,24),-0.0852145 # DEPENDENCYPART_SIBL
(20,10),(20,25),-0.0852145 # DEPENDENCYPART_SIBL
(20,10),(20,29),0.044666 # DEPENDENCYPART_SIBL
(20,11),(20,12),0.00362337 # DEPENDENCYPART_SIBL
(20,11),(20,13),0.00422712 # DEPENDENCYPART_SIBL
(20,11),(20,14),-0.0732083 # DEPENDENCYPART_SIBL
(20,11),(20,15),0.00362337 # DEPENDENCYPART_SIBL
(20,11),(20,16),0.00422712 # DEPENDENCYPART_SIBL
(20,11),(20,17),-0.0732083 # DEPENDENCYPART_SIBL
(20,11),(20,18),-0.071221 # DEPENDENCYPART_SIBL
(20,11),(20,19),0.0141214 # DEPENDENCYPART_SIBL
(20,11),(20,21),-0.0468994 # DEPENDENCYPART_SIBL
(20,11),(20,22),-0.0232292 # DEPENDENCYPART_SIBL
(20,11),(20,23),-0.0443375 # DEPENDENCYPART_SIBL
(20,11),(20,24),-0.0681514 # DEPENDENCYPART_SIBL
(20,11),(20,25),-0.0681514 # DEPENDENCYPART_SIBL
(20,11),(20,29),-0.0341497 # DEPENDENCYPART_SIBL
(20,12),(20,13),0.00296518 # DEPENDENCYPART_SIBL
(20,12),(20,14),-0.167141 # DEPENDENCYPART_SIBL
(20,12),(20,15),-0.105397 # DEPENDENCYPART_SIBL
(20,12),(20,16),0.00296518 # DEPENDENCYPART_SIBL
(20,12),(20,17),-0.167141 # DEPENDENCYPART_SIBL
(20,12),(20,18),-0.104586 # DEPENDENCYPART_SIBL
(20,12),(20,19),-0.0739032 # DEPENDENCYPART_SIBL
(20,12),(20,21),-0.0365738 # DEPENDENCYPART_SIBL
(20,12),(20,22),0.0261804 # DEPENDENCYPART_SIBL
(20,12),(20,23),0.000948321 # DEPENDENCYPART_SIBL
(20,12),(20,24),-0.0760747 # DEPENDENCYPART_SIBL
(20,12),(20,25),-0.0760747 # DEPENDENCYPART_SIBL
(20,12),(20,29),0.0082457 # DEPENDENCYPART_SIBL
(20,13),(20,14),-0.137206 # DEPENDENCYPART_SIBL
(20,13),(20,15),-0.00688993 # DEPENDENCYPART_SIBL
(20,13),(20,16),-0.0677713 # DEPENDENCYPART_SIBL
(20,13),(20,17),-0.137206 # DEPENDENCYPART_SIBL
(20,13),(20,18),-0.00391853 # DEPENDENCYPART_SIBL
(20,13),(20,19),0.00360808 # DEPENDENCYPART_SIBL
(20,13),(20,21),-0.0583367 # DEPENDENCYPART_SIBL
(20,13),(20,22),-0.0388522 # DEPENDENCYPART_SIBL
(20,13),(20,23),0.00179233 # DEPENDENCYPART_SIBL
(20,13),(20,24),-0.0933506 # DEPENDENCYPART_SIBL
(20,13),(20,25),-0.0933506 # DEPENDENCYPART_SIBL
(20,13),(20,29),0.00918936 # DEPENDENCYPART_SIBL
(20,14),(20,15),0.00220211 # DEPENDENCYPART_SIBL
(20,14),(20,16),0.105546 # DEPENDENCYPART_SIBL
(20,14),(20,17),-0.241759 # DEPENDENCYPART_SIBL
(20,14),(20,18),-0.108403 # DEPENDENCYPART_SIBL
(20,14),(20,19),0.0127001 # DEPENDENCYPART_SIBL
(20,14),(20,21),-0.0161914 # DEPENDENCYPART_SIBL
(20,14),(20,22),-0.000229933 # DEPENDENCYPART_SIBL
(20,14),(20,23),-0.00827072 # DEPENDENCYPART_SIBL
(20,14),(20,24),-0.117494 # DEPENDENCYPART_SIBL
(20,14),(20,25),-0.117494 # DEPENDENCYPART_SIBL
(20,14),(20,29),0.0163878 # DEPENDENCYPART_SIBL
(20,15),(20,16),0.00296518 # DEPENDENCYPART_SIBL
(20,15),(20,17),-0.167141 # DEPENDENCYPART_SIBL
(20,15),(20,18),-0.104586 # DEPENDENCYPART_SIBL
(20,15),(20,19),-0.0739032 # DEPENDENCYPART_SIBL
(20,15),(20,21),-0.0365738 # DEPENDENCYPART_SIBL
(20,15),(20,22),0.0261804 # DEPENDENCYPART_SIBL
(20,15),(20,23),0.00183869 # DEPENDENCYPART_SIBL
(20,15),(20,24),-0.0760747 # DEPENDENCYPART_SIBL
(20,15),(20,25),-0.0760747 # DEPENDENCYPART_SIBL
(20,15),(20,29),0.00913607 # DEPENDENCYPART_SIBL
(20,16),(20,17),-0.137206 # DEPENDENCYPART_SIBL
(20,16),(20,18),-0.00391853 # DEPENDENCYPART_SIBL
(20,16),(20,19),0.00360808 # DEPENDENCYPART_SIBL
(20,16),(20,21),-0.0583367 # DEPENDENCYPART_SIBL
(20,16),(20,22),-0.0388522 # DEPENDENCYPART_SIBL
(20,16),(20,23),0.00179233 # DEPENDENCYPART_SIBL
(20,16),(20,24),-0.0933506 # DEPENDENCYPART_SIBL
(20,16),(20,25),-0.0933506 # DEPENDENCYPART_SIBL
(20,16),(20,29),0.00918936 # DEPENDENCYPART_SIBL
(20,17),(20,18),-0.108403 # DEPENDENCYPART_SIBL
(20,17),(20,19),0.0127001 # DEPENDENCYPART_SIBL
(20,17),(20,21),-0.0161914 # DEPENDENCYPART_SIBL
(20,17),(20,22),-0.000229933 # DEPENDENCYPART_SIBL
(20,17),(20,23),-0.00827072 # DEPENDENCYPART_SIBL
(20,17),(20,24),-0.117494 # DEPENDENCYPART_SIBL
(20,17),(20,25),-0.117494 # DEPENDENCYPART_SIBL
(20,17),(20,29),0.0163878 # DEPENDENCYPART_SIBL
(20,18),(20,19),-0.186476 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.0118577 # DEPENDENCYPART_SIBL
(20,18),(20,22),-0.0139669 # DEPENDENCYPART_SIBL
(20,18),(20,23),-0.00319386 # DEPENDENCYPART_SIBL
(20,18),(20,24),-0.0679251 # DEPENDENCYPART_SIBL
(20,18),(20,25),-0.0679251 # DEPENDENCYPART_SIBL
(20,18),(20,29),0.00358 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.0365738 # DEPENDENCYPART_SIBL
(20,19),(20,22),0.0261804 # DEPENDENCYPART_SIBL
(20,19),(20,23),0.00183869 # DEPENDENCYPART_SIBL
(20,19),(20,24),-0.0760747 # DEPENDENCYPART_SIBL
(20,19),(20,25),-0.0760747 # DEPENDENCYPART_SIBL
(20,19),(20,29),0.00913607 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.0852161 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.0813519 # DEPENDENCYPART_SIBL
(20,21),(20,24),-0.0600969 # DEPENDENCYPART_SIBL
(20,21),(20,25),-0.0600969 # DEPENDENCYPART_SIBL
(20,21),(20,29),-0.0759394 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.128781 # DEPENDENCYPART_SIBL
(20,22),(20,24),-0.0815255 # DEPENDENCYPART_SIBL
(20,22),(20,25),-0.0815255 # DEPENDENCYPART_SIBL
(20,22),(20,29),-0.123369 # DEPENDENCYPART_SIBL
(20,23),(20,24),-0.0310266 # DEPENDENCYPART_SIBL
(20,23),(20,25),-0.0310266 # DEPENDENCYPART_SIBL
(20,23),(20,29),-0.0518417 # DEPENDENCYPART_SIBL
(20,24),(20,25),-0.0598273 # DEPENDENCYPART_SIBL
(20,24),(20,29),-0.0738948 # DEPENDENCYPART_SIBL
(20,25),(20,29),-0.0738948 # DEPENDENCYPART_SIBL
(21,16),(21,18),0.0229895 # DEPENDENCYPART_SIBL
(21,16),(21,19),-0.0583864 # DEPENDENCYPART_SIBL
(21,16),(21,20),-0.0419686 # DEPENDENCYPART_SIBL
(21,16),(21,22),0.0552947 # DEPENDENCYPART_SIBL
(21,16),(21,23),-0.00234083 # DEPENDENCYPART_SIBL
(21,18),(21,19),-0.0708267 # DEPENDENCYPART_SIBL
(21,18),(21,20),0.0637747 # DEPENDENCYPART_SIBL
(21,18),(21,22),0.0478927 # DEPENDENCYPART_SIBL
(21,18),(21,23),0.00639 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.0560947 # DEPENDENCYPART_SIBL
(21,19),(21,22),0.112916 # DEPENDENCYPART_SIBL
(21,19),(21,23),0.00023518 # DEPENDENCYPART_SIBL
(21,20),(21,22),0.0552947 # DEPENDENCYPART_SIBL
(21,20),(21,23),-0.00173284 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.0505111 # DEPENDENCYPART_SIBL
(22,18),(22,19),-0.0843116 # DEPENDENCYPART_SIBL
(22,18),(22,20),0.0722335 # DEPENDENCYPART_SIBL
(22,18),(22,21),-0.0322375 # DEPENDENCYPART_SIBL
(22,18),(22,23),0.00557411 # DEPENDENCYPART_SIBL
(22,19),(22,20),0.0665625 # DEPENDENCYPART_SIBL
(22,19),(22,21),-0.0860352 # DEPENDENCYPART_SIBL
(22,19),(22,23),-0.0126223 # DEPENDENCYPART_SIBL
(22,20),(22,21),0.0224715 # DEPENDENCYPART_SIBL
(22,20),(22,23),-0.00538696 # DEPENDENCYPART_SIBL
(22,21),(22,23),0.00557411 # DEPENDENCYPART_SIBL
(23,19),(23,20),0.187315 # DEPENDENCYPART_SIBL
(23,19),(23,21),-0.039433 # DEPENDENCYPART_SIBL
(23,19),(23,22),-0.0427412 # DEPENDENCYPART_SIBL
(23,19),(23,24),-0.0536802 # DEPENDENCYPART_SIBL
(23,19),(23,25),-0.0536802 # DEPENDENCYPART_SIBL
(23,19),(23,26),0.00374064 # DEPENDENCYPART_SIBL
(23,19),(23,27),-0.00021347 # DEPENDENCYPART_SIBL
(23,19),(23,28),-0.0106294 # DEPENDENCYPART_SIBL
(23,19),(23,29),-0.0275747 # DEPENDENCYPART_SIBL
(23,20),(23,21),0.0735644 # DEPENDENCYPART_SIBL
(23,20),(23,22),0.0537855 # DEPENDENCYPART_SIBL
(23,20),(23,24),-0.0272739 # DEPENDENCYPART_SIBL
(23,20),(23,25),-0.0272739 # DEPENDENCYPART_SIBL
(23,20),(23,26),0.0802589 # DEPENDENCYPART_SIBL
(23,20),(23,27),0.0788667 # DEPENDENCYPART_SIBL
(23,20),(23,28),0.00860455 # DEPENDENCYPART_SIBL
(23,20),(23,29),0.0347105 # DEPENDENCYPART_SIBL
(23,21),(23,22),-0.0879796 # DEPENDENCYPART_SIBL
(23,21),(23,24),-0.0252073 # DEPENDENCYPART_SIBL
(23,21),(23,25),-0.0252073 # DEPENDENCYPART_SIBL
(23,21),(23,26),0.0311332 # DEPENDENCYPART_SIBL
(23,21),(23,27),0.0297413 # DEPENDENCYPART_SIBL
(23,21),(23,28),-0.01355 # DEPENDENCYPART_SIBL
(23,21),(23,29),0.0247685 # DEPENDENCYPART_SIBL
(23,22),(23,24),-0.0281914 # DEPENDENCYPART_SIBL
(23,22),(23,25),-0.0281914 # DEPENDENCYPART_SIBL
(23,22),(23,26),0.0239902 # DEPENDENCYPART_SIBL
(23,22),(23,27),0.0225983 # DEPENDENCYPART_SIBL
(23,22),(23,28),-0.0213084 # DEPENDENCYPART_SIBL
(23,22),(23,29),-0.0178491 # DEPENDENCYPART_SIBL
(23,24),(23,25),-0.035505 # DEPENDENCYPART_SIBL
(23,24),(23,26),-0.0180561 # DEPENDENCYPART_SIBL
(23,24),(23,27),-0.0180561 # DEPENDENCYPART_SIBL
(23,24),(23,28),-0.0283391 # DEPENDENCYPART_SIBL
(23,24),(23,29),-0.0322674 # DEPENDENCYPART_SIBL
(23,25),(23,26),-0.0180561 # DEPENDENCYPART_SIBL
(23,25),(23,27),-0.0180561 # DEPENDENCYPART_SIBL
(23,25),(23,28),-0.0283391 # DEPENDENCYPART_SIBL
(23,25),(23,29),-0.0322674 # DEPENDENCYPART_SIBL
(23,26),(23,27),-0.0172379 # DEPENDENCYPART_SIBL
(23,26),(23,28),-0.0273861 # DEPENDENCYPART_SIBL
(23,26),(23,29),-0.0232643 # DEPENDENCYPART_SIBL
(23,27),(23,28),-0.0274999 # DEPENDENCYPART_SIBL
(23,27),(23,29),-0.0236057 # DEPENDENCYPART_SIBL
(23,28),(23,29),-0.0111905 # DEPENDENCYPART_SIBL
(24,9),(24,17),-0.0574377 # DEPENDENCYPART_SIBL
(24,9),(24,19),0.197731 # DEPENDENCYPART_SIBL
(24,9),(24,20),0.11967 # DEPENDENCYPART_SIBL
(24,9),(24,21),-0.0404778 # DEPENDENCYPART_SIBL
(24,9),(24,22),-0.0544302 # DEPENDENCYPART_SIBL
(24,9),(24,23),0.19276 # DEPENDENCYPART_SIBL
(24,9),(24,27),-0.0413496 # DEPENDENCYPART_SIBL
(24,9),(24,29),0.0315576 # DEPENDENCYPART_SIBL
(24,17),(24,19),0.0230091 # DEPENDENCYPART_SIBL
(24,17),(24,20),0.0139238 # DEPENDENCYPART_SIBL
(24,17),(24,21),-0.174204 # DEPENDENCYPART_SIBL
(24,17),(24,22),-0.143233 # DEPENDENCYPART_SIBL
(24,17),(24,23),0.017979 # DEPENDENCYPART_SIBL
(24,17),(24,27),-0.0293477 # DEPENDENCYPART_SIBL
(24,17),(24,29),0.0354595 # DEPENDENCYPART_SIBL
(24,19),(24,20),0.157673 # DEPENDENCYPART_SIBL
(24,19),(24,21),-0.0859389 # DEPENDENCYPART_SIBL
(24,19),(24,22),-0.0522 # DEPENDENCYPART_SIBL
(24,19),(24,23),0.0519455 # DEPENDENCYPART_SIBL
(24,19),(24,27),-0.0232325 # DEPENDENCYPART_SIBL
(24,19),(24,29),0.0200495 # DEPENDENCYPART_SIBL
(24,20),(24,21),-0.0120475 # DEPENDENCYPART_SIBL
(24,20),(24,22),-0.0321006 # DEPENDENCYPART_SIBL
(24,20),(24,23),0.0891584 # DEPENDENCYPART_SIBL
(24,20),(24,27),0.0133129 # DEPENDENCYPART_SIBL
(24,20),(24,29),0.0212788 # DEPENDENCYPART_SIBL
(24,21),(24,22),-0.188781 # DEPENDENCYPART_SIBL
(24,21),(24,23),-0.113869 # DEPENDENCYPART_SIBL
(24,21),(24,27),-0.0347951 # DEPENDENCYPART_SIBL
(24,21),(24,29),-0.0123072 # DEPENDENCYPART_SIBL
(24,22),(24,23),0.0295883 # DEPENDENCYPART_SIBL
(24,22),(24,27),-0.0581437 # DEPENDENCYPART_SIBL
(24,22),(24,29),-0.0649424 # DEPENDENCYPART_SIBL
(24,23),(24,27),-0.0232325 # DEPENDENCYPART_SIBL
(24,23),(24,29),0.0200495 # DEPENDENCYPART_SIBL
(24,27),(24,29),-0.0211971 # DEPENDENCYPART_SIBL
(25,3),(25,4),0.161287 # DEPENDENCYPART_SIBL
(25,3),(25,6),-0.0244066 # DEPENDENCYPART_SIBL
(25,3),(25,7),0.0657866 # DEPENDENCYPART_SIBL
(25,3),(25,9),0.0761829 # DEPENDENCYPART_SIBL
(25,3),(25,10),-0.0443146 # DEPENDENCYPART_SIBL
(25,3),(25,12),0.0657866 # DEPENDENCYPART_SIBL
(25,3),(25,14),-0.0553917 # DEPENDENCYPART_SIBL
(25,3),(25,15),0.0657866 # DEPENDENCYPART_SIBL
(25,3),(25,16),0.182449 # DEPENDENCYPART_SIBL
(25,3),(25,17),-0.0553917 # DEPENDENCYPART_SIBL
(25,3),(25,18),-0.0661773 # DEPENDENCYPART_SIBL
(25,3),(25,19),0.0972806 # DEPENDENCYPART_SIBL
(25,3),(25,20),0.184491 # DEPENDENCYPART_SIBL
(25,3),(25,21),-0.0661773 # DEPENDENCYPART_SIBL
(25,3),(25,22),-0.0324383 # DEPENDENCYPART_SIBL
(25,3),(25,23),0.0839542 # DEPENDENCYPART_SIBL
(25,3),(25,24),-0.0322347 # DEPENDENCYPART_SIBL
(25,3),(25,27),-0.0238964 # DEPENDENCYPART_SIBL
(25,3),(25,29),0.0190853 # DEPENDENCYPART_SIBL
(25,4),(25,6),-0.0146234 # DEPENDENCYPART_SIBL
(25,4),(25,7),0.038918 # DEPENDENCYPART_SIBL
(25,4),(25,9),0.0848825 # DEPENDENCYPART_SIBL
(25,4),(25,10),-0.0345314 # DEPENDENCYPART_SIBL
(25,4),(25,12),0.038918 # DEPENDENCYPART_SIBL
(25,4),(25,14),-0.0456084 # DEPENDENCYPART_SIBL
(25,4),(25,15),0.038918 # DEPENDENCYPART_SIBL
(25,4),(25,16),0.203447 # DEPENDENCYPART_SIBL
(25,4),(25,17),-0.0456084 # DEPENDENCYPART_SIBL
(25,4),(25,18),-0.056394 # DEPENDENCYPART_SIBL
(25,4),(25,19),0.070412 # DEPENDENCYPART_SIBL
(25,4),(25,20),0.205489 # DEPENDENCYPART_SIBL
(25,4),(25,21),-0.056394 # DEPENDENCYPART_SIBL
(25,4),(25,22),-0.0226551 # DEPENDENCYPART_SIBL
(25,4),(25,23),0.0570857 # DEPENDENCYPART_SIBL
(25,4),(25,24),-0.00516681 # DEPENDENCYPART_SIBL
(25,4),(25,27),-0.0241129 # DEPENDENCYPART_SIBL
(25,4),(25,29),0.0179695 # DEPENDENCYPART_SIBL
(25,6),(25,7),0.0808059 # DEPENDENCYPART_SIBL
(25,6),(25,9),-0.0136928 # DEPENDENCYPART_SIBL
(25,6),(25,10),-0.0155191 # DEPENDENCYPART_SIBL
(25,6),(25,12),0.0808059 # DEPENDENCYPART_SIBL
(25,6),(25,14),-0.0193214 # DEPENDENCYPART_SIBL
(25,6),(25,15),0.0808059 # DEPENDENCYPART_SIBL
(25,6),(25,16),0.0187374 # DEPENDENCYPART_SIBL
(25,6),(25,17),-0.0193214 # DEPENDENCYPART_SIBL
(25,6),(25,18),-0.0965225 # DEPENDENCYPART_SIBL
(25,6),(25,19),0.091304 # DEPENDENCYPART_SIBL
(25,6),(25,20),0.0196695 # DEPENDENCYPART_SIBL
(25,6),(25,21),-0.0965225 # DEPENDENCYPART_SIBL
(25,6),(25,22),-0.120601 # DEPENDENCYPART_SIBL
(25,6),(25,23),0.0863332 # DEPENDENCYPART_SIBL
(25,6),(25,24),-0.219156 # DEPENDENCYPART_SIBL
(25,6),(25,27),-0.0461159 # DEPENDENCYPART_SIBL
(25,6),(25,29),-0.0504851 # DEPENDENCYPART_SIBL
(25,7),(25,9),0.0545882 # DEPENDENCYPART_SIBL
(25,7),(25,10),-0.0707669 # DEPENDENCYPART_SIBL
(25,7),(25,12),0.0108336 # DEPENDENCYPART_SIBL
(25,7),(25,14),-0.081844 # DEPENDENCYPART_SIBL
(25,7),(25,15),0.0108336 # DEPENDENCYPART_SIBL
(25,7),(25,16),0.148941 # DEPENDENCYPART_SIBL
(25,7),(25,17),-0.081844 # DEPENDENCYPART_SIBL
(25,7),(25,18),-0.0926296 # DEPENDENCYPART_SIBL
(25,7),(25,19),0.0423277 # DEPENDENCYPART_SIBL
(25,7),(25,20),0.150983 # DEPENDENCYPART_SIBL
(25,7),(25,21),-0.0926296 # DEPENDENCYPART_SIBL
(25,7),(25,22),-0.0588906 # DEPENDENCYPART_SIBL
(25,7),(25,23),0.0290013 # DEPENDENCYPART_SIBL
(25,7),(25,24),-0.07014 # DEPENDENCYPART_SIBL
(25,7),(25,27),-0.0232325 # DEPENDENCYPART_SIBL
(25,7),(25,29),0.0200495 # DEPENDENCYPART_SIBL
(25,9),(25,10),0.0109315 # DEPENDENCYPART_SIBL
(25,9),(25,12),0.187233 # DEPENDENCYPART_SIBL
(25,9),(25,14),-0.0574377 # DEPENDENCYPART_SIBL
(25,9),(25,15),0.187233 # DEPENDENCYPART_SIBL
(25,9),(25,16),0.118987 # DEPENDENCYPART_SIBL
(25,9),(25,17),-0.0574377 # DEPENDENCYPART_SIBL
(25,9),(25,18),-0.0404778 # DEPENDENCYPART_SIBL
(25,9),(25,19),0.197731 # DEPENDENCYPART_SIBL
(25,9),(25,20),0.11967 # DEPENDENCYPART_SIBL
(25,9),(25,21),-0.0404778 # DEPENDENCYPART_SIBL
(25,9),(25,22),-0.0544302 # DEPENDENCYPART_SIBL
(25,9),(25,23),0.19276 # DEPENDENCYPART_SIBL
(25,9),(25,24),-0.163883 # DEPENDENCYPART_SIBL
(25,9),(25,27),-0.0413496 # DEPENDENCYPART_SIBL
(25,9),(25,29),0.0315576 # DEPENDENCYPART_SIBL
(25,10),(25,12),-0.022283 # DEPENDENCYPART_SIBL
(25,10),(25,14),-0.133565 # DEPENDENCYPART_SIBL
(25,10),(25,15),-0.022283 # DEPENDENCYPART_SIBL
(25,10),(25,16),-0.031004 # DEPENDENCYPART_SIBL
(25,10),(25,17),-0.133565 # DEPENDENCYPART_SIBL
(25,10),(25,18),-0.137878 # DEPENDENCYPART_SIBL
(25,10),(25,19),-0.011785 # DEPENDENCYPART_SIBL
(25,10),(25,20),-0.0303208 # DEPENDENCYPART_SIBL
(25,10),(25,21),-0.137878 # DEPENDENCYPART_SIBL
(25,10),(25,22),-0.125584 # DEPENDENCYPART_SIBL
(25,10),(25,23),-0.0167854 # DEPENDENCYPART_SIBL
(25,10),(25,24),-0.385277 # DEPENDENCYPART_SIBL
(25,10),(25,27),-0.0170704 # DEPENDENCYPART_SIBL
(25,10),(25,29),0.0475313 # DEPENDENCYPART_SIBL
(25,12),(25,14),-0.081844 # DEPENDENCYPART_SIBL
(25,12),(25,15),0.0108336 # DEPENDENCYPART_SIBL
(25,12),(25,16),0.148941 # DEPENDENCYPART_SIBL
(25,12),(25,17),-0.081844 # DEPENDENCYPART_SIBL
(25,12),(25,18),-0.0926296 # DEPENDENCYPART_SIBL
(25,12),(25,19),0.0423277 # DEPENDENCYPART_SIBL
(25,12),(25,20),0.150983 # DEPENDENCYPART_SIBL
(25,12),(25,21),-0.0926296 # DEPENDENCYPART_SIBL
(25,12),(25,22),-0.0588906 # DEPENDENCYPART_SIBL
(25,12),(25,23),0.0290013 # DEPENDENCYPART_SIBL
(25,12),(25,24),-0.07014 # DEPENDENCYPART_SIBL
(25,12),(25,27),-0.0232325 # DEPENDENCYPART_SIBL
(25,12),(25,29),0.0191591 # DEPENDENCYPART_SIBL
(25,14),(25,15),0.0125111 # DEPENDENCYPART_SIBL
(25,14),(25,16),0.0132407 # DEPENDENCYPART_SIBL
(25,14),(25,17),-0.227892 # DEPENDENCYPART_SIBL
(25,14),(25,18),-0.174204 # DEPENDENCYPART_SIBL
(25,14),(25,19),0.0230091 # DEPENDENCYPART_SIBL
(25,14),(25,20),0.0139238 # DEPENDENCYPART_SIBL
(25,14),(25,21),-0.174204 # DEPENDENCYPART_SIBL
(25,14),(25,22),-0.143233 # DEPENDENCYPART_SIBL
(25,14),(25,23),0.017979 # DEPENDENCYPART_SIBL
(25,14),(25,24),-0.428719 # DEPENDENCYPART_SIBL
(25,14),(25,27),-0.0293477 # DEPENDENCYPART_SIBL
(25,14),(25,29),0.0354595 # DEPENDENCYPART_SIBL
(25,15),(25,16),0.148941 # DEPENDENCYPART_SIBL
(25,15),(25,17),-0.081844 # DEPENDENCYPART_SIBL
(25,15),(25,18),-0.0926296 # DEPENDENCYPART_SIBL
(25,15),(25,19),0.0423277 # DEPENDENCYPART_SIBL
(25,15),(25,20),0.150983 # DEPENDENCYPART_SIBL
(25,15),(25,21),-0.0926296 # DEPENDENCYPART_SIBL
(25,15),(25,22),-0.0588906 # DEPENDENCYPART_SIBL
(25,15),(25,23),0.0290013 # DEPENDENCYPART_SIBL
(25,15),(25,24),-0.07014 # DEPENDENCYPART_SIBL
(25,15),(25,27),-0.0232325 # DEPENDENCYPART_SIBL
(25,15),(25,29),0.0200495 # DEPENDENCYPART_SIBL
(25,16),(25,17),-0.0826345 # DEPENDENCYPART_SIBL
(25,16),(25,18),-0.000332978 # DEPENDENCYPART_SIBL
(25,16),(25,19),0.110015 # DEPENDENCYPART_SIBL
(25,16),(25,20),0.0189156 # DEPENDENCYPART_SIBL
(25,16),(25,21),-0.000332978 # DEPENDENCYPART_SIBL
(25,16),(25,22),-0.0203861 # DEPENDENCYPART_SIBL
(25,16),(25,23),0.105044 # DEPENDENCYPART_SIBL
(25,16),(25,24),-0.178907 # DEPENDENCYPART_SIBL
(25,16),(25,27),0.0125671 # DEPENDENCYPART_SIBL
(25,16),(25,29),0.019317 # DEPENDENCYPART_SIBL
(25,17),(25,18),-0.174204 # DEPENDENCYPART_SIBL
(25,17),(25,19),0.0230091 # DEPENDENCYPART_SIBL
(25,17),(25,20),0.0139238 # DEPENDENCYPART_SIBL
(25,17),(25,21),-0.174204 # DEPENDENCYPART_SIBL
(25,17),(25,22),-0.143233 # DEPENDENCYPART_SIBL
(25,17),(25,23),0.017979 # DEPENDENCYPART_SIBL
(25,17),(25,24),-0.428719 # DEPENDENCYPART_SIBL
(25,17),(25,27),-0.0293477 # DEPENDENCYPART_SIBL
(25,17),(25,29),0.0354595 # DEPENDENCYPART_SIBL
(25,18),(25,19),-0.108898 # DEPENDENCYPART_SIBL
(25,18),(25,20),-0.0381642 # DEPENDENCYPART_SIBL
(25,18),(25,21),-0.165605 # DEPENDENCYPART_SIBL
(25,18),(25,22),-0.188781 # DEPENDENCYPART_SIBL
(25,18),(25,23),-0.113869 # DEPENDENCYPART_SIBL
(25,18),(25,24),-0.270718 # DEPENDENCYPART_SIBL
(25,18),(25,27),-0.0347951 # DEPENDENCYPART_SIBL
(25,18),(25,29),-0.0123072 # DEPENDENCYPART_SIBL
(25,19),(25,20),0.157673 # DEPENDENCYPART_SIBL
(25,19),(25,21),-0.0859389 # DEPENDENCYPART_SIBL
(25,19),(25,22),-0.0522 # DEPENDENCYPART_SIBL
(25,19),(25,23),0.0519455 # DEPENDENCYPART_SIBL
(25,19),(25,24),-0.0581949 # DEPENDENCYPART_SIBL
(25,19),(25,27),-0.0232325 # DEPENDENCYPART_SIBL
(25,19),(25,29),0.0200495 # DEPENDENCYPART_SIBL
(25,20),(25,21),-0.0120475 # DEPENDENCYPART_SIBL
(25,20),(25,22),-0.0321006 # DEPENDENCYPART_SIBL
(25,20),(25,23),0.0891584 # DEPENDENCYPART_SIBL
(25,20),(25,24),-0.189601 # DEPENDENCYPART_SIBL
(25,20),(25,27),0.0133129 # DEPENDENCYPART_SIBL
(25,20),(25,29),0.0212788 # DEPENDENCYPART_SIBL
(25,21),(25,22),-0.188781 # DEPENDENCYPART_SIBL
(25,21),(25,23),-0.113869 # DEPENDENCYPART_SIBL
(25,21),(25,24),-0.270718 # DEPENDENCYPART_SIBL
(25,21),(25,27),-0.0347951 # DEPENDENCYPART_SIBL
(25,21),(25,29),-0.0123072 # DEPENDENCYPART_SIBL
(25,22),(25,23),0.0295883 # DEPENDENCYPART_SIBL
(25,22),(25,24),-0.230604 # DEPENDENCYPART_SIBL
(25,22),(25,27),-0.0581437 # DEPENDENCYPART_SIBL
(25,22),(25,29),-0.0649424 # DEPENDENCYPART_SIBL
(25,23),(25,24),-0.07014 # DEPENDENCYPART_SIBL
(25,23),(25,27),-0.0232325 # DEPENDENCYPART_SIBL
(25,23),(25,29),0.0200495 # DEPENDENCYPART_SIBL
(25,24),(25,27),0.00961951 # DEPENDENCYPART_SIBL
(25,24),(25,29),0.00315542 # DEPENDENCYPART_SIBL
(25,27),(25,29),-0.0211971 # DEPENDENCYPART_SIBL
(26,14),(26,17),-0.0918896 # DEPENDENCYPART_SIBL
