# _root_ Annem , telefonda dedeme bir doğum günü partisi _ düzenlediklerini söyledi , yarın dönsem iyi olurmuş ...
#goldHeads=11,0,11,9,8,7,8,9,10,11,12,16,14,16,16,17,0,
#predictedHeads=11,0,11,11,6,7,8,9,10,11,12,16,14,16,16,17,0,
(10,2),(10,3),0.00649166 # DEPENDENCYPART_SIBL
(10,2),(10,4),0.00649166 # DEPENDENCYPART_SIBL
(10,2),(10,6),0.0163754 # DEPENDENCYPART_SIBL
(10,2),(10,7),0.015308 # DEPENDENCYPART_SIBL
(10,2),(10,8),0.00649166 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.228157 # DEPENDENCYPART_SIBL
(10,2),(10,11),-0.00053375 # DEPENDENCYPART_SIBL
(10,3),(10,4),0.000681537 # DEPENDENCYPART_SIBL
(10,3),(10,6),0.010599 # DEPENDENCYPART_SIBL
(10,3),(10,7),0.0336293 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.000868689 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.0346871 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.00715619 # DEPENDENCYPART_SIBL
(10,4),(10,6),0.00290256 # DEPENDENCYPART_SIBL
(10,4),(10,7),0.0259329 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.00856513 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.0269906 # DEPENDENCYPART_SIBL
(10,4),(10,11),-0.00715619 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.00676553 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.0274598 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.0223734 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.00715619 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.0304292 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0282476 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.00755725 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0269283 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.00715619 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.00208845 # DEPENDENCYPART_SIBL
(11,1),(11,2),-0.19709 # DEPENDENCYPART_SIBL
(11,1),(11,3),-0.173309 # DEPENDENCYPART_SIBL
(11,1),(11,4),-0.173309 # DEPENDENCYPART_SIBL
(11,1),(11,5),-0.0462848 # DEPENDENCYPART_SIBL
(11,1),(11,6),-0.177838 # DEPENDENCYPART_SIBL
(11,1),(11,7),-0.123924 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.179992 # DEPENDENCYPART_SIBL
(11,1),(11,9),-0.0198723 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.173309 # DEPENDENCYPART_SIBL
(11,1),(11,12),-0.0681322 # DEPENDENCYPART_SIBL
(11,1),(11,13),-0.0106867 # DEPENDENCYPART_SIBL
(11,1),(11,14),-0.00269768 # DEPENDENCYPART_SIBL
(11,1),(11,16),-0.00296741 # DEPENDENCYPART_SIBL
(11,1),(11,17),-0.058483 # DEPENDENCYPART_SIBL
(11,2),(11,3),-0.0406917 # DEPENDENCYPART_SIBL
(11,2),(11,4),-0.0406917 # DEPENDENCYPART_SIBL
(11,2),(11,5),-0.0469022 # DEPENDENCYPART_SIBL
(11,2),(11,6),-0.0464025 # DEPENDENCYPART_SIBL
(11,2),(11,7),-0.0278998 # DEPENDENCYPART_SIBL
(11,2),(11,8),-0.0442743 # DEPENDENCYPART_SIBL
(11,2),(11,9),-0.170842 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.0406917 # DEPENDENCYPART_SIBL
(11,2),(11,12),0.0757731 # DEPENDENCYPART_SIBL
(11,2),(11,13),-0.0276453 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.0278801 # DEPENDENCYPART_SIBL
(11,2),(11,16),-0.0278802 # DEPENDENCYPART_SIBL
(11,2),(11,17),-0.0317173 # DEPENDENCYPART_SIBL
(11,3),(11,4),-0.107362 # DEPENDENCYPART_SIBL
(11,3),(11,5),-0.0182568 # DEPENDENCYPART_SIBL
(11,3),(11,6),-0.111891 # DEPENDENCYPART_SIBL
(11,3),(11,7),-0.0579765 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.114045 # DEPENDENCYPART_SIBL
(11,3),(11,9),0.0350784 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.107362 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.062748 # DEPENDENCYPART_SIBL
(11,3),(11,13),-0.00104595 # DEPENDENCYPART_SIBL
(11,3),(11,14),0.00365117 # DEPENDENCYPART_SIBL
(11,3),(11,16),0.00338143 # DEPENDENCYPART_SIBL
(11,3),(11,17),-0.0534921 # DEPENDENCYPART_SIBL
(11,4),(11,5),-0.0336497 # DEPENDENCYPART_SIBL
(11,4),(11,6),-0.142677 # DEPENDENCYPART_SIBL
(11,4),(11,7),-0.0887622 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.14483 # DEPENDENCYPART_SIBL
(11,4),(11,9),0.00429269 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.138147 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.062748 # DEPENDENCYPART_SIBL
(11,4),(11,13),-0.00104595 # DEPENDENCYPART_SIBL
(11,4),(11,14),0.00365117 # DEPENDENCYPART_SIBL
(11,4),(11,16),0.00338143 # DEPENDENCYPART_SIBL
(11,4),(11,17),-0.0534921 # DEPENDENCYPART_SIBL
(11,5),(11,6),-0.0381407 # DEPENDENCYPART_SIBL
(11,5),(11,7),-0.0267073 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.0497633 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.0531266 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.0461807 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.0932921 # DEPENDENCYPART_SIBL
(11,5),(11,13),0.00169967 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.00979036 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.0097904 # DEPENDENCYPART_SIBL
(11,5),(11,17),-0.0782359 # DEPENDENCYPART_SIBL
(11,6),(11,7),-0.115264 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.170809 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.00266798 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.164125 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.062748 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.00104595 # DEPENDENCYPART_SIBL
(11,6),(11,14),0.00365117 # DEPENDENCYPART_SIBL
(11,6),(11,16),0.00338143 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.0534921 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.121838 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.0334363 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.115155 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0627521 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.00144895 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.0036458 # DEPENDENCYPART_SIBL
(11,7),(11,16),0.00337606 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.0534962 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.00417623 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.138202 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0627481 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.00104601 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.00365111 # DEPENDENCYPART_SIBL
(11,8),(11,16),0.00338137 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.0534922 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.598688 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.136076 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0201691 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.048647 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.0486471 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.116956 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.062748 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.00104595 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.00365117 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.00338143 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.0534921 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.095776 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0499283 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0499283 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.0345189 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0127583 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.0127583 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.00879688 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.0281305 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.0533577 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.0533577 # DEPENDENCYPART_SIBL
(12,5),(12,6),0.0319998 # DEPENDENCYPART_SIBL
(12,5),(12,7),0.0182073 # DEPENDENCYPART_SIBL
(12,5),(12,8),0.0182491 # DEPENDENCYPART_SIBL
(12,5),(12,9),-0.00474098 # DEPENDENCYPART_SIBL
(12,5),(12,10),0.0182491 # DEPENDENCYPART_SIBL
(12,5),(12,11),-0.00169039 # DEPENDENCYPART_SIBL
(12,5),(12,13),-0.00206105 # DEPENDENCYPART_SIBL
(12,5),(12,14),-0.0415705 # DEPENDENCYPART_SIBL
(12,5),(12,16),-0.0415705 # DEPENDENCYPART_SIBL
(12,5),(12,17),-0.0420362 # DEPENDENCYPART_SIBL
(12,6),(12,7),-0.0783625 # DEPENDENCYPART_SIBL
(12,6),(12,8),-0.0964499 # DEPENDENCYPART_SIBL
(12,6),(12,9),-0.0498732 # DEPENDENCYPART_SIBL
(12,6),(12,10),-0.0948996 # DEPENDENCYPART_SIBL
(12,6),(12,11),0.0437058 # DEPENDENCYPART_SIBL
(12,6),(12,13),0.00262664 # DEPENDENCYPART_SIBL
(12,6),(12,14),-0.033615 # DEPENDENCYPART_SIBL
(12,6),(12,16),-0.0338847 # DEPENDENCYPART_SIBL
(12,6),(12,17),-0.00194416 # DEPENDENCYPART_SIBL
(12,7),(12,8),-0.06196 # DEPENDENCYPART_SIBL
(12,7),(12,9),-0.064687 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.0604098 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.032958 # DEPENDENCYPART_SIBL
(12,7),(12,13),0.00223128 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.0336158 # DEPENDENCYPART_SIBL
(12,7),(12,16),-0.0338855 # DEPENDENCYPART_SIBL
(12,7),(12,17),-0.00194416 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.0563598 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.0848328 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.0403691 # DEPENDENCYPART_SIBL
(12,8),(12,13),0.00262664 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.033615 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.0338847 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.00194416 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.408986 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.449902 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.0668871 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.138055 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.138055 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.102789 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0405559 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.00262664 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.033615 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.0338847 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.00194416 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0651332 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.14046 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.14046 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.0906067 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.032302 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.032302 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.0234379 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.0255374 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.0414154 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.0414154 # DEPENDENCYPART_SIBL
(13,5),(13,8),0.150331 # DEPENDENCYPART_SIBL
(13,5),(13,9),-0.0689849 # DEPENDENCYPART_SIBL
(13,5),(13,10),0.150331 # DEPENDENCYPART_SIBL
(13,5),(13,11),-0.00735792 # DEPENDENCYPART_SIBL
(13,5),(13,12),-0.030322 # DEPENDENCYPART_SIBL
(13,5),(13,14),0.0434723 # DEPENDENCYPART_SIBL
(13,5),(13,15),0.0756683 # DEPENDENCYPART_SIBL
(13,5),(13,16),0.0434723 # DEPENDENCYPART_SIBL
(13,8),(13,9),0.0269264 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.0070149 # DEPENDENCYPART_SIBL
(13,8),(13,11),0.187624 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.0656379 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.00699377 # DEPENDENCYPART_SIBL
(13,8),(13,15),0.00371457 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.00726347 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.331034 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.360261 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.227739 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.00200297 # DEPENDENCYPART_SIBL
(13,9),(13,15),0.0928558 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.00200301 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.187687 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.0656379 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.00699377 # DEPENDENCYPART_SIBL
(13,10),(13,15),0.00371457 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.00726347 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.0197229 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.0121853 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.0802225 # DEPENDENCYPART_SIBL
(13,11),(13,16),0.0121853 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.000448683 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.0198896 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.000448683 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0159976 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.0248625 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.0251113 # DEPENDENCYPART_SIBL
(14,1),(14,3),-0.0985517 # DEPENDENCYPART_SIBL
(14,1),(14,4),-0.0985517 # DEPENDENCYPART_SIBL
(14,1),(14,6),-0.103081 # DEPENDENCYPART_SIBL
(14,1),(14,7),-0.0491321 # DEPENDENCYPART_SIBL
(14,1),(14,8),-0.105235 # DEPENDENCYPART_SIBL
(14,1),(14,9),0.0113 # DEPENDENCYPART_SIBL
(14,1),(14,10),-0.0985517 # DEPENDENCYPART_SIBL
(14,1),(14,11),-0.00169227 # DEPENDENCYPART_SIBL
(14,1),(14,12),-0.170955 # DEPENDENCYPART_SIBL
(14,1),(14,13),-0.11257 # DEPENDENCYPART_SIBL
(14,1),(14,15),-0.0357837 # DEPENDENCYPART_SIBL
(14,1),(14,16),-0.0102944 # DEPENDENCYPART_SIBL
(14,3),(14,4),-0.032686 # DEPENDENCYPART_SIBL
(14,3),(14,6),-0.0372153 # DEPENDENCYPART_SIBL
(14,3),(14,7),0.0167336 # DEPENDENCYPART_SIBL
(14,3),(14,8),-0.039369 # DEPENDENCYPART_SIBL
(14,3),(14,9),0.064935 # DEPENDENCYPART_SIBL
(14,3),(14,10),-0.032686 # DEPENDENCYPART_SIBL
(14,3),(14,11),0.0314778 # DEPENDENCYPART_SIBL
(14,3),(14,12),-0.140045 # DEPENDENCYPART_SIBL
(14,3),(14,13),-0.0467042 # DEPENDENCYPART_SIBL
(14,3),(14,15),-0.0311862 # DEPENDENCYPART_SIBL
(14,3),(14,16),-0.00394551 # DEPENDENCYPART_SIBL
(14,4),(14,6),-0.068001 # DEPENDENCYPART_SIBL
(14,4),(14,7),-0.0140521 # DEPENDENCYPART_SIBL
(14,4),(14,8),-0.0701548 # DEPENDENCYPART_SIBL
(14,4),(14,9),0.0341493 # DEPENDENCYPART_SIBL
(14,4),(14,10),-0.0634717 # DEPENDENCYPART_SIBL
(14,4),(14,11),0.0160849 # DEPENDENCYPART_SIBL
(14,4),(14,12),-0.155437 # DEPENDENCYPART_SIBL
(14,4),(14,13),-0.07749 # DEPENDENCYPART_SIBL
(14,4),(14,15),-0.0311862 # DEPENDENCYPART_SIBL
(14,4),(14,16),-0.00394551 # DEPENDENCYPART_SIBL
(14,6),(14,7),-0.0405535 # DEPENDENCYPART_SIBL
(14,6),(14,8),-0.0961328 # DEPENDENCYPART_SIBL
(14,6),(14,9),0.0325246 # DEPENDENCYPART_SIBL
(14,6),(14,10),-0.0894497 # DEPENDENCYPART_SIBL
(14,6),(14,11),0.0113103 # DEPENDENCYPART_SIBL
(14,6),(14,12),-0.163362 # DEPENDENCYPART_SIBL
(14,6),(14,13),-0.103468 # DEPENDENCYPART_SIBL
(14,6),(14,15),-0.0311862 # DEPENDENCYPART_SIBL
(14,6),(14,16),-0.00394551 # DEPENDENCYPART_SIBL
(14,7),(14,8),-0.0470931 # DEPENDENCYPART_SIBL
(14,7),(14,9),-0.00354528 # DEPENDENCYPART_SIBL
(14,7),(14,10),-0.04041 # DEPENDENCYPART_SIBL
(14,7),(14,11),-0.00986122 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.165245 # DEPENDENCYPART_SIBL
(14,7),(14,13),-0.0544283 # DEPENDENCYPART_SIBL
(14,7),(14,15),-0.0311974 # DEPENDENCYPART_SIBL
(14,7),(14,16),-0.00395088 # DEPENDENCYPART_SIBL
(14,8),(14,9),0.0340328 # DEPENDENCYPART_SIBL
(14,8),(14,10),-0.0635259 # DEPENDENCYPART_SIBL
(14,8),(14,11),0.0159685 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.155492 # DEPENDENCYPART_SIBL
(14,8),(14,13),-0.0775442 # DEPENDENCYPART_SIBL
(14,8),(14,15),-0.0311863 # DEPENDENCYPART_SIBL
(14,8),(14,16),-0.00394557 # DEPENDENCYPART_SIBL
(14,9),(14,10),-0.551449 # DEPENDENCYPART_SIBL
(14,9),(14,11),-0.642373 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.444497 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.552088 # DEPENDENCYPART_SIBL
(14,9),(14,15),0.00847383 # DEPENDENCYPART_SIBL
(14,9),(14,16),-0.0410905 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.0160849 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.155437 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.07749 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.0311862 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.00394551 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.172628 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.00261306 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.00500061 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.0331102 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.0257957 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.0355925 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.0186728 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0444465 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0172046 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.0286607 # DEPENDENCYPART_SIBL
(15,8),(15,9),-0.00292446 # DEPENDENCYPART_SIBL
(15,8),(15,11),0.19376 # DEPENDENCYPART_SIBL
(15,8),(15,12),-0.0226344 # DEPENDENCYPART_SIBL
(15,8),(15,13),0.00637271 # DEPENDENCYPART_SIBL
(15,8),(15,14),0.192093 # DEPENDENCYPART_SIBL
(15,9),(15,11),-0.426309 # DEPENDENCYPART_SIBL
(15,9),(15,12),-0.176756 # DEPENDENCYPART_SIBL
(15,9),(15,13),-0.292099 # DEPENDENCYPART_SIBL
(15,9),(15,14),-0.425953 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.0520102 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.066035 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.0395437 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.0370018 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.0131106 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.215796 # DEPENDENCYPART_SIBL
(16,1),(16,3),-0.100782 # DEPENDENCYPART_SIBL
(16,1),(16,4),-0.100782 # DEPENDENCYPART_SIBL
(16,1),(16,6),-0.105311 # DEPENDENCYPART_SIBL
(16,1),(16,7),-0.0513622 # DEPENDENCYPART_SIBL
(16,1),(16,8),-0.107465 # DEPENDENCYPART_SIBL
(16,1),(16,9),0.0254045 # DEPENDENCYPART_SIBL
(16,1),(16,10),-0.100782 # DEPENDENCYPART_SIBL
(16,1),(16,11),0.0126825 # DEPENDENCYPART_SIBL
(16,1),(16,12),-0.167549 # DEPENDENCYPART_SIBL
(16,1),(16,13),-0.1148 # DEPENDENCYPART_SIBL
(16,1),(16,14),0.00946326 # DEPENDENCYPART_SIBL
(16,1),(16,15),0.0288808 # DEPENDENCYPART_SIBL
(16,1),(16,17),-0.0604611 # DEPENDENCYPART_SIBL
(16,3),(16,4),-0.034916 # DEPENDENCYPART_SIBL
(16,3),(16,6),-0.0394453 # DEPENDENCYPART_SIBL
(16,3),(16,7),0.0145035 # DEPENDENCYPART_SIBL
(16,3),(16,8),-0.0415991 # DEPENDENCYPART_SIBL
(16,3),(16,9),0.0790396 # DEPENDENCYPART_SIBL
(16,3),(16,10),-0.034916 # DEPENDENCYPART_SIBL
(16,3),(16,11),0.0458526 # DEPENDENCYPART_SIBL
(16,3),(16,12),-0.136639 # DEPENDENCYPART_SIBL
(16,3),(16,13),-0.0489343 # DEPENDENCYPART_SIBL
(16,3),(16,14),0.0426333 # DEPENDENCYPART_SIBL
(16,3),(16,15),0.0424317 # DEPENDENCYPART_SIBL
(16,3),(16,17),-0.0554702 # DEPENDENCYPART_SIBL
(16,4),(16,6),-0.0702311 # DEPENDENCYPART_SIBL
(16,4),(16,7),-0.0162822 # DEPENDENCYPART_SIBL
(16,4),(16,8),-0.0723849 # DEPENDENCYPART_SIBL
(16,4),(16,9),0.0482538 # DEPENDENCYPART_SIBL
(16,4),(16,10),-0.0657018 # DEPENDENCYPART_SIBL
(16,4),(16,11),0.0304597 # DEPENDENCYPART_SIBL
(16,4),(16,12),-0.152032 # DEPENDENCYPART_SIBL
(16,4),(16,13),-0.0797201 # DEPENDENCYPART_SIBL
(16,4),(16,14),0.0272404 # DEPENDENCYPART_SIBL
(16,4),(16,15),0.0270388 # DEPENDENCYPART_SIBL
(16,4),(16,17),-0.0554702 # DEPENDENCYPART_SIBL
(16,6),(16,7),-0.0427836 # DEPENDENCYPART_SIBL
(16,6),(16,8),-0.0983629 # DEPENDENCYPART_SIBL
(16,6),(16,9),0.0466291 # DEPENDENCYPART_SIBL
(16,6),(16,10),-0.0916798 # DEPENDENCYPART_SIBL
(16,6),(16,11),0.0256851 # DEPENDENCYPART_SIBL
(16,6),(16,12),-0.159957 # DEPENDENCYPART_SIBL
(16,6),(16,13),-0.105698 # DEPENDENCYPART_SIBL
(16,6),(16,14),0.0224659 # DEPENDENCYPART_SIBL
(16,6),(16,15),0.0169363 # DEPENDENCYPART_SIBL
(16,6),(16,17),-0.0554702 # DEPENDENCYPART_SIBL
(16,7),(16,8),-0.0493232 # DEPENDENCYPART_SIBL
(16,7),(16,9),0.0105593 # DEPENDENCYPART_SIBL
(16,7),(16,10),-0.0426401 # DEPENDENCYPART_SIBL
(16,7),(16,11),0.00451356 # DEPENDENCYPART_SIBL
(16,7),(16,12),-0.161839 # DEPENDENCYPART_SIBL
(16,7),(16,13),-0.0566584 # DEPENDENCYPART_SIBL
(16,7),(16,14),0.0012943 # DEPENDENCYPART_SIBL
(16,7),(16,15),0.0180563 # DEPENDENCYPART_SIBL
(16,7),(16,17),-0.0554743 # DEPENDENCYPART_SIBL
(16,8),(16,9),0.0481374 # DEPENDENCYPART_SIBL
(16,8),(16,10),-0.065756 # DEPENDENCYPART_SIBL
(16,8),(16,11),0.0303432 # DEPENDENCYPART_SIBL
(16,8),(16,12),-0.152086 # DEPENDENCYPART_SIBL
(16,8),(16,13),-0.0797742 # DEPENDENCYPART_SIBL
(16,8),(16,14),0.027124 # DEPENDENCYPART_SIBL
(16,8),(16,15),0.0269846 # DEPENDENCYPART_SIBL
(16,8),(16,17),-0.0554703 # DEPENDENCYPART_SIBL
(16,9),(16,10),-0.555248 # DEPENDENCYPART_SIBL
(16,9),(16,11),-0.639095 # DEPENDENCYPART_SIBL
(16,9),(16,12),-0.445313 # DEPENDENCYPART_SIBL
(16,9),(16,13),-0.555887 # DEPENDENCYPART_SIBL
(16,9),(16,14),-0.639515 # DEPENDENCYPART_SIBL
(16,9),(16,15),-0.506996 # DEPENDENCYPART_SIBL
(16,9),(16,17),-0.103823 # DEPENDENCYPART_SIBL
(16,10),(16,11),0.0304597 # DEPENDENCYPART_SIBL
(16,10),(16,12),-0.152032 # DEPENDENCYPART_SIBL
(16,10),(16,13),-0.0797201 # DEPENDENCYPART_SIBL
(16,10),(16,14),0.0272404 # DEPENDENCYPART_SIBL
(16,10),(16,15),0.0270388 # DEPENDENCYPART_SIBL
(16,10),(16,17),-0.0554702 # DEPENDENCYPART_SIBL
(16,11),(16,12),-0.172628 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.00559598 # DEPENDENCYPART_SIBL
(16,11),(16,14),-0.0777751 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.0737888 # DEPENDENCYPART_SIBL
(16,11),(16,17),-0.0759004 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.0228128 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.109862 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.0658015 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.0175467 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.0407821 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.0199353 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.0716286 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.0785864 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0753794 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0758694 # DEPENDENCYPART_SIBL
(17,9),(17,11),-0.507944 # DEPENDENCYPART_SIBL
(17,9),(17,12),-0.19074 # DEPENDENCYPART_SIBL
(17,9),(17,13),-0.425416 # DEPENDENCYPART_SIBL
(17,9),(17,14),-0.514021 # DEPENDENCYPART_SIBL
(17,9),(17,15),-0.367269 # DEPENDENCYPART_SIBL
(17,9),(17,16),-0.508878 # DEPENDENCYPART_SIBL
