# _root_ Ancak özellikle evrenbilim ve parçacık fiziğinde bugün bu ilke ne yazık ki _ çiğnenmiş , bu iki bilim dalı metafizik öğelerle , hayaletlerle dolmuştur .
#goldHeads=15,14,4,6,6,13,14,9,14,11,12,14,14,15,24,19,19,19,24,21,22,23,24,25,0,
#predictedHeads=25,3,4,5,6,14,14,9,10,11,14,11,14,15,24,19,18,19,24,21,24,0,24,25,0,
(18,11),(18,20),0.0398999 # DEPENDENCYPART_SIBL
(18,11),(18,21),0.0398999 # DEPENDENCYPART_SIBL
(18,11),(18,23),0.0398999 # DEPENDENCYPART_SIBL
(18,13),(18,14),-0.359898 # DEPENDENCYPART_SIBL
(18,13),(18,15),-0.229313 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.190156 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.14395 # DEPENDENCYPART_SIBL
(18,13),(18,19),0.0257742 # DEPENDENCYPART_SIBL
(18,13),(18,20),0.0257742 # DEPENDENCYPART_SIBL
(18,13),(18,21),0.0257742 # DEPENDENCYPART_SIBL
(18,13),(18,23),0.0257742 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.020575 # DEPENDENCYPART_SIBL
(18,14),(18,16),0.0697948 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.0821378 # DEPENDENCYPART_SIBL
(18,14),(18,19),0.0411502 # DEPENDENCYPART_SIBL
(18,14),(18,20),0.0411502 # DEPENDENCYPART_SIBL
(18,14),(18,21),0.0411502 # DEPENDENCYPART_SIBL
(18,14),(18,23),0.0411502 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.0245527 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.0304741 # DEPENDENCYPART_SIBL
(18,15),(18,19),0.0417249 # DEPENDENCYPART_SIBL
(18,15),(18,20),0.0417249 # DEPENDENCYPART_SIBL
(18,15),(18,21),0.0417249 # DEPENDENCYPART_SIBL
(18,15),(18,23),0.0417249 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.0956252 # DEPENDENCYPART_SIBL
(18,16),(18,19),0.00336277 # DEPENDENCYPART_SIBL
(18,16),(18,20),0.00336277 # DEPENDENCYPART_SIBL
(18,16),(18,21),0.00336277 # DEPENDENCYPART_SIBL
(18,16),(18,23),0.00336277 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.0390122 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.0390122 # DEPENDENCYPART_SIBL
(18,17),(18,21),0.0390122 # DEPENDENCYPART_SIBL
(18,17),(18,23),0.0390122 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.0253263 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.0253263 # DEPENDENCYPART_SIBL
(18,19),(18,23),-0.0253263 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.0253263 # DEPENDENCYPART_SIBL
(18,20),(18,23),-0.0253263 # DEPENDENCYPART_SIBL
(18,21),(18,23),-0.0253263 # DEPENDENCYPART_SIBL
(19,8),(19,11),-0.0193757 # DEPENDENCYPART_SIBL
(19,8),(19,12),-0.0609079 # DEPENDENCYPART_SIBL
(19,8),(19,13),-0.146434 # DEPENDENCYPART_SIBL
(19,8),(19,14),-0.00671129 # DEPENDENCYPART_SIBL
(19,8),(19,15),-0.048566 # DEPENDENCYPART_SIBL
(19,8),(19,16),-0.0977408 # DEPENDENCYPART_SIBL
(19,8),(19,17),0.0973135 # DEPENDENCYPART_SIBL
(19,8),(19,18),0.0778342 # DEPENDENCYPART_SIBL
(19,8),(19,20),0.0033628 # DEPENDENCYPART_SIBL
(19,8),(19,21),0.0033628 # DEPENDENCYPART_SIBL
(19,8),(19,22),-0.0944989 # DEPENDENCYPART_SIBL
(19,8),(19,23),0.0033628 # DEPENDENCYPART_SIBL
(19,11),(19,12),0.0039055 # DEPENDENCYPART_SIBL
(19,11),(19,13),0.0190438 # DEPENDENCYPART_SIBL
(19,11),(19,14),0.140237 # DEPENDENCYPART_SIBL
(19,11),(19,15),-0.00853304 # DEPENDENCYPART_SIBL
(19,11),(19,16),0.0556239 # DEPENDENCYPART_SIBL
(19,11),(19,17),0.0872936 # DEPENDENCYPART_SIBL
(19,11),(19,18),0.103271 # DEPENDENCYPART_SIBL
(19,11),(19,20),0.0399 # DEPENDENCYPART_SIBL
(19,11),(19,21),0.0399 # DEPENDENCYPART_SIBL
(19,11),(19,22),-0.0344732 # DEPENDENCYPART_SIBL
(19,11),(19,23),0.0399 # DEPENDENCYPART_SIBL
(19,12),(19,13),-0.201074 # DEPENDENCYPART_SIBL
(19,12),(19,14),0.0516434 # DEPENDENCYPART_SIBL
(19,12),(19,15),0.0182078 # DEPENDENCYPART_SIBL
(19,12),(19,16),-0.0447439 # DEPENDENCYPART_SIBL
(19,12),(19,17),0.031863 # DEPENDENCYPART_SIBL
(19,12),(19,18),0.0607538 # DEPENDENCYPART_SIBL
(19,12),(19,20),-0.00907875 # DEPENDENCYPART_SIBL
(19,12),(19,21),-0.00907875 # DEPENDENCYPART_SIBL
(19,12),(19,22),-0.0579424 # DEPENDENCYPART_SIBL
(19,12),(19,23),-0.00907875 # DEPENDENCYPART_SIBL
(19,13),(19,14),-0.359898 # DEPENDENCYPART_SIBL
(19,13),(19,15),-0.227738 # DEPENDENCYPART_SIBL
(19,13),(19,16),-0.184799 # DEPENDENCYPART_SIBL
(19,13),(19,17),-0.14395 # DEPENDENCYPART_SIBL
(19,13),(19,18),-0.308545 # DEPENDENCYPART_SIBL
(19,13),(19,20),0.0257743 # DEPENDENCYPART_SIBL
(19,13),(19,21),0.0257743 # DEPENDENCYPART_SIBL
(19,13),(19,22),-0.082585 # DEPENDENCYPART_SIBL
(19,13),(19,23),0.0257743 # DEPENDENCYPART_SIBL
(19,14),(19,15),-0.0190006 # DEPENDENCYPART_SIBL
(19,14),(19,16),0.0751517 # DEPENDENCYPART_SIBL
(19,14),(19,17),0.0821378 # DEPENDENCYPART_SIBL
(19,14),(19,18),0.123467 # DEPENDENCYPART_SIBL
(19,14),(19,20),0.0411503 # DEPENDENCYPART_SIBL
(19,14),(19,21),0.0411503 # DEPENDENCYPART_SIBL
(19,14),(19,22),-0.0385844 # DEPENDENCYPART_SIBL
(19,14),(19,23),0.0411503 # DEPENDENCYPART_SIBL
(19,15),(19,16),0.0299327 # DEPENDENCYPART_SIBL
(19,15),(19,17),0.0304974 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.0248594 # DEPENDENCYPART_SIBL
(19,15),(19,20),0.0422724 # DEPENDENCYPART_SIBL
(19,15),(19,21),0.0422724 # DEPENDENCYPART_SIBL
(19,15),(19,22),-0.0185161 # DEPENDENCYPART_SIBL
(19,15),(19,23),0.0422724 # DEPENDENCYPART_SIBL
(19,16),(19,17),0.0973135 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.0778342 # DEPENDENCYPART_SIBL
(19,16),(19,20),0.0033628 # DEPENDENCYPART_SIBL
(19,16),(19,21),0.0033628 # DEPENDENCYPART_SIBL
(19,16),(19,22),-0.0944989 # DEPENDENCYPART_SIBL
(19,16),(19,23),0.0033628 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.120608 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.0390122 # DEPENDENCYPART_SIBL
(19,17),(19,21),0.0390122 # DEPENDENCYPART_SIBL
(19,17),(19,22),-0.0228626 # DEPENDENCYPART_SIBL
(19,17),(19,23),0.0390122 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.021178 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.021178 # DEPENDENCYPART_SIBL
(19,18),(19,22),-0.0317049 # DEPENDENCYPART_SIBL
(19,18),(19,23),-0.021178 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.0253263 # DEPENDENCYPART_SIBL
(19,20),(19,22),0.0345567 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.0253263 # DEPENDENCYPART_SIBL
(19,21),(19,22),0.0345567 # DEPENDENCYPART_SIBL
(19,21),(19,23),-0.0253263 # DEPENDENCYPART_SIBL
(19,22),(19,23),-0.057548 # DEPENDENCYPART_SIBL
(20,14),(20,15),-0.0190006 # DEPENDENCYPART_SIBL
(20,14),(20,16),0.0751517 # DEPENDENCYPART_SIBL
(20,14),(20,17),0.0821378 # DEPENDENCYPART_SIBL
(20,14),(20,18),0.111118 # DEPENDENCYPART_SIBL
(20,14),(20,19),0.0983854 # DEPENDENCYPART_SIBL
(20,14),(20,21),0.0411503 # DEPENDENCYPART_SIBL
(20,14),(20,22),-0.0385844 # DEPENDENCYPART_SIBL
(20,14),(20,23),0.0411503 # DEPENDENCYPART_SIBL
(20,14),(20,24),0.0121885 # DEPENDENCYPART_SIBL
(20,15),(20,16),0.0299327 # DEPENDENCYPART_SIBL
(20,15),(20,17),0.0304974 # DEPENDENCYPART_SIBL
(20,15),(20,18),0.0125103 # DEPENDENCYPART_SIBL
(20,15),(20,19),0.00388288 # DEPENDENCYPART_SIBL
(20,15),(20,21),0.0422724 # DEPENDENCYPART_SIBL
(20,15),(20,22),-0.0185161 # DEPENDENCYPART_SIBL
(20,15),(20,23),0.0422724 # DEPENDENCYPART_SIBL
(20,15),(20,24),-0.000445715 # DEPENDENCYPART_SIBL
(20,16),(20,17),0.0956286 # DEPENDENCYPART_SIBL
(20,16),(20,18),0.0556542 # DEPENDENCYPART_SIBL
(20,16),(20,19),0.0346165 # DEPENDENCYPART_SIBL
(20,16),(20,21),0.0033628 # DEPENDENCYPART_SIBL
(20,16),(20,22),-0.0944989 # DEPENDENCYPART_SIBL
(20,16),(20,23),0.0033628 # DEPENDENCYPART_SIBL
(20,16),(20,24),-0.0101508 # DEPENDENCYPART_SIBL
(20,17),(20,18),0.108259 # DEPENDENCYPART_SIBL
(20,17),(20,19),0.0960175 # DEPENDENCYPART_SIBL
(20,17),(20,21),0.0390122 # DEPENDENCYPART_SIBL
(20,17),(20,22),-0.0228626 # DEPENDENCYPART_SIBL
(20,17),(20,23),0.0390122 # DEPENDENCYPART_SIBL
(20,17),(20,24),0.0289419 # DEPENDENCYPART_SIBL
(20,18),(20,19),-0.0535997 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.021178 # DEPENDENCYPART_SIBL
(20,18),(20,22),-0.0317049 # DEPENDENCYPART_SIBL
(20,18),(20,23),-0.021178 # DEPENDENCYPART_SIBL
(20,18),(20,24),-0.00721093 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.0209519 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.0314854 # DEPENDENCYPART_SIBL
(20,19),(20,23),-0.0209519 # DEPENDENCYPART_SIBL
(20,19),(20,24),-0.00699361 # DEPENDENCYPART_SIBL
(20,21),(20,22),0.0345567 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.0253263 # DEPENDENCYPART_SIBL
(20,21),(20,24),-0.0125873 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.057548 # DEPENDENCYPART_SIBL
(20,22),(20,24),-0.0409097 # DEPENDENCYPART_SIBL
(20,23),(20,24),-0.0125873 # DEPENDENCYPART_SIBL
(21,12),(21,14),0.0516434 # DEPENDENCYPART_SIBL
(21,12),(21,15),0.0182078 # DEPENDENCYPART_SIBL
(21,12),(21,16),-0.0447439 # DEPENDENCYPART_SIBL
(21,12),(21,17),0.031863 # DEPENDENCYPART_SIBL
(21,12),(21,18),0.050925 # DEPENDENCYPART_SIBL
(21,12),(21,19),0.0338767 # DEPENDENCYPART_SIBL
(21,12),(21,20),0.0320272 # DEPENDENCYPART_SIBL
(21,12),(21,22),-0.0579424 # DEPENDENCYPART_SIBL
(21,12),(21,23),-0.00907875 # DEPENDENCYPART_SIBL
(21,12),(21,24),-0.00104016 # DEPENDENCYPART_SIBL
(21,14),(21,15),-0.0190006 # DEPENDENCYPART_SIBL
(21,14),(21,16),0.0751517 # DEPENDENCYPART_SIBL
(21,14),(21,17),0.0821378 # DEPENDENCYPART_SIBL
(21,14),(21,18),0.113638 # DEPENDENCYPART_SIBL
(21,14),(21,19),0.100906 # DEPENDENCYPART_SIBL
(21,14),(21,20),0.0990561 # DEPENDENCYPART_SIBL
(21,14),(21,22),-0.0385844 # DEPENDENCYPART_SIBL
(21,14),(21,23),0.0411503 # DEPENDENCYPART_SIBL
(21,14),(21,24),0.0121885 # DEPENDENCYPART_SIBL
(21,15),(21,16),0.0299327 # DEPENDENCYPART_SIBL
(21,15),(21,17),0.0304974 # DEPENDENCYPART_SIBL
(21,15),(21,18),0.0150305 # DEPENDENCYPART_SIBL
(21,15),(21,19),0.00640307 # DEPENDENCYPART_SIBL
(21,15),(21,20),0.00456976 # DEPENDENCYPART_SIBL
(21,15),(21,22),-0.0185161 # DEPENDENCYPART_SIBL
(21,15),(21,23),0.0422724 # DEPENDENCYPART_SIBL
(21,15),(21,24),-0.000445715 # DEPENDENCYPART_SIBL
(21,16),(21,17),0.0956286 # DEPENDENCYPART_SIBL
(21,16),(21,18),0.0581744 # DEPENDENCYPART_SIBL
(21,16),(21,19),0.0371367 # DEPENDENCYPART_SIBL
(21,16),(21,20),0.0353654 # DEPENDENCYPART_SIBL
(21,16),(21,22),-0.0944989 # DEPENDENCYPART_SIBL
(21,16),(21,23),0.0033628 # DEPENDENCYPART_SIBL
(21,16),(21,24),-0.0101508 # DEPENDENCYPART_SIBL
(21,17),(21,18),0.110779 # DEPENDENCYPART_SIBL
(21,17),(21,19),0.0985377 # DEPENDENCYPART_SIBL
(21,17),(21,20),0.0966883 # DEPENDENCYPART_SIBL
(21,17),(21,22),-0.0228626 # DEPENDENCYPART_SIBL
(21,17),(21,23),0.0390122 # DEPENDENCYPART_SIBL
(21,17),(21,24),0.0289419 # DEPENDENCYPART_SIBL
(21,18),(21,19),-0.0510795 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.0570427 # DEPENDENCYPART_SIBL
(21,18),(21,22),-0.0317049 # DEPENDENCYPART_SIBL
(21,18),(21,23),-0.021178 # DEPENDENCYPART_SIBL
(21,18),(21,24),-0.00721093 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.0148389 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.0314854 # DEPENDENCYPART_SIBL
(21,19),(21,23),-0.0209519 # DEPENDENCYPART_SIBL
(21,19),(21,24),-0.00699361 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.0314854 # DEPENDENCYPART_SIBL
(21,20),(21,23),-0.0209518 # DEPENDENCYPART_SIBL
(21,20),(21,24),-0.00699361 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.057548 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.0409097 # DEPENDENCYPART_SIBL
(21,23),(21,24),-0.0125873 # DEPENDENCYPART_SIBL
(22,1),(22,11),0.0248908 # DEPENDENCYPART_SIBL
(22,1),(22,12),-0.074432 # DEPENDENCYPART_SIBL
(22,1),(22,13),0.0205593 # DEPENDENCYPART_SIBL
(22,1),(22,14),0.133408 # DEPENDENCYPART_SIBL
(22,1),(22,15),0.0395898 # DEPENDENCYPART_SIBL
(22,1),(22,16),-0.00357931 # DEPENDENCYPART_SIBL
(22,1),(22,18),-0.00888385 # DEPENDENCYPART_SIBL
(22,1),(22,19),-0.0100078 # DEPENDENCYPART_SIBL
(22,1),(22,20),-0.0100078 # DEPENDENCYPART_SIBL
(22,1),(22,21),-0.0100078 # DEPENDENCYPART_SIBL
(22,1),(22,23),0.0142735 # DEPENDENCYPART_SIBL
(22,1),(22,24),-0.0175597 # DEPENDENCYPART_SIBL
(22,1),(22,25),-0.0116228 # DEPENDENCYPART_SIBL
(22,11),(22,12),0.0249283 # DEPENDENCYPART_SIBL
(22,11),(22,13),0.110713 # DEPENDENCYPART_SIBL
(22,11),(22,14),0.161981 # DEPENDENCYPART_SIBL
(22,11),(22,15),0.0103556 # DEPENDENCYPART_SIBL
(22,11),(22,16),0.0214754 # DEPENDENCYPART_SIBL
(22,11),(22,18),-0.0311727 # DEPENDENCYPART_SIBL
(22,11),(22,19),-0.0311727 # DEPENDENCYPART_SIBL
(22,11),(22,20),-0.0311727 # DEPENDENCYPART_SIBL
(22,11),(22,21),-0.0311727 # DEPENDENCYPART_SIBL
(22,11),(22,23),-0.00439135 # DEPENDENCYPART_SIBL
(22,11),(22,24),-0.0420472 # DEPENDENCYPART_SIBL
(22,11),(22,25),-0.0195164 # DEPENDENCYPART_SIBL
(22,12),(22,13),-0.0177703 # DEPENDENCYPART_SIBL
(22,12),(22,14),0.132375 # DEPENDENCYPART_SIBL
(22,12),(22,15),0.0471549 # DEPENDENCYPART_SIBL
(22,12),(22,16),-0.00731231 # DEPENDENCYPART_SIBL
(22,12),(22,18),0.00399833 # DEPENDENCYPART_SIBL
(22,12),(22,19),0.00215279 # DEPENDENCYPART_SIBL
(22,12),(22,20),0.00215279 # DEPENDENCYPART_SIBL
(22,12),(22,21),0.00215279 # DEPENDENCYPART_SIBL
(22,12),(22,23),0.00918916 # DEPENDENCYPART_SIBL
(22,12),(22,24),-0.0223013 # DEPENDENCYPART_SIBL
(22,12),(22,25),-0.0177964 # DEPENDENCYPART_SIBL
(22,13),(22,14),-0.455969 # DEPENDENCYPART_SIBL
(22,13),(22,15),-0.159751 # DEPENDENCYPART_SIBL
(22,13),(22,16),-0.177042 # DEPENDENCYPART_SIBL
(22,13),(22,18),-0.409217 # DEPENDENCYPART_SIBL
(22,13),(22,19),-0.408986 # DEPENDENCYPART_SIBL
(22,13),(22,20),-0.408986 # DEPENDENCYPART_SIBL
(22,13),(22,21),-0.408986 # DEPENDENCYPART_SIBL
(22,13),(22,23),-0.0668854 # DEPENDENCYPART_SIBL
(22,13),(22,24),-0.138055 # DEPENDENCYPART_SIBL
(22,13),(22,25),-0.0812621 # DEPENDENCYPART_SIBL
(22,14),(22,15),-0.128918 # DEPENDENCYPART_SIBL
(22,14),(22,16),-0.116904 # DEPENDENCYPART_SIBL
(22,14),(22,18),-0.187044 # DEPENDENCYPART_SIBL
(22,14),(22,19),-0.186812 # DEPENDENCYPART_SIBL
(22,14),(22,20),-0.186812 # DEPENDENCYPART_SIBL
(22,14),(22,21),-0.186812 # DEPENDENCYPART_SIBL
(22,14),(22,23),-0.0645292 # DEPENDENCYPART_SIBL
(22,14),(22,24),-0.139969 # DEPENDENCYPART_SIBL
(22,14),(22,25),-0.0650751 # DEPENDENCYPART_SIBL
(22,15),(22,16),0.0110402 # DEPENDENCYPART_SIBL
(22,15),(22,18),0.0378982 # DEPENDENCYPART_SIBL
(22,15),(22,19),0.037074 # DEPENDENCYPART_SIBL
(22,15),(22,20),0.0370901 # DEPENDENCYPART_SIBL
(22,15),(22,21),0.0370901 # DEPENDENCYPART_SIBL
(22,15),(22,23),-0.0279063 # DEPENDENCYPART_SIBL
(22,15),(22,24),-0.0740256 # DEPENDENCYPART_SIBL
(22,15),(22,25),-0.0445988 # DEPENDENCYPART_SIBL
(22,16),(22,18),-0.0392291 # DEPENDENCYPART_SIBL
(22,16),(22,19),-0.0432499 # DEPENDENCYPART_SIBL
(22,16),(22,20),-0.0432106 # DEPENDENCYPART_SIBL
(22,16),(22,21),-0.0432106 # DEPENDENCYPART_SIBL
(22,16),(22,23),-0.015886 # DEPENDENCYPART_SIBL
(22,16),(22,24),-0.041652 # DEPENDENCYPART_SIBL
(22,16),(22,25),-0.0222444 # DEPENDENCYPART_SIBL
(22,18),(22,19),-0.101965 # DEPENDENCYPART_SIBL
(22,18),(22,20),-0.105042 # DEPENDENCYPART_SIBL
(22,18),(22,21),-0.102139 # DEPENDENCYPART_SIBL
(22,18),(22,23),0.00261316 # DEPENDENCYPART_SIBL
(22,18),(22,24),-0.0336179 # DEPENDENCYPART_SIBL
(22,18),(22,25),0.0249899 # DEPENDENCYPART_SIBL
(22,19),(22,20),-0.0895469 # DEPENDENCYPART_SIBL
(22,19),(22,21),-0.0866434 # DEPENDENCYPART_SIBL
(22,19),(22,23),0.00262651 # DEPENDENCYPART_SIBL
(22,19),(22,24),-0.033615 # DEPENDENCYPART_SIBL
(22,19),(22,25),0.0249933 # DEPENDENCYPART_SIBL
(22,20),(22,21),-0.0865269 # DEPENDENCYPART_SIBL
(22,20),(22,23),0.00262664 # DEPENDENCYPART_SIBL
(22,20),(22,24),-0.033615 # DEPENDENCYPART_SIBL
(22,20),(22,25),0.0249933 # DEPENDENCYPART_SIBL
(22,21),(22,23),0.00262664 # DEPENDENCYPART_SIBL
(22,21),(22,24),-0.033615 # DEPENDENCYPART_SIBL
(22,21),(22,25),0.0249933 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.032302 # DEPENDENCYPART_SIBL
(22,23),(22,25),-0.0173388 # DEPENDENCYPART_SIBL
(22,24),(22,25),-0.0431921 # DEPENDENCYPART_SIBL
(23,17),(23,18),0.110779 # DEPENDENCYPART_SIBL
(23,17),(23,19),0.0985377 # DEPENDENCYPART_SIBL
(23,17),(23,20),0.0966883 # DEPENDENCYPART_SIBL
(23,17),(23,21),0.0986102 # DEPENDENCYPART_SIBL
(23,17),(23,22),-0.0204309 # DEPENDENCYPART_SIBL
(23,17),(23,25),-0.0158538 # DEPENDENCYPART_SIBL
(23,18),(23,19),-0.0510795 # DEPENDENCYPART_SIBL
(23,18),(23,20),-0.0570427 # DEPENDENCYPART_SIBL
(23,18),(23,21),-0.0511804 # DEPENDENCYPART_SIBL
(23,18),(23,22),-0.0853911 # DEPENDENCYPART_SIBL
(23,18),(23,25),-0.0219534 # DEPENDENCYPART_SIBL
(23,19),(23,20),-0.0148389 # DEPENDENCYPART_SIBL
(23,19),(23,21),-0.0089766 # DEPENDENCYPART_SIBL
(23,19),(23,22),-0.0660838 # DEPENDENCYPART_SIBL
(23,19),(23,25),-0.0217351 # DEPENDENCYPART_SIBL
(23,20),(23,21),-0.00877134 # DEPENDENCYPART_SIBL
(23,20),(23,22),-0.0656379 # DEPENDENCYPART_SIBL
(23,20),(23,25),-0.0217351 # DEPENDENCYPART_SIBL
(23,21),(23,22),-0.0656379 # DEPENDENCYPART_SIBL
(23,21),(23,25),-0.0217351 # DEPENDENCYPART_SIBL
(23,22),(23,25),-0.0556606 # DEPENDENCYPART_SIBL
(24,1),(24,2),-0.0552966 # DEPENDENCYPART_SIBL
(24,1),(24,3),0.00253925 # DEPENDENCYPART_SIBL
(24,1),(24,4),-0.120526 # DEPENDENCYPART_SIBL
(24,1),(24,5),0.00253925 # DEPENDENCYPART_SIBL
(24,1),(24,6),0.00253925 # DEPENDENCYPART_SIBL
(24,1),(24,7),0.0292432 # DEPENDENCYPART_SIBL
(24,1),(24,9),0.00253925 # DEPENDENCYPART_SIBL
(24,1),(24,10),-0.0766211 # DEPENDENCYPART_SIBL
(24,1),(24,12),-0.111409 # DEPENDENCYPART_SIBL
(24,1),(24,13),-0.0476556 # DEPENDENCYPART_SIBL
(24,1),(24,14),0.0118107 # DEPENDENCYPART_SIBL
(24,1),(24,15),-0.0927778 # DEPENDENCYPART_SIBL
(24,1),(24,16),-0.0451596 # DEPENDENCYPART_SIBL
(24,1),(24,17),0.0110679 # DEPENDENCYPART_SIBL
(24,1),(24,18),-0.00720506 # DEPENDENCYPART_SIBL
(24,1),(24,19),0.00512409 # DEPENDENCYPART_SIBL
(24,1),(24,20),-0.00229498 # DEPENDENCYPART_SIBL
(24,1),(24,21),0.00253925 # DEPENDENCYPART_SIBL
(24,1),(24,22),-0.0927778 # DEPENDENCYPART_SIBL
(24,1),(24,23),0.00253925 # DEPENDENCYPART_SIBL
(24,1),(24,25),-0.11087 # DEPENDENCYPART_SIBL
(24,2),(24,3),-0.0515838 # DEPENDENCYPART_SIBL
(24,2),(24,4),-0.153059 # DEPENDENCYPART_SIBL
(24,2),(24,5),-0.0515838 # DEPENDENCYPART_SIBL
(24,2),(24,6),-0.0515838 # DEPENDENCYPART_SIBL
(24,2),(24,7),-0.0318803 # DEPENDENCYPART_SIBL
(24,2),(24,9),-0.0515838 # DEPENDENCYPART_SIBL
(24,2),(24,10),-0.103572 # DEPENDENCYPART_SIBL
(24,2),(24,12),-0.138268 # DEPENDENCYPART_SIBL
(24,2),(24,13),-0.0812575 # DEPENDENCYPART_SIBL
(24,2),(24,14),0.00229253 # DEPENDENCYPART_SIBL
(24,2),(24,15),-0.205218 # DEPENDENCYPART_SIBL
(24,2),(24,16),-0.158323 # DEPENDENCYPART_SIBL
(24,2),(24,17),-0.0544229 # DEPENDENCYPART_SIBL
(24,2),(24,18),-0.0694665 # DEPENDENCYPART_SIBL
(24,2),(24,19),-0.0491528 # DEPENDENCYPART_SIBL
(24,2),(24,20),-0.061594 # DEPENDENCYPART_SIBL
(24,2),(24,21),-0.0515838 # DEPENDENCYPART_SIBL
(24,2),(24,22),-0.205218 # DEPENDENCYPART_SIBL
(24,2),(24,23),-0.0515838 # DEPENDENCYPART_SIBL
(24,2),(24,25),-0.0932444 # DEPENDENCYPART_SIBL
(24,3),(24,4),-0.0934967 # DEPENDENCYPART_SIBL
(24,3),(24,5),-0.0706418 # DEPENDENCYPART_SIBL
(24,3),(24,6),-0.0706418 # DEPENDENCYPART_SIBL
(24,3),(24,7),-0.0312646 # DEPENDENCYPART_SIBL
(24,3),(24,9),-0.0706418 # DEPENDENCYPART_SIBL
(24,3),(24,10),-0.095272 # DEPENDENCYPART_SIBL
(24,3),(24,12),-0.0896149 # DEPENDENCYPART_SIBL
(24,3),(24,13),0.0317593 # DEPENDENCYPART_SIBL
(24,3),(24,14),0.0143212 # DEPENDENCYPART_SIBL
(24,3),(24,15),-0.157828 # DEPENDENCYPART_SIBL
(24,3),(24,16),-0.130501 # DEPENDENCYPART_SIBL
(24,3),(24,17),-0.0235377 # DEPENDENCYPART_SIBL
(24,3),(24,18),-0.119944 # DEPENDENCYPART_SIBL
(24,3),(24,19),-0.0623576 # DEPENDENCYPART_SIBL
(24,3),(24,20),-0.080246 # DEPENDENCYPART_SIBL
(24,3),(24,21),-0.0706418 # DEPENDENCYPART_SIBL
(24,3),(24,22),-0.157828 # DEPENDENCYPART_SIBL
(24,3),(24,23),-0.0706418 # DEPENDENCYPART_SIBL
(24,3),(24,25),-0.071472 # DEPENDENCYPART_SIBL
(24,4),(24,5),0.00593921 # DEPENDENCYPART_SIBL
(24,4),(24,6),0.00593921 # DEPENDENCYPART_SIBL
(24,4),(24,7),0.0312537 # DEPENDENCYPART_SIBL
(24,4),(24,9),0.00593921 # DEPENDENCYPART_SIBL
(24,4),(24,10),-0.0837267 # DEPENDENCYPART_SIBL
(24,4),(24,12),-0.117859 # DEPENDENCYPART_SIBL
(24,4),(24,13),-0.101066 # DEPENDENCYPART_SIBL
(24,4),(24,14),-0.0373461 # DEPENDENCYPART_SIBL
(24,4),(24,15),-0.100638 # DEPENDENCYPART_SIBL
(24,4),(24,16),-0.0786217 # DEPENDENCYPART_SIBL
(24,4),(24,17),0.0128272 # DEPENDENCYPART_SIBL
(24,4),(24,18),-0.00301381 # DEPENDENCYPART_SIBL
(24,4),(24,19),0.00852404 # DEPENDENCYPART_SIBL
(24,4),(24,20),0.00110497 # DEPENDENCYPART_SIBL
(24,4),(24,21),0.00593921 # DEPENDENCYPART_SIBL
(24,4),(24,22),-0.100638 # DEPENDENCYPART_SIBL
(24,4),(24,23),0.00593921 # DEPENDENCYPART_SIBL
(24,4),(24,25),-0.104945 # DEPENDENCYPART_SIBL
(24,5),(24,6),-0.0706418 # DEPENDENCYPART_SIBL
(24,5),(24,7),-0.0312646 # DEPENDENCYPART_SIBL
(24,5),(24,9),-0.0706418 # DEPENDENCYPART_SIBL
(24,5),(24,10),-0.095272 # DEPENDENCYPART_SIBL
(24,5),(24,12),-0.0896149 # DEPENDENCYPART_SIBL
(24,5),(24,13),0.0317593 # DEPENDENCYPART_SIBL
