# _root_ Sen donunu taşı , dedi Recep oğlana , kayığın üstünde _ unuttuğu donu _ gösterip .
#goldHeads=3,3,4,5,16,5,5,0,10,11,12,13,14,15,5,0,
#predictedHeads=3,3,4,5,16,5,5,0,10,11,12,13,14,15,5,0,
(9,5),(9,11),-0.0314046 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.0761112 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.0335729 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0661182 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0265425 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0536802 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.00374064 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0262379 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0419678 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0569933 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0199186 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0422724 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0226956 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.00301631 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0253263 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0180561 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0322674 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0232643 # DEPENDENCYPART_SIBL
(10,1),(10,2),0.0384175 # DEPENDENCYPART_SIBL
(10,1),(10,3),0.0772649 # DEPENDENCYPART_SIBL
(10,1),(10,5),0.0740652 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.0384126 # DEPENDENCYPART_SIBL
(10,1),(10,7),0.0383764 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.0304243 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.0221068 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.0202763 # DEPENDENCYPART_SIBL
(10,1),(10,12),0.0664324 # DEPENDENCYPART_SIBL
(10,2),(10,3),0.17331 # DEPENDENCYPART_SIBL
(10,2),(10,5),0.158741 # DEPENDENCYPART_SIBL
(10,2),(10,6),-0.0279913 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.0363726 # DEPENDENCYPART_SIBL
(10,2),(10,8),-0.0769001 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.0609573 # DEPENDENCYPART_SIBL
(10,2),(10,11),-0.054275 # DEPENDENCYPART_SIBL
(10,2),(10,12),0.00314579 # DEPENDENCYPART_SIBL
(10,3),(10,5),0.0979497 # DEPENDENCYPART_SIBL
(10,3),(10,6),0.0880147 # DEPENDENCYPART_SIBL
(10,3),(10,7),0.0891613 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.0195522 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.0722465 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.0272739 # DEPENDENCYPART_SIBL
(10,3),(10,12),0.0802589 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.0905069 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.0916534 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.0107543 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.0747386 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.0314046 # DEPENDENCYPART_SIBL
(10,5),(10,12),0.0761112 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.0291004 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.0762917 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.0523505 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0542842 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.00314579 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.0765862 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.0584111 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.054275 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.00314579 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.0504045 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0569946 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.0199174 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.054275 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.00314579 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0180561 # DEPENDENCYPART_SIBL
(11,1),(11,2),0.112547 # DEPENDENCYPART_SIBL
(11,1),(11,3),0.0661311 # DEPENDENCYPART_SIBL
(11,1),(11,4),-0.128393 # DEPENDENCYPART_SIBL
(11,1),(11,5),0.0617772 # DEPENDENCYPART_SIBL
(11,1),(11,6),0.123556 # DEPENDENCYPART_SIBL
(11,1),(11,7),0.109048 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.128393 # DEPENDENCYPART_SIBL
(11,1),(11,9),0.111091 # DEPENDENCYPART_SIBL
(11,1),(11,10),0.12577 # DEPENDENCYPART_SIBL
(11,1),(11,13),-0.0944793 # DEPENDENCYPART_SIBL
(11,1),(11,14),-0.0634352 # DEPENDENCYPART_SIBL
(11,1),(11,15),-0.0967571 # DEPENDENCYPART_SIBL
(11,1),(11,16),-0.116285 # DEPENDENCYPART_SIBL
(11,2),(11,3),0.13606 # DEPENDENCYPART_SIBL
(11,2),(11,4),-0.0901799 # DEPENDENCYPART_SIBL
(11,2),(11,5),0.119249 # DEPENDENCYPART_SIBL
(11,2),(11,6),0.0245869 # DEPENDENCYPART_SIBL
(11,2),(11,7),-0.0074937 # DEPENDENCYPART_SIBL
(11,2),(11,8),-0.0901799 # DEPENDENCYPART_SIBL
(11,2),(11,9),-0.0156781 # DEPENDENCYPART_SIBL
(11,2),(11,10),0.0117025 # DEPENDENCYPART_SIBL
(11,2),(11,13),0.0123844 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.0702924 # DEPENDENCYPART_SIBL
(11,2),(11,15),-0.00668772 # DEPENDENCYPART_SIBL
(11,2),(11,16),-0.0509601 # DEPENDENCYPART_SIBL
(11,3),(11,4),-0.1158 # DEPENDENCYPART_SIBL
(11,3),(11,5),-0.00915722 # DEPENDENCYPART_SIBL
(11,3),(11,6),0.0889193 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.0767769 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.1158 # DEPENDENCYPART_SIBL
(11,3),(11,9),0.0775291 # DEPENDENCYPART_SIBL
(11,3),(11,10),0.0934984 # DEPENDENCYPART_SIBL
(11,3),(11,13),0.0139057 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.0854085 # DEPENDENCYPART_SIBL
(11,3),(11,15),0.0372284 # DEPENDENCYPART_SIBL
(11,3),(11,16),-0.0703965 # DEPENDENCYPART_SIBL
(11,4),(11,5),0.0335601 # DEPENDENCYPART_SIBL
(11,4),(11,6),0.0128102 # DEPENDENCYPART_SIBL
(11,4),(11,7),-0.0150881 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.227892 # DEPENDENCYPART_SIBL
(11,4),(11,9),-0.0104704 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.0342599 # DEPENDENCYPART_SIBL
(11,4),(11,13),0.0108194 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.120576 # DEPENDENCYPART_SIBL
(11,4),(11,15),0.134713 # DEPENDENCYPART_SIBL
(11,4),(11,16),-0.0642176 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.0612159 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.0490735 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.126551 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.0498257 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.065795 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.00408287 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.0951673 # DEPENDENCYPART_SIBL
(11,5),(11,15),0.0229962 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.0788677 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.0213555 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.0749245 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.0158403 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.0405518 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.0127121 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.0699826 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.0064627 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.0506321 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.0818677 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.0027966 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.0219149 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.00308498 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.0751895 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.0115848 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.0558572 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.0104704 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.0342599 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.0108194 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.120576 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.134713 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.0642176 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.0146786 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.0127734 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0699033 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.00629872 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.0505711 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.01277 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.069912 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.00630216 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.0505746 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0253089 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.0133232 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.0049745 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.0566717 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.101043 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.0334128 # DEPENDENCYPART_SIBL
(12,4),(12,6),0.0362597 # DEPENDENCYPART_SIBL
(12,4),(12,7),0.0295597 # DEPENDENCYPART_SIBL
(12,4),(12,8),-0.0918896 # DEPENDENCYPART_SIBL
(12,4),(12,9),0.0234563 # DEPENDENCYPART_SIBL
(12,4),(12,10),0.0490526 # DEPENDENCYPART_SIBL
(12,4),(12,11),-0.22269 # DEPENDENCYPART_SIBL
(12,6),(12,7),0.0186601 # DEPENDENCYPART_SIBL
(12,6),(12,8),-0.0164238 # DEPENDENCYPART_SIBL
(12,6),(12,9),0.0138136 # DEPENDENCYPART_SIBL
(12,6),(12,10),0.0164363 # DEPENDENCYPART_SIBL
(12,6),(12,11),0.00396626 # DEPENDENCYPART_SIBL
(12,7),(12,8),-0.0163744 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.00820198 # DEPENDENCYPART_SIBL
(12,7),(12,10),0.0108247 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.00462371 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.0234563 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.0490526 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.22269 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.00648156 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.00495798 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.000661905 # DEPENDENCYPART_SIBL
(13,1),(13,2),0.0501931 # DEPENDENCYPART_SIBL
(13,1),(13,8),-0.0298728 # DEPENDENCYPART_SIBL
(13,1),(13,9),0.0338824 # DEPENDENCYPART_SIBL
(13,1),(13,10),0.0528388 # DEPENDENCYPART_SIBL
(13,1),(13,11),-0.0354958 # DEPENDENCYPART_SIBL
(13,1),(13,12),0.0785778 # DEPENDENCYPART_SIBL
(13,1),(13,14),-0.0202782 # DEPENDENCYPART_SIBL
(13,1),(13,15),-0.0253808 # DEPENDENCYPART_SIBL
(13,1),(13,16),-0.0513349 # DEPENDENCYPART_SIBL
(13,2),(13,8),-0.066432 # DEPENDENCYPART_SIBL
(13,2),(13,9),-0.0340313 # DEPENDENCYPART_SIBL
(13,2),(13,10),-0.00950196 # DEPENDENCYPART_SIBL
(13,2),(13,11),0.0190377 # DEPENDENCYPART_SIBL
(13,2),(13,12),0.0915241 # DEPENDENCYPART_SIBL
(13,2),(13,14),-0.0536821 # DEPENDENCYPART_SIBL
(13,2),(13,15),0.00394319 # DEPENDENCYPART_SIBL
(13,2),(13,16),-0.0217351 # DEPENDENCYPART_SIBL
(13,8),(13,9),-0.0410995 # DEPENDENCYPART_SIBL
(13,8),(13,10),0.0339567 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.228157 # DEPENDENCYPART_SIBL
(13,8),(13,12),0.0212658 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.0570027 # DEPENDENCYPART_SIBL
(13,8),(13,15),0.147232 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.0556643 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.0185676 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.0235204 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.0870239 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.0536821 # DEPENDENCYPART_SIBL
(13,9),(13,15),0.00394319 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.0217351 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.0371257 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.107834 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.0536838 # DEPENDENCYPART_SIBL
(13,10),(13,15),0.00394319 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.0217351 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.346606 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.0470452 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.00780753 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.0618717 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0062112 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.0146101 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.0405361 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0162903 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.0606447 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.0288746 # DEPENDENCYPART_SIBL
(14,1),(14,2),0.112547 # DEPENDENCYPART_SIBL
(14,1),(14,3),0.0661311 # DEPENDENCYPART_SIBL
(14,1),(14,4),-0.128393 # DEPENDENCYPART_SIBL
(14,1),(14,6),0.123556 # DEPENDENCYPART_SIBL
(14,1),(14,7),0.109048 # DEPENDENCYPART_SIBL
(14,1),(14,8),-0.128393 # DEPENDENCYPART_SIBL
(14,1),(14,9),0.111091 # DEPENDENCYPART_SIBL
(14,1),(14,10),0.12577 # DEPENDENCYPART_SIBL
(14,1),(14,11),-0.06877 # DEPENDENCYPART_SIBL
(14,1),(14,12),0.0737218 # DEPENDENCYPART_SIBL
(14,1),(14,13),0.117654 # DEPENDENCYPART_SIBL
(14,1),(14,15),-0.0967571 # DEPENDENCYPART_SIBL
(14,1),(14,16),-0.116285 # DEPENDENCYPART_SIBL
(14,2),(14,3),0.13606 # DEPENDENCYPART_SIBL
(14,2),(14,4),-0.0901799 # DEPENDENCYPART_SIBL
(14,2),(14,6),0.0245869 # DEPENDENCYPART_SIBL
(14,2),(14,7),-0.0074937 # DEPENDENCYPART_SIBL
(14,2),(14,8),-0.0901799 # DEPENDENCYPART_SIBL
(14,2),(14,9),-0.0156781 # DEPENDENCYPART_SIBL
(14,2),(14,10),0.0117025 # DEPENDENCYPART_SIBL
(14,2),(14,11),-0.0927935 # DEPENDENCYPART_SIBL
(14,2),(14,12),0.0773842 # DEPENDENCYPART_SIBL
(14,2),(14,13),0.0019939 # DEPENDENCYPART_SIBL
(14,2),(14,15),-0.00668772 # DEPENDENCYPART_SIBL
(14,2),(14,16),-0.0509601 # DEPENDENCYPART_SIBL
(14,3),(14,4),-0.1158 # DEPENDENCYPART_SIBL
(14,3),(14,6),0.0889193 # DEPENDENCYPART_SIBL
(14,3),(14,7),0.0767769 # DEPENDENCYPART_SIBL
(14,3),(14,8),-0.1158 # DEPENDENCYPART_SIBL
(14,3),(14,9),0.0775291 # DEPENDENCYPART_SIBL
(14,3),(14,10),0.0934984 # DEPENDENCYPART_SIBL
(14,3),(14,11),-0.189601 # DEPENDENCYPART_SIBL
(14,3),(14,12),-0.0106126 # DEPENDENCYPART_SIBL
(14,3),(14,13),0.0853739 # DEPENDENCYPART_SIBL
(14,3),(14,15),0.0372284 # DEPENDENCYPART_SIBL
(14,3),(14,16),-0.0703965 # DEPENDENCYPART_SIBL
(14,4),(14,6),0.0128102 # DEPENDENCYPART_SIBL
(14,4),(14,7),-0.0150881 # DEPENDENCYPART_SIBL
(14,4),(14,8),-0.227892 # DEPENDENCYPART_SIBL
(14,4),(14,9),-0.0104704 # DEPENDENCYPART_SIBL
(14,4),(14,10),0.0342599 # DEPENDENCYPART_SIBL
(14,4),(14,11),-0.428719 # DEPENDENCYPART_SIBL
(14,4),(14,12),0.0262514 # DEPENDENCYPART_SIBL
(14,4),(14,13),0.0219266 # DEPENDENCYPART_SIBL
(14,4),(14,15),0.134713 # DEPENDENCYPART_SIBL
(14,4),(14,16),-0.0642176 # DEPENDENCYPART_SIBL
(14,6),(14,7),0.0213555 # DEPENDENCYPART_SIBL
(14,6),(14,8),-0.0749245 # DEPENDENCYPART_SIBL
(14,6),(14,9),0.0158403 # DEPENDENCYPART_SIBL
(14,6),(14,10),0.0405518 # DEPENDENCYPART_SIBL
(14,6),(14,11),-0.0645036 # DEPENDENCYPART_SIBL
(14,6),(14,12),0.0910781 # DEPENDENCYPART_SIBL
(14,6),(14,13),0.0308431 # DEPENDENCYPART_SIBL
(14,6),(14,15),-0.0064627 # DEPENDENCYPART_SIBL
(14,6),(14,16),-0.0506321 # DEPENDENCYPART_SIBL
(14,7),(14,8),-0.0818677 # DEPENDENCYPART_SIBL
(14,7),(14,9),-0.0027966 # DEPENDENCYPART_SIBL
(14,7),(14,10),0.0219149 # DEPENDENCYPART_SIBL
(14,7),(14,11),-0.0704742 # DEPENDENCYPART_SIBL
(14,7),(14,12),0.0839648 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.0122063 # DEPENDENCYPART_SIBL
(14,7),(14,15),-0.0115848 # DEPENDENCYPART_SIBL
(14,7),(14,16),-0.0558572 # DEPENDENCYPART_SIBL
(14,8),(14,9),-0.0104704 # DEPENDENCYPART_SIBL
(14,8),(14,10),0.0342599 # DEPENDENCYPART_SIBL
(14,8),(14,11),-0.428719 # DEPENDENCYPART_SIBL
(14,8),(14,12),0.0262514 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.0219266 # DEPENDENCYPART_SIBL
(14,8),(14,15),0.134713 # DEPENDENCYPART_SIBL
(14,8),(14,16),-0.0642176 # DEPENDENCYPART_SIBL
(14,9),(14,10),0.0146786 # DEPENDENCYPART_SIBL
(14,9),(14,11),-0.0715866 # DEPENDENCYPART_SIBL
(14,9),(14,12),0.0821704 # DEPENDENCYPART_SIBL
(14,9),(14,13),0.00496996 # DEPENDENCYPART_SIBL
(14,9),(14,15),-0.00629872 # DEPENDENCYPART_SIBL
(14,9),(14,16),-0.0505711 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.0685256 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.101376 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.0323412 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.00630216 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.0505746 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.525061 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.561479 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.0203407 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.119174 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.0465008 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.024169 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.0977768 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.00825203 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0525216 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.0334128 # DEPENDENCYPART_SIBL
(15,2),(15,6),0.0575164 # DEPENDENCYPART_SIBL
(15,2),(15,7),0.0510812 # DEPENDENCYPART_SIBL
(15,2),(15,9),0.0449004 # DEPENDENCYPART_SIBL
(15,2),(15,10),0.0512005 # DEPENDENCYPART_SIBL
(15,2),(15,13),0.0515314 # DEPENDENCYPART_SIBL
(15,2),(15,14),0.14238 # DEPENDENCYPART_SIBL
(15,6),(15,7),0.0565046 # DEPENDENCYPART_SIBL
(15,6),(15,9),0.0516584 # DEPENDENCYPART_SIBL
(15,6),(15,10),0.0566239 # DEPENDENCYPART_SIBL
(15,6),(15,13),0.0569548 # DEPENDENCYPART_SIBL
(15,6),(15,14),0.14745 # DEPENDENCYPART_SIBL
(15,7),(15,9),0.0479617 # DEPENDENCYPART_SIBL
(15,7),(15,10),0.0529273 # DEPENDENCYPART_SIBL
(15,7),(15,13),0.0532582 # DEPENDENCYPART_SIBL
(15,7),(15,14),0.150046 # DEPENDENCYPART_SIBL
(15,9),(15,10),0.0485603 # DEPENDENCYPART_SIBL
(15,9),(15,13),0.0488913 # DEPENDENCYPART_SIBL
(15,9),(15,14),0.150333 # DEPENDENCYPART_SIBL
(15,10),(15,13),0.0613619 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.147368 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.150214 # DEPENDENCYPART_SIBL
(16,2),(16,3),0.0387268 # DEPENDENCYPART_SIBL
(16,2),(16,4),-0.0664511 # DEPENDENCYPART_SIBL
(16,2),(16,5),-0.066911 # DEPENDENCYPART_SIBL
(16,2),(16,8),-0.0664511 # DEPENDENCYPART_SIBL
(16,2),(16,9),-0.0344455 # DEPENDENCYPART_SIBL
(16,2),(16,10),-0.0279599 # DEPENDENCYPART_SIBL
(16,2),(16,11),-0.0591902 # DEPENDENCYPART_SIBL
(16,2),(16,13),-0.0278144 # DEPENDENCYPART_SIBL
(16,2),(16,14),-0.0591902 # DEPENDENCYPART_SIBL
(16,2),(16,15),0.00340919 # DEPENDENCYPART_SIBL
(16,3),(16,4),-0.220022 # DEPENDENCYPART_SIBL
(16,3),(16,5),-0.555621 # DEPENDENCYPART_SIBL
(16,3),(16,8),-0.220022 # DEPENDENCYPART_SIBL
(16,3),(16,9),-0.253518 # DEPENDENCYPART_SIBL
(16,3),(16,10),-0.252873 # DEPENDENCYPART_SIBL
(16,3),(16,11),-0.510511 # DEPENDENCYPART_SIBL
(16,3),(16,13),-0.252877 # DEPENDENCYPART_SIBL
(16,3),(16,14),-0.510511 # DEPENDENCYPART_SIBL
(16,3),(16,15),-0.141792 # DEPENDENCYPART_SIBL
(16,4),(16,5),0.0152688 # DEPENDENCYPART_SIBL
(16,4),(16,8),-0.0750983 # DEPENDENCYPART_SIBL
(16,4),(16,9),0.0608278 # DEPENDENCYPART_SIBL
(16,4),(16,10),0.0892118 # DEPENDENCYPART_SIBL
(16,4),(16,11),-0.168714 # DEPENDENCYPART_SIBL
(16,4),(16,13),0.0811432 # DEPENDENCYPART_SIBL
(16,4),(16,14),-0.168714 # DEPENDENCYPART_SIBL
(16,4),(16,15),-0.0163108 # DEPENDENCYPART_SIBL
(16,5),(16,8),-0.281129 # DEPENDENCYPART_SIBL
(16,5),(16,9),-0.345194 # DEPENDENCYPART_SIBL
(16,5),(16,10),-0.344549 # DEPENDENCYPART_SIBL
(16,5),(16,11),-0.640478 # DEPENDENCYPART_SIBL
(16,5),(16,13),-0.344553 # DEPENDENCYPART_SIBL
(16,5),(16,14),-0.640478 # DEPENDENCYPART_SIBL
(16,5),(16,15),-0.205392 # DEPENDENCYPART_SIBL
(16,8),(16,9),0.0608278 # DEPENDENCYPART_SIBL
(16,8),(16,10),0.0892118 # DEPENDENCYPART_SIBL
(16,8),(16,11),-0.168714 # DEPENDENCYPART_SIBL
(16,8),(16,13),0.0811432 # DEPENDENCYPART_SIBL
(16,8),(16,14),-0.168714 # DEPENDENCYPART_SIBL
(16,8),(16,15),-0.0163108 # DEPENDENCYPART_SIBL
(16,9),(16,10),-0.0306 # DEPENDENCYPART_SIBL
(16,9),(16,11),-0.0512373 # DEPENDENCYPART_SIBL
(16,9),(16,13),-0.0304546 # DEPENDENCYPART_SIBL
(16,9),(16,14),-0.0512373 # DEPENDENCYPART_SIBL
(16,9),(16,15),0.00391079 # DEPENDENCYPART_SIBL
(16,10),(16,11),-0.057573 # DEPENDENCYPART_SIBL
(16,10),(16,13),-0.0196722 # DEPENDENCYPART_SIBL
(16,10),(16,14),-0.057573 # DEPENDENCYPART_SIBL
(16,10),(16,15),0.000596812 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.472197 # DEPENDENCYPART_SIBL
(16,11),(16,14),-1.03143 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.228057 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.0515923 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.00379224 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.228057 # DEPENDENCYPART_SIBL
(0,3),(3,1),-0.19207 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.565475 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.316524 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.258406 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.154558 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.881286 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),-0.887918 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),-0.766119 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),-2.25473 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),-0.883124 # DEPENDENCYPART_GRANDPAR
(0,3),(3,14),-2.84099 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),-0.465319 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),-0.569909 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),-1.09323 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-1.17562 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),0.159223 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.234215 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),-2.49936 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),-0.936816 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),-3.08563 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),-0.207068 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),-0.537314 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.537169 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.287705 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.20383 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.930555 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.238403 # DEPENDENCYPART_GRANDPAR
