# _root_ Gazetecilere uçak havada _ yanarak geldi yere _ çakıldı _ diyen tanıklar , anket heyetinin _ hazırladığı raporlara göre , _ _ farklı konuşmuşlardı .
#goldHeads=10,6,6,5,6,10,9,9,10,11,12,24,0,15,16,17,18,19,24,0,22,23,24,25,0,
#predictedHeads=6,3,4,5,6,9,6,9,10,11,12,24,0,15,16,17,18,19,24,0,22,23,24,25,0,
(9,4),(9,7),-0.564572 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.948637 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.107125 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.00335948 # DEPENDENCYPART_SIBL
(9,4),(9,18),-0.00335948 # DEPENDENCYPART_SIBL
(9,4),(9,21),-0.0693936 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.00756925 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.0198335 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.123216 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0766993 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.0431542 # DEPENDENCYPART_SIBL
(9,5),(9,18),0.0431542 # DEPENDENCYPART_SIBL
(9,5),(9,21),-0.0110218 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.00448983 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.0378601 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0944788 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.000670172 # DEPENDENCYPART_SIBL
(9,6),(9,18),0.000670172 # DEPENDENCYPART_SIBL
(9,6),(9,21),-0.0588823 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0578772 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0741633 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.00261734 # DEPENDENCYPART_SIBL
(9,7),(9,18),0.00261734 # DEPENDENCYPART_SIBL
(9,7),(9,21),-0.0663434 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0905943 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.00527488 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.00527488 # DEPENDENCYPART_SIBL
(9,8),(9,21),-0.0807173 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0793073 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.0793073 # DEPENDENCYPART_SIBL
(9,10),(9,21),-0.0903948 # DEPENDENCYPART_SIBL
(9,14),(9,18),-0.0572542 # DEPENDENCYPART_SIBL
(9,14),(9,21),-0.0759775 # DEPENDENCYPART_SIBL
(9,18),(9,21),-0.0759775 # DEPENDENCYPART_SIBL
(10,3),(10,4),-0.122787 # DEPENDENCYPART_SIBL
(10,3),(10,5),0.0618299 # DEPENDENCYPART_SIBL
(10,3),(10,6),0.102837 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.063515 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.244854 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.110251 # DEPENDENCYPART_SIBL
(10,3),(10,19),0.049573 # DEPENDENCYPART_SIBL
(10,3),(10,20),-0.0373298 # DEPENDENCYPART_SIBL
(10,3),(10,24),0.00662317 # DEPENDENCYPART_SIBL
(10,4),(10,5),-0.389524 # DEPENDENCYPART_SIBL
(10,4),(10,6),-0.654272 # DEPENDENCYPART_SIBL
(10,4),(10,7),-0.58345 # DEPENDENCYPART_SIBL
(10,4),(10,8),-1.11514 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.647001 # DEPENDENCYPART_SIBL
(10,4),(10,19),-0.0542894 # DEPENDENCYPART_SIBL
(10,4),(10,20),-0.118712 # DEPENDENCYPART_SIBL
(10,4),(10,24),-0.0433137 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.0984547 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.116686 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.161989 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.104955 # DEPENDENCYPART_SIBL
(10,5),(10,19),-0.0176331 # DEPENDENCYPART_SIBL
(10,5),(10,20),-0.0674848 # DEPENDENCYPART_SIBL
(10,5),(10,24),-0.0243546 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.073196 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.107796 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.00463127 # DEPENDENCYPART_SIBL
(10,6),(10,19),-0.0139435 # DEPENDENCYPART_SIBL
(10,6),(10,20),-0.0689866 # DEPENDENCYPART_SIBL
(10,6),(10,24),-0.0208626 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.218307 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.107903 # DEPENDENCYPART_SIBL
(10,7),(10,19),0.0515203 # DEPENDENCYPART_SIBL
(10,7),(10,20),-0.0353813 # DEPENDENCYPART_SIBL
(10,7),(10,24),0.00842475 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.504241 # DEPENDENCYPART_SIBL
(10,8),(10,19),0.00794928 # DEPENDENCYPART_SIBL
(10,8),(10,20),-0.0883332 # DEPENDENCYPART_SIBL
(10,8),(10,24),-0.0176964 # DEPENDENCYPART_SIBL
(10,9),(10,19),-0.01266 # DEPENDENCYPART_SIBL
(10,9),(10,20),-0.0677031 # DEPENDENCYPART_SIBL
(10,9),(10,24),-0.0189887 # DEPENDENCYPART_SIBL
(10,19),(10,20),0.000996653 # DEPENDENCYPART_SIBL
(10,19),(10,24),-0.0164621 # DEPENDENCYPART_SIBL
(10,20),(10,24),-0.0540562 # DEPENDENCYPART_SIBL
(11,1),(11,2),-0.00692522 # DEPENDENCYPART_SIBL
(11,1),(11,3),0.00742817 # DEPENDENCYPART_SIBL
(11,1),(11,5),0.113607 # DEPENDENCYPART_SIBL
(11,1),(11,7),0.000467007 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.181927 # DEPENDENCYPART_SIBL
(11,1),(11,9),0.199563 # DEPENDENCYPART_SIBL
(11,1),(11,10),0.00409544 # DEPENDENCYPART_SIBL
(11,2),(11,3),-0.00652394 # DEPENDENCYPART_SIBL
(11,2),(11,5),0.105496 # DEPENDENCYPART_SIBL
(11,2),(11,7),-0.0134851 # DEPENDENCYPART_SIBL
(11,2),(11,8),-0.208859 # DEPENDENCYPART_SIBL
(11,2),(11,9),0.187836 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.0206117 # DEPENDENCYPART_SIBL
(11,3),(11,5),0.112218 # DEPENDENCYPART_SIBL
(11,3),(11,7),-0.00253833 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.188613 # DEPENDENCYPART_SIBL
(11,3),(11,9),0.193687 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.00626807 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.138208 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.0268657 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.0578892 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.10168 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.181937 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.1869 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.0108934 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.185953 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.720893 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.168818 # DEPENDENCYPART_SIBL
(12,1),(12,2),-0.0225419 # DEPENDENCYPART_SIBL
(12,1),(12,3),-0.0141671 # DEPENDENCYPART_SIBL
(12,1),(12,5),0.115986 # DEPENDENCYPART_SIBL
(12,1),(12,6),0.183216 # DEPENDENCYPART_SIBL
(12,1),(12,7),-0.015401 # DEPENDENCYPART_SIBL
(12,1),(12,8),-0.16734 # DEPENDENCYPART_SIBL
(12,1),(12,9),0.187315 # DEPENDENCYPART_SIBL
(12,1),(12,10),0.0269906 # DEPENDENCYPART_SIBL
(12,1),(12,11),0.0891977 # DEPENDENCYPART_SIBL
(12,1),(12,13),-0.0314854 # DEPENDENCYPART_SIBL
(12,1),(12,14),-0.0209518 # DEPENDENCYPART_SIBL
(12,1),(12,18),-0.0209518 # DEPENDENCYPART_SIBL
(12,1),(12,24),-0.00699361 # DEPENDENCYPART_SIBL
(12,2),(12,3),-0.0389638 # DEPENDENCYPART_SIBL
(12,2),(12,5),0.100964 # DEPENDENCYPART_SIBL
(12,2),(12,6),0.164986 # DEPENDENCYPART_SIBL
(12,2),(12,7),-0.0401977 # DEPENDENCYPART_SIBL
(12,2),(12,8),-0.20493 # DEPENDENCYPART_SIBL
(12,2),(12,9),0.169085 # DEPENDENCYPART_SIBL
(12,2),(12,10),-0.00403336 # DEPENDENCYPART_SIBL
(12,2),(12,11),0.0764291 # DEPENDENCYPART_SIBL
(12,2),(12,13),-0.0279107 # DEPENDENCYPART_SIBL
(12,2),(12,14),-0.0173775 # DEPENDENCYPART_SIBL
(12,2),(12,18),-0.0173775 # DEPENDENCYPART_SIBL
(12,2),(12,24),-0.00341901 # DEPENDENCYPART_SIBL
(12,3),(12,5),0.12116 # DEPENDENCYPART_SIBL
(12,3),(12,6),0.192396 # DEPENDENCYPART_SIBL
(12,3),(12,7),-0.0120607 # DEPENDENCYPART_SIBL
(12,3),(12,8),-0.159079 # DEPENDENCYPART_SIBL
(12,3),(12,9),0.196495 # DEPENDENCYPART_SIBL
(12,3),(12,10),0.0401776 # DEPENDENCYPART_SIBL
(12,3),(12,11),0.094371 # DEPENDENCYPART_SIBL
(12,3),(12,13),-0.0314854 # DEPENDENCYPART_SIBL
(12,3),(12,14),-0.0209544 # DEPENDENCYPART_SIBL
(12,3),(12,18),-0.0209544 # DEPENDENCYPART_SIBL
(12,3),(12,24),-0.00699361 # DEPENDENCYPART_SIBL
(12,5),(12,6),0.11648 # DEPENDENCYPART_SIBL
(12,5),(12,7),0.118377 # DEPENDENCYPART_SIBL
(12,5),(12,8),-0.0113173 # DEPENDENCYPART_SIBL
(12,5),(12,9),0.121264 # DEPENDENCYPART_SIBL
(12,5),(12,10),-0.00315027 # DEPENDENCYPART_SIBL
(12,5),(12,11),0.0234397 # DEPENDENCYPART_SIBL
(12,5),(12,13),-0.0557498 # DEPENDENCYPART_SIBL
(12,5),(12,14),0.0390386 # DEPENDENCYPART_SIBL
(12,5),(12,18),0.0390386 # DEPENDENCYPART_SIBL
(12,5),(12,24),-0.00498186 # DEPENDENCYPART_SIBL
(12,6),(12,7),0.10097 # DEPENDENCYPART_SIBL
(12,6),(12,8),-0.0487701 # DEPENDENCYPART_SIBL
(12,6),(12,9),0.111078 # DEPENDENCYPART_SIBL
(12,6),(12,10),-0.0426193 # DEPENDENCYPART_SIBL
(12,6),(12,11),0.0688092 # DEPENDENCYPART_SIBL
(12,6),(12,13),-0.0386088 # DEPENDENCYPART_SIBL
(12,6),(12,14),0.0401869 # DEPENDENCYPART_SIBL
(12,6),(12,18),0.0401869 # DEPENDENCYPART_SIBL
(12,6),(12,24),0.0115737 # DEPENDENCYPART_SIBL
(12,7),(12,8),-0.155906 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.186075 # DEPENDENCYPART_SIBL
(12,7),(12,10),0.0293589 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.0926869 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.0315385 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.0216446 # DEPENDENCYPART_SIBL
(12,7),(12,18),-0.0216446 # DEPENDENCYPART_SIBL
(12,7),(12,24),-0.0071201 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.287783 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.783676 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.329433 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.0754861 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.0363278 # DEPENDENCYPART_SIBL
(12,8),(12,18),-0.0363278 # DEPENDENCYPART_SIBL
(12,8),(12,24),-0.0211832 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.0367979 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.0688864 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.0385844 # DEPENDENCYPART_SIBL
(12,9),(12,14),0.0411503 # DEPENDENCYPART_SIBL
(12,9),(12,18),0.0411503 # DEPENDENCYPART_SIBL
(12,9),(12,24),0.0121885 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.349744 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.082585 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.0257743 # DEPENDENCYPART_SIBL
(12,10),(12,18),0.0257743 # DEPENDENCYPART_SIBL
(12,10),(12,24),-0.00200102 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.047043 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.0947156 # DEPENDENCYPART_SIBL
(12,11),(12,18),0.0947156 # DEPENDENCYPART_SIBL
(12,11),(12,24),0.0457211 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.057548 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.057548 # DEPENDENCYPART_SIBL
(12,13),(12,24),-0.0409097 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.0253263 # DEPENDENCYPART_SIBL
(12,14),(12,24),-0.0125873 # DEPENDENCYPART_SIBL
(12,18),(12,24),-0.0125873 # DEPENDENCYPART_SIBL
(13,4),(13,6),-0.486986 # DEPENDENCYPART_SIBL
(13,4),(13,9),-0.456279 # DEPENDENCYPART_SIBL
(13,4),(13,10),-0.788511 # DEPENDENCYPART_SIBL
(13,4),(13,11),-0.381506 # DEPENDENCYPART_SIBL
(13,4),(13,12),-0.408986 # DEPENDENCYPART_SIBL
(13,4),(13,20),-0.112016 # DEPENDENCYPART_SIBL
(13,4),(13,24),-0.138055 # DEPENDENCYPART_SIBL
(13,6),(13,9),-0.217615 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.289178 # DEPENDENCYPART_SIBL
(13,6),(13,11),-0.219424 # DEPENDENCYPART_SIBL
(13,6),(13,12),-0.190924 # DEPENDENCYPART_SIBL
(13,6),(13,20),-0.0960791 # DEPENDENCYPART_SIBL
(13,6),(13,24),-0.142985 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.272482 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.211288 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.186812 # DEPENDENCYPART_SIBL
(13,9),(13,20),-0.0948339 # DEPENDENCYPART_SIBL
(13,9),(13,24),-0.139969 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.381506 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.408986 # DEPENDENCYPART_SIBL
(13,10),(13,20),-0.112016 # DEPENDENCYPART_SIBL
(13,10),(13,24),-0.138055 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.128086 # DEPENDENCYPART_SIBL
(13,11),(13,20),-0.0190349 # DEPENDENCYPART_SIBL
(13,11),(13,24),-0.0182542 # DEPENDENCYPART_SIBL
(13,12),(13,20),-0.00274273 # DEPENDENCYPART_SIBL
(13,12),(13,24),-0.033615 # DEPENDENCYPART_SIBL
(13,20),(13,24),-0.0343298 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.0730006 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.0419043 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.0947156 # DEPENDENCYPART_SIBL
(14,11),(14,17),0.0395989 # DEPENDENCYPART_SIBL
(14,11),(14,23),0.0947156 # DEPENDENCYPART_SIBL
(14,11),(14,24),0.0457211 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.0656379 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.0209518 # DEPENDENCYPART_SIBL
(14,12),(14,17),0.00374063 # DEPENDENCYPART_SIBL
(14,12),(14,23),-0.0209518 # DEPENDENCYPART_SIBL
(14,12),(14,24),-0.00699361 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0422724 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.0199186 # DEPENDENCYPART_SIBL
(14,13),(14,23),0.0422724 # DEPENDENCYPART_SIBL
(14,13),(14,24),-0.000445715 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.00301631 # DEPENDENCYPART_SIBL
(14,15),(14,23),-0.0253263 # DEPENDENCYPART_SIBL
(14,15),(14,24),-0.0125873 # DEPENDENCYPART_SIBL
(14,17),(14,23),-0.0232643 # DEPENDENCYPART_SIBL
(14,17),(14,24),-0.0251113 # DEPENDENCYPART_SIBL
(14,23),(14,24),-0.0125873 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.0730006 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.0419043 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.0730006 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.00621762 # DEPENDENCYPART_SIBL
(15,11),(15,17),0.0395989 # DEPENDENCYPART_SIBL
(15,11),(15,23),0.0947156 # DEPENDENCYPART_SIBL
(15,11),(15,24),0.0457211 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.0656379 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.0070149 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.0536802 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.00374063 # DEPENDENCYPART_SIBL
(15,12),(15,23),-0.0209518 # DEPENDENCYPART_SIBL
(15,12),(15,24),-0.00699361 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.00649166 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0569933 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.0199186 # DEPENDENCYPART_SIBL
(15,13),(15,23),0.0422724 # DEPENDENCYPART_SIBL
(15,13),(15,24),-0.000445715 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0536802 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.00374063 # DEPENDENCYPART_SIBL
(15,14),(15,23),-0.0209518 # DEPENDENCYPART_SIBL
(15,14),(15,24),-0.00699361 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.0180561 # DEPENDENCYPART_SIBL
(15,16),(15,23),-0.0322674 # DEPENDENCYPART_SIBL
(15,16),(15,24),-0.0294243 # DEPENDENCYPART_SIBL
(15,17),(15,23),-0.0232643 # DEPENDENCYPART_SIBL
(15,17),(15,24),-0.0251113 # DEPENDENCYPART_SIBL
(15,23),(15,24),-0.0125873 # DEPENDENCYPART_SIBL
(16,5),(16,7),0.116686 # DEPENDENCYPART_SIBL
(16,5),(16,8),-0.161989 # DEPENDENCYPART_SIBL
(16,5),(16,10),-0.171739 # DEPENDENCYPART_SIBL
(16,5),(16,11),0.0367956 # DEPENDENCYPART_SIBL
(16,5),(16,12),0.114706 # DEPENDENCYPART_SIBL
(16,5),(16,13),-0.111767 # DEPENDENCYPART_SIBL
(16,5),(16,14),0.114706 # DEPENDENCYPART_SIBL
(16,5),(16,15),0.114706 # DEPENDENCYPART_SIBL
(16,5),(16,19),-0.0176331 # DEPENDENCYPART_SIBL
(16,5),(16,20),-0.0674848 # DEPENDENCYPART_SIBL
(16,5),(16,21),-0.0538779 # DEPENDENCYPART_SIBL
(16,5),(16,23),0.00574769 # DEPENDENCYPART_SIBL
(16,5),(16,24),-0.0243546 # DEPENDENCYPART_SIBL
(16,7),(16,8),-0.218307 # DEPENDENCYPART_SIBL
(16,7),(16,10),-0.115835 # DEPENDENCYPART_SIBL
(16,7),(16,11),0.0692659 # DEPENDENCYPART_SIBL
(16,7),(16,12),0.00543086 # DEPENDENCYPART_SIBL
(16,7),(16,13),-0.0959637 # DEPENDENCYPART_SIBL
(16,7),(16,14),0.00543086 # DEPENDENCYPART_SIBL
(16,7),(16,15),0.00543086 # DEPENDENCYPART_SIBL
(16,7),(16,19),0.0515203 # DEPENDENCYPART_SIBL
(16,7),(16,20),-0.0353813 # DEPENDENCYPART_SIBL
(16,7),(16,21),-0.0631569 # DEPENDENCYPART_SIBL
(16,7),(16,23),0.0133751 # DEPENDENCYPART_SIBL
(16,7),(16,24),0.00842475 # DEPENDENCYPART_SIBL
(16,8),(16,10),-1.07945 # DEPENDENCYPART_SIBL
(16,8),(16,11),-0.431109 # DEPENDENCYPART_SIBL
(16,8),(16,12),-0.636019 # DEPENDENCYPART_SIBL
(16,8),(16,13),-0.425743 # DEPENDENCYPART_SIBL
(16,8),(16,14),-0.636019 # DEPENDENCYPART_SIBL
(16,8),(16,15),-0.636019 # DEPENDENCYPART_SIBL
(16,8),(16,19),0.00794928 # DEPENDENCYPART_SIBL
(16,8),(16,20),-0.0883332 # DEPENDENCYPART_SIBL
(16,8),(16,21),-0.0836556 # DEPENDENCYPART_SIBL
(16,8),(16,23),-0.000642046 # DEPENDENCYPART_SIBL
(16,8),(16,24),-0.0176964 # DEPENDENCYPART_SIBL
(16,10),(16,11),-0.526369 # DEPENDENCYPART_SIBL
(16,10),(16,12),-0.563221 # DEPENDENCYPART_SIBL
(16,10),(16,13),-0.459699 # DEPENDENCYPART_SIBL
(16,10),(16,14),-0.563221 # DEPENDENCYPART_SIBL
(16,10),(16,15),-0.563221 # DEPENDENCYPART_SIBL
(16,10),(16,19),-0.0542894 # DEPENDENCYPART_SIBL
(16,10),(16,20),-0.118712 # DEPENDENCYPART_SIBL
(16,10),(16,21),-0.0724113 # DEPENDENCYPART_SIBL
(16,10),(16,23),0.000490239 # DEPENDENCYPART_SIBL
(16,10),(16,24),-0.0433137 # DEPENDENCYPART_SIBL
(16,11),(16,12),0.0567483 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.102217 # DEPENDENCYPART_SIBL
(16,11),(16,14),0.0567483 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.0567483 # DEPENDENCYPART_SIBL
(16,11),(16,19),-0.0184084 # DEPENDENCYPART_SIBL
(16,11),(16,20),-0.0802005 # DEPENDENCYPART_SIBL
(16,11),(16,21),-0.0649799 # DEPENDENCYPART_SIBL
(16,11),(16,23),0.00314576 # DEPENDENCYPART_SIBL
(16,11),(16,24),-0.0100621 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.081844 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.0108336 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.0108336 # DEPENDENCYPART_SIBL
(16,12),(16,19),0.0495787 # DEPENDENCYPART_SIBL
(16,12),(16,20),-0.0373243 # DEPENDENCYPART_SIBL
(16,12),(16,21),-0.0637585 # DEPENDENCYPART_SIBL
(16,12),(16,23),0.0127734 # DEPENDENCYPART_SIBL
(16,12),(16,24),0.00662862 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.0125111 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.0125111 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.0182508 # DEPENDENCYPART_SIBL
(16,13),(16,20),0.0908939 # DEPENDENCYPART_SIBL
(16,13),(16,21),-0.0935524 # DEPENDENCYPART_SIBL
(16,13),(16,23),0.0108194 # DEPENDENCYPART_SIBL
(16,13),(16,24),-0.0162046 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.0108336 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.0495787 # DEPENDENCYPART_SIBL
(16,14),(16,20),-0.0373243 # DEPENDENCYPART_SIBL
(16,14),(16,21),-0.0637585 # DEPENDENCYPART_SIBL
(16,14),(16,23),0.0127734 # DEPENDENCYPART_SIBL
(16,14),(16,24),0.00662862 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.0495787 # DEPENDENCYPART_SIBL
(16,15),(16,20),-0.0373243 # DEPENDENCYPART_SIBL
(16,15),(16,21),-0.0637585 # DEPENDENCYPART_SIBL
(16,15),(16,23),0.0127734 # DEPENDENCYPART_SIBL
(16,15),(16,24),0.00662862 # DEPENDENCYPART_SIBL
(16,19),(16,20),0.000996653 # DEPENDENCYPART_SIBL
(16,19),(16,21),0.0235187 # DEPENDENCYPART_SIBL
(16,19),(16,23),0.0389459 # DEPENDENCYPART_SIBL
(16,19),(16,24),-0.0164621 # DEPENDENCYPART_SIBL
(16,20),(16,21),-0.0872008 # DEPENDENCYPART_SIBL
(16,20),(16,23),-0.0728687 # DEPENDENCYPART_SIBL
(16,20),(16,24),-0.0540562 # DEPENDENCYPART_SIBL
(16,21),(16,23),-0.0309561 # DEPENDENCYPART_SIBL
(16,21),(16,24),-0.0266694 # DEPENDENCYPART_SIBL
(16,23),(16,24),-0.00562024 # DEPENDENCYPART_SIBL
(17,8),(17,12),-0.355311 # DEPENDENCYPART_SIBL
(17,8),(17,13),-0.148865 # DEPENDENCYPART_SIBL
(17,8),(17,14),-0.355311 # DEPENDENCYPART_SIBL
(17,8),(17,15),-0.355311 # DEPENDENCYPART_SIBL
(17,8),(17,16),-0.764338 # DEPENDENCYPART_SIBL
(17,12),(17,13),-0.0267729 # DEPENDENCYPART_SIBL
(17,12),(17,14),-0.0012217 # DEPENDENCYPART_SIBL
(17,12),(17,15),-0.0012217 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.0393492 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.0375414 # DEPENDENCYPART_SIBL
(17,13),(17,15),0.0375414 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.239968 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.0012217 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.0393492 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.0393492 # DEPENDENCYPART_SIBL
(18,11),(18,13),-0.0419043 # DEPENDENCYPART_SIBL
(18,11),(18,14),0.0730006 # DEPENDENCYPART_SIBL
(18,11),(18,15),0.0730006 # DEPENDENCYPART_SIBL
(18,11),(18,16),-0.0363193 # DEPENDENCYPART_SIBL
(18,11),(18,17),0.0746965 # DEPENDENCYPART_SIBL
(18,11),(18,19),-0.00677692 # DEPENDENCYPART_SIBL
(18,11),(18,20),-0.047043 # DEPENDENCYPART_SIBL
(18,11),(18,21),0.0427768 # DEPENDENCYPART_SIBL
(18,11),(18,22),-0.0123399 # DEPENDENCYPART_SIBL
(18,11),(18,23),0.0947156 # DEPENDENCYPART_SIBL
(18,11),(18,24),0.0457211 # DEPENDENCYPART_SIBL
(18,13),(18,14),0.00649166 # DEPENDENCYPART_SIBL
(18,13),(18,15),0.00649166 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.228157 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.0201776 # DEPENDENCYPART_SIBL
(18,13),(18,19),0.00675107 # DEPENDENCYPART_SIBL
(18,13),(18,20),-0.0185161 # DEPENDENCYPART_SIBL
(18,13),(18,21),-0.0142751 # DEPENDENCYPART_SIBL
(18,13),(18,22),-0.036629 # DEPENDENCYPART_SIBL
(18,13),(18,23),0.0422724 # DEPENDENCYPART_SIBL
(18,13),(18,24),-0.000445715 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.0070149 # DEPENDENCYPART_SIBL
(18,14),(18,16),0.0269906 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.0902244 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.00250112 # DEPENDENCYPART_SIBL
(18,14),(18,20),-0.0314854 # DEPENDENCYPART_SIBL
(18,14),(18,21),-0.0676383 # DEPENDENCYPART_SIBL
(18,14),(18,22),-0.0429459 # DEPENDENCYPART_SIBL
(18,14),(18,23),-0.0209518 # DEPENDENCYPART_SIBL
(18,14),(18,24),-0.00699361 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.0269906 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.0902244 # DEPENDENCYPART_SIBL
