# _root_ Fabrikayı yapacak _ olan , ekonomik faaliyetleri _ _ gerçekleştirecek _ olan , üretim _ yapacak _ olan _ firmalardır .
#goldHeads=2,3,4,5,12,7,9,9,10,11,12,13,18,15,16,17,18,19,20,21,0,
#predictedHeads=2,3,4,5,12,7,9,9,10,11,12,13,16,15,16,19,18,19,20,21,0,
(13,2),(13,11),-0.261721 # DEPENDENCYPART_SIBL
(13,2),(13,12),-0.207189 # DEPENDENCYPART_SIBL
(13,2),(13,14),-0.0645332 # DEPENDENCYPART_SIBL
(13,2),(13,15),-0.163558 # DEPENDENCYPART_SIBL
(13,2),(13,17),-0.163558 # DEPENDENCYPART_SIBL
(13,2),(13,20),-0.139969 # DEPENDENCYPART_SIBL
(13,4),(13,6),-0.0853876 # DEPENDENCYPART_SIBL
(13,4),(13,8),-0.0667549 # DEPENDENCYPART_SIBL
(13,4),(13,9),-0.0667549 # DEPENDENCYPART_SIBL
(13,4),(13,11),-0.0667549 # DEPENDENCYPART_SIBL
(13,4),(13,12),-0.105172 # DEPENDENCYPART_SIBL
(13,4),(13,14),0.0182313 # DEPENDENCYPART_SIBL
(13,4),(13,15),-0.0352657 # DEPENDENCYPART_SIBL
(13,4),(13,17),-0.0352657 # DEPENDENCYPART_SIBL
(13,4),(13,20),-0.0110551 # DEPENDENCYPART_SIBL
(13,6),(13,8),-0.0466833 # DEPENDENCYPART_SIBL
(13,6),(13,9),-0.0466833 # DEPENDENCYPART_SIBL
(13,6),(13,11),-0.0466833 # DEPENDENCYPART_SIBL
(13,6),(13,12),-0.131914 # DEPENDENCYPART_SIBL
(13,6),(13,14),0.0236862 # DEPENDENCYPART_SIBL
(13,6),(13,15),-0.0423442 # DEPENDENCYPART_SIBL
(13,6),(13,17),-0.0423442 # DEPENDENCYPART_SIBL
(13,6),(13,20),-0.0182557 # DEPENDENCYPART_SIBL
(13,8),(13,9),-0.788511 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.788511 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.382516 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.066887 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.166193 # DEPENDENCYPART_SIBL
(13,8),(13,17),-0.166193 # DEPENDENCYPART_SIBL
(13,8),(13,20),-0.138055 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.788511 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.382516 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.066887 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.166193 # DEPENDENCYPART_SIBL
(13,9),(13,17),-0.166193 # DEPENDENCYPART_SIBL
(13,9),(13,20),-0.138055 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.382516 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.066887 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.166193 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.166193 # DEPENDENCYPART_SIBL
(13,11),(13,20),-0.138055 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.0182313 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0352657 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.0352657 # DEPENDENCYPART_SIBL
(13,12),(13,20),-0.0110551 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0374247 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.0374247 # DEPENDENCYPART_SIBL
(13,14),(13,20),-0.032302 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.0301275 # DEPENDENCYPART_SIBL
(13,15),(13,20),-0.0286604 # DEPENDENCYPART_SIBL
(13,17),(13,20),-0.0286604 # DEPENDENCYPART_SIBL
(14,4),(14,6),0.188886 # DEPENDENCYPART_SIBL
(14,4),(14,10),0.181163 # DEPENDENCYPART_SIBL
(14,4),(14,11),0.0146958 # DEPENDENCYPART_SIBL
(14,4),(14,12),0.153421 # DEPENDENCYPART_SIBL
(14,4),(14,13),0.0181723 # DEPENDENCYPART_SIBL
(14,4),(14,15),0.00642161 # DEPENDENCYPART_SIBL
(14,4),(14,16),0.0313654 # DEPENDENCYPART_SIBL
(14,4),(14,17),0.00642161 # DEPENDENCYPART_SIBL
(14,4),(14,19),0.0324056 # DEPENDENCYPART_SIBL
(14,6),(14,10),0.0991616 # DEPENDENCYPART_SIBL
(14,6),(14,11),-0.00847798 # DEPENDENCYPART_SIBL
(14,6),(14,12),0.0735264 # DEPENDENCYPART_SIBL
(14,6),(14,13),-0.0301271 # DEPENDENCYPART_SIBL
(14,6),(14,15),-0.00535591 # DEPENDENCYPART_SIBL
(14,6),(14,16),0.0379611 # DEPENDENCYPART_SIBL
(14,6),(14,17),-0.00535591 # DEPENDENCYPART_SIBL
(14,6),(14,19),0.0436348 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.00922133 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.0736516 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.0261321 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.00620964 # DEPENDENCYPART_SIBL
(14,10),(14,16),0.0371042 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.00620964 # DEPENDENCYPART_SIBL
(14,10),(14,19),0.0428002 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.340809 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.227739 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.0470434 # DEPENDENCYPART_SIBL
(14,11),(14,16),0.0915896 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.0470434 # DEPENDENCYPART_SIBL
(14,11),(14,19),-0.0192688 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.0181723 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.00642161 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.0313654 # DEPENDENCYPART_SIBL
(14,12),(14,17),0.00642161 # DEPENDENCYPART_SIBL
(14,12),(14,19),0.0324056 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0569943 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.0185131 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.0569943 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.0142779 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.0180561 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.035505 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.0383481 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.0306978 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.0288507 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.0383481 # DEPENDENCYPART_SIBL
(15,1),(15,6),0.0875236 # DEPENDENCYPART_SIBL
(15,1),(15,7),0.0100792 # DEPENDENCYPART_SIBL
(15,1),(15,8),-0.07014 # DEPENDENCYPART_SIBL
(15,1),(15,9),-0.07014 # DEPENDENCYPART_SIBL
(15,1),(15,11),-0.07014 # DEPENDENCYPART_SIBL
(15,1),(15,12),0.0532948 # DEPENDENCYPART_SIBL
(15,1),(15,13),-0.081844 # DEPENDENCYPART_SIBL
(15,1),(15,14),0.0106577 # DEPENDENCYPART_SIBL
(15,1),(15,17),-0.0699033 # DEPENDENCYPART_SIBL
(15,1),(15,19),-0.0637585 # DEPENDENCYPART_SIBL
(15,1),(15,20),0.00662862 # DEPENDENCYPART_SIBL
(15,6),(15,7),0.0427542 # DEPENDENCYPART_SIBL
(15,6),(15,8),-0.00589101 # DEPENDENCYPART_SIBL
(15,6),(15,9),-0.00589101 # DEPENDENCYPART_SIBL
(15,6),(15,11),-0.00589101 # DEPENDENCYPART_SIBL
(15,6),(15,12),0.0288706 # DEPENDENCYPART_SIBL
(15,6),(15,13),-0.10785 # DEPENDENCYPART_SIBL
(15,6),(15,14),0.0454633 # DEPENDENCYPART_SIBL
(15,6),(15,17),-0.0781812 # DEPENDENCYPART_SIBL
(15,6),(15,19),-0.0649663 # DEPENDENCYPART_SIBL
(15,6),(15,20),-0.0100554 # DEPENDENCYPART_SIBL
(15,7),(15,8),-0.0622767 # DEPENDENCYPART_SIBL
(15,7),(15,9),-0.0622767 # DEPENDENCYPART_SIBL
(15,7),(15,11),-0.0622767 # DEPENDENCYPART_SIBL
(15,7),(15,12),0.0532915 # DEPENDENCYPART_SIBL
(15,7),(15,13),-0.0818473 # DEPENDENCYPART_SIBL
(15,7),(15,14),0.0181821 # DEPENDENCYPART_SIBL
(15,7),(15,17),-0.0699033 # DEPENDENCYPART_SIBL
(15,7),(15,19),-0.0637585 # DEPENDENCYPART_SIBL
(15,7),(15,20),0.00662862 # DEPENDENCYPART_SIBL
(15,8),(15,9),-1.19892 # DEPENDENCYPART_SIBL
(15,8),(15,11),-1.19892 # DEPENDENCYPART_SIBL
(15,8),(15,12),-0.547568 # DEPENDENCYPART_SIBL
(15,8),(15,13),-0.459699 # DEPENDENCYPART_SIBL
(15,8),(15,14),-0.565977 # DEPENDENCYPART_SIBL
(15,8),(15,17),-0.116215 # DEPENDENCYPART_SIBL
(15,8),(15,19),-0.0724113 # DEPENDENCYPART_SIBL
(15,8),(15,20),-0.0433137 # DEPENDENCYPART_SIBL
(15,9),(15,11),-1.19892 # DEPENDENCYPART_SIBL
(15,9),(15,12),-0.547568 # DEPENDENCYPART_SIBL
(15,9),(15,13),-0.459699 # DEPENDENCYPART_SIBL
(15,9),(15,14),-0.565977 # DEPENDENCYPART_SIBL
(15,9),(15,17),-0.116215 # DEPENDENCYPART_SIBL
(15,9),(15,19),-0.0724113 # DEPENDENCYPART_SIBL
(15,9),(15,20),-0.0433137 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.547568 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.459699 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.565977 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.116215 # DEPENDENCYPART_SIBL
(15,11),(15,19),-0.0724113 # DEPENDENCYPART_SIBL
(15,11),(15,20),-0.0433137 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.0656604 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.139679 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.0754487 # DEPENDENCYPART_SIBL
(15,12),(15,19),-0.0781255 # DEPENDENCYPART_SIBL
(15,12),(15,20),-0.00720095 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.0173247 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.120576 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.0935524 # DEPENDENCYPART_SIBL
(15,13),(15,20),-0.0162046 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0699033 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.0637804 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.00662862 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.06602 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.0518793 # DEPENDENCYPART_SIBL
(15,19),(15,20),-0.0266694 # DEPENDENCYPART_SIBL
(16,5),(16,7),0.039508 # DEPENDENCYPART_SIBL
(16,5),(16,13),-0.0920694 # DEPENDENCYPART_SIBL
(16,5),(16,14),0.047633 # DEPENDENCYPART_SIBL
(16,5),(16,15),-0.215763 # DEPENDENCYPART_SIBL
(16,7),(16,13),-0.0128132 # DEPENDENCYPART_SIBL
(16,7),(16,14),0.0290462 # DEPENDENCYPART_SIBL
(16,7),(16,15),0.0311176 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.047633 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.215763 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.0228314 # DEPENDENCYPART_SIBL
(17,7),(17,11),-0.0622767 # DEPENDENCYPART_SIBL
(17,7),(17,12),0.0532915 # DEPENDENCYPART_SIBL
(17,7),(17,13),-0.0818473 # DEPENDENCYPART_SIBL
(17,7),(17,14),0.0181821 # DEPENDENCYPART_SIBL
(17,7),(17,15),-0.0622767 # DEPENDENCYPART_SIBL
(17,7),(17,16),0.0906068 # DEPENDENCYPART_SIBL
(17,7),(17,19),-0.0637585 # DEPENDENCYPART_SIBL
(17,7),(17,20),0.00662862 # DEPENDENCYPART_SIBL
(17,11),(17,12),-0.547568 # DEPENDENCYPART_SIBL
(17,11),(17,13),-0.459699 # DEPENDENCYPART_SIBL
(17,11),(17,14),-0.565977 # DEPENDENCYPART_SIBL
(17,11),(17,15),-1.19892 # DEPENDENCYPART_SIBL
(17,11),(17,16),-0.525079 # DEPENDENCYPART_SIBL
(17,11),(17,19),-0.0724113 # DEPENDENCYPART_SIBL
(17,11),(17,20),-0.0433137 # DEPENDENCYPART_SIBL
(17,12),(17,13),-0.0656604 # DEPENDENCYPART_SIBL
(17,12),(17,14),0.139679 # DEPENDENCYPART_SIBL
(17,12),(17,15),0.0212908 # DEPENDENCYPART_SIBL
(17,12),(17,16),0.169069 # DEPENDENCYPART_SIBL
(17,12),(17,19),-0.0781255 # DEPENDENCYPART_SIBL
(17,12),(17,20),-0.00720095 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.0173247 # DEPENDENCYPART_SIBL
(17,13),(17,15),-0.428719 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.0454393 # DEPENDENCYPART_SIBL
(17,13),(17,19),-0.0935524 # DEPENDENCYPART_SIBL
(17,13),(17,20),-0.0162046 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.074957 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.0858 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.0637804 # DEPENDENCYPART_SIBL
(17,14),(17,20),0.00662862 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.525079 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.0724113 # DEPENDENCYPART_SIBL
(17,15),(17,20),-0.0433137 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.0649584 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.0100539 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.0266694 # DEPENDENCYPART_SIBL
(18,13),(18,14),0.044313 # DEPENDENCYPART_SIBL
(18,13),(18,16),0.111196 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.169702 # DEPENDENCYPART_SIBL
(18,14),(18,16),0.118108 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.0115448 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.0519739 # DEPENDENCYPART_SIBL
(19,4),(19,6),0.274439 # DEPENDENCYPART_SIBL
(19,4),(19,10),0.266963 # DEPENDENCYPART_SIBL
(19,4),(19,12),0.229518 # DEPENDENCYPART_SIBL
(19,4),(19,13),0.0879127 # DEPENDENCYPART_SIBL
(19,4),(19,14),0.277963 # DEPENDENCYPART_SIBL
(19,4),(19,15),0.0274347 # DEPENDENCYPART_SIBL
(19,4),(19,16),0.266965 # DEPENDENCYPART_SIBL
(19,4),(19,17),0.0274347 # DEPENDENCYPART_SIBL
(19,4),(19,18),0.229518 # DEPENDENCYPART_SIBL
(19,6),(19,10),0.162259 # DEPENDENCYPART_SIBL
(19,6),(19,12),0.12692 # DEPENDENCYPART_SIBL
(19,6),(19,13),0.030639 # DEPENDENCYPART_SIBL
(19,6),(19,14),0.205483 # DEPENDENCYPART_SIBL
(19,6),(19,15),-0.00634432 # DEPENDENCYPART_SIBL
(19,6),(19,16),0.162261 # DEPENDENCYPART_SIBL
(19,6),(19,17),-0.00634432 # DEPENDENCYPART_SIBL
(19,6),(19,18),0.12692 # DEPENDENCYPART_SIBL
(19,10),(19,12),0.127364 # DEPENDENCYPART_SIBL
(19,10),(19,13),0.0349523 # DEPENDENCYPART_SIBL
(19,10),(19,14),0.220759 # DEPENDENCYPART_SIBL
(19,10),(19,15),-0.0067694 # DEPENDENCYPART_SIBL
(19,10),(19,16),0.162704 # DEPENDENCYPART_SIBL
(19,10),(19,17),-0.0067694 # DEPENDENCYPART_SIBL
(19,10),(19,18),0.127364 # DEPENDENCYPART_SIBL
(19,12),(19,13),0.0879127 # DEPENDENCYPART_SIBL
(19,12),(19,14),0.277963 # DEPENDENCYPART_SIBL
(19,12),(19,15),0.0274347 # DEPENDENCYPART_SIBL
(19,12),(19,16),0.266965 # DEPENDENCYPART_SIBL
(19,12),(19,17),0.0274347 # DEPENDENCYPART_SIBL
(19,12),(19,18),0.229518 # DEPENDENCYPART_SIBL
(19,13),(19,14),0.0309772 # DEPENDENCYPART_SIBL
(19,13),(19,15),-0.523936 # DEPENDENCYPART_SIBL
(19,13),(19,16),0.0484296 # DEPENDENCYPART_SIBL
(19,13),(19,17),-0.523936 # DEPENDENCYPART_SIBL
(19,13),(19,18),0.0609871 # DEPENDENCYPART_SIBL
(19,14),(19,15),-0.0753341 # DEPENDENCYPART_SIBL
(19,14),(19,16),0.208878 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.0753341 # DEPENDENCYPART_SIBL
(19,14),(19,18),0.204131 # DEPENDENCYPART_SIBL
(19,15),(19,16),-0.371292 # DEPENDENCYPART_SIBL
(19,15),(19,17),-1.01501 # DEPENDENCYPART_SIBL
(19,15),(19,18),-0.373703 # DEPENDENCYPART_SIBL
(19,16),(19,17),0.000777027 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.133642 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.373703 # DEPENDENCYPART_SIBL
(20,1),(20,2),0.0208182 # DEPENDENCYPART_SIBL
(20,1),(20,3),0.0317593 # DEPENDENCYPART_SIBL
(20,1),(20,4),-0.0451733 # DEPENDENCYPART_SIBL
(20,1),(20,5),-0.157828 # DEPENDENCYPART_SIBL
(20,1),(20,7),-0.0713953 # DEPENDENCYPART_SIBL
(20,1),(20,8),0.0317593 # DEPENDENCYPART_SIBL
(20,1),(20,9),0.0317593 # DEPENDENCYPART_SIBL
(20,1),(20,11),0.0317593 # DEPENDENCYPART_SIBL
(20,1),(20,12),-0.0451733 # DEPENDENCYPART_SIBL
(20,1),(20,13),-0.157828 # DEPENDENCYPART_SIBL
(20,1),(20,14),-0.0708163 # DEPENDENCYPART_SIBL
(20,1),(20,15),0.0317593 # DEPENDENCYPART_SIBL
(20,1),(20,17),0.0317593 # DEPENDENCYPART_SIBL
(20,1),(20,18),-0.0451733 # DEPENDENCYPART_SIBL
(20,1),(20,19),-0.0532037 # DEPENDENCYPART_SIBL
(20,2),(20,3),-0.102782 # DEPENDENCYPART_SIBL
(20,2),(20,4),-0.0763602 # DEPENDENCYPART_SIBL
(20,2),(20,5),-0.170371 # DEPENDENCYPART_SIBL
(20,2),(20,7),-0.00430523 # DEPENDENCYPART_SIBL
(20,2),(20,8),-0.102782 # DEPENDENCYPART_SIBL
(20,2),(20,9),-0.102782 # DEPENDENCYPART_SIBL
(20,2),(20,11),-0.102782 # DEPENDENCYPART_SIBL
(20,2),(20,12),-0.0763602 # DEPENDENCYPART_SIBL
(20,2),(20,13),-0.170371 # DEPENDENCYPART_SIBL
(20,2),(20,14),-0.00705934 # DEPENDENCYPART_SIBL
(20,2),(20,15),-0.102782 # DEPENDENCYPART_SIBL
(20,2),(20,17),-0.102782 # DEPENDENCYPART_SIBL
(20,2),(20,18),-0.0763602 # DEPENDENCYPART_SIBL
(20,2),(20,19),-0.0346857 # DEPENDENCYPART_SIBL
(20,3),(20,4),-0.514674 # DEPENDENCYPART_SIBL
(20,3),(20,5),-0.444497 # DEPENDENCYPART_SIBL
(20,3),(20,7),-0.553839 # DEPENDENCYPART_SIBL
(20,3),(20,8),-1.03137 # DEPENDENCYPART_SIBL
(20,3),(20,9),-1.03137 # DEPENDENCYPART_SIBL
(20,3),(20,11),-1.03137 # DEPENDENCYPART_SIBL
(20,3),(20,12),-0.514674 # DEPENDENCYPART_SIBL
(20,3),(20,13),-0.444497 # DEPENDENCYPART_SIBL
(20,3),(20,14),-0.556593 # DEPENDENCYPART_SIBL
(20,3),(20,15),-1.03137 # DEPENDENCYPART_SIBL
(20,3),(20,17),-1.03137 # DEPENDENCYPART_SIBL
(20,3),(20,18),-0.514674 # DEPENDENCYPART_SIBL
(20,3),(20,19),-0.943691 # DEPENDENCYPART_SIBL
(20,4),(20,5),-0.135399 # DEPENDENCYPART_SIBL
(20,4),(20,7),0.0313322 # DEPENDENCYPART_SIBL
(20,4),(20,8),0.00855205 # DEPENDENCYPART_SIBL
(20,4),(20,9),0.00855205 # DEPENDENCYPART_SIBL
(20,4),(20,11),0.00855205 # DEPENDENCYPART_SIBL
(20,4),(20,12),0.0519673 # DEPENDENCYPART_SIBL
(20,4),(20,13),-0.135399 # DEPENDENCYPART_SIBL
(20,4),(20,14),0.0340416 # DEPENDENCYPART_SIBL
(20,4),(20,15),0.00855205 # DEPENDENCYPART_SIBL
(20,4),(20,17),0.00855205 # DEPENDENCYPART_SIBL
(20,4),(20,18),0.0519673 # DEPENDENCYPART_SIBL
(20,4),(20,19),0.0288879 # DEPENDENCYPART_SIBL
(20,5),(20,7),0.0214273 # DEPENDENCYPART_SIBL
(20,5),(20,8),-0.13294 # DEPENDENCYPART_SIBL
(20,5),(20,9),-0.13294 # DEPENDENCYPART_SIBL
(20,5),(20,11),-0.13294 # DEPENDENCYPART_SIBL
(20,5),(20,12),0.0154614 # DEPENDENCYPART_SIBL
(20,5),(20,13),-0.241759 # DEPENDENCYPART_SIBL
(20,5),(20,14),0.0262422 # DEPENDENCYPART_SIBL
(20,5),(20,15),-0.13294 # DEPENDENCYPART_SIBL
(20,5),(20,17),-0.13294 # DEPENDENCYPART_SIBL
(20,5),(20,18),0.0154614 # DEPENDENCYPART_SIBL
(20,5),(20,19),-0.217742 # DEPENDENCYPART_SIBL
(20,7),(20,8),0.0396248 # DEPENDENCYPART_SIBL
(20,7),(20,9),0.0396248 # DEPENDENCYPART_SIBL
(20,7),(20,11),0.0396248 # DEPENDENCYPART_SIBL
(20,7),(20,12),-0.045175 # DEPENDENCYPART_SIBL
(20,7),(20,13),-0.157829 # DEPENDENCYPART_SIBL
(20,7),(20,14),-0.0632891 # DEPENDENCYPART_SIBL
(20,7),(20,15),0.0396248 # DEPENDENCYPART_SIBL
(20,7),(20,17),0.0396248 # DEPENDENCYPART_SIBL
(20,7),(20,18),-0.045175 # DEPENDENCYPART_SIBL
(20,7),(20,19),-0.041743 # DEPENDENCYPART_SIBL
(20,8),(20,9),-1.03137 # DEPENDENCYPART_SIBL
(20,8),(20,11),-1.03137 # DEPENDENCYPART_SIBL
(20,8),(20,12),-0.514674 # DEPENDENCYPART_SIBL
(20,8),(20,13),-0.444497 # DEPENDENCYPART_SIBL
(20,8),(20,14),-0.556593 # DEPENDENCYPART_SIBL
(20,8),(20,15),-1.03137 # DEPENDENCYPART_SIBL
(20,8),(20,17),-1.03137 # DEPENDENCYPART_SIBL
(20,8),(20,18),-0.514674 # DEPENDENCYPART_SIBL
(20,8),(20,19),-0.943691 # DEPENDENCYPART_SIBL
(20,9),(20,11),-1.03137 # DEPENDENCYPART_SIBL
(20,9),(20,12),-0.514674 # DEPENDENCYPART_SIBL
(20,9),(20,13),-0.444497 # DEPENDENCYPART_SIBL
(20,9),(20,14),-0.556593 # DEPENDENCYPART_SIBL
(20,9),(20,15),-1.03137 # DEPENDENCYPART_SIBL
(20,9),(20,17),-1.03137 # DEPENDENCYPART_SIBL
(20,9),(20,18),-0.514674 # DEPENDENCYPART_SIBL
(20,9),(20,19),-0.943691 # DEPENDENCYPART_SIBL
(20,11),(20,12),-0.514674 # DEPENDENCYPART_SIBL
(20,11),(20,13),-0.444497 # DEPENDENCYPART_SIBL
(20,11),(20,14),-0.556593 # DEPENDENCYPART_SIBL
(20,11),(20,15),-1.03137 # DEPENDENCYPART_SIBL
(20,11),(20,17),-1.03137 # DEPENDENCYPART_SIBL
(20,11),(20,18),-0.514674 # DEPENDENCYPART_SIBL
(20,11),(20,19),-0.943691 # DEPENDENCYPART_SIBL
(20,12),(20,13),-0.135399 # DEPENDENCYPART_SIBL
(20,12),(20,14),0.0340416 # DEPENDENCYPART_SIBL
(20,12),(20,15),0.00855205 # DEPENDENCYPART_SIBL
(20,12),(20,17),0.00855205 # DEPENDENCYPART_SIBL
(20,12),(20,18),0.0519673 # DEPENDENCYPART_SIBL
(20,12),(20,19),0.0288879 # DEPENDENCYPART_SIBL
(20,13),(20,14),0.0262422 # DEPENDENCYPART_SIBL
(20,13),(20,15),-0.13294 # DEPENDENCYPART_SIBL
(20,13),(20,17),-0.13294 # DEPENDENCYPART_SIBL
(20,13),(20,18),0.0154614 # DEPENDENCYPART_SIBL
(20,13),(20,19),-0.217742 # DEPENDENCYPART_SIBL
(20,14),(20,15),0.0269429 # DEPENDENCYPART_SIBL
(20,14),(20,17),0.0269429 # DEPENDENCYPART_SIBL
(20,14),(20,18),-0.0499827 # DEPENDENCYPART_SIBL
(20,14),(20,19),-0.0635819 # DEPENDENCYPART_SIBL
(20,15),(20,17),-1.03137 # DEPENDENCYPART_SIBL
(20,15),(20,18),-0.514674 # DEPENDENCYPART_SIBL
(20,15),(20,19),-0.943691 # DEPENDENCYPART_SIBL
(20,17),(20,18),-0.514674 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.943691 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.0288879 # DEPENDENCYPART_SIBL
(21,2),(21,3),-0.499751 # DEPENDENCYPART_SIBL
(21,2),(21,6),-0.182533 # DEPENDENCYPART_SIBL
(21,2),(21,8),-0.499751 # DEPENDENCYPART_SIBL
(21,2),(21,9),-0.499751 # DEPENDENCYPART_SIBL
(21,2),(21,11),-0.499751 # DEPENDENCYPART_SIBL
(21,2),(21,12),-0.181914 # DEPENDENCYPART_SIBL
(21,2),(21,13),-0.220022 # DEPENDENCYPART_SIBL
(21,2),(21,14),-0.253695 # DEPENDENCYPART_SIBL
(21,2),(21,15),-0.499751 # DEPENDENCYPART_SIBL
(21,2),(21,17),-0.499751 # DEPENDENCYPART_SIBL
(21,2),(21,18),-0.181914 # DEPENDENCYPART_SIBL
(21,2),(21,19),-0.320911 # DEPENDENCYPART_SIBL
(21,2),(21,20),-0.432468 # DEPENDENCYPART_SIBL
(21,3),(21,6),-0.352036 # DEPENDENCYPART_SIBL
(21,3),(21,8),-1.03143 # DEPENDENCYPART_SIBL
(21,3),(21,9),-1.03143 # DEPENDENCYPART_SIBL
(21,3),(21,11),-1.03143 # DEPENDENCYPART_SIBL
(21,3),(21,12),-0.354516 # DEPENDENCYPART_SIBL
(21,3),(21,13),-0.25053 # DEPENDENCYPART_SIBL
(21,3),(21,14),-0.47226 # DEPENDENCYPART_SIBL
(21,3),(21,15),-1.03143 # DEPENDENCYPART_SIBL
(21,3),(21,17),-1.03143 # DEPENDENCYPART_SIBL
(21,3),(21,18),-0.354516 # DEPENDENCYPART_SIBL
(21,3),(21,19),-0.807224 # DEPENDENCYPART_SIBL
(21,3),(21,20),-0.696399 # DEPENDENCYPART_SIBL
(21,6),(21,8),-0.0969403 # DEPENDENCYPART_SIBL
(21,6),(21,9),-0.0969403 # DEPENDENCYPART_SIBL
(21,6),(21,11),-0.0969403 # DEPENDENCYPART_SIBL
(21,6),(21,12),-0.0510051 # DEPENDENCYPART_SIBL
(21,6),(21,13),-0.0851243 # DEPENDENCYPART_SIBL
(21,6),(21,14),-0.0978397 # DEPENDENCYPART_SIBL
(21,6),(21,15),-0.0969403 # DEPENDENCYPART_SIBL
(21,6),(21,17),-0.0969403 # DEPENDENCYPART_SIBL
(21,6),(21,18),-0.0510051 # DEPENDENCYPART_SIBL
(21,6),(21,19),-0.1548 # DEPENDENCYPART_SIBL
(21,6),(21,20),-0.0451705 # DEPENDENCYPART_SIBL
(21,8),(21,9),-1.03143 # DEPENDENCYPART_SIBL
