# _root_ Değişik yasalarda _ _ yapılacak _ değişiklikler ile askeri , ticari , _ _ bankacılık ve benzeri _ alanlardaki " sırların " kapsamı yeniden _ belirlenecek .
#goldHeads=2,5,4,5,7,7,8,23,21,0,21,0,14,15,16,17,19,19,21,0,23,0,26,26,26,27,0,
#predictedHeads=2,4,4,5,7,7,8,9,10,11,15,0,14,15,16,18,18,19,21,0,26,0,26,26,26,27,0,
(23,6),(23,19),-0.325662 # DEPENDENCYPART_SIBL
(23,6),(23,20),-0.251607 # DEPENDENCYPART_SIBL
(23,6),(23,21),-0.350712 # DEPENDENCYPART_SIBL
(23,6),(23,22),-0.251607 # DEPENDENCYPART_SIBL
(23,6),(23,24),-0.0462918 # DEPENDENCYPART_SIBL
(23,6),(23,25),-0.0259788 # DEPENDENCYPART_SIBL
(23,8),(23,9),0.0634113 # DEPENDENCYPART_SIBL
(23,8),(23,10),0.0417513 # DEPENDENCYPART_SIBL
(23,8),(23,11),0.054674 # DEPENDENCYPART_SIBL
(23,8),(23,12),0.0417513 # DEPENDENCYPART_SIBL
(23,8),(23,13),-0.11517 # DEPENDENCYPART_SIBL
(23,8),(23,14),-0.11517 # DEPENDENCYPART_SIBL
(23,8),(23,15),0.0973669 # DEPENDENCYPART_SIBL
(23,8),(23,16),-0.0675167 # DEPENDENCYPART_SIBL
(23,8),(23,17),0.0659272 # DEPENDENCYPART_SIBL
(23,8),(23,18),-0.11517 # DEPENDENCYPART_SIBL
(23,8),(23,19),0.0594479 # DEPENDENCYPART_SIBL
(23,8),(23,20),-0.00113267 # DEPENDENCYPART_SIBL
(23,8),(23,21),0.0973669 # DEPENDENCYPART_SIBL
(23,8),(23,22),-0.00113267 # DEPENDENCYPART_SIBL
(23,8),(23,24),0.0144234 # DEPENDENCYPART_SIBL
(23,8),(23,25),-0.00630855 # DEPENDENCYPART_SIBL
(23,9),(23,10),-0.0417001 # DEPENDENCYPART_SIBL
(23,9),(23,11),0.0705755 # DEPENDENCYPART_SIBL
(23,9),(23,12),-0.0417001 # DEPENDENCYPART_SIBL
(23,9),(23,13),-0.120177 # DEPENDENCYPART_SIBL
(23,9),(23,14),-0.120177 # DEPENDENCYPART_SIBL
(23,9),(23,15),0.0507813 # DEPENDENCYPART_SIBL
(23,9),(23,16),-0.0191512 # DEPENDENCYPART_SIBL
(23,9),(23,17),0.0803972 # DEPENDENCYPART_SIBL
(23,9),(23,18),-0.120177 # DEPENDENCYPART_SIBL
(23,9),(23,19),0.0818823 # DEPENDENCYPART_SIBL
(23,9),(23,20),-0.0523142 # DEPENDENCYPART_SIBL
(23,9),(23,21),0.0507813 # DEPENDENCYPART_SIBL
(23,9),(23,22),-0.0523142 # DEPENDENCYPART_SIBL
(23,9),(23,24),0.00666087 # DEPENDENCYPART_SIBL
(23,9),(23,25),-0.00931643 # DEPENDENCYPART_SIBL
(23,10),(23,11),0.0152831 # DEPENDENCYPART_SIBL
(23,10),(23,12),-0.0839136 # DEPENDENCYPART_SIBL
(23,10),(23,13),-0.322342 # DEPENDENCYPART_SIBL
(23,10),(23,14),-0.322342 # DEPENDENCYPART_SIBL
(23,10),(23,15),0.00327665 # DEPENDENCYPART_SIBL
(23,10),(23,16),-0.0371264 # DEPENDENCYPART_SIBL
(23,10),(23,17),0.0199576 # DEPENDENCYPART_SIBL
(23,10),(23,18),-0.322342 # DEPENDENCYPART_SIBL
(23,10),(23,19),0.0212658 # DEPENDENCYPART_SIBL
(23,10),(23,20),-0.121176 # DEPENDENCYPART_SIBL
(23,10),(23,21),0.00327665 # DEPENDENCYPART_SIBL
(23,10),(23,22),-0.121176 # DEPENDENCYPART_SIBL
(23,10),(23,24),0.159362 # DEPENDENCYPART_SIBL
(23,10),(23,25),-0.0569933 # DEPENDENCYPART_SIBL
(23,11),(23,12),-0.0379838 # DEPENDENCYPART_SIBL
(23,11),(23,13),-0.0985628 # DEPENDENCYPART_SIBL
(23,11),(23,14),-0.0985628 # DEPENDENCYPART_SIBL
(23,11),(23,15),0.0652054 # DEPENDENCYPART_SIBL
(23,11),(23,16),-0.0156051 # DEPENDENCYPART_SIBL
(23,11),(23,17),0.0855703 # DEPENDENCYPART_SIBL
(23,11),(23,18),-0.0985628 # DEPENDENCYPART_SIBL
(23,11),(23,19),0.0870554 # DEPENDENCYPART_SIBL
(23,11),(23,20),-0.0486169 # DEPENDENCYPART_SIBL
(23,11),(23,21),0.0652054 # DEPENDENCYPART_SIBL
(23,11),(23,22),-0.0486169 # DEPENDENCYPART_SIBL
(23,11),(23,24),0.0113157 # DEPENDENCYPART_SIBL
(23,11),(23,25),-0.0093588 # DEPENDENCYPART_SIBL
(23,12),(23,13),-0.322342 # DEPENDENCYPART_SIBL
(23,12),(23,14),-0.322342 # DEPENDENCYPART_SIBL
(23,12),(23,15),0.00327665 # DEPENDENCYPART_SIBL
(23,12),(23,16),-0.0371264 # DEPENDENCYPART_SIBL
(23,12),(23,17),0.0199576 # DEPENDENCYPART_SIBL
(23,12),(23,18),-0.322342 # DEPENDENCYPART_SIBL
(23,12),(23,19),0.0212658 # DEPENDENCYPART_SIBL
(23,12),(23,20),-0.121176 # DEPENDENCYPART_SIBL
(23,12),(23,21),0.00327665 # DEPENDENCYPART_SIBL
(23,12),(23,22),-0.121176 # DEPENDENCYPART_SIBL
(23,12),(23,24),0.159362 # DEPENDENCYPART_SIBL
(23,12),(23,25),-0.0569933 # DEPENDENCYPART_SIBL
(23,13),(23,14),-0.938545 # DEPENDENCYPART_SIBL
(23,13),(23,15),-0.442652 # DEPENDENCYPART_SIBL
(23,13),(23,16),-0.24765 # DEPENDENCYPART_SIBL
(23,13),(23,17),-0.33452 # DEPENDENCYPART_SIBL
(23,13),(23,18),-0.938545 # DEPENDENCYPART_SIBL
(23,13),(23,19),-0.327312 # DEPENDENCYPART_SIBL
(23,13),(23,20),-0.272929 # DEPENDENCYPART_SIBL
(23,13),(23,21),-0.442652 # DEPENDENCYPART_SIBL
(23,13),(23,22),-0.272929 # DEPENDENCYPART_SIBL
(23,13),(23,24),-0.0481859 # DEPENDENCYPART_SIBL
(23,13),(23,25),-0.0734496 # DEPENDENCYPART_SIBL
(23,14),(23,15),-0.442652 # DEPENDENCYPART_SIBL
(23,14),(23,16),-0.24765 # DEPENDENCYPART_SIBL
(23,14),(23,17),-0.33452 # DEPENDENCYPART_SIBL
(23,14),(23,18),-0.938545 # DEPENDENCYPART_SIBL
(23,14),(23,19),-0.327312 # DEPENDENCYPART_SIBL
(23,14),(23,20),-0.272929 # DEPENDENCYPART_SIBL
(23,14),(23,21),-0.442652 # DEPENDENCYPART_SIBL
(23,14),(23,22),-0.272929 # DEPENDENCYPART_SIBL
(23,14),(23,24),-0.0481859 # DEPENDENCYPART_SIBL
(23,14),(23,25),-0.0734496 # DEPENDENCYPART_SIBL
(23,15),(23,16),-0.0361031 # DEPENDENCYPART_SIBL
(23,15),(23,17),0.084111 # DEPENDENCYPART_SIBL
(23,15),(23,18),-0.170966 # DEPENDENCYPART_SIBL
(23,15),(23,19),0.0913186 # DEPENDENCYPART_SIBL
(23,15),(23,20),-0.0644154 # DEPENDENCYPART_SIBL
(23,15),(23,21),-0.010641 # DEPENDENCYPART_SIBL
(23,15),(23,22),-0.0644154 # DEPENDENCYPART_SIBL
(23,15),(23,24),0.012571 # DEPENDENCYPART_SIBL
(23,15),(23,25),-0.0536802 # DEPENDENCYPART_SIBL
(23,16),(23,17),0.0450615 # DEPENDENCYPART_SIBL
(23,16),(23,18),-0.133864 # DEPENDENCYPART_SIBL
(23,16),(23,19),0.0394515 # DEPENDENCYPART_SIBL
(23,16),(23,20),-0.0175662 # DEPENDENCYPART_SIBL
(23,16),(23,21),0.0604249 # DEPENDENCYPART_SIBL
(23,16),(23,22),-0.0175662 # DEPENDENCYPART_SIBL
(23,16),(23,24),-0.0055203 # DEPENDENCYPART_SIBL
(23,16),(23,25),-0.0268717 # DEPENDENCYPART_SIBL
(23,17),(23,18),-0.0958991 # DEPENDENCYPART_SIBL
(23,17),(23,19),0.0847727 # DEPENDENCYPART_SIBL
(23,17),(23,20),-0.0472675 # DEPENDENCYPART_SIBL
(23,17),(23,21),0.0725033 # DEPENDENCYPART_SIBL
(23,17),(23,22),-0.0472675 # DEPENDENCYPART_SIBL
(23,17),(23,24),0.0144645 # DEPENDENCYPART_SIBL
(23,17),(23,25),-0.00621002 # DEPENDENCYPART_SIBL
(23,18),(23,19),-0.327312 # DEPENDENCYPART_SIBL
(23,18),(23,20),-0.272929 # DEPENDENCYPART_SIBL
(23,18),(23,21),-0.442652 # DEPENDENCYPART_SIBL
(23,18),(23,22),-0.272929 # DEPENDENCYPART_SIBL
(23,18),(23,24),-0.0481859 # DEPENDENCYPART_SIBL
(23,18),(23,25),-0.0734496 # DEPENDENCYPART_SIBL
(23,19),(23,20),-0.043094 # DEPENDENCYPART_SIBL
(23,19),(23,21),0.0812993 # DEPENDENCYPART_SIBL
(23,19),(23,22),-0.043094 # DEPENDENCYPART_SIBL
(23,19),(23,24),0.0144652 # DEPENDENCYPART_SIBL
(23,19),(23,25),-0.00620933 # DEPENDENCYPART_SIBL
(23,20),(23,21),-0.0170677 # DEPENDENCYPART_SIBL
(23,20),(23,22),-0.066718 # DEPENDENCYPART_SIBL
(23,20),(23,24),0.0932327 # DEPENDENCYPART_SIBL
(23,20),(23,25),-0.0373927 # DEPENDENCYPART_SIBL
(23,21),(23,22),-0.0644154 # DEPENDENCYPART_SIBL
(23,21),(23,24),0.012571 # DEPENDENCYPART_SIBL
(23,21),(23,25),-0.0536802 # DEPENDENCYPART_SIBL
(23,22),(23,24),0.0932327 # DEPENDENCYPART_SIBL
(23,22),(23,25),-0.0373927 # DEPENDENCYPART_SIBL
(23,24),(23,25),-0.0329606 # DEPENDENCYPART_SIBL
(24,18),(24,20),-0.0141757 # DEPENDENCYPART_SIBL
(24,18),(24,21),-0.156423 # DEPENDENCYPART_SIBL
(24,18),(24,22),-0.0141757 # DEPENDENCYPART_SIBL
(24,18),(24,23),-0.158328 # DEPENDENCYPART_SIBL
(24,20),(24,21),0.0469756 # DEPENDENCYPART_SIBL
(24,20),(24,22),-0.0283477 # DEPENDENCYPART_SIBL
(24,20),(24,23),0.0479598 # DEPENDENCYPART_SIBL
(24,21),(24,22),0.00903145 # DEPENDENCYPART_SIBL
(24,21),(24,23),0.0528251 # DEPENDENCYPART_SIBL
(24,22),(24,23),0.0479598 # DEPENDENCYPART_SIBL
(25,7),(25,13),-0.210289 # DEPENDENCYPART_SIBL
(25,7),(25,14),-0.210289 # DEPENDENCYPART_SIBL
(25,7),(25,15),0.0108336 # DEPENDENCYPART_SIBL
(25,7),(25,16),-0.0508589 # DEPENDENCYPART_SIBL
(25,7),(25,18),-0.210289 # DEPENDENCYPART_SIBL
(25,7),(25,19),0.0841319 # DEPENDENCYPART_SIBL
(25,7),(25,20),-0.049686 # DEPENDENCYPART_SIBL
(25,7),(25,21),0.0108336 # DEPENDENCYPART_SIBL
(25,7),(25,22),-0.049686 # DEPENDENCYPART_SIBL
(25,7),(25,23),0.00338033 # DEPENDENCYPART_SIBL
(25,7),(25,24),0.138959 # DEPENDENCYPART_SIBL
(25,7),(25,26),0.00662859 # DEPENDENCYPART_SIBL
(25,13),(25,14),-1.21123 # DEPENDENCYPART_SIBL
(25,13),(25,15),-0.636019 # DEPENDENCYPART_SIBL
(25,13),(25,16),-0.400743 # DEPENDENCYPART_SIBL
(25,13),(25,18),-1.21123 # DEPENDENCYPART_SIBL
(25,13),(25,19),-0.430316 # DEPENDENCYPART_SIBL
(25,13),(25,20),-0.393408 # DEPENDENCYPART_SIBL
(25,13),(25,21),-0.636019 # DEPENDENCYPART_SIBL
(25,13),(25,22),-0.393408 # DEPENDENCYPART_SIBL
(25,13),(25,23),-0.643472 # DEPENDENCYPART_SIBL
(25,13),(25,24),-0.302135 # DEPENDENCYPART_SIBL
(25,13),(25,26),-0.0176964 # DEPENDENCYPART_SIBL
(25,14),(25,15),-0.636019 # DEPENDENCYPART_SIBL
(25,14),(25,16),-0.400743 # DEPENDENCYPART_SIBL
(25,14),(25,18),-1.21123 # DEPENDENCYPART_SIBL
(25,14),(25,19),-0.430316 # DEPENDENCYPART_SIBL
(25,14),(25,20),-0.393408 # DEPENDENCYPART_SIBL
(25,14),(25,21),-0.636019 # DEPENDENCYPART_SIBL
(25,14),(25,22),-0.393408 # DEPENDENCYPART_SIBL
(25,14),(25,23),-0.643472 # DEPENDENCYPART_SIBL
(25,14),(25,24),-0.302135 # DEPENDENCYPART_SIBL
(25,14),(25,26),-0.0176964 # DEPENDENCYPART_SIBL
(25,15),(25,16),-0.0508589 # DEPENDENCYPART_SIBL
(25,15),(25,18),-0.210289 # DEPENDENCYPART_SIBL
(25,15),(25,19),0.0841319 # DEPENDENCYPART_SIBL
(25,15),(25,20),-0.049686 # DEPENDENCYPART_SIBL
(25,15),(25,21),0.0108336 # DEPENDENCYPART_SIBL
(25,15),(25,22),-0.049686 # DEPENDENCYPART_SIBL
(25,15),(25,23),0.00338033 # DEPENDENCYPART_SIBL
(25,15),(25,24),0.138959 # DEPENDENCYPART_SIBL
(25,15),(25,26),0.00662859 # DEPENDENCYPART_SIBL
(25,16),(25,18),-0.15802 # DEPENDENCYPART_SIBL
(25,16),(25,19),0.0348117 # DEPENDENCYPART_SIBL
(25,16),(25,20),-0.0146817 # DEPENDENCYPART_SIBL
(25,16),(25,21),0.0808059 # DEPENDENCYPART_SIBL
(25,16),(25,22),-0.0146817 # DEPENDENCYPART_SIBL
(25,16),(25,23),0.0716214 # DEPENDENCYPART_SIBL
(25,16),(25,24),0.0203332 # DEPENDENCYPART_SIBL
(25,16),(25,26),-0.0364811 # DEPENDENCYPART_SIBL
(25,18),(25,19),-0.430316 # DEPENDENCYPART_SIBL
(25,18),(25,20),-0.393408 # DEPENDENCYPART_SIBL
(25,18),(25,21),-0.636019 # DEPENDENCYPART_SIBL
(25,18),(25,22),-0.393408 # DEPENDENCYPART_SIBL
(25,18),(25,23),-0.643472 # DEPENDENCYPART_SIBL
(25,18),(25,24),-0.302135 # DEPENDENCYPART_SIBL
(25,18),(25,26),-0.0176964 # DEPENDENCYPART_SIBL
(25,19),(25,20),-0.0878189 # DEPENDENCYPART_SIBL
(25,19),(25,21),0.0447493 # DEPENDENCYPART_SIBL
(25,19),(25,22),-0.0878189 # DEPENDENCYPART_SIBL
(25,19),(25,23),0.0408181 # DEPENDENCYPART_SIBL
(25,19),(25,24),0.148267 # DEPENDENCYPART_SIBL
(25,19),(25,26),-0.0100539 # DEPENDENCYPART_SIBL
(25,20),(25,21),-0.12606 # DEPENDENCYPART_SIBL
(25,20),(25,22),-0.208616 # DEPENDENCYPART_SIBL
(25,20),(25,23),-0.128023 # DEPENDENCYPART_SIBL
(25,20),(25,24),-0.0288448 # DEPENDENCYPART_SIBL
(25,20),(25,26),-0.0191348 # DEPENDENCYPART_SIBL
(25,21),(25,22),-0.049686 # DEPENDENCYPART_SIBL
(25,21),(25,23),0.00338033 # DEPENDENCYPART_SIBL
(25,21),(25,24),0.138959 # DEPENDENCYPART_SIBL
(25,21),(25,26),0.00662859 # DEPENDENCYPART_SIBL
(25,22),(25,23),-0.128023 # DEPENDENCYPART_SIBL
(25,22),(25,24),-0.0288448 # DEPENDENCYPART_SIBL
(25,22),(25,26),-0.0191348 # DEPENDENCYPART_SIBL
(25,23),(25,24),0.14161 # DEPENDENCYPART_SIBL
(25,23),(25,26),0.00662859 # DEPENDENCYPART_SIBL
(25,24),(25,26),-0.035054 # DEPENDENCYPART_SIBL
(26,2),(26,3),0.0253916 # DEPENDENCYPART_SIBL
(26,2),(26,4),0.0253916 # DEPENDENCYPART_SIBL
(26,2),(26,7),-0.0824422 # DEPENDENCYPART_SIBL
(26,2),(26,8),0.0181863 # DEPENDENCYPART_SIBL
(26,2),(26,9),-0.0407397 # DEPENDENCYPART_SIBL
(26,2),(26,10),-0.160977 # DEPENDENCYPART_SIBL
(26,2),(26,11),-0.0313047 # DEPENDENCYPART_SIBL
(26,2),(26,12),-0.160977 # DEPENDENCYPART_SIBL
(26,2),(26,13),-0.0666131 # DEPENDENCYPART_SIBL
(26,2),(26,14),-0.0666131 # DEPENDENCYPART_SIBL
(26,2),(26,15),-0.0824422 # DEPENDENCYPART_SIBL
(26,2),(26,16),-0.101368 # DEPENDENCYPART_SIBL
(26,2),(26,17),-0.039275 # DEPENDENCYPART_SIBL
(26,2),(26,18),-0.0666131 # DEPENDENCYPART_SIBL
(26,2),(26,19),-0.0302991 # DEPENDENCYPART_SIBL
(26,2),(26,20),-0.116076 # DEPENDENCYPART_SIBL
(26,2),(26,21),-0.0824422 # DEPENDENCYPART_SIBL
(26,2),(26,22),-0.116076 # DEPENDENCYPART_SIBL
(26,2),(26,23),-0.0885613 # DEPENDENCYPART_SIBL
(26,2),(26,24),0.0745768 # DEPENDENCYPART_SIBL
(26,2),(26,25),0.0253916 # DEPENDENCYPART_SIBL
(26,2),(26,27),-0.071472 # DEPENDENCYPART_SIBL
(26,3),(26,4),-1.0308 # DEPENDENCYPART_SIBL
(26,3),(26,7),-0.558921 # DEPENDENCYPART_SIBL
(26,3),(26,8),-0.26835 # DEPENDENCYPART_SIBL
(26,3),(26,9),-0.506283 # DEPENDENCYPART_SIBL
(26,3),(26,10),-0.444497 # DEPENDENCYPART_SIBL
(26,3),(26,11),-0.500389 # DEPENDENCYPART_SIBL
(26,3),(26,12),-0.444497 # DEPENDENCYPART_SIBL
(26,3),(26,13),-0.948489 # DEPENDENCYPART_SIBL
(26,3),(26,14),-0.948489 # DEPENDENCYPART_SIBL
(26,3),(26,15),-0.558921 # DEPENDENCYPART_SIBL
(26,3),(26,16),-0.327105 # DEPENDENCYPART_SIBL
(26,3),(26,17),-0.503428 # DEPENDENCYPART_SIBL
(26,3),(26,18),-0.948489 # DEPENDENCYPART_SIBL
(26,3),(26,19),-0.500389 # DEPENDENCYPART_SIBL
(26,3),(26,20),-0.423741 # DEPENDENCYPART_SIBL
(26,3),(26,21),-0.558921 # DEPENDENCYPART_SIBL
(26,3),(26,22),-0.423741 # DEPENDENCYPART_SIBL
(26,3),(26,23),-0.561525 # DEPENDENCYPART_SIBL
(26,3),(26,24),-0.324251 # DEPENDENCYPART_SIBL
(26,3),(26,25),-1.0308 # DEPENDENCYPART_SIBL
(26,3),(26,27),-0.123219 # DEPENDENCYPART_SIBL
(26,4),(26,7),-0.558921 # DEPENDENCYPART_SIBL
(26,4),(26,8),-0.26835 # DEPENDENCYPART_SIBL
(26,4),(26,9),-0.506283 # DEPENDENCYPART_SIBL
(26,4),(26,10),-0.444497 # DEPENDENCYPART_SIBL
(26,4),(26,11),-0.500389 # DEPENDENCYPART_SIBL
(26,4),(26,12),-0.444497 # DEPENDENCYPART_SIBL
(26,4),(26,13),-0.948489 # DEPENDENCYPART_SIBL
(26,4),(26,14),-0.948489 # DEPENDENCYPART_SIBL
(26,4),(26,15),-0.558921 # DEPENDENCYPART_SIBL
(26,4),(26,16),-0.327105 # DEPENDENCYPART_SIBL
(26,4),(26,17),-0.503428 # DEPENDENCYPART_SIBL
(26,4),(26,18),-0.948489 # DEPENDENCYPART_SIBL
(26,4),(26,19),-0.500389 # DEPENDENCYPART_SIBL
(26,4),(26,20),-0.423741 # DEPENDENCYPART_SIBL
(26,4),(26,21),-0.558921 # DEPENDENCYPART_SIBL
(26,4),(26,22),-0.423741 # DEPENDENCYPART_SIBL
(26,4),(26,23),-0.561525 # DEPENDENCYPART_SIBL
(26,4),(26,24),-0.324251 # DEPENDENCYPART_SIBL
(26,4),(26,25),-1.0308 # DEPENDENCYPART_SIBL
(26,4),(26,27),-0.123219 # DEPENDENCYPART_SIBL
(26,7),(26,8),0.0181863 # DEPENDENCYPART_SIBL
(26,7),(26,9),-0.0407397 # DEPENDENCYPART_SIBL
(26,7),(26,10),-0.160977 # DEPENDENCYPART_SIBL
(26,7),(26,11),-0.0313047 # DEPENDENCYPART_SIBL
(26,7),(26,12),-0.160977 # DEPENDENCYPART_SIBL
(26,7),(26,13),-0.0666131 # DEPENDENCYPART_SIBL
(26,7),(26,14),-0.0666131 # DEPENDENCYPART_SIBL
(26,7),(26,15),-0.0824422 # DEPENDENCYPART_SIBL
(26,7),(26,16),-0.101368 # DEPENDENCYPART_SIBL
(26,7),(26,17),-0.039275 # DEPENDENCYPART_SIBL
(26,7),(26,18),-0.0666131 # DEPENDENCYPART_SIBL
(26,7),(26,19),-0.0302991 # DEPENDENCYPART_SIBL
(26,7),(26,20),-0.116076 # DEPENDENCYPART_SIBL
(26,7),(26,21),-0.0824422 # DEPENDENCYPART_SIBL
(26,7),(26,22),-0.116076 # DEPENDENCYPART_SIBL
(26,7),(26,23),-0.0885613 # DEPENDENCYPART_SIBL
(26,7),(26,24),0.0745768 # DEPENDENCYPART_SIBL
(26,7),(26,25),0.0253916 # DEPENDENCYPART_SIBL
(26,7),(26,27),-0.071472 # DEPENDENCYPART_SIBL
(26,8),(26,9),-0.0157418 # DEPENDENCYPART_SIBL
(26,8),(26,10),-0.107234 # DEPENDENCYPART_SIBL
(26,8),(26,11),-0.00869267 # DEPENDENCYPART_SIBL
(26,8),(26,12),-0.107234 # DEPENDENCYPART_SIBL
(26,8),(26,13),-0.0394647 # DEPENDENCYPART_SIBL
(26,8),(26,14),-0.0394647 # DEPENDENCYPART_SIBL
(26,8),(26,15),0.0131973 # DEPENDENCYPART_SIBL
(26,8),(26,16),-0.12762 # DEPENDENCYPART_SIBL
(26,8),(26,17),-0.00880159 # DEPENDENCYPART_SIBL
(26,8),(26,18),-0.0394647 # DEPENDENCYPART_SIBL
(26,8),(26,19),-0.00869267 # DEPENDENCYPART_SIBL
(26,8),(26,20),-0.0815141 # DEPENDENCYPART_SIBL
(26,8),(26,21),0.0131973 # DEPENDENCYPART_SIBL
(26,8),(26,22),-0.0815141 # DEPENDENCYPART_SIBL
(26,8),(26,23),0.00668013 # DEPENDENCYPART_SIBL
(26,8),(26,24),-0.0285754 # DEPENDENCYPART_SIBL
(26,8),(26,25),-0.0404317 # DEPENDENCYPART_SIBL
(26,8),(26,27),-0.113721 # DEPENDENCYPART_SIBL
(26,9),(26,10),-0.174595 # DEPENDENCYPART_SIBL
(26,9),(26,11),-0.00639454 # DEPENDENCYPART_SIBL
(26,9),(26,12),-0.174595 # DEPENDENCYPART_SIBL
(26,9),(26,13),-0.0799649 # DEPENDENCYPART_SIBL
(26,9),(26,14),-0.0799649 # DEPENDENCYPART_SIBL
(26,9),(26,15),-0.0739236 # DEPENDENCYPART_SIBL
(26,9),(26,16),-0.0979614 # DEPENDENCYPART_SIBL
(26,9),(26,17),-0.0068694 # DEPENDENCYPART_SIBL
(26,9),(26,18),-0.0799649 # DEPENDENCYPART_SIBL
(26,9),(26,19),-0.00312804 # DEPENDENCYPART_SIBL
(26,9),(26,20),-0.148052 # DEPENDENCYPART_SIBL
(26,9),(26,21),-0.0739236 # DEPENDENCYPART_SIBL
(26,9),(26,22),-0.148052 # DEPENDENCYPART_SIBL
(26,9),(26,23),-0.0765206 # DEPENDENCYPART_SIBL
(26,9),(26,24),0.0439207 # DEPENDENCYPART_SIBL
(26,9),(26,25),-0.0282222 # DEPENDENCYPART_SIBL
(26,9),(26,27),-0.101689 # DEPENDENCYPART_SIBL
(26,10),(26,11),0.0170788 # DEPENDENCYPART_SIBL
(26,10),(26,12),-0.242352 # DEPENDENCYPART_SIBL
(26,10),(26,13),-0.22343 # DEPENDENCYPART_SIBL
(26,10),(26,14),-0.22343 # DEPENDENCYPART_SIBL
(26,10),(26,15),0.0155137 # DEPENDENCYPART_SIBL
(26,10),(26,16),-0.089244 # DEPENDENCYPART_SIBL
(26,10),(26,17),0.0121968 # DEPENDENCYPART_SIBL
(26,10),(26,18),-0.22343 # DEPENDENCYPART_SIBL
(26,10),(26,19),0.0176832 # DEPENDENCYPART_SIBL
(26,10),(26,20),-0.228339 # DEPENDENCYPART_SIBL
(26,10),(26,21),0.0155137 # DEPENDENCYPART_SIBL
(26,10),(26,22),-0.228339 # DEPENDENCYPART_SIBL
(26,10),(26,23),0.0168535 # DEPENDENCYPART_SIBL
(26,10),(26,24),0.0715608 # DEPENDENCYPART_SIBL
(26,10),(26,25),-0.133139 # DEPENDENCYPART_SIBL
(26,10),(26,27),-0.0680033 # DEPENDENCYPART_SIBL
(26,11),(26,12),-0.170963 # DEPENDENCYPART_SIBL
(26,11),(26,13),-0.0613926 # DEPENDENCYPART_SIBL
(26,11),(26,14),-0.0613926 # DEPENDENCYPART_SIBL
(26,11),(26,15),-0.0617332 # DEPENDENCYPART_SIBL
(26,11),(26,16),-0.094423 # DEPENDENCYPART_SIBL
(26,11),(26,17),-0.00252862 # DEPENDENCYPART_SIBL
(26,11),(26,18),-0.0613926 # DEPENDENCYPART_SIBL
(26,11),(26,19),0.00121274 # DEPENDENCYPART_SIBL
(26,11),(26,20),-0.144446 # DEPENDENCYPART_SIBL
(26,11),(26,21),-0.0617332 # DEPENDENCYPART_SIBL
(26,11),(26,22),-0.144446 # DEPENDENCYPART_SIBL
(26,11),(26,23),-0.0643302 # DEPENDENCYPART_SIBL
(26,11),(26,24),0.04754 # DEPENDENCYPART_SIBL
(26,11),(26,25),-0.0135074 # DEPENDENCYPART_SIBL
(26,11),(26,27),-0.10161 # DEPENDENCYPART_SIBL
(26,12),(26,13),-0.22343 # DEPENDENCYPART_SIBL
(26,12),(26,14),-0.22343 # DEPENDENCYPART_SIBL
(26,12),(26,15),0.0155137 # DEPENDENCYPART_SIBL
(26,12),(26,16),-0.089244 # DEPENDENCYPART_SIBL
(26,12),(26,17),0.0121968 # DEPENDENCYPART_SIBL
(26,12),(26,18),-0.22343 # DEPENDENCYPART_SIBL
(26,12),(26,19),0.0176832 # DEPENDENCYPART_SIBL
(26,12),(26,20),-0.228339 # DEPENDENCYPART_SIBL
(26,12),(26,21),0.0155137 # DEPENDENCYPART_SIBL
(26,12),(26,22),-0.228339 # DEPENDENCYPART_SIBL
(26,12),(26,23),0.0168535 # DEPENDENCYPART_SIBL
(26,12),(26,24),0.0715608 # DEPENDENCYPART_SIBL
(26,12),(26,25),-0.133139 # DEPENDENCYPART_SIBL
(26,12),(26,27),-0.0680033 # DEPENDENCYPART_SIBL
(26,13),(26,14),-0.970993 # DEPENDENCYPART_SIBL
(26,13),(26,15),-0.632731 # DEPENDENCYPART_SIBL
(26,13),(26,16),-0.381048 # DEPENDENCYPART_SIBL
(26,13),(26,17),-0.47248 # DEPENDENCYPART_SIBL
(26,13),(26,18),-0.970993 # DEPENDENCYPART_SIBL
(26,13),(26,19),-0.463504 # DEPENDENCYPART_SIBL
(26,13),(26,20),-0.390024 # DEPENDENCYPART_SIBL
(26,13),(26,21),-0.632731 # DEPENDENCYPART_SIBL
(26,13),(26,22),-0.390024 # DEPENDENCYPART_SIBL
(26,13),(26,23),-0.63885 # DEPENDENCYPART_SIBL
(26,13),(26,24),-0.294098 # DEPENDENCYPART_SIBL
(26,13),(26,25),-0.892433 # DEPENDENCYPART_SIBL
(26,13),(26,27),-0.103989 # DEPENDENCYPART_SIBL
(26,14),(26,15),-0.632731 # DEPENDENCYPART_SIBL
(26,14),(26,16),-0.381048 # DEPENDENCYPART_SIBL
(26,14),(26,17),-0.47248 # DEPENDENCYPART_SIBL
(26,14),(26,18),-0.970993 # DEPENDENCYPART_SIBL
(26,14),(26,19),-0.463504 # DEPENDENCYPART_SIBL
(26,14),(26,20),-0.390024 # DEPENDENCYPART_SIBL
(26,14),(26,21),-0.632731 # DEPENDENCYPART_SIBL
(26,14),(26,22),-0.390024 # DEPENDENCYPART_SIBL
(26,14),(26,23),-0.63885 # DEPENDENCYPART_SIBL
