# _root_ Ancak , o bahçeye _ girmek büyük cesaret istiyormuş , çünkü orası _ güçlü bir cadıya _ aitmiş .
#goldHeads=5,0,4,5,6,9,8,9,10,18,18,18,14,16,16,17,18,19,0,
#predictedHeads=19,0,4,5,6,9,8,9,10,18,19,13,14,16,16,17,18,19,0,
(10,4),(10,11),-0.0313496 # DEPENDENCYPART_SIBL
(10,4),(10,12),0.00262664 # DEPENDENCYPART_SIBL
(10,4),(10,13),-0.0223605 # DEPENDENCYPART_SIBL
(10,4),(10,16),0.00262664 # DEPENDENCYPART_SIBL
(10,4),(10,18),-0.033615 # DEPENDENCYPART_SIBL
(10,5),(10,6),-0.408986 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.380515 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.408986 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.455969 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.191406 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.0668854 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.0950234 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.0668854 # DEPENDENCYPART_SIBL
(10,5),(10,18),-0.138055 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.0978574 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.084773 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.0325191 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0313496 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.00262664 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.0223605 # DEPENDENCYPART_SIBL
(10,6),(10,16),0.00262664 # DEPENDENCYPART_SIBL
(10,6),(10,18),-0.033615 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.142853 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.00754159 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0268201 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.0208452 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.00324331 # DEPENDENCYPART_SIBL
(10,7),(10,16),0.0208452 # DEPENDENCYPART_SIBL
(10,7),(10,18),-0.0192553 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0325191 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0313496 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.00262664 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.0223605 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.00262664 # DEPENDENCYPART_SIBL
(10,8),(10,18),-0.033615 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0919097 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0645292 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0881183 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.0645292 # DEPENDENCYPART_SIBL
(10,9),(10,18),-0.139969 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0143328 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0197623 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.0143328 # DEPENDENCYPART_SIBL
(10,11),(10,18),-0.0248336 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0388428 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.0337201 # DEPENDENCYPART_SIBL
(10,12),(10,18),-0.032302 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.0409912 # DEPENDENCYPART_SIBL
(10,13),(10,18),-0.035425 # DEPENDENCYPART_SIBL
(10,16),(10,18),-0.032302 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.259829 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.258842 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.0564529 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.00365943 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.0202151 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.0410256 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.088935 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0112767 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0285831 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.0522151 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.00439572 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0164354 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.01387 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0159082 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0459023 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.0659484 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.129843 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.0415897 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.00756521 # DEPENDENCYPART_SIBL
(12,7),(12,13),0.0371734 # DEPENDENCYPART_SIBL
(12,7),(12,14),0.0372713 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.00910334 # DEPENDENCYPART_SIBL
(12,7),(12,16),0.0891122 # DEPENDENCYPART_SIBL
(12,7),(12,17),-0.0614086 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.187315 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.0656379 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.019108 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.0676383 # DEPENDENCYPART_SIBL
(12,8),(12,14),0.00374064 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.0106294 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.0209518 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.0550242 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.0190006 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.0695884 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.00168782 # DEPENDENCYPART_SIBL
(12,9),(12,14),0.0802589 # DEPENDENCYPART_SIBL
(12,9),(12,15),0.00860455 # DEPENDENCYPART_SIBL
(12,9),(12,16),0.0411503 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.044064 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.0462205 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0142751 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.0199186 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.000884396 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.0422724 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.0496999 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0306289 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.0286229 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.0166762 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.00485607 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.0444428 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.00507567 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.00725987 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0343011 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.0178505 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0273861 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.0232643 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.0317134 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.0111905 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.020669 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.0149193 # DEPENDENCYPART_SIBL
(13,6),(13,7),0.253413 # DEPENDENCYPART_SIBL
(13,6),(13,8),0.0744581 # DEPENDENCYPART_SIBL
(13,6),(13,9),0.323977 # DEPENDENCYPART_SIBL
(13,6),(13,10),0.0103456 # DEPENDENCYPART_SIBL
(13,6),(13,11),0.0268583 # DEPENDENCYPART_SIBL
(13,6),(13,12),0.0744581 # DEPENDENCYPART_SIBL
(13,6),(13,14),0.0166318 # DEPENDENCYPART_SIBL
(13,6),(13,15),-0.00971544 # DEPENDENCYPART_SIBL
(13,6),(13,17),-0.0894215 # DEPENDENCYPART_SIBL
(13,7),(13,8),0.1591 # DEPENDENCYPART_SIBL
(13,7),(13,9),0.241981 # DEPENDENCYPART_SIBL
(13,7),(13,10),0.0222149 # DEPENDENCYPART_SIBL
(13,7),(13,11),0.0456712 # DEPENDENCYPART_SIBL
(13,7),(13,12),0.1591 # DEPENDENCYPART_SIBL
(13,7),(13,14),0.0417159 # DEPENDENCYPART_SIBL
(13,7),(13,15),-0.0101909 # DEPENDENCYPART_SIBL
(13,7),(13,17),-0.0863589 # DEPENDENCYPART_SIBL
(13,8),(13,9),0.323977 # DEPENDENCYPART_SIBL
(13,8),(13,10),0.0103456 # DEPENDENCYPART_SIBL
(13,8),(13,11),0.0268583 # DEPENDENCYPART_SIBL
(13,8),(13,12),0.0744605 # DEPENDENCYPART_SIBL
(13,8),(13,14),0.0166318 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.00971544 # DEPENDENCYPART_SIBL
(13,8),(13,17),-0.0894215 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.0355708 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.105574 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.188159 # DEPENDENCYPART_SIBL
(13,9),(13,14),0.098675 # DEPENDENCYPART_SIBL
(13,9),(13,15),0.0245391 # DEPENDENCYPART_SIBL
(13,9),(13,17),-0.0539213 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.0790619 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.00242505 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.0263274 # DEPENDENCYPART_SIBL
(13,10),(13,15),0.00781024 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.0661794 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.153775 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.022414 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.028693 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.0799745 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.0136936 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0126537 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.0923598 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0275154 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.0339733 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.0230087 # DEPENDENCYPART_SIBL
(14,3),(14,5),-0.0890465 # DEPENDENCYPART_SIBL
(14,3),(14,6),0.0380522 # DEPENDENCYPART_SIBL
(14,3),(14,8),0.0380522 # DEPENDENCYPART_SIBL
(14,3),(14,9),0.0339383 # DEPENDENCYPART_SIBL
(14,3),(14,10),0.00729579 # DEPENDENCYPART_SIBL
(14,3),(14,11),-0.0110879 # DEPENDENCYPART_SIBL
(14,3),(14,12),0.0380522 # DEPENDENCYPART_SIBL
(14,3),(14,13),-0.0849326 # DEPENDENCYPART_SIBL
(14,3),(14,16),-0.0164769 # DEPENDENCYPART_SIBL
(14,5),(14,6),-0.310092 # DEPENDENCYPART_SIBL
(14,5),(14,8),-0.310092 # DEPENDENCYPART_SIBL
(14,5),(14,9),-0.41983 # DEPENDENCYPART_SIBL
(14,5),(14,10),-0.171623 # DEPENDENCYPART_SIBL
(14,5),(14,11),-0.119812 # DEPENDENCYPART_SIBL
(14,5),(14,12),-0.310092 # DEPENDENCYPART_SIBL
(14,5),(14,13),-0.797043 # DEPENDENCYPART_SIBL
(14,5),(14,16),-0.0453404 # DEPENDENCYPART_SIBL
(14,6),(14,8),-0.0217639 # DEPENDENCYPART_SIBL
(14,6),(14,9),0.19174 # DEPENDENCYPART_SIBL
(14,6),(14,10),-0.0246691 # DEPENDENCYPART_SIBL
(14,6),(14,11),-0.033256 # DEPENDENCYPART_SIBL
(14,6),(14,12),-0.0217639 # DEPENDENCYPART_SIBL
(14,6),(14,13),-0.238763 # DEPENDENCYPART_SIBL
(14,6),(14,16),0.0573922 # DEPENDENCYPART_SIBL
(14,8),(14,9),0.19174 # DEPENDENCYPART_SIBL
(14,8),(14,10),-0.0246691 # DEPENDENCYPART_SIBL
(14,8),(14,11),-0.033256 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.0217615 # DEPENDENCYPART_SIBL
(14,8),(14,13),-0.23876 # DEPENDENCYPART_SIBL
(14,8),(14,16),0.0573922 # DEPENDENCYPART_SIBL
(14,9),(14,10),-0.0495311 # DEPENDENCYPART_SIBL
(14,9),(14,11),0.00395109 # DEPENDENCYPART_SIBL
(14,9),(14,12),0.0439978 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.103481 # DEPENDENCYPART_SIBL
(14,9),(14,16),-0.0102393 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.0898412 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.0210978 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.212267 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.00273477 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.0333069 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.167202 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.0257288 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.224285 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.0561609 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.0222911 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.0780918 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.0575534 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.07135 # DEPENDENCYPART_SIBL
(16,1),(16,3),0.0595301 # DEPENDENCYPART_SIBL
(16,1),(16,4),0.0502275 # DEPENDENCYPART_SIBL
(16,1),(16,6),0.0502275 # DEPENDENCYPART_SIBL
(16,1),(16,7),0.0319261 # DEPENDENCYPART_SIBL
(16,1),(16,8),0.0502275 # DEPENDENCYPART_SIBL
(16,1),(16,9),0.103016 # DEPENDENCYPART_SIBL
(16,1),(16,10),0.0475143 # DEPENDENCYPART_SIBL
(16,1),(16,11),-0.0695571 # DEPENDENCYPART_SIBL
(16,1),(16,12),0.0502275 # DEPENDENCYPART_SIBL
(16,1),(16,13),-0.150724 # DEPENDENCYPART_SIBL
(16,1),(16,14),0.0585912 # DEPENDENCYPART_SIBL
(16,1),(16,15),0.0324466 # DEPENDENCYPART_SIBL
(16,1),(16,17),-0.0445357 # DEPENDENCYPART_SIBL
(16,3),(16,4),0.0168302 # DEPENDENCYPART_SIBL
(16,3),(16,6),0.0168302 # DEPENDENCYPART_SIBL
(16,3),(16,7),0.0776071 # DEPENDENCYPART_SIBL
(16,3),(16,8),0.0168302 # DEPENDENCYPART_SIBL
(16,3),(16,9),0.0824509 # DEPENDENCYPART_SIBL
(16,3),(16,10),-0.0332714 # DEPENDENCYPART_SIBL
(16,3),(16,11),-0.0385103 # DEPENDENCYPART_SIBL
(16,3),(16,12),0.0168302 # DEPENDENCYPART_SIBL
(16,3),(16,13),-0.122191 # DEPENDENCYPART_SIBL
(16,3),(16,14),0.104562 # DEPENDENCYPART_SIBL
(16,3),(16,15),-0.0874417 # DEPENDENCYPART_SIBL
(16,3),(16,17),-0.0724282 # DEPENDENCYPART_SIBL
(16,4),(16,6),-0.00703944 # DEPENDENCYPART_SIBL
(16,4),(16,7),0.116844 # DEPENDENCYPART_SIBL
(16,4),(16,8),-0.0070149 # DEPENDENCYPART_SIBL
(16,4),(16,9),0.187315 # DEPENDENCYPART_SIBL
(16,4),(16,10),-0.0656379 # DEPENDENCYPART_SIBL
(16,4),(16,11),-0.019108 # DEPENDENCYPART_SIBL
(16,4),(16,12),-0.0070149 # DEPENDENCYPART_SIBL
(16,4),(16,13),-0.16734 # DEPENDENCYPART_SIBL
(16,4),(16,14),0.0911001 # DEPENDENCYPART_SIBL
(16,4),(16,15),0.0943036 # DEPENDENCYPART_SIBL
(16,4),(16,17),-0.0550242 # DEPENDENCYPART_SIBL
(16,6),(16,7),0.116844 # DEPENDENCYPART_SIBL
(16,6),(16,8),-0.0070173 # DEPENDENCYPART_SIBL
(16,6),(16,9),0.187315 # DEPENDENCYPART_SIBL
(16,6),(16,10),-0.0656379 # DEPENDENCYPART_SIBL
(16,6),(16,11),-0.019108 # DEPENDENCYPART_SIBL
(16,6),(16,12),-0.0070173 # DEPENDENCYPART_SIBL
(16,6),(16,13),-0.167342 # DEPENDENCYPART_SIBL
(16,6),(16,14),0.0911001 # DEPENDENCYPART_SIBL
(16,6),(16,15),0.0943036 # DEPENDENCYPART_SIBL
(16,6),(16,17),-0.0550242 # DEPENDENCYPART_SIBL
(16,7),(16,8),0.0659484 # DEPENDENCYPART_SIBL
(16,7),(16,9),0.129843 # DEPENDENCYPART_SIBL
(16,7),(16,10),-0.0415897 # DEPENDENCYPART_SIBL
(16,7),(16,11),0.00756521 # DEPENDENCYPART_SIBL
(16,7),(16,12),0.0659484 # DEPENDENCYPART_SIBL
(16,7),(16,13),-0.0998365 # DEPENDENCYPART_SIBL
(16,7),(16,14),0.0894415 # DEPENDENCYPART_SIBL
(16,7),(16,15),0.268873 # DEPENDENCYPART_SIBL
(16,7),(16,17),-0.0614086 # DEPENDENCYPART_SIBL
(16,8),(16,9),0.187315 # DEPENDENCYPART_SIBL
(16,8),(16,10),-0.0656379 # DEPENDENCYPART_SIBL
(16,8),(16,11),-0.019108 # DEPENDENCYPART_SIBL
(16,8),(16,12),-0.0070149 # DEPENDENCYPART_SIBL
(16,8),(16,13),-0.16734 # DEPENDENCYPART_SIBL
(16,8),(16,14),0.0911001 # DEPENDENCYPART_SIBL
(16,8),(16,15),0.0943036 # DEPENDENCYPART_SIBL
(16,8),(16,17),-0.0550242 # DEPENDENCYPART_SIBL
(16,9),(16,10),-0.0190006 # DEPENDENCYPART_SIBL
(16,9),(16,11),0.0695884 # DEPENDENCYPART_SIBL
(16,9),(16,12),0.100978 # DEPENDENCYPART_SIBL
(16,9),(16,13),-0.0510203 # DEPENDENCYPART_SIBL
(16,9),(16,14),0.071601 # DEPENDENCYPART_SIBL
(16,9),(16,15),0.162656 # DEPENDENCYPART_SIBL
(16,9),(16,17),-0.044064 # DEPENDENCYPART_SIBL
(16,10),(16,11),-0.0462205 # DEPENDENCYPART_SIBL
(16,10),(16,12),0.00649166 # DEPENDENCYPART_SIBL
(16,10),(16,13),-0.319127 # DEPENDENCYPART_SIBL
(16,10),(16,14),0.0208417 # DEPENDENCYPART_SIBL
(16,10),(16,15),-0.0803326 # DEPENDENCYPART_SIBL
(16,10),(16,17),-0.0496999 # DEPENDENCYPART_SIBL
(16,11),(16,12),0.0628253 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.148204 # DEPENDENCYPART_SIBL
(16,11),(16,14),0.0422407 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.0051705 # DEPENDENCYPART_SIBL
(16,11),(16,17),-0.0444428 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.139165 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.0979499 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.101153 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.0579625 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.327531 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.20678 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.0978405 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.303904 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0584722 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.025301 # DEPENDENCYPART_SIBL
(17,10),(17,11),-0.0192658 # DEPENDENCYPART_SIBL
(17,10),(17,12),0.0139048 # DEPENDENCYPART_SIBL
(17,10),(17,13),-0.350828 # DEPENDENCYPART_SIBL
(17,10),(17,14),-0.00713857 # DEPENDENCYPART_SIBL
(17,10),(17,16),0.0139048 # DEPENDENCYPART_SIBL
(17,11),(17,12),0.114194 # DEPENDENCYPART_SIBL
(17,11),(17,13),-0.141475 # DEPENDENCYPART_SIBL
(17,11),(17,14),0.0497126 # DEPENDENCYPART_SIBL
(17,11),(17,16),0.114194 # DEPENDENCYPART_SIBL
(17,12),(17,13),-0.376504 # DEPENDENCYPART_SIBL
(17,12),(17,14),0.0241909 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.0878488 # DEPENDENCYPART_SIBL
(17,13),(17,14),-0.193114 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.397847 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.00575826 # DEPENDENCYPART_SIBL
(18,2),(18,3),0.0171391 # DEPENDENCYPART_SIBL
(18,2),(18,4),0.0214278 # DEPENDENCYPART_SIBL
(18,2),(18,5),-0.13294 # DEPENDENCYPART_SIBL
(18,2),(18,6),0.0214278 # DEPENDENCYPART_SIBL
(18,2),(18,8),0.0214278 # DEPENDENCYPART_SIBL
(18,2),(18,9),0.106229 # DEPENDENCYPART_SIBL
(18,2),(18,10),-0.241759 # DEPENDENCYPART_SIBL
(18,2),(18,11),-0.04555 # DEPENDENCYPART_SIBL
(18,2),(18,12),0.0214278 # DEPENDENCYPART_SIBL
(18,2),(18,13),-0.217742 # DEPENDENCYPART_SIBL
(18,2),(18,14),0.0182829 # DEPENDENCYPART_SIBL
(18,2),(18,15),-0.0241868 # DEPENDENCYPART_SIBL
(18,2),(18,16),0.0214278 # DEPENDENCYPART_SIBL
(18,2),(18,17),-0.155583 # DEPENDENCYPART_SIBL
(18,3),(18,4),-0.00918491 # DEPENDENCYPART_SIBL
(18,3),(18,5),0.0102269 # DEPENDENCYPART_SIBL
(18,3),(18,6),-0.00918491 # DEPENDENCYPART_SIBL
(18,3),(18,8),-0.00918491 # DEPENDENCYPART_SIBL
(18,3),(18,9),-0.0301808 # DEPENDENCYPART_SIBL
(18,3),(18,10),-0.128979 # DEPENDENCYPART_SIBL
(18,3),(18,11),-0.0625216 # DEPENDENCYPART_SIBL
(18,3),(18,12),-0.00918491 # DEPENDENCYPART_SIBL
(18,3),(18,13),0.0312228 # DEPENDENCYPART_SIBL
(18,3),(18,14),-0.0275926 # DEPENDENCYPART_SIBL
(18,3),(18,15),-0.0512717 # DEPENDENCYPART_SIBL
(18,3),(18,16),-0.00918491 # DEPENDENCYPART_SIBL
(18,3),(18,17),-0.0323421 # DEPENDENCYPART_SIBL
(18,4),(18,5),0.0317593 # DEPENDENCYPART_SIBL
(18,4),(18,6),-0.0706664 # DEPENDENCYPART_SIBL
(18,4),(18,8),-0.0706418 # DEPENDENCYPART_SIBL
(18,4),(18,9),0.0143212 # DEPENDENCYPART_SIBL
(18,4),(18,10),-0.157828 # DEPENDENCYPART_SIBL
(18,4),(18,11),-0.0470969 # DEPENDENCYPART_SIBL
(18,4),(18,12),-0.0706418 # DEPENDENCYPART_SIBL
(18,4),(18,13),-0.0532037 # DEPENDENCYPART_SIBL
(18,4),(18,14),-0.0271415 # DEPENDENCYPART_SIBL
(18,4),(18,15),-0.0125277 # DEPENDENCYPART_SIBL
(18,4),(18,16),-0.0706418 # DEPENDENCYPART_SIBL
(18,4),(18,17),0.0349975 # DEPENDENCYPART_SIBL
(18,5),(18,6),-0.553839 # DEPENDENCYPART_SIBL
(18,5),(18,8),-0.553839 # DEPENDENCYPART_SIBL
(18,5),(18,9),-0.641515 # DEPENDENCYPART_SIBL
(18,5),(18,10),-0.444497 # DEPENDENCYPART_SIBL
(18,5),(18,11),-0.292868 # DEPENDENCYPART_SIBL
(18,5),(18,12),-0.553839 # DEPENDENCYPART_SIBL
(18,5),(18,13),-0.943691 # DEPENDENCYPART_SIBL
(18,5),(18,14),-0.500385 # DEPENDENCYPART_SIBL
(18,5),(18,15),-0.312984 # DEPENDENCYPART_SIBL
(18,5),(18,16),-0.553839 # DEPENDENCYPART_SIBL
(18,5),(18,17),-0.699718 # DEPENDENCYPART_SIBL
(18,6),(18,8),-0.0706514 # DEPENDENCYPART_SIBL
(18,6),(18,9),0.0143164 # DEPENDENCYPART_SIBL
(18,6),(18,10),-0.157832 # DEPENDENCYPART_SIBL
(18,6),(18,11),-0.0471017 # DEPENDENCYPART_SIBL
(18,6),(18,12),-0.0706514 # DEPENDENCYPART_SIBL
(18,6),(18,13),-0.0532133 # DEPENDENCYPART_SIBL
(18,6),(18,14),-0.0271463 # DEPENDENCYPART_SIBL
(18,6),(18,15),-0.0125325 # DEPENDENCYPART_SIBL
(18,6),(18,16),-0.0706514 # DEPENDENCYPART_SIBL
(18,6),(18,17),0.0349878 # DEPENDENCYPART_SIBL
(18,8),(18,9),0.0143212 # DEPENDENCYPART_SIBL
(18,8),(18,10),-0.157828 # DEPENDENCYPART_SIBL
(18,8),(18,11),-0.0470969 # DEPENDENCYPART_SIBL
(18,8),(18,12),-0.0706418 # DEPENDENCYPART_SIBL
(18,8),(18,13),-0.0532037 # DEPENDENCYPART_SIBL
(18,8),(18,14),-0.0271415 # DEPENDENCYPART_SIBL
(18,8),(18,15),-0.0125277 # DEPENDENCYPART_SIBL
(18,8),(18,16),-0.0706418 # DEPENDENCYPART_SIBL
(18,8),(18,17),0.0349975 # DEPENDENCYPART_SIBL
(18,9),(18,10),-0.170371 # DEPENDENCYPART_SIBL
(18,9),(18,11),-0.0155397 # DEPENDENCYPART_SIBL
(18,9),(18,12),-0.00354973 # DEPENDENCYPART_SIBL
(18,9),(18,13),-0.0393109 # DEPENDENCYPART_SIBL
(18,9),(18,14),-0.0671796 # DEPENDENCYPART_SIBL
(18,9),(18,15),0.0166048 # DEPENDENCYPART_SIBL
(18,9),(18,16),-0.00354973 # DEPENDENCYPART_SIBL
(18,9),(18,17),-0.0373858 # DEPENDENCYPART_SIBL
(18,10),(18,11),-0.04555 # DEPENDENCYPART_SIBL
(18,10),(18,12),0.0214278 # DEPENDENCYPART_SIBL
(18,10),(18,13),-0.217742 # DEPENDENCYPART_SIBL
(18,10),(18,14),0.0182829 # DEPENDENCYPART_SIBL
(18,10),(18,15),-0.0241868 # DEPENDENCYPART_SIBL
(18,10),(18,16),0.0214278 # DEPENDENCYPART_SIBL
(18,10),(18,17),-0.155583 # DEPENDENCYPART_SIBL
(18,11),(18,12),0.0166246 # DEPENDENCYPART_SIBL
(18,11),(18,13),-0.057643 # DEPENDENCYPART_SIBL
(18,11),(18,14),0.00793576 # DEPENDENCYPART_SIBL
(18,11),(18,15),-0.0369183 # DEPENDENCYPART_SIBL
(18,11),(18,16),0.0166246 # DEPENDENCYPART_SIBL
(18,11),(18,17),-0.0291942 # DEPENDENCYPART_SIBL
(18,12),(18,13),-0.023478 # DEPENDENCYPART_SIBL
(18,12),(18,14),-0.0195162 # DEPENDENCYPART_SIBL
(18,12),(18,15),-0.00490244 # DEPENDENCYPART_SIBL
(18,12),(18,16),-0.0409161 # DEPENDENCYPART_SIBL
(18,12),(18,17),0.0426228 # DEPENDENCYPART_SIBL
(18,13),(18,14),-0.460346 # DEPENDENCYPART_SIBL
(18,13),(18,15),-0.342117 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.620931 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.627334 # DEPENDENCYPART_SIBL
(18,14),(18,15),0.145818 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.0478868 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.046872 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.010491 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.0286796 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.0349975 # DEPENDENCYPART_SIBL
(19,1),(19,4),-0.0880687 # DEPENDENCYPART_SIBL
