# _root_ Hannes_Alfven : Big_bang bir _ söylencedir , _ _ haksızlık etmeyelim , belki de iyi bir söylence .
#goldHeads=5,0,6,5,6,7,17,9,10,11,17,0,17,13,17,17,2,0,
#predictedHeads=6,0,5,5,6,7,11,9,10,11,12,17,17,13,17,17,18,0,
(10,9),(10,12),-0.0910354 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.176465 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.0368529 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0260681 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.0337618 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.0773105 # DEPENDENCYPART_SIBL
(11,1),(11,2),-0.140476 # DEPENDENCYPART_SIBL
(11,1),(11,3),-0.0932013 # DEPENDENCYPART_SIBL
(11,1),(11,4),-0.0125277 # DEPENDENCYPART_SIBL
(11,1),(11,5),-0.0532037 # DEPENDENCYPART_SIBL
(11,1),(11,6),0.0143212 # DEPENDENCYPART_SIBL
(11,1),(11,7),-0.157828 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.0532037 # DEPENDENCYPART_SIBL
(11,1),(11,9),-0.00970339 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.0714441 # DEPENDENCYPART_SIBL
(11,1),(11,12),-0.0647261 # DEPENDENCYPART_SIBL
(11,1),(11,13),0.0180629 # DEPENDENCYPART_SIBL
(11,1),(11,14),0.0261804 # DEPENDENCYPART_SIBL
(11,1),(11,17),0.00183869 # DEPENDENCYPART_SIBL
(11,1),(11,18),-0.071472 # DEPENDENCYPART_SIBL
(11,2),(11,3),-0.0547151 # DEPENDENCYPART_SIBL
(11,2),(11,4),-0.0212388 # DEPENDENCYPART_SIBL
(11,2),(11,5),-0.188692 # DEPENDENCYPART_SIBL
(11,2),(11,6),0.00258834 # DEPENDENCYPART_SIBL
(11,2),(11,7),-0.103315 # DEPENDENCYPART_SIBL
(11,2),(11,8),-0.188692 # DEPENDENCYPART_SIBL
(11,2),(11,9),-0.177342 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.0334007 # DEPENDENCYPART_SIBL
(11,2),(11,12),-0.0230131 # DEPENDENCYPART_SIBL
(11,2),(11,13),0.0626647 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.0203039 # DEPENDENCYPART_SIBL
(11,2),(11,17),0.0154649 # DEPENDENCYPART_SIBL
(11,2),(11,18),-0.0929494 # DEPENDENCYPART_SIBL
(11,3),(11,4),0.0140972 # DEPENDENCYPART_SIBL
(11,3),(11,5),0.0270186 # DEPENDENCYPART_SIBL
(11,3),(11,6),0.0522493 # DEPENDENCYPART_SIBL
(11,3),(11,7),-0.131203 # DEPENDENCYPART_SIBL
(11,3),(11,8),0.0270186 # DEPENDENCYPART_SIBL
(11,3),(11,9),0.0495366 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.0288701 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.0647261 # DEPENDENCYPART_SIBL
(11,3),(11,13),0.0180629 # DEPENDENCYPART_SIBL
(11,3),(11,14),0.0261783 # DEPENDENCYPART_SIBL
(11,3),(11,17),0.00183869 # DEPENDENCYPART_SIBL
(11,3),(11,18),-0.071472 # DEPENDENCYPART_SIBL
(11,4),(11,5),0.130342 # DEPENDENCYPART_SIBL
(11,4),(11,6),-0.187773 # DEPENDENCYPART_SIBL
(11,4),(11,7),-0.184885 # DEPENDENCYPART_SIBL
(11,4),(11,8),0.130342 # DEPENDENCYPART_SIBL
(11,4),(11,9),0.0531346 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.00648572 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.0932746 # DEPENDENCYPART_SIBL
(11,4),(11,13),-0.0187566 # DEPENDENCYPART_SIBL
(11,4),(11,14),0.0110932 # DEPENDENCYPART_SIBL
(11,4),(11,17),0.00539094 # DEPENDENCYPART_SIBL
(11,4),(11,18),-0.100779 # DEPENDENCYPART_SIBL
(11,5),(11,6),-0.549412 # DEPENDENCYPART_SIBL
(11,5),(11,7),-0.431953 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.957584 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.797 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.621733 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.0994745 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.0140035 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.0965268 # DEPENDENCYPART_SIBL
(11,5),(11,17),-0.00527488 # DEPENDENCYPART_SIBL
(11,5),(11,18),-0.103989 # DEPENDENCYPART_SIBL
(11,6),(11,7),-0.170371 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.0393109 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.102941 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.000455547 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.0881951 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.0442576 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.0381064 # DEPENDENCYPART_SIBL
(11,6),(11,17),0.0037541 # DEPENDENCYPART_SIBL
(11,6),(11,18),-0.0907017 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.217742 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.220887 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.0254331 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.0899436 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.133044 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.000229933 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.00827072 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.0680033 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.797 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.621733 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0994745 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0140035 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0965268 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.00527488 # DEPENDENCYPART_SIBL
(11,8),(11,18),-0.103989 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.59417 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.118857 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0660656 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.124184 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.000617533 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.134127 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0647261 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0180629 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.0261804 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.00183869 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.071472 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0527203 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0617427 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.0957602 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.0276293 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0408676 # DEPENDENCYPART_SIBL
(11,13),(11,17),0.00509356 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.0284353 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.128781 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.176155 # DEPENDENCYPART_SIBL
(11,17),(11,18),-0.00773257 # DEPENDENCYPART_SIBL
(12,6),(12,7),-0.128918 # DEPENDENCYPART_SIBL
(12,6),(12,8),-0.256986 # DEPENDENCYPART_SIBL
(12,6),(12,9),-0.280073 # DEPENDENCYPART_SIBL
(12,6),(12,10),-0.186812 # DEPENDENCYPART_SIBL
(12,6),(12,11),-0.202308 # DEPENDENCYPART_SIBL
(12,6),(12,13),0.0265461 # DEPENDENCYPART_SIBL
(12,6),(12,17),-0.0645292 # DEPENDENCYPART_SIBL
(12,6),(12,18),-0.0650751 # DEPENDENCYPART_SIBL
(12,7),(12,8),-0.154863 # DEPENDENCYPART_SIBL
(12,7),(12,9),-0.229276 # DEPENDENCYPART_SIBL
(12,7),(12,10),0.0370901 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.0885901 # DEPENDENCYPART_SIBL
(12,7),(12,13),0.110745 # DEPENDENCYPART_SIBL
(12,7),(12,17),-0.0279063 # DEPENDENCYPART_SIBL
(12,7),(12,18),-0.0445988 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.628723 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.309348 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.221142 # DEPENDENCYPART_SIBL
(12,8),(12,13),0.0146552 # DEPENDENCYPART_SIBL
(12,8),(12,17),0.000270415 # DEPENDENCYPART_SIBL
(12,8),(12,18),0.0088063 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.351056 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.250477 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.0359178 # DEPENDENCYPART_SIBL
(12,9),(12,17),0.0213421 # DEPENDENCYPART_SIBL
(12,9),(12,18),-0.024371 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0297194 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.0422333 # DEPENDENCYPART_SIBL
(12,10),(12,17),0.00262664 # DEPENDENCYPART_SIBL
(12,10),(12,18),0.0249933 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.0265461 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.0645292 # DEPENDENCYPART_SIBL
(12,11),(12,18),-0.0650751 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.0691842 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.007754 # DEPENDENCYPART_SIBL
(12,17),(12,18),-0.0173388 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.00355114 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.0464803 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.112335 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.0637628 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.0164245 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.0104568 # DEPENDENCYPART_SIBL
(15,5),(15,6),-0.195777 # DEPENDENCYPART_SIBL
(15,5),(15,8),-0.88334 # DEPENDENCYPART_SIBL
(15,5),(15,10),-0.349965 # DEPENDENCYPART_SIBL
(15,5),(15,11),-0.195777 # DEPENDENCYPART_SIBL
(15,5),(15,12),-0.148102 # DEPENDENCYPART_SIBL
(15,5),(15,13),-0.134677 # DEPENDENCYPART_SIBL
(15,5),(15,14),-0.173186 # DEPENDENCYPART_SIBL
(15,5),(15,17),0.0188757 # DEPENDENCYPART_SIBL
(15,6),(15,8),-0.0718901 # DEPENDENCYPART_SIBL
(15,6),(15,10),0.0635452 # DEPENDENCYPART_SIBL
(15,6),(15,11),-0.0367318 # DEPENDENCYPART_SIBL
(15,6),(15,12),-0.0512889 # DEPENDENCYPART_SIBL
(15,6),(15,13),-0.00147378 # DEPENDENCYPART_SIBL
(15,6),(15,14),-0.00743842 # DEPENDENCYPART_SIBL
(15,6),(15,17),-0.0125629 # DEPENDENCYPART_SIBL
(15,8),(15,10),-0.349965 # DEPENDENCYPART_SIBL
(15,8),(15,11),-0.195777 # DEPENDENCYPART_SIBL
(15,8),(15,12),-0.148102 # DEPENDENCYPART_SIBL
(15,8),(15,13),-0.134677 # DEPENDENCYPART_SIBL
(15,8),(15,14),-0.173186 # DEPENDENCYPART_SIBL
(15,8),(15,17),0.0188757 # DEPENDENCYPART_SIBL
(15,10),(15,11),0.190645 # DEPENDENCYPART_SIBL
(15,10),(15,12),-0.0226344 # DEPENDENCYPART_SIBL
(15,10),(15,13),0.0565591 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.0460473 # DEPENDENCYPART_SIBL
(15,10),(15,17),0.0539769 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.0512889 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.00147378 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.00743842 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.0125629 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.0474501 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.118206 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.0157258 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.0497432 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.0297679 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0314359 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.00161961 # DEPENDENCYPART_SIBL
(17,1),(17,2),-0.0654147 # DEPENDENCYPART_SIBL
(17,1),(17,3),-0.028218 # DEPENDENCYPART_SIBL
(17,1),(17,4),0.0943036 # DEPENDENCYPART_SIBL
(17,1),(17,5),-0.16734 # DEPENDENCYPART_SIBL
(17,1),(17,7),-0.0656379 # DEPENDENCYPART_SIBL
(17,1),(17,8),-0.16734 # DEPENDENCYPART_SIBL
(17,1),(17,9),-0.0688005 # DEPENDENCYPART_SIBL
(17,1),(17,10),-0.0094187 # DEPENDENCYPART_SIBL
(17,1),(17,11),0.187315 # DEPENDENCYPART_SIBL
(17,1),(17,12),-0.0656379 # DEPENDENCYPART_SIBL
(17,1),(17,13),0.0976895 # DEPENDENCYPART_SIBL
(17,1),(17,14),-0.0427412 # DEPENDENCYPART_SIBL
(17,1),(17,15),0.170356 # DEPENDENCYPART_SIBL
(17,1),(17,16),0.0943036 # DEPENDENCYPART_SIBL
(17,1),(17,18),-0.0217351 # DEPENDENCYPART_SIBL
(17,2),(17,3),-0.027265 # DEPENDENCYPART_SIBL
(17,2),(17,4),-0.00509058 # DEPENDENCYPART_SIBL
(17,2),(17,5),-0.251513 # DEPENDENCYPART_SIBL
(17,2),(17,7),0.0084838 # DEPENDENCYPART_SIBL
(17,2),(17,8),-0.251513 # DEPENDENCYPART_SIBL
(17,2),(17,9),-0.221855 # DEPENDENCYPART_SIBL
(17,2),(17,10),-0.0159082 # DEPENDENCYPART_SIBL
(17,2),(17,11),0.0787859 # DEPENDENCYPART_SIBL
(17,2),(17,12),0.0084838 # DEPENDENCYPART_SIBL
(17,2),(17,13),0.0465128 # DEPENDENCYPART_SIBL
(17,2),(17,14),-0.045456 # DEPENDENCYPART_SIBL
(17,2),(17,15),0.0593142 # DEPENDENCYPART_SIBL
(17,2),(17,16),-0.00509058 # DEPENDENCYPART_SIBL
(17,2),(17,18),-0.0552556 # DEPENDENCYPART_SIBL
(17,3),(17,4),0.078614 # DEPENDENCYPART_SIBL
(17,3),(17,5),-0.170718 # DEPENDENCYPART_SIBL
(17,3),(17,7),-0.0813275 # DEPENDENCYPART_SIBL
(17,3),(17,8),-0.170718 # DEPENDENCYPART_SIBL
(17,3),(17,9),-0.0719264 # DEPENDENCYPART_SIBL
(17,3),(17,10),-0.035076 # DEPENDENCYPART_SIBL
(17,3),(17,11),0.177132 # DEPENDENCYPART_SIBL
(17,3),(17,12),-0.0813275 # DEPENDENCYPART_SIBL
(17,3),(17,13),0.0879073 # DEPENDENCYPART_SIBL
(17,3),(17,14),-0.0584308 # DEPENDENCYPART_SIBL
(17,3),(17,15),0.144952 # DEPENDENCYPART_SIBL
(17,3),(17,16),0.078614 # DEPENDENCYPART_SIBL
(17,3),(17,18),-0.0217351 # DEPENDENCYPART_SIBL
(17,4),(17,5),0.088669 # DEPENDENCYPART_SIBL
(17,4),(17,7),-0.030321 # DEPENDENCYPART_SIBL
(17,4),(17,8),0.088669 # DEPENDENCYPART_SIBL
(17,4),(17,9),0.00486962 # DEPENDENCYPART_SIBL
(17,4),(17,10),0.150332 # DEPENDENCYPART_SIBL
(17,4),(17,11),-0.00731757 # DEPENDENCYPART_SIBL
(17,4),(17,12),-0.030321 # DEPENDENCYPART_SIBL
(17,4),(17,13),-0.0150894 # DEPENDENCYPART_SIBL
(17,4),(17,14),-0.059785 # DEPENDENCYPART_SIBL
(17,4),(17,15),0.0852748 # DEPENDENCYPART_SIBL
(17,4),(17,16),-0.135241 # DEPENDENCYPART_SIBL
(17,4),(17,18),-0.0444481 # DEPENDENCYPART_SIBL
(17,5),(17,7),-0.274376 # DEPENDENCYPART_SIBL
(17,5),(17,8),-0.934919 # DEPENDENCYPART_SIBL
(17,5),(17,9),-0.822999 # DEPENDENCYPART_SIBL
(17,5),(17,10),-0.44143 # DEPENDENCYPART_SIBL
(17,5),(17,11),-0.287783 # DEPENDENCYPART_SIBL
(17,5),(17,12),-0.274376 # DEPENDENCYPART_SIBL
(17,5),(17,13),-0.167382 # DEPENDENCYPART_SIBL
(17,5),(17,14),-0.253106 # DEPENDENCYPART_SIBL
(17,5),(17,15),-0.248275 # DEPENDENCYPART_SIBL
(17,5),(17,16),-0.20678 # DEPENDENCYPART_SIBL
(17,5),(17,18),-0.063918 # DEPENDENCYPART_SIBL
(17,7),(17,8),-0.319127 # DEPENDENCYPART_SIBL
(17,7),(17,9),-0.304353 # DEPENDENCYPART_SIBL
(17,7),(17,10),0.00649166 # DEPENDENCYPART_SIBL
(17,7),(17,11),0.0974612 # DEPENDENCYPART_SIBL
(17,7),(17,12),-0.0839136 # DEPENDENCYPART_SIBL
(17,7),(17,13),0.0926848 # DEPENDENCYPART_SIBL
(17,7),(17,14),-0.0707074 # DEPENDENCYPART_SIBL
(17,7),(17,15),0.0992004 # DEPENDENCYPART_SIBL
(17,7),(17,16),-0.0803326 # DEPENDENCYPART_SIBL
(17,7),(17,18),-0.0556606 # DEPENDENCYPART_SIBL
(17,8),(17,9),-0.822999 # DEPENDENCYPART_SIBL
(17,8),(17,10),-0.44143 # DEPENDENCYPART_SIBL
(17,8),(17,11),-0.287783 # DEPENDENCYPART_SIBL
(17,8),(17,12),-0.274376 # DEPENDENCYPART_SIBL
(17,8),(17,13),-0.167382 # DEPENDENCYPART_SIBL
(17,8),(17,14),-0.253106 # DEPENDENCYPART_SIBL
(17,8),(17,15),-0.248275 # DEPENDENCYPART_SIBL
(17,8),(17,16),-0.20678 # DEPENDENCYPART_SIBL
(17,8),(17,18),-0.063918 # DEPENDENCYPART_SIBL
(17,9),(17,10),-0.343049 # DEPENDENCYPART_SIBL
(17,9),(17,11),-0.324658 # DEPENDENCYPART_SIBL
(17,9),(17,12),-0.238975 # DEPENDENCYPART_SIBL
(17,9),(17,13),-0.214962 # DEPENDENCYPART_SIBL
(17,9),(17,14),-0.210289 # DEPENDENCYPART_SIBL
(17,9),(17,15),-0.332489 # DEPENDENCYPART_SIBL
(17,9),(17,16),0.00539237 # DEPENDENCYPART_SIBL
(17,9),(17,18),-0.082719 # DEPENDENCYPART_SIBL
(17,10),(17,11),0.184516 # DEPENDENCYPART_SIBL
(17,10),(17,12),-0.0656379 # DEPENDENCYPART_SIBL
(17,10),(17,13),0.0976895 # DEPENDENCYPART_SIBL
(17,10),(17,14),-0.0427412 # DEPENDENCYPART_SIBL
(17,10),(17,15),0.170356 # DEPENDENCYPART_SIBL
(17,10),(17,16),0.0943036 # DEPENDENCYPART_SIBL
(17,10),(17,18),-0.0217351 # DEPENDENCYPART_SIBL
(17,11),(17,12),-0.0190006 # DEPENDENCYPART_SIBL
(17,11),(17,13),0.100989 # DEPENDENCYPART_SIBL
(17,11),(17,14),0.0537855 # DEPENDENCYPART_SIBL
(17,11),(17,15),0.0871339 # DEPENDENCYPART_SIBL
(17,11),(17,16),0.162656 # DEPENDENCYPART_SIBL
(17,11),(17,18),-0.0196888 # DEPENDENCYPART_SIBL
(17,12),(17,13),0.0926848 # DEPENDENCYPART_SIBL
(17,12),(17,14),-0.0707074 # DEPENDENCYPART_SIBL
(17,12),(17,15),0.0992004 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.0803326 # DEPENDENCYPART_SIBL
(17,12),(17,18),-0.0556606 # DEPENDENCYPART_SIBL
(17,13),(17,14),-0.0757841 # DEPENDENCYPART_SIBL
(17,13),(17,15),-0.00673864 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.0554165 # DEPENDENCYPART_SIBL
(17,13),(17,18),-0.0495441 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.0118851 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.0538321 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.055279 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.324395 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.0412927 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.0444481 # DEPENDENCYPART_SIBL
(18,1),(18,2),-0.0686527 # DEPENDENCYPART_SIBL
(18,1),(18,3),-0.0358844 # DEPENDENCYPART_SIBL
(18,1),(18,5),-0.119944 # DEPENDENCYPART_SIBL
(18,1),(18,6),0.0428143 # DEPENDENCYPART_SIBL
(18,1),(18,7),-0.065657 # DEPENDENCYPART_SIBL
(18,1),(18,8),-0.119944 # DEPENDENCYPART_SIBL
(18,1),(18,9),-0.102492 # DEPENDENCYPART_SIBL
(18,1),(18,10),-0.0282965 # DEPENDENCYPART_SIBL
(18,1),(18,11),0.0428143 # DEPENDENCYPART_SIBL
(18,1),(18,12),-0.065657 # DEPENDENCYPART_SIBL
(18,1),(18,13),-0.00298201 # DEPENDENCYPART_SIBL
(18,1),(18,14),0.0243335 # DEPENDENCYPART_SIBL
(18,1),(18,15),0.0217591 # DEPENDENCYPART_SIBL
(18,1),(18,16),-0.0479882 # DEPENDENCYPART_SIBL
(18,1),(18,17),-0.0258927 # DEPENDENCYPART_SIBL
(18,2),(18,3),-0.00627796 # DEPENDENCYPART_SIBL
(18,2),(18,5),-0.139294 # DEPENDENCYPART_SIBL
(18,2),(18,6),0.0564324 # DEPENDENCYPART_SIBL
(18,2),(18,7),0.020631 # DEPENDENCYPART_SIBL
(18,2),(18,8),-0.139294 # DEPENDENCYPART_SIBL
(18,2),(18,9),-0.132565 # DEPENDENCYPART_SIBL
(18,2),(18,10),-0.00127848 # DEPENDENCYPART_SIBL
(18,2),(18,11),0.0564324 # DEPENDENCYPART_SIBL
(18,2),(18,12),0.020631 # DEPENDENCYPART_SIBL
(18,2),(18,13),0.00584708 # DEPENDENCYPART_SIBL
(18,2),(18,14),0.044857 # DEPENDENCYPART_SIBL
(18,2),(18,15),0.0184786 # DEPENDENCYPART_SIBL
(18,2),(18,16),-0.0404879 # DEPENDENCYPART_SIBL
(18,2),(18,17),-0.00127848 # DEPENDENCYPART_SIBL
(18,3),(18,5),-0.0999067 # DEPENDENCYPART_SIBL
(18,3),(18,6),0.0483209 # DEPENDENCYPART_SIBL
(18,3),(18,7),-0.065657 # DEPENDENCYPART_SIBL
(18,3),(18,8),-0.0999067 # DEPENDENCYPART_SIBL
(18,3),(18,9),-0.088496 # DEPENDENCYPART_SIBL
(18,3),(18,10),-0.0272723 # DEPENDENCYPART_SIBL
(18,3),(18,11),0.0483209 # DEPENDENCYPART_SIBL
(18,3),(18,12),-0.065657 # DEPENDENCYPART_SIBL
(18,3),(18,13),0.00292528 # DEPENDENCYPART_SIBL
(18,3),(18,14),0.0243335 # DEPENDENCYPART_SIBL
(18,3),(18,15),0.016742 # DEPENDENCYPART_SIBL
(18,3),(18,16),-0.0479882 # DEPENDENCYPART_SIBL
(18,3),(18,17),-0.0248685 # DEPENDENCYPART_SIBL
(18,5),(18,6),-0.215737 # DEPENDENCYPART_SIBL
(18,5),(18,7),-0.0961648 # DEPENDENCYPART_SIBL
(18,5),(18,8),-0.601632 # DEPENDENCYPART_SIBL
(18,5),(18,9),-0.532353 # DEPENDENCYPART_SIBL
(18,5),(18,10),-0.247617 # DEPENDENCYPART_SIBL
(18,5),(18,11),-0.215737 # DEPENDENCYPART_SIBL
(18,5),(18,12),-0.0961648 # DEPENDENCYPART_SIBL
(18,5),(18,13),-0.0892466 # DEPENDENCYPART_SIBL
(18,5),(18,14),-0.00787263 # DEPENDENCYPART_SIBL
(18,5),(18,15),-0.145734 # DEPENDENCYPART_SIBL
(18,5),(18,16),-0.129012 # DEPENDENCYPART_SIBL
(18,5),(18,17),-0.245213 # DEPENDENCYPART_SIBL
(18,6),(18,7),-0.220022 # DEPENDENCYPART_SIBL
(18,6),(18,8),-0.325536 # DEPENDENCYPART_SIBL
(18,6),(18,9),-0.257189 # DEPENDENCYPART_SIBL
(18,6),(18,10),-0.252873 # DEPENDENCYPART_SIBL
(18,6),(18,11),-0.437848 # DEPENDENCYPART_SIBL
(18,6),(18,12),-0.220022 # DEPENDENCYPART_SIBL
(18,6),(18,13),-0.126054 # DEPENDENCYPART_SIBL
(18,6),(18,14),-0.0155256 # DEPENDENCYPART_SIBL
(18,6),(18,15),-0.194741 # DEPENDENCYPART_SIBL
(18,6),(18,16),-0.192983 # DEPENDENCYPART_SIBL
(18,6),(18,17),-0.252873 # DEPENDENCYPART_SIBL
(18,7),(18,8),-0.117092 # DEPENDENCYPART_SIBL
(18,7),(18,9),-0.18609 # DEPENDENCYPART_SIBL
(18,7),(18,10),0.0773112 # DEPENDENCYPART_SIBL
(18,7),(18,11),0.025689 # DEPENDENCYPART_SIBL
(18,7),(18,12),-0.0750983 # DEPENDENCYPART_SIBL
(18,7),(18,13),0.0181396 # DEPENDENCYPART_SIBL
(18,7),(18,14),0.0248876 # DEPENDENCYPART_SIBL
(18,7),(18,15),0.0460475 # DEPENDENCYPART_SIBL
(18,7),(18,16),-0.074076 # DEPENDENCYPART_SIBL
(18,7),(18,17),0.0773112 # DEPENDENCYPART_SIBL
(18,8),(18,9),-0.532353 # DEPENDENCYPART_SIBL
(18,8),(18,10),-0.247617 # DEPENDENCYPART_SIBL
(18,8),(18,11),-0.215737 # DEPENDENCYPART_SIBL
(18,8),(18,12),-0.0961648 # DEPENDENCYPART_SIBL
(18,8),(18,13),-0.0892466 # DEPENDENCYPART_SIBL
(18,8),(18,14),-0.00787263 # DEPENDENCYPART_SIBL
(18,8),(18,15),-0.145734 # DEPENDENCYPART_SIBL
(18,8),(18,16),-0.129012 # DEPENDENCYPART_SIBL
(18,8),(18,17),-0.245213 # DEPENDENCYPART_SIBL
(18,9),(18,10),-0.321121 # DEPENDENCYPART_SIBL
(18,9),(18,11),-0.303473 # DEPENDENCYPART_SIBL
(18,9),(18,12),-0.115627 # DEPENDENCYPART_SIBL
(18,9),(18,13),-0.0950205 # DEPENDENCYPART_SIBL
(18,9),(18,14),0.00147398 # DEPENDENCYPART_SIBL
(18,9),(18,15),-0.230164 # DEPENDENCYPART_SIBL
(18,9),(18,16),-0.0411815 # DEPENDENCYPART_SIBL
(18,9),(18,17),-0.321121 # DEPENDENCYPART_SIBL
(18,10),(18,11),0.0400146 # DEPENDENCYPART_SIBL
(18,10),(18,12),-0.065657 # DEPENDENCYPART_SIBL
(18,10),(18,13),-0.00298201 # DEPENDENCYPART_SIBL
(18,10),(18,14),0.0243335 # DEPENDENCYPART_SIBL
(18,10),(18,15),0.0217591 # DEPENDENCYPART_SIBL
(18,10),(18,16),-0.0479882 # DEPENDENCYPART_SIBL
(18,10),(18,17),-0.0258927 # DEPENDENCYPART_SIBL
(18,11),(18,12),-0.220022 # DEPENDENCYPART_SIBL
(18,11),(18,13),-0.126054 # DEPENDENCYPART_SIBL
(18,11),(18,14),-0.0155256 # DEPENDENCYPART_SIBL
(18,11),(18,15),-0.194741 # DEPENDENCYPART_SIBL
(18,11),(18,16),-0.192983 # DEPENDENCYPART_SIBL
(18,11),(18,17),-0.252873 # DEPENDENCYPART_SIBL
(18,12),(18,13),0.0181396 # DEPENDENCYPART_SIBL
