# _root_ Ilık et suyunun yanında _ _ haşlanmış geyik eti , _ kızarmış ekmek , bir de ılık çay vardı masada .
#goldHeads=3,3,4,19,6,7,9,9,10,13,12,13,14,18,18,15,18,19,21,19,0,
#predictedHeads=2,3,4,6,6,7,9,9,19,0,12,13,19,0,18,15,18,19,21,19,0,
(10,7),(10,9),-0.123436 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0423426 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.0140316 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.0190349 # DEPENDENCYPART_SIBL
(10,7),(10,19),-0.0185595 # DEPENDENCYPART_SIBL
(10,7),(10,20),0.0236983 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.0866829 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0587326 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.00387533 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.00287314 # DEPENDENCYPART_SIBL
(10,8),(10,19),-0.0342018 # DEPENDENCYPART_SIBL
(10,8),(10,20),0.015423 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0586021 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.00372692 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.00274273 # DEPENDENCYPART_SIBL
(10,9),(10,19),-0.0340714 # DEPENDENCYPART_SIBL
(10,9),(10,20),0.0106284 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0248632 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0578665 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.0286604 # DEPENDENCYPART_SIBL
(10,11),(10,20),-0.0169632 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0261313 # DEPENDENCYPART_SIBL
(10,12),(10,19),-0.0227049 # DEPENDENCYPART_SIBL
(10,12),(10,20),-0.00607939 # DEPENDENCYPART_SIBL
(10,14),(10,19),-0.0343298 # DEPENDENCYPART_SIBL
(10,14),(10,20),-0.0319635 # DEPENDENCYPART_SIBL
(10,19),(10,20),-0.00969202 # DEPENDENCYPART_SIBL
(11,2),(11,4),0.0100988 # DEPENDENCYPART_SIBL
(11,2),(11,6),-0.07014 # DEPENDENCYPART_SIBL
(11,2),(11,7),0.0900167 # DEPENDENCYPART_SIBL
(11,2),(11,8),0.0219837 # DEPENDENCYPART_SIBL
(11,2),(11,9),0.01083 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.081844 # DEPENDENCYPART_SIBL
(11,2),(11,12),-0.0217318 # DEPENDENCYPART_SIBL
(11,2),(11,13),0.0127734 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.0373243 # DEPENDENCYPART_SIBL
(11,2),(11,18),0.0127734 # DEPENDENCYPART_SIBL
(11,2),(11,19),0.00500475 # DEPENDENCYPART_SIBL
(11,2),(11,20),0.0787014 # DEPENDENCYPART_SIBL
(11,2),(11,21),-0.0505711 # DEPENDENCYPART_SIBL
(11,4),(11,6),-0.134638 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.0663112 # DEPENDENCYPART_SIBL
(11,4),(11,8),0.0098116 # DEPENDENCYPART_SIBL
(11,4),(11,9),-0.00134207 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.0943595 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.0309793 # DEPENDENCYPART_SIBL
(11,4),(11,13),-0.00262882 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.0465862 # DEPENDENCYPART_SIBL
(11,4),(11,18),-0.00262882 # DEPENDENCYPART_SIBL
(11,4),(11,19),-0.00426026 # DEPENDENCYPART_SIBL
(11,4),(11,20),0.0632992 # DEPENDENCYPART_SIBL
(11,4),(11,21),-0.0598293 # DEPENDENCYPART_SIBL
(11,6),(11,7),-0.525061 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.561644 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.564384 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.459699 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.00978489 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.000490241 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.118712 # DEPENDENCYPART_SIBL
(11,6),(11,18),0.000490241 # DEPENDENCYPART_SIBL
(11,6),(11,19),-0.0446824 # DEPENDENCYPART_SIBL
(11,6),(11,20),0.0588396 # DEPENDENCYPART_SIBL
(11,6),(11,21),-0.119174 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.0699748 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.050333 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.107532 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0345515 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.00316128 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.0801922 # DEPENDENCYPART_SIBL
(11,7),(11,18),0.00317052 # DEPENDENCYPART_SIBL
(11,7),(11,19),-0.0112386 # DEPENDENCYPART_SIBL
(11,7),(11,20),0.0362393 # DEPENDENCYPART_SIBL
(11,7),(11,21),-0.0977768 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.0347459 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.0592279 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0187209 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.0234954 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0343072 # DEPENDENCYPART_SIBL
(11,8),(11,18),0.0234954 # DEPENDENCYPART_SIBL
(11,8),(11,19),0.00802162 # DEPENDENCYPART_SIBL
(11,8),(11,20),0.0894234 # DEPENDENCYPART_SIBL
(11,8),(11,21),-0.047554 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.0691176 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0217318 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.0112211 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0373243 # DEPENDENCYPART_SIBL
(11,9),(11,18),0.0112211 # DEPENDENCYPART_SIBL
(11,9),(11,19),0.00500475 # DEPENDENCYPART_SIBL
(11,9),(11,20),0.077149 # DEPENDENCYPART_SIBL
(11,9),(11,21),-0.0505711 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0291826 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0108194 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.0908939 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.0108194 # DEPENDENCYPART_SIBL
(11,10),(11,19),-0.0195827 # DEPENDENCYPART_SIBL
(11,10),(11,20),0.0430137 # DEPENDENCYPART_SIBL
(11,10),(11,21),-0.0642176 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0264958 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0207606 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.0269119 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.0302142 # DEPENDENCYPART_SIBL
(11,12),(11,20),-0.0264958 # DEPENDENCYPART_SIBL
(11,12),(11,21),-0.0497333 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.0726346 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.00246001 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.00579839 # DEPENDENCYPART_SIBL
(11,13),(11,20),-0.00121166 # DEPENDENCYPART_SIBL
(11,13),(11,21),-0.0049745 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.0732848 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.0541228 # DEPENDENCYPART_SIBL
(11,14),(11,20),-0.0728687 # DEPENDENCYPART_SIBL
(11,14),(11,21),-0.0341533 # DEPENDENCYPART_SIBL
(11,18),(11,19),-0.00687731 # DEPENDENCYPART_SIBL
(11,18),(11,20),-0.00229058 # DEPENDENCYPART_SIBL
(11,18),(11,21),-0.00821124 # DEPENDENCYPART_SIBL
(11,19),(11,20),-0.0243155 # DEPENDENCYPART_SIBL
(11,19),(11,21),-0.0648648 # DEPENDENCYPART_SIBL
(11,20),(11,21),-0.0049745 # DEPENDENCYPART_SIBL
(12,3),(12,4),0.0177597 # DEPENDENCYPART_SIBL
(12,3),(12,5),0.00495798 # DEPENDENCYPART_SIBL
(12,3),(12,6),0.00495798 # DEPENDENCYPART_SIBL
(12,3),(12,7),0.0856221 # DEPENDENCYPART_SIBL
(12,3),(12,8),0.0157883 # DEPENDENCYPART_SIBL
(12,3),(12,9),0.0137066 # DEPENDENCYPART_SIBL
(12,3),(12,10),-0.0163507 # DEPENDENCYPART_SIBL
(12,3),(12,11),0.00495798 # DEPENDENCYPART_SIBL
(12,3),(12,18),0.0573922 # DEPENDENCYPART_SIBL
(12,3),(12,19),0.0376885 # DEPENDENCYPART_SIBL
(12,3),(12,20),0.0669007 # DEPENDENCYPART_SIBL
(12,4),(12,5),-0.0535834 # DEPENDENCYPART_SIBL
(12,4),(12,6),-0.0535834 # DEPENDENCYPART_SIBL
(12,4),(12,7),0.0667384 # DEPENDENCYPART_SIBL
(12,4),(12,8),-0.00691071 # DEPENDENCYPART_SIBL
(12,4),(12,9),-0.00899243 # DEPENDENCYPART_SIBL
(12,4),(12,10),-0.0296079 # DEPENDENCYPART_SIBL
(12,4),(12,11),-0.0535834 # DEPENDENCYPART_SIBL
(12,4),(12,18),0.0700045 # DEPENDENCYPART_SIBL
(12,4),(12,19),0.0452885 # DEPENDENCYPART_SIBL
(12,4),(12,20),0.079513 # DEPENDENCYPART_SIBL
(12,5),(12,6),-0.893201 # DEPENDENCYPART_SIBL
(12,5),(12,7),-0.226063 # DEPENDENCYPART_SIBL
(12,5),(12,8),-0.29302 # DEPENDENCYPART_SIBL
(12,5),(12,9),-0.292416 # DEPENDENCYPART_SIBL
(12,5),(12,10),-0.171623 # DEPENDENCYPART_SIBL
(12,5),(12,11),-0.893201 # DEPENDENCYPART_SIBL
(12,5),(12,18),-0.0453404 # DEPENDENCYPART_SIBL
(12,5),(12,19),-0.0582099 # DEPENDENCYPART_SIBL
(12,5),(12,20),-0.0364816 # DEPENDENCYPART_SIBL
(12,6),(12,7),-0.226063 # DEPENDENCYPART_SIBL
(12,6),(12,8),-0.29302 # DEPENDENCYPART_SIBL
(12,6),(12,9),-0.292416 # DEPENDENCYPART_SIBL
(12,6),(12,10),-0.171623 # DEPENDENCYPART_SIBL
(12,6),(12,11),-0.893201 # DEPENDENCYPART_SIBL
(12,6),(12,18),-0.0453404 # DEPENDENCYPART_SIBL
(12,6),(12,19),-0.0582099 # DEPENDENCYPART_SIBL
(12,6),(12,20),-0.0364816 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.113945 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.0975183 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.00526987 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.00181402 # DEPENDENCYPART_SIBL
(12,7),(12,18),0.0140209 # DEPENDENCYPART_SIBL
(12,7),(12,19),0.0117823 # DEPENDENCYPART_SIBL
(12,7),(12,20),0.0139981 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.0117525 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.0163883 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.0170348 # DEPENDENCYPART_SIBL
(12,8),(12,18),0.0608602 # DEPENDENCYPART_SIBL
(12,8),(12,19),0.0376743 # DEPENDENCYPART_SIBL
(12,8),(12,20),0.0703687 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.0170062 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.0093255 # DEPENDENCYPART_SIBL
(12,9),(12,18),0.0558398 # DEPENDENCYPART_SIBL
(12,9),(12,19),0.0376885 # DEPENDENCYPART_SIBL
(12,9),(12,20),0.0653483 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.22269 # DEPENDENCYPART_SIBL
(12,10),(12,18),-0.00273477 # DEPENDENCYPART_SIBL
(12,10),(12,19),-0.000370582 # DEPENDENCYPART_SIBL
(12,10),(12,20),-0.0031948 # DEPENDENCYPART_SIBL
(12,11),(12,18),-0.0453404 # DEPENDENCYPART_SIBL
(12,11),(12,19),-0.0582099 # DEPENDENCYPART_SIBL
(12,11),(12,20),-0.0364816 # DEPENDENCYPART_SIBL
(12,18),(12,19),-0.0294678 # DEPENDENCYPART_SIBL
(12,18),(12,20),-0.0237327 # DEPENDENCYPART_SIBL
(12,19),(12,20),0.00509169 # DEPENDENCYPART_SIBL
(13,1),(13,6),-0.0133275 # DEPENDENCYPART_SIBL
(13,1),(13,7),0.101075 # DEPENDENCYPART_SIBL
(13,1),(13,8),0.13601 # DEPENDENCYPART_SIBL
(13,1),(13,9),0.0852116 # DEPENDENCYPART_SIBL
(13,1),(13,10),-0.030237 # DEPENDENCYPART_SIBL
(13,1),(13,11),-0.0133275 # DEPENDENCYPART_SIBL
(13,1),(13,12),0.0951929 # DEPENDENCYPART_SIBL
(13,1),(13,14),-0.0470347 # DEPENDENCYPART_SIBL
(13,1),(13,15),-0.00668235 # DEPENDENCYPART_SIBL
(13,1),(13,16),0.0411233 # DEPENDENCYPART_SIBL
(13,1),(13,17),0.0396072 # DEPENDENCYPART_SIBL
(13,1),(13,18),0.0947404 # DEPENDENCYPART_SIBL
(13,1),(13,19),0.0455916 # DEPENDENCYPART_SIBL
(13,6),(13,7),-0.340723 # DEPENDENCYPART_SIBL
(13,6),(13,8),-0.309134 # DEPENDENCYPART_SIBL
(13,6),(13,9),-0.335947 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.227738 # DEPENDENCYPART_SIBL
(13,6),(13,11),-0.847465 # DEPENDENCYPART_SIBL
(13,6),(13,12),-0.346606 # DEPENDENCYPART_SIBL
(13,6),(13,14),-0.082585 # DEPENDENCYPART_SIBL
(13,6),(13,15),-0.021566 # DEPENDENCYPART_SIBL
(13,6),(13,16),-0.223299 # DEPENDENCYPART_SIBL
(13,6),(13,17),0.0928987 # DEPENDENCYPART_SIBL
(13,6),(13,18),0.0257743 # DEPENDENCYPART_SIBL
(13,6),(13,19),-0.00226706 # DEPENDENCYPART_SIBL
(13,7),(13,8),0.163929 # DEPENDENCYPART_SIBL
(13,7),(13,9),0.101963 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.0246532 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.00774377 # DEPENDENCYPART_SIBL
(13,7),(13,12),0.100639 # DEPENDENCYPART_SIBL
(13,7),(13,14),-0.0470347 # DEPENDENCYPART_SIBL
(13,7),(13,15),-0.00668235 # DEPENDENCYPART_SIBL
(13,7),(13,16),0.0411233 # DEPENDENCYPART_SIBL
(13,7),(13,17),0.0396072 # DEPENDENCYPART_SIBL
(13,7),(13,18),0.0947404 # DEPENDENCYPART_SIBL
(13,7),(13,19),0.0455916 # DEPENDENCYPART_SIBL
(13,8),(13,9),-0.0351108 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.0793382 # DEPENDENCYPART_SIBL
(13,8),(13,11),0.0191617 # DEPENDENCYPART_SIBL
(13,8),(13,12),0.0709009 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.0318225 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.0109665 # DEPENDENCYPART_SIBL
(13,8),(13,16),0.0612994 # DEPENDENCYPART_SIBL
(13,8),(13,17),0.00339697 # DEPENDENCYPART_SIBL
(13,8),(13,18),-0.0178047 # DEPENDENCYPART_SIBL
(13,8),(13,19),-0.0076074 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.07147 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.0268281 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.0925197 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.0314854 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.0106294 # DEPENDENCYPART_SIBL
(13,9),(13,16),0.062287 # DEPENDENCYPART_SIBL
(13,9),(13,17),0.00374064 # DEPENDENCYPART_SIBL
(13,9),(13,18),-0.0225041 # DEPENDENCYPART_SIBL
(13,9),(13,19),-0.00727024 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.228157 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.0212658 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.0185161 # DEPENDENCYPART_SIBL
(13,10),(13,15),0.000884396 # DEPENDENCYPART_SIBL
(13,10),(13,16),0.000195359 # DEPENDENCYPART_SIBL
(13,10),(13,17),0.0199186 # DEPENDENCYPART_SIBL
(13,10),(13,18),0.0422724 # DEPENDENCYPART_SIBL
(13,10),(13,19),-0.00147342 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.346606 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.082585 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.021566 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.223299 # DEPENDENCYPART_SIBL
(13,11),(13,17),0.0928987 # DEPENDENCYPART_SIBL
(13,11),(13,18),0.0257743 # DEPENDENCYPART_SIBL
(13,11),(13,19),-0.00226706 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0470347 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.00668235 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.0411233 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.0396072 # DEPENDENCYPART_SIBL
(13,12),(13,18),0.0947404 # DEPENDENCYPART_SIBL
(13,12),(13,19),0.0455916 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0337618 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.0260681 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.0259771 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.057548 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.0409097 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.0133119 # DEPENDENCYPART_SIBL
(13,15),(13,17),0.0147868 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.0111905 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.0142738 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.0583998 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.0744335 # DEPENDENCYPART_SIBL
(13,16),(13,19),-0.0639498 # DEPENDENCYPART_SIBL
(13,17),(13,18),-0.0232643 # DEPENDENCYPART_SIBL
(13,17),(13,19),-0.0251222 # DEPENDENCYPART_SIBL
(13,18),(13,19),-0.0126431 # DEPENDENCYPART_SIBL
(14,5),(14,6),-0.788511 # DEPENDENCYPART_SIBL
(14,5),(14,7),-0.380117 # DEPENDENCYPART_SIBL
(14,5),(14,10),-0.159751 # DEPENDENCYPART_SIBL
(14,5),(14,11),-0.788511 # DEPENDENCYPART_SIBL
(14,5),(14,12),-0.380117 # DEPENDENCYPART_SIBL
(14,5),(14,13),-0.413178 # DEPENDENCYPART_SIBL
(14,5),(14,18),-0.0668854 # DEPENDENCYPART_SIBL
(14,5),(14,19),-0.13879 # DEPENDENCYPART_SIBL
(14,5),(14,20),-0.0580038 # DEPENDENCYPART_SIBL
(14,5),(14,21),-0.0812621 # DEPENDENCYPART_SIBL
(14,6),(14,7),-0.380117 # DEPENDENCYPART_SIBL
(14,6),(14,10),-0.159751 # DEPENDENCYPART_SIBL
(14,6),(14,11),-0.788511 # DEPENDENCYPART_SIBL
(14,6),(14,12),-0.380117 # DEPENDENCYPART_SIBL
(14,6),(14,13),-0.413178 # DEPENDENCYPART_SIBL
(14,6),(14,18),-0.0668854 # DEPENDENCYPART_SIBL
(14,6),(14,19),-0.13879 # DEPENDENCYPART_SIBL
(14,6),(14,20),-0.0580038 # DEPENDENCYPART_SIBL
(14,6),(14,21),-0.0812621 # DEPENDENCYPART_SIBL
(14,7),(14,10),-0.0790153 # DEPENDENCYPART_SIBL
(14,7),(14,11),-0.0491848 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.115096 # DEPENDENCYPART_SIBL
(14,7),(14,13),-0.126282 # DEPENDENCYPART_SIBL
(14,7),(14,18),0.0236983 # DEPENDENCYPART_SIBL
(14,7),(14,19),-0.0185595 # DEPENDENCYPART_SIBL
(14,7),(14,20),0.0236983 # DEPENDENCYPART_SIBL
(14,7),(14,21),-0.00818398 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.103363 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.0373224 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.0344097 # DEPENDENCYPART_SIBL
(14,10),(14,18),-0.0279063 # DEPENDENCYPART_SIBL
(14,10),(14,19),-0.0752471 # DEPENDENCYPART_SIBL
(14,10),(14,20),-0.0283435 # DEPENDENCYPART_SIBL
(14,10),(14,21),-0.0445988 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.380117 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.413178 # DEPENDENCYPART_SIBL
(14,11),(14,18),-0.0668854 # DEPENDENCYPART_SIBL
(14,11),(14,19),-0.13879 # DEPENDENCYPART_SIBL
(14,11),(14,20),-0.0580038 # DEPENDENCYPART_SIBL
(14,11),(14,21),-0.0812621 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.131728 # DEPENDENCYPART_SIBL
(14,12),(14,18),0.0236983 # DEPENDENCYPART_SIBL
(14,12),(14,19),-0.0185595 # DEPENDENCYPART_SIBL
(14,12),(14,20),0.0236983 # DEPENDENCYPART_SIBL
(14,12),(14,21),-0.00818398 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.00262664 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.0343987 # DEPENDENCYPART_SIBL
(14,13),(14,20),0.0121808 # DEPENDENCYPART_SIBL
(14,13),(14,21),0.0249933 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.0323578 # DEPENDENCYPART_SIBL
(14,18),(14,20),-0.0337201 # DEPENDENCYPART_SIBL
(14,18),(14,21),-0.0184177 # DEPENDENCYPART_SIBL
(14,19),(14,20),-0.00969202 # DEPENDENCYPART_SIBL
(14,19),(14,21),-0.0431921 # DEPENDENCYPART_SIBL
(14,20),(14,21),-0.0173388 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.0132731 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.00437746 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0683701 # DEPENDENCYPART_SIBL
(16,9),(16,11),0.0347522 # DEPENDENCYPART_SIBL
(16,9),(16,12),-0.0522722 # DEPENDENCYPART_SIBL
(16,9),(16,13),-0.174851 # DEPENDENCYPART_SIBL
(16,9),(16,15),-0.0458266 # DEPENDENCYPART_SIBL
(16,9),(16,18),-0.0172795 # DEPENDENCYPART_SIBL
(16,11),(16,12),-0.180352 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.267381 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.0452671 # DEPENDENCYPART_SIBL
(16,11),(16,18),-0.00465067 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.0730111 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.114483 # DEPENDENCYPART_SIBL
(16,12),(16,18),0.0227956 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.0458266 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.0126223 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.00671846 # DEPENDENCYPART_SIBL
(17,11),(17,13),-0.292761 # DEPENDENCYPART_SIBL
(17,11),(17,14),-0.171623 # DEPENDENCYPART_SIBL
(17,11),(17,15),-0.171285 # DEPENDENCYPART_SIBL
(17,11),(17,16),-0.129442 # DEPENDENCYPART_SIBL
(17,11),(17,18),-0.0453404 # DEPENDENCYPART_SIBL
(17,11),(17,20),-0.0364816 # DEPENDENCYPART_SIBL
(17,13),(17,14),-0.0163507 # DEPENDENCYPART_SIBL
(17,13),(17,15),-0.00136321 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.0397622 # DEPENDENCYPART_SIBL
(17,13),(17,18),0.0573922 # DEPENDENCYPART_SIBL
(17,13),(17,20),0.0669007 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.109028 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.10833 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.00273477 # DEPENDENCYPART_SIBL
(17,14),(17,20),-0.0031948 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.0620449 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.0058004 # DEPENDENCYPART_SIBL
(17,15),(17,20),-0.0058232 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.0292056 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.0292284 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.0237327 # DEPENDENCYPART_SIBL
(18,4),(18,8),0.0201202 # DEPENDENCYPART_SIBL
(18,4),(18,9),-0.0115296 # DEPENDENCYPART_SIBL
(18,4),(18,10),-0.065985 # DEPENDENCYPART_SIBL
(18,4),(18,11),0.000170507 # DEPENDENCYPART_SIBL
(18,4),(18,12),0.0914324 # DEPENDENCYPART_SIBL
(18,4),(18,13),0.0112505 # DEPENDENCYPART_SIBL
(18,4),(18,14),-0.065985 # DEPENDENCYPART_SIBL
(18,4),(18,15),0.0889952 # DEPENDENCYPART_SIBL
(18,4),(18,16),-0.0430724 # DEPENDENCYPART_SIBL
(18,4),(18,17),0.0897819 # DEPENDENCYPART_SIBL
(18,4),(18,20),-0.0140686 # DEPENDENCYPART_SIBL
(18,8),(18,9),-0.025143 # DEPENDENCYPART_SIBL
(18,8),(18,10),-0.0768713 # DEPENDENCYPART_SIBL
(18,8),(18,11),0.0216286 # DEPENDENCYPART_SIBL
(18,8),(18,12),0.0797502 # DEPENDENCYPART_SIBL
(18,8),(18,13),-0.00236292 # DEPENDENCYPART_SIBL
(18,8),(18,14),-0.0768713 # DEPENDENCYPART_SIBL
(18,8),(18,15),0.0774986 # DEPENDENCYPART_SIBL
(18,8),(18,16),-0.0539652 # DEPENDENCYPART_SIBL
(18,8),(18,17),0.0780997 # DEPENDENCYPART_SIBL
(18,8),(18,20),-0.00830351 # DEPENDENCYPART_SIBL
(18,9),(18,10),-0.0690031 # DEPENDENCYPART_SIBL
(18,9),(18,11),0.029295 # DEPENDENCYPART_SIBL
(18,9),(18,12),0.101369 # DEPENDENCYPART_SIBL
(18,9),(18,13),0.00747032 # DEPENDENCYPART_SIBL
(18,9),(18,14),-0.0690031 # DEPENDENCYPART_SIBL
(18,9),(18,15),0.0859618 # DEPENDENCYPART_SIBL
(18,9),(18,16),-0.0461064 # DEPENDENCYPART_SIBL
(18,9),(18,17),0.0997185 # DEPENDENCYPART_SIBL
(18,9),(18,20),-0.013003 # DEPENDENCYPART_SIBL
(18,10),(18,11),-0.228163 # DEPENDENCYPART_SIBL
(18,10),(18,12),0.0276789 # DEPENDENCYPART_SIBL
(18,10),(18,13),0.0129959 # DEPENDENCYPART_SIBL
(18,10),(18,14),-0.0839197 # DEPENDENCYPART_SIBL
(18,10),(18,15),-0.0828271 # DEPENDENCYPART_SIBL
(18,10),(18,16),-0.0707136 # DEPENDENCYPART_SIBL
(18,10),(18,17),0.0267881 # DEPENDENCYPART_SIBL
(18,10),(18,20),0.0418352 # DEPENDENCYPART_SIBL
(18,11),(18,12),-0.340186 # DEPENDENCYPART_SIBL
(18,11),(18,13),-0.326035 # DEPENDENCYPART_SIBL
(18,11),(18,14),-0.227738 # DEPENDENCYPART_SIBL
(18,11),(18,15),-0.140916 # DEPENDENCYPART_SIBL
(18,11),(18,16),-0.15658 # DEPENDENCYPART_SIBL
(18,11),(18,17),-0.341077 # DEPENDENCYPART_SIBL
