# _root_ Çam fidanı , _ süslü eşyalarla dolu _ olan bu salonda doğadan , topraktan _ iyice _ uzaklaşmıştı .
#goldHeads=2,18,0,5,6,7,8,9,11,11,18,13,14,18,16,18,18,19,0,
#predictedHeads=2,18,0,5,6,8,8,9,11,11,12,18,0,18,16,18,18,19,0,
(11,10),(11,15),-0.021876 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.0101508 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.0345567 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0253263 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0131246 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.0125873 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.057548 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.0337043 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.0409097 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.0131246 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.0125873 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.0296731 # DEPENDENCYPART_SIBL
(12,1),(12,3),-0.0656379 # DEPENDENCYPART_SIBL
(12,1),(12,4),-0.16734 # DEPENDENCYPART_SIBL
(12,1),(12,5),0.0915241 # DEPENDENCYPART_SIBL
(12,1),(12,6),-0.0070149 # DEPENDENCYPART_SIBL
(12,1),(12,7),0.06345 # DEPENDENCYPART_SIBL
(12,1),(12,8),0.0269906 # DEPENDENCYPART_SIBL
(12,1),(12,9),0.106079 # DEPENDENCYPART_SIBL
(12,1),(12,10),-0.0494898 # DEPENDENCYPART_SIBL
(12,1),(12,11),-0.00713746 # DEPENDENCYPART_SIBL
(12,1),(12,13),-0.0314854 # DEPENDENCYPART_SIBL
(12,1),(12,14),-0.0209518 # DEPENDENCYPART_SIBL
(12,1),(12,15),-0.0429459 # DEPENDENCYPART_SIBL
(12,1),(12,18),-0.00699361 # DEPENDENCYPART_SIBL
(12,3),(12,4),-0.319127 # DEPENDENCYPART_SIBL
(12,3),(12,5),0.0212658 # DEPENDENCYPART_SIBL
(12,3),(12,6),0.00649166 # DEPENDENCYPART_SIBL
(12,3),(12,7),0.0124184 # DEPENDENCYPART_SIBL
(12,3),(12,8),-0.228157 # DEPENDENCYPART_SIBL
(12,3),(12,9),0.0612353 # DEPENDENCYPART_SIBL
(12,3),(12,10),0.0299327 # DEPENDENCYPART_SIBL
(12,3),(12,11),0.00648769 # DEPENDENCYPART_SIBL
(12,3),(12,13),-0.0185161 # DEPENDENCYPART_SIBL
(12,3),(12,14),0.0422724 # DEPENDENCYPART_SIBL
(12,3),(12,15),-0.036629 # DEPENDENCYPART_SIBL
(12,3),(12,18),-0.000445715 # DEPENDENCYPART_SIBL
(12,4),(12,5),-0.327106 # DEPENDENCYPART_SIBL
(12,4),(12,6),-0.439026 # DEPENDENCYPART_SIBL
(12,4),(12,7),-0.355181 # DEPENDENCYPART_SIBL
(12,4),(12,8),-0.783676 # DEPENDENCYPART_SIBL
(12,4),(12,9),-0.313277 # DEPENDENCYPART_SIBL
(12,4),(12,10),-0.309441 # DEPENDENCYPART_SIBL
(12,4),(12,11),-0.439149 # DEPENDENCYPART_SIBL
(12,4),(12,13),-0.0754861 # DEPENDENCYPART_SIBL
(12,4),(12,14),-0.0363278 # DEPENDENCYPART_SIBL
(12,4),(12,15),-0.035886 # DEPENDENCYPART_SIBL
(12,4),(12,18),-0.0211832 # DEPENDENCYPART_SIBL
(12,5),(12,6),0.088962 # DEPENDENCYPART_SIBL
(12,5),(12,7),0.0787306 # DEPENDENCYPART_SIBL
(12,5),(12,8),-0.0133275 # DEPENDENCYPART_SIBL
(12,5),(12,9),0.0695455 # DEPENDENCYPART_SIBL
(12,5),(12,10),0.146146 # DEPENDENCYPART_SIBL
(12,5),(12,11),0.0889512 # DEPENDENCYPART_SIBL
(12,5),(12,13),-0.0470347 # DEPENDENCYPART_SIBL
(12,5),(12,14),0.0947404 # DEPENDENCYPART_SIBL
(12,5),(12,15),-0.0123316 # DEPENDENCYPART_SIBL
(12,5),(12,18),0.0457294 # DEPENDENCYPART_SIBL
(12,6),(12,7),0.06345 # DEPENDENCYPART_SIBL
(12,6),(12,8),0.0269906 # DEPENDENCYPART_SIBL
(12,6),(12,9),0.106079 # DEPENDENCYPART_SIBL
(12,6),(12,10),-0.0494898 # DEPENDENCYPART_SIBL
(12,6),(12,11),-0.00713746 # DEPENDENCYPART_SIBL
(12,6),(12,13),-0.0314854 # DEPENDENCYPART_SIBL
(12,6),(12,14),-0.0209518 # DEPENDENCYPART_SIBL
(12,6),(12,15),-0.0429459 # DEPENDENCYPART_SIBL
(12,6),(12,18),-0.00699361 # DEPENDENCYPART_SIBL
(12,7),(12,8),-0.0232853 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.0645993 # DEPENDENCYPART_SIBL
(12,7),(12,10),0.141182 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.0764373 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.0474876 # DEPENDENCYPART_SIBL
(12,7),(12,14),0.0927067 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.0127844 # DEPENDENCYPART_SIBL
(12,7),(12,18),0.0452765 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.340809 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.184799 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.331037 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.082585 # DEPENDENCYPART_SIBL
(12,8),(12,14),0.0257743 # DEPENDENCYPART_SIBL
(12,8),(12,15),0.0478564 # DEPENDENCYPART_SIBL
(12,8),(12,18),-0.00200102 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.175607 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.145471 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.0497059 # DEPENDENCYPART_SIBL
(12,9),(12,14),0.0844772 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.0182017 # DEPENDENCYPART_SIBL
(12,9),(12,18),0.0584921 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0372823 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0944989 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.0033628 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.021876 # DEPENDENCYPART_SIBL
(12,10),(12,18),-0.0101508 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0314854 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0209518 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.0429459 # DEPENDENCYPART_SIBL
(12,11),(12,18),-0.00699369 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.057548 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0337043 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.0409097 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0131246 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.0125873 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.0296731 # DEPENDENCYPART_SIBL
(13,5),(13,6),-0.128882 # DEPENDENCYPART_SIBL
(13,5),(13,7),-0.125291 # DEPENDENCYPART_SIBL
(13,5),(13,8),-0.0490471 # DEPENDENCYPART_SIBL
(13,5),(13,9),-0.133844 # DEPENDENCYPART_SIBL
(13,5),(13,10),-0.0141833 # DEPENDENCYPART_SIBL
(13,5),(13,11),-0.128886 # DEPENDENCYPART_SIBL
(13,5),(13,12),-0.128882 # DEPENDENCYPART_SIBL
(13,5),(13,14),0.0236983 # DEPENDENCYPART_SIBL
(13,5),(13,16),0.0640723 # DEPENDENCYPART_SIBL
(13,5),(13,18),-0.0182542 # DEPENDENCYPART_SIBL
(13,5),(13,19),-0.00818398 # DEPENDENCYPART_SIBL
(13,6),(13,7),-0.132204 # DEPENDENCYPART_SIBL
(13,6),(13,8),-0.056173 # DEPENDENCYPART_SIBL
(13,6),(13,9),-0.108222 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.104909 # DEPENDENCYPART_SIBL
(13,6),(13,11),-0.0848891 # DEPENDENCYPART_SIBL
(13,6),(13,12),-0.0847705 # DEPENDENCYPART_SIBL
(13,6),(13,14),0.00262664 # DEPENDENCYPART_SIBL
(13,6),(13,16),0.0336449 # DEPENDENCYPART_SIBL
(13,6),(13,18),-0.033615 # DEPENDENCYPART_SIBL
(13,6),(13,19),0.0249933 # DEPENDENCYPART_SIBL
(13,7),(13,8),-0.0518698 # DEPENDENCYPART_SIBL
(13,7),(13,9),-0.133867 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.0142148 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.132966 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.132962 # DEPENDENCYPART_SIBL
(13,7),(13,14),0.0198701 # DEPENDENCYPART_SIBL
(13,7),(13,16),0.0627221 # DEPENDENCYPART_SIBL
(13,7),(13,18),-0.0196043 # DEPENDENCYPART_SIBL
(13,7),(13,19),-0.00953412 # DEPENDENCYPART_SIBL
(13,8),(13,9),-0.382516 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.177042 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.408986 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.408986 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.0668854 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.0309956 # DEPENDENCYPART_SIBL
(13,8),(13,18),-0.138055 # DEPENDENCYPART_SIBL
(13,8),(13,19),-0.0812621 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.0212213 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.110647 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.110644 # DEPENDENCYPART_SIBL
(13,9),(13,14),0.0182323 # DEPENDENCYPART_SIBL
(13,9),(13,16),0.0633713 # DEPENDENCYPART_SIBL
(13,9),(13,18),-0.0110551 # DEPENDENCYPART_SIBL
(13,9),(13,19),-0.00841657 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.0432111 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.0432106 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.015886 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.00134231 # DEPENDENCYPART_SIBL
(13,10),(13,18),-0.041652 # DEPENDENCYPART_SIBL
(13,10),(13,19),-0.0222444 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.0839519 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.0026266 # DEPENDENCYPART_SIBL
(13,11),(13,16),0.0336449 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.0336151 # DEPENDENCYPART_SIBL
(13,11),(13,19),0.0249933 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.00262664 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.0336449 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.033615 # DEPENDENCYPART_SIBL
(13,12),(13,19),0.0249933 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.0144066 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.032302 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.0173388 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.00358888 # DEPENDENCYPART_SIBL
(13,16),(13,19),-0.00714506 # DEPENDENCYPART_SIBL
(13,18),(13,19),-0.0431921 # DEPENDENCYPART_SIBL
(14,7),(14,8),-0.0232853 # DEPENDENCYPART_SIBL
(14,7),(14,9),0.0645993 # DEPENDENCYPART_SIBL
(14,7),(14,10),0.141182 # DEPENDENCYPART_SIBL
(14,7),(14,11),0.0764373 # DEPENDENCYPART_SIBL
(14,7),(14,12),0.0764481 # DEPENDENCYPART_SIBL
(14,7),(14,13),-0.0364214 # DEPENDENCYPART_SIBL
(14,7),(14,15),-0.0127844 # DEPENDENCYPART_SIBL
(14,7),(14,16),0.0141573 # DEPENDENCYPART_SIBL
(14,7),(14,17),-0.0127844 # DEPENDENCYPART_SIBL
(14,8),(14,9),-0.340809 # DEPENDENCYPART_SIBL
(14,8),(14,10),-0.184799 # DEPENDENCYPART_SIBL
(14,8),(14,11),-0.331037 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.331033 # DEPENDENCYPART_SIBL
(14,8),(14,13),-0.227738 # DEPENDENCYPART_SIBL
(14,8),(14,15),0.0478564 # DEPENDENCYPART_SIBL
(14,8),(14,16),-0.00780753 # DEPENDENCYPART_SIBL
(14,8),(14,17),0.0478564 # DEPENDENCYPART_SIBL
(14,9),(14,10),0.175607 # DEPENDENCYPART_SIBL
(14,9),(14,11),0.145471 # DEPENDENCYPART_SIBL
(14,9),(14,12),0.145482 # DEPENDENCYPART_SIBL
(14,9),(14,13),0.0181738 # DEPENDENCYPART_SIBL
(14,9),(14,15),-0.0182017 # DEPENDENCYPART_SIBL
(14,9),(14,16),0.0111055 # DEPENDENCYPART_SIBL
(14,9),(14,17),-0.0182017 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.0372823 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.0372873 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.0502509 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.021876 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.0439761 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.021876 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.00293097 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.0611805 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.0429459 # DEPENDENCYPART_SIBL
(14,11),(14,16),0.00464773 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.0429459 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.0656379 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.0429459 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.00464773 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.0429459 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.036629 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.147236 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.036629 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.0172296 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.0253295 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.0277177 # DEPENDENCYPART_SIBL
(15,8),(15,11),-0.300751 # DEPENDENCYPART_SIBL
(15,8),(15,12),-0.300632 # DEPENDENCYPART_SIBL
(15,8),(15,13),-0.186826 # DEPENDENCYPART_SIBL
(15,8),(15,14),-0.300632 # DEPENDENCYPART_SIBL
(15,8),(15,16),-0.0362525 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.0973638 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.0599787 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.0973638 # DEPENDENCYPART_SIBL
(15,11),(15,16),0.0856944 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.0596329 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.0951929 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.0856946 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.0310232 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.141264 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.0856946 # DEPENDENCYPART_SIBL
(16,1),(16,2),0.0547219 # DEPENDENCYPART_SIBL
(16,1),(16,6),0.0547219 # DEPENDENCYPART_SIBL
(16,1),(16,11),0.0546034 # DEPENDENCYPART_SIBL
(16,1),(16,12),0.0547219 # DEPENDENCYPART_SIBL
(16,1),(16,13),-0.00359668 # DEPENDENCYPART_SIBL
(16,1),(16,14),0.0547219 # DEPENDENCYPART_SIBL
(16,1),(16,15),0.0599461 # DEPENDENCYPART_SIBL
(16,2),(16,6),0.0547219 # DEPENDENCYPART_SIBL
(16,2),(16,11),0.0546034 # DEPENDENCYPART_SIBL
(16,2),(16,12),0.0547219 # DEPENDENCYPART_SIBL
(16,2),(16,13),-0.00359668 # DEPENDENCYPART_SIBL
(16,2),(16,14),0.0547219 # DEPENDENCYPART_SIBL
(16,2),(16,15),0.0599461 # DEPENDENCYPART_SIBL
(16,6),(16,11),0.0546034 # DEPENDENCYPART_SIBL
(16,6),(16,12),0.0547219 # DEPENDENCYPART_SIBL
(16,6),(16,13),-0.00359668 # DEPENDENCYPART_SIBL
(16,6),(16,14),0.0547219 # DEPENDENCYPART_SIBL
(16,6),(16,15),0.0599461 # DEPENDENCYPART_SIBL
(16,11),(16,12),0.0555405 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.00359668 # DEPENDENCYPART_SIBL
(16,11),(16,14),0.0555405 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.0593085 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.00359668 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.0547219 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.0599461 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.109636 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.083928 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.0599461 # DEPENDENCYPART_SIBL
(17,4),(17,8),-0.91342 # DEPENDENCYPART_SIBL
(17,4),(17,10),-0.209662 # DEPENDENCYPART_SIBL
(17,4),(17,11),-0.355816 # DEPENDENCYPART_SIBL
(17,4),(17,12),-0.35546 # DEPENDENCYPART_SIBL
(17,4),(17,13),-0.132234 # DEPENDENCYPART_SIBL
(17,4),(17,14),-0.35546 # DEPENDENCYPART_SIBL
(17,4),(17,15),-0.921962 # DEPENDENCYPART_SIBL
(17,4),(17,16),-0.0695796 # DEPENDENCYPART_SIBL
(17,8),(17,10),-0.175567 # DEPENDENCYPART_SIBL
(17,8),(17,11),-0.300751 # DEPENDENCYPART_SIBL
(17,8),(17,12),-0.300632 # DEPENDENCYPART_SIBL
(17,8),(17,13),-0.186826 # DEPENDENCYPART_SIBL
(17,8),(17,14),-0.300632 # DEPENDENCYPART_SIBL
(17,8),(17,15),-0.886172 # DEPENDENCYPART_SIBL
(17,8),(17,16),-0.202366 # DEPENDENCYPART_SIBL
(17,10),(17,11),0.0477499 # DEPENDENCYPART_SIBL
(17,10),(17,12),0.0478691 # DEPENDENCYPART_SIBL
(17,10),(17,13),0.0286263 # DEPENDENCYPART_SIBL
(17,10),(17,14),0.0478691 # DEPENDENCYPART_SIBL
(17,10),(17,15),-0.0709434 # DEPENDENCYPART_SIBL
(17,10),(17,16),0.0111673 # DEPENDENCYPART_SIBL
(17,11),(17,12),0.0973638 # DEPENDENCYPART_SIBL
(17,11),(17,13),0.0599787 # DEPENDENCYPART_SIBL
(17,11),(17,14),0.0973638 # DEPENDENCYPART_SIBL
(17,11),(17,15),-0.24326 # DEPENDENCYPART_SIBL
(17,11),(17,16),0.190781 # DEPENDENCYPART_SIBL
(17,12),(17,13),0.0596329 # DEPENDENCYPART_SIBL
(17,12),(17,14),0.0951929 # DEPENDENCYPART_SIBL
(17,12),(17,15),-0.24265 # DEPENDENCYPART_SIBL
(17,12),(17,16),0.190435 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.0310232 # DEPENDENCYPART_SIBL
(17,13),(17,15),-0.352319 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.0513754 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.24265 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.190435 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.102014 # DEPENDENCYPART_SIBL
(18,1),(18,2),-0.0706418 # DEPENDENCYPART_SIBL
(18,1),(18,3),-0.157828 # DEPENDENCYPART_SIBL
(18,1),(18,4),-0.0532037 # DEPENDENCYPART_SIBL
(18,1),(18,5),-0.0271415 # DEPENDENCYPART_SIBL
(18,1),(18,6),-0.0706418 # DEPENDENCYPART_SIBL
(18,1),(18,7),-0.0424227 # DEPENDENCYPART_SIBL
(18,1),(18,8),0.0317593 # DEPENDENCYPART_SIBL
(18,1),(18,9),-0.0451733 # DEPENDENCYPART_SIBL
(18,1),(18,10),-0.130501 # DEPENDENCYPART_SIBL
(18,1),(18,11),-0.0709887 # DEPENDENCYPART_SIBL
(18,1),(18,12),-0.0706418 # DEPENDENCYPART_SIBL
(18,1),(18,13),-0.157828 # DEPENDENCYPART_SIBL
(18,1),(18,14),-0.0706418 # DEPENDENCYPART_SIBL
(18,1),(18,15),-0.00970339 # DEPENDENCYPART_SIBL
(18,1),(18,16),0.0241835 # DEPENDENCYPART_SIBL
(18,1),(18,17),-0.00970339 # DEPENDENCYPART_SIBL
(18,1),(18,19),-0.071472 # DEPENDENCYPART_SIBL
(18,2),(18,3),-0.157828 # DEPENDENCYPART_SIBL
(18,2),(18,4),-0.0532037 # DEPENDENCYPART_SIBL
(18,2),(18,5),-0.0271415 # DEPENDENCYPART_SIBL
(18,2),(18,6),-0.0706418 # DEPENDENCYPART_SIBL
(18,2),(18,7),-0.0424227 # DEPENDENCYPART_SIBL
(18,2),(18,8),0.0317593 # DEPENDENCYPART_SIBL
(18,2),(18,9),-0.0451733 # DEPENDENCYPART_SIBL
(18,2),(18,10),-0.130501 # DEPENDENCYPART_SIBL
(18,2),(18,11),-0.0709887 # DEPENDENCYPART_SIBL
(18,2),(18,12),-0.0706418 # DEPENDENCYPART_SIBL
(18,2),(18,13),-0.157828 # DEPENDENCYPART_SIBL
(18,2),(18,14),-0.0706418 # DEPENDENCYPART_SIBL
(18,2),(18,15),-0.00970339 # DEPENDENCYPART_SIBL
(18,2),(18,16),0.0241835 # DEPENDENCYPART_SIBL
(18,2),(18,17),-0.00970339 # DEPENDENCYPART_SIBL
(18,2),(18,19),-0.071472 # DEPENDENCYPART_SIBL
(18,3),(18,4),-0.217742 # DEPENDENCYPART_SIBL
(18,3),(18,5),0.0182829 # DEPENDENCYPART_SIBL
(18,3),(18,6),0.0214278 # DEPENDENCYPART_SIBL
(18,3),(18,7),0.0141787 # DEPENDENCYPART_SIBL
(18,3),(18,8),-0.13294 # DEPENDENCYPART_SIBL
(18,3),(18,9),0.0154614 # DEPENDENCYPART_SIBL
(18,3),(18,10),-0.0576863 # DEPENDENCYPART_SIBL
(18,3),(18,11),0.0213137 # DEPENDENCYPART_SIBL
(18,3),(18,12),0.0214278 # DEPENDENCYPART_SIBL
(18,3),(18,13),-0.241759 # DEPENDENCYPART_SIBL
(18,3),(18,14),0.0214278 # DEPENDENCYPART_SIBL
(18,3),(18,15),-0.220887 # DEPENDENCYPART_SIBL
(18,3),(18,16),0.0320539 # DEPENDENCYPART_SIBL
(18,3),(18,17),-0.220887 # DEPENDENCYPART_SIBL
(18,3),(18,19),-0.0680033 # DEPENDENCYPART_SIBL
(18,4),(18,5),-0.460346 # DEPENDENCYPART_SIBL
(18,4),(18,6),-0.620931 # DEPENDENCYPART_SIBL
(18,4),(18,7),-0.475628 # DEPENDENCYPART_SIBL
(18,4),(18,8),-0.886065 # DEPENDENCYPART_SIBL
(18,4),(18,9),-0.478741 # DEPENDENCYPART_SIBL
(18,4),(18,10),-0.43673 # DEPENDENCYPART_SIBL
(18,4),(18,11),-0.621278 # DEPENDENCYPART_SIBL
(18,4),(18,12),-0.620931 # DEPENDENCYPART_SIBL
(18,4),(18,13),-0.431953 # DEPENDENCYPART_SIBL
(18,4),(18,14),-0.620931 # DEPENDENCYPART_SIBL
(18,4),(18,15),-0.797 # DEPENDENCYPART_SIBL
(18,4),(18,16),-0.3454 # DEPENDENCYPART_SIBL
(18,4),(18,17),-0.797 # DEPENDENCYPART_SIBL
(18,4),(18,19),-0.103989 # DEPENDENCYPART_SIBL
(18,5),(18,6),-0.0478868 # DEPENDENCYPART_SIBL
(18,5),(18,7),-0.0025956 # DEPENDENCYPART_SIBL
(18,5),(18,8),-0.0103935 # DEPENDENCYPART_SIBL
(18,5),(18,9),-0.0264578 # DEPENDENCYPART_SIBL
(18,5),(18,10),0.00671467 # DEPENDENCYPART_SIBL
(18,5),(18,11),-0.0480043 # DEPENDENCYPART_SIBL
(18,5),(18,12),-0.0478868 # DEPENDENCYPART_SIBL
(18,5),(18,13),-0.168615 # DEPENDENCYPART_SIBL
(18,5),(18,14),-0.0478868 # DEPENDENCYPART_SIBL
(18,5),(18,15),0.00448417 # DEPENDENCYPART_SIBL
(18,5),(18,16),0.0274639 # DEPENDENCYPART_SIBL
(18,5),(18,17),0.00448417 # DEPENDENCYPART_SIBL
(18,5),(18,19),-0.10161 # DEPENDENCYPART_SIBL
(18,6),(18,7),-0.0424227 # DEPENDENCYPART_SIBL
(18,6),(18,8),0.0317593 # DEPENDENCYPART_SIBL
(18,6),(18,9),-0.0451733 # DEPENDENCYPART_SIBL
(18,6),(18,10),-0.130501 # DEPENDENCYPART_SIBL
(18,6),(18,11),-0.0709887 # DEPENDENCYPART_SIBL
(18,6),(18,12),-0.0706418 # DEPENDENCYPART_SIBL
(18,6),(18,13),-0.157828 # DEPENDENCYPART_SIBL
(18,6),(18,14),-0.0706418 # DEPENDENCYPART_SIBL
(18,6),(18,15),-0.00970339 # DEPENDENCYPART_SIBL
(18,6),(18,16),0.0241835 # DEPENDENCYPART_SIBL
(18,6),(18,17),-0.00970339 # DEPENDENCYPART_SIBL
(18,6),(18,19),-0.071472 # DEPENDENCYPART_SIBL
(18,7),(18,8),-0.0142347 # DEPENDENCYPART_SIBL
(18,7),(18,9),-0.0270042 # DEPENDENCYPART_SIBL
(18,7),(18,10),0.00615986 # DEPENDENCYPART_SIBL
(18,7),(18,11),-0.0531541 # DEPENDENCYPART_SIBL
(18,7),(18,12),-0.0530366 # DEPENDENCYPART_SIBL
(18,7),(18,13),-0.16978 # DEPENDENCYPART_SIBL
(18,7),(18,14),-0.0530366 # DEPENDENCYPART_SIBL
(18,7),(18,15),0.00178362 # DEPENDENCYPART_SIBL
(18,7),(18,16),0.0269175 # DEPENDENCYPART_SIBL
(18,7),(18,17),0.00178362 # DEPENDENCYPART_SIBL
(18,7),(18,19),-0.10161 # DEPENDENCYPART_SIBL
(18,8),(18,9),-0.514674 # DEPENDENCYPART_SIBL
(18,8),(18,10),-0.369322 # DEPENDENCYPART_SIBL
(18,8),(18,11),-0.553953 # DEPENDENCYPART_SIBL
(18,8),(18,12),-0.553839 # DEPENDENCYPART_SIBL
(18,8),(18,13),-0.444497 # DEPENDENCYPART_SIBL
(18,8),(18,14),-0.553839 # DEPENDENCYPART_SIBL
(18,8),(18,15),-0.890237 # DEPENDENCYPART_SIBL
(18,8),(18,16),-0.351816 # DEPENDENCYPART_SIBL
(18,8),(18,17),-0.890237 # DEPENDENCYPART_SIBL
(18,8),(18,19),-0.123219 # DEPENDENCYPART_SIBL
(18,9),(18,10),0.0373957 # DEPENDENCYPART_SIBL
(18,9),(18,11),0.0313539 # DEPENDENCYPART_SIBL
(18,9),(18,12),0.0314715 # DEPENDENCYPART_SIBL
(18,9),(18,13),-0.135399 # DEPENDENCYPART_SIBL
(18,9),(18,14),0.0314715 # DEPENDENCYPART_SIBL
(18,9),(18,15),0.0807041 # DEPENDENCYPART_SIBL
(18,9),(18,16),0.0839974 # DEPENDENCYPART_SIBL
(18,9),(18,17),0.0807041 # DEPENDENCYPART_SIBL
(18,9),(18,19),-0.105986 # DEPENDENCYPART_SIBL
(18,10),(18,11),-0.012117 # DEPENDENCYPART_SIBL
(18,10),(18,12),-0.0120024 # DEPENDENCYPART_SIBL
(18,10),(18,13),-0.139318 # DEPENDENCYPART_SIBL
(18,10),(18,14),-0.0120024 # DEPENDENCYPART_SIBL
(18,10),(18,15),0.0808816 # DEPENDENCYPART_SIBL
