# _root_ Kızaklarda _ _ _ kullanılan tahta , deri ve boynuzların dışında tek_tük halatlar , sicimler de dış dünyadan geliyor bu dağlara .
#goldHeads=4,3,4,5,6,7,8,9,10,11,19,13,14,15,19,15,18,19,22,21,19,0,
#predictedHeads=4,3,4,5,6,7,8,9,10,11,19,13,19,0,19,15,18,19,22,21,19,0,
(11,5),(11,15),0.094461 # DEPENDENCYPART_SIBL
(11,5),(11,19),0.0455669 # DEPENDENCYPART_SIBL
(11,5),(11,20),0.000296189 # DEPENDENCYPART_SIBL
(11,6),(11,7),-0.0666774 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.0178288 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.0369392 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.0199804 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.001101 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.0218321 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.0323653 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.0218321 # DEPENDENCYPART_SIBL
(11,6),(11,19),-0.00793901 # DEPENDENCYPART_SIBL
(11,6),(11,20),-0.000891648 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.00249512 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.042843 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.00925719 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.0190387 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.042272 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.0185161 # DEPENDENCYPART_SIBL
(11,7),(11,15),0.042272 # DEPENDENCYPART_SIBL
(11,7),(11,19),-0.000492599 # DEPENDENCYPART_SIBL
(11,7),(11,20),0.0347988 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.0369408 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.0162289 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.001101 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0171989 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0323653 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.0171989 # DEPENDENCYPART_SIBL
(11,8),(11,19),-0.00793901 # DEPENDENCYPART_SIBL
(11,8),(11,20),-0.000891648 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.0526185 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.0250458 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.00195669 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0554394 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.00195669 # DEPENDENCYPART_SIBL
(11,9),(11,19),-0.000947443 # DEPENDENCYPART_SIBL
(11,9),(11,20),-0.0115288 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.001101 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0218321 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0323653 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.0218321 # DEPENDENCYPART_SIBL
(11,10),(11,19),-0.00793901 # DEPENDENCYPART_SIBL
(11,10),(11,20),-0.000891648 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0232643 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.020424 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0232643 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.0251534 # DEPENDENCYPART_SIBL
(11,12),(11,20),-0.0289825 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.0345567 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.0253263 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.0126294 # DEPENDENCYPART_SIBL
(11,13),(11,20),-0.013003 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.057548 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.0409517 # DEPENDENCYPART_SIBL
(11,14),(11,20),-0.0352823 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.0126294 # DEPENDENCYPART_SIBL
(11,15),(11,20),-0.013003 # DEPENDENCYPART_SIBL
(11,19),(11,20),-0.0282225 # DEPENDENCYPART_SIBL
(12,2),(12,4),-0.720031 # DEPENDENCYPART_SIBL
(12,2),(12,7),-0.138443 # DEPENDENCYPART_SIBL
(12,2),(12,8),-0.345177 # DEPENDENCYPART_SIBL
(12,2),(12,9),-0.194672 # DEPENDENCYPART_SIBL
(12,2),(12,10),-0.340372 # DEPENDENCYPART_SIBL
(12,2),(12,11),-0.336693 # DEPENDENCYPART_SIBL
(12,2),(12,15),0.0222911 # DEPENDENCYPART_SIBL
(12,2),(12,18),0.0222911 # DEPENDENCYPART_SIBL
(12,2),(12,21),0.0222911 # DEPENDENCYPART_SIBL
(12,4),(12,7),-0.171623 # DEPENDENCYPART_SIBL
(12,4),(12,8),-0.29125 # DEPENDENCYPART_SIBL
(12,4),(12,9),-0.144667 # DEPENDENCYPART_SIBL
(12,4),(12,10),-0.29125 # DEPENDENCYPART_SIBL
(12,4),(12,11),-0.291321 # DEPENDENCYPART_SIBL
(12,4),(12,15),-0.0453404 # DEPENDENCYPART_SIBL
(12,4),(12,18),-0.0453404 # DEPENDENCYPART_SIBL
(12,4),(12,21),-0.0453404 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.0397455 # DEPENDENCYPART_SIBL
(12,7),(12,9),-0.13105 # DEPENDENCYPART_SIBL
(12,7),(12,10),0.0399399 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.0368513 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.00273477 # DEPENDENCYPART_SIBL
(12,7),(12,18),-0.00273477 # DEPENDENCYPART_SIBL
(12,7),(12,21),-0.00273477 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.0697306 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.0164144 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.0200937 # DEPENDENCYPART_SIBL
(12,8),(12,15),0.0620254 # DEPENDENCYPART_SIBL
(12,8),(12,18),0.0620254 # DEPENDENCYPART_SIBL
(12,8),(12,21),0.0620254 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.00214597 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.00130103 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.0307939 # DEPENDENCYPART_SIBL
(12,9),(12,18),-0.0307939 # DEPENDENCYPART_SIBL
(12,9),(12,21),-0.0307939 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0173967 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.0573922 # DEPENDENCYPART_SIBL
(12,10),(12,18),0.0573922 # DEPENDENCYPART_SIBL
(12,10),(12,21),0.0573922 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.0573896 # DEPENDENCYPART_SIBL
(12,11),(12,18),0.0573896 # DEPENDENCYPART_SIBL
(12,11),(12,21),0.0573896 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.0237327 # DEPENDENCYPART_SIBL
(12,15),(12,21),-0.0237327 # DEPENDENCYPART_SIBL
(12,18),(12,21),-0.0237327 # DEPENDENCYPART_SIBL
(13,1),(13,5),0.0954955 # DEPENDENCYPART_SIBL
(13,1),(13,6),-0.0104854 # DEPENDENCYPART_SIBL
(13,1),(13,7),-0.0656379 # DEPENDENCYPART_SIBL
(13,1),(13,8),-0.00486331 # DEPENDENCYPART_SIBL
(13,1),(13,9),-0.0358976 # DEPENDENCYPART_SIBL
(13,1),(13,10),-0.0070149 # DEPENDENCYPART_SIBL
(13,1),(13,11),-0.00335559 # DEPENDENCYPART_SIBL
(13,1),(13,12),0.0915241 # DEPENDENCYPART_SIBL
(13,1),(13,14),-0.0314854 # DEPENDENCYPART_SIBL
(13,1),(13,15),-0.0209518 # DEPENDENCYPART_SIBL
(13,1),(13,16),0.062287 # DEPENDENCYPART_SIBL
(13,1),(13,17),0.00374063 # DEPENDENCYPART_SIBL
(13,1),(13,18),-0.0209518 # DEPENDENCYPART_SIBL
(13,1),(13,19),-0.00705913 # DEPENDENCYPART_SIBL
(13,1),(13,20),-1.17683e-05 # DEPENDENCYPART_SIBL
(13,5),(13,6),0.0802342 # DEPENDENCYPART_SIBL
(13,5),(13,7),-0.0337462 # DEPENDENCYPART_SIBL
(13,5),(13,8),0.100995 # DEPENDENCYPART_SIBL
(13,5),(13,9),-0.0111991 # DEPENDENCYPART_SIBL
(13,5),(13,10),0.0802389 # DEPENDENCYPART_SIBL
(13,5),(13,11),0.080196 # DEPENDENCYPART_SIBL
(13,5),(13,12),0.0933552 # DEPENDENCYPART_SIBL
(13,5),(13,14),-0.0471436 # DEPENDENCYPART_SIBL
(13,5),(13,15),0.0944618 # DEPENDENCYPART_SIBL
(13,5),(13,16),0.0410236 # DEPENDENCYPART_SIBL
(13,5),(13,17),0.0395075 # DEPENDENCYPART_SIBL
(13,5),(13,18),0.0944618 # DEPENDENCYPART_SIBL
(13,5),(13,19),0.0455671 # DEPENDENCYPART_SIBL
(13,5),(13,20),0.000296334 # DEPENDENCYPART_SIBL
(13,6),(13,7),-0.0656379 # DEPENDENCYPART_SIBL
(13,6),(13,8),-0.00591963 # DEPENDENCYPART_SIBL
(13,6),(13,9),-0.0358976 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.00807122 # DEPENDENCYPART_SIBL
(13,6),(13,11),-0.00441191 # DEPENDENCYPART_SIBL
(13,6),(13,12),0.0915241 # DEPENDENCYPART_SIBL
(13,6),(13,14),-0.0314854 # DEPENDENCYPART_SIBL
(13,6),(13,15),-0.0209518 # DEPENDENCYPART_SIBL
(13,6),(13,16),0.062287 # DEPENDENCYPART_SIBL
(13,6),(13,17),0.00374063 # DEPENDENCYPART_SIBL
(13,6),(13,18),-0.0209518 # DEPENDENCYPART_SIBL
(13,6),(13,19),-0.00705913 # DEPENDENCYPART_SIBL
(13,6),(13,20),-1.17683e-05 # DEPENDENCYPART_SIBL
(13,7),(13,8),0.0132537 # DEPENDENCYPART_SIBL
(13,7),(13,9),-0.0371264 # DEPENDENCYPART_SIBL
(13,7),(13,10),0.00649166 # DEPENDENCYPART_SIBL
(13,7),(13,11),0.00338546 # DEPENDENCYPART_SIBL
(13,7),(13,12),0.0212658 # DEPENDENCYPART_SIBL
(13,7),(13,14),-0.0185161 # DEPENDENCYPART_SIBL
(13,7),(13,15),0.0422724 # DEPENDENCYPART_SIBL
(13,7),(13,16),0.000195359 # DEPENDENCYPART_SIBL
(13,7),(13,17),0.0199186 # DEPENDENCYPART_SIBL
(13,7),(13,18),0.0422724 # DEPENDENCYPART_SIBL
(13,7),(13,19),-0.000492599 # DEPENDENCYPART_SIBL
(13,7),(13,20),0.0347988 # DEPENDENCYPART_SIBL
(13,8),(13,9),-0.0358992 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.00431973 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.000660419 # DEPENDENCYPART_SIBL
(13,8),(13,12),0.0915225 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.0314854 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.0163186 # DEPENDENCYPART_SIBL
(13,8),(13,16),0.062287 # DEPENDENCYPART_SIBL
(13,8),(13,17),0.00374063 # DEPENDENCYPART_SIBL
(13,8),(13,18),-0.0163186 # DEPENDENCYPART_SIBL
(13,8),(13,19),-0.00705913 # DEPENDENCYPART_SIBL
(13,8),(13,20),-1.17683e-05 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.0636399 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.0627777 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.0394515 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.0554394 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.0019562 # DEPENDENCYPART_SIBL
(13,9),(13,16),0.00564519 # DEPENDENCYPART_SIBL
(13,9),(13,17),0.0259257 # DEPENDENCYPART_SIBL
(13,9),(13,18),-0.0019562 # DEPENDENCYPART_SIBL
(13,9),(13,19),-0.000947443 # DEPENDENCYPART_SIBL
(13,9),(13,20),-0.0115288 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.00335559 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.0915241 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.0314854 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.0209518 # DEPENDENCYPART_SIBL
(13,10),(13,16),0.062287 # DEPENDENCYPART_SIBL
(13,10),(13,17),0.00374063 # DEPENDENCYPART_SIBL
(13,10),(13,18),-0.0209518 # DEPENDENCYPART_SIBL
(13,10),(13,19),-0.00705913 # DEPENDENCYPART_SIBL
(13,10),(13,20),-1.17683e-05 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.0938806 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.0314915 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.0209565 # DEPENDENCYPART_SIBL
(13,11),(13,16),0.0622848 # DEPENDENCYPART_SIBL
(13,11),(13,17),0.00373851 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.0209565 # DEPENDENCYPART_SIBL
(13,11),(13,19),-0.00706548 # DEPENDENCYPART_SIBL
(13,11),(13,20),-1.38853e-05 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0470347 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.0947404 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.0411233 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.0396072 # DEPENDENCYPART_SIBL
(13,12),(13,18),0.0947404 # DEPENDENCYPART_SIBL
(13,12),(13,19),0.0456825 # DEPENDENCYPART_SIBL
(13,12),(13,20),0.000396011 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.057548 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.0260681 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.0259771 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.057548 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.0409517 # DEPENDENCYPART_SIBL
(13,14),(13,20),-0.0352823 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.00554081 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.00301631 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.0253263 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.0126294 # DEPENDENCYPART_SIBL
(13,15),(13,20),-0.013003 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.0583998 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.0744335 # DEPENDENCYPART_SIBL
(13,16),(13,19),-0.0640761 # DEPENDENCYPART_SIBL
(13,16),(13,20),-0.080719 # DEPENDENCYPART_SIBL
(13,17),(13,18),-0.0232643 # DEPENDENCYPART_SIBL
(13,17),(13,19),-0.0251534 # DEPENDENCYPART_SIBL
(13,17),(13,20),-0.0289825 # DEPENDENCYPART_SIBL
(13,18),(13,19),-0.0126294 # DEPENDENCYPART_SIBL
(13,18),(13,20),-0.013003 # DEPENDENCYPART_SIBL
(13,19),(13,20),-0.0282225 # DEPENDENCYPART_SIBL
(14,3),(14,4),-0.788511 # DEPENDENCYPART_SIBL
(14,3),(14,5),-0.380689 # DEPENDENCYPART_SIBL
(14,3),(14,8),-0.408986 # DEPENDENCYPART_SIBL
(14,3),(14,10),-0.408986 # DEPENDENCYPART_SIBL
(14,3),(14,11),-0.409057 # DEPENDENCYPART_SIBL
(14,3),(14,12),-0.380117 # DEPENDENCYPART_SIBL
(14,3),(14,13),-0.408986 # DEPENDENCYPART_SIBL
(14,3),(14,15),-0.0668854 # DEPENDENCYPART_SIBL
(14,3),(14,18),-0.0668854 # DEPENDENCYPART_SIBL
(14,3),(14,19),-0.138102 # DEPENDENCYPART_SIBL
(14,3),(14,21),-0.0668854 # DEPENDENCYPART_SIBL
(14,4),(14,5),-0.380689 # DEPENDENCYPART_SIBL
(14,4),(14,8),-0.408986 # DEPENDENCYPART_SIBL
(14,4),(14,10),-0.408986 # DEPENDENCYPART_SIBL
(14,4),(14,11),-0.409057 # DEPENDENCYPART_SIBL
(14,4),(14,12),-0.380117 # DEPENDENCYPART_SIBL
(14,4),(14,13),-0.408986 # DEPENDENCYPART_SIBL
(14,4),(14,15),-0.0668854 # DEPENDENCYPART_SIBL
(14,4),(14,18),-0.0668854 # DEPENDENCYPART_SIBL
(14,4),(14,19),-0.138102 # DEPENDENCYPART_SIBL
(14,4),(14,21),-0.0668854 # DEPENDENCYPART_SIBL
(14,5),(14,8),-0.124646 # DEPENDENCYPART_SIBL
(14,5),(14,10),-0.131489 # DEPENDENCYPART_SIBL
(14,5),(14,11),-0.131502 # DEPENDENCYPART_SIBL
(14,5),(14,12),-0.113847 # DEPENDENCYPART_SIBL
(14,5),(14,13),-0.131489 # DEPENDENCYPART_SIBL
(14,5),(14,15),0.0236089 # DEPENDENCYPART_SIBL
(14,5),(14,18),0.0236089 # DEPENDENCYPART_SIBL
(14,5),(14,19),-0.0182621 # DEPENDENCYPART_SIBL
(14,5),(14,21),0.0236089 # DEPENDENCYPART_SIBL
(14,8),(14,10),-0.0820735 # DEPENDENCYPART_SIBL
(14,8),(14,11),-0.0783942 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.107445 # DEPENDENCYPART_SIBL
(14,8),(14,13),-0.0820735 # DEPENDENCYPART_SIBL
(14,8),(14,15),0.00725984 # DEPENDENCYPART_SIBL
(14,8),(14,18),0.00725984 # DEPENDENCYPART_SIBL
(14,8),(14,19),-0.0336337 # DEPENDENCYPART_SIBL
(14,8),(14,21),0.00725984 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.0810912 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.107445 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.0847705 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.00262664 # DEPENDENCYPART_SIBL
(14,10),(14,18),0.00262664 # DEPENDENCYPART_SIBL
(14,10),(14,19),-0.0336337 # DEPENDENCYPART_SIBL
(14,10),(14,21),0.00262664 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.105389 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.0800982 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.00262405 # DEPENDENCYPART_SIBL
(14,11),(14,18),0.00262405 # DEPENDENCYPART_SIBL
(14,11),(14,19),-0.0336358 # DEPENDENCYPART_SIBL
(14,11),(14,21),0.00262405 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.128882 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.0236983 # DEPENDENCYPART_SIBL
(14,12),(14,18),0.0236983 # DEPENDENCYPART_SIBL
(14,12),(14,19),-0.0182542 # DEPENDENCYPART_SIBL
(14,12),(14,21),0.0236983 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.00262664 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.00262664 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.0336337 # DEPENDENCYPART_SIBL
(14,13),(14,21),0.00262664 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.0337201 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.032302 # DEPENDENCYPART_SIBL
(14,15),(14,21),-0.0337201 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.032302 # DEPENDENCYPART_SIBL
(14,18),(14,21),-0.0337201 # DEPENDENCYPART_SIBL
(14,19),(14,21),-0.00969202 # DEPENDENCYPART_SIBL
(15,5),(15,6),0.0802342 # DEPENDENCYPART_SIBL
(15,5),(15,9),-0.0111991 # DEPENDENCYPART_SIBL
(15,5),(15,10),0.0802389 # DEPENDENCYPART_SIBL
(15,5),(15,11),0.080196 # DEPENDENCYPART_SIBL
(15,5),(15,12),0.0933552 # DEPENDENCYPART_SIBL
(15,5),(15,13),0.0802389 # DEPENDENCYPART_SIBL
(15,5),(15,14),-0.0337462 # DEPENDENCYPART_SIBL
(15,5),(15,16),0.0410236 # DEPENDENCYPART_SIBL
(15,5),(15,17),0.0395075 # DEPENDENCYPART_SIBL
(15,5),(15,18),0.0944618 # DEPENDENCYPART_SIBL
(15,5),(15,19),0.0455671 # DEPENDENCYPART_SIBL
(15,5),(15,20),0.000296334 # DEPENDENCYPART_SIBL
(15,5),(15,21),0.0944618 # DEPENDENCYPART_SIBL
(15,6),(15,9),-0.0358976 # DEPENDENCYPART_SIBL
(15,6),(15,10),-0.00807122 # DEPENDENCYPART_SIBL
(15,6),(15,11),-0.00441191 # DEPENDENCYPART_SIBL
(15,6),(15,12),0.0915241 # DEPENDENCYPART_SIBL
(15,6),(15,13),-0.00807122 # DEPENDENCYPART_SIBL
(15,6),(15,14),-0.0656379 # DEPENDENCYPART_SIBL
(15,6),(15,16),0.062287 # DEPENDENCYPART_SIBL
(15,6),(15,17),0.00374063 # DEPENDENCYPART_SIBL
(15,6),(15,18),-0.0209518 # DEPENDENCYPART_SIBL
(15,6),(15,19),-0.00705913 # DEPENDENCYPART_SIBL
(15,6),(15,20),-1.17683e-05 # DEPENDENCYPART_SIBL
(15,6),(15,21),-0.0209518 # DEPENDENCYPART_SIBL
(15,9),(15,10),0.0636399 # DEPENDENCYPART_SIBL
(15,9),(15,11),0.0627777 # DEPENDENCYPART_SIBL
(15,9),(15,12),0.0394515 # DEPENDENCYPART_SIBL
(15,9),(15,13),0.0636399 # DEPENDENCYPART_SIBL
(15,9),(15,14),0.0163344 # DEPENDENCYPART_SIBL
(15,9),(15,16),0.00564519 # DEPENDENCYPART_SIBL
(15,9),(15,17),0.0259257 # DEPENDENCYPART_SIBL
(15,9),(15,18),-0.0019562 # DEPENDENCYPART_SIBL
(15,9),(15,19),-0.000947443 # DEPENDENCYPART_SIBL
(15,9),(15,20),-0.0115288 # DEPENDENCYPART_SIBL
(15,9),(15,21),-0.0019562 # DEPENDENCYPART_SIBL
(15,10),(15,11),-0.00335559 # DEPENDENCYPART_SIBL
(15,10),(15,12),0.0915241 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.0070149 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.0656379 # DEPENDENCYPART_SIBL
(15,10),(15,16),0.062287 # DEPENDENCYPART_SIBL
(15,10),(15,17),0.00374063 # DEPENDENCYPART_SIBL
(15,10),(15,18),-0.0209518 # DEPENDENCYPART_SIBL
(15,10),(15,19),-0.00705913 # DEPENDENCYPART_SIBL
(15,10),(15,20),-1.17683e-05 # DEPENDENCYPART_SIBL
(15,10),(15,21),-0.0209518 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.0938806 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.00204333 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.0656437 # DEPENDENCYPART_SIBL
(15,11),(15,16),0.0622848 # DEPENDENCYPART_SIBL
(15,11),(15,17),0.00373851 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.0209565 # DEPENDENCYPART_SIBL
(15,11),(15,19),-0.00706548 # DEPENDENCYPART_SIBL
(15,11),(15,20),-1.38853e-05 # DEPENDENCYPART_SIBL
(15,11),(15,21),-0.0209565 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.088962 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.030237 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.0411233 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.0396072 # DEPENDENCYPART_SIBL
(15,12),(15,18),0.0947404 # DEPENDENCYPART_SIBL
(15,12),(15,19),0.0456825 # DEPENDENCYPART_SIBL
(15,12),(15,20),0.000396011 # DEPENDENCYPART_SIBL
(15,12),(15,21),0.0947404 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.0656379 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.062287 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.00374063 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.0209518 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.00705913 # DEPENDENCYPART_SIBL
(15,13),(15,20),-1.17683e-05 # DEPENDENCYPART_SIBL
(15,13),(15,21),-0.0209518 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.000195359 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.0199186 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.0422724 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.000492599 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.0347988 # DEPENDENCYPART_SIBL
(15,14),(15,21),0.0422724 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.0583998 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.0744335 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.0640761 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.080719 # DEPENDENCYPART_SIBL
(15,16),(15,21),-0.0744335 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.0232643 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.0251534 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.0289825 # DEPENDENCYPART_SIBL
(15,17),(15,21),-0.0232643 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.0126294 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.013003 # DEPENDENCYPART_SIBL
(15,18),(15,21),-0.0253263 # DEPENDENCYPART_SIBL
(15,19),(15,20),-0.0282225 # DEPENDENCYPART_SIBL
(15,19),(15,21),-0.0232926 # DEPENDENCYPART_SIBL
(15,20),(15,21),0.0132885 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.181605 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.0126223 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.0126223 # DEPENDENCYPART_SIBL
(17,13),(17,14),-0.0163511 # DEPENDENCYPART_SIBL
(17,13),(17,15),0.0137162 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.0397626 # DEPENDENCYPART_SIBL
(17,13),(17,18),0.0573922 # DEPENDENCYPART_SIBL
(17,13),(17,21),0.0573922 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.0399395 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.10833 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.00273477 # DEPENDENCYPART_SIBL
(17,14),(17,21),-0.00273477 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.0397626 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.0573922 # DEPENDENCYPART_SIBL
(17,15),(17,21),0.0573922 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.0292056 # DEPENDENCYPART_SIBL
(17,16),(17,21),-0.0292056 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.0237327 # DEPENDENCYPART_SIBL
(18,1),(18,2),-0.16734 # DEPENDENCYPART_SIBL
(18,1),(18,5),0.0954955 # DEPENDENCYPART_SIBL
(18,1),(18,6),-0.0104854 # DEPENDENCYPART_SIBL
(18,1),(18,7),-0.0656379 # DEPENDENCYPART_SIBL
(18,1),(18,9),-0.0358976 # DEPENDENCYPART_SIBL
(18,1),(18,10),-0.0070149 # DEPENDENCYPART_SIBL
(18,1),(18,11),-0.00335559 # DEPENDENCYPART_SIBL
(18,1),(18,12),0.0915241 # DEPENDENCYPART_SIBL
(18,1),(18,13),-0.0070149 # DEPENDENCYPART_SIBL
(18,1),(18,14),-0.0656379 # DEPENDENCYPART_SIBL
(18,1),(18,15),-0.0070149 # DEPENDENCYPART_SIBL
(18,1),(18,16),-0.0427412 # DEPENDENCYPART_SIBL
(18,1),(18,17),0.083839 # DEPENDENCYPART_SIBL
(18,1),(18,20),-1.17683e-05 # DEPENDENCYPART_SIBL
