# _root_ Ben bir hizmet _ insanıyım , söylerim , _ söylediğimin arkasından giderim ve bana neye mal olursa_olsun ben bununla iftihar ederim .
#goldHeads=4,3,4,5,6,22,8,22,10,11,12,13,21,15,17,17,21,19,20,21,22,0,
#predictedHeads=5,3,4,5,6,7,8,21,10,11,12,13,21,17,17,17,21,21,20,21,22,0,
(9,6),(9,16),0.0108194 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.0162046 # DEPENDENCYPART_SIBL
(9,6),(9,20),0.0108194 # DEPENDENCYPART_SIBL
(9,6),(9,21),-0.0162046 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.1158 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.0139057 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0139057 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0189887 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0262631 # DEPENDENCYPART_SIBL
(9,7),(9,16),0.0139057 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.0189887 # DEPENDENCYPART_SIBL
(9,7),(9,20),0.0139057 # DEPENDENCYPART_SIBL
(9,7),(9,21),-0.0189887 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0108194 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0108194 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0162046 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0279362 # DEPENDENCYPART_SIBL
(9,8),(9,16),0.0108194 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.0162046 # DEPENDENCYPART_SIBL
(9,8),(9,20),0.0108194 # DEPENDENCYPART_SIBL
(9,8),(9,21),-0.0162046 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.00121166 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.00562024 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0238993 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.00121166 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.00562024 # DEPENDENCYPART_SIBL
(9,10),(9,20),-0.00121166 # DEPENDENCYPART_SIBL
(9,10),(9,21),-0.00562024 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.00562024 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0238993 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.00121166 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.00562024 # DEPENDENCYPART_SIBL
(9,11),(9,20),-0.00121166 # DEPENDENCYPART_SIBL
(9,11),(9,21),-0.00562024 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0483106 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.024303 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.0308301 # DEPENDENCYPART_SIBL
(9,12),(9,20),-0.024303 # DEPENDENCYPART_SIBL
(9,12),(9,21),-0.0308301 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.0684595 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.0503324 # DEPENDENCYPART_SIBL
(9,13),(9,20),-0.0684595 # DEPENDENCYPART_SIBL
(9,13),(9,21),-0.0503324 # DEPENDENCYPART_SIBL
(9,16),(9,17),-0.00562024 # DEPENDENCYPART_SIBL
(9,16),(9,20),-0.00121166 # DEPENDENCYPART_SIBL
(9,16),(9,21),-0.00562024 # DEPENDENCYPART_SIBL
(9,17),(9,20),-0.024303 # DEPENDENCYPART_SIBL
(9,17),(9,21),-0.0308301 # DEPENDENCYPART_SIBL
(9,20),(9,21),-0.00562024 # DEPENDENCYPART_SIBL
(10,1),(10,3),0.0607086 # DEPENDENCYPART_SIBL
(10,1),(10,4),-0.0620093 # DEPENDENCYPART_SIBL
(10,1),(10,5),0.0658218 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.00441258 # DEPENDENCYPART_SIBL
(10,1),(10,8),0.00441258 # DEPENDENCYPART_SIBL
(10,1),(10,9),-0.0550192 # DEPENDENCYPART_SIBL
(10,3),(10,4),-0.16707 # DEPENDENCYPART_SIBL
(10,3),(10,5),0.187761 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.0670257 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.0670257 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.0292693 # DEPENDENCYPART_SIBL
(10,4),(10,5),-0.287783 # DEPENDENCYPART_SIBL
(10,4),(10,6),-0.274376 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.274376 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.783676 # DEPENDENCYPART_SIBL
(10,5),(10,6),-0.0190006 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.0190006 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.0367979 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.0839136 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.228157 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.228157 # DEPENDENCYPART_SIBL
(11,1),(11,2),0.123973 # DEPENDENCYPART_SIBL
(11,1),(11,3),0.0607086 # DEPENDENCYPART_SIBL
(11,1),(11,4),-0.0620093 # DEPENDENCYPART_SIBL
(11,1),(11,5),0.0658218 # DEPENDENCYPART_SIBL
(11,1),(11,6),0.00441258 # DEPENDENCYPART_SIBL
(11,1),(11,7),0.0658218 # DEPENDENCYPART_SIBL
(11,1),(11,8),0.00441258 # DEPENDENCYPART_SIBL
(11,1),(11,9),-0.0550192 # DEPENDENCYPART_SIBL
(11,1),(11,10),0.0588318 # DEPENDENCYPART_SIBL
(11,1),(11,13),-0.0617487 # DEPENDENCYPART_SIBL
(11,1),(11,14),-0.0179803 # DEPENDENCYPART_SIBL
(11,1),(11,17),0.0148708 # DEPENDENCYPART_SIBL
(11,1),(11,21),0.0148708 # DEPENDENCYPART_SIBL
(11,2),(11,3),0.149962 # DEPENDENCYPART_SIBL
(11,2),(11,4),0.088669 # DEPENDENCYPART_SIBL
(11,2),(11,5),-0.00731757 # DEPENDENCYPART_SIBL
(11,2),(11,6),-0.030321 # DEPENDENCYPART_SIBL
(11,2),(11,7),-0.00731757 # DEPENDENCYPART_SIBL
(11,2),(11,8),-0.030321 # DEPENDENCYPART_SIBL
(11,2),(11,9),-0.068981 # DEPENDENCYPART_SIBL
(11,2),(11,10),0.150332 # DEPENDENCYPART_SIBL
(11,2),(11,13),-0.059502 # DEPENDENCYPART_SIBL
(11,2),(11,14),0.0844201 # DEPENDENCYPART_SIBL
(11,2),(11,17),0.0434723 # DEPENDENCYPART_SIBL
(11,2),(11,21),0.0434723 # DEPENDENCYPART_SIBL
(11,3),(11,4),-0.16707 # DEPENDENCYPART_SIBL
(11,3),(11,5),0.187761 # DEPENDENCYPART_SIBL
(11,3),(11,6),-0.0670257 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.187761 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.0670257 # DEPENDENCYPART_SIBL
(11,3),(11,9),0.0292693 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.00857872 # DEPENDENCYPART_SIBL
(11,3),(11,13),-0.123427 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.0237741 # DEPENDENCYPART_SIBL
(11,3),(11,17),-0.00699421 # DEPENDENCYPART_SIBL
(11,3),(11,21),-0.00699421 # DEPENDENCYPART_SIBL
(11,4),(11,5),-0.287783 # DEPENDENCYPART_SIBL
(11,4),(11,6),-0.274376 # DEPENDENCYPART_SIBL
(11,4),(11,7),-0.287783 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.274376 # DEPENDENCYPART_SIBL
(11,4),(11,9),-0.783676 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.439026 # DEPENDENCYPART_SIBL
(11,4),(11,13),-0.306923 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.0524187 # DEPENDENCYPART_SIBL
(11,4),(11,17),-0.0211832 # DEPENDENCYPART_SIBL
(11,4),(11,21),-0.0211832 # DEPENDENCYPART_SIBL
(11,5),(11,6),-0.0190006 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.1152 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.0190006 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.0367979 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.100978 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.0697451 # DEPENDENCYPART_SIBL
(11,5),(11,14),0.0313431 # DEPENDENCYPART_SIBL
(11,5),(11,17),0.0121885 # DEPENDENCYPART_SIBL
(11,5),(11,21),0.0121885 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.0974612 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.0839136 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.228157 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.00649166 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.0890269 # DEPENDENCYPART_SIBL
(11,6),(11,14),0.0178511 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.000445715 # DEPENDENCYPART_SIBL
(11,6),(11,21),-0.000445715 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.0190006 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.0367979 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.100978 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.0697451 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.0313431 # DEPENDENCYPART_SIBL
(11,7),(11,17),0.0121885 # DEPENDENCYPART_SIBL
(11,7),(11,21),0.0121885 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.228157 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.00649166 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0890269 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.0178511 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.000445715 # DEPENDENCYPART_SIBL
(11,8),(11,21),-0.000445715 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.331033 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.253241 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.00269849 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.00200102 # DEPENDENCYPART_SIBL
(11,9),(11,21),-0.00200102 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.123427 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0237741 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.00699361 # DEPENDENCYPART_SIBL
(11,10),(11,21),-0.00699361 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0673563 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.0456072 # DEPENDENCYPART_SIBL
(11,13),(11,21),-0.0456072 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.0150495 # DEPENDENCYPART_SIBL
(11,14),(11,21),-0.0150495 # DEPENDENCYPART_SIBL
(11,17),(11,21),-0.0248625 # DEPENDENCYPART_SIBL
(12,1),(12,2),0.0657691 # DEPENDENCYPART_SIBL
(12,1),(12,3),-8.52316e-05 # DEPENDENCYPART_SIBL
(12,1),(12,4),-0.0299567 # DEPENDENCYPART_SIBL
(12,1),(12,5),-0.010416 # DEPENDENCYPART_SIBL
(12,1),(12,6),-0.166642 # DEPENDENCYPART_SIBL
(12,1),(12,7),-0.010416 # DEPENDENCYPART_SIBL
(12,1),(12,8),-0.166642 # DEPENDENCYPART_SIBL
(12,1),(12,9),-0.0355707 # DEPENDENCYPART_SIBL
(12,1),(12,10),-0.00480188 # DEPENDENCYPART_SIBL
(12,1),(12,11),-0.0100327 # DEPENDENCYPART_SIBL
(12,1),(12,13),-0.0386251 # DEPENDENCYPART_SIBL
(12,1),(12,14),-0.055917 # DEPENDENCYPART_SIBL
(12,1),(12,15),-0.0284564 # DEPENDENCYPART_SIBL
(12,1),(12,16),-0.048782 # DEPENDENCYPART_SIBL
(12,1),(12,17),-0.0207796 # DEPENDENCYPART_SIBL
(12,1),(12,20),-0.048782 # DEPENDENCYPART_SIBL
(12,1),(12,21),-0.0207796 # DEPENDENCYPART_SIBL
(12,2),(12,3),-0.0102724 # DEPENDENCYPART_SIBL
(12,2),(12,4),0.130342 # DEPENDENCYPART_SIBL
(12,2),(12,5),-0.187773 # DEPENDENCYPART_SIBL
(12,2),(12,6),-0.184885 # DEPENDENCYPART_SIBL
(12,2),(12,7),-0.187773 # DEPENDENCYPART_SIBL
(12,2),(12,8),-0.184885 # DEPENDENCYPART_SIBL
(12,2),(12,9),-0.0469401 # DEPENDENCYPART_SIBL
(12,2),(12,10),-0.010491 # DEPENDENCYPART_SIBL
(12,2),(12,11),-0.0153654 # DEPENDENCYPART_SIBL
(12,2),(12,13),-0.0728113 # DEPENDENCYPART_SIBL
(12,2),(12,14),0.022314 # DEPENDENCYPART_SIBL
(12,2),(12,15),0.0480592 # DEPENDENCYPART_SIBL
(12,2),(12,16),0.00539094 # DEPENDENCYPART_SIBL
(12,2),(12,17),-0.0153487 # DEPENDENCYPART_SIBL
(12,2),(12,20),0.00539094 # DEPENDENCYPART_SIBL
(12,2),(12,21),-0.0153487 # DEPENDENCYPART_SIBL
(12,3),(12,4),-0.0412931 # DEPENDENCYPART_SIBL
(12,3),(12,5),0.0265839 # DEPENDENCYPART_SIBL
(12,3),(12,6),-0.153395 # DEPENDENCYPART_SIBL
(12,3),(12,7),0.0265839 # DEPENDENCYPART_SIBL
(12,3),(12,8),-0.153395 # DEPENDENCYPART_SIBL
(12,3),(12,9),0.0518519 # DEPENDENCYPART_SIBL
(12,3),(12,10),-0.066561 # DEPENDENCYPART_SIBL
(12,3),(12,11),-0.0811841 # DEPENDENCYPART_SIBL
(12,3),(12,13),-0.141242 # DEPENDENCYPART_SIBL
(12,3),(12,14),-0.0375053 # DEPENDENCYPART_SIBL
(12,3),(12,15),0.0095856 # DEPENDENCYPART_SIBL
(12,3),(12,16),0.00183488 # DEPENDENCYPART_SIBL
(12,3),(12,17),-0.00711636 # DEPENDENCYPART_SIBL
(12,3),(12,20),0.00183617 # DEPENDENCYPART_SIBL
(12,3),(12,21),-0.00711636 # DEPENDENCYPART_SIBL
(12,4),(12,5),-0.549412 # DEPENDENCYPART_SIBL
(12,4),(12,6),-0.431953 # DEPENDENCYPART_SIBL
(12,4),(12,7),-0.549412 # DEPENDENCYPART_SIBL
(12,4),(12,8),-0.431953 # DEPENDENCYPART_SIBL
(12,4),(12,9),-0.886065 # DEPENDENCYPART_SIBL
(12,4),(12,10),-0.620931 # DEPENDENCYPART_SIBL
(12,4),(12,11),-0.635554 # DEPENDENCYPART_SIBL
(12,4),(12,13),-0.25378 # DEPENDENCYPART_SIBL
(12,4),(12,14),-0.0280011 # DEPENDENCYPART_SIBL
(12,4),(12,15),0.0190918 # DEPENDENCYPART_SIBL
(12,4),(12,16),-0.00527618 # DEPENDENCYPART_SIBL
(12,4),(12,17),-0.0151519 # DEPENDENCYPART_SIBL
(12,4),(12,20),-0.00527488 # DEPENDENCYPART_SIBL
(12,4),(12,21),-0.0151519 # DEPENDENCYPART_SIBL
(12,5),(12,6),-0.170371 # DEPENDENCYPART_SIBL
(12,5),(12,7),-0.0777815 # DEPENDENCYPART_SIBL
(12,5),(12,8),-0.170371 # DEPENDENCYPART_SIBL
(12,5),(12,9),-0.113543 # DEPENDENCYPART_SIBL
(12,5),(12,10),-0.00354973 # DEPENDENCYPART_SIBL
(12,5),(12,11),-0.00842409 # DEPENDENCYPART_SIBL
(12,5),(12,13),-0.0891164 # DEPENDENCYPART_SIBL
(12,5),(12,14),0.0043418 # DEPENDENCYPART_SIBL
(12,5),(12,15),0.0329431 # DEPENDENCYPART_SIBL
(12,5),(12,16),0.0037541 # DEPENDENCYPART_SIBL
(12,5),(12,17),-0.0330524 # DEPENDENCYPART_SIBL
(12,5),(12,20),0.0037541 # DEPENDENCYPART_SIBL
(12,5),(12,21),-0.0330524 # DEPENDENCYPART_SIBL
(12,6),(12,7),0.106229 # DEPENDENCYPART_SIBL
(12,6),(12,8),-0.241759 # DEPENDENCYPART_SIBL
(12,6),(12,9),-0.13294 # DEPENDENCYPART_SIBL
(12,6),(12,10),0.0214278 # DEPENDENCYPART_SIBL
(12,6),(12,11),0.0165535 # DEPENDENCYPART_SIBL
(12,6),(12,13),-0.0639353 # DEPENDENCYPART_SIBL
(12,6),(12,14),-0.0257154 # DEPENDENCYPART_SIBL
(12,6),(12,15),-0.0147158 # DEPENDENCYPART_SIBL
(12,6),(12,16),-0.00827072 # DEPENDENCYPART_SIBL
(12,6),(12,17),-0.0186727 # DEPENDENCYPART_SIBL
(12,6),(12,20),-0.00827072 # DEPENDENCYPART_SIBL
(12,6),(12,21),-0.0186727 # DEPENDENCYPART_SIBL
(12,7),(12,8),-0.170371 # DEPENDENCYPART_SIBL
(12,7),(12,9),-0.113543 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.00354973 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.00842409 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.0891164 # DEPENDENCYPART_SIBL
(12,7),(12,14),0.0043418 # DEPENDENCYPART_SIBL
(12,7),(12,15),0.0329431 # DEPENDENCYPART_SIBL
(12,7),(12,16),0.0037541 # DEPENDENCYPART_SIBL
(12,7),(12,17),-0.0330524 # DEPENDENCYPART_SIBL
(12,7),(12,20),0.0037541 # DEPENDENCYPART_SIBL
(12,7),(12,21),-0.0330524 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.13294 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.0214278 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.0165535 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.0639353 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.0257154 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.0147158 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.00827072 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.0186727 # DEPENDENCYPART_SIBL
(12,8),(12,20),-0.00827072 # DEPENDENCYPART_SIBL
(12,8),(12,21),-0.0186727 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.553839 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.558713 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.201657 # DEPENDENCYPART_SIBL
(12,9),(12,14),0.0138448 # DEPENDENCYPART_SIBL
(12,9),(12,15),0.042448 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.00335948 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.0410904 # DEPENDENCYPART_SIBL
(12,9),(12,20),-0.00335948 # DEPENDENCYPART_SIBL
(12,9),(12,21),-0.0410904 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.0852649 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.14124 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0375041 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.00958684 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.00183739 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.0071139 # DEPENDENCYPART_SIBL
(12,10),(12,20),0.00183869 # DEPENDENCYPART_SIBL
(12,10),(12,21),-0.0071139 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.141831 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0375099 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.00958103 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.00181993 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.00711971 # DEPENDENCYPART_SIBL
(12,11),(12,20),0.00182122 # DEPENDENCYPART_SIBL
(12,11),(12,21),-0.00711971 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0331308 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0320786 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0925765 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.0467248 # DEPENDENCYPART_SIBL
(12,13),(12,20),-0.0925765 # DEPENDENCYPART_SIBL
(12,13),(12,21),-0.0467248 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.028394 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.00763004 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.0232138 # DEPENDENCYPART_SIBL
(12,14),(12,20),-0.00763004 # DEPENDENCYPART_SIBL
(12,14),(12,21),-0.0232138 # DEPENDENCYPART_SIBL
(12,15),(12,16),0.000506403 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.014668 # DEPENDENCYPART_SIBL
(12,15),(12,20),0.000506403 # DEPENDENCYPART_SIBL
(12,15),(12,21),-0.014668 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.0123033 # DEPENDENCYPART_SIBL
(12,16),(12,20),-0.0572542 # DEPENDENCYPART_SIBL
(12,16),(12,21),-0.0123033 # DEPENDENCYPART_SIBL
(12,17),(12,20),-0.0500265 # DEPENDENCYPART_SIBL
(12,17),(12,21),-0.0279786 # DEPENDENCYPART_SIBL
(12,20),(12,21),-0.0123033 # DEPENDENCYPART_SIBL
(13,7),(13,9),-0.0910403 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.15218 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.0554431 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.346854 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.275468 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.0184158 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.0293352 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.00935429 # DEPENDENCYPART_SIBL
(16,2),(16,8),-0.030321 # DEPENDENCYPART_SIBL
(16,2),(16,9),-0.068981 # DEPENDENCYPART_SIBL
(16,2),(16,10),0.15033 # DEPENDENCYPART_SIBL
(16,2),(16,11),0.15033 # DEPENDENCYPART_SIBL
(16,2),(16,12),-0.00731758 # DEPENDENCYPART_SIBL
(16,2),(16,13),-0.0393461 # DEPENDENCYPART_SIBL
(16,2),(16,14),0.0334656 # DEPENDENCYPART_SIBL
(16,2),(16,15),0.0270856 # DEPENDENCYPART_SIBL
(16,2),(16,17),0.0434723 # DEPENDENCYPART_SIBL
(16,2),(16,18),0.145461 # DEPENDENCYPART_SIBL
(16,2),(16,20),0.0816647 # DEPENDENCYPART_SIBL
(16,2),(16,21),0.0434723 # DEPENDENCYPART_SIBL
(16,8),(16,9),-0.228161 # DEPENDENCYPART_SIBL
(16,8),(16,10),0.00648125 # DEPENDENCYPART_SIBL
(16,8),(16,11),0.00648125 # DEPENDENCYPART_SIBL
(16,8),(16,12),0.097457 # DEPENDENCYPART_SIBL
(16,8),(16,13),-0.0371306 # DEPENDENCYPART_SIBL
(16,8),(16,14),0.0986296 # DEPENDENCYPART_SIBL
(16,8),(16,15),0.110193 # DEPENDENCYPART_SIBL
(16,8),(16,17),-0.000445715 # DEPENDENCYPART_SIBL
(16,8),(16,18),0.0124896 # DEPENDENCYPART_SIBL
(16,8),(16,20),0.0422724 # DEPENDENCYPART_SIBL
(16,8),(16,21),-0.000445715 # DEPENDENCYPART_SIBL
(16,9),(16,10),-0.331036 # DEPENDENCYPART_SIBL
(16,9),(16,11),-0.331036 # DEPENDENCYPART_SIBL
(16,9),(16,12),-0.359898 # DEPENDENCYPART_SIBL
(16,9),(16,13),-0.135266 # DEPENDENCYPART_SIBL
(16,9),(16,14),-0.102517 # DEPENDENCYPART_SIBL
(16,9),(16,15),-0.102151 # DEPENDENCYPART_SIBL
(16,9),(16,17),-0.00200102 # DEPENDENCYPART_SIBL
(16,9),(16,18),0.0390659 # DEPENDENCYPART_SIBL
(16,9),(16,20),0.0257743 # DEPENDENCYPART_SIBL
(16,9),(16,21),-0.00200102 # DEPENDENCYPART_SIBL
(16,10),(16,11),-0.0119066 # DEPENDENCYPART_SIBL
(16,10),(16,12),0.1873 # DEPENDENCYPART_SIBL
(16,10),(16,13),-0.0359128 # DEPENDENCYPART_SIBL
(16,10),(16,14),0.114371 # DEPENDENCYPART_SIBL
(16,10),(16,15),0.0532856 # DEPENDENCYPART_SIBL
(16,10),(16,17),-0.00699362 # DEPENDENCYPART_SIBL
(16,10),(16,18),-0.00156046 # DEPENDENCYPART_SIBL
(16,10),(16,20),-0.0209518 # DEPENDENCYPART_SIBL
(16,10),(16,21),-0.00699362 # DEPENDENCYPART_SIBL
(16,11),(16,12),0.201563 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.0363865 # DEPENDENCYPART_SIBL
(16,11),(16,14),0.113898 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.0528119 # DEPENDENCYPART_SIBL
(16,11),(16,17),-0.00723165 # DEPENDENCYPART_SIBL
(16,11),(16,18),-0.00179849 # DEPENDENCYPART_SIBL
(16,11),(16,20),-0.0211957 # DEPENDENCYPART_SIBL
(16,11),(16,21),-0.00723165 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.0762812 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.128329 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.127618 # DEPENDENCYPART_SIBL
(16,12),(16,17),0.0121885 # DEPENDENCYPART_SIBL
(16,12),(16,18),0.0650132 # DEPENDENCYPART_SIBL
(16,12),(16,20),0.0411503 # DEPENDENCYPART_SIBL
(16,12),(16,21),0.0121885 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.0381076 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.0213054 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.000900558 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.0119341 # DEPENDENCYPART_SIBL
(16,13),(16,20),-0.0019562 # DEPENDENCYPART_SIBL
(16,13),(16,21),-0.000900558 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.0153822 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.00509587 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.0155524 # DEPENDENCYPART_SIBL
(16,14),(16,20),-0.00575352 # DEPENDENCYPART_SIBL
(16,14),(16,21),0.00509587 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.00512425 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.0131861 # DEPENDENCYPART_SIBL
(16,15),(16,20),0.00384197 # DEPENDENCYPART_SIBL
(16,15),(16,21),0.00512425 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.0319965 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.0232926 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.0248625 # DEPENDENCYPART_SIBL
(16,18),(16,20),0.0149329 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.0180548 # DEPENDENCYPART_SIBL
(16,20),(16,21),-0.0125873 # DEPENDENCYPART_SIBL
(17,1),(17,3),-8.52316e-05 # DEPENDENCYPART_SIBL
(17,1),(17,4),-0.0299567 # DEPENDENCYPART_SIBL
(17,1),(17,5),-0.010416 # DEPENDENCYPART_SIBL
(17,1),(17,6),-0.166642 # DEPENDENCYPART_SIBL
(17,1),(17,7),-0.010416 # DEPENDENCYPART_SIBL
(17,1),(17,8),-0.166642 # DEPENDENCYPART_SIBL
(17,1),(17,9),-0.0355707 # DEPENDENCYPART_SIBL
(17,1),(17,10),-0.00480188 # DEPENDENCYPART_SIBL
(17,1),(17,11),-0.0100327 # DEPENDENCYPART_SIBL
(17,1),(17,12),-0.010416 # DEPENDENCYPART_SIBL
(17,1),(17,13),-0.0499638 # DEPENDENCYPART_SIBL
(17,1),(17,14),0.00659152 # DEPENDENCYPART_SIBL
(17,1),(17,15),0.0176547 # DEPENDENCYPART_SIBL
