# _root_ İki gözü iki çeşme , _ öksürüp _ aksırarak , derdini _ anlatamadan bir köşeye _ çekilirmiş kara _ yazgılı hayvan .
#goldHeads=2,4,4,17,0,7,8,9,17,0,12,13,17,15,17,17,22,19,20,21,17,0,
#predictedHeads=2,3,4,9,0,7,8,9,17,0,12,13,17,15,17,17,22,19,20,21,22,0,
(8,10),(8,17),-0.0540562 # DEPENDENCYPART_SIBL
(8,10),(8,19),-0.0872008 # DEPENDENCYPART_SIBL
(8,10),(8,21),-0.074162 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.0566717 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.0638517 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.0518793 # DEPENDENCYPART_SIBL
(8,12),(8,19),-0.06602 # DEPENDENCYPART_SIBL
(8,12),(8,21),-0.0553409 # DEPENDENCYPART_SIBL
(8,13),(8,16),-0.0222973 # DEPENDENCYPART_SIBL
(8,13),(8,17),-0.0105344 # DEPENDENCYPART_SIBL
(8,13),(8,19),0.00908768 # DEPENDENCYPART_SIBL
(8,13),(8,21),0.0195572 # DEPENDENCYPART_SIBL
(8,16),(8,17),-0.0518793 # DEPENDENCYPART_SIBL
(8,16),(8,19),-0.06602 # DEPENDENCYPART_SIBL
(8,16),(8,21),-0.0553409 # DEPENDENCYPART_SIBL
(8,17),(8,19),-0.0355382 # DEPENDENCYPART_SIBL
(8,17),(8,21),-0.0255964 # DEPENDENCYPART_SIBL
(8,19),(8,21),-0.0341896 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.0580267 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.00354974 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.090399 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.164036 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.00354974 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.090399 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.156911 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.0512935 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.148475 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0197641 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.144268 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.788511 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.144268 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.166193 # DEPENDENCYPART_SIBL
(10,6),(10,17),-0.138055 # DEPENDENCYPART_SIBL
(10,6),(10,21),-0.0678188 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.00182672 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.0424245 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.0760477 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.062359 # DEPENDENCYPART_SIBL
(10,7),(10,21),-0.0107081 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.144268 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.166193 # DEPENDENCYPART_SIBL
(10,8),(10,17),-0.138055 # DEPENDENCYPART_SIBL
(10,8),(10,21),-0.0678188 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0760477 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.062359 # DEPENDENCYPART_SIBL
(10,9),(10,21),-0.0107081 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.0286604 # DEPENDENCYPART_SIBL
(10,12),(10,21),-0.0169632 # DEPENDENCYPART_SIBL
(10,17),(10,21),-0.00969202 # DEPENDENCYPART_SIBL
(11,3),(11,6),0.0167047 # DEPENDENCYPART_SIBL
(11,3),(11,8),0.0167047 # DEPENDENCYPART_SIBL
(11,3),(11,9),0.0135135 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.0204309 # DEPENDENCYPART_SIBL
(11,3),(11,12),0.0017719 # DEPENDENCYPART_SIBL
(11,3),(11,14),0.0040031 # DEPENDENCYPART_SIBL
(11,3),(11,15),0.0390122 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.847465 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.168064 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.227738 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.0470434 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.021566 # DEPENDENCYPART_SIBL
(11,6),(11,15),0.0257743 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.168064 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.227738 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0470434 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.021566 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.0257743 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.044443 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0368512 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0152289 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.0390386 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0569933 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.000884396 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.0422724 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0283391 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0322674 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.0111905 # DEPENDENCYPART_SIBL
(12,1),(12,2),-0.00338423 # DEPENDENCYPART_SIBL
(12,1),(12,3),-0.0751041 # DEPENDENCYPART_SIBL
(12,1),(12,4),-0.000681463 # DEPENDENCYPART_SIBL
(12,1),(12,5),-0.119431 # DEPENDENCYPART_SIBL
(12,1),(12,6),-0.129579 # DEPENDENCYPART_SIBL
(12,1),(12,7),-0.0169047 # DEPENDENCYPART_SIBL
(12,1),(12,8),-0.129579 # DEPENDENCYPART_SIBL
(12,1),(12,9),-0.0169047 # DEPENDENCYPART_SIBL
(12,1),(12,10),-0.119431 # DEPENDENCYPART_SIBL
(12,1),(12,11),-0.000681463 # DEPENDENCYPART_SIBL
(12,1),(12,15),0.0295817 # DEPENDENCYPART_SIBL
(12,1),(12,16),-0.0268476 # DEPENDENCYPART_SIBL
(12,1),(12,19),-0.0197578 # DEPENDENCYPART_SIBL
(12,1),(12,21),0.0282901 # DEPENDENCYPART_SIBL
(12,2),(12,3),-0.0176442 # DEPENDENCYPART_SIBL
(12,2),(12,4),0.00413079 # DEPENDENCYPART_SIBL
(12,2),(12,5),-0.0871681 # DEPENDENCYPART_SIBL
(12,2),(12,6),-0.068339 # DEPENDENCYPART_SIBL
(12,2),(12,7),0.0769457 # DEPENDENCYPART_SIBL
(12,2),(12,8),-0.068339 # DEPENDENCYPART_SIBL
(12,2),(12,9),0.0769457 # DEPENDENCYPART_SIBL
(12,2),(12,10),-0.0871681 # DEPENDENCYPART_SIBL
(12,2),(12,11),0.00413079 # DEPENDENCYPART_SIBL
(12,2),(12,15),0.0127734 # DEPENDENCYPART_SIBL
(12,2),(12,16),-0.0699033 # DEPENDENCYPART_SIBL
(12,2),(12,19),-0.0637585 # DEPENDENCYPART_SIBL
(12,2),(12,21),0.00767927 # DEPENDENCYPART_SIBL
(12,3),(12,4),0.0121256 # DEPENDENCYPART_SIBL
(12,3),(12,5),-0.133868 # DEPENDENCYPART_SIBL
(12,3),(12,6),-0.144105 # DEPENDENCYPART_SIBL
(12,3),(12,7),-0.0298906 # DEPENDENCYPART_SIBL
(12,3),(12,8),-0.144105 # DEPENDENCYPART_SIBL
(12,3),(12,9),-0.0298906 # DEPENDENCYPART_SIBL
(12,3),(12,10),-0.133868 # DEPENDENCYPART_SIBL
(12,3),(12,11),0.0121256 # DEPENDENCYPART_SIBL
(12,3),(12,15),0.0344079 # DEPENDENCYPART_SIBL
(12,3),(12,16),-0.0280507 # DEPENDENCYPART_SIBL
(12,3),(12,19),-0.0149355 # DEPENDENCYPART_SIBL
(12,3),(12,21),0.0331163 # DEPENDENCYPART_SIBL
(12,4),(12,5),-0.081844 # DEPENDENCYPART_SIBL
(12,4),(12,6),-0.07014 # DEPENDENCYPART_SIBL
(12,4),(12,7),0.0822698 # DEPENDENCYPART_SIBL
(12,4),(12,8),-0.07014 # DEPENDENCYPART_SIBL
(12,4),(12,9),0.0822698 # DEPENDENCYPART_SIBL
(12,4),(12,10),-0.081844 # DEPENDENCYPART_SIBL
(12,4),(12,11),0.0108336 # DEPENDENCYPART_SIBL
(12,4),(12,15),0.0127734 # DEPENDENCYPART_SIBL
(12,4),(12,16),-0.0699033 # DEPENDENCYPART_SIBL
(12,4),(12,19),-0.0637585 # DEPENDENCYPART_SIBL
(12,4),(12,21),0.00767927 # DEPENDENCYPART_SIBL
(12,5),(12,6),-0.428719 # DEPENDENCYPART_SIBL
(12,5),(12,7),0.0169592 # DEPENDENCYPART_SIBL
(12,5),(12,8),-0.428719 # DEPENDENCYPART_SIBL
(12,5),(12,9),0.0169592 # DEPENDENCYPART_SIBL
(12,5),(12,10),-0.227892 # DEPENDENCYPART_SIBL
(12,5),(12,11),0.0125111 # DEPENDENCYPART_SIBL
(12,5),(12,15),0.0108193 # DEPENDENCYPART_SIBL
(12,5),(12,16),-0.120576 # DEPENDENCYPART_SIBL
(12,5),(12,19),-0.0935524 # DEPENDENCYPART_SIBL
(12,5),(12,21),0.00952776 # DEPENDENCYPART_SIBL
(12,6),(12,7),-0.389524 # DEPENDENCYPART_SIBL
(12,6),(12,8),-1.19892 # DEPENDENCYPART_SIBL
(12,6),(12,9),-0.389524 # DEPENDENCYPART_SIBL
(12,6),(12,10),-0.459699 # DEPENDENCYPART_SIBL
(12,6),(12,11),-0.563221 # DEPENDENCYPART_SIBL
(12,6),(12,15),0.000490241 # DEPENDENCYPART_SIBL
(12,6),(12,16),-0.116215 # DEPENDENCYPART_SIBL
(12,6),(12,19),-0.0724113 # DEPENDENCYPART_SIBL
(12,6),(12,21),-0.00173481 # DEPENDENCYPART_SIBL
(12,7),(12,8),-0.171739 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.0404182 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.111767 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.114706 # DEPENDENCYPART_SIBL
(12,7),(12,15),0.00574769 # DEPENDENCYPART_SIBL
(12,7),(12,16),-0.0839802 # DEPENDENCYPART_SIBL
(12,7),(12,19),-0.0538779 # DEPENDENCYPART_SIBL
(12,7),(12,21),0.00445606 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.389524 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.459699 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.563221 # DEPENDENCYPART_SIBL
(12,8),(12,15),0.000490241 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.116215 # DEPENDENCYPART_SIBL
(12,8),(12,19),-0.0724113 # DEPENDENCYPART_SIBL
(12,8),(12,21),-0.00173481 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.111767 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.114706 # DEPENDENCYPART_SIBL
(12,9),(12,15),0.00574769 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.0839802 # DEPENDENCYPART_SIBL
(12,9),(12,19),-0.0538779 # DEPENDENCYPART_SIBL
(12,9),(12,21),0.00445606 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0125111 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.0108193 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.120576 # DEPENDENCYPART_SIBL
(12,10),(12,19),-0.0935524 # DEPENDENCYPART_SIBL
(12,10),(12,21),0.00952776 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.0127734 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.0699033 # DEPENDENCYPART_SIBL
(12,11),(12,19),-0.0637585 # DEPENDENCYPART_SIBL
(12,11),(12,21),0.00767927 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.0253089 # DEPENDENCYPART_SIBL
(12,15),(12,19),-0.0209004 # DEPENDENCYPART_SIBL
(12,15),(12,21),-0.00444511 # DEPENDENCYPART_SIBL
(12,16),(12,19),-0.06602 # DEPENDENCYPART_SIBL
(12,16),(12,21),-0.0553409 # DEPENDENCYPART_SIBL
(12,19),(12,21),-0.0341896 # DEPENDENCYPART_SIBL
(13,2),(13,4),0.0572133 # DEPENDENCYPART_SIBL
(13,2),(13,7),0.0899909 # DEPENDENCYPART_SIBL
(13,2),(13,9),0.0899909 # DEPENDENCYPART_SIBL
(13,2),(13,10),-0.00395776 # DEPENDENCYPART_SIBL
(13,2),(13,11),0.0572133 # DEPENDENCYPART_SIBL
(13,2),(13,12),0.159867 # DEPENDENCYPART_SIBL
(13,4),(13,7),0.0899909 # DEPENDENCYPART_SIBL
(13,4),(13,9),0.0899909 # DEPENDENCYPART_SIBL
(13,4),(13,10),-0.00395776 # DEPENDENCYPART_SIBL
(13,4),(13,11),0.0539555 # DEPENDENCYPART_SIBL
(13,4),(13,12),0.152742 # DEPENDENCYPART_SIBL
(13,7),(13,9),0.00633338 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.0252344 # DEPENDENCYPART_SIBL
(13,7),(13,11),0.124018 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.0263083 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.0252344 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.124018 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.0263083 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.109231 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.15142 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.152742 # DEPENDENCYPART_SIBL
(15,5),(15,8),-0.228214 # DEPENDENCYPART_SIBL
(15,5),(15,10),-0.0839739 # DEPENDENCYPART_SIBL
(15,5),(15,11),0.00639524 # DEPENDENCYPART_SIBL
(15,5),(15,12),-0.228214 # DEPENDENCYPART_SIBL
(15,5),(15,13),0.0354224 # DEPENDENCYPART_SIBL
(15,5),(15,14),-0.0812329 # DEPENDENCYPART_SIBL
(15,5),(15,16),-0.0569934 # DEPENDENCYPART_SIBL
(15,5),(15,18),0.0195213 # DEPENDENCYPART_SIBL
(15,5),(15,19),-0.0142752 # DEPENDENCYPART_SIBL
(15,5),(15,21),0.0422724 # DEPENDENCYPART_SIBL
(15,8),(15,10),-0.227742 # DEPENDENCYPART_SIBL
(15,8),(15,11),-0.331049 # DEPENDENCYPART_SIBL
(15,8),(15,12),-0.847465 # DEPENDENCYPART_SIBL
(15,8),(15,13),-0.168064 # DEPENDENCYPART_SIBL
(15,8),(15,14),-0.139244 # DEPENDENCYPART_SIBL
(15,8),(15,16),-0.0470434 # DEPENDENCYPART_SIBL
(15,8),(15,18),0.0927364 # DEPENDENCYPART_SIBL
(15,8),(15,19),-0.019268 # DEPENDENCYPART_SIBL
(15,8),(15,21),0.0248409 # DEPENDENCYPART_SIBL
(15,10),(15,11),0.00639524 # DEPENDENCYPART_SIBL
(15,10),(15,12),-0.228214 # DEPENDENCYPART_SIBL
(15,10),(15,13),0.0354224 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.0812329 # DEPENDENCYPART_SIBL
(15,10),(15,16),-0.0569934 # DEPENDENCYPART_SIBL
(15,10),(15,18),0.0195213 # DEPENDENCYPART_SIBL
(15,10),(15,19),-0.0142752 # DEPENDENCYPART_SIBL
(15,10),(15,21),0.0422724 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.0265972 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.115185 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.0923069 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.0536802 # DEPENDENCYPART_SIBL
(15,11),(15,18),0.00357615 # DEPENDENCYPART_SIBL
(15,11),(15,19),-0.0676383 # DEPENDENCYPART_SIBL
(15,11),(15,21),-0.0234627 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.168064 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.139244 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.0470434 # DEPENDENCYPART_SIBL
(15,12),(15,18),0.0927364 # DEPENDENCYPART_SIBL
(15,12),(15,19),-0.019268 # DEPENDENCYPART_SIBL
(15,12),(15,21),0.0248409 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.0795469 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0368512 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.00951865 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.0106154 # DEPENDENCYPART_SIBL
(15,13),(15,21),0.0424848 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.00425294 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.0753264 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.0424453 # DEPENDENCYPART_SIBL
(15,14),(15,21),0.0816647 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.0180561 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.0383481 # DEPENDENCYPART_SIBL
(15,16),(15,21),-0.0322674 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.0288507 # DEPENDENCYPART_SIBL
(15,18),(15,21),-0.0232643 # DEPENDENCYPART_SIBL
(15,19),(15,21),-0.0349478 # DEPENDENCYPART_SIBL
(16,4),(16,7),0.0822698 # DEPENDENCYPART_SIBL
(16,4),(16,9),0.0822698 # DEPENDENCYPART_SIBL
(16,4),(16,10),-0.081844 # DEPENDENCYPART_SIBL
(16,4),(16,11),0.0108336 # DEPENDENCYPART_SIBL
(16,4),(16,12),-0.07014 # DEPENDENCYPART_SIBL
(16,4),(16,13),0.0892678 # DEPENDENCYPART_SIBL
(16,4),(16,14),0.0110643 # DEPENDENCYPART_SIBL
(16,4),(16,15),0.0249367 # DEPENDENCYPART_SIBL
(16,4),(16,17),0.00662862 # DEPENDENCYPART_SIBL
(16,4),(16,18),-0.0217329 # DEPENDENCYPART_SIBL
(16,4),(16,19),-0.0637585 # DEPENDENCYPART_SIBL
(16,4),(16,21),0.00767927 # DEPENDENCYPART_SIBL
(16,7),(16,9),0.0404182 # DEPENDENCYPART_SIBL
(16,7),(16,10),-0.111767 # DEPENDENCYPART_SIBL
(16,7),(16,11),0.114706 # DEPENDENCYPART_SIBL
(16,7),(16,12),-0.171739 # DEPENDENCYPART_SIBL
(16,7),(16,13),0.062636 # DEPENDENCYPART_SIBL
(16,7),(16,14),-0.0125023 # DEPENDENCYPART_SIBL
(16,7),(16,15),0.118333 # DEPENDENCYPART_SIBL
(16,7),(16,17),-0.0243546 # DEPENDENCYPART_SIBL
(16,7),(16,18),-0.039544 # DEPENDENCYPART_SIBL
(16,7),(16,19),-0.0538779 # DEPENDENCYPART_SIBL
(16,7),(16,21),0.00445606 # DEPENDENCYPART_SIBL
(16,9),(16,10),-0.111767 # DEPENDENCYPART_SIBL
(16,9),(16,11),0.114706 # DEPENDENCYPART_SIBL
(16,9),(16,12),-0.171739 # DEPENDENCYPART_SIBL
(16,9),(16,13),0.062636 # DEPENDENCYPART_SIBL
(16,9),(16,14),-0.0125023 # DEPENDENCYPART_SIBL
(16,9),(16,15),0.118333 # DEPENDENCYPART_SIBL
(16,9),(16,17),-0.0243546 # DEPENDENCYPART_SIBL
(16,9),(16,18),-0.039544 # DEPENDENCYPART_SIBL
(16,9),(16,19),-0.0538779 # DEPENDENCYPART_SIBL
(16,9),(16,21),0.00445606 # DEPENDENCYPART_SIBL
(16,10),(16,11),0.0125111 # DEPENDENCYPART_SIBL
(16,10),(16,12),-0.428719 # DEPENDENCYPART_SIBL
(16,10),(16,13),0.0243651 # DEPENDENCYPART_SIBL
(16,10),(16,14),-0.110549 # DEPENDENCYPART_SIBL
(16,10),(16,15),0.0160643 # DEPENDENCYPART_SIBL
(16,10),(16,17),-0.0162046 # DEPENDENCYPART_SIBL
(16,10),(16,18),-0.0293001 # DEPENDENCYPART_SIBL
(16,10),(16,19),-0.0935524 # DEPENDENCYPART_SIBL
(16,10),(16,21),0.00952776 # DEPENDENCYPART_SIBL
(16,11),(16,12),-0.07014 # DEPENDENCYPART_SIBL
(16,11),(16,13),0.0892678 # DEPENDENCYPART_SIBL
(16,11),(16,14),0.0110643 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.0249367 # DEPENDENCYPART_SIBL
(16,11),(16,17),0.00662862 # DEPENDENCYPART_SIBL
(16,11),(16,18),-0.0217329 # DEPENDENCYPART_SIBL
(16,11),(16,19),-0.0637585 # DEPENDENCYPART_SIBL
(16,11),(16,21),0.00767927 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.382118 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.34744 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.558267 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.0433137 # DEPENDENCYPART_SIBL
(16,12),(16,18),0.00978489 # DEPENDENCYPART_SIBL
(16,12),(16,19),-0.0724113 # DEPENDENCYPART_SIBL
(16,12),(16,21),-0.00173481 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.0129114 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.117851 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.0209084 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.0360978 # DEPENDENCYPART_SIBL
(16,13),(16,19),-0.0435393 # DEPENDENCYPART_SIBL
(16,13),(16,21),0.0147946 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.0341983 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0264468 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.0224487 # DEPENDENCYPART_SIBL
(16,14),(16,19),-0.0414852 # DEPENDENCYPART_SIBL
(16,14),(16,21),0.012273 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.00662862 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.0217329 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.0637585 # DEPENDENCYPART_SIBL
(16,15),(16,21),0.00767927 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.0271246 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.0355382 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.0255964 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.0380958 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.0277891 # DEPENDENCYPART_SIBL
(16,19),(16,21),-0.0341896 # DEPENDENCYPART_SIBL
(17,2),(17,4),-0.0773446 # DEPENDENCYPART_SIBL
(17,2),(17,5),-0.163152 # DEPENDENCYPART_SIBL
(17,2),(17,6),0.0335602 # DEPENDENCYPART_SIBL
(17,2),(17,7),0.0121901 # DEPENDENCYPART_SIBL
(17,2),(17,8),0.0335602 # DEPENDENCYPART_SIBL
(17,2),(17,9),0.0121901 # DEPENDENCYPART_SIBL
(17,2),(17,10),-0.163152 # DEPENDENCYPART_SIBL
(17,2),(17,11),-0.0773446 # DEPENDENCYPART_SIBL
(17,2),(17,12),0.0335602 # DEPENDENCYPART_SIBL
(17,2),(17,13),0.0191881 # DEPENDENCYPART_SIBL
(17,2),(17,14),-0.0178551 # DEPENDENCYPART_SIBL
(17,2),(17,15),-0.0704375 # DEPENDENCYPART_SIBL
(17,2),(17,16),0.0335602 # DEPENDENCYPART_SIBL
(17,2),(17,18),-0.0346241 # DEPENDENCYPART_SIBL
(17,2),(17,19),-0.0671221 # DEPENDENCYPART_SIBL
(17,2),(17,20),-0.034623 # DEPENDENCYPART_SIBL
(17,2),(17,21),-0.00196383 # DEPENDENCYPART_SIBL
(17,4),(17,5),-0.157828 # DEPENDENCYPART_SIBL
(17,4),(17,6),0.0317593 # DEPENDENCYPART_SIBL
(17,4),(17,7),0.0175142 # DEPENDENCYPART_SIBL
(17,4),(17,8),0.0317593 # DEPENDENCYPART_SIBL
(17,4),(17,9),0.0175142 # DEPENDENCYPART_SIBL
(17,4),(17,10),-0.157828 # DEPENDENCYPART_SIBL
(17,4),(17,11),-0.0706418 # DEPENDENCYPART_SIBL
(17,4),(17,12),0.0317593 # DEPENDENCYPART_SIBL
(17,4),(17,13),0.0245122 # DEPENDENCYPART_SIBL
(17,4),(17,14),-0.0125277 # DEPENDENCYPART_SIBL
(17,4),(17,15),-0.0637347 # DEPENDENCYPART_SIBL
(17,4),(17,16),0.0317593 # DEPENDENCYPART_SIBL
(17,4),(17,18),-0.0346241 # DEPENDENCYPART_SIBL
(17,4),(17,19),-0.0671221 # DEPENDENCYPART_SIBL
(17,4),(17,20),-0.034623 # DEPENDENCYPART_SIBL
(17,4),(17,21),-0.00196383 # DEPENDENCYPART_SIBL
(17,5),(17,6),-0.13294 # DEPENDENCYPART_SIBL
(17,5),(17,7),0.0298296 # DEPENDENCYPART_SIBL
(17,5),(17,8),-0.13294 # DEPENDENCYPART_SIBL
(17,5),(17,9),0.0298296 # DEPENDENCYPART_SIBL
(17,5),(17,10),-0.241759 # DEPENDENCYPART_SIBL
(17,5),(17,11),0.0214278 # DEPENDENCYPART_SIBL
(17,5),(17,12),-0.13294 # DEPENDENCYPART_SIBL
(17,5),(17,13),0.0372356 # DEPENDENCYPART_SIBL
(17,5),(17,14),-0.0241868 # DEPENDENCYPART_SIBL
(17,5),(17,15),0.0216053 # DEPENDENCYPART_SIBL
(17,5),(17,16),-0.13294 # DEPENDENCYPART_SIBL
(17,5),(17,18),-0.0357088 # DEPENDENCYPART_SIBL
(17,5),(17,19),-0.107092 # DEPENDENCYPART_SIBL
(17,5),(17,20),-0.0355914 # DEPENDENCYPART_SIBL
(17,5),(17,21),-0.00891654 # DEPENDENCYPART_SIBL
(17,6),(17,7),-0.353132 # DEPENDENCYPART_SIBL
(17,6),(17,8),-1.03137 # DEPENDENCYPART_SIBL
(17,6),(17,9),-0.353132 # DEPENDENCYPART_SIBL
(17,6),(17,10),-0.444497 # DEPENDENCYPART_SIBL
(17,6),(17,11),-0.553839 # DEPENDENCYPART_SIBL
(17,6),(17,12),-1.03137 # DEPENDENCYPART_SIBL
(17,6),(17,13),-0.345726 # DEPENDENCYPART_SIBL
(17,6),(17,14),-0.312984 # DEPENDENCYPART_SIBL
(17,6),(17,15),-0.55226 # DEPENDENCYPART_SIBL
(17,6),(17,16),-1.03137 # DEPENDENCYPART_SIBL
(17,6),(17,18),0.00848269 # DEPENDENCYPART_SIBL
(17,6),(17,19),-0.0693936 # DEPENDENCYPART_SIBL
(17,6),(17,20),0.00848269 # DEPENDENCYPART_SIBL
(17,6),(17,21),-0.00493872 # DEPENDENCYPART_SIBL
(17,7),(17,8),-0.0880322 # DEPENDENCYPART_SIBL
(17,7),(17,9),-0.0539122 # DEPENDENCYPART_SIBL
(17,7),(17,10),-0.19659 # DEPENDENCYPART_SIBL
(17,7),(17,11),-0.0283853 # DEPENDENCYPART_SIBL
(17,7),(17,12),-0.0880322 # DEPENDENCYPART_SIBL
(17,7),(17,13),-0.0316943 # DEPENDENCYPART_SIBL
(17,7),(17,14),-0.0328548 # DEPENDENCYPART_SIBL
(17,7),(17,15),-0.027731 # DEPENDENCYPART_SIBL
(17,7),(17,16),-0.0880322 # DEPENDENCYPART_SIBL
(17,7),(17,18),-0.0455875 # DEPENDENCYPART_SIBL
(17,7),(17,19),-0.0110218 # DEPENDENCYPART_SIBL
(17,7),(17,20),-0.0455875 # DEPENDENCYPART_SIBL
(17,7),(17,21),0.0425083 # DEPENDENCYPART_SIBL
(17,8),(17,9),-0.353132 # DEPENDENCYPART_SIBL
(17,8),(17,10),-0.444497 # DEPENDENCYPART_SIBL
(17,8),(17,11),-0.553839 # DEPENDENCYPART_SIBL
