# _root_ Secondo il 47,6 per_cento delle mille intervistate le candidate donne sono poche e per il 35,8 per_cento è scarso il sostegno dei partiti alle candidate di sesso femminile .
#goldHeads=11,3,1,3,4,7,5,9,11,9,0,11,11,18,16,14,16,11,18,21,18,21,22,21,24,25,26,27,28,
#predictedHeads=18,3,1,3,4,7,5,9,11,9,0,11,11,11,16,14,16,0,18,21,18,21,22,23,24,25,26,27,28,
(18,2),-2.0809 # DEPENDENCYPART_ARC
(18,3),-0.661402 # DEPENDENCYPART_ARC
(18,4),-0.557635 # DEPENDENCYPART_ARC
(18,5),-0.58172 # DEPENDENCYPART_ARC
(18,6),-0.878469 # DEPENDENCYPART_ARC
(18,7),-0.955466 # DEPENDENCYPART_ARC
(18,8),-1.39873 # DEPENDENCYPART_ARC
(18,9),-0.104896 # DEPENDENCYPART_ARC
(18,10),-0.430833 # DEPENDENCYPART_ARC
(18,11),-0.810325 # DEPENDENCYPART_ARC
(18,12),-1.08079 # DEPENDENCYPART_ARC
(18,13),0.10924 # DEPENDENCYPART_ARC
(18,14),1.32765 # DEPENDENCYPART_ARC
(18,15),-0.81578 # DEPENDENCYPART_ARC
(18,16),0.534654 # DEPENDENCYPART_ARC
(18,17),1.82843 # DEPENDENCYPART_ARC
(18,19),2.5902 # DEPENDENCYPART_ARC
(18,20),-0.842228 # DEPENDENCYPART_ARC
(18,21),1.17194 # DEPENDENCYPART_ARC
(18,22),-0.25119 # DEPENDENCYPART_ARC
(18,23),0.296086 # DEPENDENCYPART_ARC
(18,24),-0.0307812 # DEPENDENCYPART_ARC
(18,25),-0.169332 # DEPENDENCYPART_ARC
(18,26),-1.29544 # DEPENDENCYPART_ARC
(18,27),-0.748642 # DEPENDENCYPART_ARC
(18,28),-1.14208 # DEPENDENCYPART_ARC
(18,29),-0.969986 # DEPENDENCYPART_ARC
(19,1),-0.914968 # DEPENDENCYPART_ARC
(19,2),-1.02776 # DEPENDENCYPART_ARC
(19,3),-0.872738 # DEPENDENCYPART_ARC
(19,4),-1.3081 # DEPENDENCYPART_ARC
(19,5),-1.56336 # DEPENDENCYPART_ARC
(19,6),-0.75418 # DEPENDENCYPART_ARC
(19,7),-2.17114 # DEPENDENCYPART_ARC
(19,8),-0.905836 # DEPENDENCYPART_ARC
(19,9),-2.07249 # DEPENDENCYPART_ARC
(19,10),-1.96697 # DEPENDENCYPART_ARC
(19,11),-1.5575 # DEPENDENCYPART_ARC
(19,12),-0.446503 # DEPENDENCYPART_ARC
(19,13),-0.740853 # DEPENDENCYPART_ARC
(19,14),0.110223 # DEPENDENCYPART_ARC
(19,15),-0.313606 # DEPENDENCYPART_ARC
(19,16),0.127331 # DEPENDENCYPART_ARC
(19,17),0.678542 # DEPENDENCYPART_ARC
(19,18),1.13725 # DEPENDENCYPART_ARC
(19,20),0.303143 # DEPENDENCYPART_ARC
(19,21),0.244839 # DEPENDENCYPART_ARC
(19,22),0.0363254 # DEPENDENCYPART_ARC
(19,23),-0.332631 # DEPENDENCYPART_ARC
(19,24),-0.263964 # DEPENDENCYPART_ARC
(19,25),-0.764156 # DEPENDENCYPART_ARC
(19,26),-0.541808 # DEPENDENCYPART_ARC
(19,27),-0.356586 # DEPENDENCYPART_ARC
(19,28),-0.691492 # DEPENDENCYPART_ARC
(19,29),-0.728779 # DEPENDENCYPART_ARC
(20,1),-2.24808 # DEPENDENCYPART_ARC
(20,2),-1.73967 # DEPENDENCYPART_ARC
(20,3),-2.03096 # DEPENDENCYPART_ARC
(20,4),-2.14601 # DEPENDENCYPART_ARC
(20,5),-2.68698 # DEPENDENCYPART_ARC
(20,6),-2.07421 # DEPENDENCYPART_ARC
(20,7),-2.82432 # DEPENDENCYPART_ARC
(20,8),-1.93035 # DEPENDENCYPART_ARC
(20,9),-2.89742 # DEPENDENCYPART_ARC
(20,10),-2.79142 # DEPENDENCYPART_ARC
(20,11),-3.05548 # DEPENDENCYPART_ARC
(20,12),-2.02225 # DEPENDENCYPART_ARC
(20,13),-1.84989 # DEPENDENCYPART_ARC
(20,14),-1.64018 # DEPENDENCYPART_ARC
(20,15),-1.28415 # DEPENDENCYPART_ARC
(20,16),-1.50136 # DEPENDENCYPART_ARC
(20,17),-1.20732 # DEPENDENCYPART_ARC
(20,18),-1.57237 # DEPENDENCYPART_ARC
(20,19),0.0526727 # DEPENDENCYPART_ARC
(20,21),1.23117 # DEPENDENCYPART_ARC
(20,22),0.113673 # DEPENDENCYPART_ARC
(20,23),-0.188884 # DEPENDENCYPART_ARC
(20,24),0.19549 # DEPENDENCYPART_ARC
(20,25),-0.489199 # DEPENDENCYPART_ARC
(20,26),0.0844023 # DEPENDENCYPART_ARC
(20,27),-0.538904 # DEPENDENCYPART_ARC
(20,28),-1.59781 # DEPENDENCYPART_ARC
(20,29),-0.534353 # DEPENDENCYPART_ARC
(21,1),-0.490901 # DEPENDENCYPART_ARC
(21,2),-2.47567 # DEPENDENCYPART_ARC
(21,3),-1.27447 # DEPENDENCYPART_ARC
(21,4),-0.827919 # DEPENDENCYPART_ARC
(21,5),-1.06081 # DEPENDENCYPART_ARC
(21,6),-1.07178 # DEPENDENCYPART_ARC
(21,7),-2.27114 # DEPENDENCYPART_ARC
(21,8),-1.67986 # DEPENDENCYPART_ARC
(21,9),-2.07786 # DEPENDENCYPART_ARC
(21,10),-2.40199 # DEPENDENCYPART_ARC
(21,11),-2.21208 # DEPENDENCYPART_ARC
(21,12),-1.10883 # DEPENDENCYPART_ARC
(21,13),-0.983476 # DEPENDENCYPART_ARC
(21,14),-0.233794 # DEPENDENCYPART_ARC
(21,15),0.102194 # DEPENDENCYPART_ARC
(21,16),-0.326337 # DEPENDENCYPART_ARC
(21,17),0.127429 # DEPENDENCYPART_ARC
(21,18),-1.35918 # DEPENDENCYPART_ARC
(21,19),1.493 # DEPENDENCYPART_ARC
(21,20),3.50847 # DEPENDENCYPART_ARC
(21,22),2.87748 # DEPENDENCYPART_ARC
(21,23),1.57803 # DEPENDENCYPART_ARC
(21,24),1.40272 # DEPENDENCYPART_ARC
(21,25),0.884314 # DEPENDENCYPART_ARC
(21,26),1.02013 # DEPENDENCYPART_ARC
(21,27),0.719241 # DEPENDENCYPART_ARC
(21,28),1.12208 # DEPENDENCYPART_ARC
(21,29),-0.99995 # DEPENDENCYPART_ARC
(22,1),-1.6975 # DEPENDENCYPART_ARC
(22,2),-1.85346 # DEPENDENCYPART_ARC
(22,3),-1.88572 # DEPENDENCYPART_ARC
(22,4),-1.4811 # DEPENDENCYPART_ARC
(22,5),-1.71963 # DEPENDENCYPART_ARC
(22,6),-1.9388 # DEPENDENCYPART_ARC
(22,7),-2.51993 # DEPENDENCYPART_ARC
(22,8),-1.6545 # DEPENDENCYPART_ARC
(22,9),-2.3991 # DEPENDENCYPART_ARC
(22,10),-2.38037 # DEPENDENCYPART_ARC
(22,11),-2.87024 # DEPENDENCYPART_ARC
(22,12),-1.90897 # DEPENDENCYPART_ARC
(22,13),-1.02785 # DEPENDENCYPART_ARC
(22,14),-1.32142 # DEPENDENCYPART_ARC
(22,15),-1.55814 # DEPENDENCYPART_ARC
(22,16),-1.65009 # DEPENDENCYPART_ARC
(22,17),-1.03437 # DEPENDENCYPART_ARC
(22,18),-2.63135 # DEPENDENCYPART_ARC
(22,19),-1.54866 # DEPENDENCYPART_ARC
(22,20),-0.348705 # DEPENDENCYPART_ARC
(22,21),-0.777373 # DEPENDENCYPART_ARC
(22,23),4.3134 # DEPENDENCYPART_ARC
(22,24),0.538322 # DEPENDENCYPART_ARC
(22,25),0.539134 # DEPENDENCYPART_ARC
(22,26),-0.653603 # DEPENDENCYPART_ARC
(22,27),-1.06641 # DEPENDENCYPART_ARC
(22,28),-1.23557 # DEPENDENCYPART_ARC
(22,29),-0.870758 # DEPENDENCYPART_ARC
(23,1),-1.89737 # DEPENDENCYPART_ARC
(23,2),-4.50762 # DEPENDENCYPART_ARC
(23,3),-2.34977 # DEPENDENCYPART_ARC
(23,4),-1.90954 # DEPENDENCYPART_ARC
(23,5),-2.09711 # DEPENDENCYPART_ARC
(23,6),-2.09224 # DEPENDENCYPART_ARC
(23,7),-2.35036 # DEPENDENCYPART_ARC
(23,8),-2.80654 # DEPENDENCYPART_ARC
(23,9),-2.28587 # DEPENDENCYPART_ARC
(23,10),-2.37973 # DEPENDENCYPART_ARC
(23,11),-3.57887 # DEPENDENCYPART_ARC
(23,12),-2.33389 # DEPENDENCYPART_ARC
(23,13),-2.03438 # DEPENDENCYPART_ARC
(23,14),-1.41013 # DEPENDENCYPART_ARC
(23,15),-1.89158 # DEPENDENCYPART_ARC
(23,16),-1.78808 # DEPENDENCYPART_ARC
(23,17),-1.4607 # DEPENDENCYPART_ARC
(23,18),-3.6723 # DEPENDENCYPART_ARC
(23,19),-1.44121 # DEPENDENCYPART_ARC
(23,20),-0.254574 # DEPENDENCYPART_ARC
(23,21),-1.33208 # DEPENDENCYPART_ARC
(23,22),0.919452 # DEPENDENCYPART_ARC
(23,24),1.44231 # DEPENDENCYPART_ARC
(23,25),0.881871 # DEPENDENCYPART_ARC
(23,26),0.567797 # DEPENDENCYPART_ARC
(23,27),-0.327259 # DEPENDENCYPART_ARC
(23,28),-0.524006 # DEPENDENCYPART_ARC
(23,29),-1.52253 # DEPENDENCYPART_ARC
(24,1),-1.79495 # DEPENDENCYPART_ARC
(24,2),-2.18462 # DEPENDENCYPART_ARC
(24,3),-1.91784 # DEPENDENCYPART_ARC
(24,4),-1.35223 # DEPENDENCYPART_ARC
(24,5),-1.69749 # DEPENDENCYPART_ARC
(24,6),-1.82428 # DEPENDENCYPART_ARC
(24,7),-2.16989 # DEPENDENCYPART_ARC
(24,8),-1.62896 # DEPENDENCYPART_ARC
(24,9),-2.19888 # DEPENDENCYPART_ARC
(24,10),-2.18197 # DEPENDENCYPART_ARC
(24,11),-2.79131 # DEPENDENCYPART_ARC
(24,12),-1.69514 # DEPENDENCYPART_ARC
(24,13),-1.25362 # DEPENDENCYPART_ARC
(24,14),-1.36752 # DEPENDENCYPART_ARC
(24,15),-1.90222 # DEPENDENCYPART_ARC
(24,16),-1.65099 # DEPENDENCYPART_ARC
(24,17),-1.10279 # DEPENDENCYPART_ARC
(24,18),-2.62497 # DEPENDENCYPART_ARC
(24,19),-2.09689 # DEPENDENCYPART_ARC
(24,20),-1.37594 # DEPENDENCYPART_ARC
(24,21),-1.78127 # DEPENDENCYPART_ARC
(24,22),-0.133095 # DEPENDENCYPART_ARC
(24,23),-0.287596 # DEPENDENCYPART_ARC
(24,25),4.35397 # DEPENDENCYPART_ARC
(24,26),-0.169099 # DEPENDENCYPART_ARC
(24,27),0.0696888 # DEPENDENCYPART_ARC
(24,28),-0.994043 # DEPENDENCYPART_ARC
(24,29),-0.819383 # DEPENDENCYPART_ARC
(25,1),-1.91884 # DEPENDENCYPART_ARC
(25,2),-5.44891 # DEPENDENCYPART_ARC
(25,3),-2.55514 # DEPENDENCYPART_ARC
(25,4),-2.12082 # DEPENDENCYPART_ARC
(25,5),-1.96413 # DEPENDENCYPART_ARC
(25,6),-2.13861 # DEPENDENCYPART_ARC
(25,7),-1.99886 # DEPENDENCYPART_ARC
(25,8),-2.91763 # DEPENDENCYPART_ARC
(25,9),-1.90556 # DEPENDENCYPART_ARC
(25,10),-2.16071 # DEPENDENCYPART_ARC
(25,11),-3.42851 # DEPENDENCYPART_ARC
(25,12),-1.73161 # DEPENDENCYPART_ARC
(25,13),-1.91777 # DEPENDENCYPART_ARC
(25,14),-1.59049 # DEPENDENCYPART_ARC
(25,15),-2.83879 # DEPENDENCYPART_ARC
(25,16),-1.98706 # DEPENDENCYPART_ARC
(25,17),-1.60183 # DEPENDENCYPART_ARC
(25,18),-3.4114 # DEPENDENCYPART_ARC
(25,19),-2.55592 # DEPENDENCYPART_ARC
(25,20),-1.60517 # DEPENDENCYPART_ARC
(25,21),-2.67097 # DEPENDENCYPART_ARC
(25,22),-0.271211 # DEPENDENCYPART_ARC
(25,23),-0.213634 # DEPENDENCYPART_ARC
(25,24),0.918347 # DEPENDENCYPART_ARC
(25,26),2.31431 # DEPENDENCYPART_ARC
(25,27),0.622243 # DEPENDENCYPART_ARC
(25,28),0.356636 # DEPENDENCYPART_ARC
(25,29),-0.629233 # DEPENDENCYPART_ARC
(26,1),-2.21043 # DEPENDENCYPART_ARC
(26,2),-2.03374 # DEPENDENCYPART_ARC
(26,3),-2.24101 # DEPENDENCYPART_ARC
(26,4),-1.83082 # DEPENDENCYPART_ARC
(26,5),-2.0684 # DEPENDENCYPART_ARC
(26,6),-2.10714 # DEPENDENCYPART_ARC
(26,7),-2.23391 # DEPENDENCYPART_ARC
(26,8),-1.9618 # DEPENDENCYPART_ARC
(26,9),-2.28699 # DEPENDENCYPART_ARC
(26,10),-2.26138 # DEPENDENCYPART_ARC
(26,11),-2.59037 # DEPENDENCYPART_ARC
(26,12),-2.08627 # DEPENDENCYPART_ARC
(26,13),-1.48289 # DEPENDENCYPART_ARC
(26,14),-1.87296 # DEPENDENCYPART_ARC
(26,15),-1.93523 # DEPENDENCYPART_ARC
(26,16),-1.98007 # DEPENDENCYPART_ARC
(26,17),-1.56134 # DEPENDENCYPART_ARC
(26,18),-2.35613 # DEPENDENCYPART_ARC
(26,19),-1.99995 # DEPENDENCYPART_ARC
(26,20),-1.56266 # DEPENDENCYPART_ARC
(26,21),-1.81694 # DEPENDENCYPART_ARC
(26,22),-0.958592 # DEPENDENCYPART_ARC
(26,23),-1.30837 # DEPENDENCYPART_ARC
(26,24),-0.429319 # DEPENDENCYPART_ARC
(26,25),-0.224429 # DEPENDENCYPART_ARC
(26,27),3.94591 # DEPENDENCYPART_ARC
(26,28),0.712434 # DEPENDENCYPART_ARC
(26,29),-0.516673 # DEPENDENCYPART_ARC
(27,1),-2.46029 # DEPENDENCYPART_ARC
(27,2),-5.14706 # DEPENDENCYPART_ARC
(27,3),-2.99376 # DEPENDENCYPART_ARC
(27,4),-2.75837 # DEPENDENCYPART_ARC
(27,5),-2.88785 # DEPENDENCYPART_ARC
(27,6),-2.79149 # DEPENDENCYPART_ARC
(27,7),-3.72588 # DEPENDENCYPART_ARC
(27,8),-4.11722 # DEPENDENCYPART_ARC
(27,9),-3.54888 # DEPENDENCYPART_ARC
(27,10),-3.79059 # DEPENDENCYPART_ARC
(27,11),-3.20992 # DEPENDENCYPART_ARC
(27,12),-2.40402 # DEPENDENCYPART_ARC
(27,13),-2.38601 # DEPENDENCYPART_ARC
(27,14),-1.88626 # DEPENDENCYPART_ARC
(27,15),-2.57048 # DEPENDENCYPART_ARC
(27,16),-2.61022 # DEPENDENCYPART_ARC
(27,17),-2.15427 # DEPENDENCYPART_ARC
(27,18),-3.02544 # DEPENDENCYPART_ARC
(27,19),-1.7096 # DEPENDENCYPART_ARC
(27,20),-1.70681 # DEPENDENCYPART_ARC
(27,21),-3.08686 # DEPENDENCYPART_ARC
(27,22),-1.57999 # DEPENDENCYPART_ARC
(27,23),-1.85986 # DEPENDENCYPART_ARC
(27,24),-1.02128 # DEPENDENCYPART_ARC
(27,25),-1.50257 # DEPENDENCYPART_ARC
(27,26),0.607812 # DEPENDENCYPART_ARC
(27,28),3.22057 # DEPENDENCYPART_ARC
(27,29),-0.0196591 # DEPENDENCYPART_ARC
(28,1),-1.97681 # DEPENDENCYPART_ARC
(28,2),-1.55281 # DEPENDENCYPART_ARC
(28,3),-1.44771 # DEPENDENCYPART_ARC
(28,4),-2.37328 # DEPENDENCYPART_ARC
(28,5),-2.83269 # DEPENDENCYPART_ARC
(28,6),-1.43616 # DEPENDENCYPART_ARC
(28,7),-3.10568 # DEPENDENCYPART_ARC
(28,8),-1.47929 # DEPENDENCYPART_ARC
(28,9),-2.93352 # DEPENDENCYPART_ARC
(28,10),-2.89513 # DEPENDENCYPART_ARC
(28,11),-3.05324 # DEPENDENCYPART_ARC
(28,12),-1.81623 # DEPENDENCYPART_ARC
(28,13),-1.84169 # DEPENDENCYPART_ARC
(28,14),-1.39001 # DEPENDENCYPART_ARC
(28,15),-1.31185 # DEPENDENCYPART_ARC
(28,16),-1.20202 # DEPENDENCYPART_ARC
(28,17),-1.71525 # DEPENDENCYPART_ARC
(28,18),-2.4892 # DEPENDENCYPART_ARC
(28,19),-1.66555 # DEPENDENCYPART_ARC
(28,20),-1.14314 # DEPENDENCYPART_ARC
(28,21),-1.8604 # DEPENDENCYPART_ARC
(28,22),-1.45887 # DEPENDENCYPART_ARC
(28,23),-1.8565 # DEPENDENCYPART_ARC
(28,24),-1.16628 # DEPENDENCYPART_ARC
(28,25),-1.55072 # DEPENDENCYPART_ARC
(28,26),0.436685 # DEPENDENCYPART_ARC
(28,27),0.341745 # DEPENDENCYPART_ARC
(28,29),2.28546 # DEPENDENCYPART_ARC
(29,1),-2.20868 # DEPENDENCYPART_ARC
(29,2),-2.18288 # DEPENDENCYPART_ARC
(29,3),-2.34511 # DEPENDENCYPART_ARC
(29,4),-2.51301 # DEPENDENCYPART_ARC
(29,5),-2.17074 # DEPENDENCYPART_ARC
(29,6),-2.40855 # DEPENDENCYPART_ARC
(29,7),-2.68672 # DEPENDENCYPART_ARC
(29,8),-2.1774 # DEPENDENCYPART_ARC
(29,9),-2.57903 # DEPENDENCYPART_ARC
(29,10),-2.5023 # DEPENDENCYPART_ARC
(29,11),-2.86678 # DEPENDENCYPART_ARC
(29,12),-2.27431 # DEPENDENCYPART_ARC
(29,13),-2.08534 # DEPENDENCYPART_ARC
(29,14),-2.09293 # DEPENDENCYPART_ARC
(29,15),-2.09922 # DEPENDENCYPART_ARC
(29,16),-2.17138 # DEPENDENCYPART_ARC
(29,17),-2.26999 # DEPENDENCYPART_ARC
(29,18),-2.7758 # DEPENDENCYPART_ARC
(29,19),-2.3518 # DEPENDENCYPART_ARC
(29,20),-1.77215 # DEPENDENCYPART_ARC
(29,21),-2.33233 # DEPENDENCYPART_ARC
(29,22),-1.67465 # DEPENDENCYPART_ARC
(29,23),-2.20533 # DEPENDENCYPART_ARC
(29,24),-1.52279 # DEPENDENCYPART_ARC
(29,25),-1.96235 # DEPENDENCYPART_ARC
(29,26),-1.06931 # DEPENDENCYPART_ARC
(29,27),-1.45264 # DEPENDENCYPART_ARC
(29,28),-0.42445 # DEPENDENCYPART_ARC
