# _root_ Non ci crederà , lo sa che alla fine le Erinni sono andate a congratular- si con lei ? " Cara Alessandra , siamo così contente " .
#goldHeads=3,3,0,3,6,3,6,13,8,11,13,13,7,13,14,15,15,17,18,21,22,24,22,0,26,24,26,27,
#predictedHeads=3,3,0,3,6,3,6,13,8,11,13,13,7,13,14,15,15,17,18,21,22,18,22,13,26,24,26,27,
(18,22),0.754166 # DEPENDENCYPART_ARC
(18,23),0.484764 # DEPENDENCYPART_ARC
(18,24),-1.0073 # DEPENDENCYPART_ARC
(18,25),-0.680407 # DEPENDENCYPART_ARC
(18,26),-0.385731 # DEPENDENCYPART_ARC
(18,27),-0.372036 # DEPENDENCYPART_ARC
(18,28),-0.372293 # DEPENDENCYPART_ARC
(19,1),-2.11353 # DEPENDENCYPART_ARC
(19,2),-2.04052 # DEPENDENCYPART_ARC
(19,3),-2.71806 # DEPENDENCYPART_ARC
(19,4),-2.1186 # DEPENDENCYPART_ARC
(19,5),-2.13318 # DEPENDENCYPART_ARC
(19,6),-2.54541 # DEPENDENCYPART_ARC
(19,7),-1.78226 # DEPENDENCYPART_ARC
(19,8),-1.85138 # DEPENDENCYPART_ARC
(19,9),-2.23966 # DEPENDENCYPART_ARC
(19,10),-1.74325 # DEPENDENCYPART_ARC
(19,11),-2.19754 # DEPENDENCYPART_ARC
(19,12),-2.34338 # DEPENDENCYPART_ARC
(19,13),-2.35503 # DEPENDENCYPART_ARC
(19,14),-1.35327 # DEPENDENCYPART_ARC
(19,15),-2.08758 # DEPENDENCYPART_ARC
(19,16),-1.09589 # DEPENDENCYPART_ARC
(19,17),-0.649815 # DEPENDENCYPART_ARC
(19,18),0.0543675 # DEPENDENCYPART_ARC
(19,20),0.797648 # DEPENDENCYPART_ARC
(19,21),-0.864092 # DEPENDENCYPART_ARC
(19,22),-1.13852 # DEPENDENCYPART_ARC
(19,23),0.0743728 # DEPENDENCYPART_ARC
(19,24),-1.20363 # DEPENDENCYPART_ARC
(19,25),-1.79745 # DEPENDENCYPART_ARC
(19,26),-1.90302 # DEPENDENCYPART_ARC
(19,27),-0.938097 # DEPENDENCYPART_ARC
(19,28),-0.312611 # DEPENDENCYPART_ARC
(20,1),-2.5856 # DEPENDENCYPART_ARC
(20,2),-2.58212 # DEPENDENCYPART_ARC
(20,3),-3.23414 # DEPENDENCYPART_ARC
(20,4),-2.52102 # DEPENDENCYPART_ARC
(20,5),-2.64282 # DEPENDENCYPART_ARC
(20,6),-3.23584 # DEPENDENCYPART_ARC
(20,7),-2.30552 # DEPENDENCYPART_ARC
(20,8),-2.3257 # DEPENDENCYPART_ARC
(20,9),-2.88959 # DEPENDENCYPART_ARC
(20,10),-2.28809 # DEPENDENCYPART_ARC
(20,11),-2.75253 # DEPENDENCYPART_ARC
(20,12),-2.98035 # DEPENDENCYPART_ARC
(20,13),-2.90808 # DEPENDENCYPART_ARC
(20,14),-2.02846 # DEPENDENCYPART_ARC
(20,15),-2.74153 # DEPENDENCYPART_ARC
(20,16),-1.96796 # DEPENDENCYPART_ARC
(20,17),-1.34915 # DEPENDENCYPART_ARC
(20,18),-1.36716 # DEPENDENCYPART_ARC
(20,19),-0.230833 # DEPENDENCYPART_ARC
(20,21),-0.274189 # DEPENDENCYPART_ARC
(20,22),-0.85138 # DEPENDENCYPART_ARC
(20,23),0.521781 # DEPENDENCYPART_ARC
(20,24),-1.26253 # DEPENDENCYPART_ARC
(20,25),-1.86693 # DEPENDENCYPART_ARC
(20,26),-2.04822 # DEPENDENCYPART_ARC
(20,27),-0.835002 # DEPENDENCYPART_ARC
(20,28),-0.345011 # DEPENDENCYPART_ARC
(21,1),-2.0923 # DEPENDENCYPART_ARC
(21,2),-0.638146 # DEPENDENCYPART_ARC
(21,3),-2.38973 # DEPENDENCYPART_ARC
(21,4),-1.91161 # DEPENDENCYPART_ARC
(21,5),-1.30349 # DEPENDENCYPART_ARC
(21,6),-2.20784 # DEPENDENCYPART_ARC
(21,7),-1.31092 # DEPENDENCYPART_ARC
(21,8),-1.92464 # DEPENDENCYPART_ARC
(21,9),-1.82303 # DEPENDENCYPART_ARC
(21,10),-1.47492 # DEPENDENCYPART_ARC
(21,11),-2.1491 # DEPENDENCYPART_ARC
(21,12),-2.42542 # DEPENDENCYPART_ARC
(21,13),-2.63534 # DEPENDENCYPART_ARC
(21,14),-0.725194 # DEPENDENCYPART_ARC
(21,15),-1.53032 # DEPENDENCYPART_ARC
(21,16),0.410104 # DEPENDENCYPART_ARC
(21,17),-0.320877 # DEPENDENCYPART_ARC
(21,18),1.01324 # DEPENDENCYPART_ARC
(21,19),0.252783 # DEPENDENCYPART_ARC
(21,20),1.85686 # DEPENDENCYPART_ARC
(21,22),1.50045 # DEPENDENCYPART_ARC
(21,23),0.494748 # DEPENDENCYPART_ARC
(21,24),-0.618042 # DEPENDENCYPART_ARC
(21,25),-0.414731 # DEPENDENCYPART_ARC
(21,26),-0.528403 # DEPENDENCYPART_ARC
(21,27),-0.167121 # DEPENDENCYPART_ARC
(21,28),-0.451225 # DEPENDENCYPART_ARC
(22,1),-1.60117 # DEPENDENCYPART_ARC
(22,2),-0.93325 # DEPENDENCYPART_ARC
(22,3),-2.76652 # DEPENDENCYPART_ARC
(22,4),-2.77673 # DEPENDENCYPART_ARC
(22,5),-1.63682 # DEPENDENCYPART_ARC
(22,6),-2.69607 # DEPENDENCYPART_ARC
(22,7),-1.41683 # DEPENDENCYPART_ARC
(22,8),-1.40685 # DEPENDENCYPART_ARC
(22,9),-2.8073 # DEPENDENCYPART_ARC
(22,10),-1.05407 # DEPENDENCYPART_ARC
(22,11),-2.72421 # DEPENDENCYPART_ARC
(22,12),-2.74016 # DEPENDENCYPART_ARC
(22,13),-0.963219 # DEPENDENCYPART_ARC
(22,14),-0.909441 # DEPENDENCYPART_ARC
(22,15),-1.81166 # DEPENDENCYPART_ARC
(22,16),-0.233241 # DEPENDENCYPART_ARC
(22,17),-0.177636 # DEPENDENCYPART_ARC
(22,18),0.0341005 # DEPENDENCYPART_ARC
(22,19),-0.829222 # DEPENDENCYPART_ARC
(22,20),0.633878 # DEPENDENCYPART_ARC
(22,21),2.87993 # DEPENDENCYPART_ARC
(22,23),2.21149 # DEPENDENCYPART_ARC
(22,24),0.0245265 # DEPENDENCYPART_ARC
(22,25),-0.543068 # DEPENDENCYPART_ARC
(22,26),-0.109518 # DEPENDENCYPART_ARC
(22,27),-0.440322 # DEPENDENCYPART_ARC
(22,28),-0.523361 # DEPENDENCYPART_ARC
(23,1),-2.54139 # DEPENDENCYPART_ARC
(23,2),-2.4085 # DEPENDENCYPART_ARC
(23,3),-3.02185 # DEPENDENCYPART_ARC
(23,4),-2.33658 # DEPENDENCYPART_ARC
(23,5),-2.37918 # DEPENDENCYPART_ARC
(23,6),-2.95716 # DEPENDENCYPART_ARC
(23,7),-2.20033 # DEPENDENCYPART_ARC
(23,8),-2.17179 # DEPENDENCYPART_ARC
(23,9),-2.72338 # DEPENDENCYPART_ARC
(23,10),-2.07441 # DEPENDENCYPART_ARC
(23,11),-2.60793 # DEPENDENCYPART_ARC
(23,12),-2.84879 # DEPENDENCYPART_ARC
(23,13),-2.81509 # DEPENDENCYPART_ARC
(23,14),-1.89276 # DEPENDENCYPART_ARC
(23,15),-2.6906 # DEPENDENCYPART_ARC
(23,16),-1.93194 # DEPENDENCYPART_ARC
(23,17),-1.67399 # DEPENDENCYPART_ARC
(23,18),-1.84822 # DEPENDENCYPART_ARC
(23,19),-1.72503 # DEPENDENCYPART_ARC
(23,20),-1.50938 # DEPENDENCYPART_ARC
(23,21),-1.27716 # DEPENDENCYPART_ARC
(23,22),-0.652896 # DEPENDENCYPART_ARC
(23,24),-0.968038 # DEPENDENCYPART_ARC
(23,25),-2.21743 # DEPENDENCYPART_ARC
(23,26),-2.34607 # DEPENDENCYPART_ARC
(23,27),-1.97111 # DEPENDENCYPART_ARC
(23,28),-1.46438 # DEPENDENCYPART_ARC
(24,1),-1.80862 # DEPENDENCYPART_ARC
(24,2),-1.83165 # DEPENDENCYPART_ARC
(24,3),-2.98006 # DEPENDENCYPART_ARC
(24,4),-3.07376 # DEPENDENCYPART_ARC
(24,5),-2.54334 # DEPENDENCYPART_ARC
(24,6),-3.44884 # DEPENDENCYPART_ARC
(24,7),-0.251743 # DEPENDENCYPART_ARC
(24,8),-1.14141 # DEPENDENCYPART_ARC
(24,9),-2.64126 # DEPENDENCYPART_ARC
(24,10),-0.95087 # DEPENDENCYPART_ARC
(24,11),-0.472292 # DEPENDENCYPART_ARC
(24,12),-2.75255 # DEPENDENCYPART_ARC
(24,13),-2.12794 # DEPENDENCYPART_ARC
(24,14),-0.825227 # DEPENDENCYPART_ARC
(24,15),-0.500134 # DEPENDENCYPART_ARC
(24,16),-1.53517 # DEPENDENCYPART_ARC
(24,17),0.276197 # DEPENDENCYPART_ARC
(24,18),-1.42126 # DEPENDENCYPART_ARC
(24,19),-1.34834 # DEPENDENCYPART_ARC
(24,20),-0.653998 # DEPENDENCYPART_ARC
(24,21),-0.355225 # DEPENDENCYPART_ARC
(24,22),-1.04296 # DEPENDENCYPART_ARC
(24,23),0.0998987 # DEPENDENCYPART_ARC
(24,25),1.31971 # DEPENDENCYPART_ARC
(24,26),2.15241 # DEPENDENCYPART_ARC
(24,27),-0.56472 # DEPENDENCYPART_ARC
(24,28),-0.364502 # DEPENDENCYPART_ARC
(25,1),-1.31021 # DEPENDENCYPART_ARC
(25,2),-1.88456 # DEPENDENCYPART_ARC
(25,3),-2.48324 # DEPENDENCYPART_ARC
(25,4),-1.89337 # DEPENDENCYPART_ARC
(25,5),-1.73117 # DEPENDENCYPART_ARC
(25,6),-2.40209 # DEPENDENCYPART_ARC
(25,7),-1.43297 # DEPENDENCYPART_ARC
(25,8),-1.43535 # DEPENDENCYPART_ARC
(25,9),-2.3259 # DEPENDENCYPART_ARC
(25,10),-1.29151 # DEPENDENCYPART_ARC
(25,11),-2.36626 # DEPENDENCYPART_ARC
(25,12),-2.32312 # DEPENDENCYPART_ARC
(25,13),-2.26815 # DEPENDENCYPART_ARC
(25,14),-1.24442 # DEPENDENCYPART_ARC
(25,15),-2.25753 # DEPENDENCYPART_ARC
(25,16),-1.48543 # DEPENDENCYPART_ARC
(25,17),-1.01233 # DEPENDENCYPART_ARC
(25,18),-1.36978 # DEPENDENCYPART_ARC
(25,19),-1.33299 # DEPENDENCYPART_ARC
(25,20),-0.900103 # DEPENDENCYPART_ARC
(25,21),-1.20304 # DEPENDENCYPART_ARC
(25,22),-1.22108 # DEPENDENCYPART_ARC
(25,23),-0.470798 # DEPENDENCYPART_ARC
(25,24),-0.0543204 # DEPENDENCYPART_ARC
(25,26),0.596169 # DEPENDENCYPART_ARC
(25,27),0.139232 # DEPENDENCYPART_ARC
(25,28),-0.0301 # DEPENDENCYPART_ARC
(26,1),-1.87283 # DEPENDENCYPART_ARC
(26,2),-0.837237 # DEPENDENCYPART_ARC
(26,3),-2.93837 # DEPENDENCYPART_ARC
(26,4),-2.00355 # DEPENDENCYPART_ARC
(26,5),-1.46586 # DEPENDENCYPART_ARC
(26,6),-2.78891 # DEPENDENCYPART_ARC
(26,7),-0.942254 # DEPENDENCYPART_ARC
(26,8),-1.91872 # DEPENDENCYPART_ARC
(26,9),-2.0241 # DEPENDENCYPART_ARC
(26,10),-1.16867 # DEPENDENCYPART_ARC
(26,11),-1.9518 # DEPENDENCYPART_ARC
(26,12),-2.85582 # DEPENDENCYPART_ARC
(26,13),-2.32804 # DEPENDENCYPART_ARC
(26,14),-0.76586 # DEPENDENCYPART_ARC
(26,15),-1.88128 # DEPENDENCYPART_ARC
(26,16),-0.289359 # DEPENDENCYPART_ARC
(26,17),-0.82047 # DEPENDENCYPART_ARC
(26,18),-0.408144 # DEPENDENCYPART_ARC
(26,19),-0.965406 # DEPENDENCYPART_ARC
(26,20),-0.475871 # DEPENDENCYPART_ARC
(26,21),-0.607863 # DEPENDENCYPART_ARC
(26,22),-1.14937 # DEPENDENCYPART_ARC
(26,23),-0.684893 # DEPENDENCYPART_ARC
(26,24),-0.90811 # DEPENDENCYPART_ARC
(26,25),2.72462 # DEPENDENCYPART_ARC
(26,27),2.33567 # DEPENDENCYPART_ARC
(26,28),0.6782 # DEPENDENCYPART_ARC
(27,1),-2.07175 # DEPENDENCYPART_ARC
(27,2),-2.05481 # DEPENDENCYPART_ARC
(27,3),-2.56806 # DEPENDENCYPART_ARC
(27,4),-1.91891 # DEPENDENCYPART_ARC
(27,5),-2.00284 # DEPENDENCYPART_ARC
(27,6),-2.608 # DEPENDENCYPART_ARC
(27,7),-1.76522 # DEPENDENCYPART_ARC
(27,8),-1.70161 # DEPENDENCYPART_ARC
(27,9),-2.26587 # DEPENDENCYPART_ARC
(27,10),-1.73447 # DEPENDENCYPART_ARC
(27,11),-2.27386 # DEPENDENCYPART_ARC
(27,12),-2.53162 # DEPENDENCYPART_ARC
(27,13),-2.49509 # DEPENDENCYPART_ARC
(27,14),-1.54784 # DEPENDENCYPART_ARC
(27,15),-2.36192 # DEPENDENCYPART_ARC
(27,16),-1.84905 # DEPENDENCYPART_ARC
(27,17),-1.51282 # DEPENDENCYPART_ARC
(27,18),-1.72306 # DEPENDENCYPART_ARC
(27,19),-1.61504 # DEPENDENCYPART_ARC
(27,20),-1.60414 # DEPENDENCYPART_ARC
(27,21),-1.86631 # DEPENDENCYPART_ARC
(27,22),-1.78467 # DEPENDENCYPART_ARC
(27,23),-1.27163 # DEPENDENCYPART_ARC
(27,24),-1.61666 # DEPENDENCYPART_ARC
(27,25),-0.715956 # DEPENDENCYPART_ARC
(27,26),-0.0563635 # DEPENDENCYPART_ARC
(27,28),2.89691 # DEPENDENCYPART_ARC
(28,1),-1.93926 # DEPENDENCYPART_ARC
(28,2),-1.76522 # DEPENDENCYPART_ARC
(28,3),-2.39837 # DEPENDENCYPART_ARC
(28,4),-1.72538 # DEPENDENCYPART_ARC
(28,5),-1.80541 # DEPENDENCYPART_ARC
(28,6),-2.39724 # DEPENDENCYPART_ARC
(28,7),-1.66483 # DEPENDENCYPART_ARC
(28,8),-1.5371 # DEPENDENCYPART_ARC
(28,9),-1.97024 # DEPENDENCYPART_ARC
(28,10),-1.55962 # DEPENDENCYPART_ARC
(28,11),-2.02603 # DEPENDENCYPART_ARC
(28,12),-2.29984 # DEPENDENCYPART_ARC
(28,13),-2.24537 # DEPENDENCYPART_ARC
(28,14),-1.47371 # DEPENDENCYPART_ARC
(28,15),-2.1145 # DEPENDENCYPART_ARC
(28,16),-1.55776 # DEPENDENCYPART_ARC
(28,17),-1.42348 # DEPENDENCYPART_ARC
(28,18),-1.54258 # DEPENDENCYPART_ARC
(28,19),-1.48372 # DEPENDENCYPART_ARC
(28,20),-1.56759 # DEPENDENCYPART_ARC
(28,21),-1.62266 # DEPENDENCYPART_ARC
(28,22),-1.67843 # DEPENDENCYPART_ARC
(28,23),-1.22728 # DEPENDENCYPART_ARC
(28,24),-1.72985 # DEPENDENCYPART_ARC
(28,25),-0.757019 # DEPENDENCYPART_ARC
(28,26),-0.641208 # DEPENDENCYPART_ARC
(28,27),0.499563 # DEPENDENCYPART_ARC
