# _root_ Gabriella e Paolo , che si frequentano da circa quattro mesi , erano usciti di casa verso le 23 di sabato e si erano intrattenuti fino_all' alba nella discoteca .
#goldHeads=14,1,1,3,7,7,1,7,11,11,8,11,14,0,14,15,14,19,17,19,20,14,25,25,14,25,26,25,28,29,
#predictedHeads=0,1,1,3,7,7,0,7,8,11,8,11,14,0,14,15,14,19,17,19,20,14,25,25,14,25,26,25,28,29,
(17,12),-1.56407 # DEPENDENCYPART_ARC
(17,13),-1.85644 # DEPENDENCYPART_ARC
(17,14),-1.48695 # DEPENDENCYPART_ARC
(17,15),-0.169638 # DEPENDENCYPART_ARC
(17,16),0.0951887 # DEPENDENCYPART_ARC
(17,18),0.67319 # DEPENDENCYPART_ARC
(17,19),1.09423 # DEPENDENCYPART_ARC
(17,20),0.332236 # DEPENDENCYPART_ARC
(17,21),1.98419 # DEPENDENCYPART_ARC
(17,22),0.472533 # DEPENDENCYPART_ARC
(17,23),0.562193 # DEPENDENCYPART_ARC
(17,24),-0.103552 # DEPENDENCYPART_ARC
(17,25),-0.294239 # DEPENDENCYPART_ARC
(17,26),-0.41131 # DEPENDENCYPART_ARC
(17,27),-0.877501 # DEPENDENCYPART_ARC
(17,28),-0.915582 # DEPENDENCYPART_ARC
(17,29),-1.79935 # DEPENDENCYPART_ARC
(17,30),-1.09594 # DEPENDENCYPART_ARC
(18,1),-3.58958 # DEPENDENCYPART_ARC
(18,2),-2.77234 # DEPENDENCYPART_ARC
(18,3),-3.61014 # DEPENDENCYPART_ARC
(18,4),-2.75351 # DEPENDENCYPART_ARC
(18,5),-2.74598 # DEPENDENCYPART_ARC
(18,6),-2.76657 # DEPENDENCYPART_ARC
(18,7),-3.74972 # DEPENDENCYPART_ARC
(18,8),-2.5243 # DEPENDENCYPART_ARC
(18,9),-2.53263 # DEPENDENCYPART_ARC
(18,10),-2.49415 # DEPENDENCYPART_ARC
(18,11),-2.907 # DEPENDENCYPART_ARC
(18,12),-2.36006 # DEPENDENCYPART_ARC
(18,13),-3.44898 # DEPENDENCYPART_ARC
(18,14),-3.05448 # DEPENDENCYPART_ARC
(18,15),-1.6586 # DEPENDENCYPART_ARC
(18,16),-2.21831 # DEPENDENCYPART_ARC
(18,17),-0.480094 # DEPENDENCYPART_ARC
(18,19),0.641143 # DEPENDENCYPART_ARC
(18,20),0.231623 # DEPENDENCYPART_ARC
(18,21),-0.598746 # DEPENDENCYPART_ARC
(18,22),-0.0865977 # DEPENDENCYPART_ARC
(18,23),-0.947995 # DEPENDENCYPART_ARC
(18,24),-0.225961 # DEPENDENCYPART_ARC
(18,25),-0.367608 # DEPENDENCYPART_ARC
(18,26),-0.878022 # DEPENDENCYPART_ARC
(18,27),-1.09583 # DEPENDENCYPART_ARC
(18,28),-0.595542 # DEPENDENCYPART_ARC
(18,29),-1.09629 # DEPENDENCYPART_ARC
(18,30),-0.727614 # DEPENDENCYPART_ARC
(19,1),-1.63862 # DEPENDENCYPART_ARC
(19,2),-0.725808 # DEPENDENCYPART_ARC
(19,3),-1.62521 # DEPENDENCYPART_ARC
(19,4),-1.11195 # DEPENDENCYPART_ARC
(19,5),-0.990684 # DEPENDENCYPART_ARC
(19,6),-0.837838 # DEPENDENCYPART_ARC
(19,7),-1.37763 # DEPENDENCYPART_ARC
(19,8),-0.908805 # DEPENDENCYPART_ARC
(19,9),-0.372352 # DEPENDENCYPART_ARC
(19,10),-0.661156 # DEPENDENCYPART_ARC
(19,11),-1.28681 # DEPENDENCYPART_ARC
(19,12),-0.741658 # DEPENDENCYPART_ARC
(19,13),-1.21983 # DEPENDENCYPART_ARC
(19,14),-1.05327 # DEPENDENCYPART_ARC
(19,15),0.0330624 # DEPENDENCYPART_ARC
(19,16),-0.44687 # DEPENDENCYPART_ARC
(19,17),0.618999 # DEPENDENCYPART_ARC
(19,18),2.7986 # DEPENDENCYPART_ARC
(19,20),2.03093 # DEPENDENCYPART_ARC
(19,21),1.06304 # DEPENDENCYPART_ARC
(19,22),1.02043 # DEPENDENCYPART_ARC
(19,23),0.327901 # DEPENDENCYPART_ARC
(19,24),0.182038 # DEPENDENCYPART_ARC
(19,25),-0.00625966 # DEPENDENCYPART_ARC
(19,26),-0.078568 # DEPENDENCYPART_ARC
(19,27),0.05063 # DEPENDENCYPART_ARC
(19,28),-0.0581528 # DEPENDENCYPART_ARC
(19,29),0.0468798 # DEPENDENCYPART_ARC
(19,30),-0.175362 # DEPENDENCYPART_ARC
(20,1),-1.98427 # DEPENDENCYPART_ARC
(20,2),-1.3801 # DEPENDENCYPART_ARC
(20,3),-1.97266 # DEPENDENCYPART_ARC
(20,4),-2.11411 # DEPENDENCYPART_ARC
(20,5),-1.88949 # DEPENDENCYPART_ARC
(20,6),-1.90115 # DEPENDENCYPART_ARC
(20,7),-2.22447 # DEPENDENCYPART_ARC
(20,8),-1.43471 # DEPENDENCYPART_ARC
(20,9),-1.49579 # DEPENDENCYPART_ARC
(20,10),-1.74508 # DEPENDENCYPART_ARC
(20,11),-1.71839 # DEPENDENCYPART_ARC
(20,12),-1.84605 # DEPENDENCYPART_ARC
(20,13),-2.07254 # DEPENDENCYPART_ARC
(20,14),-2.03667 # DEPENDENCYPART_ARC
(20,15),-0.914907 # DEPENDENCYPART_ARC
(20,16),-1.35557 # DEPENDENCYPART_ARC
(20,17),-0.439041 # DEPENDENCYPART_ARC
(20,18),-0.269634 # DEPENDENCYPART_ARC
(20,19),0.134453 # DEPENDENCYPART_ARC
(20,21),3.5321 # DEPENDENCYPART_ARC
(20,22),0.597733 # DEPENDENCYPART_ARC
(20,23),-0.211006 # DEPENDENCYPART_ARC
(20,24),-0.405322 # DEPENDENCYPART_ARC
(20,25),-0.61277 # DEPENDENCYPART_ARC
(20,26),-0.857748 # DEPENDENCYPART_ARC
(20,27),-1.6438 # DEPENDENCYPART_ARC
(20,28),-1.32173 # DEPENDENCYPART_ARC
(20,29),-2.24018 # DEPENDENCYPART_ARC
(20,30),-1.08759 # DEPENDENCYPART_ARC
(21,1),-3.60857 # DEPENDENCYPART_ARC
(21,2),-2.73995 # DEPENDENCYPART_ARC
(21,3),-3.51932 # DEPENDENCYPART_ARC
(21,4),-3.88395 # DEPENDENCYPART_ARC
(21,5),-2.53463 # DEPENDENCYPART_ARC
(21,6),-1.99043 # DEPENDENCYPART_ARC
(21,7),-3.13121 # DEPENDENCYPART_ARC
(21,8),-2.23764 # DEPENDENCYPART_ARC
(21,9),-1.76541 # DEPENDENCYPART_ARC
(21,10),-2.22946 # DEPENDENCYPART_ARC
(21,11),-3.07837 # DEPENDENCYPART_ARC
(21,12),-3.49286 # DEPENDENCYPART_ARC
(21,13),-2.80728 # DEPENDENCYPART_ARC
(21,14),-1.75605 # DEPENDENCYPART_ARC
(21,15),-1.61114 # DEPENDENCYPART_ARC
(21,16),-2.75732 # DEPENDENCYPART_ARC
(21,17),-0.935474 # DEPENDENCYPART_ARC
(21,18),0.100576 # DEPENDENCYPART_ARC
(21,19),-0.213975 # DEPENDENCYPART_ARC
(21,20),0.622609 # DEPENDENCYPART_ARC
(21,22),0.971869 # DEPENDENCYPART_ARC
(21,23),-1.20168 # DEPENDENCYPART_ARC
(21,24),-0.564344 # DEPENDENCYPART_ARC
(21,25),-0.496444 # DEPENDENCYPART_ARC
(21,26),-0.44928 # DEPENDENCYPART_ARC
(21,27),-0.496351 # DEPENDENCYPART_ARC
(21,28),-0.407372 # DEPENDENCYPART_ARC
(21,29),-0.499076 # DEPENDENCYPART_ARC
(21,30),-1.475 # DEPENDENCYPART_ARC
(22,1),-3.71879 # DEPENDENCYPART_ARC
(22,2),-2.01858 # DEPENDENCYPART_ARC
(22,3),-3.4043 # DEPENDENCYPART_ARC
(22,4),-2.63906 # DEPENDENCYPART_ARC
(22,5),-1.7246 # DEPENDENCYPART_ARC
(22,6),-1.93926 # DEPENDENCYPART_ARC
(22,7),-3.0636 # DEPENDENCYPART_ARC
(22,8),-2.39345 # DEPENDENCYPART_ARC
(22,9),-2.09865 # DEPENDENCYPART_ARC
(22,10),-2.26859 # DEPENDENCYPART_ARC
(22,11),-3.14416 # DEPENDENCYPART_ARC
(22,12),-2.4313 # DEPENDENCYPART_ARC
(22,13),-2.92392 # DEPENDENCYPART_ARC
(22,14),-2.86294 # DEPENDENCYPART_ARC
(22,15),-1.95091 # DEPENDENCYPART_ARC
(22,16),-2.61976 # DEPENDENCYPART_ARC
(22,17),-1.7647 # DEPENDENCYPART_ARC
(22,18),-1.63378 # DEPENDENCYPART_ARC
(22,19),-1.40477 # DEPENDENCYPART_ARC
(22,20),-1.16601 # DEPENDENCYPART_ARC
(22,21),-0.820969 # DEPENDENCYPART_ARC
(22,23),-0.955111 # DEPENDENCYPART_ARC
(22,24),-0.586189 # DEPENDENCYPART_ARC
(22,25),-0.565013 # DEPENDENCYPART_ARC
(22,26),-2.00074 # DEPENDENCYPART_ARC
(22,27),-1.73102 # DEPENDENCYPART_ARC
(22,28),-2.21112 # DEPENDENCYPART_ARC
(22,29),-1.85582 # DEPENDENCYPART_ARC
(22,30),-1.40518 # DEPENDENCYPART_ARC
(23,1),-3.41281 # DEPENDENCYPART_ARC
(23,2),-3.11586 # DEPENDENCYPART_ARC
(23,3),-3.34747 # DEPENDENCYPART_ARC
(23,4),-3.31861 # DEPENDENCYPART_ARC
(23,5),-2.584 # DEPENDENCYPART_ARC
(23,6),-2.31433 # DEPENDENCYPART_ARC
(23,7),-4.40768 # DEPENDENCYPART_ARC
(23,8),-3.05401 # DEPENDENCYPART_ARC
(23,9),-3.0655 # DEPENDENCYPART_ARC
(23,10),-2.91626 # DEPENDENCYPART_ARC
(23,11),-4.40709 # DEPENDENCYPART_ARC
(23,12),-3.28189 # DEPENDENCYPART_ARC
(23,13),-4.29891 # DEPENDENCYPART_ARC
(23,14),-4.57499 # DEPENDENCYPART_ARC
(23,15),-2.71563 # DEPENDENCYPART_ARC
(23,16),-3.34201 # DEPENDENCYPART_ARC
(23,17),-2.46581 # DEPENDENCYPART_ARC
(23,18),-2.00835 # DEPENDENCYPART_ARC
(23,19),-2.38217 # DEPENDENCYPART_ARC
(23,20),-1.93211 # DEPENDENCYPART_ARC
(23,21),-3.00812 # DEPENDENCYPART_ARC
(23,22),-0.704463 # DEPENDENCYPART_ARC
(23,24),-2.09681 # DEPENDENCYPART_ARC
(23,25),-2.11795 # DEPENDENCYPART_ARC
(23,26),-2.89793 # DEPENDENCYPART_ARC
(23,27),-2.27305 # DEPENDENCYPART_ARC
(23,28),-3.93947 # DEPENDENCYPART_ARC
(23,29),-2.4561 # DEPENDENCYPART_ARC
(23,30),-1.83081 # DEPENDENCYPART_ARC
(24,1),-2.19673 # DEPENDENCYPART_ARC
(24,2),-2.76121 # DEPENDENCYPART_ARC
(24,3),-2.39564 # DEPENDENCYPART_ARC
(24,4),-3.53351 # DEPENDENCYPART_ARC
(24,5),-1.11785 # DEPENDENCYPART_ARC
(24,6),-2.07416 # DEPENDENCYPART_ARC
(24,7),-2.46628 # DEPENDENCYPART_ARC
(24,8),-1.09694 # DEPENDENCYPART_ARC
(24,9),-2.32294 # DEPENDENCYPART_ARC
(24,10),-1.61652 # DEPENDENCYPART_ARC
(24,11),-0.492192 # DEPENDENCYPART_ARC
(24,12),-2.72553 # DEPENDENCYPART_ARC
(24,13),-2.11139 # DEPENDENCYPART_ARC
(24,14),-2.10618 # DEPENDENCYPART_ARC
(24,15),-1.67711 # DEPENDENCYPART_ARC
(24,16),-1.96948 # DEPENDENCYPART_ARC
(24,17),-0.679447 # DEPENDENCYPART_ARC
(24,18),-0.946073 # DEPENDENCYPART_ARC
(24,19),-0.806823 # DEPENDENCYPART_ARC
(24,20),-1.32706 # DEPENDENCYPART_ARC
(24,21),-0.552601 # DEPENDENCYPART_ARC
(24,22),-0.471784 # DEPENDENCYPART_ARC
(24,23),2.40662 # DEPENDENCYPART_ARC
(24,25),1.46079 # DEPENDENCYPART_ARC
(24,26),0.518634 # DEPENDENCYPART_ARC
(24,27),-0.315038 # DEPENDENCYPART_ARC
(24,28),-0.0928335 # DEPENDENCYPART_ARC
(24,29),-0.858589 # DEPENDENCYPART_ARC
(24,30),-0.941064 # DEPENDENCYPART_ARC
(25,1),-1.68024 # DEPENDENCYPART_ARC
(25,2),-1.61902 # DEPENDENCYPART_ARC
(25,3),-1.72087 # DEPENDENCYPART_ARC
(25,4),-2.92924 # DEPENDENCYPART_ARC
(25,5),0.370505 # DEPENDENCYPART_ARC
(25,6),-0.370486 # DEPENDENCYPART_ARC
(25,7),-0.794103 # DEPENDENCYPART_ARC
(25,8),-0.246165 # DEPENDENCYPART_ARC
(25,9),-1.14652 # DEPENDENCYPART_ARC
(25,10),-0.739895 # DEPENDENCYPART_ARC
(25,11),-0.312764 # DEPENDENCYPART_ARC
(25,12),-2.26532 # DEPENDENCYPART_ARC
(25,13),0.280987 # DEPENDENCYPART_ARC
(25,14),-0.504583 # DEPENDENCYPART_ARC
(25,15),-0.574484 # DEPENDENCYPART_ARC
(25,16),-1.4567 # DEPENDENCYPART_ARC
(25,17),0.159333 # DEPENDENCYPART_ARC
(25,18),-0.404266 # DEPENDENCYPART_ARC
(25,19),0.10117 # DEPENDENCYPART_ARC
(25,20),-0.26047 # DEPENDENCYPART_ARC
(25,21),-0.582761 # DEPENDENCYPART_ARC
(25,22),0.268725 # DEPENDENCYPART_ARC
(25,23),3.09246 # DEPENDENCYPART_ARC
(25,24),3.99661 # DEPENDENCYPART_ARC
(25,26),3.76661 # DEPENDENCYPART_ARC
(25,27),1.23302 # DEPENDENCYPART_ARC
(25,28),2.21087 # DEPENDENCYPART_ARC
(25,29),-0.0821451 # DEPENDENCYPART_ARC
(25,30),-0.21755 # DEPENDENCYPART_ARC
(26,1),-2.80919 # DEPENDENCYPART_ARC
(26,2),-2.05484 # DEPENDENCYPART_ARC
(26,3),-2.75413 # DEPENDENCYPART_ARC
(26,4),-2.34007 # DEPENDENCYPART_ARC
(26,5),-2.39922 # DEPENDENCYPART_ARC
(26,6),-2.2454 # DEPENDENCYPART_ARC
(26,7),-3.7647 # DEPENDENCYPART_ARC
(26,8),-1.84625 # DEPENDENCYPART_ARC
(26,9),-1.78134 # DEPENDENCYPART_ARC
(26,10),-2.19974 # DEPENDENCYPART_ARC
(26,11),-3.13686 # DEPENDENCYPART_ARC
(26,12),-2.31749 # DEPENDENCYPART_ARC
(26,13),-3.69664 # DEPENDENCYPART_ARC
(26,14),-3.78283 # DEPENDENCYPART_ARC
(26,15),-1.79644 # DEPENDENCYPART_ARC
(26,16),-2.81628 # DEPENDENCYPART_ARC
(26,17),-1.58856 # DEPENDENCYPART_ARC
(26,18),-1.82683 # DEPENDENCYPART_ARC
(26,19),-1.87222 # DEPENDENCYPART_ARC
(26,20),-1.42328 # DEPENDENCYPART_ARC
(26,21),-2.37293 # DEPENDENCYPART_ARC
(26,22),-1.07139 # DEPENDENCYPART_ARC
(26,23),-1.3275 # DEPENDENCYPART_ARC
(26,24),-2.30383 # DEPENDENCYPART_ARC
(26,25),-1.49166 # DEPENDENCYPART_ARC
(26,27),4.54546 # DEPENDENCYPART_ARC
(26,28),0.632727 # DEPENDENCYPART_ARC
(26,29),1.62876 # DEPENDENCYPART_ARC
(26,30),-0.134157 # DEPENDENCYPART_ARC
(27,1),-3.98927 # DEPENDENCYPART_ARC
(27,2),-2.89252 # DEPENDENCYPART_ARC
(27,3),-3.84077 # DEPENDENCYPART_ARC
(27,4),-3.88823 # DEPENDENCYPART_ARC
(27,5),-2.56102 # DEPENDENCYPART_ARC
(27,6),-1.74035 # DEPENDENCYPART_ARC
(27,7),-2.95482 # DEPENDENCYPART_ARC
(27,8),-2.45534 # DEPENDENCYPART_ARC
(27,9),-1.91966 # DEPENDENCYPART_ARC
(27,10),-2.36924 # DEPENDENCYPART_ARC
(27,11),-3.94034 # DEPENDENCYPART_ARC
(27,12),-3.63404 # DEPENDENCYPART_ARC
(27,13),-3.09779 # DEPENDENCYPART_ARC
(27,14),-2.22063 # DEPENDENCYPART_ARC
(27,15),-2.25758 # DEPENDENCYPART_ARC
(27,16),-3.16794 # DEPENDENCYPART_ARC
(27,17),-1.79629 # DEPENDENCYPART_ARC
(27,18),-1.69639 # DEPENDENCYPART_ARC
(27,19),-1.89197 # DEPENDENCYPART_ARC
(27,20),-1.69722 # DEPENDENCYPART_ARC
(27,21),-3.17874 # DEPENDENCYPART_ARC
(27,22),-1.7145 # DEPENDENCYPART_ARC
(27,23),-0.678292 # DEPENDENCYPART_ARC
(27,24),-2.14834 # DEPENDENCYPART_ARC
(27,25),-0.609737 # DEPENDENCYPART_ARC
(27,26),0.873895 # DEPENDENCYPART_ARC
(27,28),1.84113 # DEPENDENCYPART_ARC
(27,29),0.98795 # DEPENDENCYPART_ARC
(27,30),-0.181108 # DEPENDENCYPART_ARC
(28,1),-2.99897 # DEPENDENCYPART_ARC
(28,2),-1.91143 # DEPENDENCYPART_ARC
(28,3),-2.94683 # DEPENDENCYPART_ARC
(28,4),-2.16935 # DEPENDENCYPART_ARC
(28,5),-2.08566 # DEPENDENCYPART_ARC
(28,6),-1.82863 # DEPENDENCYPART_ARC
(28,7),-3.14007 # DEPENDENCYPART_ARC
(28,8),-1.63334 # DEPENDENCYPART_ARC
(28,9),-1.55255 # DEPENDENCYPART_ARC
(28,10),-2.03399 # DEPENDENCYPART_ARC
(28,11),-2.89141 # DEPENDENCYPART_ARC
(28,12),-2.15327 # DEPENDENCYPART_ARC
(28,13),-3.15396 # DEPENDENCYPART_ARC
(28,14),-3.41413 # DEPENDENCYPART_ARC
(28,15),-1.48077 # DEPENDENCYPART_ARC
(28,16),-2.38349 # DEPENDENCYPART_ARC
(28,17),-1.59904 # DEPENDENCYPART_ARC
(28,18),-1.81391 # DEPENDENCYPART_ARC
(28,19),-1.81489 # DEPENDENCYPART_ARC
(28,20),-1.31152 # DEPENDENCYPART_ARC
(28,21),-2.2559 # DEPENDENCYPART_ARC
(28,22),-1.04021 # DEPENDENCYPART_ARC
(28,23),-1.26006 # DEPENDENCYPART_ARC
(28,24),-2.58849 # DEPENDENCYPART_ARC
(28,25),-2.50001 # DEPENDENCYPART_ARC
(28,26),-0.4704 # DEPENDENCYPART_ARC
(28,27),-0.385257 # DEPENDENCYPART_ARC
(28,29),4.46805 # DEPENDENCYPART_ARC
(28,30),-0.312086 # DEPENDENCYPART_ARC
(29,1),-4.16942 # DEPENDENCYPART_ARC
(29,2),-2.99383 # DEPENDENCYPART_ARC
(29,3),-4.01726 # DEPENDENCYPART_ARC
(29,4),-3.93419 # DEPENDENCYPART_ARC
(29,5),-2.44534 # DEPENDENCYPART_ARC
(29,6),-1.69186 # DEPENDENCYPART_ARC
(29,7),-3.02392 # DEPENDENCYPART_ARC
(29,8),-2.81812 # DEPENDENCYPART_ARC
(29,9),-2.19161 # DEPENDENCYPART_ARC
(29,10),-2.70179 # DEPENDENCYPART_ARC
(29,11),-4.11987 # DEPENDENCYPART_ARC
(29,12),-3.66477 # DEPENDENCYPART_ARC
(29,13),-3.02425 # DEPENDENCYPART_ARC
(29,14),-2.33012 # DEPENDENCYPART_ARC
(29,15),-2.63751 # DEPENDENCYPART_ARC
(29,16),-2.95622 # DEPENDENCYPART_ARC
(29,17),-2.22522 # DEPENDENCYPART_ARC
(29,18),-2.45941 # DEPENDENCYPART_ARC
(29,19),-2.21012 # DEPENDENCYPART_ARC
(29,20),-2.08896 # DEPENDENCYPART_ARC
(29,21),-3.24656 # DEPENDENCYPART_ARC
(29,22),-1.99164 # DEPENDENCYPART_ARC
(29,23),-0.978426 # DEPENDENCYPART_ARC
(29,24),-2.52399 # DEPENDENCYPART_ARC
(29,25),-1.77287 # DEPENDENCYPART_ARC
(29,26),-0.507677 # DEPENDENCYPART_ARC
(29,27),-1.01916 # DEPENDENCYPART_ARC
(29,28),0.80054 # DEPENDENCYPART_ARC
(29,30),2.64606 # DEPENDENCYPART_ARC
(30,1),-2.93663 # DEPENDENCYPART_ARC
(30,2),-2.44366 # DEPENDENCYPART_ARC
(30,3),-3.01102 # DEPENDENCYPART_ARC
(30,4),-2.52242 # DEPENDENCYPART_ARC
(30,5),-2.62118 # DEPENDENCYPART_ARC
(30,6),-2.55994 # DEPENDENCYPART_ARC
(30,7),-3.24041 # DEPENDENCYPART_ARC
(30,8),-2.48266 # DEPENDENCYPART_ARC
(30,9),-2.73917 # DEPENDENCYPART_ARC
(30,10),-2.56177 # DEPENDENCYPART_ARC
(30,11),-2.8655 # DEPENDENCYPART_ARC
(30,12),-2.5203 # DEPENDENCYPART_ARC
(30,13),-3.10458 # DEPENDENCYPART_ARC
(30,14),-3.0562 # DEPENDENCYPART_ARC
(30,15),-2.26708 # DEPENDENCYPART_ARC
(30,16),-2.80932 # DEPENDENCYPART_ARC
(30,17),-2.13737 # DEPENDENCYPART_ARC
(30,18),-2.20278 # DEPENDENCYPART_ARC
(30,19),-2.43405 # DEPENDENCYPART_ARC
(30,20),-2.08825 # DEPENDENCYPART_ARC
(30,21),-2.59988 # DEPENDENCYPART_ARC
(30,22),-2.10967 # DEPENDENCYPART_ARC
(30,23),-2.17549 # DEPENDENCYPART_ARC
(30,24),-2.80245 # DEPENDENCYPART_ARC
(30,25),-2.67316 # DEPENDENCYPART_ARC
(30,26),-1.59685 # DEPENDENCYPART_ARC
(30,27),-1.83997 # DEPENDENCYPART_ARC
(30,28),-1.09975 # DEPENDENCYPART_ARC
(30,29),-0.818931 # DEPENDENCYPART_ARC
